學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
107,公立,一般大學,18,國立嘉義大學,10151110,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),17,6,11
107,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,學士班(進修),175,148,27
107,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,碩士在職專班,61,30,31
107,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,碩士班(日間),44,32,12
108,公立,一般大學,18,國立嘉義大學,01111001,教育學系,博士班,63,22,41
108,公立,一般大學,18,國立嘉義大學,01111001,教育學系,學士班(日間),162,51,111
108,公立,一般大學,18,國立嘉義大學,01111001,教育學系,碩士在職專班,117,17,100
108,公立,一般大學,18,國立嘉義大學,01111001,教育學系,碩士班(日間),55,18,37
108,公立,一般大學,18,國立嘉義大學,01111006,師範學院教學專業國際碩士學位學程,碩士班(日間),5,2,3
108,公立,一般大學,18,國立嘉義大學,01113017,特殊教育學系,學士班(日間),157,35,122
108,公立,一般大學,18,國立嘉義大學,01113017,特殊教育學系,碩士班(日間),45,6,39
108,公立,一般大學,18,國立嘉義大學,01114018,教育行政與政策發展研究所,碩士在職專班,41,15,26
108,公立,一般大學,18,國立嘉義大學,01114018,教育行政與政策發展研究所,碩士班(日間),33,6,27
108,公立,一般大學,18,國立嘉義大學,01116021,數位學習設計與管理學系,學士班(日間),178,79,99
108,公立,一般大學,18,國立嘉義大學,01116021,數位學習設計與管理學系,碩士班(日間),21,3,18
108,公立,一般大學,18,國立嘉義大學,01121016,幼兒教育學系,學士班(日間),213,26,187
108,公立,一般大學,18,國立嘉義大學,01121016,幼兒教育學系,碩士在職專班,57,1,56
108,公立,一般大學,18,國立嘉義大學,01121016,幼兒教育學系,碩士班(日間),43,4,39
108,公立,一般大學,18,國立嘉義大學,01131010,數理教育研究所,碩士在職專班,17,6,11
108,公立,一般大學,18,國立嘉義大學,01131010,數理教育研究所,碩士班(日間),51,34,17
108,公立,一般大學,18,國立嘉義大學,01141113,體育與健康休閒學系,學士班(日間),200,144,56
108,公立,一般大學,18,國立嘉義大學,02131025,視覺藝術學系,學士班(日間),180,26,154
108,公立,一般大學,18,國立嘉義大學,02131025,視覺藝術學系,碩士班(日間),65,20,45
108,公立,一般大學,18,國立嘉義大學,02151024,音樂學系,學士班(日間),204,71,133
108,公立,一般大學,18,國立嘉義大學,02151024,音樂學系,碩士班(日間),35,8,27
108,公立,一般大學,18,國立嘉義大學,02221033,應用歷史學系,學士班(日間),194,137,57
108,公立,一般大學,18,國立嘉義大學,02221033,應用歷史學系,碩士在職專班,18,10,8
108,公立,一般大學,18,國立嘉義大學,02221033,應用歷史學系,碩士班(日間),24,14,10
108,公立,一般大學,18,國立嘉義大學,02311031,外國語言學系,學士班(日間),401,125,276
108,公立,一般大學,18,國立嘉義大學,02311031,外國語言學系,學士班(進修),5,3,2
108,公立,一般大學,18,國立嘉義大學,02311031,外國語言學系,碩士班(日間),27,4,23
108,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,學士班(日間),217,74,143
108,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,學士班(進修),94,36,58
108,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,碩士在職專班,29,6,23
108,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,碩士班(日間),29,13,16
108,公立,一般大學,18,國立嘉義大學,03111034,應用經濟學系,學士班(日間),195,103,92
108,公立,一般大學,18,國立嘉義大學,03111034,應用經濟學系,碩士班(日間),1,1,0
108,公立,一般大學,18,國立嘉義大學,03131035,輔導與諮商學系,學士班(日間),220,69,151
108,公立,一般大學,18,國立嘉義大學,03131035,輔導與諮商學系,碩士在職專班,135,25,110
108,公立,一般大學,18,國立嘉義大學,03131035,輔導與諮商學系,碩士班(日間),109,19,90
108,公立,一般大學,18,國立嘉義大學,04121041,財務金融學系,學士班(日間),178,81,97
108,公立,一般大學,18,國立嘉義大學,04121041,財務金融學系,學士班(進修),186,77,109
108,公立,一般大學,18,國立嘉義大學,04121041,財務金融學系,碩士班(日間),10,6,4
108,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,博士班,27,18,9
108,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,學士班(日間),206,79,127
108,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,學士班(進修),189,86,103
108,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,碩士班(日間),32,15,17
108,公立,一般大學,18,國立嘉義大學,04131045,生物事業管理學系,學士班(日間),183,80,103
108,公立,一般大學,18,國立嘉義大學,04131045,生物事業管理學系,學士班(進修),103,62,41
108,公立,一般大學,18,國立嘉義大學,04131045,生物事業管理學系,碩士班(日間),15,7,8
108,公立,一般大學,18,國立嘉義大學,04131046,管理學院碩士在職專班,碩士在職專班,206,87,119
108,公立,一般大學,18,國立嘉義大學,04134036,公共政策研究所,碩士班(日間),1,0,1
108,公立,一般大學,18,國立嘉義大學,04143044,行銷與觀光管理學系,學士班(日間),199,68,131
108,公立,一般大學,18,國立嘉義大學,04143044,行銷與觀光管理學系行銷管理碩士班,碩士班(日間),38,10,28
108,公立,一般大學,18,國立嘉義大學,04143044,行銷與觀光管理學系觀光休閒管理碩士班,碩士班(日間),30,14,16
108,公立,一般大學,18,國立嘉義大學,05111048,生命科學全英文碩士學位學程,碩士班(日間),6,1,5
108,公立,一般大學,18,國立嘉義大學,05111052,生物資源學系,學士班(日間),170,84,86
108,公立,一般大學,18,國立嘉義大學,05111052,生物資源學系,碩士班(日間),25,20,5
108,公立,一般大學,18,國立嘉義大學,05121053,生化科技學系,學士班(日間),175,97,78
108,公立,一般大學,18,國立嘉義大學,05121053,生化科技學系,碩士在職專班,19,5,14
108,公立,一般大學,18,國立嘉義大學,05121053,生化科技學系,碩士班(日間),11,6,5
108,公立,一般大學,18,國立嘉義大學,05199058,微生物免疫與生物藥學系,學士班(日間),177,81,96
108,公立,一般大學,18,國立嘉義大學,05199058,微生物免疫與生物藥學系,碩士班(日間),21,11,10
108,公立,一般大學,18,國立嘉義大學,05311059,應用化學系,博士班,9,7,2
108,公立,一般大學,18,國立嘉義大學,05311059,應用化學系,學士班(日間),174,91,83
108,公立,一般大學,18,國立嘉義大學,05311059,應用化學系,碩士班(日間),32,20,12
108,公立,一般大學,18,國立嘉義大學,05331061,電子物理學系,學士班(日間),182,149,33
108,公立,一般大學,18,國立嘉義大學,05331061,電子物理學系光電暨固態電子碩士班,碩士班(日間),12,11,1
108,公立,一般大學,18,國立嘉義大學,05411062,應用數學系,學士班(日間),187,144,43
108,公立,一般大學,18,國立嘉義大學,05411062,應用數學系,碩士班(日間),14,12,2
108,公立,一般大學,18,國立嘉義大學,06131063,資訊管理學系,學士班(日間),197,119,78
108,公立,一般大學,18,國立嘉義大學,06131063,資訊管理學系,碩士班(日間),29,24,5
108,公立,一般大學,18,國立嘉義大學,06131066,資訊工程學系,博士班,8,6,2
108,公立,一般大學,18,國立嘉義大學,06131066,資訊工程學系,學士班(日間),199,158,41
108,公立,一般大學,18,國立嘉義大學,06131066,資訊工程學系,碩士班(日間),70,62,8
108,公立,一般大學,18,國立嘉義大學,07141064,電機工程學系,學士班(日間),192,181,11
108,公立,一般大學,18,國立嘉義大學,07141064,電機工程學系,碩士班(日間),16,12,4
108,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,學士班(日間),185,151,34
108,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,學士班(進修),157,150,7
108,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,碩士在職專班,29,25,4
108,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,碩士班(日間),32,26,6
108,公立,一般大學,18,國立嘉義大學,07151069,機械與能源工程學系,學士班(日間),171,155,16
108,公立,一般大學,18,國立嘉義大學,07151069,機械與能源工程學系,碩士班(日間),13,13,0
108,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,博士班,32,19,13
108,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,學士班(日間),213,75,138
108,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,學士班(進修),187,78,109
108,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,碩士在職專班,58,28,30
108,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,碩士班(日間),59,18,41
108,公立,一般大學,18,國立嘉義大學,07312072,景觀學系,學士班(日間),150,56,94
108,公立,一般大學,18,國立嘉義大學,07312072,景觀學系,碩士班(日間),20,9,11
108,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,學士班(日間),186,150,36
108,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,學士班(進修),128,112,16
108,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,碩士在職專班,34,31,3
108,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,碩士班(日間),17,16,1
108,公立,一般大學,18,國立嘉義大學,08111073,農學院農學碩士在職專班,碩士在職專班,50,35,15
108,公立,一般大學,18,國立嘉義大學,08111074,農藝學系,學士班(日間),176,101,75
108,公立,一般大學,18,國立嘉義大學,08111074,農藝學系,碩士在職專班,18,13,5
108,公立,一般大學,18,國立嘉義大學,08111074,農藝學系,碩士班(日間),28,21,7
108,公立,一般大學,18,國立嘉義大學,08111077,農業科學博士學位學程,博士班,45,29,16
108,公立,一般大學,18,國立嘉義大學,08112079,動物科學系,學士班(日間),175,72,103
108,公立,一般大學,18,國立嘉義大學,08112079,動物科學系,學士班(進修),169,98,71
108,公立,一般大學,18,國立嘉義大學,08112079,動物科學系,碩士班(日間),26,14,12
108,公立,一般大學,18,國立嘉義大學,08121080,園藝學系,學士班(日間),186,90,96
108,公立,一般大學,18,國立嘉義大學,08121080,園藝學系,學士班(進修),163,100,63
108,公立,一般大學,18,國立嘉義大學,08121080,園藝學系,碩士班(日間),20,8,12
108,公立,一般大學,18,國立嘉義大學,08192092,生物農業科技學系,學士班(日間),173,89,84
108,公立,一般大學,18,國立嘉義大學,08192092,生物農業科技學系,碩士班(日間),20,14,6
108,公立,一般大學,18,國立嘉義大學,08192094,農學院農業科技全英碩士學位學程,碩士班(日間),4,2,2
108,公立,一般大學,18,國立嘉義大學,08194084,植物醫學系,學士班(日間),163,88,75
108,公立,一般大學,18,國立嘉義大學,08194084,植物醫學系,碩士班(日間),17,9,8
108,公立,一般大學,18,國立嘉義大學,08199076,農場管理進修學士學位學程,學士班(進修),275,190,85
108,公立,一般大學,18,國立嘉義大學,08211096,森林暨自然資源學系,學士班(日間),164,92,72
108,公立,一般大學,18,國立嘉義大學,08211096,森林暨自然資源學系,碩士在職專班,2,2,0
108,公立,一般大學,18,國立嘉義大學,08211096,森林暨自然資源學系,碩士班(日間),30,17,13
108,公立,一般大學,18,國立嘉義大學,08211106,木質材料與設計學系,學士班(日間),174,86,88
108,公立,一般大學,18,國立嘉義大學,08211106,木質材料與設計學系,學士班(進修),149,103,46
108,公立,一般大學,18,國立嘉義大學,08211106,木質材料與設計學系,碩士班(日間),19,13,6
108,公立,一般大學,18,國立嘉義大學,08312047,水生生物科學系,學士班(日間),173,102,71
108,公立,一般大學,18,國立嘉義大學,08312047,水生生物科學系,碩士班(日間),22,18,4
108,公立,一般大學,18,國立嘉義大學,08411108,獸醫學系,學士班(日間),266,128,138
108,公立,一般大學,18,國立嘉義大學,08411108,獸醫學系,碩士在職專班,6,3,3
108,公立,一般大學,18,國立嘉義大學,08411108,獸醫學系,碩士班(日間),8,5,3
108,公立,一般大學,18,國立嘉義大學,08411108,獸醫學系臨床獸醫學碩士班,碩士班(日間),10,7,3
108,公立,一般大學,18,國立嘉義大學,10151044,行銷與觀光管理學系觀光休閒管理博士班,博士班,21,16,5
108,公立,一般大學,18,國立嘉義大學,10151110,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),12,2,10
108,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,學士班(進修),181,154,27
108,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,碩士在職專班,54,29,25
108,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,碩士班(日間),47,29,18
109,公立,一般大學,18,國立嘉義大學,01111001,教育學系,博士班,60,17,43
109,公立,一般大學,18,國立嘉義大學,01111001,教育學系,學士班(日間),159,52,107
109,公立,一般大學,18,國立嘉義大學,01111001,教育學系,碩士在職專班,114,22,92
109,公立,一般大學,18,國立嘉義大學,01111001,教育學系,碩士班(日間),63,25,38
109,公立,一般大學,18,國立嘉義大學,01111006,師範學院教學專業國際碩士學位學程,碩士班(日間),9,1,8
109,公立,一般大學,18,國立嘉義大學,01113017,特殊教育學系,學士班(日間),168,45,123
109,公立,一般大學,18,國立嘉義大學,01113017,特殊教育學系,碩士班(日間),45,7,38
109,公立,一般大學,18,國立嘉義大學,01114018,教育行政與政策發展研究所,碩士在職專班,45,10,35
109,公立,一般大學,18,國立嘉義大學,01114018,教育行政與政策發展研究所,碩士班(日間),34,9,25
109,公立,一般大學,18,國立嘉義大學,01116021,數位學習設計與管理學系,學士班(日間),180,84,96
109,公立,一般大學,18,國立嘉義大學,01116021,數位學習設計與管理學系,碩士班(日間),22,5,17
109,公立,一般大學,18,國立嘉義大學,01121016,幼兒教育學系,學士班(日間),220,31,189
109,公立,一般大學,18,國立嘉義大學,01121016,幼兒教育學系,碩士在職專班,51,2,49
109,公立,一般大學,18,國立嘉義大學,01121016,幼兒教育學系,碩士班(日間),43,3,40
109,公立,一般大學,18,國立嘉義大學,01131010,數理教育研究所,碩士在職專班,25,14,11
109,公立,一般大學,18,國立嘉義大學,01131010,數理教育研究所,碩士班(日間),49,31,18
109,公立,一般大學,18,國立嘉義大學,01141113,體育與健康休閒學系,學士班(日間),200,143,57
109,公立,一般大學,18,國立嘉義大學,02131025,視覺藝術學系,學士班(日間),186,26,160
109,公立,一般大學,18,國立嘉義大學,02131025,視覺藝術學系,碩士班(日間),63,24,39
109,公立,一般大學,18,國立嘉義大學,02151024,音樂學系,學士班(日間),185,74,111
109,公立,一般大學,18,國立嘉義大學,02151024,音樂學系,碩士班(日間),38,12,26
109,公立,一般大學,18,國立嘉義大學,02221033,應用歷史學系,學士班(日間),187,133,54
109,公立,一般大學,18,國立嘉義大學,02221033,應用歷史學系,碩士在職專班,13,6,7
109,公立,一般大學,18,國立嘉義大學,02221033,應用歷史學系,碩士班(日間),24,16,8
109,公立,一般大學,18,國立嘉義大學,02311031,外國語言學系,學士班(日間),395,134,261
109,公立,一般大學,18,國立嘉義大學,02311031,外國語言學系,學士班(進修),2,1,1
109,公立,一般大學,18,國立嘉義大學,02311031,外國語言學系,碩士班(日間),26,4,22
109,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,學士班(日間),201,78,123
109,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,學士班(進修),82,34,48
109,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,碩士在職專班,25,5,20
109,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,碩士班(日間),29,12,17
109,公立,一般大學,18,國立嘉義大學,03111034,應用經濟學系,學士班(日間),189,101,88
109,公立,一般大學,18,國立嘉義大學,03111034,應用經濟學系,碩士班(日間),1,1,0
109,公立,一般大學,18,國立嘉義大學,03131035,輔導與諮商學系,學士班(日間),220,75,145
109,公立,一般大學,18,國立嘉義大學,03131035,輔導與諮商學系,碩士在職專班,142,29,113
109,公立,一般大學,18,國立嘉義大學,03131035,輔導與諮商學系,碩士班(日間),107,23,84
109,公立,一般大學,18,國立嘉義大學,04121041,財務金融學系,學士班(日間),177,85,92
109,公立,一般大學,18,國立嘉義大學,04121041,財務金融學系,學士班(進修),170,71,99
109,公立,一般大學,18,國立嘉義大學,04121041,財務金融學系,碩士班(日間),23,9,14
109,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,博士班,26,16,10
109,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,學士班(日間),202,78,124
109,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,學士班(進修),191,79,112
109,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,碩士班(日間),43,18,25
109,公立,一般大學,18,國立嘉義大學,04131045,生物事業管理學系,學士班(日間),194,89,105
109,公立,一般大學,18,國立嘉義大學,04131045,生物事業管理學系,學士班(進修),86,49,37
109,公立,一般大學,18,國立嘉義大學,04131045,生物事業管理學系,碩士班(日間),14,7,7
109,公立,一般大學,18,國立嘉義大學,04131046,管理學院碩士在職專班,碩士在職專班,203,90,113
109,公立,一般大學,18,國立嘉義大學,04143044,行銷與觀光管理學系,學士班(日間),190,67,123
109,公立,一般大學,18,國立嘉義大學,04143044,行銷與觀光管理學系行銷管理碩士班,碩士班(日間),31,9,22
109,公立,一般大學,18,國立嘉義大學,04143044,行銷與觀光管理學系觀光休閒管理碩士班,碩士班(日間),32,14,18
109,公立,一般大學,18,國立嘉義大學,05111048,生命科學全英文碩士學位學程,碩士班(日間),4,1,3
109,公立,一般大學,18,國立嘉義大學,05111052,生物資源學系,學士班(日間),160,70,90
109,公立,一般大學,18,國立嘉義大學,05111052,生物資源學系,碩士班(日間),21,15,6
109,公立,一般大學,18,國立嘉義大學,05121053,生化科技學系,學士班(日間),180,95,85
109,公立,一般大學,18,國立嘉義大學,05121053,生化科技學系,碩士在職專班,22,9,13
109,公立,一般大學,18,國立嘉義大學,05121053,生化科技學系,碩士班(日間),10,9,1
109,公立,一般大學,18,國立嘉義大學,05199058,微生物免疫與生物藥學系,學士班(日間),169,84,85
109,公立,一般大學,18,國立嘉義大學,05199058,微生物免疫與生物藥學系,碩士班(日間),13,4,9
109,公立,一般大學,18,國立嘉義大學,05311059,應用化學系,博士班,8,7,1
109,公立,一般大學,18,國立嘉義大學,05311059,應用化學系,學士班(日間),180,88,92
109,公立,一般大學,18,國立嘉義大學,05311059,應用化學系,碩士班(日間),30,18,12
109,公立,一般大學,18,國立嘉義大學,05331061,電子物理學系,學士班(日間),177,145,32
109,公立,一般大學,18,國立嘉義大學,05331061,電子物理學系光電暨固態電子碩士班,碩士班(日間),15,14,1
109,公立,一般大學,18,國立嘉義大學,05411062,應用數學系,學士班(日間),189,144,45
109,公立,一般大學,18,國立嘉義大學,05411062,應用數學系,碩士班(日間),16,13,3
109,公立,一般大學,18,國立嘉義大學,06131063,資訊管理學系,學士班(日間),193,118,75
109,公立,一般大學,18,國立嘉義大學,06131063,資訊管理學系,碩士班(日間),26,22,4
109,公立,一般大學,18,國立嘉義大學,06131066,資訊工程學系,博士班,9,7,2
109,公立,一般大學,18,國立嘉義大學,06131066,資訊工程學系,學士班(日間),206,157,49
109,公立,一般大學,18,國立嘉義大學,06131066,資訊工程學系,碩士班(日間),55,49,6
109,公立,一般大學,18,國立嘉義大學,07141064,電機工程學系,學士班(日間),199,184,15
109,公立,一般大學,18,國立嘉義大學,07141064,電機工程學系,碩士班(日間),19,17,2
109,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,學士班(日間),187,154,33
109,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,學士班(進修),152,146,6
109,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,碩士在職專班,28,22,6
109,公立,一般大學,18,國立嘉義大學,07151067,生物機電工程學系,碩士班(日間),22,19,3
109,公立,一般大學,18,國立嘉義大學,07151069,機械與能源工程學系,學士班(日間),170,154,16
109,公立,一般大學,18,國立嘉義大學,07151069,機械與能源工程學系,碩士班(日間),16,16,0
109,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,博士班,30,19,11
109,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,學士班(日間),209,68,141
109,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,學士班(進修),196,84,112
109,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,碩士在職專班,59,30,29
109,公立,一般大學,18,國立嘉義大學,07211088,食品科學系,碩士班(日間),56,16,40
109,公立,一般大學,18,國立嘉義大學,07312072,景觀學系,學士班(日間),152,54,98
109,公立,一般大學,18,國立嘉義大學,07312072,景觀學系,碩士班(日間),19,7,12
109,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,學士班(日間),190,154,36
109,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,學士班(進修),135,114,21
109,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,碩士在職專班,28,23,5
109,公立,一般大學,18,國立嘉義大學,07321070,土木與水資源工程學系,碩士班(日間),15,11,4
109,公立,一般大學,18,國立嘉義大學,08111073,農學院農學碩士在職專班,碩士在職專班,63,43,20
109,公立,一般大學,18,國立嘉義大學,08111074,農藝學系,學士班(日間),169,106,63
109,公立,一般大學,18,國立嘉義大學,08111074,農藝學系,碩士在職專班,11,8,3
109,公立,一般大學,18,國立嘉義大學,08111074,農藝學系,碩士班(日間),30,21,9
109,公立,一般大學,18,國立嘉義大學,08111077,農業科學博士學位學程,博士班,45,31,14
109,公立,一般大學,18,國立嘉義大學,08112079,動物科學系,學士班(日間),177,82,95
109,公立,一般大學,18,國立嘉義大學,08112079,動物科學系,學士班(進修),156,90,66
109,公立,一般大學,18,國立嘉義大學,08112079,動物科學系,碩士班(日間),20,12,8
109,公立,一般大學,18,國立嘉義大學,08121080,園藝學系,學士班(日間),166,85,81
109,公立,一般大學,18,國立嘉義大學,08121080,園藝學系,學士班(進修),144,89,55
109,公立,一般大學,18,國立嘉義大學,08121080,園藝學系,碩士班(日間),25,12,13
109,公立,一般大學,18,國立嘉義大學,08192092,生物農業科技學系,學士班(日間),158,74,84
109,公立,一般大學,18,國立嘉義大學,08192092,生物農業科技學系,碩士班(日間),20,16,4
109,公立,一般大學,18,國立嘉義大學,08192094,農學院農業科技全英碩士學位學程,碩士班(日間),1,0,1
109,公立,一般大學,18,國立嘉義大學,08194084,植物醫學系,學士班(日間),147,81,66
109,公立,一般大學,18,國立嘉義大學,08194084,植物醫學系,碩士班(日間),20,13,7
109,公立,一般大學,18,國立嘉義大學,08199076,農場管理進修學士學位學程,學士班(進修),308,211,97
109,公立,一般大學,18,國立嘉義大學,08211096,森林暨自然資源學系,學士班(日間),161,84,77
109,公立,一般大學,18,國立嘉義大學,08211096,森林暨自然資源學系,碩士在職專班,1,1,0
109,公立,一般大學,18,國立嘉義大學,08211096,森林暨自然資源學系,碩士班(日間),31,17,14
109,公立,一般大學,18,國立嘉義大學,08211106,木質材料與設計學系,學士班(日間),167,86,81
109,公立,一般大學,18,國立嘉義大學,08211106,木質材料與設計學系,學士班(進修),141,99,42
109,公立,一般大學,18,國立嘉義大學,08211106,木質材料與設計學系,碩士班(日間),21,15,6
109,公立,一般大學,18,國立嘉義大學,08312047,水生生物科學系,學士班(日間),163,89,74
109,公立,一般大學,18,國立嘉義大學,08312047,水生生物科學系,碩士班(日間),26,19,7
109,公立,一般大學,18,國立嘉義大學,08411108,獸醫學系,學士班(日間),252,129,123
109,公立,一般大學,18,國立嘉義大學,08411108,獸醫學系,碩士班(日間),4,1,3
109,公立,一般大學,18,國立嘉義大學,08411108,獸醫學系臨床獸醫學碩士班,碩士班(日間),10,7,3
109,公立,一般大學,18,國立嘉義大學,10151044,行銷與觀光管理學系觀光休閒管理博士班,博士班,19,15,4
109,公立,一般大學,18,國立嘉義大學,10151110,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),8,1,7
109,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,學士班(進修),177,153,24
109,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,碩士在職專班,56,24,32
109,公立,一般大學,18,國立嘉義大學,10152113,體育與健康休閒學系,碩士班(日間),43,24,19
110,公立,一般大學,18,國立嘉義大學,01111001,教育學系,博士班,65,22,43
110,公立,一般大學,18,國立嘉義大學,01111001,教育學系,學士班(日間),162,53,109
110,公立,一般大學,18,國立嘉義大學,01111001,教育學系教育研究碩士在職專班,碩士在職專班,119,24,95
110,公立,一般大學,18,國立嘉義大學,01111001,教育學系教育研究碩士班,碩士班(日間),52,15,37
110,公立,一般大學,18,國立嘉義大學,01111001,教育學系教育行政與政策發展碩士在職專班,碩士在職專班,50,6,44
110,公立,一般大學,18,國立嘉義大學,01111001,教育學系教育行政與政策發展碩士班,碩士班(日間),30,6,24
110,公立,一般大學,18,國立嘉義大學,01111001,教育學系數理教育碩士在職專班,碩士在職專班,28,17,11
110,公立,一般大學,18,國立嘉義大學,01111001,教育學系數理教育碩士班,碩士班(日間),51,30,21
110,公立,一般大學,18,國立嘉義大學,01111006,師範學院教學專業國際碩士學位學程,碩士班(日間),10,2,8
110,公立,一般大學,18,國立嘉義大學,01113017,特殊教育學系,學士班(日間),163,37,126
110,公立,一般大學,18,國立嘉義大學,01113017,特殊教育學系,碩士班(日間),37,4,33
110,公立,一般大學,18,國立嘉義大學,01116021,數位學習設計與管理學系,學士班(日間),183,88,95
110,公立,一般大學,18,國立嘉義大學,01116021,數位學習設計與管理學系,碩士班(日間),19,6,13
110,公立,一般大學,18,國立嘉義大學,01121016,幼兒教育學系,學士班(日間),215,33,182
110,公立,一般大學,18,國立嘉義大學,01121016,幼兒教育學系,碩士在職專班,52,3,49
110,公立,一般大學,18,國立嘉義大學,01121016,幼兒教育學系,碩士班(日間),65,5,60
110,公立,一般大學,18,國立嘉義大學,01141113,體育與健康休閒學系,學士班(日間),197,137,60
110,公立,一般大學,18,國立嘉義大學,02131025,視覺藝術學系,學士班(日間),189,36,153
110,公立,一般大學,18,國立嘉義大學,02131025,視覺藝術學系,碩士班(日間),72,23,49
110,公立,一般大學,18,國立嘉義大學,02131025,視覺藝術學系教學碩士學位班,碩士在職專班,1,0,1
110,公立,一般大學,18,國立嘉義大學,02151024,音樂學系,學士班(日間),182,66,116
110,公立,一般大學,18,國立嘉義大學,02151024,音樂學系,碩士班(日間),36,13,23
110,公立,一般大學,18,國立嘉義大學,02221033,應用歷史學系,學士班(日間),191,130,61
110,公立,一般大學,18,國立嘉義大學,02221033,應用歷史學系,碩士在職專班,8,4,4
110,公立,一般大學,18,國立嘉義大學,02221033,應用歷史學系,碩士班(日間),24,15,9
110,公立,一般大學,18,國立嘉義大學,02311031,外國語言學系,學士班(日間),393,137,256
110,公立,一般大學,18,國立嘉義大學,02311031,外國語言學系,碩士班(日間),28,3,25
110,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,學士班(日間),202,72,130
110,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,學士班(進修),85,38,47
110,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,碩士在職專班,27,8,19
110,公立,一般大學,18,國立嘉義大學,02322029,中國文學系,碩士班(日間),31,13,18
110,公立,一般大學,18,國立嘉義大學,03111034,應用經濟學系,學士班(日間),195,92,103
110,公立,一般大學,18,國立嘉義大學,03131035,輔導與諮商學系,學士班(日間),222,82,140
110,公立,一般大學,18,國立嘉義大學,03131035,輔導與諮商學系,碩士在職專班,149,30,119
110,公立,一般大學,18,國立嘉義大學,03131035,輔導與諮商學系,碩士班(日間),93,19,74
110,公立,一般大學,18,國立嘉義大學,04121041,財務金融學系,學士班(日間),183,93,90
110,公立,一般大學,18,國立嘉義大學,04121041,財務金融學系,學士班(進修),170,59,111
110,公立,一般大學,18,國立嘉義大學,04121041,財務金融學系,碩士班(日間),28,14,14
110,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,博士班,29,18,11
110,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,學士班(日間),213,83,130
110,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,學士班(進修),180,83,97
110,公立,一般大學,18,國立嘉義大學,04131038,企業管理學系,碩士班(日間),48,20,28
