學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
101,公立,一般大學,18,國立嘉義大學,140101,教育學系,學士班(日間),168,47,121
101,公立,一般大學,18,國立嘉義大學,140101,教育學系博士班,博士班,71,35,36
101,公立,一般大學,18,國立嘉義大學,140101,教育學系碩士在職專班,碩士在職專班,108,28,80
101,公立,一般大學,18,國立嘉義大學,140101,教育學系碩士班,碩士班(日間),67,28,39
101,公立,一般大學,18,國立嘉義大學,140119,家庭教育與諮商研究所教學碩士學位班,碩士在職專班,3,0,3
101,公立,一般大學,18,國立嘉義大學,140209,數理教育研究所碩士班,碩士班(日間),74,45,29
101,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,學士班(日間),217,30,187
101,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系碩士在職專班,碩士在職專班,78,5,73
101,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系碩士班,碩士班(日間),61,5,56
101,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系,學士班(日間),157,38,119
101,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系碩士班,碩士班(日間),53,17,36
101,公立,一般大學,18,國立嘉義大學,140702,教育行政與政策發展研究所碩士在職專班,碩士在職專班,51,23,28
101,公立,一般大學,18,國立嘉義大學,140702,教育行政與政策發展研究所碩士班,碩士班(日間),39,17,22
101,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,學士班(日間),199,66,133
101,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系碩士班,碩士班(日間),48,27,21
101,公立,一般大學,18,國立嘉義大學,210401,音樂學系,學士班(日間),191,43,148
101,公立,一般大學,18,國立嘉義大學,210401,音樂學系碩士班,碩士班(日間),28,1,27
101,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(日間),195,48,147
101,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(進修),37,11,26
101,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系碩士班,碩士班(日間),66,21,45
101,公立,一般大學,18,國立嘉義大學,210604,視覺藝術教學碩士學位班,碩士在職專班,9,5,4
101,公立,一般大學,18,國立嘉義大學,220201,中國文學教學碩士學位班,碩士在職專班,14,1,13
101,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(日間),207,78,129
101,公立,一般大學,18,國立嘉義大學,220201,中國文學系碩士在職專班,碩士在職專班,51,15,36
101,公立,一般大學,18,國立嘉義大學,220201,中國文學系碩士班,碩士班(日間),48,13,35
101,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,學士班(日間),422,93,329
101,公立,一般大學,18,國立嘉義大學,220706,外國語言學系碩士班,碩士班(日間),50,20,30
101,公立,一般大學,18,國立嘉義大學,220902,史地學系,學士班(日間),202,106,96
101,公立,一般大學,18,國立嘉義大學,220902,史地學系碩士在職專班,碩士在職專班,48,23,25
101,公立,一般大學,18,國立嘉義大學,220902,史地學系碩士班,碩士班(日間),38,19,19
101,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系,學士班(日間),198,89,109
101,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系碩士班,碩士班(日間),19,11,8
101,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(日間),220,56,164
101,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(進修),50,10,40
101,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系碩士在職專班,碩士在職專班,139,22,117
101,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系碩士班,碩士班(日間),131,29,102
101,公立,一般大學,18,國立嘉義大學,310806,公共政策研究所碩士班,碩士班(日間),17,12,5
101,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(日間),217,87,130
101,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(進修),192,63,129
101,公立,一般大學,18,國立嘉義大學,340301,企業管理學系博士班,博士班,32,19,13
101,公立,一般大學,18,國立嘉義大學,340301,企業管理學系碩士班,碩士班(日間),59,20,39
101,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(日間),203,79,124
101,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(進修),130,45,85
101,公立,一般大學,18,國立嘉義大學,340816,行銷與運籌學系,學士班(日間),49,14,35
101,公立,一般大學,18,國立嘉義大學,340816,行銷與運籌學系碩士班,碩士班(日間),61,23,38
101,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(日間),207,89,118
101,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(進修),203,76,127
101,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系碩士班,碩士班(日間),17,5,12
101,公立,一般大學,18,國立嘉義大學,349999,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),13,2,11
101,公立,一般大學,18,國立嘉義大學,349999,管理學院學士學位學程,學士班(日間),87,32,55
101,公立,一般大學,18,國立嘉義大學,349999,管理學院碩士在職專班,碩士在職專班,338,164,174
101,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系,學士班(日間),193,117,76
101,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系碩士班,碩士班(日間),37,26,11
101,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(日間),193,118,75
101,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(進修),64,20,44
101,公立,一般大學,18,國立嘉義大學,420307,生物資源學系碩士班,碩士班(日間),33,17,16
101,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,學士班(日間),201,110,91
101,公立,一般大學,18,國立嘉義大學,420310,生化科技學系碩士班,碩士班(日間),53,34,19
101,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,學士班(日間),203,106,97
101,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系碩士班,碩士班(日間),33,18,15
101,公立,一般大學,18,國立嘉義大學,440102,應用化學系,學士班(日間),195,117,78
101,公立,一般大學,18,國立嘉義大學,440102,應用化學系博士班,博士班,7,5,2
101,公立,一般大學,18,國立嘉義大學,440102,應用化學系碩士班,碩士班(日間),51,35,16
101,公立,一般大學,18,國立嘉義大學,440303,電子物理學系,學士班(日間),188,159,29
101,公立,一般大學,18,國立嘉義大學,440303,電子物理學系光電暨固態電子碩士班,碩士班(日間),40,35,5
101,公立,一般大學,18,國立嘉義大學,460102,應用數學系,學士班(日間),185,138,47
101,公立,一般大學,18,國立嘉義大學,460102,應用數學系碩士班,碩士班(日間),33,27,6
101,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系,學士班(日間),203,141,62
101,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系碩士班,碩士班(日間),43,30,13
101,公立,一般大學,18,國立嘉義大學,520101,電機工程學系,學士班(日間),188,174,14
101,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(日間),186,162,24
101,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(進修),136,107,29
101,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系博士班,博士班,12,11,1
101,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系碩士班,碩士班(日間),87,79,8
101,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(日間),200,167,33
101,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(進修),180,156,24
101,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系碩士班,碩士班(日間),37,33,4
101,公立,一般大學,18,國立嘉義大學,520255,機械與能源工程學系,學士班(日間),76,71,5
101,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,學士班(日間),354,296,58
101,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,學士班(進修),183,130,53
101,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系碩士在職專班,碩士在職專班,46,42,4
101,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系碩士班,碩士班(日間),43,36,7
101,公立,一般大學,18,國立嘉義大學,580203,景觀學系,學士班(日間),176,60,116
101,公立,一般大學,18,國立嘉義大學,620102,農藝學系,學士班(日間),215,114,101
101,公立,一般大學,18,國立嘉義大學,620102,農藝學系,學士班(進修),6,4,2
101,公立,一般大學,18,國立嘉義大學,620102,農藝學系碩士在職專班,碩士在職專班,54,37,17
101,公立,一般大學,18,國立嘉義大學,620102,農藝學系碩士班,碩士班(日間),35,17,18
101,公立,一般大學,18,國立嘉義大學,620110,農業科學博士學位學程,博士班,44,24,20
101,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(日間),200,91,109
101,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(進修),191,106,85
101,公立,一般大學,18,國立嘉義大學,620203,動物科學系碩士班,碩士班(日間),35,20,15
101,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(日間),201,98,103
101,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(進修),202,85,117
101,公立,一般大學,18,國立嘉義大學,620301,園藝學系碩士班,碩士班(日間),47,22,25
101,公立,一般大學,18,國立嘉義大學,620404,植物醫學系,學士班(日間),36,22,14
101,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(日間),214,98,116
101,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(進修),188,60,128
101,公立,一般大學,18,國立嘉義大學,620601,食品科學系博士班,博士班,26,10,16
101,公立,一般大學,18,國立嘉義大學,620601,食品科學系碩士在職專班,碩士在職專班,46,22,24
101,公立,一般大學,18,國立嘉義大學,620601,食品科學系碩士班,碩士班(日間),52,20,32
101,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系,學士班(日間),204,104,100
101,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系碩士班,碩士班(日間),47,25,22
101,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,學士班(日間),200,103,97
101,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,學士班(進修),30,18,12
101,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系碩士在職專班,碩士在職專班,26,16,10
101,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系碩士班,碩士班(日間),34,19,15
101,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(日間),182,120,62
101,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(進修),171,97,74
101,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系碩士班,碩士班(日間),28,17,11
101,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,學士班(日間),243,128,115
101,公立,一般大學,18,國立嘉義大學,640101,獸醫學系碩士在職專班,碩士在職專班,20,17,3
101,公立,一般大學,18,國立嘉義大學,640101,獸醫學系碩士班,碩士班(日間),28,18,10
101,公立,一般大學,18,國立嘉義大學,810201,觀光休閒管理研究所博士班,博士班,16,6,10
101,公立,一般大學,18,國立嘉義大學,810201,觀光休閒管理研究所碩士班,碩士班(日間),46,18,28
101,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,學士班(日間),193,142,51
101,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,學士班(進修),256,205,51
101,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系碩士在職專班,碩士在職專班,39,22,17
101,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系碩士班,碩士班(日間),37,20,17
102,公立,一般大學,18,國立嘉義大學,140101,教育學系,學士班(日間),168,53,115
102,公立,一般大學,18,國立嘉義大學,140101,教育學系博士班,博士班,68,32,36
102,公立,一般大學,18,國立嘉義大學,140101,教育學系碩士在職專班,碩士在職專班,117,30,87
102,公立,一般大學,18,國立嘉義大學,140101,教育學系碩士班,碩士班(日間),69,25,44
102,公立,一般大學,18,國立嘉義大學,140119,家庭教育與諮商研究所教學碩士學位班,碩士在職專班,2,0,2
102,公立,一般大學,18,國立嘉義大學,140119,家庭教育與諮商研究所碩士在職專班,碩士在職專班,7,2,5
102,公立,一般大學,18,國立嘉義大學,140209,數理教育研究所碩士班,碩士班(日間),76,40,36
102,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,學士班(日間),216,27,189
102,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系碩士在職專班,碩士在職專班,71,6,65
102,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系碩士班,碩士班(日間),49,2,47
102,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系,學士班(日間),162,39,123
102,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系碩士班,碩士班(日間),50,17,33
102,公立,一般大學,18,國立嘉義大學,140702,教育行政與政策發展研究所碩士在職專班,碩士在職專班,39,17,22
102,公立,一般大學,18,國立嘉義大學,140702,教育行政與政策發展研究所碩士班,碩士班(日間),41,13,28
102,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,學士班(日間),188,60,128
102,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系碩士班,碩士班(日間),38,20,18
102,公立,一般大學,18,國立嘉義大學,210401,音樂學系,學士班(日間),189,46,143
102,公立,一般大學,18,國立嘉義大學,210401,音樂學系碩士班,碩士班(日間),32,3,29
102,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(日間),197,50,147
102,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(進修),5,3,2
102,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系碩士班,碩士班(日間),64,18,46
102,公立,一般大學,18,國立嘉義大學,210604,視覺藝術教學碩士學位班,碩士在職專班,4,2,2
102,公立,一般大學,18,國立嘉義大學,220201,中國文學教學碩士學位班,碩士在職專班,6,0,6
102,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(日間),210,76,134
102,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(進修),43,16,27
102,公立,一般大學,18,國立嘉義大學,220201,中國文學系碩士在職專班,碩士在職專班,43,11,32
102,公立,一般大學,18,國立嘉義大學,220201,中國文學系碩士班,碩士班(日間),48,16,32
102,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,學士班(日間),421,103,318
102,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,學士班(進修),44,11,33
102,公立,一般大學,18,國立嘉義大學,220706,外國語言學系碩士班,碩士班(日間),48,18,30
102,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,學士班(日間),198,104,94
102,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系碩士在職專班,碩士在職專班,33,17,16
102,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系碩士班,碩士班(日間),34,21,13
102,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系,學士班(日間),200,94,106
102,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系碩士班,碩士班(日間),11,7,4
102,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(日間),220,52,168
102,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(進修),6,3,3
102,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系碩士在職專班,碩士在職專班,130,19,111
102,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系碩士班,碩士班(日間),113,21,92
102,公立,一般大學,18,國立嘉義大學,310806,公共政策研究所碩士班,碩士班(日間),18,11,7
102,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(日間),213,89,124
102,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(進修),198,71,127
102,公立,一般大學,18,國立嘉義大學,340301,企業管理學系博士班,博士班,34,15,19
102,公立,一般大學,18,國立嘉義大學,340301,企業管理學系碩士班,碩士班(日間),55,22,33
102,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(日間),200,79,121
102,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(進修),167,62,105
102,公立,一般大學,18,國立嘉義大學,340816,行銷與運籌學系,學士班(日間),183,62,121
102,公立,一般大學,18,國立嘉義大學,340816,行銷與運籌學系碩士班,碩士班(日間),52,19,33
102,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(日間),200,75,125
102,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(進修),216,79,137
102,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系碩士班,碩士班(日間),22,7,15
102,公立,一般大學,18,國立嘉義大學,349999,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),20,3,17
102,公立,一般大學,18,國立嘉義大學,349999,管理學院碩士在職專班,碩士在職專班,340,165,175
102,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系,學士班(日間),190,111,79
102,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系碩士班,碩士班(日間),28,19,9
102,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(日間),186,113,73
102,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(進修),12,5,7
102,公立,一般大學,18,國立嘉義大學,420307,生物資源學系碩士班,碩士班(日間),27,19,8
102,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,學士班(日間),199,115,84
102,公立,一般大學,18,國立嘉義大學,420310,生化科技學系碩士班,碩士班(日間),35,20,15
102,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,學士班(日間),189,92,97
102,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系碩士班,碩士班(日間),32,20,12
102,公立,一般大學,18,國立嘉義大學,440102,應用化學系,學士班(日間),190,111,79
102,公立,一般大學,18,國立嘉義大學,440102,應用化學系博士班,博士班,7,5,2
102,公立,一般大學,18,國立嘉義大學,440102,應用化學系碩士班,碩士班(日間),54,36,18
102,公立,一般大學,18,國立嘉義大學,440303,電子物理學系,學士班(日間),191,156,35
102,公立,一般大學,18,國立嘉義大學,440303,電子物理學系光電暨固態電子碩士班,碩士班(日間),45,39,6
102,公立,一般大學,18,國立嘉義大學,460102,應用數學系,學士班(日間),187,139,48
102,公立,一般大學,18,國立嘉義大學,460102,應用數學系碩士班,碩士班(日間),28,23,5
102,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系,學士班(日間),213,149,64
102,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系碩士班,碩士班(日間),42,27,15
102,公立,一般大學,18,國立嘉義大學,520101,電機工程學系,學士班(日間),187,174,13
102,公立,一般大學,18,國立嘉義大學,520101,電機工程學系碩士班,碩士班(日間),12,12,0
102,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(日間),194,171,23
102,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(進修),114,90,24
102,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系博士班,博士班,11,10,1
102,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系碩士班,碩士班(日間),81,72,9
102,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(日間),188,160,28
102,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(進修),170,150,20
102,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系碩士班,碩士班(日間),36,32,4
102,公立,一般大學,18,國立嘉義大學,520255,機械與能源工程學系,學士班(日間),123,114,9
102,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,學士班(日間),325,273,52
102,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,學士班(進修),169,127,42
102,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系碩士在職專班,碩士在職專班,63,59,4
102,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系碩士班,碩士班(日間),27,26,1
102,公立,一般大學,18,國立嘉義大學,580203,景觀學系,學士班(日間),180,68,112
102,公立,一般大學,18,國立嘉義大學,620102,農藝學系,學士班(日間),208,109,99
102,公立,一般大學,18,國立嘉義大學,620102,農藝學系,學士班(進修),2,2,0
102,公立,一般大學,18,國立嘉義大學,620102,農藝學系碩士在職專班,碩士在職專班,44,28,16
102,公立,一般大學,18,國立嘉義大學,620102,農藝學系碩士班,碩士班(日間),37,22,15
102,公立,一般大學,18,國立嘉義大學,620110,農業科學博士學位學程,博士班,43,27,16
102,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(日間),201,90,111
102,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(進修),171,100,71
102,公立,一般大學,18,國立嘉義大學,620203,動物科學系碩士班,碩士班(日間),31,22,9
102,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(日間),199,103,96
102,公立,一般大學,18,國立嘉義大學,620301,園藝學系,學士班(進修),198,82,116
102,公立,一般大學,18,國立嘉義大學,620301,園藝學系碩士班,碩士班(日間),39,16,23
102,公立,一般大學,18,國立嘉義大學,620404,植物醫學系,學士班(日間),84,48,36
102,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(日間),208,82,126
102,公立,一般大學,18,國立嘉義大學,620601,食品科學系,學士班(進修),178,52,126
102,公立,一般大學,18,國立嘉義大學,620601,食品科學系博士班,博士班,22,10,12
102,公立,一般大學,18,國立嘉義大學,620601,食品科學系碩士在職專班,碩士在職專班,45,21,24
102,公立,一般大學,18,國立嘉義大學,620601,食品科學系碩士班,碩士班(日間),51,26,25
102,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系,學士班(日間),189,96,93
102,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系碩士班,碩士班(日間),50,26,24
102,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,學士班(日間),199,94,105
102,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系,學士班(進修),29,18,11
102,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系碩士在職專班,碩士在職專班,18,10,8
102,公立,一般大學,18,國立嘉義大學,621001,森林暨自然資源學系碩士班,碩士班(日間),38,22,16
102,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(日間),183,106,77
102,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系,學士班(進修),193,111,82
102,公立,一般大學,18,國立嘉義大學,621014,木質材料與設計學系碩士班,碩士班(日間),28,20,8
102,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,學士班(日間),250,136,114
102,公立,一般大學,18,國立嘉義大學,640101,獸醫學系碩士在職專班,碩士在職專班,23,22,1
102,公立,一般大學,18,國立嘉義大學,640101,獸醫學系碩士班,碩士班(日間),32,21,11
102,公立,一般大學,18,國立嘉義大學,810201,觀光休閒管理研究所博士班,博士班,15,4,11
102,公立,一般大學,18,國立嘉義大學,810201,觀光休閒管理研究所碩士班,碩士班(日間),50,19,31
102,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,學士班(日間),200,146,54
102,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,學士班(進修),228,181,47
102,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系碩士在職專班,碩士在職專班,48,28,20
102,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系碩士班,碩士班(日間),39,29,10
103,公立,一般大學,18,國立嘉義大學,140101,教育學系,學士班(日間),172,57,115
103,公立,一般大學,18,國立嘉義大學,140101,教育學系博士班,博士班,71,32,39
103,公立,一般大學,18,國立嘉義大學,140101,教育學系碩士在職專班,碩士在職專班,112,25,87
103,公立,一般大學,18,國立嘉義大學,140101,教育學系碩士班,碩士班(日間),84,31,53
103,公立,一般大學,18,國立嘉義大學,140119,家庭教育與諮商研究所碩士在職專班,碩士在職專班,1,1,0
103,公立,一般大學,18,國立嘉義大學,140119,家庭教育與諮商研究所碩士班,碩士班(日間),4,2,2
103,公立,一般大學,18,國立嘉義大學,140123,師範學院教學專業國際碩士學位學程,碩士班(日間),3,0,3
103,公立,一般大學,18,國立嘉義大學,140209,數理教育研究所碩士班,碩士班(日間),71,40,31
103,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,學士班(日間),212,22,190
103,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系碩士在職專班,碩士在職專班,73,6,67
103,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系碩士班,碩士班(日間),50,3,47
103,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系,學士班(日間),165,37,128
103,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系碩士班,碩士班(日間),50,13,37
103,公立,一般大學,18,國立嘉義大學,140702,教育行政與政策發展研究所碩士在職專班,碩士在職專班,40,18,22
103,公立,一般大學,18,國立嘉義大學,140702,教育行政與政策發展研究所碩士班,碩士班(日間),45,12,33
103,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,學士班(日間),183,51,132
103,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系碩士班,碩士班(日間),27,11,16
103,公立,一般大學,18,國立嘉義大學,210401,音樂學系,學士班(日間),195,48,147
103,公立,一般大學,18,國立嘉義大學,210401,音樂學系碩士班,碩士班(日間),27,3,24
103,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(日間),204,45,159
103,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(進修),2,1,1
103,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系碩士班,碩士班(日間),53,16,37
103,公立,一般大學,18,國立嘉義大學,210604,視覺藝術教學碩士學位班,碩士在職專班,3,1,2
103,公立,一般大學,18,國立嘉義大學,210604,視覺藝術研究所碩士班,碩士班(日間),5,0,5
103,公立,一般大學,18,國立嘉義大學,220201,中國文學教學碩士學位班,碩士在職專班,5,0,5
103,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(日間),213,84,129
103,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(進修),84,23,61
103,公立,一般大學,18,國立嘉義大學,220201,中國文學系碩士在職專班,碩士在職專班,43,10,33
103,公立,一般大學,18,國立嘉義大學,220201,中國文學系碩士班,碩士班(日間),54,19,35
103,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,學士班(日間),416,103,313
103,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,學士班(進修),87,22,65
103,公立,一般大學,18,國立嘉義大學,220706,外國語言學系碩士班,碩士班(日間),35,11,24
103,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系,學士班(日間),206,115,91
103,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系碩士在職專班,碩士在職專班,32,18,14
103,公立,一般大學,18,國立嘉義大學,220907,應用歷史學系碩士班,碩士班(日間),22,13,9
103,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系,學士班(日間),201,95,106
103,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系碩士班,碩士班(日間),7,5,2
103,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(日間),218,54,164
103,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系碩士在職專班,碩士在職專班,126,25,101
103,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系碩士班,碩士班(日間),115,24,91
103,公立,一般大學,18,國立嘉義大學,310806,公共政策研究所碩士班,碩士班(日間),12,8,4
103,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(日間),209,90,119
103,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(進修),207,74,133
103,公立,一般大學,18,國立嘉義大學,340301,企業管理學系博士班,博士班,32,16,16
103,公立,一般大學,18,國立嘉義大學,340301,企業管理學系碩士班,碩士班(日間),48,29,19
103,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(日間),193,76,117
103,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(進修),178,70,108
103,公立,一般大學,18,國立嘉義大學,340816,行銷與運籌學系,學士班(日間),142,46,96
103,公立,一般大學,18,國立嘉義大學,340816,行銷與運籌學系碩士班,碩士班(日間),41,22,19
