學年度,設立別,學校類別,學校統計處代碼,學校名稱,外籍專任教師數-教師總數,外籍專任教師數-教師總數男,外籍專任教師數-教師總數女,外籍專任教師數-教授男,外籍專任教師數-教授女,外籍專任教師數-副教授男,外籍專任教師數-副教授女,外籍專任教師數-助理教授男,外籍專任教師數-助理教授女,外籍專任教師數-講師男,外籍專任教師數-講師女,外籍專任教師數-其他教師男,外籍專任教師數-其他教師女
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,2,0,2,0,0,0,0,0,2,0,0,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,1,1,0,0,0,1,0,0,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,14,12,2,2,0,1,0,3,1,6,1,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,1,1,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1284,樹人醫護管理專科學校,3,3,0,0,0,0,0,0,0,3,0,0,0
110,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,2,1,1,0,0,0,0,1,1,0,0,0,0
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,1,1,0,0,0,0,0,1,0,0,0,0,0
110,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,2,2,0,0,0,1,0,1,0,0,0,0,0
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,2,0,2,0,0,0,1,0,1,0,0,0,0
110,私立,宗教研修學院,1R08,中華福音神學研究學院,3,2,1,1,0,0,0,1,1,0,0,0,0
110,公立,一般大學,3002,臺北市立大學,3,3,0,0,0,0,0,1,0,2,0,0,0
