學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀校際選課人次小計,修讀校際選課人次男,修讀校際選課人次女
105,2,公立,一般大學,0002,國立清華大學,05331038,物理學系,碩士班(日間),2,2,0
105,2,公立,一般大學,0002,國立清華大學,05399040,先進光源科技碩士學位學程,碩士班(日間),2,2,0
105,2,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),8,7,1
105,2,公立,一般大學,0002,國立清華大學,05411043,數學系,碩士班(日間),8,7,1
105,2,公立,一般大學,0002,國立清華大學,05421044,統計學研究所,碩士班(日間),2,1,1
105,2,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),20,8,12
105,2,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),14,12,2
105,2,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),7,4,3
105,2,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),3,3,0
105,2,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),6,4,2
105,2,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,1,0,1
105,2,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,學士班(日間),7,7,0
105,2,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,碩士班(日間),24,20,4
105,2,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,博士班,4,4,0
105,2,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),8,6,2
105,2,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,碩士班(日間),69,56,13
105,2,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,博士班,4,4,0
105,2,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,碩士班(日間),28,23,5
105,2,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,碩士班(日間),1,1,0
105,2,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,博士班,2,2,0
105,2,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,碩士班(日間),13,10,3
105,2,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,博士班,1,1,0
105,2,公立,一般大學,0002,國立清華大學,07141055,電機資訊學院學士班,學士班(日間),2,1,1
105,2,公立,一般大學,0002,國立清華大學,07141C01,積體電路設計與製程開發產業碩士專班,碩士班(日間),2,2,0
105,2,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,學士班(日間),4,3,1
105,2,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,碩士班(日間),13,12,1
105,2,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,學士班(日間),5,3,2
105,2,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,碩士班(日間),13,9,4
105,2,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,學士班(日間),4,1,3
105,2,公立,一般大學,0002,國立清華大學,07199071,工學院學士班,學士班(日間),6,6,0
105,2,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,1,0,1
105,2,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,博士班,1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,學士班(日間),147,68,79
105,2,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,碩士班(日間),1,0,1
105,2,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,學士班(日間),190,84,106
105,2,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,碩士班(日間),6,5,1
105,2,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,博士班,1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,學士班(日間),119,47,72
105,2,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,學士班(日間),137,65,72
105,2,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,學士班(日間),405,92,313
105,2,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,碩士班(日間),17,6,11
105,2,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,博士班,1,0,1
105,2,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,學士班(日間),184,39,145
105,2,公立,一般大學,0003,國立臺灣大學,02312010,翻譯碩士學位學程,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,碩士班(日間),7,5,2
105,2,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,學士班(日間),199,48,151
105,2,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,碩士班(日間),4,0,4
105,2,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,博士班,3,1,2
105,2,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系國際學生學士班,學士班(日間),44,11,33
105,2,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,碩士班(日間),1,0,1
105,2,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),436,233,203
105,2,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,碩士班(日間),5,4,1
105,2,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,碩士在職專班,1,0,1
105,2,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),7,7,0
105,2,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),211,83,128
105,2,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,碩士班(日間),22,6,16
105,2,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,博士班,1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),147,49,98
105,2,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,碩士班(日間),5,3,2
105,2,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,學士班(日間),123,80,43
105,2,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,碩士班(日間),5,3,2
105,2,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,博士班,2,1,1
105,2,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),6,4,2
105,2,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,學士班(日間),161,35,126
105,2,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,碩士班(日間),3,3,0
105,2,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),378,153,225
105,2,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),390,193,197
105,2,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,博士班,1,0,1
105,2,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),1,0,1
105,2,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,學士班(日間),283,117,166
105,2,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,博士班,1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),4,3,1
105,2,公立,一般大學,0003,國立臺灣大學,04212036,科際整合法律學研究所,碩士班(日間),2,2,0
105,2,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),142,88,54
105,2,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),1,0,1
105,2,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,學士班(日間),73,47,26
105,2,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,學士班(日間),128,65,63
105,2,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,碩士班(日間),2,0,2
105,2,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),220,170,50
105,2,公立,一般大學,0003,國立臺灣大學,05311051,化學系,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,學士班(日間),126,86,40
105,2,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),5,1,4
105,2,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,學士班(日間),118,83,35
105,2,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),205,180,25
105,2,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),2,2,0
105,2,公立,一般大學,0003,國立臺灣大學,05331055,應用物理學研究所,碩士班(日間),2,2,0
105,2,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),165,147,18
105,2,公立,一般大學,0003,國立臺灣大學,05411059,數學系,碩士班(日間),2,2,0
105,2,公立,一般大學,0003,國立臺灣大學,05421060,統計碩士學位學程,碩士班(日間),1,0,1
105,2,公立,一般大學,0003,國立臺灣大學,05499061,應用數學科學研究所,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),152,113,39
105,2,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,碩士班(日間),3,2,1
105,2,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),3,3,0
105,2,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),383,338,45
105,2,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),3,3,0
105,2,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,學士班(日間),355,269,86
105,2,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,學士班(日間),162,117,45
105,2,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,碩士班(日間),2,2,0
105,2,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,學士班(日間),604,525,79
105,2,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,碩士班(日間),11,9,2
105,2,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,博士班,6,6,0
105,2,公立,一般大學,0003,國立臺灣大學,07141065,電子工程學研究所,碩士班(日間),12,11,1
105,2,公立,一般大學,0003,國立臺灣大學,07141065,電子工程學研究所,博士班,1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,碩士班(日間),2,2,0
105,2,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),16,14,2
105,2,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,學士班(日間),494,423,71
105,2,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,碩士班(日間),7,7,0
105,2,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,博士班,1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,學士班(日間),129,103,26
105,2,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,學士班(日間),142,123,19
105,2,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,碩士班(日間),7,5,2
105,2,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,博士班,1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,碩士班(日間),2,1,1
105,2,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,07194083,醫學工程學研究所,碩士班(日間),1,1,0
105,2,公立,一般大學,0003,國立臺灣大學,07194083,醫學工程學研究所,博士班,3,0,3
105,2,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,碩士班(日間),2,1,1
105,2,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,碩士班(日間),6,2,4
105,2,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,博士班,2,2,0
105,2,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,學士班(日間),354,294,60
105,2,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,碩士班(日間),32,22,10
105,2,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,博士班,4,4,0
105,2,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,學士班(日間),149,105,44
105,2,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,碩士班(日間),2,1,1
105,2,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,博士班,2,2,0
105,2,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,學士班(日間),126,65,61
105,2,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,學士班(日間),78,43,35
105,2,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,學士班(日間),171,75,96
105,2,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,學士班(日間),129,85,44
105,2,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,學士班(日間),135,72,63
105,2,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,學士班(日間),188,62,126
