學年度,設立別,學校類別,學校統計處代碼,學校名稱,縣市別,申請學校宿舍人數(A),學生實際住宿情形-自有宿舍住宿人數-小計(B),學生實際住宿情形-自有宿舍住宿人數-男,學生實際住宿情形-自有宿舍住宿人數-女,學生實際住宿情形-學校租賃宿舍住宿人數-小計(C),學生實際住宿情形-學校租賃宿舍住宿人數-男,學生實際住宿情形-學校租賃宿舍住宿人數-女,學生校外租屋人數(107學年度新增)-小計(D),學生校外租屋人數(107學年度新增)-男,學生校外租屋人數(107學年度新增)-女,學校提供學生實際住宿之比率(%)E=(B+C)/（B+C+D）
109,公立,一般大學,0049,國立臺灣體育運動大學,臺中市,615,615,346,269,0,0,0,811,406,405,43.13
109,公立,技專校院,0050,國立臺中科技大學,臺中市,1612,1356,201,1155,0,0,0,"3,301","1,085","2,216",29.12
109,公立,技專校院,0051,國立臺北商業大學,新北市,589,0,0,0,367,90,277,250,63,187,59.48
109,公立,技專校院,0051,國立臺北商業大學,桃園市,547,547,134,413,0,0,0,81,32,49,87.10
109,公立,一般大學,0052,國立屏東大學,屏東縣,4390,3922,1424,2498,0,0,0,"1,698",795,903,69.79
109,公立,技專校院,0053,國立高雄科技大學,高雄市,5966,4750,2374,2376,0,0,0,"8,385","5,936","2,449",36.16
109,公立,技專校院,0144,國立臺灣戲曲學院,臺北市,292,292,102,190,0,0,0,94,25,69,75.65
109,公立,技專校院,0221,國立臺南護理專科學校,臺南市,512,504,24,480,0,0,0,494,32,462,50.50
109,公立,技專校院,0222,國立臺東專科學校,臺東縣,470,460,305,155,0,0,0,140,104,36,76.67
109,私立,一般大學,1001,東海大學,臺中市,6781,5141,1987,3154,0,0,0,"8,332","3,939","4,393",38.16
109,私立,一般大學,1002,輔仁大學,新北市,4155,4155,1477,2678,0,0,0,"4,936","1,721","3,215",45.70
109,私立,一般大學,1003,東吳大學,臺北市,2586,959,328,631,1247,422,825,"4,064","1,642","2,422",35.18
109,私立,一般大學,1004,中原大學,桃園市,4957,4291,2188,2103,0,0,0,"7,240","4,054","3,186",37.21
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,宜蘭縣,768,768,336,432,0,0,0,0,0,0,100
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,新北市,3947,1919,0,1919,827,625,202,"7,799","4,302","3,497",26.04
109,私立,一般大學,1006,中國文化大學,臺北市,4588,4254,1662,2592,0,0,0,"4,378","2,538","1,840",49.28
109,私立,一般大學,1007,逢甲大學,臺中市,5401,3249,1259,1990,1836,1635,201,"7,180","4,394","2,786",41.46
109,私立,一般大學,1008,靜宜大學,臺中市,3962,2811,905,1906,382,158,224,"7,071","2,906","4,165",31.11
109,私立,一般大學,1009,長庚大學,桃園市,4586,4586,2279,2307,0,0,0,36,15,21,99.22
109,私立,一般大學,1010,元智大學,桃園市,3868,2794,1385,1409,0,0,0,"2,630","1,365","1,265",51.51
109,私立,一般大學,1011,中華大學學校財團法人中華大學,新竹市,2383,2215,1399,816,0,0,0,"1,251","1,035",216,63.91
109,私立,一般大學,1012,大葉大學,彰化縣,2003,1988,985,1003,0,0,0,"4,120","2,640","1,480",32.55
109,私立,一般大學,1013,華梵大學,新北市,449,449,251,198,0,0,0,20,9,11,95.74
109,私立,一般大學,1014,義守大學,高雄市,7871,3832,1654,2178,2162,1075,1087,"1,489",686,803,80.10
109,私立,一般大學,1015,世新大學,臺北市,616,411,137,274,86,66,20,"1,825",536,"1,289",21.40
109,私立,一般大學,1015,世新大學,新北市,334,123,47,76,186,60,126,487,136,351,38.82
109,私立,一般大學,1016,銘傳大學,臺北市,845,783,257,526,0,0,0,329,181,148,70.41
109,私立,一般大學,1016,銘傳大學,新北市,610,0,0,0,438,135,303,0,0,0,100
109,私立,一般大學,1016,銘傳大學,桃園市,2372,1439,414,1025,933,399,534,"2,012",845,"1,167",54.11
109,私立,一般大學,1016,銘傳大學,金門縣,34,34,11,23,0,0,0,0,0,0,100
109,私立,一般大學,1017,實踐大學,臺北市,1114,953,0,953,114,114,0,268,107,161,79.93
109,私立,一般大學,1017,實踐大學,高雄市,2435,1801,575,1226,0,0,0,"2,053",805,"1,248",46.73
109,私立,技專校院,1018,朝陽科技大學,臺中市,2974,759,295,464,1749,682,1067,"7,385","3,244","4,141",25.35
109,私立,一般大學,1019,高雄醫學大學,高雄市,1236,1042,338,704,75,54,21,"3,152","1,275","1,877",26.17
109,私立,一般大學,1020,南華大學,嘉義縣,2609,2446,787,1659,163,163,0,825,433,392,75.98
109,私立,一般大學,1021,真理大學,新北市,1293,1059,394,665,0,0,0,350,180,170,75.16
109,私立,一般大學,1022,大同大學,臺北市,894,894,585,309,0,0,0,48,25,23,94.90
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,臺南市,4028,3463,1649,1814,0,0,0,"3,331","1,979","1,352",50.97
109,私立,技專校院,1024,崑山科技大學,臺南市,1690,1690,953,737,0,0,0,"2,132","1,197",935,44.22
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,臺南市,5269,4542,1575,2967,0,0,0,"2,674","1,258","1,416",62.94
109,私立,技專校院,1026,樹德科技大學,高雄市,2441,2441,905,1536,0,0,0,"1,215",569,646,66.77
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,花蓮縣,2152,2152,737,1415,0,0,0,152,56,96,93.40
109,私立,一般大學,1028,臺北醫學大學,臺北市,1349,811,338,473,45,20,25,"1,000",404,596,46.12
109,私立,一般大學,1029,中山醫學大學,臺中市,1697,1555,607,948,0,0,0,"1,928",552,"1,376",44.65
109,私立,技專校院,1030,龍華科技大學,桃園市,1262,1262,889,373,0,0,0,935,710,225,57.44
109,私立,技專校院,1031,輔英科技大學,高雄市,2211,2211,319,1892,0,0,0,646,103,543,77.39
109,私立,技專校院,1032,明新學校財團法人明新科技大學,新竹縣,1478,1413,786,627,0,0,0,904,562,342,60.98
109,私立,一般大學,1033,長榮大學,臺南市,3610,2686,1098,1588,0,0,0,"3,028","1,381","1,647",47.01
109,私立,技專校院,1034,弘光科技大學,臺中市,2470,838,221,617,1632,653,979,"3,792","1,004","2,788",39.44
109,私立,一般大學,1035,中國醫藥大學,臺中市,653,559,256,303,0,0,0,"2,721","1,409","1,312",17.04
109,私立,一般大學,1035,中國醫藥大學,雲林縣,647,641,203,438,0,0,0,7,3,4,98.92
109,私立,技專校院,1036,健行學校財團法人健行科技大學,桃園市,1443,1313,828,485,0,0,0,792,491,301,62.38
109,私立,技專校院,1037,正修學校財團法人正修科技大學,高雄市,1645,847,452,395,611,341,270,837,489,348,63.53
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,桃園市,1766,1553,805,748,213,130,83,145,97,48,92.41
109,私立,一般大學,1039,玄奘大學,新竹市,843,843,308,535,0,0,0,615,264,351,57.82
109,私立,技專校院,1040,建國科技大學,彰化縣,373,300,212,88,0,0,0,665,401,264,31.09
109,私立,技專校院,1041,明志科技大學,新北市,2752,2662,1849,813,0,0,0,53,50,3,98.05
109,私立,技專校院,1042,高苑科技大學,高雄市,824,824,563,261,0,0,0,157,76,81,84
109,私立,技專校院,1043,大仁科技大學,屏東縣,950,950,373,577,0,0,0,808,425,383,54.04
109,私立,技專校院,1044,聖約翰科技大學,新北市,458,458,321,137,0,0,0,378,271,107,54.78
109,私立,技專校院,1045,嶺東科技大學,臺中市,1245,1182,359,823,0,0,0,"2,070",634,"1,436",36.35
109,私立,技專校院,1046,中國科技大學,臺北市,121,56,0,56,0,0,0,469,222,247,10.67
109,私立,技專校院,1046,中國科技大學,新竹縣,483,483,146,337,0,0,0,288,115,173,62.65
109,私立,技專校院,1047,中臺科技大學,臺中市,1073,965,318,647,0,0,0,"1,142",323,819,45.80
109,私立,一般大學,1048,亞洲大學,臺中市,5016,3944,1292,2652,0,0,0,"2,052",620,"1,432",65.78
109,私立,一般大學,1049,開南大學,桃園市,1087,995,477,518,0,0,0,603,286,317,62.27
109,私立,一般大學,1050,佛光大學,宜蘭縣,1687,839,307,532,791,328,463,614,357,257,72.64
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,臺南市,2205,1234,210,1024,261,140,121,"5,116","1,450","3,666",22.61
109,私立,技專校院,1052,遠東科技大學,臺南市,1165,1165,832,333,0,0,0,525,344,181,68.93
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,新竹市,1154,508,0,508,539,360,179,846,463,383,55.31
109,私立,技專校院,1054,景文科技大學,新北市,920,919,308,611,0,0,0,165,86,79,84.78
109,私立,技專校院,1055,中華醫事科技大學,臺南市,2255,2248,1175,1073,0,0,0,"2,000","1,000","1,000",52.92
109,私立,技專校院,1056,東南科技大學,新北市,781,781,526,255,0,0,0,301,149,152,72.18
109,私立,技專校院,1057,德明財經科技大學,臺北市,590,455,105,350,135,107,28,328,133,195,64.27
109,私立,一般大學,1058,明道學校財團法人明道大學,彰化縣,805,495,277,218,310,186,124,293,155,138,73.32
109,私立,技專校院,1060,南開科技大學,南投縣,448,415,306,109,0,0,0,835,525,310,33.20
109,私立,技專校院,1061,中華學校財團法人中華科技大學,臺北市,289,289,187,102,0,0,0,16,12,4,94.75
109,私立,技專校院,1061,中華學校財團法人中華科技大學,新竹縣,252,252,181,71,0,0,0,503,396,107,33.38
