學年度,設立別,學校類別,學校統計處代碼,學校名稱,縣市別,申請學校宿舍人數(A),學生實際住宿情形-自有宿舍住宿人數-小計(B),學生實際住宿情形-自有宿舍住宿人數-男,學生實際住宿情形-自有宿舍住宿人數-女,學生實際住宿情形-學校租賃宿舍住宿人數-小計(C),學生實際住宿情形-學校租賃宿舍住宿人數-男,學生實際住宿情形-學校租賃宿舍住宿人數-女,學生校外租屋人數(107學年度新增)-小計(D),學生校外租屋人數(107學年度新增)-男,學生校外租屋人數(107學年度新增)-女,學校提供學生實際住宿之比率(%)E=(B+C)/（B+C+D）
106,私立,一般大學,1035,中國醫藥大學,臺中市,487,415,210,205,0,0,0,...,...,...,85.22
106,私立,一般大學,1035,中國醫藥大學,雲林縣,648,633,197,436,0,0,0,...,...,...,97.69
106,私立,技專校院,1036,健行學校財團法人健行科技大學,桃園市,1093,1066,684,382,0,0,0,...,...,...,97.53
106,私立,技專校院,1037,正修學校財團法人正修科技大學,高雄市,1540,896,419,477,500,250,250,...,...,...,90.65
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,桃園市,1111,709,356,353,319,152,167,...,...,...,92.53
106,私立,一般大學,1039,玄奘大學,新竹市,1081,1086,415,671,0,0,0,...,...,...,100
106,私立,技專校院,1040,建國科技大學,彰化縣,1520,455,300,155,361,227,134,...,...,...,53.68
106,私立,技專校院,1041,明志科技大學,新北市,2681,2582,1790,792,0,0,0,...,...,...,96.31
106,私立,技專校院,1042,高苑科技大學,高雄市,1021,1021,758,263,0,0,0,...,...,...,100
106,私立,技專校院,1043,大仁科技大學,屏東縣,1075,1075,387,688,0,0,0,...,...,...,100
106,私立,技專校院,1044,聖約翰科技大學,新北市,889,880,618,262,0,0,0,...,...,...,98.99
106,私立,技專校院,1045,嶺東科技大學,臺中市,725,576,0,576,0,0,0,...,...,...,79.45
106,私立,技專校院,1046,中國科技大學,新竹縣,1118,1015,391,624,0,0,0,...,...,...,90.79
106,私立,技專校院,1047,中臺科技大學,臺中市,1113,1043,343,700,0,0,0,...,...,...,93.71
106,私立,一般大學,1048,亞洲大學,臺中市,4737,4164,1332,2832,0,0,0,...,...,...,87.90
106,私立,一般大學,1049,開南大學,桃園市,1456,1383,651,732,0,0,0,...,...,...,94.99
106,私立,一般大學,1050,佛光大學,宜蘭縣,1988,903,330,573,849,356,493,...,...,...,88.13
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,臺南市,2331,1282,234,1048,287,108,179,...,...,...,67.31
106,私立,技專校院,1052,遠東科技大學,臺南市,1515,1515,933,582,0,0,0,...,...,...,100
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,新竹市,1284,516,0,516,624,414,210,...,...,...,88.79
106,私立,技專校院,1054,景文科技大學,新北市,1231,1040,357,683,0,0,0,...,...,...,84.48
106,私立,技專校院,1055,中華醫事科技大學,臺南市,2115,2115,546,1569,0,0,0,...,...,...,100
106,私立,技專校院,1056,東南科技大學,新北市,660,660,372,288,0,0,0,...,...,...,100
106,私立,技專校院,1057,德明財經科技大學,臺北市,703,574,110,464,129,77,52,...,...,...,100
106,私立,一般大學,1058,明道學校財團法人明道大學,彰化縣,1316,718,440,278,604,277,327,...,...,...,100
106,私立,技專校院,1060,南開科技大學,南投縣,820,764,517,247,0,0,0,...,...,...,93.17
106,私立,技專校院,1061,中華學校財團法人中華科技大學,臺北市,405,405,265,140,0,0,0,...,...,...,100
106,私立,技專校院,1061,中華學校財團法人中華科技大學,新竹縣,282,282,161,121,0,0,0,...,...,...,100
106,私立,技專校院,1062,僑光科技大學,臺中市,1115,809,216,593,0,0,0,...,...,...,72.56
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,苗栗縣,729,729,292,437,0,0,0,...,...,...,100
106,私立,技專校院,1064,美和學校財團法人美和科技大學,屏東縣,827,827,227,600,0,0,0,...,...,...,100
106,私立,技專校院,1065,吳鳳科技大學,嘉義縣,633,587,439,148,0,0,0,...,...,...,92.73
106,私立,技專校院,1066,環球學校財團法人環球科技大學,雲林縣,1003,957,438,519,0,0,0,...,...,...,95.41
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,臺南市,665,665,296,369,0,0,0,...,...,...,100
106,私立,技專校院,1068,中州學校財團法人中州科技大學,彰化縣,733,610,356,254,0,0,0,...,...,...,83.22
106,私立,技專校院,1069,修平學校財團法人修平科技大學,臺中市,775,721,462,259,0,0,0,...,...,...,93.03
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,桃園市,4259,4259,387,3872,0,0,0,...,...,...,100
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,嘉義縣,1266,1266,113,1153,0,0,0,...,...,...,100
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,臺北市,1198,1198,751,447,0,0,0,...,...,...,100
106,私立,技專校院,1072,大華學校財團法人敏實科技大學,新竹縣,363,363,254,109,0,0,0,...,...,...,100
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,新北市,888,800,264,536,0,0,0,...,...,...,90.09
106,私立,技專校院,1074,南榮學校財團法人南榮科技大學,臺南市,205,205,133,72,0,0,0,...,...,...,100
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,高雄市,1248,710,123,587,0,0,0,...,...,...,56.89
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,新北市,47,15,15,0,24,0,24,...,...,...,82.98
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,花蓮縣,2036,2016,444,1572,0,0,0,...,...,...,99.02
106,私立,技專校院,1078,致理學校財團法人致理科技大學,新北市,800,594,120,474,0,0,0,...,...,...,74.25
106,私立,一般大學,1079,康寧學校財團法人康寧大學,臺北市,894,894,69,825,0,0,0,...,...,...,100
106,私立,一般大學,1079,康寧學校財團法人康寧大學,臺南市,336,336,188,148,0,0,0,...,...,...,100
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,新北市,273,273,161,112,0,0,0,...,...,...,100
106,私立,技專校院,1081,東方學校財團法人東方設計大學,高雄市,595,595,288,307,0,0,0,...,...,...,100
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,基隆市,257,257,83,174,0,0,0,...,...,...,100
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,臺北市,678,261,181,80,0,0,0,...,...,...,38.50
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,新北市,323,449,237,212,0,0,0,...,...,...,100
106,私立,一般大學,1125,中信學校財團法人中信金融管理學院,臺南市,421,421,200,221,0,0,0,...,...,...,100
106,私立,技專校院,1148,大漢技術學院,花蓮縣,68,68,50,18,0,0,0,...,...,...,100
106,私立,技專校院,1159,和春技術學院,高雄市,191,191,103,88,0,0,0,...,...,...,100
106,私立,技專校院,1166,亞東技術學院,新北市,128,82,47,35,0,0,0,...,...,...,64.06
106,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,桃園市,326,326,174,152,0,0,0,...,...,...,100
106,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,118,118,72,46,0,0,0,...,...,...,100
106,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,155,155,77,78,0,0,0,...,...,...,100
106,私立,技專校院,1183,黎明技術學院,新北市,369,340,146,194,0,0,0,...,...,...,92.14
106,私立,技專校院,1185,經國管理暨健康學院,基隆市,511,511,96,415,0,0,0,...,...,...,100
106,私立,技專校院,1188,大同技術學院,嘉義縣,86,86,86,0,0,0,0,...,...,...,100
106,私立,技專校院,1188,大同技術學院,嘉義市,219,219,73,146,0,0,0,...,...,...,100
106,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,苗栗縣,120,120,82,38,0,0,0,...,...,...,100
106,私立,技專校院,1192,臺灣觀光學院,花蓮縣,169,169,72,97,0,0,0,...,...,...,100
106,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,新北市,566,566,195,371,0,0,0,...,...,...,100
106,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,新北市,181,181,45,136,0,0,0,...,...,...,100
106,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,臺北市,696,696,56,640,0,0,0,...,...,...,100
106,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,新北市,1086,1086,87,999,0,0,0,...,...,...,100
106,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,2202,2179,410,1769,0,0,0,...,...,...,98.96
106,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,1396,1339,322,1017,0,0,0,...,...,...,95.92
106,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,832,551,0,551,281,133,148,...,...,...,100
106,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,1461,1461,207,1254,0,0,0,...,...,...,100
106,私立,技專校院,1286,耕莘健康管理專科學校,新北市,896,896,17,879,0,0,0,...,...,...,100
106,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,1173,1084,104,980,0,0,0,...,...,...,92.41
106,私立,技專校院,1288,高美醫護管理專科學校,高雄市,106,104,15,89,0,0,0,...,...,...,98.11
106,私立,技專校院,1289,育英醫護管理專科學校,高雄市,156,156,16,140,0,0,0,...,...,...,100
106,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義縣,709,709,58,651,0,0,0,...,...,...,100
106,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義市,270,270,46,224,0,0,0,...,...,...,100
106,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,899,899,107,792,0,0,0,...,...,...,100
106,私立,技專校院,1292,新生醫護管理專科學校,桃園市,1165,1158,117,1041,0,0,0,...,...,...,99.40
106,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,臺北市,23,23,12,11,0,0,0,...,...,...,100
106,私立,宗教研修學院,1R03,臺北基督學院,新北市,238,238,105,133,0,0,0,...,...,...,100
106,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,臺北市,42,42,20,22,0,0,0,...,...,...,100
106,公立,一般大學,3002,臺北市立大學,臺北市,2645,1595,645,950,0,0,0,...,...,...,60.30
107,公立,一般大學,0001,國立政治大學,臺北市,7949,6545,2384,4161,0,0,0,"1,632",794,838,80.04
107,公立,一般大學,0002,國立清華大學,新竹市,8732,8363,4449,3914,0,0,0,"8,405","5,117","3,288",49.87
107,公立,一般大學,0003,國立臺灣大學,臺北市,14607,11914,6592,5322,0,0,0,"1,807","1,165",642,86.83
107,公立,一般大學,0004,國立臺灣師範大學,臺北市,5974,4145,1571,2574,0,0,0,712,330,382,85.34
107,公立,一般大學,0005,國立成功大學,臺南市,10176,6698,4038,2660,0,0,0,"14,957","9,457","5,500",30.93
107,公立,一般大學,0006,國立中興大學,臺中市,4775,3146,1968,1178,0,0,0,"5,497","3,154","2,343",36.40
107,公立,一般大學,0007,國立陽明交通大學,新竹市,7489,7489,5034,2455,0,0,0,"5,185","3,790","1,395",59.09
107,公立,一般大學,0007,國立陽明交通大學,臺南市,92,92,81,11,0,0,0,236,217,19,28.05
107,公立,一般大學,0008,國立中央大學,桃園市,6650,5841,3519,2322,0,0,0,0,0,0,100
107,公立,一般大學,0009,國立中山大學,高雄市,3774,3774,2196,1578,0,0,0,"1,726","1,173",553,68.62
107,公立,一般大學,0012,國立臺灣海洋大學,基隆市,4442,2801,1821,980,0,0,0,"2,022","1,235",787,58.08
107,公立,一般大學,0013,國立中正大學,嘉義縣,4635,3453,1800,1653,0,0,0,"6,944","4,166","2,778",33.21
107,公立,一般大學,0014,國立高雄師範大學,高雄市,3015,3015,1471,1544,0,0,0,402,164,238,88.24
107,公立,一般大學,0015,國立彰化師範大學,彰化縣,3276,2573,1182,1391,0,0,0,"2,480","1,401","1,079",50.92
107,公立,一般大學,0016,國立陽明大學,臺北市,2289,2289,1179,1110,0,0,0,133,70,63,94.51
107,公立,一般大學,0017,國立臺北大學,臺北市,366,366,115,251,0,0,0,0,0,0,100
107,公立,一般大學,0017,國立臺北大學,新北市,1389,1053,426,627,0,0,0,"2,953","1,339","1,614",26.29
107,公立,一般大學,0018,國立嘉義大學,嘉義縣,1299,1196,382,814,0,0,0,783,405,378,60.43
107,公立,一般大學,0018,國立嘉義大學,嘉義市,2529,2352,1302,1050,0,0,0,"2,103","1,083","1,020",52.79
107,公立,一般大學,0019,國立高雄大學,高雄市,1714,1613,842,771,0,0,0,"1,266",655,611,56.03
107,公立,一般大學,0020,國立東華大學,花蓮縣,6928,5798,2668,3130,0,0,0,"2,340","1,216","1,124",71.25
107,公立,一般大學,0021,國立暨南國際大學,南投縣,3883,2782,1329,1453,0,0,0,"1,527",712,815,64.56
107,公立,技專校院,0022,國立臺灣科技大學,臺北市,3270,2043,1375,668,0,0,0,"3,459","2,491",968,37.13
107,公立,技專校院,0023,國立雲林科技大學,雲林縣,2711,2498,1273,1225,0,0,0,"4,791","3,041","1,750",34.27
107,公立,技專校院,0024,國立屏東科技大學,屏東縣,3091,2912,1473,1439,0,0,0,"4,588","2,480","2,108",38.83
107,公立,技專校院,0025,國立臺北科技大學,臺北市,2671,1581,915,666,200,200,0,"1,107",723,384,61.67
107,公立,一般大學,0028,國立臺北藝術大學,臺北市,1772,1417,475,942,0,0,0,186,76,110,88.40
107,公立,一般大學,0029,國立臺灣藝術大學,新北市,1245,836,205,631,0,0,0,265,82,183,75.93
107,公立,一般大學,0030,國立臺東大學,臺東縣,2415,2075,936,1139,0,0,0,"1,787",922,865,53.73
107,公立,一般大學,0031,國立宜蘭大學,宜蘭縣,1439,1439,762,677,0,0,0,"3,062","2,187",875,31.97
107,公立,一般大學,0032,國立聯合大學,苗栗縣,2744,2744,1175,1569,0,0,0,"3,070","2,809",261,47.20
107,公立,技專校院,0033,國立虎尾科技大學,雲林縣,2007,1806,1268,538,0,0,0,"6,592","5,196","1,396",21.51
107,公立,一般大學,0035,國立臺南藝術大學,臺南市,1211,1062,301,761,0,0,0,335,144,191,76.02
107,公立,一般大學,0036,國立臺南大學,臺南市,1996,1483,533,950,0,0,0,916,391,525,61.82
107,公立,一般大學,0037,國立臺北教育大學,臺北市,1430,1364,431,933,0,0,0,174,39,135,88.69
107,公立,一般大學,0039,國立臺中教育大學,臺中市,1907,1823,562,1261,0,0,0,861,349,512,67.92
107,公立,技專校院,0042,國立澎湖科技大學,澎湖縣,685,594,310,284,0,0,0,"2,431","1,439",992,19.64
107,公立,技專校院,0043,國立勤益科技大學,臺中市,1220,866,449,417,59,41,18,"4,735","3,397","1,338",16.34
107,公立,一般大學,0044,國立體育大學,桃園市,1404,1183,721,462,0,0,0,104,53,51,91.92
107,公立,技專校院,0046,國立臺北護理健康大學,臺北市,1647,1338,173,1165,0,0,0,661,71,590,66.93
107,公立,技專校院,0047,國立高雄餐旅大學,高雄市,1307,1307,405,902,0,0,0,"2,200",691,"1,509",37.27
107,公立,一般大學,0048,國立金門大學,金門縣,1172,1031,500,531,80,37,43,"2,086","1,080","1,006",34.75
107,公立,一般大學,0049,國立臺灣體育運動大學,臺中市,673,673,403,270,0,0,0,"1,528",923,605,30.58
107,公立,技專校院,0050,國立臺中科技大學,臺中市,1574,1378,212,1166,0,0,0,"3,281","1,027","2,254",29.58
107,公立,技專校院,0051,國立臺北商業大學,桃園市,663,582,120,462,0,0,0,86,29,57,87.13
107,公立,一般大學,0052,國立屏東大學,屏東縣,4377,3662,1184,2478,0,0,0,"2,173","1,020","1,153",62.76
107,公立,技專校院,0053,國立高雄科技大學,高雄市,6411,4593,2288,2305,0,0,0,"8,885","5,418","3,467",34.08
107,公立,技專校院,0144,國立臺灣戲曲學院,臺北市,346,303,104,199,0,0,0,85,22,63,78.09
107,公立,技專校院,0221,國立臺南護理專科學校,臺南市,968,504,24,480,0,0,0,464,28,436,52.07
107,公立,技專校院,0222,國立臺東專科學校,臺東縣,450,421,270,151,0,0,0,142,92,50,74.78
107,私立,一般大學,1001,東海大學,臺中市,6721,5162,2041,3121,0,0,0,"8,555","4,185","4,370",37.63
107,私立,一般大學,1002,輔仁大學,新北市,4141,3546,1280,2266,595,205,390,"6,256","2,494","3,762",39.83
107,私立,一般大學,1003,東吳大學,臺北市,1502,839,335,504,639,224,415,"4,420","1,720","2,700",25.06
107,私立,一般大學,1003,東吳大學,新北市,78,0,0,0,78,27,51,0,0,0,100
107,私立,一般大學,1004,中原大學,桃園市,5693,4840,2438,2402,0,0,0,"6,973","3,960","3,013",40.97
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,宜蘭縣,765,765,313,452,0,0,0,41,19,22,94.91
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,新北市,3985,1903,19,1884,948,647,301,"10,400","6,200","4,200",21.52
107,私立,一般大學,1006,中國文化大學,臺北市,6379,4242,1662,2580,0,0,0,"7,540","3,952","3,588",36
107,私立,一般大學,1007,逢甲大學,臺中市,4941,2510,784,1726,2204,1911,293,"7,879","5,040","2,839",37.43
107,私立,一般大學,1008,靜宜大學,臺中市,3992,3005,976,2029,390,158,232,"7,027","2,342","4,685",32.58
107,私立,一般大學,1009,長庚大學,桃園市,5011,5011,2540,2471,0,0,0,30,16,14,99.40
107,私立,一般大學,1010,元智大學,桃園市,4881,2818,1410,1408,64,64,0,"2,880","1,480","1,400",50.02
107,私立,一般大學,1011,中華大學學校財團法人中華大學,新竹市,2799,2650,1611,1039,0,0,0,"1,675","1,214",461,61.27
107,私立,一般大學,1012,大葉大學,彰化縣,2329,2329,816,1513,0,0,0,"4,005","2,520","1,485",36.77
107,私立,一般大學,1013,華梵大學,新北市,609,888,490,398,0,0,0,25,17,8,97.26
107,私立,一般大學,1014,義守大學,高雄市,8707,3733,1562,2171,2761,1292,1469,"1,002",389,613,86.63
107,私立,一般大學,1015,世新大學,臺北市,767,468,123,345,90,47,43,"1,962",576,"1,386",22.14
107,私立,一般大學,1015,世新大學,新北市,192,487,138,349,30,0,30,524,146,378,49.66
107,私立,一般大學,1016,銘傳大學,臺北市,1398,828,298,530,221,124,97,419,141,278,71.46
107,私立,一般大學,1016,銘傳大學,新北市,342,0,0,0,342,94,248,0,0,0,100
107,私立,一般大學,1016,銘傳大學,桃園市,3839,1440,414,1026,920,433,487,"2,645","1,587","1,058",47.15
107,私立,一般大學,1016,銘傳大學,金門縣,160,160,76,84,0,0,0,0,0,0,100
107,私立,一般大學,1017,實踐大學,臺北市,1387,954,9,945,244,98,146,400,172,228,74.97
107,私立,一般大學,1017,實踐大學,高雄市,2073,1373,4,1369,628,520,108,"2,023",806,"1,217",49.73
107,私立,技專校院,1018,朝陽科技大學,臺中市,3451,915,383,532,1961,694,1267,"7,029","3,103","3,926",29.04
107,私立,一般大學,1019,高雄醫學大學,高雄市,1997,1509,605,904,0,0,0,"2,588","1,224","1,364",36.83
107,私立,一般大學,1020,南華大學,嘉義縣,2920,2607,868,1739,300,252,48,"1,299",642,657,69.12
107,私立,一般大學,1021,真理大學,新北市,1503,1078,354,724,0,0,0,435,241,194,71.25
107,私立,一般大學,1022,大同大學,臺北市,1073,1073,659,414,0,0,0,81,59,22,92.98
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,臺南市,4407,3602,1686,1916,0,0,0,"4,940","3,027","1,913",42.17
107,私立,技專校院,1024,崑山科技大學,臺南市,1708,1608,887,721,0,0,0,"4,535","2,563","1,972",26.18
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,臺南市,5443,4906,1627,3279,103,55,48,"3,050","1,379","1,671",62.15
107,私立,技專校院,1026,樹德科技大學,高雄市,2872,2872,1098,1774,0,0,0,"1,242",582,660,69.81
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,花蓮縣,2908,2908,999,1909,0,0,0,348,215,133,89.31
107,私立,一般大學,1028,臺北醫學大學,臺北市,1184,802,354,448,55,23,32,"1,005",393,612,46.03
107,私立,一般大學,1029,中山醫學大學,臺中市,1704,1471,586,885,0,0,0,"1,790",582,"1,208",45.11
107,私立,技專校院,1030,龍華科技大學,桃園市,1176,1176,768,408,0,0,0,872,635,237,57.42
107,私立,技專校院,1031,輔英科技大學,高雄市,2211,2211,339,1872,0,0,0,605,96,509,78.52
107,私立,技專校院,1032,明新學校財團法人明新科技大學,新竹縣,2217,1870,1088,782,0,0,0,893,532,361,67.68
107,私立,一般大學,1033,長榮大學,臺南市,3319,2889,1143,1746,0,0,0,"2,766","1,308","1,458",51.09
107,私立,技專校院,1034,弘光科技大學,臺中市,1864,291,0,291,1573,553,1020,"3,201",881,"2,320",36.80
107,私立,一般大學,1035,中國醫藥大學,臺中市,511,408,203,205,0,0,0,"3,230","1,632","1,598",11.22
107,私立,一般大學,1035,中國醫藥大學,雲林縣,689,635,189,446,0,0,0,0,0,0,100
107,私立,技專校院,1036,健行學校財團法人健行科技大學,桃園市,1509,1432,916,516,278,203,75,249,170,79,87.29
107,私立,技專校院,1037,正修學校財團法人正修科技大學,高雄市,1857,913,445,468,624,329,295,"1,195",668,527,56.26
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,桃園市,1555,1244,662,582,308,167,141,108,71,37,93.49
107,私立,一般大學,1039,玄奘大學,新竹市,956,956,316,640,0,0,0,684,282,402,58.29
107,私立,技專校院,1040,建國科技大學,彰化縣,1726,526,337,189,407,300,107,640,401,239,59.31
107,私立,技專校院,1041,明志科技大學,新北市,2714,2640,1843,797,0,0,0,43,36,7,98.40
107,私立,技專校院,1042,高苑科技大學,高雄市,1182,1182,894,288,0,0,0,162,95,67,87.95
107,私立,技專校院,1043,大仁科技大學,屏東縣,921,921,303,618,0,0,0,845,455,390,52.15
107,私立,技專校院,1044,聖約翰科技大學,新北市,863,859,602,257,0,0,0,494,346,148,63.49
107,私立,技專校院,1045,嶺東科技大學,臺中市,1408,1271,357,914,0,0,0,"2,565","1,015","1,550",33.13
107,私立,技專校院,1046,中國科技大學,新竹縣,802,802,311,491,0,0,0,304,147,157,72.51
107,私立,技專校院,1047,中臺科技大學,臺中市,1172,1054,358,696,0,0,0,"1,080",312,768,49.39
107,私立,一般大學,1048,亞洲大學,臺中市,5237,4116,1301,2815,0,0,0,"3,460","1,808","1,652",54.33
107,私立,一般大學,1049,開南大學,桃園市,1731,1569,781,788,0,0,0,729,323,406,68.28
107,私立,一般大學,1050,佛光大學,宜蘭縣,2090,894,293,601,869,366,503,796,472,324,68.89
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,臺南市,3225,1271,233,1038,299,117,182,"4,639","1,132","3,507",25.29
107,私立,技專校院,1052,遠東科技大學,臺南市,1559,1559,1006,553,0,0,0,"1,029",657,372,60.24
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,新竹市,1366,519,0,519,575,417,158,557,316,241,66.26
107,私立,技專校院,1054,景文科技大學,新北市,1346,1154,390,764,0,0,0,132,66,66,89.74
107,私立,技專校院,1055,中華醫事科技大學,臺南市,2143,2143,663,1480,0,0,0,931,366,565,69.71
107,私立,技專校院,1056,東南科技大學,新北市,830,830,571,259,0,0,0,528,327,201,61.12
107,私立,技專校院,1057,德明財經科技大學,臺北市,697,534,111,423,139,109,30,528,261,267,56.04
107,私立,一般大學,1058,明道學校財團法人明道大學,彰化縣,1196,666,394,272,530,298,232,418,230,188,74.10
107,私立,技專校院,1060,南開科技大學,南投縣,1010,872,588,284,16,15,1,937,568,369,48.66
107,私立,技專校院,1061,中華學校財團法人中華科技大學,臺北市,324,324,228,96,0,0,0,20,12,8,94.19
107,私立,技專校院,1061,中華學校財團法人中華科技大學,新竹縣,284,284,191,93,0,0,0,515,375,140,35.54
107,私立,技專校院,1062,僑光科技大學,臺中市,1226,832,274,558,0,0,0,562,212,350,59.68
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,苗栗縣,1158,1158,484,674,0,0,0,"1,670",870,800,40.95
107,私立,技專校院,1064,美和學校財團法人美和科技大學,屏東縣,842,842,223,619,0,0,0,700,220,480,54.60
107,私立,技專校院,1065,吳鳳科技大學,嘉義縣,645,612,486,126,0,0,0,200,130,70,75.37
107,私立,技專校院,1066,環球學校財團法人環球科技大學,雲林縣,1019,1000,464,536,0,0,0,"1,001",508,493,49.98
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,臺南市,599,599,276,323,0,0,0,78,38,40,88.48
107,私立,技專校院,1068,中州學校財團法人中州科技大學,彰化縣,517,517,298,219,0,0,0,194,115,79,72.71
107,私立,技專校院,1069,修平學校財團法人修平科技大學,臺中市,941,839,575,264,0,0,0,828,564,264,50.33
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,桃園市,4197,4197,437,3760,0,0,0,42,11,31,99.01
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,嘉義縣,1210,1210,114,1096,0,0,0,68,4,64,94.68
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,臺北市,1438,1298,778,520,0,0,0,374,215,159,77.63
107,私立,技專校院,1072,大華學校財團法人敏實科技大學,新竹縣,182,182,114,68,0,0,0,5,0,5,97.33
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,新北市,775,775,256,519,0,0,0,870,328,542,47.11
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,臺南市,123,123,82,41,0,0,0,43,27,16,74.10
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,高雄市,1172,737,137,600,0,0,0,"2,712",565,"2,147",21.37
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,新北市,373,0,0,0,373,177,196,35,19,16,91.42
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,花蓮縣,2058,2037,439,1598,0,0,0,170,51,119,92.30
107,私立,技專校院,1078,致理學校財團法人致理科技大學,新北市,765,594,120,474,0,0,0,156,40,116,79.20
107,私立,一般大學,1079,康寧學校財團法人康寧大學,臺北市,938,892,74,818,0,0,0,18,5,13,98.02
107,私立,一般大學,1079,康寧學校財團法人康寧大學,臺南市,257,257,173,84,0,0,0,82,57,25,75.81
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,新北市,272,272,167,105,0,0,0,15,9,6,94.77
107,私立,技專校院,1081,東方學校財團法人東方設計大學,高雄市,470,470,230,240,0,0,0,86,41,45,84.53
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,基隆市,406,406,134,272,0,0,0,164,68,96,71.23
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,臺北市,459,299,220,79,0,0,0,193,87,106,60.77
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,新北市,651,603,296,307,0,0,0,230,109,121,72.39
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,臺南市,536,536,242,294,0,0,0,38,32,6,93.38
107,私立,技專校院,1148,大漢技術學院,花蓮縣,51,51,28,23,0,0,0,8,3,5,86.44
107,私立,技專校院,1159,和春技術學院,高雄市,141,141,71,70,0,0,0,3,2,1,97.92
107,私立,技專校院,1166,亞東技術學院,新北市,139,94,53,41,0,0,0,280,186,94,25.13
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,桃園市,401,401,261,140,0,0,0,135,79,56,74.81
107,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,130,130,65,65,0,0,0,49,23,26,72.63
107,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,199,107,58,49,92,56,36,101,47,54,66.33
107,私立,技專校院,1183,黎明技術學院,新北市,569,474,266,208,74,74,0,16,6,10,97.16
107,私立,技專校院,1185,經國管理暨健康學院,基隆市,610,610,143,467,0,0,0,145,41,104,80.79
107,私立,技專校院,1188,大同技術學院,嘉義縣,77,77,77,0,0,0,0,14,14,0,84.62
107,私立,技專校院,1188,大同技術學院,嘉義市,158,158,54,104,0,0,0,109,46,63,59.18
107,私立,技專校院,1192,臺灣觀光學院,花蓮縣,95,95,50,45,0,0,0,31,15,16,75.40
