學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),合作學校國家(地區)別,合作學校國家(地區)區域別,修讀雙聯學制學生人數本國學生小計,修讀雙聯學制學生人數本國學生男,修讀雙聯學制學生人數本國學生女,修讀雙聯學制學生人數外國學生小計,修讀雙聯學制學生人數外國學生男,修讀雙聯學制學生人數外國學生女
106,2,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),大陸地區,大陸地區,3,2,1,1,0,1
106,2,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),瑞典王國,歐洲,2,2,0,0,0,0
106,2,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,英國,歐洲,2,1,1,2,2,0
106,2,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,博士班,英國,歐洲,0,0,0,1,0,1
106,2,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),瑞典王國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,大陸地區,大陸地區,0,0,0,2,1,1
106,2,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,英國,歐洲,0,0,0,1,1,0
106,2,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,碩士班(日間),大陸地區,大陸地區,1,1,0,1,1,0
106,2,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,英國,歐洲,2,2,0,1,1,0
106,2,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,捷克共和國,歐洲,0,0,0,1,1,0
106,2,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,博士班,英國,歐洲,0,0,0,2,2,0
106,2,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,英國,歐洲,1,1,0,1,1,0
106,2,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,碩士班(日間),荷蘭王國,歐洲,1,0,1,1,1,0
106,2,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,3,1,2
106,2,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系國際學生學士班,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,2,1,1
106,2,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),香港,港澳,2,1,1,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),日本,其他亞洲地區,5,1,4,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),日本,其他亞洲地區,6,1,5,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),香港,港澳,2,1,1,1,1,0
106,2,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),美國,北美洲,6,0,6,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,博士班,日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,博士班,日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,博士班,美國,北美洲,1,0,1,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),美國,北美洲,2,1,1,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,1,0
106,2,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,碩士班(日間),美國,北美洲,2,1,1,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,碩士班(日間),比利時王國,歐洲,4,2,2,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),法國,歐洲,1,1,0,1,1,0
106,2,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,1,0
106,2,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,博士班,法國,歐洲,3,2,1,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,碩士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
106,2,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,碩士班(日間),越南社會主義共和國,東協,0,0,0,5,4,1
106,2,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,碩士班(日間),日本,其他亞洲地區,1,0,1,1,1,0
106,2,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,碩士班(日間),日本,其他亞洲地區,1,0,1,1,0,1
106,2,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,碩士班(日間),日本,其他亞洲地區,1,0,1,1,1,0
106,2,公立,一般大學,0003,國立臺灣大學,09199159,國際三校農業生技與健康醫療碩士學位學程,碩士班(日間),日本,其他亞洲地區,5,1,4,0,0,0
106,2,公立,一般大學,0004,國立臺灣師範大學,02221036,臺灣史研究所,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,博士班,大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
106,2,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),馬來西亞,東協,0,0,0,1,0,1
106,2,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,碩士班(日間),美國,北美洲,1,0,1,0,0,0
106,2,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,碩士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
106,2,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,碩士班(日間),德意志聯邦共和國,歐洲,1,0,1,4,2,2
106,2,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,碩士班(日間),瑞典王國,歐洲,4,2,2,0,0,0
106,2,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,碩士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),馬來西亞,東協,0,0,0,5,1,4
106,2,公立,一般大學,0005,國立成功大學,04111120,會計學系,碩士班(日間),英國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,碩士班(日間),澳大利亞,其他亞洲地區,2,1,1,0,0,0
106,2,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,碩士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,碩士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0005,國立成功大學,04131056,電信管理研究所,碩士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0005,國立成功大學,04131122,經營管理碩士學位學程(AMBA),碩士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,碩士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,碩士班(日間),法國,歐洲,2,0,2,0,0,0
106,2,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),碩士班(日間),法國,歐洲,0,0,0,1,1,0
106,2,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,碩士班(日間),澳大利亞,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0005,國立成功大學,05411027,數學系,博士班,日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,碩士班(日間),德意志聯邦共和國,歐洲,5,5,0,0,0,0
106,2,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
106,2,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),美國,北美洲,5,3,2,0,0,0
106,2,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,博士班,美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,學士班(日間),馬來西亞,東協,0,0,0,1,0,1
106,2,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,碩士班(日間),英國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0006,國立中興大學,07112057,材料科學與工程學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0006,國立中興大學,07141045,電機工程學系,博士班,大陸地區,大陸地區,0,0,0,2,2,0
106,2,公立,一般大學,0006,國立中興大學,07141045,電機工程學系,碩士班(日間),日本,其他亞洲地區,2,2,0,0,0,0
106,2,公立,一般大學,0006,國立中興大學,07151050,機械工程學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0006,國立中興大學,07321054,土木工程學系,博士班,美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0006,國立中興大學,08191083,土壤環境科學系,博士班,美國,北美洲,1,0,1,0,0,0
106,2,公立,一般大學,0006,國立中興大學,08193078,國際農企業學士學位學程,學士班(日間),紐西蘭,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,學士班(日間),美國,北美洲,4,1,3,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系財務金融碩士班,碩士班(日間),美國,北美洲,2,1,1,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,碩士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,碩士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,博士班,美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,04199023,科技管理研究所,碩士班(日間),荷蘭王國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,1,0
106,2,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系分子科學博士班,博士班,日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,05331040,物理研究所,碩士班(日間),越南社會主義共和國,東協,0,0,0,4,1,3
106,2,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,學士班(日間),比利時王國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,07141051,電子工程學系,學士班(日間),比利時王國,歐洲,4,4,0,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,07141055,光電工程學系,學士班(日間),比利時王國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,07141062,電信工程研究所,碩士班(日間),法國,歐洲,2,2,0,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院碩士班,碩士班(日間),日本,其他亞洲地區,3,2,1,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院碩士班,碩士班(日間),美國,北美洲,4,2,2,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,07141068,電機資訊國際碩士學位學程,碩士班(日間),法國,歐洲,0,0,0,1,1,0
106,2,公立,一般大學,0007,國立陽明交通大學,07141068,電機資訊學士班,學士班(日間),比利時王國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,07191075,工業工程與管理學系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系物流管理博士班,博士班,美國,北美洲,2,2,0,0,0,0
106,2,公立,一般大學,0008,國立中央大學,02311007,英美語文學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,2,公立,一般大學,0008,國立中央大學,02311008,法國語文學系,碩士班(日間),比利時王國,歐洲,0,0,0,1,0,1
106,2,公立,一般大學,0008,國立中央大學,03111013,經濟學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,博士班,印度尼西亞共和國,東協,0,0,0,4,1,3
106,2,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,0,1
106,2,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,學士班(日間),美國,北美洲,6,3,3,0,0,0
106,2,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,碩士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0008,國立中央大學,06131053,資訊管理學系,學士班(日間),美國,北美洲,4,1,3,0,0,0
106,2,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,碩士班(日間),法國,歐洲,0,0,0,1,1,0
106,2,公立,一般大學,0008,國立中央大學,07141057,光電科學與工程學系,碩士班(日間),越南社會主義共和國,東協,0,0,0,2,1,1
106,2,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,博士班,法國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0009,國立中山大學,01111001,教育研究所,博士班,比利時王國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0009,國立中山大學,03121011,政治學研究所,博士班,比利時王國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,碩士班(日間),法國,歐洲,2,1,1,0,0,0
106,2,公立,一般大學,0009,國立中山大學,04131021,企業管理學系企業管理碩士班,碩士班(日間),法國,歐洲,3,0,3,0,0,0
106,2,公立,一般大學,0009,國立中山大學,04131021,企業管理學系企業管理碩士班,碩士班(日間),奧地利共和國,歐洲,2,0,2,0,0,0
106,2,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),法國,歐洲,3,1,2,12,5,7
106,2,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),奧地利共和國,歐洲,14,2,12,23,6,17
106,2,公立,一般大學,0009,國立中山大學,04131028,人力資源管理全英語碩士學位學程,碩士班(日間),英國,歐洲,6,0,6,3,3,0
106,2,公立,一般大學,0009,國立中山大學,04131028,人力資源管理全英語碩士學位學程,碩士班(日間),奧地利共和國,歐洲,1,0,1,1,1,0
106,2,公立,一般大學,0009,國立中山大學,04131028,人力資源管理全英語碩士學位學程,碩士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0009,國立中山大學,04131028,人力資源管理研究所,碩士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0009,國立中山大學,04134017,公共事務管理研究所,博士班,大陸地區,大陸地區,0,0,0,1,0,1
106,2,公立,一般大學,0009,國立中山大學,05111033,生物科學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,0,1
106,2,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,碩士班(日間),奧地利共和國,歐洲,7,5,2,0,0,0
106,2,公立,一般大學,0009,國立中山大學,06199057,通訊工程研究所,碩士班(日間),印度尼西亞共和國,東協,0,0,0,2,1,1
106,2,公立,一般大學,0009,國立中山大學,07141053,電機工程學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,1,0
106,2,公立,一般大學,0012,國立臺灣海洋大學,05323017,海洋生物研究所,博士班,日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0012,國立臺灣海洋大學,05323017,海洋生物研究所,博士班,丹麥王國,歐洲,0,0,0,1,1,0
106,2,公立,一般大學,0012,國立臺灣海洋大學,05323017,海洋生物研究所,博士班,法國,歐洲,2,0,2,0,0,0
106,2,公立,一般大學,0012,國立臺灣海洋大學,07122040,河海工程學系,碩士班(日間),大陸地區,大陸地區,0,0,0,2,1,1
106,2,公立,一般大學,0012,國立臺灣海洋大學,08311045,環境生物與漁業科學學系,博士班,日本,其他亞洲地區,2,0,2,0,0,0
106,2,公立,一般大學,0013,國立中正大學,03111017,經濟學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0013,國立中正大學,04121034,財務金融學系,碩士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0014,國立高雄師範大學,01141005,體育學系,學士班(日間),大韓民國(南韓),其他亞洲地區,3,0,3,0,0,0
106,2,公立,一般大學,0015,國立彰化師範大學,03131025,輔導與諮商學系,碩士班(日間),美國,北美洲,2,2,0,0,0,0
106,2,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,學士班(日間),美國,北美洲,4,3,1,0,0,0
106,2,公立,一般大學,0015,國立彰化師範大學,05331037,物理學系,學士班(日間),美國,北美洲,2,1,1,0,0,0
106,2,公立,一般大學,0016,國立陽明大學,07193019,生醫光電研究所,博士班,法國,歐洲,0,0,0,1,1,0
106,2,公立,一般大學,0016,國立陽明大學,09121043,藥理學研究所,碩士班(日間),馬來西亞,東協,0,0,0,1,0,1
106,2,公立,一般大學,0017,國立臺北大學,03111009,經濟學系,學士班(日間),瑞士聯邦,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,學士班(日間),瑞士聯邦,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,碩士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0017,國立臺北大學,07313039,都市計劃研究所,碩士班(日間),英國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),瑞士聯邦,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,2,公立,一般大學,0018,國立嘉義大學,03111034,應用經濟學系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,博士班,澳大利亞,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0020,國立東華大學,04111057,會計與財務碩士學位學程,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),印度尼西亞共和國,東協,0,0,0,4,1,3
106,2,公立,技專校院,0022,國立臺灣科技大學,04191009,管理學士班,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),澳大利亞,其他亞洲地區,1,1,0,0,0,0
106,2,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系,碩士班(日間),菲律賓共和國,東協,0,0,0,3,3,0
106,2,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系,碩士班(日間),日本,其他亞洲地區,0,0,0,2,2,0
106,2,公立,技專校院,0022,國立臺灣科技大學,07112029,材料科技研究所,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,技專校院,0023,國立雲林科技大學,02112011,視覺傳達設計系,學士班(日間),馬來西亞,東協,1,0,1,0,0,0
106,2,公立,技專校院,0023,國立雲林科技大學,02112013,數位媒體設計系,學士班(日間),馬來西亞,東協,3,1,2,0,0,0
106,2,公立,技專校院,0024,國立屏東科技大學,05121015,生物科技系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,2,2,0
106,2,公立,技專校院,0024,國立屏東科技大學,07321022,土壤與水工程國際碩士學位學程,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,0,1
106,2,公立,技專校院,0024,國立屏東科技大學,08193036,農企業管理國際碩士學位學程,碩士班(日間),印度尼西亞共和國,東協,0,0,0,4,3,1
106,2,公立,技專校院,0025,國立臺北科技大學,07111053,分子科學與工程系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,技專校院,0025,國立臺北科技大學,07111053,分子科學與工程系有機高分子博士班,博士班,法國,歐洲,1,1,0,0,0,0
106,2,公立,技專校院,0025,國立臺北科技大學,07121063,環境工程與管理研究所,碩士班(日間),德意志聯邦共和國,歐洲,3,0,3,0,0,0
106,2,公立,技專校院,0025,國立臺北科技大學,07132068,能源與冷凍空調工程系,博士班,荷蘭王國,歐洲,1,0,1,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,04111020,會計資訊系,碩士班(日間),美國,北美洲,4,0,4,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,04121040,財務管理系,碩士班(日間),美國,北美洲,3,2,1,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,04121104,金融系,碩士班(日間),美國,北美洲,5,2,3,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,04131031,國際管理碩士學位學程,碩士班(日間),美國,北美洲,2,1,1,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,04132059,行銷與流通管理系,碩士班(日間),美國,北美洲,1,0,1,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,04132059,行銷與流通管理系連鎖加盟管理碩士班,碩士班(日間),美國,北美洲,3,0,3,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,04131101,企業管理系,碩士班(日間),英國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,01141006,體育學系,學士班(日間),日本,其他亞洲地區,4,0,4,1,0,1
106,2,公立,一般大學,0032,國立聯合大學,04131011,經營管理學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,技專校院,0034,國立高雄海洋科技大學,05121010,海洋生物技術系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,技專校院,0034,國立高雄海洋科技大學,07211039,水產食品科學系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0044,國立體育大學,10141009,國際運動教練科學碩士學位學程,碩士班(日間),匈牙利共和國,歐洲,1,1,0,0,0,0
106,2,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,學士班(日間),澳大利亞,其他亞洲地區,2,0,2,0,0,0
106,2,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),澳大利亞,其他亞洲地區,4,0,4,0,0,0
106,2,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),英國,歐洲,1,0,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),英國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,學士班(日間),日本,其他亞洲地區,4,2,2,0,0,0
106,2,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,碩士班(日間),香港,港澳,4,2,2,0,0,0
106,2,私立,一般大學,1001,東海大學,02131002,美術學系,學士班(日間),馬來西亞,東協,0,0,0,1,0,1
106,2,私立,一般大學,1001,東海大學,02322004,中國文學系,學士班(日間),馬來西亞,東協,0,0,0,7,0,7
106,2,私立,一般大學,1001,東海大學,04131019,企業管理學系,碩士班(日間),馬來西亞,東協,4,1,3,0,0,0
106,2,私立,一般大學,1001,東海大學,04131019,企業管理學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,2,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,學士班(日間),法國,歐洲,5,4,1,0,0,0
106,2,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,學士班(日間),美國,北美洲,3,1,2,0,0,0
106,2,私立,一般大學,1001,東海大學,04141023,國際經營與貿易學系,學士班(日間),英國,歐洲,1,1,0,0,0,0
106,2,私立,一般大學,1001,東海大學,05111028,生命科學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,2,私立,一般大學,1001,東海大學,07141037,電機工程學系,學士班(日間),澳大利亞,其他亞洲地區,1,1,0,0,0,0
106,2,私立,一般大學,1001,東海大學,07191044,工業工程與經營資訊學系,碩士班(日間),泰國,東協,4,4,0,0,0,0
106,2,私立,一般大學,1001,東海大學,07311048,建築學系,碩士班(日間),西班牙王國,歐洲,5,3,2,2,1,1
106,2,私立,一般大學,1001,東海大學,10131054,餐旅管理學系,學士班(日間),澳大利亞,其他亞洲地區,3,1,2,0,0,0
106,2,私立,一般大學,1002,輔仁大學,02311021,法國語文學系,碩士班(日間),比利時王國,歐洲,2,1,1,0,0,0
106,2,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,學士班(日間),德意志聯邦共和國,歐洲,2,0,2,4,2,2
106,2,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,碩士班(日間),德意志聯邦共和國,歐洲,0,0,0,1,1,0
106,2,私立,一般大學,1002,輔仁大學,04131044,國際經營管理碩士學位學程,碩士班(日間),印度尼西亞共和國,東協,0,0,0,2,1,1
106,2,私立,一般大學,1002,輔仁大學,04131044,國際經營管理碩士學位學程,碩士班(日間),法國,歐洲,1,1,0,0,0,0
106,2,私立,一般大學,1003,東吳大學,03121009,政治學系,學士班(日間),日本,其他亞洲地區,0,0,0,3,0,3
106,2,私立,一般大學,1003,東吳大學,03121009,政治學系,博士班,日本,其他亞洲地區,1,0,1,0,0,0
106,2,私立,一般大學,1003,東吳大學,04131016,企業管理學系,碩士班(日間),美國,北美洲,2,1,1,0,0,0
106,2,私立,一般大學,1004,中原大學,07111037,化學工程學系,碩士班(日間),菲律賓共和國,東協,0,0,0,1,1,0
106,2,私立,一般大學,1004,中原大學,07121042,環境工程學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,2,私立,一般大學,1004,中原大學,07141029,電機工程學系,碩士班(日間),美國,北美洲,2,2,0,0,0,0
106,2,私立,一般大學,1004,中原大學,07141030,電子工程學系,碩士班(日間),美國,北美洲,2,2,0,0,0,0
