學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),合作學校國家(地區)別,合作學校國家(地區)區域別,修讀雙聯學制學生人數本國學生小計,修讀雙聯學制學生人數本國學生男,修讀雙聯學制學生人數本國學生女,修讀雙聯學制學生人數外國學生小計,修讀雙聯學制學生人數外國學生男,修讀雙聯學制學生人數外國學生女
107,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131021,旅館事業管理學士學位學程,學士班(日間),英國,歐洲,1,0,1,0,0,0
107,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131022,餐飲管理系,學士班(日間),英國,歐洲,1,0,1,0,0,0
107,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10151024,觀光事業系,學士班(日間),日本,其他亞洲地區,2,1,1,0,0,0
107,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,04191005,商務與觀光企劃系,學士班(日間),日本,其他亞洲地區,5,1,4,0,0,0
107,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,10141025,運動與健康促進系,學士班(日間),澳大利亞,其他亞洲地區,2,1,1,0,0,0
107,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,學士班(日間),印度尼西亞共和國,東協,0,0,0,4,0,4
107,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311009,法國語文系,學士班(日間),法國,歐洲,2,1,1,0,0,0
107,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311010,德國語文系,學士班(日間),德意志聯邦共和國,歐洲,14,2,12,0,0,0
107,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03122016,國際事務碩士學位學程,碩士班(日間),法國,歐洲,0,0,0,2,0,2
107,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,02124003,室內設計系,學士班(日間),英國,歐洲,1,1,0,0,0,0
107,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,04199005,資產與物業管理系,學士班(日間),英國,歐洲,1,1,0,0,0,0
107,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,06131012,資訊工程系,學士班(日間),美國,北美洲,1,1,0,0,0,0
107,2,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10131021,餐飲廚藝系,學士班(日間),美國,北美洲,1,0,1,0,0,0
107,2,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04131012,企業管理學系,學士班(日間),法國,歐洲,3,1,2,0,0,0
107,2,公立,一般大學,3002,臺北市立大學,02151037,音樂學系,學士班(日間),美國,北美洲,4,0,4,0,0,0
107,2,公立,一般大學,3002,臺北市立大學,03131055,心理與諮商學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
107,2,公立,一般大學,3002,臺北市立大學,10142052,運動健康科學系,碩士班(日間),美國,北美洲,0,0,0,1,1,0
108,1,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,博士班,大韓民國(南韓),其他亞洲地區,0,0,0,1,1,0
108,1,公立,一般大學,0001,國立政治大學,03111024,經濟學系,學士班(日間),澳大利亞,其他亞洲地區,1,1,0,0,0,0
108,1,公立,一般大學,0001,國立政治大學,03111024,經濟學系,碩士班(日間),澳大利亞,其他亞洲地區,1,1,0,0,0,0
108,1,公立,一般大學,0001,國立政治大學,03143036,日本研究碩士學位學程,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),法國,歐洲,5,2,3,6,2,4
108,1,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),德意志聯邦共和國,歐洲,3,1,2,3,2,1
108,1,公立,一般大學,0002,國立清華大學,03111011,經濟學系,博士班,英國,歐洲,0,0,0,3,1,2
108,1,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,博士班,英國,歐洲,0,0,0,1,0,1
108,1,公立,一般大學,0002,國立清華大學,04212024,科技法律研究所,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
108,1,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,博士班,日本,其他亞洲地區,1,1,0,0,0,0
108,1,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,英國,歐洲,0,0,0,1,1,0
108,1,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,英國,歐洲,3,3,0,0,0,0
108,1,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
108,1,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),瑞典王國,歐洲,1,0,1,0,0,0
108,1,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,碩士班(日間),大陸地區,大陸地區,1,1,0,1,0,1
108,1,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,英國,歐洲,1,0,1,2,1,1
108,1,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,博士班,法國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,博士班,英國,歐洲,0,0,0,4,2,2
108,1,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,博士班,英國,歐洲,0,0,0,1,0,1
108,1,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,英國,歐洲,0,0,0,1,1,0
108,1,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,捷克共和國,歐洲,0,0,0,1,1,0
108,1,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
108,1,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,博士班,英國,歐洲,1,0,1,0,0,0
108,1,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,博士班,英國,歐洲,0,0,0,2,2,0
108,1,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,英國,歐洲,1,1,0,2,2,0
108,1,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,碩士班(日間),荷蘭王國,歐洲,1,0,1,3,1,2
108,1,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系國際學生學士班,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
108,1,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),香港,港澳,3,0,3,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),日本,其他亞洲地區,3,0,3,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),捷克共和國,歐洲,2,2,0,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),新加坡共和國,東協,1,0,1,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),香港,港澳,1,1,0,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,1,0
108,1,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),美國,北美洲,6,1,5,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),日本,其他亞洲地區,0,0,0,1,1,0
108,1,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),大陸地區,大陸地區,0,0,0,1,1,0
108,1,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),日本,其他亞洲地區,1,1,0,1,1,0
108,1,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
108,1,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,荷蘭王國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,博士班,德意志聯邦共和國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,碩士班(日間),美國,北美洲,0,0,0,1,0,1
108,1,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,法國,歐洲,0,0,0,2,2,0
108,1,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),美國,北美洲,2,1,1,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),法國,歐洲,0,0,0,1,1,0
108,1,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
108,1,公立,一般大學,0003,國立臺灣大學,07111077,高分子科學與工程學研究所,博士班,德意志聯邦共和國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,1,0
108,1,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,博士班,印度,南亞,0,0,0,1,1,0
108,1,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),西班牙王國,歐洲,0,0,0,1,1,0
108,1,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),義大利共和國,歐洲,0,0,0,2,2,0
108,1,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,博士班,法國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,碩士班(日間),越南社會主義共和國,東協,0,0,0,9,5,4
108,1,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,學士班(日間),香港,港澳,0,0,0,2,1,1
108,1,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
108,1,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,碩士班(日間),日本,其他亞洲地區,1,1,0,1,1,0
108,1,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
108,1,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,2,1,1
108,1,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,碩士班(日間),日本,其他亞洲地區,0,0,0,1,1,0
108,1,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,09199159,國際三校農業生技與健康醫療碩士學位學程,碩士班(日間),日本,其他亞洲地區,5,1,4,0,0,0
108,1,公立,一般大學,0003,國立臺灣大學,09199159,國際三校農業生技與健康醫療碩士學位學程,碩士班(日間),法國,歐洲,5,4,1,0,0,0
108,1,公立,一般大學,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0004,國立臺灣師範大學,02299045,歐洲文化與觀光研究所,碩士班(日間),法國,歐洲,2,0,2,0,0,0
108,1,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,博士班,大韓民國(南韓),其他亞洲地區,0,0,0,1,1,0
108,1,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),美國,北美洲,6,2,4,0,0,0
108,1,公立,一般大學,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,碩士班(日間),德意志聯邦共和國,歐洲,2,0,2,0,0,0
108,1,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,碩士班(日間),瑞典王國,歐洲,4,2,2,1,1,0
108,1,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,碩士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),馬來西亞,東協,0,0,0,4,1,3
108,1,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
108,1,公立,一般大學,0005,國立成功大學,04111120,會計學系,碩士班(日間),英國,歐洲,2,1,1,0,0,0
108,1,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,碩士班(日間),法國,歐洲,1,0,1,0,0,0
108,1,公立,一般大學,0005,國立成功大學,04131056,電信管理研究所,碩士班(日間),法國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0005,國立成功大學,04131056,電信管理研究所,碩士班(日間),英國,歐洲,6,1,5,0,0,0
108,1,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,碩士班(日間),澳大利亞,其他亞洲地區,4,3,1,0,0,0
108,1,公立,一般大學,0005,國立成功大學,04131122,經營管理碩士學位學程(AMBA),碩士班(日間),法國,歐洲,5,1,4,0,0,0
108,1,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,碩士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,碩士班(日間),法國,歐洲,2,1,1,0,0,0
108,1,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,碩士班(日間),英國,歐洲,2,1,1,0,0,0
108,1,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,碩士班(日間),法國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0005,國立成功大學,05411027,數學系,博士班,日本,其他亞洲地區,1,1,0,0,0,0
108,1,公立,一般大學,0005,國立成功大學,06131030,資訊管理研究所,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,1,0
108,1,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,碩士班(日間),德意志聯邦共和國,歐洲,4,4,0,0,0,0
108,1,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,碩士班(日間),德意志聯邦共和國,歐洲,10,9,1,0,0,0
108,1,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,碩士班(日間),法國,歐洲,0,0,0,2,1,1
108,1,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,碩士班(日間),英國,歐洲,2,0,2,0,0,0
108,1,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),印度尼西亞共和國,東協,0,0,0,12,6,6
108,1,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,2,0,2
108,1,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,碩士班(日間),英國,歐洲,1,0,1,0,0,0
108,1,公立,一般大學,0006,國立中興大學,04211023,法律學系,碩士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0006,國立中興大學,07141045,電機工程學系,博士班,大陸地區,大陸地區,0,0,0,3,2,1
108,1,公立,一般大學,0006,國立中興大學,07151050,機械工程學系,碩士班(日間),美國,北美洲,2,2,0,0,0,0
108,1,公立,一般大學,0006,國立中興大學,07321054,土木工程學系,博士班,美國,北美洲,1,1,0,0,0,0
108,1,公立,一般大學,0006,國立中興大學,08191083,土壤環境科學系,博士班,美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0006,國立中興大學,08193078,國際農企業學士學位學程,學士班(日間),紐西蘭,其他亞洲地區,2,1,1,0,0,0
108,1,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,學士班(日間),美國,北美洲,5,2,3,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,02299008,人文社會學系族群與文化碩士班,碩士班(日間),馬來西亞,東協,0,0,0,1,0,1
108,1,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系財務金融碩士班,碩士班(日間),美國,北美洲,2,1,1,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,碩士班(日間),荷蘭王國,歐洲,2,0,2,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,博士班,美國,北美洲,1,1,0,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,碩士班(日間),日本,其他亞洲地區,0,0,0,2,0,2
108,1,公立,一般大學,0007,國立陽明交通大學,05331040,物理研究所,碩士班(日間),越南社會主義共和國,東協,0,0,0,8,3,5
108,1,公立,一般大學,0007,國立陽明交通大學,06131022,資訊管理研究所,碩士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,0,1
108,1,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,學士班(日間),比利時王國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,07121076,環境工程研究所,博士班,法國,歐洲,3,2,1,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,學士班(日間),比利時王國,歐洲,2,2,0,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,博士班,美國,北美洲,1,1,0,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,07141051,電子工程學系,學士班(日間),比利時王國,歐洲,1,0,1,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,博士班,比利時王國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,2,1,1
108,1,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院博士班,博士班,馬來西亞,東協,0,0,0,1,1,0
108,1,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院博士班,博士班,印度,南亞,0,0,0,5,5,0
108,1,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院博士班,博士班,比利時王國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院碩士班,碩士班(日間),日本,其他亞洲地區,3,3,0,1,1,0
108,1,公立,一般大學,0007,國立陽明交通大學,07191075,工業工程與管理學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,3,1,2
108,1,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系,博士班,美國,北美洲,2,2,0,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系交通運輸碩士班,碩士班(日間),英國,歐洲,1,0,1,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系交通運輸碩士班,碩士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系物流管理碩士班,碩士班(日間),印度尼西亞共和國,東協,0,0,0,3,1,2
108,1,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系物流管理碩士班,碩士班(日間),荷蘭王國,歐洲,1,0,1,0,0,0
108,1,公立,一般大學,0008,國立中央大學,03111013,經濟學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,學士班(日間),美國,北美洲,2,2,0,0,0,0
108,1,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,碩士班(日間),美國,北美洲,1,1,0,0,0,0
108,1,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,碩士班(日間),法國,歐洲,0,0,0,2,2,0
108,1,公立,一般大學,0008,國立中央大學,06132002,網路學習科技研究所,碩士班(日間),印度尼西亞共和國,東協,0,0,0,6,2,4
108,1,公立,一般大學,0008,國立中央大學,07111069,化學工程與材料工程學系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0008,國立中央大學,07132066,能源工程研究所,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
108,1,公立,一般大學,0008,國立中央大學,07141055,電機工程學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
108,1,公立,一般大學,0008,國立中央大學,07141057,光電科學與工程學系,碩士班(日間),越南社會主義共和國,東協,0,0,0,2,1,1
108,1,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,4,3,1
108,1,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
108,1,公立,一般大學,0008,國立中央大學,07151064,機械工程學系光機電工程碩士班,碩士班(日間),日本,其他亞洲地區,0,0,0,1,1,0
108,1,公立,一般大學,0008,國立中央大學,07151064,機械工程學系光機電工程碩士班,碩士班(日間),瑞典王國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0008,國立中央大學,07193074,生醫科學與工程學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,2,1,1
108,1,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
108,1,公立,一般大學,0009,國立中山大學,01111001,教育研究所,博士班,比利時王國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0009,國立中山大學,03121011,政治學研究所,博士班,比利時王國,歐洲,2,2,0,0,0,0
108,1,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,碩士班(日間),法國,歐洲,1,1,0,0,0,0
108,1,公立,一般大學,0009,國立中山大學,04131021,企業管理學系企業管理碩士班,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
108,1,公立,一般大學,0009,國立中山大學,04131021,企業管理學系企業管理碩士班,碩士班(日間),法國,歐洲,4,2,2,0,0,0
108,1,公立,一般大學,0009,國立中山大學,04131021,企業管理學系企業管理碩士班,碩士班(日間),奧地利共和國,歐洲,2,0,2,0,0,0
108,1,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,0,1
108,1,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),法國,歐洲,7,2,5,8,4,4
108,1,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),奧地利共和國,歐洲,17,2,15,24,7,17
108,1,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),德意志聯邦共和國,歐洲,0,0,0,2,0,2
108,1,公立,一般大學,0009,國立中山大學,04131028,人力資源管理全英語碩士學位學程,碩士班(日間),法國,歐洲,2,1,1,0,0,0
108,1,公立,一般大學,0009,國立中山大學,04131028,人力資源管理全英語碩士學位學程,碩士班(日間),英國,歐洲,13,4,9,5,3,2
108,1,公立,一般大學,0009,國立中山大學,04131028,人力資源管理全英語碩士學位學程,碩士班(日間),奧地利共和國,歐洲,2,1,1,0,0,0
108,1,公立,一般大學,0009,國立中山大學,04131028,人力資源管理研究所,碩士班(日間),法國,歐洲,3,1,2,0,0,0
108,1,公立,一般大學,0009,國立中山大學,04134017,公共事務管理研究所,博士班,大陸地區,大陸地區,0,0,0,1,0,1
108,1,公立,一般大學,0009,國立中山大學,05111033,生物科學系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,0,1
108,1,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,碩士班(日間),大韓民國(南韓),其他亞洲地區,2,1,1,0,0,0
108,1,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,碩士班(日間),奧地利共和國,歐洲,3,2,1,0,0,0
108,1,公立,一般大學,0012,國立臺灣海洋大學,05323017,海洋生物研究所,博士班,日本,其他亞洲地區,1,1,0,0,0,0
108,1,公立,一般大學,0012,國立臺灣海洋大學,07122040,河海工程學系,碩士班(日間),大陸地區,大陸地區,0,0,0,8,4,4
108,1,公立,一般大學,0012,國立臺灣海洋大學,08311045,環境生物與漁業科學學系,博士班,日本,其他亞洲地區,2,0,2,0,0,0
108,1,公立,一般大學,0013,國立中正大學,03111017,經濟學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
108,1,公立,一般大學,0013,國立中正大學,04111032,會計與資訊科技學系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0013,國立中正大學,04131033,企業管理學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0014,國立高雄師範大學,01141005,體育學系,學士班(日間),大韓民國(南韓),其他亞洲地區,3,0,3,0,0,0
108,1,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0015,國立彰化師範大學,05331037,物理學系,學士班(日間),美國,北美洲,2,1,1,0,0,0
108,1,公立,一般大學,0015,國立彰化師範大學,06131050,資訊工程學系,碩士班(日間),美國,北美洲,1,1,0,0,0,0
108,1,公立,一般大學,0016,國立陽明大學,07193019,生醫光電研究所,博士班,法國,歐洲,0,0,0,1,1,0
108,1,公立,一般大學,0016,國立陽明大學,07193019,生醫光電研究所,碩士班(日間),德意志聯邦共和國,歐洲,2,2,0,0,0,0
108,1,公立,一般大學,0016,國立陽明大學,09121043,藥理學研究所,博士班,馬來西亞,東協,0,0,0,2,1,1
108,1,公立,一般大學,0017,國立臺北大學,04131019,國際企業研究所,碩士班(日間),美國,北美洲,1,1,0,0,0,0
108,1,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),瑞士聯邦,歐洲,2,0,2,0,0,0
108,1,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
108,1,公立,一般大學,0018,國立嘉義大學,03111034,應用經濟學系,學士班(日間),日本,其他亞洲地區,5,5,0,0,0,0
108,1,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,碩士班(日間),大陸地區,大陸地區,3,3,0,1,0,1
108,1,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,博士班,澳大利亞,其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
108,1,公立,一般大學,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),印度尼西亞共和國,東協,0,0,0,6,1,5
108,1,公立,一般大學,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,碩士班(日間),越南社會主義共和國,東協,0,0,0,2,0,2
108,1,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系,博士班,荷蘭王國,歐洲,3,0,3,0,0,0
