學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,參與競賽獲獎人次,學生論文出版及展演活動篇數(場數),學生論文出版及展演活動人次,在學學生出席國際會議人次
108,私立,技專校院,1078,致理學校財團法人致理科技大學,碩士在職專班,1,20,20,0
108,私立,一般大學,1079,康寧學校財團法人康寧大學,五專,89,2,5,0
108,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(日間),1,0,0,0
108,私立,一般大學,1079,康寧學校財團法人康寧大學,碩士班(日間),0,2,2,0
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,五專,103,0,0,0
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(日間),414,0,0,0
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(進修),84,0,0,0
108,私立,技專校院,1081,東方學校財團法人東方設計大學,五專,3,0,0,0
108,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(日間),3,0,0,0
108,私立,技專校院,1081,東方學校財團法人東方設計大學,碩士班(日間),2,0,0,0
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(日間),47,0,0,0
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,碩士班(日間),0,0,0,2
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(日間),1,0,0,0
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,五專,178,0,0,0
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(日間),205,0,0,0
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(進修),22,0,0,0
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,碩士班(日間),9,0,0,0
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(日間),9,0,0,0
108,私立,技專校院,1148,大漢技術學院,二專(進修),2,0,0,0
108,私立,技專校院,1148,大漢技術學院,學士班(日間),10,0,0,0
108,私立,技專校院,1148,大漢技術學院,學士班(進修),18,0,0,0
108,私立,技專校院,1159,和春技術學院,學士班(日間),13,0,0,0
108,私立,技專校院,1166,亞東技術學院,學士班(日間),134,8,15,0
108,私立,技專校院,1166,亞東技術學院,碩士班(日間),0,1,2,0
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),93,0,0,0
108,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),24,0,0,0
108,私立,技專校院,1182,蘭陽技術學院,五專,8,0,0,0
108,私立,技專校院,1182,蘭陽技術學院,學士班(日間),2,0,0,0
108,私立,技專校院,1183,黎明技術學院,五專,42,0,0,0
108,私立,技專校院,1183,黎明技術學院,學士班(日間),206,0,0,0
108,私立,技專校院,1183,黎明技術學院,學士班(進修),13,0,0,0
108,私立,技專校院,1185,經國管理暨健康學院,五專,4,0,0,0
108,私立,技專校院,1185,經國管理暨健康學院,學士班(日間),20,0,0,0
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(日間),0,4,4,0
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,碩士班(日間),0,1,1,0
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,博士班,0,0,0,1
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,碩士班(日間),0,4,2,0
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,博士班,0,5,3,0
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,188,9,23,2
108,私立,技專校院,1283,仁德醫護管理專科學校,五專,54,0,0,0
108,私立,技專校院,1284,樹人醫護管理專科學校,五專,93,10,31,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,五專,27,0,0,0
108,私立,技專校院,1286,耕莘健康管理專科學校,五專,75,0,0,0
108,私立,技專校院,1287,敏惠醫護管理專科學校,五專,171,0,0,0
108,私立,技專校院,1289,育英醫護管理專科學校,五專,80,0,0,0
108,私立,技專校院,1291,聖母醫護管理專科學校,五專,47,0,0,0
108,私立,技專校院,1292,新生醫護管理專科學校,五專,16,0,0,0
108,私立,技專校院,1293,崇仁醫護管理專科學校,五專,217,0,0,0
108,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),1,0,0,0
108,公立,一般大學,3002,臺北市立大學,學士班(日間),327,286,410,22
108,公立,一般大學,3002,臺北市立大學,碩士班(日間),27,41,41,17
108,公立,一般大學,3002,臺北市立大學,碩士在職專班,12,68,68,34
108,公立,一般大學,3002,臺北市立大學,博士班,6,37,37,4
109,公立,一般大學,0001,國立政治大學,學士班(日間),325,0,0,12
109,公立,一般大學,0001,國立政治大學,碩士班(日間),42,7,7,4
109,公立,一般大學,0001,國立政治大學,博士班,2,54,28,0
109,公立,一般大學,0002,國立清華大學,學士班(日間),251,10,15,6
109,公立,一般大學,0002,國立清華大學,碩士班(日間),181,139,310,93
109,公立,一般大學,0002,國立清華大學,博士班,94,206,415,63
109,公立,一般大學,0003,國立臺灣大學,學士班(日間),634,13,30,25
109,公立,一般大學,0003,國立臺灣大學,碩士班(日間),243,199,254,318
109,公立,一般大學,0003,國立臺灣大學,碩士在職專班,0,3,3,2
109,公立,一般大學,0003,國立臺灣大學,博士班,96,389,512,204
109,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),0,10,10,29
109,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),0,237,297,278
109,公立,一般大學,0004,國立臺灣師範大學,碩士在職專班,0,45,66,69
109,公立,一般大學,0004,國立臺灣師範大學,博士班,0,118,114,100
109,公立,一般大學,0005,國立成功大學,學士班(日間),156,8,9,35
109,公立,一般大學,0005,國立成功大學,碩士班(日間),181,243,276,283
109,公立,一般大學,0005,國立成功大學,碩士在職專班,0,2,2,28
109,公立,一般大學,0005,國立成功大學,博士班,70,395,386,164
109,公立,一般大學,0006,國立中興大學,學士班(日間),183,9,9,7
109,公立,一般大學,0006,國立中興大學,學士班(進修),26,0,0,0
109,公立,一般大學,0006,國立中興大學,碩士班(日間),60,110,129,63
109,公立,一般大學,0006,國立中興大學,碩士在職專班,3,4,4,0
109,公立,一般大學,0006,國立中興大學,博士班,34,140,142,19
109,公立,一般大學,0007,國立陽明交通大學,學士班(日間),53,4,7,5
109,公立,一般大學,0007,國立陽明交通大學,碩士班(日間),124,180,248,101
109,公立,一般大學,0007,國立陽明交通大學,碩士在職專班,0,0,0,9
109,公立,一般大學,0007,國立陽明交通大學,博士班,35,272,294,76
109,公立,一般大學,0008,國立中央大學,學士班(日間),84,22,31,0
109,公立,一般大學,0008,國立中央大學,碩士班(日間),23,606,813,176
109,公立,一般大學,0008,國立中央大學,碩士在職專班,2,0,0,0
109,公立,一般大學,0008,國立中央大學,博士班,20,303,379,4
109,公立,一般大學,0009,國立中山大學,學士班(日間),12,31,286,1
109,公立,一般大學,0009,國立中山大學,碩士班(日間),24,141,147,233
109,公立,一般大學,0009,國立中山大學,碩士在職專班,0,4,4,0
109,公立,一般大學,0009,國立中山大學,博士班,18,173,173,35
109,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),56,11,126,1
109,公立,一般大學,0012,國立臺灣海洋大學,碩士班(日間),37,108,129,51
109,公立,一般大學,0012,國立臺灣海洋大學,碩士在職專班,1,1,2,7
109,公立,一般大學,0012,國立臺灣海洋大學,博士班,5,64,67,5
109,公立,一般大學,0013,國立中正大學,學士班(日間),315,5,9,28
109,公立,一般大學,0013,國立中正大學,碩士班(日間),74,91,124,90
109,公立,一般大學,0013,國立中正大學,碩士在職專班,2,0,0,0
109,公立,一般大學,0013,國立中正大學,博士班,11,87,73,69
109,公立,一般大學,0014,國立高雄師範大學,學士班(日間),74,16,103,4
109,公立,一般大學,0014,國立高雄師範大學,碩士班(日間),20,126,120,40
109,公立,一般大學,0014,國立高雄師範大學,碩士在職專班,0,10,10,2
109,公立,一般大學,0014,國立高雄師範大學,博士班,5,47,35,10
109,公立,一般大學,0015,國立彰化師範大學,學士班(日間),258,4,43,15
109,公立,一般大學,0015,國立彰化師範大學,碩士班(日間),67,123,158,66
109,公立,一般大學,0015,國立彰化師範大學,碩士在職專班,0,18,18,25
109,公立,一般大學,0015,國立彰化師範大學,博士班,2,48,53,47
109,公立,一般大學,0017,國立臺北大學,學士班(日間),110,1,10,2
109,公立,一般大學,0017,國立臺北大學,碩士班(日間),8,0,0,9
109,公立,一般大學,0017,國立臺北大學,博士班,0,0,0,2
109,公立,一般大學,0018,國立嘉義大學,學士班(日間),66,13,14,24
109,公立,一般大學,0018,國立嘉義大學,學士班(進修),22,1,1,0
109,公立,一般大學,0018,國立嘉義大學,碩士班(日間),62,92,108,37
109,公立,一般大學,0018,國立嘉義大學,碩士在職專班,1,31,42,1
109,公立,一般大學,0018,國立嘉義大學,博士班,4,10,11,6
109,公立,一般大學,0019,國立高雄大學,學士班(日間),112,0,0,81
109,公立,一般大學,0019,國立高雄大學,碩士班(日間),3,12,13,34
109,公立,一般大學,0019,國立高雄大學,碩士在職專班,1,0,0,0
109,公立,一般大學,0020,國立東華大學,學士班(日間),71,10,221,129
109,公立,一般大學,0020,國立東華大學,碩士班(日間),26,44,76,66
109,公立,一般大學,0020,國立東華大學,碩士在職專班,1,0,0,0
109,公立,一般大學,0020,國立東華大學,博士班,4,15,13,9
109,公立,一般大學,0021,國立暨南國際大學,學士班(日間),193,15,25,166
109,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),9,53,50,31
109,公立,一般大學,0021,國立暨南國際大學,博士班,1,23,24,6
109,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),94,0,0,0
109,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),119,205,74,50
109,公立,技專校院,0022,國立臺灣科技大學,博士班,18,90,41,1
109,公立,技專校院,0023,國立雲林科技大學,學士班(日間),256,30,30,0
109,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),103,237,244,0
109,公立,技專校院,0023,國立雲林科技大學,碩士在職專班,1,14,25,0
109,公立,技專校院,0023,國立雲林科技大學,博士班,12,109,70,6
109,公立,技專校院,0024,國立屏東科技大學,學士班(日間),734,31,99,158
109,公立,技專校院,0024,國立屏東科技大學,學士班(進修),159,2,4,86
109,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),111,131,144,81
109,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,2,9,9,0
109,公立,技專校院,0024,國立屏東科技大學,博士班,6,37,38,27
109,公立,技專校院,0025,國立臺北科技大學,五專,3,0,0,0
109,公立,技專校院,0025,國立臺北科技大學,學士班(日間),100,118,114,165
109,公立,技專校院,0025,國立臺北科技大學,學士班(進修),11,2,9,0
109,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),99,175,194,92
109,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,2,1,1,0
109,公立,技專校院,0025,國立臺北科技大學,博士班,5,15,14,18
109,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),45,133,575,10
109,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),55,59,176,138
109,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,0,15,40,0
109,公立,一般大學,0028,國立臺北藝術大學,博士班,4,55,24,72
109,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),91,22,432,0
109,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),45,17,194,0
109,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),54,43,58,0
109,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,5,17,19,4
109,公立,一般大學,0029,國立臺灣藝術大學,博士班,1,38,53,14
109,公立,一般大學,0030,國立臺東大學,學士班(日間),375,38,191,46
109,公立,一般大學,0030,國立臺東大學,學士班(進修),1,3,11,0
109,公立,一般大學,0030,國立臺東大學,碩士班(日間),29,19,20,9
109,公立,一般大學,0030,國立臺東大學,碩士在職專班,1,25,25,2
109,公立,一般大學,0030,國立臺東大學,博士班,2,0,0,0
109,公立,一般大學,0031,國立宜蘭大學,學士班(日間),105,12,37,4
109,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),13,63,71,12
109,公立,一般大學,0031,國立宜蘭大學,博士班,0,1,1,0
109,公立,一般大學,0032,國立聯合大學,學士班(日間),184,58,234,72
109,公立,一般大學,0032,國立聯合大學,碩士班(日間),17,72,129,47
109,公立,一般大學,0032,國立聯合大學,博士班,2,0,0,0
109,公立,技專校院,0033,國立虎尾科技大學,五專,6,0,0,0
109,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),139,6,7,0
109,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),1,0,0,0
109,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),11,21,21,33
109,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,1,7,7,21
109,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),48,0,78,0
109,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),25,16,92,10
109,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,2,0,0,0
109,公立,一般大學,0035,國立臺南藝術大學,博士班,10,8,13,1
109,公立,一般大學,0036,國立臺南大學,學士班(日間),158,104,398,85
109,公立,一般大學,0036,國立臺南大學,碩士班(日間),36,33,62,15
109,公立,一般大學,0036,國立臺南大學,碩士在職專班,5,0,0,2
109,公立,一般大學,0036,國立臺南大學,博士班,9,20,20,5
109,公立,一般大學,0037,國立臺北教育大學,學士班(日間),70,1,1,0
109,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),25,50,56,77
109,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,7,22,26,18
109,公立,一般大學,0037,國立臺北教育大學,博士班,0,3,3,2
109,公立,一般大學,0039,國立臺中教育大學,學士班(日間),80,1,5,0
109,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),7,137,139,39
109,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,3,47,52,76
109,公立,一般大學,0039,國立臺中教育大學,博士班,0,24,24,24
109,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),30,5,5,0
109,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),0,1,1,0
109,公立,技專校院,0043,國立勤益科技大學,學士班(日間),142,14,15,0
109,公立,技專校院,0043,國立勤益科技大學,學士班(進修),1,0,0,0
109,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),44,71,82,2
109,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,0,9,9,0
109,公立,一般大學,0044,國立體育大學,學士班(日間),619,1,1,1
109,公立,一般大學,0044,國立體育大學,學士班(進修),1,0,0,0
109,公立,一般大學,0044,國立體育大學,碩士班(日間),46,38,40,16
109,公立,一般大學,0044,國立體育大學,碩士在職專班,0,3,3,0
109,公立,一般大學,0044,國立體育大學,博士班,4,24,28,3
109,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),61,0,0,0
109,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),6,19,11,47
109,公立,技專校院,0047,國立高雄餐旅大學,五專,10,0,0,0
109,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),160,0,0,0
109,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),12,0,0,0
109,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),5,21,21,9
109,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,0,3,3,0
109,公立,技專校院,0047,國立高雄餐旅大學,博士班,0,2,1,1
109,公立,一般大學,0048,國立金門大學,學士班(日間),51,1,1,0
109,公立,一般大學,0048,國立金門大學,碩士班(日間),0,1,1,0
109,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),478,0,0,0
109,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),84,12,10,3
109,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,1,1,1,3
109,公立,技專校院,0050,國立臺中科技大學,五專,97,0,0,0
109,公立,技專校院,0050,國立臺中科技大學,學士班(日間),223,28,80,110
109,公立,技專校院,0050,國立臺中科技大學,學士班(進修),6,0,0,0
109,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),11,8,22,0
109,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,0,6,7,0
109,公立,技專校院,0051,國立臺北商業大學,五專,8,0,0,0
109,公立,技專校院,0051,國立臺北商業大學,學士班(日間),119,3,3,0
109,公立,技專校院,0051,國立臺北商業大學,學士班(進修),0,3,9,0
109,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),25,21,21,16
109,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,0,5,5,0
109,公立,一般大學,0052,國立屏東大學,學士班(日間),380,20,84,224
109,公立,一般大學,0052,國立屏東大學,學士班(進修),1,0,0,0
109,公立,一般大學,0052,國立屏東大學,碩士班(日間),10,14,18,14
109,公立,一般大學,0052,國立屏東大學,碩士在職專班,0,37,39,30
109,公立,一般大學,0052,國立屏東大學,博士班,0,15,22,0
109,公立,技專校院,0053,國立高雄科技大學,五專,28,0,0,0
109,公立,技專校院,0053,國立高雄科技大學,學士班(日間),524,34,72,8
109,公立,技專校院,0053,國立高雄科技大學,學士班(進修),44,23,23,39
109,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),144,76,82,24
109,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,19,66,70,18
109,公立,技專校院,0053,國立高雄科技大學,博士班,5,37,43,8
109,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),1,0,0,0
109,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),68,0,0,0
109,公立,技專校院,0221,國立臺南護理專科學校,五專,224,5,11,0
109,公立,技專校院,0222,國立臺東專科學校,二專(日間),19,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,五專,4,0,0,0
109,私立,一般大學,1001,東海大學,學士班(日間),303,27,222,43
109,私立,一般大學,1001,東海大學,學士班(進修),2,0,0,0
109,私立,一般大學,1001,東海大學,碩士班(日間),35,70,134,10
109,私立,一般大學,1001,東海大學,碩士在職專班,0,7,10,4
109,私立,一般大學,1001,東海大學,博士班,1,18,21,9
109,私立,一般大學,1002,輔仁大學,學士班(日間),40,47,814,14
109,私立,一般大學,1002,輔仁大學,學士班(進修),0,2,56,0
109,私立,一般大學,1002,輔仁大學,碩士班(日間),6,228,315,86
109,私立,一般大學,1002,輔仁大學,博士班,0,12,12,0
109,私立,一般大學,1003,東吳大學,學士班(日間),431,29,32,4
109,私立,一般大學,1003,東吳大學,碩士班(日間),15,54,54,29
109,私立,一般大學,1003,東吳大學,碩士在職專班,6,13,13,5
109,私立,一般大學,1003,東吳大學,博士班,0,60,61,6
109,私立,一般大學,1004,中原大學,學士班(日間),301,5,7,1
109,私立,一般大學,1004,中原大學,碩士班(日間),62,57,65,29
109,私立,一般大學,1004,中原大學,碩士在職專班,2,0,0,1
109,私立,一般大學,1004,中原大學,博士班,9,48,51,23
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),369,2,4,65
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),3,0,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),28,97,97,134
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,3,18,18,24
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,13,57,58,57
109,私立,一般大學,1006,中國文化大學,學士班(日間),150,76,884,216
109,私立,一般大學,1006,中國文化大學,學士班(進修),3,0,7,0
109,私立,一般大學,1006,中國文化大學,碩士班(日間),6,97,123,37
109,私立,一般大學,1006,中國文化大學,碩士在職專班,0,47,47,28
109,私立,一般大學,1006,中國文化大學,博士班,7,30,24,17
109,私立,一般大學,1007,逢甲大學,學士班(日間),311,29,94,8
109,私立,一般大學,1007,逢甲大學,學士班(進修),16,0,0,0
109,私立,一般大學,1007,逢甲大學,碩士班(日間),33,239,309,67
109,私立,一般大學,1007,逢甲大學,碩士在職專班,1,2,5,0
109,私立,一般大學,1007,逢甲大學,博士班,5,140,147,52
109,私立,一般大學,1008,靜宜大學,學士班(日間),330,37,96,0
109,私立,一般大學,1008,靜宜大學,碩士班(日間),37,84,94,0
109,私立,一般大學,1008,靜宜大學,碩士在職專班,2,6,6,0
109,私立,一般大學,1008,靜宜大學,博士班,0,15,16,0
109,私立,一般大學,1009,長庚大學,學士班(日間),274,15,21,9
109,私立,一般大學,1009,長庚大學,碩士班(日間),4,56,70,41
109,私立,一般大學,1009,長庚大學,博士班,6,74,80,22
109,私立,一般大學,1010,元智大學,學士班(日間),447,45,184,121
109,私立,一般大學,1010,元智大學,碩士班(日間),55,128,205,162
109,私立,一般大學,1010,元智大學,碩士在職專班,2,1,6,5
109,私立,一般大學,1010,元智大學,博士班,11,159,186,105
109,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),141,20,57,20
109,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),0,0,2,1
109,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),19,62,65,7
109,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,1,22,22,3
109,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,2,22,22,8
109,私立,一般大學,1012,大葉大學,學士班(日間),368,9,18,14
109,私立,一般大學,1012,大葉大學,學士班(進修),37,0,0,0
109,私立,一般大學,1012,大葉大學,碩士班(日間),43,12,25,29
109,私立,一般大學,1012,大葉大學,碩士在職專班,0,1,2,6
109,私立,一般大學,1012,大葉大學,博士班,11,53,121,16
109,私立,一般大學,1013,華梵大學,學士班(日間),1,0,0,0
109,私立,一般大學,1013,華梵大學,碩士班(日間),1,1,4,0
109,私立,一般大學,1013,華梵大學,碩士在職專班,0,1,1,0
109,私立,一般大學,1013,華梵大學,博士班,1,0,4,0
109,私立,一般大學,1014,義守大學,學士班(日間),74,89,350,95
109,私立,一般大學,1014,義守大學,學士班(進修),0,8,14,8
109,私立,一般大學,1014,義守大學,碩士班(日間),0,49,80,53
109,私立,一般大學,1014,義守大學,博士班,2,41,45,29
109,私立,一般大學,1015,世新大學,學士班(日間),520,7,50,192
109,私立,一般大學,1015,世新大學,學士班(進修),8,1,26,1
109,私立,一般大學,1015,世新大學,碩士班(日間),7,29,29,50
109,私立,一般大學,1015,世新大學,碩士在職專班,1,3,3,17
109,私立,一般大學,1015,世新大學,博士班,0,37,37,12
109,私立,一般大學,1016,銘傳大學,學士班(日間),1073,209,640,1615
109,私立,一般大學,1016,銘傳大學,碩士班(日間),29,176,179,204
109,私立,一般大學,1016,銘傳大學,碩士在職專班,4,58,58,173
109,私立,一般大學,1016,銘傳大學,博士班,3,18,19,12
109,私立,一般大學,1017,實踐大學,學士班(日間),201,22,223,50
109,私立,一般大學,1017,實踐大學,學士班(進修),6,7,36,0
109,私立,一般大學,1017,實踐大學,碩士班(日間),3,5,36,0
109,私立,一般大學,1017,實踐大學,碩士在職專班,1,5,4,0
109,私立,技專校院,1018,朝陽科技大學,學士班(日間),289,3,12,0
109,私立,技專校院,1018,朝陽科技大學,碩士班(日間),8,78,96,18
109,私立,技專校院,1018,朝陽科技大學,碩士在職專班,0,4,5,0
109,私立,技專校院,1018,朝陽科技大學,博士班,2,17,17,6
109,私立,一般大學,1019,高雄醫學大學,學士班(日間),165,23,33,4
109,私立,一般大學,1019,高雄醫學大學,碩士班(日間),17,77,78,14
109,私立,一般大學,1019,高雄醫學大學,碩士在職專班,1,3,3,1
109,私立,一般大學,1019,高雄醫學大學,博士班,34,65,65,18
109,私立,一般大學,1020,南華大學,學士班(日間),124,0,0,97
109,私立,一般大學,1020,南華大學,碩士班(日間),16,2,2,29
109,私立,一般大學,1020,南華大學,碩士在職專班,0,0,0,2
109,私立,一般大學,1020,南華大學,博士班,0,4,4,0
109,私立,一般大學,1021,真理大學,學士班(日間),27,15,467,1
109,私立,一般大學,1021,真理大學,碩士班(日間),2,0,0,5
109,私立,一般大學,1022,大同大學,學士班(日間),80,51,89,2
109,私立,一般大學,1022,大同大學,碩士班(日間),5,43,63,24
109,私立,一般大學,1022,大同大學,博士班,2,47,55,11
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,11,0,0,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),973,0,5,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),2,0,0,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),36,0,26,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,16,0,0,0
109,私立,技專校院,1024,崑山科技大學,學士班(日間),209,8,8,0
109,私立,技專校院,1024,崑山科技大學,學士班(進修),15,0,0,0
109,私立,技專校院,1024,崑山科技大學,碩士班(日間),4,8,19,8
109,私立,技專校院,1024,崑山科技大學,博士班,0,5,9,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),130,1,1,111
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),33,0,0,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),6,7,7,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,2,2,2,0
109,私立,技專校院,1026,樹德科技大學,學士班(日間),925,144,436,0
109,私立,技專校院,1026,樹德科技大學,學士班(進修),100,1,1,0
109,私立,技專校院,1026,樹德科技大學,碩士班(日間),26,40,46,2
109,私立,技專校院,1026,樹德科技大學,碩士在職專班,0,64,68,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),33,4,5,6
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),23,29,29,5
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,3,27,27,4
109,私立,一般大學,1028,臺北醫學大學,學士班(日間),148,85,128,0
109,私立,一般大學,1028,臺北醫學大學,碩士班(日間),16,81,124,63
109,私立,一般大學,1028,臺北醫學大學,碩士在職專班,1,11,14,76
109,私立,一般大學,1028,臺北醫學大學,博士班,11,193,234,87
109,私立,一般大學,1029,中山醫學大學,學士班(日間),202,17,48,8
109,私立,一般大學,1029,中山醫學大學,碩士班(日間),8,47,56,0
109,私立,一般大學,1029,中山醫學大學,碩士在職專班,0,19,47,0
109,私立,一般大學,1029,中山醫學大學,博士班,2,85,91,1
109,私立,技專校院,1030,龍華科技大學,五專,52,0,0,0
109,私立,技專校院,1030,龍華科技大學,學士班(日間),283,0,0,0
109,私立,技專校院,1030,龍華科技大學,學士班(進修),3,0,0,0
109,私立,技專校院,1030,龍華科技大學,碩士班(日間),36,9,0,0
109,私立,技專校院,1030,龍華科技大學,碩士在職專班,5,0,0,0
109,私立,技專校院,1031,輔英科技大學,五專,9,0,0,0
109,私立,技專校院,1031,輔英科技大學,學士班(日間),45,1,8,8
109,私立,技專校院,1031,輔英科技大學,碩士班(日間),3,2,9,9
109,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),319,41,114,74
109,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),4,0,0,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),26,29,41,21
109,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,4,0,0,0
109,私立,一般大學,1033,長榮大學,學士班(日間),149,17,25,75
109,私立,一般大學,1033,長榮大學,學士班(進修),8,0,0,0
109,私立,一般大學,1033,長榮大學,碩士班(日間),8,13,13,0
109,私立,一般大學,1033,長榮大學,博士班,0,6,3,4
109,私立,技專校院,1034,弘光科技大學,五專,1,0,0,0
109,私立,技專校院,1034,弘光科技大學,學士班(日間),65,19,128,248
109,私立,技專校院,1034,弘光科技大學,學士班(進修),12,0,0,0
109,私立,技專校院,1034,弘光科技大學,碩士班(日間),6,36,41,13
109,私立,技專校院,1034,弘光科技大學,碩士在職專班,0,6,6,4
109,私立,技專校院,1034,弘光科技大學,博士班,0,2,2,1
