學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,專任教師平均每週授課時數-教授,專任教師平均每週授課時數-副教授,專任教師平均每週授課時數-助理教授,專任教師平均每週授課時數-講師,專任教師平均每週授課時數-其他教師
109,私立,一般大學,1050,佛光大學,03211028,傳播學系,0,7.62,9.36,0,0
109,私立,一般大學,1050,佛光大學,04131030,管理學系,8,8.17,7.50,0,0
109,私立,一般大學,1050,佛光大學,04134025,公共事務學系,8.17,7,9.67,0,0
109,私立,一般大學,1050,佛光大學,06134032,資訊應用學系,4.25,9.60,10,0,0
109,私立,一般大學,1050,佛光大學,10131036,健康與創意蔬食產業學系,4,13,10.67,7,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02112012,視覺傳達設計系,10,10.98,12.11,13.50,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02112013,多媒體動畫系,0,8,12.79,13.17,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02122010,時尚設計系,0,12,11.20,14.50,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02122046,漫畫學士學位學程,11,15,11,13,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02123014,商品設計系,0,8.83,12.14,12.08,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02124015,室內設計系,12,11.42,13.75,13.25,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02125042,服飾設計管理系,0,10.15,12.07,9.67,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02131001,美術系,10,11.63,11.95,14.67,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02151003,音樂系,10.75,12.55,12.20,14.50,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02151004,流行音樂學士學位學程,10,12,12,14,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02152005,舞蹈系,7,11.94,14.67,14,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02311009,應用英語系,0,10.80,13.25,15.50,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,04111018,會計資訊系,0,11.53,0,12.50,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,04121025,財務金融系,8,10.87,12.86,13.59,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,04131021,企業管理系,15,12.48,10.46,19.33,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,04141023,國際企業經營系,5,14.88,14.04,14,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,04161047,連鎖加盟經營管理學士學位學程,0,0,9.59,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,06131027,資訊管理系,0,10.66,14.17,11.08,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,09221029,幼兒保育系,0,11.38,14.06,13,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10111038,生活服務產業系,8.33,11.11,0,12.50,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10121044,美容造型設計系,8,13.42,14.49,15.43,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10131030,旅館管理系,7,9.63,13.64,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10131031,餐旅管理學位學程,0,0,13.42,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10131032,餐飲系,0,12.19,13.57,17.61,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10152033,運動休閒與健康管理系,0,9.40,14.38,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,10152034,養生休閒管理學位學程,0,10.05,12.67,0,0
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,99999Z03,軍訓室,0,0,0,0,1.67
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,99999Z05,師資培育中心,5,7,11.67,0,0
109,私立,技專校院,1052,遠東科技大學,02112038,數位媒體設計系,0,13,19,31.33,0
109,私立,技專校院,1052,遠東科技大學,02122004,多媒體與遊戲發展管理系,0,13,18.33,6,0
109,私立,技專校院,1052,遠東科技大學,02123005,工業設計系,12.50,13,12.50,0,0
109,私立,技專校院,1052,遠東科技大學,02123042,創新商品設計與創業管理系,6.20,10.60,26,27,0
109,私立,技專校院,1052,遠東科技大學,02151036,流行音樂產業管理系,0,14.50,8.67,18.50,0
109,私立,技專校院,1052,遠東科技大學,04131007,企業管理系,2,15,18.90,0,0
109,私立,技專校院,1052,遠東科技大學,04132011,行銷與流通管理系,7.67,7,18.20,0,0
109,私立,技專校院,1052,遠東科技大學,06121020,資訊工程系,0,6,14.17,12,0
109,私立,技專校院,1052,遠東科技大學,07132030,材料與能源工程系,0,9,0,0,0
109,私立,技專校院,1052,遠東科技大學,07132035,冷凍空調與能源系,13.50,13,19.67,20,0
109,私立,技專校院,1052,遠東科技大學,07141017,電機工程系,15.50,14,16,0,0
109,私立,技專校院,1052,遠東科技大學,07141021,電子與光電應用工程系,0,0,10,0,0
109,私立,技專校院,1052,遠東科技大學,07151022,機械工程系,10.75,12.17,14.50,0,0
109,私立,技專校院,1052,遠東科技大學,07162039,飛機修護系,0,9,15.67,0,0
109,私立,技專校院,1052,遠東科技大學,10121034,化妝品應用與管理系,0,12.50,12.67,16,0
109,私立,技專校院,1052,遠東科技大學,10131002,觀光英語系,0,11,0,15.33,0
109,私立,技專校院,1052,遠東科技大學,10131031,餐飲管理系,10.33,19.57,19,25.17,0
109,私立,技專校院,1052,遠東科技大學,10151032,旅遊事業管理系,0,12,19.33,16.50,0
109,私立,技專校院,1052,遠東科技大學,10152033,休閒運動管理系,0,9.67,11.40,15,0
109,私立,技專校院,1052,遠東科技大學,10152033,休閒運動管理碩士學位學程,0,12,4,0,0
109,私立,技專校院,1052,遠東科技大學,99999Z01,通識教育中心,2.25,11.13,0,13.50,11
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,02122044,茶陶文創碩士學位學程,0,7,15,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,02122044,茶陶文創學士學位學程,0,0,0,12,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,02311041,應用外語系,0,10.25,11,13.10,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,04131003,企業管理系,0,13.67,13.83,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,04133007,醫務管理系,6.67,7.33,12.75,13.50,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,06131012,資訊管理系,6,18.49,17.83,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,06134013,行動科技應用系,0,25,14.05,22,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,07121015,環境工程衛生系,4.84,8.99,11.36,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,07193016,生物醫學工程系,8,14.32,11.71,17.92,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,07211019,食品科學系,10.61,13.07,17.22,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,08112042,寵物保健學士學位學程,0,0,11.50,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09131022,護理系,6.40,9.98,12.77,13.08,15.55
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09141027,醫學檢驗生物技術系,8.63,9.68,11.99,11.45,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09141029,視光系,0,10.67,9,14.83,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09141030,醫學影像暨放射技術系,5,9.33,11.90,15,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09161034,生物科技暨製藥技術系,6.73,12.13,14.35,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,09211035,高齡福祉事業管理學士學位學程,0,0,11,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,10131036,餐飲管理系,0,13.67,15.80,12.50,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,10151037,觀光與休閒管理系,0,10.50,11.94,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,10152038,健康休閒管理系,0,13,13.88,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,99999Z01,通識(教育)中心,0,10,10.67,0,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,99999Z03,軍訓教官,0,0,0,0,8
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,99999Z07,體育室,0,5,11,6,0
109,私立,技專校院,1054,景文科技大學,02112005,視覺傳達設計學系,0,11.67,13.17,15,0
109,私立,技專校院,1054,景文科技大學,02311001,應用外語系,9,7.67,11.14,14.33,0
109,私立,技專校院,1054,景文科技大學,04111011,理財與稅務規劃系,10,9,10.33,13.50,0
109,私立,技專校院,1054,景文科技大學,04121009,財務金融(學)系,0,10,12.50,4,0
109,私立,技專校院,1054,景文科技大學,04131007,企業管理(學)系,8,9.83,12,12.33,0
109,私立,技專校院,1054,景文科技大學,04132014,行銷與流通管理系,0,11.14,14,13,0
109,私立,技專校院,1054,景文科技大學,04141008,國際貿易(學)系,13,10.25,11.50,14,0
109,私立,技專校院,1054,景文科技大學,04191029,會議展覽管理學士學位學程,0,0,0,13.50,0
109,私立,技專校院,1054,景文科技大學,05299028,環境科技與物業管理系,8,0,11,0,0
109,私立,技專校院,1054,景文科技大學,06131030,行動商務與多媒體應用系,2,9.50,10,11.50,0
109,私立,技專校院,1054,景文科技大學,07141017,資訊工程學系,0,5,10,12.33,0
109,私立,技專校院,1054,景文科技大學,07141018,電腦與通訊系,8.33,7.50,10.25,0,0
109,私立,技專校院,1054,景文科技大學,10131019,旅館管理系,6,10.50,12.86,14,0
109,私立,技專校院,1054,景文科技大學,10131020,餐飲管理學系,6,9,14.36,8,0
109,私立,技專校院,1054,景文科技大學,10141031,電競產業經營學士學位學程,0,3,11,0,0
109,私立,技專校院,1054,景文科技大學,10151023,旅遊管理系,11,11.75,13.80,13,0
109,私立,技專校院,1054,景文科技大學,99999Z03,軍訓教官,0,0,0,0,2
109,私立,技專校院,1055,中華醫事科技大學,04133002,醫務暨健康事業管理系,0,9,9.83,14,0
109,私立,技專校院,1055,中華醫事科技大學,05121005,生物醫學保健科,0,9,11.67,11,0
109,私立,技專校院,1055,中華醫事科技大學,05121006,生物醫學研究所,12,7.40,13,0,0
109,私立,技專校院,1055,中華醫事科技大學,05191017,食品營養系,8.67,11.44,8.67,11.33,0
109,私立,技專校院,1055,中華醫事科技大學,06131003,數位設計與資訊管理系,0,13,11.83,0,0
109,私立,技專校院,1055,中華醫事科技大學,07121009,環境與安全衛生工程系,3,12,10.50,12,0
109,私立,技專校院,1055,中華醫事科技大學,07199015,製藥工程系,0,10.67,11.33,12,0
109,私立,技專校院,1055,中華醫事科技大學,09131018,護理系,6,10.51,12.09,10.73,2.88
109,私立,技專校院,1055,中華醫事科技大學,09141021,醫學檢驗生物技術系,10.75,11.63,13.25,17,0
109,私立,技專校院,1055,中華醫事科技大學,09141022,視光系,11,7.86,9.33,2,0
109,私立,技專校院,1055,中華醫事科技大學,09153031,語言治療系,10,10,8.40,11,0
109,私立,技專校院,1055,中華醫事科技大學,09171016,調理保健技術系,0,8,10.80,15,0
109,私立,技專校院,1055,中華醫事科技大學,09191013,職業安全衛生系,10,10.75,13.50,0,0
109,私立,技專校院,1055,中華醫事科技大學,09199019,長期照顧經營管理系,0,12.50,12,7,0
109,私立,技專校院,1055,中華醫事科技大學,09221024,幼兒保育系,0,10.25,10.50,12.33,0
109,私立,技專校院,1055,中華醫事科技大學,10121027,化妝品應用與管理系,11,11.50,12,0,0
109,私立,技專校院,1055,中華醫事科技大學,10131025,餐旅管理系,3,11.33,13.60,13,0
109,私立,技專校院,1055,中華醫事科技大學,10152026,運動健康與休閒系,7,8,10.57,0,0
109,私立,技專校院,1055,中華醫事科技大學,10199028,寵物美容學士學位學程,0,12,0,16,0
109,私立,技專校院,1055,中華醫事科技大學,10199029,寵物照護與美容科,0,11,14,12,0
109,私立,技專校院,1055,中華醫事科技大學,10221032,消防安全學士學位學程,0,12.50,0,0,0
109,私立,技專校院,1055,中華醫事科技大學,99999Z03,軍訓教官,0,0,0,0,6
109,私立,技專校院,1056,東南科技大學,02111003,數位媒體設計系,0,10.55,11.23,17.06,2
109,私立,技專校院,1056,東南科技大學,02112041,數位遊戲設計系,0,10.83,10.28,7.24,0
109,私立,技專校院,1056,東南科技大學,02123004,創意產品設計系,0,11.16,11.20,15.03,0
109,私立,技專校院,1056,東南科技大學,02124005,室內設計系,3.26,7,17,14.75,0
109,私立,技專校院,1056,東南科技大學,02152001,表演藝術系,0,12,9.80,9.67,0
109,私立,技專校院,1056,東南科技大學,02311002,應用英語(文)系,0,9,11.50,13,0
109,私立,技專校院,1056,東南科技大學,04131006,企業管理(學)系,0,0,10,13.67,0
109,私立,技專校院,1056,東南科技大學,04132007,行銷與流通管理系,0,9,6.50,12,0
109,私立,技專校院,1056,東南科技大學,04199008,產業經營管理研究所,6.50,8.83,12,0,0
109,私立,技專校院,1056,東南科技大學,06131009,資訊科技系,0,11,7.50,14,0
109,私立,技專校院,1056,東南科技大學,07132018,能源與冷凍空調工程系,7.25,10.83,11.13,12,0
109,私立,技專校院,1056,東南科技大學,07141011,電機工程(學)系,7.06,11.59,14,15.49,0
109,私立,技專校院,1056,東南科技大學,07141012,電子工程(學)系,10,11.73,16.54,16.24,0
109,私立,技專校院,1056,東南科技大學,07151013,機械工程(學)系,12.54,13.18,12.71,17.10,0
109,私立,技專校院,1056,東南科技大學,07321015,營建與空間設計系,10.83,10.46,11.90,11,0
109,私立,技專校院,1056,東南科技大學,10131019,餐旅管理系,0,13.73,14.16,15.84,0
109,私立,技專校院,1056,東南科技大學,10151042,觀光系,3.10,10.33,12.05,15.90,0
109,私立,技專校院,1056,東南科技大學,10152021,休閒事業管理系,0,10.02,13.04,0,0
109,私立,技專校院,1057,德明財經科技大學,02112002,多媒體設計系,8,11,11.56,9.43,0
109,私立,技專校院,1057,德明財經科技大學,02311001,應用外語系,0,10.89,10.27,14.42,0
109,私立,技專校院,1057,德明財經科技大學,04111003,會計資訊系,0,10.29,9.67,12,0
109,私立,技專校院,1057,德明財經科技大學,04121008,財務金融系(含財務金融系理財與稅務管理碩士班),11,9.67,13.14,11.25,0
109,私立,技專校院,1057,德明財經科技大學,04122012,財政稅務系,0,10.29,12.95,12.19,0
109,私立,技專校院,1057,德明財經科技大學,04123023,風險管理與財富規劃系,5.25,5,11.33,10.63,0
109,私立,技專校院,1057,德明財經科技大學,04131006,企業管理系(科),11.22,12.25,11.13,14.25,0
109,私立,技專校院,1057,德明財經科技大學,04132014,流通管理系(含碩士班),9,12.23,12.61,12.30,0
109,私立,技專校院,1057,德明財經科技大學,04141007,國際貿易系,0,10.81,13.94,13,0
109,私立,技專校院,1057,德明財經科技大學,04143013,行銷管理系(含碩士班、碩士在職專班),10.49,12.02,9.10,10.93,0
109,私立,技專校院,1057,德明財經科技大學,04199017,不動產投資與經營學位學程,13.13,13.50,0,0,0
109,私立,技專校院,1057,德明財經科技大學,04199018,連鎖加盟經營管理學位學程,0,10.01,11.87,0,0
109,私立,技專校院,1057,德明財經科技大學,06131019,資訊科技系,0,9.27,9.60,0,0
109,私立,技專校院,1057,德明財經科技大學,06131021,資訊管理系(含碩士在職專班),6.50,10.65,12.39,13.08,0
109,私立,技專校院,1057,德明財經科技大學,99999Z01,通識教育中心,0,11,12,12.78,0
109,私立,技專校院,1057,德明財經科技大學,99999Z07,體育室,11,10,12.29,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,,通識教育中心,0,3,0,0,3
109,私立,一般大學,1058,明道學校財團法人明道大學,01115001,課程與教學研究所,0,7.50,10.67,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,02111010,數位設計學系,0,7,9.58,14,0
109,私立,一般大學,1058,明道學校財團法人明道大學,02122008,人文設計學院設計及規劃碩士班,4,0,10,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,02125007,時尚造形學系,0,12.99,14.45,9.80,0
109,私立,一般大學,1058,明道學校財團法人明道大學,02299043,中華文化與傳播學系,5.50,10.67,11.60,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,02311044,應用外語學系,7,12,10.33,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,04131013,企業管理學系,4.50,9.92,11.99,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,04131019,商管學院企業高階管理碩士班EMBA,0,12.60,14,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,06111012,資訊傳播學系,9.40,0,10.75,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,07112032,材料與能源工程學系,6.99,10.39,10.27,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,07312035,景觀與環境設計學系,0,5,7.67,12.17,0
109,私立,一般大學,1058,明道學校財團法人明道大學,08111037,精緻農業學系,11,7.25,14.10,0,0
109,私立,一般大學,1058,明道學校財團法人明道大學,10131039,餐旅管理學系,0,9,9.67,12,0
109,私立,一般大學,1058,明道學校財團法人明道大學,10152040,休閒保健學系,12,9,8.30,0,0
109,私立,技專校院,1060,南開科技大學,02122003,文化創意與設計系,0,10.60,11,15,0
109,私立,技專校院,1060,南開科技大學,02311001,應用外語系,0,11.67,12.50,13.50,0
109,私立,技專校院,1060,南開科技大學,04131004,企業管理(學)系,0,12,14.75,18,0
109,私立,技專校院,1060,南開科技大學,04143007,行銷與流通管理系,3,13.67,14.50,0,0
109,私立,技專校院,1060,南開科技大學,06131011,資訊管理(學)系,10,12,15,0,0
109,私立,技專校院,1060,南開科技大學,06132012,多媒體動畫應用系,13,10.67,12.50,0,0
109,私立,技專校院,1060,南開科技大學,06134014,數位生活創意系,0,0,15,0,0
109,私立,技專校院,1060,南開科技大學,07141016,電子工程(學)系,11.50,16,13,0,0
109,私立,技專校院,1060,南開科技大學,07141021,電機與資訊技術系,13,16.17,15,15.50,0
109,私立,技專校院,1060,南開科技大學,07151018,自動化(控制)工程系,12.75,13.67,14,13,0
109,私立,技專校院,1060,南開科技大學,07151023,機械工程(學)系,11,11.90,17,0,0
109,私立,技專校院,1060,南開科技大學,07191008,工業管理系,15,0,17,15,0
109,私立,技專校院,1060,南開科技大學,07199Y53,電資學院,0,12,0,0,0
109,私立,技專校院,1060,南開科技大學,09211028,福祉科技與服務管理系,7,13.50,13.67,0,0
109,私立,技專校院,1060,南開科技大學,10131030,餐飲管理系,0,14.33,15.17,15,0
109,私立,技專校院,1060,南開科技大學,10131033,休閒事業管理系,14,13,14,0,0
109,私立,技專校院,1060,南開科技大學,10151032,數位旅遊管理系,13,14.67,20,0,0
109,私立,技專校院,1060,南開科技大學,99999Z01,通識(教育)中心,0,12,16.50,16.50,0
109,私立,技專校院,1060,南開科技大學,99999Z03,軍訓室,0,0,0,0,1.50
109,私立,技專校院,1061,中華學校財團法人中華科技大學,02122002,文創與數位多媒體系,0,6,13.50,14.50,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,04131003,企業管理系,6,11.33,16.33,19,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,04132036,行銷與流通管理系,0,0,19.75,15.50,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,05121010,生物科技系,10,3,14,13,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,06131012,資訊管理系,0,11,14.33,12.50,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,06133001,遊戲系統創新設計系,0,12.67,12.75,14.50,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,07141013,電機工程系,9,13.50,0,17.33,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,07141014,電子工程系,0,14,13.50,20.50,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,07151017,機械工程系,13.50,13.80,14,15,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,07162015,航空電子系,0,8,11.50,16.67,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,07162019,航空機械系,11,13.33,13.29,13.39,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,07211028,食品科學系,0,11.50,10.25,10,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,07311025,建築系,10,13.25,13.50,17,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,07321021,土木工程系,0,11,13.75,15,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,10131029,餐飲管理系,0,12.50,15.33,14.75,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,10151035,觀光事業系,0,0,12,13.40,3.33
109,私立,技專校院,1061,中華學校財團法人中華科技大學,10413033,航空服務管理系,9,12.50,12.40,11.33,0
109,私立,技專校院,1062,僑光科技大學,02122004,生活創意設計系,0,12.20,12.80,12.50,0
109,私立,技專校院,1062,僑光科技大學,02123005,電腦輔助工業設計系,11,9,11.14,12,0
109,私立,技專校院,1062,僑光科技大學,02311003,應用英語系,0,10.50,12,13,0
109,私立,技專校院,1062,僑光科技大學,04121013,財務金融系,6,11,10.25,10,0
109,私立,技專校院,1062,僑光科技大學,04131009,企業管理系,7.06,9.63,12.44,10,0
109,私立,技專校院,1062,僑光科技大學,04132016,行銷與流通管理系,0,10.30,11.30,12.50,0
109,私立,技專校院,1062,僑光科技大學,04141011,國際貿易系,8.50,11.29,10.33,0,0
109,私立,技專校院,1062,僑光科技大學,04212018,財經法律系,6,9.60,9.75,4,0
109,私立,技專校院,1062,僑光科技大學,06131019,資訊科技系,4,8.33,10.89,12,0
109,私立,技專校院,1062,僑光科技大學,06133021,多媒體與遊戲設計系,0,8.75,11.22,0,0
109,私立,技專校院,1062,僑光科技大學,10131024,餐飲管理系,0,11.44,11.60,12,0
109,私立,技專校院,1062,僑光科技大學,10131025,旅館與會展管理系,8,9.50,10.33,12.75,0
109,私立,技專校院,1062,僑光科技大學,10151026,觀光與休閒事業管理系,6,10.13,11.22,11.60,0
109,私立,技專校院,1062,僑光科技大學,99999Z01,通識教育中心,0,11,10.67,12.64,0
109,私立,技專校院,1062,僑光科技大學,99999Z03,軍訓教官,0,0,0,0,2.40
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,02122007,時尚造型設計系,0,6.51,14.65,13.96,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,02311005,應用日語系,6,0,8.67,9.67,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,04143022,行銷與流通管理系,0,13.42,12.37,11,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,06111032,物聯網工程與應用學士學位學程,0,4.51,12.48,0,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,06131024,資訊管理系,9.56,11.29,7.33,11.34,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,06133026,多媒體與遊戲設計系,0,12.95,10.22,11.43,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,09221028,幼兒保育系,6.22,13.59,13.59,0,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,09231027,健康照顧社會工作系,7,10.93,17.61,17.24,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10131029,餐旅經營系,0,12.43,11.70,5.50,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10151038,觀光休閒管理系,2,11.04,11.84,18.19,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10152030,休閒運動管理系,0,9.84,13.57,12.02,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,99999Z01,通識教育中心,0,0,9,20,15
109,私立,技專校院,1064,美和學校財團法人美和科技大學,02299002,文化創意系,12,0,13.33,12,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,04131004,企業管理系,0,11.08,11.57,10.95,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,04133007,健康事業管理系,10,10.80,11.70,16.15,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,05121008,生物科技系,0,8,11.60,10,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,05191012,食品營養系,8,12.33,11.33,15,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,06121011,資訊管理系,0,10.67,11.67,0,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,06131010,資訊科技系,0,12.50,12.75,13.50,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,09131013,護理系,3.50,10.20,10.95,13,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,09131013,護理科,0,0,11,14,12.81
109,私立,技專校院,1064,美和學校財團法人美和科技大學,09231016,社會工作系,0,13,10.72,15.50,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,10121021,美容系,0,9,16.50,16.50,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,10131018,餐旅管理系,0,10.50,11,13,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,10151019,觀光系,0,10.50,12.17,17,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,10152020,運動與休閒管理系,4.50,11.35,0,0,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,99999Z03,軍訓教官,0,0,0,0,6
109,私立,技專校院,1065,吳鳳科技大學,01121023,幼兒保育系,0,10.35,14.25,14.50,0
109,私立,技專校院,1065,吳鳳科技大學,02112005,應用數位媒體系,5,10.75,12,12.67,0
109,私立,技專校院,1065,吳鳳科技大學,02311003,應用日語系,0,8,10,15,0
109,私立,技專校院,1065,吳鳳科技大學,04132011,行銷與流通管理系,0,14.50,11.67,16,0
109,私立,技專校院,1065,吳鳳科技大學,04199013,安全科技與管理系,0,13.50,12,16,0
109,私立,技專校院,1065,吳鳳科技大學,06131018,資訊工程系,0,0,0,14,0
109,私立,技專校院,1065,吳鳳科技大學,07141016,電機工程系,15,11.75,10,16,0
109,私立,技專校院,1065,吳鳳科技大學,07151019,機械工程系,2,12.60,0,18.33,0
109,私立,技專校院,1065,吳鳳科技大學,07161030,車輛科技與經營管理系,0,12,11,20,0
109,私立,技專校院,1065,吳鳳科技大學,09131022,長期照護系,4,9.67,14,16,0
109,私立,技專校院,1065,吳鳳科技大學,10121028,美容美髮造型設計系,0,9,12,16.85,0
109,私立,技專校院,1065,吳鳳科技大學,10131024,餐旅管理系,0,12,12.88,15.75,0
109,私立,技專校院,1065,吳鳳科技大學,10151025,觀光休閒管理系,0,10.67,17,19.50,0
109,私立,技專校院,1065,吳鳳科技大學,10152027,休閒遊憩與運動管理系,16,15.83,14,18,0
109,私立,技專校院,1065,吳鳳科技大學,10321029,消防系,8,12.67,12.67,16.25,0
109,私立,技專校院,1065,吳鳳科技大學,99999Z03,軍訓室,0,0,0,0,3.50
109,私立,技專校院,1066,環球學校財團法人環球科技大學,02111038,數位媒體與產品設計系,0,10,11.10,12.50,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,02112003,視覺傳達設計系,5.26,7.84,9.63,7.14,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,02311001,應用外語系,0,11.20,12.53,13.07,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,04121037,東南亞經貿與數位金融管理學士學位學程,0,6,0,7,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,04131011,企業管理系,0,13.32,7.88,10,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,04134006,公共事務管理研究所碩士在職專班,3,8.50,10,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,04143021,行銷管理系,0,10.63,14.04,14.75,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,06131035,資訊與電子商務管理系,8,9.50,12.20,9,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,07211024,生物技術系,0,13,12.67,10,0
