學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,專任教師平均每週授課時數-教授,專任教師平均每週授課時數-副教授,專任教師平均每週授課時數-助理教授,專任教師平均每週授課時數-講師,專任教師平均每週授課時數-其他教師
107,私立,一般大學,1015,世新大學,04212039,智慧財產暨傳播科技法律研究所,11,8.83,12,0,0
107,私立,一般大學,1015,世新大學,06131028,資訊管理學系,10.14,11.75,13.50,10.33,0
107,私立,一般大學,1015,世新大學,10151029,觀光學系,7.88,10.65,11,0,0
107,私立,一般大學,1016,銘傳大學,,英語教學中心,0,10,11,12.62,0
107,私立,一般大學,1016,銘傳大學,,軍訓室,0,0,0,0,2
107,私立,一般大學,1016,銘傳大學,,師資培育中心,6,9,8,0,0
107,私立,一般大學,1016,銘傳大學,,通識教育中心,5,10,10.67,0,0
107,私立,一般大學,1016,銘傳大學,,體育室,11,11,12,11.50,0
107,私立,一般大學,1016,銘傳大學,01111052,教育研究所,5.56,8.33,11.33,0,0
107,私立,一般大學,1016,銘傳大學,01131042,華語文教學學系,8,10.75,9.63,0,0
107,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,0,10,10.17,12.33,0
107,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,8.50,11.40,10,9.50,0
107,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,7,11.50,12,0,0
107,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,7,9.38,9.80,11.50,0
107,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,0,10.92,10.17,12.50,0
107,私立,一般大學,1016,銘傳大學,02322002,應用中國文學系,7,10.29,10.67,0,0
107,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,12,8,10,0,0
107,私立,一般大學,1016,銘傳大學,03131054,諮商與工商心理學系,12,10.20,8,0,0
107,私立,一般大學,1016,銘傳大學,03141088,犯罪防治學系,5.33,10.67,11,0,0
107,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,0,0,9.33,0,0
107,私立,一般大學,1016,銘傳大學,03212046,新聞學系,11,9.50,8.50,0,0
107,私立,一般大學,1016,銘傳大學,03213047,廣播電視學系,0,10,9.75,7,0
107,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理學系,8,10.17,9.56,0,0
107,私立,一般大學,1016,銘傳大學,04111032,會計學系,10.50,10.77,11.67,0,0
107,私立,一般大學,1016,銘傳大學,04121020,財務金融學系,4.40,9.50,9.75,0,0
107,私立,一般大學,1016,銘傳大學,04121059,經濟與金融學系,6.50,8.71,9.40,0,0
107,私立,一般大學,1016,銘傳大學,04123056,風險管理與保險學系,9.67,10.67,9.50,12,0
107,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,0,10,7.10,0,0
107,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,7.68,11.67,10.85,0,0
107,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,8.25,9.45,9.75,0,0
107,私立,一般大學,1016,銘傳大學,04133022,醫療資訊與管理學系,7.02,11,10.67,10,0
107,私立,一般大學,1016,銘傳大學,04134006,公共事務學系,6,10.50,8,0,0
107,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系,0,9.75,10,0,0
107,私立,一般大學,1016,銘傳大學,04199027,時尚創意管理學士學位學程,0,0,12,0,0
107,私立,一般大學,1016,銘傳大學,04199089,金融科技應用學士學位學程,0,0,9,0,0
107,私立,一般大學,1016,銘傳大學,04211039,法律學系,5.80,11,9.50,0,0
107,私立,一般大學,1016,銘傳大學,04212024,財金法律學系,6.29,9.33,0,0,0
107,私立,一般大學,1016,銘傳大學,05121009,生物科技學系,7.31,9.92,9.63,0,0
107,私立,一般大學,1016,銘傳大學,05421079,應用統計與資料科學學系,8,9.25,10.25,0,0
107,私立,一般大學,1016,銘傳大學,06131045,資訊管理學系,8.33,9.38,9.45,10,13
107,私立,一般大學,1016,銘傳大學,06132078,資訊傳播工程學系,8,9.40,9,11.50,0
107,私立,一般大學,1016,銘傳大學,06134050,電腦與通訊工程學系,12,10.67,10,0,0
107,私立,一般大學,1016,銘傳大學,06134068,資訊科技應用學士學位學程,9,0,6.50,0,0
107,私立,一般大學,1016,銘傳大學,07141025,電子工程學系,8,9.60,10.50,0,0
107,私立,一般大學,1016,銘傳大學,07141029,資訊工程學系,9.33,10.14,10,14,0
107,私立,一般大學,1016,銘傳大學,07193043,生物醫學工程學系,9.17,8.17,9,0,0
107,私立,一般大學,1016,銘傳大學,07311026,建築學系,9,9.38,8.20,0,0
107,私立,一般大學,1016,銘傳大學,07313048,都市規劃與防災學系,7.67,9.50,9.50,0,0
107,私立,一般大學,1016,銘傳大學,10131044,餐旅管理學系,8,8.25,11,0,0
107,私立,一般大學,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,0,0,8,0,0
107,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,6,11,11.50,0,0
107,私立,一般大學,1016,銘傳大學,10152076,休閒遊憩管理學系,8,10.40,8.50,0,0
107,私立,一般大學,1017,實踐大學,,博雅學部,8,10.57,10.92,11.60,7.14
107,私立,一般大學,1017,實踐大學,,體育教育委員會,7.33,11.60,14,2,0
107,私立,一般大學,1017,實踐大學,02112012,媒體傳達設計學系,12,0,13.11,0,0
107,私立,一般大學,1017,實踐大學,02112013,電腦動畫學士學位學程,0,11,11,0,0
107,私立,一般大學,1017,實踐大學,02112039,資訊模擬與設計學系,0,12,11.73,14,0
107,私立,一般大學,1017,實踐大學,02122009,時尚設計學系,6,10.50,11.40,13.67,0
107,私立,一般大學,1017,實踐大學,02123014,工業產品設計學系,12.50,10.60,12.67,0,0
107,私立,一般大學,1017,實踐大學,02125051,服裝設計學系,10,12.40,12,12.67,0
107,私立,一般大學,1017,實踐大學,02125053,服飾設計與經營學系,12,10,12.83,13.75,0
107,私立,一般大學,1017,實踐大學,02151001,音樂學系,6,11.25,13.50,14,0
107,私立,一般大學,1017,實踐大學,02311004,應用外語學系,8.20,12.22,13.58,11,0
107,私立,一般大學,1017,實踐大學,02311005,應用英語學系,0,0,10.50,14,0
107,私立,一般大學,1017,實踐大學,02311006,應用日文學系,0,0,11.38,12,0
107,私立,一般大學,1017,實踐大學,02322002,應用中文學系,0,9,11.57,0,0
107,私立,一般大學,1017,實踐大學,04111019,會計學系,3,12.43,11.50,0,0
107,私立,一般大學,1017,實踐大學,04111020,會計暨稅務學系,0,13,10.50,0,0
107,私立,一般大學,1017,實踐大學,04121029,財務金融學系,7.50,10.25,9.33,9,0
107,私立,一般大學,1017,實踐大學,04121032,金融管理學系,2,9.71,11,0,0
107,私立,一般大學,1017,實踐大學,04123033,風險管理與保險學系,6,12.60,12.67,0,0
107,私立,一般大學,1017,實踐大學,04131021,企業管理學系,7.75,11.17,11.50,11,0
107,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,4,11,12,10.50,0
107,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語碩士學位學程,0,6,11,0,0
107,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,0,0,9.50,17,0
107,私立,一般大學,1017,實踐大學,04141026,國際貿易學系,11,0,8.33,12,0
107,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,9.50,13.14,17.50,13,0
107,私立,一般大學,1017,實踐大學,04143035,行銷管理學系,9.50,13,13.67,0,0
107,私立,一般大學,1017,實踐大學,04199036,管理學院創意產業博士班,11,0,0,0,0
107,私立,一般大學,1017,實踐大學,05191043,食品營養與保健生技學系,10.53,12.35,12.53,14.10,0
107,私立,一般大學,1017,實踐大學,06131037,資訊科技與管理學系,12,12.70,12.83,12,0
107,私立,一般大學,1017,實踐大學,06131038,資訊管理學系,0,11.20,11.67,0,0
107,私立,一般大學,1017,實踐大學,06131040,資訊科技與通訊學系,11,11.44,14.20,0,0
107,私立,一般大學,1017,實踐大學,07311041,建築設計學系,0,11.67,12,0,0
107,私立,一般大學,1017,實踐大學,09221045,家庭研究與兒童發展學系,9,10.50,12.50,0,0
107,私立,一般大學,1017,實踐大學,09231044,社會工作學系,8,8,13.71,9.50,0
107,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,0,9.71,14,8,0
107,私立,一般大學,1017,實踐大學,10151047,觀光管理學系,14,13,11.80,14,0
107,私立,一般大學,1017,實踐大學,10152049,休閒產業管理學系,0,11,8,15,0
107,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,10.27,11.50,11.26,15,0
107,私立,技專校院,1018,朝陽科技大學,02123004,工業設計系,4,10.06,11.03,15.40,0
107,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,8.46,8.99,10.67,16.14,0
107,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,0,8.27,9.48,10.85,0
107,私立,技專校院,1018,朝陽科技大學,04111007,會計系,0,10.38,10.97,10.54,0
107,私立,技專校院,1018,朝陽科技大學,04121010,財務金融系,9,12.73,12.19,0,0
107,私立,技專校院,1018,朝陽科技大學,04123011,保險金融管理系,10.20,11.32,13.76,0,0
107,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,9.59,12.18,13.88,15.56,0
107,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系,15.80,13.49,11.48,13.45,0
107,私立,技專校院,1018,朝陽科技大學,04199014,銀髮產業管理系,11,8.97,9.88,0,0
107,私立,技專校院,1018,朝陽科技大學,05311017,應用化學系,12.20,11.74,10.68,0,0
107,私立,技專校院,1018,朝陽科技大學,06111023,資訊與通訊系,9.50,9.19,11.22,0,0
107,私立,技專校院,1018,朝陽科技大學,06131019,資訊管理系,8.76,11.41,11.82,11.20,0
107,私立,技專校院,1018,朝陽科技大學,07121027,環境工程與管理系,7.75,11.40,9.13,0,0
107,私立,技專校院,1018,朝陽科技大學,07141020,資訊工程系,8.15,12.33,13.08,0,0
107,私立,技專校院,1018,朝陽科技大學,07191026,工業工程與管理系,10.40,8.25,11.50,0,0
107,私立,技專校院,1018,朝陽科技大學,07311028,建築系,4.79,10.48,11.80,0,0
107,私立,技專校院,1018,朝陽科技大學,07312031,景觀及都市設計系,8.09,12,11.67,0,0
107,私立,技專校院,1018,朝陽科技大學,07321025,營建工程系,5.31,10.55,7.67,0,0
107,私立,技專校院,1018,朝陽科技大學,09221035,幼兒保育系,1,9.42,10.55,14.04,0
107,私立,技專校院,1018,朝陽科技大學,09231034,社會工作系,4.50,10.69,10.75,0,0
107,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,7.09,12.87,13.63,13.92,0
107,私立,技專校院,1018,朝陽科技大學,99999Z01,通識教育中心,9,11.38,11.60,14,0
107,私立,技專校院,1018,朝陽科技大學,99999Z03,軍訓教官,0,0,0,0,8
107,私立,技專校院,1018,朝陽科技大學,99999Z04,護理教師,0,0,0,0,10
107,私立,技專校院,1018,朝陽科技大學,99999Z05,師資培育中心,0,7.50,11.75,0,0
107,私立,技專校院,1018,朝陽科技大學,99999Z08,語言中心,0,12,0,13.22,0
107,私立,一般大學,1019,高雄醫學大學,,軍訓室,0,0,0,0,3
107,私立,一般大學,1019,高雄醫學大學,,通識教育中心,7.19,9.02,9.50,8,0
107,私立,一般大學,1019,高雄醫學大學,03131002,心理學系,7.36,10.50,10.46,0,0
107,私立,一般大學,1019,高雄醫學大學,03141001,性別研究所,3.72,4.14,7,0,0
107,私立,一般大學,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,7.07,10.83,11.32,0,0
107,私立,一般大學,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,11.52,10,13.12,0,0
107,私立,一般大學,1019,高雄醫學大學,05121005,生物科技學系,6.06,8.59,9.78,0,0
107,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,7.60,9.34,9.49,0,0
107,私立,一般大學,1019,高雄醫學大學,09111044,牙醫學系,10.96,10.50,5.51,4.97,0
107,私立,一般大學,1019,高雄醫學大學,09111046,口腔衛生學系,12.58,8.61,9.62,0,0
107,私立,一般大學,1019,高雄醫學大學,09121011,醫學系,2.33,3.55,3.96,3.74,6.95
107,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,5.59,8.26,10.56,0,0
107,私立,一般大學,1019,高雄醫學大學,09121018,臨床醫學研究所,2.65,7.85,9.31,0,0
107,私立,一般大學,1019,高雄醫學大學,09131032,護理學系,3.36,7.29,8.25,9.24,0
107,私立,一般大學,1019,高雄醫學大學,09131035,腎臟照護學系,2.42,1.38,0,0,0
107,私立,一般大學,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,7.13,7.54,9.11,0,0
107,私立,一般大學,1019,高雄醫學大學,09141037,醫學影像暨放射科學系,12.30,13.24,10.20,9.97,0
107,私立,一般大學,1019,高雄醫學大學,09151028,物理治療學系,9.68,11.85,11.33,14.66,0
107,私立,一般大學,1019,高雄醫學大學,09152029,職能治療學系,8.86,12.52,10.75,7.73,0
107,私立,一般大學,1019,高雄醫學大學,09159030,運動醫學系,8.28,13.67,7.42,0,0
107,私立,一般大學,1019,高雄醫學大學,09161024,藥學系,7.45,11.98,12.08,0,0
107,私立,一般大學,1019,高雄醫學大學,09161026,天然藥物研究所,6.65,7.48,12.27,0,0
107,私立,一般大學,1019,高雄醫學大學,09161027,香粧品學系,9.11,10.81,9.22,0,0
107,私立,一般大學,1019,高雄醫學大學,09191021,公共衛生學系,6.16,8,7.92,5.72,0
107,私立,一般大學,1019,高雄醫學大學,09199033,呼吸治療學系,1.97,2.94,7.50,0,0
107,私立,一般大學,1019,高雄醫學大學,09211048,高齡長期照護碩士學位學程,0,0,9.77,0,0
107,私立,一般大學,1019,高雄醫學大學,09231049,醫學社會學與社會工作學系,8.57,10.07,9.83,8.86,0
107,私立,一般大學,1020,南華大學,,人文學院,0,0,10,0,0
107,私立,一般大學,1020,南華大學,,通識教育中心,9,0,11,0,0
107,私立,一般大學,1020,南華大學,01121001,幼兒教育學系,4,11.13,12.09,0,0
107,私立,一般大學,1020,南華大學,02111059,視覺藝術與設計學系,0,12.25,10.20,0,0
107,私立,一般大學,1020,南華大學,02122062,產品與室內設計學系,14.67,13.85,14.67,0,0
107,私立,一般大學,1020,南華大學,02151003,民族音樂學系,13.50,0,13,0,0
107,私立,一般大學,1020,南華大學,02211010,宗教學研究所,7,9,10.50,0,0
107,私立,一般大學,1020,南華大學,02299011,生死學系,8.50,12.50,12.02,0,0
107,私立,一般大學,1020,南華大學,02311008,外國語文學系,0,12.67,10.50,0,0
107,私立,一般大學,1020,南華大學,02322009,文學系,0,12.50,12.40,0,0
107,私立,一般大學,1020,南華大學,03122019,國際事務與企業學系,8.50,9.56,14,0,0
107,私立,一般大學,1020,南華大學,03141017,應用社會學系,0,10.58,10.39,0,0
107,私立,一般大學,1020,南華大學,03214026,傳播學系,10.26,9.07,9.88,0,0
107,私立,一般大學,1020,南華大學,04121031,財務金融學系,6,12.50,14,0,0
107,私立,一般大學,1020,南華大學,04131029,企業管理學系,9.50,12.50,15,0,0
107,私立,一般大學,1020,南華大學,04141030,管理學院國際企業學士學位學程,10.25,0,16,0,0
107,私立,一般大學,1020,南華大學,04199033,文化創意事業管理學系,0,10.60,14,0,0
107,私立,一般大學,1020,南華大學,05121040,自然生物科技學系,7.78,10.41,11.10,0,0
107,私立,一般大學,1020,南華大學,05211060,科技學院永續綠色科技碩士學位學程,15,0,0,0,0
107,私立,一般大學,1020,南華大學,06131042,資訊管理學系,9.21,12.39,12.37,0,0
107,私立,一般大學,1020,南華大學,07141044,資訊工程學系,10.60,13,12,13.20,0
107,私立,一般大學,1020,南華大學,07311045,建築與景觀學系,0,11.64,10.82,0,0
107,私立,一般大學,1020,南華大學,10151048,旅遊管理學系,8,12.50,13.67,0,0
107,私立,一般大學,1021,真理大學,,軍訓室,0,0,0,0,3
107,私立,一般大學,1021,真理大學,,通識教育中心,5,9.71,9.75,12.20,0
107,私立,一般大學,1021,真理大學,,體育教育中心,8,10,10,12,0
107,私立,一般大學,1021,真理大學,02151001,音樂應用學系,9,10,10.75,0,0
107,私立,一般大學,1021,真理大學,02211012,宗教文化與組織管理學系,8.50,6,10,0,0
107,私立,一般大學,1021,真理大學,02299013,人文與資訊學系,10,8,9,0,0
107,私立,一般大學,1021,真理大學,02311006,英美語文學系,0,7.86,10,12,0
107,私立,一般大學,1021,真理大學,02311009,應用日語學系,0,9.83,10.75,12.33,0
107,私立,一般大學,1021,真理大學,02321002,台灣文學系,0,8,12,13,0
107,私立,一般大學,1021,真理大學,03111014,經濟學系,5,9.40,10.75,0,0
107,私立,一般大學,1021,真理大學,03214058,運動資訊傳播學系,10,8,12.20,0,0
107,私立,一般大學,1021,真理大學,04111019,會計資訊學系,0,8.50,9.50,13.33,0
107,私立,一般大學,1021,真理大學,04121024,財務金融學系,10,9.67,10.33,0,0
107,私立,一般大學,1021,真理大學,04122025,財政稅務學系,0,9.50,11,15,0
107,私立,一般大學,1021,真理大學,04131020,企業管理學系,6.50,9.83,10.67,12,0
107,私立,一般大學,1021,真理大學,04141023,國際貿易學系,0,9,7.33,12,0
107,私立,一般大學,1021,真理大學,04199029,工業管理與經營資訊學系,0,9.57,12,13,0
107,私立,一般大學,1021,真理大學,04199062,航空事業學系,6,9,0,0,0
107,私立,一般大學,1021,真理大學,04211031,法律學系,8,10.57,12.67,0,0
107,私立,一般大學,1021,真理大學,05499038,財務與精算學系,8,9,10,0,0
107,私立,一般大學,1021,真理大學,06131041,資訊工程學系,5,9.29,9.40,0,0
107,私立,一般大學,1021,真理大學,06134039,資訊管理學系,8.50,9.75,11,12,0
107,私立,一般大學,1021,真理大學,10151044,觀光事業學系,10,8.33,11,11,0
107,私立,一般大學,1021,真理大學,10151045,觀光數位知識學系,8,8.25,10.67,12,0
107,私立,一般大學,1021,真理大學,10152046,休閒遊憩事業學系,0,0,0,8,0
107,私立,一般大學,1021,真理大學,10152053,運動健康與休閒學系,0,10,10,0,0
107,私立,一般大學,1021,真理大學,10152057,運動管理學系,8.33,11.33,0,12,0
107,私立,一般大學,1021,真理大學,10152063,農業暨休閒產業研究所,7,7,10,0,0
107,私立,一般大學,1022,大同大學,,外語教育中心,0,0,0,12.75,0
107,私立,一般大學,1022,大同大學,,通識教育中心,10.67,9,10,13.25,12
107,私立,一般大學,1022,大同大學,,體育室,0,12,0,15.33,0
107,私立,一般大學,1022,大同大學,02112004,媒體設計學系,4,6.50,10.40,15,0
107,私立,一般大學,1022,大同大學,02122003,設計科學研究所,5.50,9,5.50,0,0
107,私立,一般大學,1022,大同大學,02123005,工業設計學系,5.50,9.86,9,13,0
107,私立,一般大學,1022,大同大學,02311001,應用外語學系,6,12,11,10,0
107,私立,一般大學,1022,大同大學,04131007,事業經營學系,9,11.17,8,12,0
107,私立,一般大學,1022,大同大學,06131006,資訊經營學系,11.25,8.67,10,0,0
107,私立,一般大學,1022,大同大學,06131012,資訊工程學系,7.50,9.71,6.75,0,0
107,私立,一般大學,1022,大同大學,07111015,化學工程學系,7.93,8,8.50,9,0
107,私立,一般大學,1022,大同大學,07112016,材料工程學系,8.13,9.30,0,0,0
107,私立,一般大學,1022,大同大學,07141010,電機工程學系,7.80,9,10.50,0,0
107,私立,一般大學,1022,大同大學,07141013,通訊工程研究所,9,0,0,0,0
107,私立,一般大學,1022,大同大學,07151014,機械工程學系,9.62,9,14.33,0,0
107,私立,一般大學,1022,大同大學,07193018,生物工程學系,9.58,10.50,0,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,01114002,教育領導與評鑑研究所,9.33,0,8,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02112008,視覺傳達設計系,8,9,12.13,15,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02123010,創新產品設計系,0,9.17,12.17,12.25,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02151003,流行音樂產業系,0,6,11.75,12.67,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,10.75,12,11.14,14,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311006,應用日語系,0,8.92,12.33,10.67,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,03214011,資訊傳播系,6,13,12.20,11,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04111013,會計資訊系,6.33,9.17,10.78,12,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04121021,財務金融系,5.34,12.62,12.04,10,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,12.50,14.29,17.67,17.50,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131017,國際企業系,8.50,10.40,10.88,9.50,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04132024,行銷與流通管理系,6.28,12.29,12.33,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199060,工業管理與資訊系,12.10,11.42,10.30,16,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04212033,財經法律研究所,0,6,9.33,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,05121035,生物科技系,6.40,8.36,4.83,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06131036,資訊管理系,11,10,13,15,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06131043,資訊工程系,12.75,10,9.50,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06132038,多媒體與電腦娛樂科學系,0,9.33,9.67,14,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07111048,化學工程與材料工程系,9.57,13.17,11,10,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,11.17,12.27,10.89,14.34,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141040,電子工程系,9.50,10.31,9.89,11.50,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141042,光電工程系,10.75,10,10.75,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系,10.57,12.46,13.17,8,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,09211054,高齡服務學士學位學程,0,7.30,6.23,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,09221055,幼兒保育系,8,9,10.50,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10131056,餐旅管理系,8.25,10.40,11.50,14,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10152058,休閒事業管理系,2,9.71,13.38,14,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,99999Z01,通識(教育)中心,6.67,10.03,9.03,12.53,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,99999Z03,軍訓教官,0,0,0,0,2
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,99999Z05,師資培育中心,0,0,12.25,0,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,99999Z07,體育教育中心,0,13,10.33,13.67,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,99999Z08,華語文教學中心,0,0,9,8,0
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,99999Z08,語言中心,0,12,9,11.10,0
107,私立,技專校院,1024,崑山科技大學,02111009,視訊傳播設計系,11.17,12.83,14.73,12.66,0
107,私立,技專校院,1024,崑山科技大學,02112004,視覺傳達設計系,0,12.75,13.50,15.25,0
107,私立,技專校院,1024,崑山科技大學,02124007,空間設計系,0,10.50,10.78,7,0
107,私立,技專校院,1024,崑山科技大學,04111014,會計資訊系,0,11.25,11.50,29,0
107,私立,技專校院,1024,崑山科技大學,04121021,金融管理系,3,14.67,16,16.50,0
107,私立,技專校院,1024,崑山科技大學,04131015,企業管理系,7.50,16.43,13.80,0,0
107,私立,技專校院,1024,崑山科技大學,04141017,國際貿易系,0,10.75,12,15.50,0
107,私立,技專校院,1024,崑山科技大學,04143012,公共關係暨廣告系,0,10.67,11.08,17.01,0
107,私立,技專校院,1024,崑山科技大學,04199022,房地產開發與管理系,8,8.50,12.36,0,0
107,私立,技專校院,1024,崑山科技大學,06131008,資訊傳播系,0,8,13.25,0,0
107,私立,技專校院,1024,崑山科技大學,06131023,資訊管理系,10,14.70,18,0,0
107,私立,技專校院,1024,崑山科技大學,06131028,資訊工程系,0,10.60,13.50,0,0
107,私立,技專校院,1024,崑山科技大學,07112034,材料工程系,7.71,6,11.50,0,0
107,私立,技專校院,1024,崑山科技大學,07121038,環境工程系,10.60,11.67,11.25,15,0
107,私立,技專校院,1024,崑山科技大學,07141025,電機工程系,23.22,18.25,25,12,0
107,私立,技專校院,1024,崑山科技大學,07141026,電子工程系,8,16,18.33,16,0
107,私立,技專校院,1024,崑山科技大學,07141027,光電工程系,13,17.67,26,12,0
107,私立,技專校院,1024,崑山科技大學,07141029,電腦與通訊系,6.67,11.50,11.50,0,0
107,私立,技專校院,1024,崑山科技大學,07151030,機械工程系,13.67,15.33,17,0,0
107,私立,技專校院,1024,崑山科技大學,09221039,幼兒保育系,0,7.75,13,12,0
107,私立,技專校院,1024,崑山科技大學,10131040,餐飲管理及廚藝系,7,11.50,13.61,13.50,0
107,私立,技專校院,1024,崑山科技大學,10151048,旅遊文化系,5,10,10.50,12,0
107,私立,技專校院,1024,崑山科技大學,10152044,休閒遊憩與運動管理系,16,9.33,12,17,0
107,私立,技專校院,1024,崑山科技大學,10199046,時尚展演事業學士學位學程,0,18,11.33,0,0
107,私立,技專校院,1024,崑山科技大學,99999Z01,通識教育中心,0,19.33,18,16,0
107,私立,技專校院,1024,崑山科技大學,99999Z03,軍訓教官,0,0,0,0,17.50
107,私立,技專校院,1024,崑山科技大學,99999Z07,體育室,0,11.67,0,17,0
107,私立,技專校院,1024,崑山科技大學,99999Z08,外語中心,0,8,20,12.67,0
107,私立,技專校院,1024,崑山科技大學,99999Z08,華語中心,0,8,0,0,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,02299001,儒學研究所,6,6.75,8,0,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,02311002,應用外語系,0,10.03,12.88,11.80,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,04133003,醫務管理系(含碩士班),6.46,10.79,8.82,14.14,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05121005,生物科技系(含碩士班),6.20,9.36,8.50,0,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05191015,保健營養系(含碩士班),9,10.46,9.34,12,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05211027,環境資源管理系(含碩士班),6.19,8.51,8.35,0,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,06111006,資訊管理系,6.32,13.83,10.95,10.85,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,06133008,資訊多媒體應用系,8.17,11.23,13.70,0,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,06134007,應用空間資訊系(含碩士班),6.54,10.92,9.05,12.26,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,07121009,環境工程與科學系(含碩士班),8.88,12.15,13.18,0,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,07211010,食品科技系,6.40,10.96,8.88,0,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,09161012,藥學系(含碩士班),7.04,9.06,8.26,12.21,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,09199013,醫藥化學系,7.61,9.77,9.34,9,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,09211016,老人服務事業管理系,8.24,6.98,10.52,0,0
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,09221018,嬰幼兒保育系,0,5.60,8.75,10,0
