學年度,設立別,學校類別,學校統計處代碼,學校名稱,學校「自籌」補助學生相關助學措施之金額-生活助學金,學校「自籌」補助學生相關助學措施之金額-緊急紓困助學金,學校「自籌」補助學生相關助學措施之金額-住宿優惠,學校「自籌」補助學生相關助學措施之金額-工讀助學金,學校「自籌」補助學生相關助學措施之金額-研究生獎助學金
107,公立,一般大學,0012,國立臺灣海洋大學,1626000,362000,314000,20404507,39003529
107,公立,一般大學,0013,國立中正大學,576000,95000,430400,74853856,43003800
107,公立,一般大學,0014,國立高雄師範大學,948000,60000,0,3307298,1466320
107,公立,一般大學,0015,國立彰化師範大學,936000,1950700,416000,12314548,11045664
107,公立,一般大學,0016,國立陽明大學,576000,120000,218316,3757198,42197249
107,公立,一般大學,0017,國立臺北大學,1314000,137000,0,13282028,34386082
107,公立,一般大學,0018,國立嘉義大學,1358000,545000,387800,37355653,9731091
107,公立,一般大學,0019,國立高雄大學,120000,161000,499350,4605700,7026750
107,公立,一般大學,0020,國立東華大學,1428000,120000,721700,6601964,35023234
107,公立,一般大學,0021,國立暨南國際大學,0,131000,182320,0,0
107,公立,技專校院,0022,國立臺灣科技大學,1290000,210000,178900,29177534,13183200
107,公立,技專校院,0023,國立雲林科技大學,960000,708000,815003,11441194,0
107,公立,技專校院,0024,國立屏東科技大學,43694582,567000,1544790,16620972,25176309
107,公立,技專校院,0025,國立臺北科技大學,7836000,347000,664650,8227044,26185020
107,公立,一般大學,0028,國立臺北藝術大學,78000,156000,84650,8138724,816000
107,公立,一般大學,0029,國立臺灣藝術大學,360000,210000,216125,9428733,235000
107,公立,一般大學,0030,國立臺東大學,2214000,20000,961875,4223963,1470450
107,公立,一般大學,0031,國立宜蘭大學,456000,105000,851000,8705505,3745937
107,公立,一般大學,0032,國立聯合大學,816000,1015000,588000,9540000,2340440
107,公立,技專校院,0033,國立虎尾科技大學,1008000,1422000,1547800,29180861,7920277
107,公立,一般大學,0035,國立臺南藝術大學,764000,100000,48900,915214,0
107,公立,一般大學,0036,國立臺南大學,5400000,54000,422030,0,573000
107,公立,一般大學,0037,國立臺北教育大學,540000,245000,133600,6791601,788953
107,公立,一般大學,0039,國立臺中教育大學,4686792,312000,274300,0,4908292
107,公立,技專校院,0042,國立澎湖科技大學,1926600,430000,73000,0,264000
107,公立,技專校院,0043,國立勤益科技大學,13467000,0,360000,0,3750000
107,公立,一般大學,0044,國立體育大學,894000,110000,201340,927621,2873912
107,公立,技專校院,0046,國立臺北護理健康大學,216000,300000,797720,2780310,125000
107,公立,技專校院,0047,國立高雄餐旅大學,48000,90000,505868,999148,1038000
107,公立,一般大學,0048,國立金門大學,384000,118000,234000,4674417,1029618
107,公立,一般大學,0049,國立臺灣體育運動大學,2766000,10000,78000,4036350,1724200
107,公立,技專校院,0050,國立臺中科技大學,240000,192000,683700,22237500,2016000
107,公立,技專校院,0051,國立臺北商業大學,7689000,584000,247500,0,81000
107,公立,一般大學,0052,國立屏東大學,504000,339000,632110,11290588,262352
107,公立,技專校院,0053,國立高雄科技大學,17649000,576000,2375600,27561314,3465261
107,公立,技專校院,0144,國立臺灣戲曲學院,225000,40000,198240,0,0
107,公立,技專校院,0221,國立臺南護理專科學校,168000,133670,302400,1065341,0
107,公立,技專校院,0222,國立臺東專科學校,96000,0,135000,447197,0
107,私立,一般大學,1001,東海大學,7053500,825000,2140380,42411307,1215184
107,私立,一般大學,1002,輔仁大學,4400400,15601960,533093,67185312,9000000
107,私立,一般大學,1003,東吳大學,2824100,1568922,632900,50324755,8672540
107,私立,一般大學,1004,中原大學,460400,2270000,464500,27478222,21886489
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,970300,1087500,1444650,50324764,21175359
107,私立,一般大學,1006,中國文化大學,1980580,685000,3397900,15693328,6062125
107,私立,一般大學,1007,逢甲大學,3600000,6347000,1361600,4110583,7450686
107,私立,一般大學,1008,靜宜大學,1980000,400000,1008000,29473628,5066620
107,私立,一般大學,1009,長庚大學,615600,130000,355150,18025784,28928259
107,私立,一般大學,1010,元智大學,0,12623576,782200,12450063,44869174
107,私立,一般大學,1011,中華大學學校財團法人中華大學,0,285000,801900,7122883,1712700
107,私立,一般大學,1012,大葉大學,25480,1585500,2531024,7989059,25121893
107,私立,一般大學,1013,華梵大學,400,33000,316800,1271218,0
107,私立,一般大學,1014,義守大學,229700,205000,2613000,20055646,10660243
107,私立,一般大學,1015,世新大學,8320000,8585798,699300,25744657,10752512
107,私立,一般大學,1016,銘傳大學,714600,582000,1316000,26425735,4529600
107,私立,一般大學,1017,實踐大學,1320000,218000,698980,44810189,761548
107,私立,技專校院,1018,朝陽科技大學,282000,200000,1206000,33354402,10000000
107,私立,一般大學,1019,高雄醫學大學,1847400,190000,429700,7223970,2533400
107,私立,一般大學,1020,南華大學,6729924,260000,1426500,5880338,0
107,私立,一般大學,1021,真理大學,21158,151000,546000,6410944,133840
107,私立,一般大學,1022,大同大學,950016,92000,60000,4799960,1476058
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,5940,700000,1125100,29029835,43422500
107,私立,技專校院,1024,崑山科技大學,513835,116000,1610867,9895773,9233814
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,108989,400000,6046200,12866509,0
107,私立,技專校院,1026,樹德科技大學,0,698499,1473000,17529457,6433816
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,660000,969000,229600,2536870,9573338
107,私立,一般大學,1028,臺北醫學大學,2857700,301000,165000,11263280,43653629
107,私立,一般大學,1029,中山醫學大學,951500,170000,1097000,9597710,4015100
107,私立,技專校院,1030,龍華科技大學,3168,575000,295800,15419280,2153838
107,私立,技專校院,1031,輔英科技大學,3824516,249662,3047000,4578553,600000
107,私立,技專校院,1032,明新學校財團法人明新科技大學,371226,520000,263500,3967290,1004000
107,私立,一般大學,1033,長榮大學,806500,453200,1905442,9035598,630000
107,私立,技專校院,1034,弘光科技大學,2000000,1361000,922250,15986982,3153234
107,私立,一般大學,1035,中國醫藥大學,1630900,360000,339100,5214584,10606484
107,私立,技專校院,1036,健行學校財團法人健行科技大學,648000,206000,876000,16760540,0
107,私立,技專校院,1037,正修學校財團法人正修科技大學,2495616,617000,1350000,28513980,2349736
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,18821819,255000,594125,0,2020000
107,私立,一般大學,1039,玄奘大學,508400,97000,1000000,16793880,150000
107,私立,技專校院,1040,建國科技大學,1514106,100000,365400,11919190,42000
107,私立,技專校院,1041,明志科技大學,90892,11222,16000,6717128,13345451
107,私立,技專校院,1042,高苑科技大學,1568000,0,474720,667941,700000
107,私立,技專校院,1043,大仁科技大學,227000,258070,589000,0,0
107,私立,技專校院,1044,聖約翰科技大學,1890732,155000,437000,338670,760985
107,私立,技專校院,1045,嶺東科技大學,114116,560000,576000,4080477,2740000
107,私立,技專校院,1046,中國科技大學,480000,0,187000,21997903,149429
107,私立,技專校院,1047,中臺科技大學,0,666000,291200,12190251,300000
107,私立,一般大學,1048,亞洲大學,0,363000,1417000,23996315,9516514
107,私立,一般大學,1049,開南大學,2689300,452000,1277750,7852640,495000
107,私立,一般大學,1050,佛光大學,22573990,565561,57500,8990956,4722584
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,488870,348000,1087500,22272530,36000
107,私立,技專校院,1052,遠東科技大學,5174,359000,554000,969140,6613736
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,1596000,180000,929700,5573157,0
107,私立,技專校院,1054,景文科技大學,654926,367000,28400,6714690,80000
107,私立,技專校院,1055,中華醫事科技大學,0,920000,0,12408285,0
107,私立,技專校院,1056,東南科技大學,392180,236500,582000,2647034,420000
107,私立,技專校院,1057,德明財經科技大學,0,250000,220400,26717320,40000
107,私立,一般大學,1058,明道學校財團法人明道大學,0,54000,177324,0,0
107,私立,技專校院,1060,南開科技大學,454697,209000,138000,6327565,75000
107,私立,技專校院,1061,中華學校財團法人中華科技大學,571301,200000,384000,8244654,255940
107,私立,技專校院,1062,僑光科技大學,214670,0,241500,6421342,0
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,52843,40000,495000,346225,65000
107,私立,技專校院,1064,美和學校財團法人美和科技大學,277537,35000,854000,1085633,83800
107,私立,技專校院,1065,吳鳳科技大學,0,159000,590000,816000,0
107,私立,技專校院,1066,環球學校財團法人環球科技大學,480000,245000,650000,0,162000
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,5900,48000,315750,74231,0
107,私立,技專校院,1068,中州學校財團法人中州科技大學,1057686,49000,92000,456644,0
107,私立,技專校院,1069,修平學校財團法人修平科技大學,50577,18000,528050,3482560,490000
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,72000,445000,1254240,14023446,45000
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1621,420000,503500,9683200,210000
107,私立,技專校院,1072,大華學校財團法人敏實科技大學,189000,63000,67400,495217,0
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,354020,302000,366667,6382695,0
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,1121059,600000,964000,10385444,3449920
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,3369000,180000,2492500,0,0
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,240000,70000,419000,7348740,1255000
107,私立,技專校院,1078,致理學校財團法人致理科技大學,378503,180000,365354,15556088,0
107,私立,一般大學,1079,康寧學校財團法人康寧大學,1010000,98080,1105000,2383050,0
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,174000,300000,234000,5471229,0
107,私立,技專校院,1081,東方學校財團法人東方設計大學,569925,0,0,1714740,0
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,540000,410000,188500,1124620,21000
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,6204,0,615000,4177550,0
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,298800,2000,18000,0,40000
107,私立,技專校院,1148,大漢技術學院,238490,6000,19800,479389,0
107,私立,技專校院,1159,和春技術學院,0,62000,71500,492000,0
107,私立,技專校院,1166,亞東技術學院,737280,90000,54400,5971105,320000
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,0,207000,517000,0,8000
107,私立,一般大學,1176,稻江科技暨管理學院,11400,10000,288000,0,0
107,私立,技專校院,1182,蘭陽技術學院,0,0,207100,764960,0
107,私立,技專校院,1183,黎明技術學院,72000,96500,412100,1810110,0
107,私立,技專校院,1185,經國管理暨健康學院,3119423,53000,228000,1214480,340000
107,私立,技專校院,1188,大同技術學院,356907,33000,71800,370320,0
107,私立,技專校院,1192,臺灣觀光學院,1050600,20000,16000,0,0
107,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,192000,110000,122980,504320,90000
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,0,0,11250,1064334,0
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,2149358,200000,3228500,1380030,0
107,私立,技專校院,1283,仁德醫護管理專科學校,675360,322000,1539500,0,0
107,私立,技專校院,1284,樹人醫護管理專科學校,9104189,334000,255000,1522060,0
107,私立,技專校院,1285,慈惠醫護管理專科學校,831000,293000,2165500,0,0
107,私立,技專校院,1286,耕莘健康管理專科學校,2716794,324191,2865367,0,0
107,私立,技專校院,1287,敏惠醫護管理專科學校,893637,313000,504700,3562377,0
107,私立,技專校院,1289,育英醫護管理專科學校,69880,140000,88000,1074780,0
107,私立,技專校院,1291,聖母醫護管理專科學校,1877127,70000,1170100,173700,0
107,私立,技專校院,1292,新生醫護管理專科學校,144000,290108,2014100,1090999,0
107,私立,技專校院,1293,崇仁醫護管理專科學校,448052,153000,1026400,120194,0
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,0,0,226800,0,575600
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,288000,0,0,418500,0
107,私立,宗教研修學院,1R06,一貫道崇德學院,0,0,0,0,871400
107,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,0,0,0,0,475409
107,公立,一般大學,3002,臺北市立大學,4857600,180000,148500,1739640,0
108,公立,一般大學,0001,國立政治大學,10662000,554650,1726222,59255253,118129351
108,公立,一般大學,0002,國立清華大學,1332000,470000,1241400,20316736,128246699
108,公立,一般大學,0003,國立臺灣大學,7032000,366000,0,23604000,366615873
108,公立,一般大學,0004,國立臺灣師範大學,21564000,1180368,1084075,0,35269132
108,公立,一般大學,0005,國立成功大學,1428000,810000,973473,14341982,68881578
108,公立,一般大學,0006,國立中興大學,24972000,683000,522881,0,85207317
108,公立,一般大學,0007,國立陽明交通大學,3480000,474010,1088800,11615025,96834726
108,公立,一般大學,0008,國立中央大學,2598000,679000,647840,20762716,129336595
108,公立,一般大學,0009,國立中山大學,192000,712000,260390,61624395,66179791
108,公立,一般大學,0012,國立臺灣海洋大學,1638000,256000,339450,25450530,43106390
108,公立,一般大學,0013,國立中正大學,576000,110000,260800,49543747,37386175
108,公立,一般大學,0014,國立高雄師範大學,960000,0,219411,2001183,4387056
108,公立,一般大學,0015,國立彰化師範大學,948000,1279000,450580,11646253,10940439
108,公立,一般大學,0016,國立陽明大學,576000,210000,356040,2376892,41366290
108,公立,一般大學,0017,國立臺北大學,1278000,0,297000,13017784,32688081
108,公立,一般大學,0018,國立嘉義大學,1361500,412000,210950,40731843,8417103
108,公立,一般大學,0019,國立高雄大學,120000,257000,400500,5196380,6966000
108,公立,一般大學,0020,國立東華大學,1344000,118000,1342600,7978841,31157787
108,公立,一般大學,0021,國立暨南國際大學,4320000,185000,76320,7917144,14016615
108,公立,技專校院,0022,國立臺灣科技大學,1308000,0,288600,33608005,123982148
108,公立,技專校院,0023,國立雲林科技大學,960000,808000,949334,12322302,0
108,公立,技專校院,0024,國立屏東科技大學,24425000,911000,1425450,34052912,28293228
108,公立,技專校院,0025,國立臺北科技大學,7704000,328000,771150,9105754,26325942
108,公立,一般大學,0028,國立臺北藝術大學,418000,200000,106650,8674830,835000
108,公立,一般大學,0029,國立臺灣藝術大學,360000,170000,42750,10123542,280000
108,公立,一般大學,0030,國立臺東大學,318000,245000,506250,25551267,1488930
108,公立,一般大學,0031,國立宜蘭大學,456000,81000,1115500,8527021,4601205
108,公立,一般大學,0032,國立聯合大學,738000,1217000,588000,8098000,1685320
108,公立,技專校院,0033,國立虎尾科技大學,846000,1136000,1595133,40720793,15241679
108,公立,一般大學,0035,國立臺南藝術大學,720000,100000,78600,2912704,0
108,公立,一般大學,0036,國立臺南大學,5661000,58000,506243,0,615000
108,公立,一般大學,0037,國立臺北教育大學,678000,186000,150300,3203687,1823162
108,公立,一般大學,0039,國立臺中教育大學,4795958,434000,264200,0,5258300
108,公立,技專校院,0042,國立澎湖科技大學,2190000,626000,94900,0,640000
108,公立,技專校院,0043,國立勤益科技大學,10681352,166000,153000,0,4525000
108,公立,一般大學,0044,國立體育大學,1968000,89000,223920,1007154,2508800
108,公立,技專校院,0046,國立臺北護理健康大學,216000,85000,865680,2833460,160000
108,公立,技專校院,0047,國立高雄餐旅大學,72000,90000,461000,0,1012000
108,公立,一般大學,0048,國立金門大學,384000,62000,494500,4828706,996000
108,公立,一般大學,0049,國立臺灣體育運動大學,2814000,10000,144000,4321090,1779820
108,公立,技專校院,0050,國立臺中科技大學,240000,299000,789700,22246084,2072000
108,公立,技專校院,0051,國立臺北商業大學,7900000,507000,297000,0,135000
108,公立,一般大學,0052,國立屏東大學,504000,469000,562995,12143201,361500
108,公立,技專校院,0053,國立高雄科技大學,13608000,1500000,0,24877877,9235357
108,公立,技專校院,0144,國立臺灣戲曲學院,203500,20000,247800,0,0
108,公立,技專校院,0221,國立臺南護理專科學校,60000,177000,763200,1108487,0
108,公立,技專校院,0222,國立臺東專科學校,72000,0,99000,315418,0
108,私立,一般大學,1001,東海大學,6811500,930000,2408480,44488367,1117621
108,私立,一般大學,1002,輔仁大學,3612000,14398521,502851,68618557,9000000
108,私立,一般大學,1003,東吳大學,2190500,2729440,691920,52698179,7340365
108,私立,一般大學,1004,中原大學,550300,2245000,521500,29831605,34355448
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,0,1681000,1242600,48910302,18747522
108,私立,一般大學,1006,中國文化大學,2040000,875000,3397000,13225671,4551344
108,私立,一般大學,1007,逢甲大學,3600000,6101000,1412500,6405998,4972512
108,私立,一般大學,1008,靜宜大學,128100,310000,1125000,27659096,4577307
108,私立,一般大學,1009,長庚大學,2388000,5000,694400,17052206,29261605
108,私立,一般大學,1010,元智大學,0,5296435,781886,15229447,49659857
108,私立,一般大學,1011,中華大學學校財團法人中華大學,0,160000,730800,5529721,2352040
108,私立,一般大學,1012,大葉大學,402800,688900,1780516,7508210,17789129
108,私立,一般大學,1013,華梵大學,22100,75000,312400,1368000,0
108,私立,一般大學,1014,義守大學,253600,180000,2069800,21397549,9976191
108,私立,一般大學,1015,世新大學,8624000,8389756,817700,22805665,17529738
108,私立,一般大學,1016,銘傳大學,147600,595000,952000,26250571,4529600
108,私立,一般大學,1017,實踐大學,1320000,138000,720200,39724963,839266
108,私立,技專校院,1018,朝陽科技大學,126222,277000,1107000,35152736,10000000
108,私立,一般大學,1019,高雄醫學大學,1844000,470000,495000,10340344,4138300
108,私立,一般大學,1020,南華大學,5963926,195000,1125500,6348985,0
108,私立,一般大學,1021,真理大學,108700,123500,532278,4630033,228554
108,私立,一般大學,1022,大同大學,917168,165000,112500,3989430,2454886
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,5080,1440000,1022000,33998506,46862500
108,私立,技專校院,1024,崑山科技大學,449611,120000,1147934,4568534,4804698
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,520800,475000,4528800,12847207,0
108,私立,技專校院,1026,樹德科技大學,0,503800,1254000,17123141,6725500
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,0,279077,221400,6174391,15813438
108,私立,一般大學,1028,臺北醫學大學,2973900,255204,297000,11335153,51704741
108,私立,一般大學,1029,中山醫學大學,27300,290000,1188500,9579019,4410500
108,私立,技專校院,1030,龍華科技大學,0,0,0,15677874,0
108,私立,技專校院,1031,輔英科技大學,4345255,388220,2490888,5834419,440000
108,私立,技專校院,1032,明新學校財團法人明新科技大學,385619,475000,181000,5454180,744000
108,私立,一般大學,1033,長榮大學,2774925,533000,1993116,10103107,630000
108,私立,技專校院,1034,弘光科技大學,2000000,1299000,765000,17418425,2869000
108,私立,一般大學,1035,中國醫藥大學,1443400,200000,254100,5664712,8465136
108,私立,技專校院,1036,健行學校財團法人健行科技大學,498000,338000,840000,16102443,0
108,私立,技專校院,1037,正修學校財團法人正修科技大學,3040857,702000,1787500,24065851,2332084
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,13986787,455000,823250,1164437,2040000
108,私立,一般大學,1039,玄奘大學,582800,169000,987500,4893014,0
108,私立,技專校院,1040,建國科技大學,1009919,60000,313200,9687072,52300
108,私立,技專校院,1041,明志科技大學,123234,23094,24000,7804704,9938361
108,私立,技專校院,1042,高苑科技大學,1411000,290000,328120,682745,476144
108,私立,技專校院,1043,大仁科技大學,174000,319216,485000,54000,0
108,私立,技專校院,1044,聖約翰科技大學,1374265,85000,398000,136670,876560
108,私立,技專校院,1045,嶺東科技大學,71348,792000,1062000,7777531,2360000
108,私立,技專校院,1046,中國科技大學,36000,28365,229500,13104073,128924
108,私立,技專校院,1047,中臺科技大學,0,555000,137200,14112919,458000
108,私立,一般大學,1048,亞洲大學,0,212000,1313000,27208046,9884838
108,私立,一般大學,1049,開南大學,2557000,383350,858000,7204608,480000
108,私立,一般大學,1050,佛光大學,23143688,382634,56000,8451231,5997596
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,489160,408000,1196000,23534987,34000
108,私立,技專校院,1052,遠東科技大學,5625,93000,345000,214193,6754430
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,1398812,100000,804500,4355264,0
108,私立,技專校院,1054,景文科技大學,724659,465000,56280,5555534,60000
108,私立,技專校院,1055,中華醫事科技大學,0,0,0,0,0
108,私立,技專校院,1056,東南科技大學,397841,279000,552750,217473,605000
108,私立,技專校院,1057,德明財經科技大學,0,270000,209800,14236315,120000
108,私立,一般大學,1058,明道學校財團法人明道大學,0,43000,367314,0,0
108,私立,技專校院,1060,南開科技大學,138056,164000,80500,4041690,15000
108,私立,技專校院,1061,中華學校財團法人中華科技大學,48000,225000,502375,6249992,66222
108,私立,技專校院,1062,僑光科技大學,300143,1150,331200,6612388,0
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,43100,50000,405600,488566,150000
108,私立,技專校院,1064,美和學校財團法人美和科技大學,261611,0,829333,798249,60000
108,私立,技專校院,1065,吳鳳科技大學,816000,112000,850000,0,0
108,私立,技專校院,1066,環球學校財團法人環球科技大學,701393,269000,670000,0,30000
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,800,56000,157000,73688,0
108,私立,技專校院,1068,中州學校財團法人中州科技大學,304050,28000,73600,592960,0
108,私立,技專校院,1069,修平學校財團法人修平科技大學,177780,21600,510150,3030980,460000
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,42000,500000,1169100,14836131,45000
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,3831,336000,532000,9394490,210000
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,1500,86000,19400,384408,0
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,36000,304243,390000,5038725,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,330000,240000,696000,10455213,4259264
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,0,329000,87500,2881410,0
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,114326,55000,305000,7548506,1312000
108,私立,技專校院,1078,致理學校財團法人致理科技大學,304152,376500,461986,14504882,0
108,私立,一般大學,1079,康寧學校財團法人康寧大學,946300,129841,1076900,2068508,0
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,24000,130000,195000,4483572,0
108,私立,技專校院,1081,東方學校財團法人東方設計大學,587296,160000,393500,1391254,0
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,408000,268000,163300,911435,0
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,6000,339007,513000,3975074,0
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,54500,7000,18000,0,18600
108,私立,技專校院,1148,大漢技術學院,238814,17000,29700,461680,96000
108,私立,技專校院,1159,和春技術學院,294000,26000,31000,0,0
108,私立,技專校院,1166,亞東技術學院,759015,145000,85600,7493671,320000
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,10830994,182000,367400,56880,10500
108,私立,一般大學,1176,稻江科技暨管理學院,25000,0,333000,24648,0
108,私立,技專校院,1182,蘭陽技術學院,54,0,139100,643728,0
108,私立,技專校院,1183,黎明技術學院,144000,104000,375000,1645420,0
108,私立,技專校院,1185,經國管理暨健康學院,2388456,148000,252000,1696135,340000
108,私立,技專校院,1188,大同技術學院,226000,46000,14200,73615,0
108,私立,技專校院,1192,臺灣觀光學院,1019238,15000,0,0,0
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,192000,111000,71500,693073,55129
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,24000,0,18750,1229527,0
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,3217588,165000,3298033,479814,0
108,私立,技專校院,1283,仁德醫護管理專科學校,7571795,188000,9819493,3308973,0
108,私立,技專校院,1284,樹人醫護管理專科學校,9310560,408000,208000,1617020,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,720000,200000,1927500,0,0
108,私立,技專校院,1286,耕莘健康管理專科學校,2532403,240000,3169000,70000,0
108,私立,技專校院,1287,敏惠醫護管理專科學校,891817,328000,463500,3640006,0
108,私立,技專校院,1289,育英醫護管理專科學校,383377,510000,123200,1315872,0
108,私立,技專校院,1291,聖母醫護管理專科學校,1604303,50000,1092000,142614,0
108,私立,技專校院,1292,新生醫護管理專科學校,0,329759,1876050,1504375,0
108,私立,技專校院,1293,崇仁醫護管理專科學校,273340,161000,1238800,88422,0
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,0,0,266400,0,654400
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,672000,0,0,0,0
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,0,0,0,264785,0
108,私立,宗教研修學院,1R06,一貫道崇德學院,0,0,0,0,732700
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,8900,0,0,0,575530
108,公立,一般大學,3002,臺北市立大學,6662400,202000,2069000,2232500,0
109,公立,一般大學,0001,國立政治大學,10108000,626000,1912444,61678751,113841809
109,公立,一般大學,0002,國立清華大學,1302000,658000,927480,19383330,132123429
109,公立,一般大學,0003,國立臺灣大學,8490000,518000,2961110,23922000,383386367
109,公立,一般大學,0004,國立臺灣師範大學,21942000,1288284,1220790,0,39105333
109,公立,一般大學,0005,國立成功大學,1440000,790000,1162856,13334251,62229579
109,公立,一般大學,0006,國立中興大學,23952000,574000,838796,0,86760451
109,公立,一般大學,0007,國立陽明交通大學,3864000,902161,1474112,12235050,136772230
109,公立,一般大學,0008,國立中央大學,2898000,500000,834150,16025535,105729032
109,公立,一般大學,0009,國立中山大學,552000,660000,373800,68461301,121468403
109,公立,一般大學,0012,國立臺灣海洋大學,1632000,215500,420200,24880000,45191702
109,公立,一般大學,0013,國立中正大學,576000,80000,513400,30839509,44326678
109,公立,一般大學,0014,國立高雄師範大學,954000,110000,191299,1884683,4780390
109,公立,一般大學,0015,國立彰化師範大學,948000,912000,506380,10650509,10139578
109,公立,一般大學,0016,國立陽明大學,0,0,0,0,0
109,公立,一般大學,0017,國立臺北大學,1260000,3000,852150,14475448,32647997
109,公立,一般大學,0018,國立嘉義大學,1385000,455000,397500,29713094,10465837
109,公立,一般大學,0019,國立高雄大學,120000,232000,437107,4794873,6786615
109,公立,一般大學,0020,國立東華大學,1290000,200000,865300,7760128,29853102
109,公立,一般大學,0021,國立暨南國際大學,4896000,515000,118720,7453753,10046733
109,公立,技專校院,0022,國立臺灣科技大學,1440000,0,373900,33162074,19180800
109,公立,技專校院,0023,國立雲林科技大學,960000,705000,1121890,11291424,1201315
109,公立,技專校院,0024,國立屏東科技大學,23949000,862000,1440058,29757230,49803243
109,公立,技專校院,0025,國立臺北科技大學,7176000,115000,663950,8166516,26993234
109,公立,一般大學,0028,國立臺北藝術大學,426000,207500,98275,9603050,818000
109,公立,一般大學,0029,國立臺灣藝術大學,330000,150000,142500,1635410,285000
109,公立,一般大學,0030,國立臺東大學,1992000,55000,435375,26240311,1485323
109,公立,一般大學,0031,國立宜蘭大學,360000,177000,1162500,7932698,4445762
109,公立,一般大學,0032,國立聯合大學,648000,300000,294000,8115500,1396700
109,公立,技專校院,0033,國立虎尾科技大學,816000,1233000,1320600,31958297,16806585
109,公立,一般大學,0035,國立臺南藝術大學,714000,0,39900,3160174,0
109,公立,一般大學,0036,國立臺南大學,6323000,85000,430090,0,768000
109,公立,一般大學,0037,國立臺北教育大學,453000,285000,233800,6216198,2441077
109,公立,一般大學,0039,國立臺中教育大學,3533767,205000,164900,0,4817876
109,公立,技專校院,0042,國立澎湖科技大學,2166000,240000,109500,0,216000
109,公立,技專校院,0043,國立勤益科技大學,15377670,552000,468000,0,3885000
109,公立,一般大學,0044,國立體育大學,1920000,117564,134000,1051092,1230000
109,公立,技專校院,0046,國立臺北護理健康大學,216000,75000,905600,2471950,155000
109,公立,技專校院,0047,國立高雄餐旅大學,48000,40000,471500,0,1174000
109,公立,一般大學,0048,國立金門大學,384000,53000,396200,4917673,564000
