,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,總計,男,女
,103,公立,一般大學,2,國立清華大學,340501,計量財務金融學系,碩士班(日間),14,5,9
,103,公立,一般大學,2,國立清華大學,349901,科技管理研究所,碩士班(日間),2,0,2
,103,公立,一般大學,2,國立清華大學,349901,科技管理研究所,博士班,3,2,1
,103,公立,一般大學,2,國立清華大學,349951,服務科學研究所,碩士班(日間),4,1,3
,103,公立,一般大學,2,國立清華大學,380203,科技法律研究所,碩士班(日間),8,3,5
,103,公立,一般大學,2,國立清華大學,429903,生命科學院不分所招生,碩士班(日間),2,2,0
,103,公立,一般大學,2,國立清華大學,440101,化學系應用化學組,碩士班(日間),1,1,0
,103,公立,一般大學,2,國立清華大學,440101,化學系化學組,博士班,1,0,1
,103,公立,一般大學,2,國立清華大學,440301,物理學系應用物理組,碩士班(日間),1,1,0
,103,公立,一般大學,2,國立清華大學,440301,物理學系,博士班,2,2,0
,103,公立,一般大學,2,國立清華大學,440301,物理學系應用物理組,博士班,1,1,0
,103,公立,一般大學,2,國立清華大學,460101,數學系應用數學組,碩士班(日間),1,1,0
,103,公立,一般大學,2,國立清華大學,480401,資訊系統與應用研究所,碩士班(日間),7,6,1
,103,公立,一般大學,2,國立清華大學,520101,電機工程學系,碩士班(日間),7,5,2
,103,公立,一般大學,2,國立清華大學,520103,電子工程研究所,碩士班(日間),2,2,0
,103,公立,一般大學,2,國立清華大學,520106,光電工程研究所,碩士班(日間),2,1,1
,103,公立,一般大學,2,國立清華大學,520114,資訊工程學系,碩士班(日間),7,6,1
,103,公立,一般大學,2,國立清華大學,520126,通訊工程研究所,碩士班(日間),2,1,1
,103,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,碩士班(日間),8,7,1
,103,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,博士班,1,0,1
,103,公立,一般大學,2,國立清華大學,520401,化學工程學系,碩士班(日間),3,1,2
,103,公立,一般大學,2,國立清華大學,520502,材料科學工程學系,碩士班(日間),5,2,3
,103,公立,一般大學,2,國立清華大學,520502,材料科學工程學系,博士班,1,1,0
,103,公立,一般大學,2,國立清華大學,520518,奈米工程與微系統研究所,碩士班(日間),2,2,0
,103,公立,一般大學,2,國立清華大學,520601,工業工程與工程管理學系工程管理組,碩士班(日間),3,3,0
,103,公立,一般大學,2,國立清華大學,520601,工業工程與工程管理學系工業工程組,碩士班(日間),4,4,0
,103,公立,一般大學,2,國立清華大學,521104,生醫工程與環境科學系,碩士班(日間),2,2,0
,103,公立,一般大學,2,國立清華大學,521108,生物醫學工程研究所,碩士班(日間),2,2,0
,103,公立,一般大學,2,國立清華大學,521202,核子工程與科學研究所,碩士班(日間),1,1,0
,103,公立,一般大學,2,國立清華大學,521202,核子工程與科學研究所,博士班,1,1,0
,103,公立,一般大學,2,國立清華大學,990199,不分系招生,學士班(日間),5,5,0
,103,公立,一般大學,3,國立臺灣大學,140203,華語教學碩士學位學程,碩士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,210501,戲劇學系,碩士班(日間),5,0,5
,103,公立,一般大學,3,國立臺灣大學,210703,藝術史研究所,碩士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,220101,臺灣文學研究所,碩士班(日間),3,1,2
,103,公立,一般大學,3,國立臺灣大學,220201,中國文學系,碩士班(日間),9,1,8
,103,公立,一般大學,3,國立臺灣大學,220301,外國語文學系,碩士班(日間),2,0,2
,103,公立,一般大學,3,國立臺灣大學,220301,外國語文學系,博士班,1,0,1
,103,公立,一般大學,3,國立臺灣大學,220501,翻譯碩士學位學程,碩士班(日間),2,0,2
,103,公立,一般大學,3,國立臺灣大學,220901,歷史學系,碩士班(日間),2,1,1
,103,公立,一般大學,3,國立臺灣大學,221101,哲學系,學士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,221101,哲學系,碩士班(日間),3,2,1
,103,公立,一般大學,3,國立臺灣大學,221101,哲學系,博士班,1,0,1
,103,公立,一般大學,3,國立臺灣大學,310101,經濟學系,碩士班(日間),4,3,1
,103,公立,一般大學,3,國立臺灣大學,310201,政治學系,碩士班(日間),11,5,6
,103,公立,一般大學,3,國立臺灣大學,310201,政治學系,博士班,1,1,0
,103,公立,一般大學,3,國立臺灣大學,310301,社會學系,碩士班(日間),2,0,2
,103,公立,一般大學,3,國立臺灣大學,310501,心理學系一般心理學組,碩士班(日間),7,2,5
,103,公立,一般大學,3,國立臺灣大學,310501,心理學系一般心理學組,博士班,1,1,0
,103,公立,一般大學,3,國立臺灣大學,310602,地理環境資源學系,碩士班(日間),3,1,2
,103,公立,一般大學,3,國立臺灣大學,311002,國家發展研究所,碩士班(日間),11,6,5
,103,公立,一般大學,3,國立臺灣大學,311002,國家發展研究所,博士班,2,2,0
,103,公立,一般大學,3,國立臺灣大學,320201,新聞研究所,碩士班(日間),7,3,4
,103,公立,一般大學,3,國立臺灣大學,320602,圖書資訊學系,碩士班(日間),4,1,3
,103,公立,一般大學,3,國立臺灣大學,340101,商學研究所,碩士班(日間),2,1,1
,103,公立,一般大學,3,國立臺灣大學,340201,會計學系,碩士班(日間),6,2,4
,103,公立,一般大學,3,國立臺灣大學,340307,國際企業學系,碩士班(日間),14,4,10
,103,公立,一般大學,3,國立臺灣大學,340307,國際企業學系,博士班,4,2,2
,103,公立,一般大學,3,國立臺灣大學,340501,財務金融學系,碩士班(日間),5,2,3
,103,公立,一般大學,3,國立臺灣大學,349939,管理學院企業管理碩士專班,碩士班(日間),2,0,2
,103,公立,一般大學,3,國立臺灣大學,380101,法律學系,碩士班(日間),16,4,12
,103,公立,一般大學,3,國立臺灣大學,380101,法律學系,博士班,3,1,2
,103,公立,一般大學,3,國立臺灣大學,420103,生命科學系,碩士班(日間),1,1,0
,103,公立,一般大學,3,國立臺灣大學,420106,植物科學研究所,碩士班(日間),4,1,3
,103,公立,一般大學,3,國立臺灣大學,420106,植物科學研究所,博士班,1,1,0
,103,公立,一般大學,3,國立臺灣大學,420202,生態學與演化生物學研究所,碩士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,420313,分子與細胞生物學研究所,碩士班(日間),3,3,0
,103,公立,一般大學,3,國立臺灣大學,420401,微生物學研究所,博士班,1,1,0
,103,公立,一般大學,3,國立臺灣大學,440101,化學系,學士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,440101,化學系化學生物學組,碩士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,440101,化學系化學組,碩士班(日間),3,2,1
,103,公立,一般大學,3,國立臺灣大學,440101,化學系化學組,博士班,1,1,0
,103,公立,一般大學,3,國立臺灣大學,440203,地質科學系地質組,碩士班(日間),2,1,1
,103,公立,一般大學,3,國立臺灣大學,440203,地質科學系應用地質組,碩士班(日間),1,1,0
,103,公立,一般大學,3,國立臺灣大學,440301,物理學系,碩士班(日間),2,1,1
,103,公立,一般大學,3,國立臺灣大學,440401,大氣科學系,碩士班(日間),1,1,0
,103,公立,一般大學,3,國立臺灣大學,440601,天文物理研究所,碩士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,480109,資訊管理學系,碩士班(日間),2,1,1
,103,公立,一般大學,3,國立臺灣大學,480202,資訊網路與多媒體研究所,碩士班(日間),13,10,3
,103,公立,一般大學,3,國立臺灣大學,480202,資訊網路與多媒體研究所,博士班,1,1,0
,103,公立,一般大學,3,國立臺灣大學,520101,電機工程學系,學士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,520101,電機工程學系,碩士班(日間),5,3,2
,103,公立,一般大學,3,國立臺灣大學,520101,電機工程學系,博士班,5,4,1
,103,公立,一般大學,3,國立臺灣大學,520103,電子工程學研究所,碩士班(日間),5,4,1
,103,公立,一般大學,3,國立臺灣大學,520103,電子工程學研究所,博士班,1,1,0
,103,公立,一般大學,3,國立臺灣大學,520106,光電工程學研究所,碩士班(日間),7,4,3
,103,公立,一般大學,3,國立臺灣大學,520106,光電工程學研究所,博士班,1,0,1
,103,公立,一般大學,3,國立臺灣大學,520114,資訊工程學系,碩士班(日間),9,7,2
,103,公立,一般大學,3,國立臺灣大學,520114,資訊工程學系,博士班,1,0,1
,103,公立,一般大學,3,國立臺灣大學,520123,電信工程學研究所,碩士班(日間),6,5,1
,103,公立,一般大學,3,國立臺灣大學,520123,電信工程學研究所,博士班,1,1,0
,103,公立,一般大學,3,國立臺灣大學,520201,機械工程學系系統控制組,碩士班(日間),3,2,1
,103,公立,一般大學,3,國立臺灣大學,520201,機械工程學系固體力學組,碩士班(日間),1,1,0
,103,公立,一般大學,3,國立臺灣大學,520201,機械工程學系設計組,碩士班(日間),2,1,1
,103,公立,一般大學,3,國立臺灣大學,520201,機械工程學系熱學組,碩士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,520239,生物產業機電工程學系,碩士班(日間),2,2,0
,103,公立,一般大學,3,國立臺灣大學,520301,土木工程學系大地工程組,碩士班(日間),2,2,0
,103,公立,一般大學,3,國立臺灣大學,520301,土木工程學系大地工程學組,碩士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,520301,土木工程學系交通工程組,碩士班(日間),2,2,0
,103,公立,一般大學,3,國立臺灣大學,520301,土木工程學系結構工程組,碩士班(日間),4,3,1
,103,公立,一般大學,3,國立臺灣大學,520301,土木工程學系電腦輔助工程組,碩士班(日間),1,1,0
,103,公立,一般大學,3,國立臺灣大學,520301,土木工程學系營建工程與管理組,碩士班(日間),4,2,2
,103,公立,一般大學,3,國立臺灣大學,520301,土木工程學系,博士班,2,2,0
,103,公立,一般大學,3,國立臺灣大學,520315,生物環境系統工程學系,碩士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,520401,化學工程學系,碩士班(日間),5,3,2
,103,公立,一般大學,3,國立臺灣大學,520502,材料科學與工程學系,碩士班(日間),4,2,2
,103,公立,一般大學,3,國立臺灣大學,520502,材料科學與工程學系,博士班,2,2,0
,103,公立,一般大學,3,國立臺灣大學,520601,工業工程學研究所,碩士班(日間),5,3,2
,103,公立,一般大學,3,國立臺灣大學,520901,環境工程學研究所環境科學與工程組,碩士班(日間),5,4,1
,103,公立,一般大學,3,國立臺灣大學,520901,環境工程學研究所環境規劃與管理組,碩士班(日間),4,0,4
,103,公立,一般大學,3,國立臺灣大學,520901,環境工程學研究所,博士班,1,0,1
,103,公立,一般大學,3,國立臺灣大學,521307,醫學工程學研究所,碩士班(日間),3,2,1
,103,公立,一般大學,3,國立臺灣大學,589901,建築與城鄉研究所,碩士班(日間),10,3,7
,103,公立,一般大學,3,國立臺灣大學,589901,建築與城鄉研究所,博士班,1,0,1
,103,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系景觀暨休憩組,碩士班(日間),3,0,3
,103,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系園產品處理與利用組,碩士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系園藝作物組,碩士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系,博士班,1,1,0
,103,公立,一般大學,3,國立臺灣大學,620402,植物病理與微生物學系,學士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,620402,植物病理與微生物學系,碩士班(日間),1,1,0
,103,公立,一般大學,3,國立臺灣大學,620501,農業經濟學系,碩士班(日間),3,1,2
,103,公立,一般大學,3,國立臺灣大學,620510,生物產業傳播暨發展學系,碩士班(日間),2,1,1
,103,公立,一般大學,3,國立臺灣大學,620602,食品科技研究所,碩士班(日間),4,1,3
,103,公立,一般大學,3,國立臺灣大學,640101,獸醫學系,學士班(日間),1,0,1
,103,公立,一般大學,3,國立臺灣大學,640101,獸醫學系,碩士班(日間),2,1,1
,103,公立,一般大學,3,國立臺灣大學,720108,免疫學研究所,碩士班(日間),1,1,0
,103,公立,一般大學,3,國立臺灣大學,720301,藥學系,碩士班(日間),3,3,0
,103,公立,一般大學,3,國立臺灣大學,720305,藥理學研究所,博士班,1,0,1
,103,公立,一般大學,3,國立臺灣大學,760301,社會工作學系,碩士班(日間),5,0,5
,103,公立,一般大學,3,國立臺灣大學,760301,社會工作學系,博士班,1,1,0
,103,公立,一般大學,4,國立臺灣師範大學,140107,教育心理與輔導學系諮商心理學組,碩士班(日間),2,1,1
,103,公立,一般大學,4,國立臺灣師範大學,140215,人類發展與家庭學系幼兒發展與教育組,碩士班(日間),1,1,0
,103,公立,一般大學,4,國立臺灣師範大學,140215,人類發展與家庭學系,博士班,3,1,2
,103,公立,一般大學,4,國立臺灣師範大學,140315,體育學系,碩士班(日間),2,2,0
,103,公立,一般大學,4,國立臺灣師範大學,140315,體育學系,博士班,2,2,0
,103,公立,一般大學,4,國立臺灣師範大學,140325,健康促進與衛生教育學系,碩士班(日間),1,0,1
,103,公立,一般大學,4,國立臺灣師範大學,140601,特殊教育學系,博士班,1,0,1
,103,公立,一般大學,4,國立臺灣師範大學,210101,美術學系國畫組,學士班(日間),1,0,1
,103,公立,一般大學,4,國立臺灣師範大學,210101,美術學系,碩士班(日間),5,1,4
,103,公立,一般大學,4,國立臺灣師範大學,210401,音樂學系,碩士班(日間),3,1,2
,103,公立,一般大學,4,國立臺灣師範大學,210406,民族音樂研究所,碩士班(日間),1,0,1
,103,公立,一般大學,4,國立臺灣師範大學,210707,表演藝術研究所,碩士班(日間),1,0,1
