學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生小計,僑生男,僑生女,港澳生小計,港澳生男,港澳生女,僑生及港澳生數之在學比率(%)
106,公立,一般大學,0030,國立臺東大學,02323013,華語文學系,學士班(日間),3,1,2,1,0,1,1.97
106,公立,一般大學,0030,國立臺東大學,02399016,兒童文學研究所,碩士班(日間),0,0,0,1,0,1,2.27
106,公立,一般大學,0030,國立臺東大學,03199017,公共與文化事務學系,學士班(日間),0,0,0,3,2,1,1.69
106,公立,一般大學,0030,國立臺東大學,05111020,生命科學系,學士班(日間),2,1,1,3,3,0,2.76
106,公立,一般大學,0030,國立臺東大學,05399021,應用科學系,學士班(日間),1,1,0,0,0,0,0.30
106,公立,一般大學,0030,國立臺東大學,05411024,應用數學系,學士班(日間),0,0,0,1,1,0,0.61
106,公立,一般大學,0030,國立臺東大學,06131028,資訊管理學系,學士班(日間),2,2,0,4,4,0,3.31
106,公立,一般大學,0030,國立臺東大學,10151031,文化資源與休閒產業學系,學士班(日間),1,0,1,1,0,1,1.02
106,公立,一般大學,0030,國立臺東大學,10152035,身心整合與運動休閒產業學系,學士班(日間),2,1,1,3,2,1,3.29
106,公立,一般大學,0031,國立宜蘭大學,02311001,外國語文學系,學士班(日間),8,3,5,2,1,1,5.35
106,公立,一般大學,0031,國立宜蘭大學,04199007,應用經濟與管理學系,學士班(日間),6,4,2,2,0,2,2.23
106,公立,一般大學,0031,國立宜蘭大學,04199007,應用經濟與管理學系,碩士班(日間),1,1,0,0,0,0,2.27
106,公立,一般大學,0031,國立宜蘭大學,07111023,化學工程與材料工程學系,學士班(日間),3,2,1,2,2,0,1.32
106,公立,一般大學,0031,國立宜蘭大學,07121024,環境工程學系,學士班(日間),4,2,2,4,3,1,4.19
106,公立,一般大學,0031,國立宜蘭大學,07141012,電子工程學系,學士班(日間),2,2,0,2,2,0,1.21
106,公立,一般大學,0031,國立宜蘭大學,07141012,電子工程學系,碩士班(日間),2,2,0,0,0,0,5.71
106,公立,一般大學,0031,國立宜蘭大學,07141013,資訊工程學系,學士班(日間),7,7,0,8,7,1,7.89
106,公立,一般大學,0031,國立宜蘭大學,07151017,機械與機電工程學系,學士班(日間),4,4,0,3,3,0,1.92
106,公立,一般大學,0031,國立宜蘭大學,07211033,食品科學系,學士班(日間),13,6,7,2,1,1,3.78
106,公立,一般大學,0031,國立宜蘭大學,07211033,食品科學系,碩士班(日間),1,1,0,0,0,0,2.56
106,公立,一般大學,0031,國立宜蘭大學,07321021,土木工程學系,學士班(日間),9,9,0,15,15,0,4.86
106,公立,一般大學,0031,國立宜蘭大學,08112030,生物技術與動物科學系,學士班(日間),11,5,6,12,6,6,5.99
106,公立,一般大學,0031,國立宜蘭大學,08121031,園藝學系,學士班(日間),4,1,3,10,5,5,6.01
106,公立,一般大學,0031,國立宜蘭大學,08211036,森林暨自然資源學系,學士班(日間),2,1,1,9,7,2,4.95
106,公立,一般大學,0031,國立宜蘭大學,10152038,休閒產業與健康促進學系,學士班(日間),5,2,3,1,0,1,3.08
106,公立,一般大學,0032,國立聯合大學,02123006,工業設計學系,學士班(日間),11,6,5,3,1,2,8.05
106,公立,一般大學,0032,國立聯合大學,02321001,臺灣語文與傳播學系,學士班(日間),1,1,0,6,4,2,4.00
106,公立,一般大學,0032,國立聯合大學,02323002,華語文學系,學士班(日間),5,0,5,3,1,2,4.00
106,公立,一般大學,0032,國立聯合大學,04121014,財務金融學系,學士班(日間),8,5,3,2,1,1,5.05
106,公立,一般大學,0032,國立聯合大學,04131011,經營管理學系,學士班(日間),16,5,11,3,0,3,3.19
106,公立,一般大學,0032,國立聯合大學,06131016,資訊管理學系,學士班(日間),5,4,1,4,4,0,2.63
106,公立,一般大學,0032,國立聯合大學,06131020,資訊工程學系,學士班(日間),2,2,0,0,0,0,1.19
106,公立,一般大學,0032,國立聯合大學,07111028,化學工程學系,學士班(日間),1,1,0,0,0,0,0.28
106,公立,一般大學,0032,國立聯合大學,07121034,環境與安全衛生工程學系,學士班(日間),0,0,0,2,0,2,0.54
106,公立,一般大學,0032,國立聯合大學,07132035,能源工程學系,學士班(日間),0,0,0,1,1,0,0.72
106,公立,一般大學,0032,國立聯合大學,07151025,機械工程學系,學士班(日間),2,2,0,4,4,0,0.86
106,公立,一般大學,0032,國立聯合大學,07151025,機械工程學系,碩士班(日間),1,1,0,0,0,0,3.13
106,公立,一般大學,0032,國立聯合大學,07311040,建築學系,學士班(日間),4,3,1,4,3,1,3.28
106,公立,一般大學,0032,國立聯合大學,07321027,土木與防災工程學系,學士班(日間),1,1,0,0,0,0,0.50
106,公立,技專校院,0033,國立虎尾科技大學,02112002,多媒體設計系,學士班(日間),7,5,2,6,4,2,4.28
106,公立,技專校院,0033,國立虎尾科技大學,04121005,財務金融系,學士班(日間),3,2,1,0,0,0,1.30
106,公立,技專校院,0033,國立虎尾科技大學,04131003,企業管理系,學士班(日間),4,3,1,0,0,0,0.98
106,公立,技專校院,0033,國立虎尾科技大學,05121007,生物科技系,學士班(日間),1,0,1,0,0,0,0.43
106,公立,技專校院,0033,國立虎尾科技大學,06131008,資訊管理系,學士班(日間),1,1,0,1,0,1,0.96
106,公立,技專校院,0033,國立虎尾科技大學,06131013,資訊工程系,學士班(日間),1,1,0,0,0,0,0.23
106,公立,技專校院,0033,國立虎尾科技大學,07141009,電機工程系,學士班(日間),1,1,0,0,0,0,0.21
106,公立,技專校院,0033,國立虎尾科技大學,07151018,飛機工程系,學士班(日間),3,3,0,3,1,2,0.69
106,公立,技專校院,0033,國立虎尾科技大學,07161017,車輛工程系,學士班(日間),1,1,0,0,0,0,0.25
106,公立,技專校院,0033,國立虎尾科技大學,07191006,工業管理系,學士班(日間),1,1,0,0,0,0,0.26
106,公立,技專校院,0034,國立高雄海洋科技大學,04132002,供應鏈管理系,學士班(日間),4,4,0,0,0,0,1.65
106,公立,技專校院,0034,國立高雄海洋科技大學,05121004,海洋生物技術系,學士班(日間),1,0,1,0,0,0,0.48
106,公立,技專校院,0034,國立高雄海洋科技大學,07121012,海洋環境工程系,學士班(日間),2,1,1,0,0,0,0.94
106,公立,技專校院,0034,國立高雄海洋科技大學,07151010,輪機工程系,學士班(日間),1,1,0,0,0,0,0.23
106,公立,技專校院,0034,國立高雄海洋科技大學,07163011,造船及海洋工程系,學士班(日間),2,1,1,0,0,0,0.43
106,公立,技專校院,0034,國立高雄海洋科技大學,08193003,海洋事務與產業管理研究所,碩士班(日間),1,0,1,0,0,0,4.76
106,公立,技專校院,0034,國立高雄海洋科技大學,08311018,漁業生產與管理系,學士班(日間),1,1,0,0,0,0,0.46
106,公立,技專校院,0034,國立高雄海洋科技大學,08312019,水產養殖系,學士班(日間),1,1,0,2,1,1,0.73
106,公立,技專校院,0034,國立高雄海洋科技大學,10151021,海洋休閒管理系,學士班(日間),13,8,5,2,2,0,6.61
106,公立,技專校院,0034,國立高雄海洋科技大學,10412023,航運管理系,學士班(日間),7,3,4,0,0,0,1.68
106,公立,技專校院,0034,國立高雄海洋科技大學,10412023,航運管理系,碩士班(日間),1,1,0,0,0,0,4.76
106,公立,技專校院,0034,國立高雄海洋科技大學,10414024,航運技術系,學士班(日間),1,1,0,1,1,0,0.83
106,公立,一般大學,0035,國立臺南藝術大學,02131012,造形藝術研究所,碩士班(日間),1,0,1,1,0,1,3.64
106,公立,一般大學,0035,國立臺南藝術大學,02141017,應用藝術研究所,碩士班(日間),0,0,0,1,0,1,1.67
106,公立,一般大學,0035,國立臺南藝術大學,02141020,材質創作與設計系,學士班(日間),1,0,1,1,0,1,0.90
106,公立,一般大學,0035,國立臺南藝術大學,02151003,應用音樂學系,學士班(日間),6,3,3,3,2,1,4.62
106,公立,一般大學,0035,國立臺南藝術大學,02191014,藝術史學系,學士班(日間),0,0,0,2,1,1,1.04
106,公立,一般大學,0035,國立臺南藝術大學,02192022,博物館學與古物維護研究所,碩士班(日間),0,0,0,2,0,2,1.75
106,公立,一般大學,0036,國立臺南大學,01111001,教育學系,學士班(日間),1,0,1,3,2,1,1.19
106,公立,一般大學,0036,國立臺南大學,01111001,教育學系,碩士班(日間),0,0,0,1,0,1,0.74
106,公立,一般大學,0036,國立臺南大學,01113019,特殊教育學系,學士班(日間),4,0,4,4,0,4,4.28
106,公立,一般大學,0036,國立臺南大學,01121018,幼兒教育學系,學士班(日間),5,1,4,5,0,5,5.75
106,公立,一般大學,0036,國立臺南大學,02111030,視覺藝術與設計學系,學士班(日間),1,0,1,7,4,3,4.37
106,公立,一般大學,0036,國立臺南大學,02151027,音樂學系,學士班(日間),2,2,0,1,1,0,1.67
106,公立,一般大學,0036,國立臺南大學,02152029,戲劇創作與應用學系,學士班(日間),1,1,0,3,1,2,2.42
106,公立,一般大學,0036,國立臺南大學,02152029,戲劇創作與應用學系,碩士班(日間),1,0,1,2,1,1,5.56
106,公立,一般大學,0036,國立臺南大學,02311032,英語學系,學士班(日間),1,0,1,4,2,2,2.63
106,公立,一般大學,0036,國立臺南大學,02322031,國語文學系,學士班(日間),6,1,5,4,3,1,3.14
106,公立,一般大學,0036,國立臺南大學,02322031,國語文學系,碩士班(日間),1,0,1,1,1,0,8.70
106,公立,一般大學,0036,國立臺南大學,03131036,諮商與輔導學系,學士班(日間),6,6,0,1,0,1,3.87
106,公立,一般大學,0036,國立臺南大學,03143037,文化與自然資源學系,學士班(日間),2,2,0,4,3,1,3.51
106,公立,一般大學,0036,國立臺南大學,04131041,經營與管理學系,學士班(日間),2,1,1,6,5,1,4.97
106,公立,一般大學,0036,國立臺南大學,04134040,行政管理學系,學士班(日間),2,1,1,3,2,1,2.89
106,公立,一般大學,0036,國立臺南大學,05121044,生物科技學系,學士班(日間),2,0,2,4,2,2,3.64
106,公立,一般大學,0036,國立臺南大學,05212063,生態暨環境資源學系,學士班(日間),2,1,1,1,0,1,2.16
106,公立,一般大學,0036,國立臺南大學,05411047,應用數學系,學士班(日間),1,1,0,3,2,1,2.44
106,公立,一般大學,0036,國立臺南大學,06131052,資訊工程學系,學士班(日間),3,3,0,2,2,0,2.98
106,公立,一般大學,0036,國立臺南大學,06134024,數位學習科技學系,學士班(日間),0,0,0,1,1,0,0.62
106,公立,一般大學,0036,國立臺南大學,07112055,材料科學系,學士班(日間),2,1,1,0,0,0,1.32
106,公立,一般大學,0036,國立臺南大學,07132058,綠色能源科技學系,學士班(日間),4,4,0,0,0,0,2.50
106,公立,一般大學,0036,國立臺南大學,07132058,綠色能源科技學系,碩士班(日間),1,1,0,0,0,0,2.86
106,公立,一般大學,0036,國立臺南大學,07151054,機電系統工程研究所,碩士班(日間),1,0,1,0,0,0,3.85
106,公立,一般大學,0037,國立臺北教育大學,01111001,教育學系,碩士班(日間),0,0,0,1,0,1,1.47
106,公立,一般大學,0037,國立臺北教育大學,01113003,特殊教育學系,學士班(日間),2,0,2,2,1,1,2.31
106,公立,一般大學,0037,國立臺北教育大學,01113003,特殊教育學系,碩士班(日間),2,0,2,0,0,0,2.44
106,公立,一般大學,0037,國立臺北教育大學,01114044,教育經營與管理學系,學士班(日間),10,4,6,6,2,4,8.29
106,公立,一般大學,0037,國立臺北教育大學,01115020,課程與教學傳播科技研究所,博士班,1,0,1,0,0,0,2.63
106,公立,一般大學,0037,國立臺北教育大學,01121035,幼兒與家庭教育學系,學士班(日間),6,0,6,1,0,1,4.00
106,公立,一般大學,0037,國立臺北教育大學,01121035,幼兒與家庭教育學系,碩士班(日間),2,1,1,1,0,1,4.11
106,公立,一般大學,0037,國立臺北教育大學,01131001,教育學系,學士班(日間),6,0,6,3,1,2,5.03
106,公立,一般大學,0037,國立臺北教育大學,01131040,自然科學教育學系,學士班(日間),2,0,2,1,1,0,1.49
106,公立,一般大學,0037,國立臺北教育大學,01141002,體育學系,學士班(日間),0,0,0,3,2,1,1.28
106,公立,一般大學,0037,國立臺北教育大學,02121014,藝術與造形設計學系,學士班(日間),6,1,5,16,8,8,5.95
106,公立,一般大學,0037,國立臺北教育大學,02121014,藝術與造形設計學系,碩士班(日間),1,0,1,3,1,2,4.40
106,公立,一般大學,0037,國立臺北教育大學,02121028,文化創意產業經營學系,學士班(日間),7,2,5,2,1,1,4.92
106,公立,一般大學,0037,國立臺北教育大學,02121028,文化創意產業經營學系,碩士班(日間),1,0,1,1,1,0,4.88
106,公立,一般大學,0037,國立臺北教育大學,02122011,數位科技設計學系,學士班(日間),4,3,1,2,0,2,3.45
106,公立,一般大學,0037,國立臺北教育大學,02151031,音樂學系,學士班(日間),5,2,3,5,5,0,5.75
106,公立,一般大學,0037,國立臺北教育大學,02151031,音樂學系,碩士班(日間),3,1,2,0,0,0,4.11
106,公立,一般大學,0037,國立臺北教育大學,02399018,語文與創作學系,學士班(日間),15,3,12,12,2,10,7.36
106,公立,一般大學,0037,國立臺北教育大學,02399018,語文與創作學系,碩士班(日間),0,0,0,1,0,1,1.06
106,公立,一般大學,0037,國立臺北教育大學,03131007,心理與諮商學系,學士班(日間),5,3,2,4,1,3,4.69
106,公立,一般大學,0037,國立臺北教育大學,03131007,心理與諮商學系,碩士班(日間),3,2,1,0,0,0,2.75
106,公立,一般大學,0037,國立臺北教育大學,03143005,社會與區域發展學系,學士班(日間),10,4,6,4,2,2,6.39
106,公立,一般大學,0037,國立臺北教育大學,06134004,資訊科學系,學士班(日間),5,4,1,2,2,0,4.29
106,公立,一般大學,0039,國立臺中教育大學,01111001,教育學系,學士班(日間),4,0,4,2,1,1,3.30
106,公立,一般大學,0039,國立臺中教育大學,01111001,教育學系,碩士班(日間),0,0,0,1,0,1,1.67
106,公立,一般大學,0039,國立臺中教育大學,01113022,特殊教育學系,學士班(日間),3,0,3,9,2,7,5.83
106,公立,一般大學,0039,國立臺中教育大學,01121021,幼兒教育學系,學士班(日間),6,0,6,19,1,18,11.42
106,公立,一般大學,0039,國立臺中教育大學,01121021,幼兒教育學系,碩士班(日間),0,0,0,1,0,1,1.45
106,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,學士班(日間),2,0,2,1,0,1,1.48
106,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,碩士班(日間),1,0,1,0,0,0,1.41
106,公立,一般大學,0039,國立臺中教育大學,01131008,科學教育與應用學系,學士班(日間),1,0,1,0,0,0,0.58
106,公立,一般大學,0039,國立臺中教育大學,01131011,數學教育學系,學士班(日間),1,0,1,6,2,4,3.65
106,公立,一般大學,0039,國立臺中教育大學,01131011,數學教育學系,碩士班(日間),1,0,1,0,0,0,5.26
106,公立,一般大學,0039,國立臺中教育大學,01141019,體育學系,學士班(日間),1,1,0,4,4,0,2.58
106,公立,一般大學,0039,國立臺中教育大學,02122034,文化創意產業設計與營運學系,學士班(日間),6,3,3,4,1,3,5.10
106,公立,一般大學,0039,國立臺中教育大學,02131029,美術學系,學士班(日間),7,6,1,6,1,5,7.18
106,公立,一般大學,0039,國立臺中教育大學,02151030,音樂學系,學士班(日間),6,3,3,8,4,4,7.87
106,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,學士班(日間),1,0,1,0,0,0,0.51
106,公立,一般大學,0039,國立臺中教育大學,02321031,臺灣語文學系,學士班(日間),2,1,1,0,0,0,1.02
106,公立,一般大學,0039,國立臺中教育大學,03131035,諮商與應用心理學系,學士班(日間),5,2,3,7,5,2,6.12
106,公立,一般大學,0039,國立臺中教育大學,03199037,區域與社會發展學系,學士班(日間),5,0,5,3,2,1,3.88
106,公立,一般大學,0039,國立臺中教育大學,04131039,國際企業學系,學士班(日間),52,27,25,12,5,7,25.20
106,公立,一般大學,0039,國立臺中教育大學,06131042,資訊工程學系,學士班(日間),1,1,0,3,3,0,2.05
106,公立,技專校院,0042,國立澎湖科技大學,04132002,行銷與物流管理系,學士班(日間),2,1,1,2,2,0,2.06
106,公立,技專校院,0042,國立澎湖科技大學,06131004,資訊管理系,學士班(日間),2,1,1,0,0,0,1.02
106,公立,技專校院,0042,國立澎湖科技大學,07141007,資訊工程系,學士班(日間),1,1,0,0,0,0,0.50
106,公立,技專校院,0042,國立澎湖科技大學,07211011,食品科學系,學士班(日間),0,0,0,1,1,0,0.46
106,公立,技專校院,0042,國立澎湖科技大學,10131014,餐旅管理系,學士班(日間),11,5,6,3,2,1,6.31
106,公立,技專校院,0042,國立澎湖科技大學,10151016,觀光休閒系,學士班(日間),0,0,0,3,1,2,0.73
106,公立,技專校院,0042,國立澎湖科技大學,10152022,海洋遊憩系,學士班(日間),1,1,0,1,1,0,1.08
106,公立,技專校院,0042,國立澎湖科技大學,10412025,航運管理系,學士班(日間),3,2,1,2,1,1,2.31
106,公立,技專校院,0043,國立勤益科技大學,02299005,文化創意事業系,學士班(日間),0,0,0,5,1,4,2.27
106,公立,技專校院,0043,國立勤益科技大學,02311001,應用英語系,學士班(日間),3,2,1,1,1,0,1.82
106,公立,技專校院,0043,國立勤益科技大學,04131002,企業管理系,學士班(日間),2,2,0,2,1,1,0.92
106,公立,技專校院,0043,國立勤益科技大學,04132003,流通管理系,學士班(日間),3,1,2,2,2,0,1.22
106,公立,技專校院,0043,國立勤益科技大學,06131010,資訊管理系,學士班(日間),1,1,0,0,0,0,0.26
106,公立,技專校院,0043,國立勤益科技大學,06131010,資訊管理系,碩士班(日間),1,1,0,0,0,0,5.56
106,公立,技專校院,0043,國立勤益科技大學,06131013,資訊工程系,學士班(日間),1,1,0,4,4,0,0.87
106,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,學士班(日間),2,2,0,4,4,0,0.94
106,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系,學士班(日間),3,3,0,4,4,0,0.83
106,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系,碩士班(日間),1,1,0,0,0,0,1.89
106,公立,技專校院,0043,國立勤益科技大學,07191022,工業工程與管理系,學士班(日間),2,2,0,0,0,0,0.27
106,公立,技專校院,0043,國立勤益科技大學,10151032,休閒產業管理系,學士班(日間),1,0,1,1,1,0,0.68
106,公立,一般大學,0044,國立體育大學,01141001,體育研究所,碩士班(日間),1,0,1,0,0,0,2.63
106,公立,一般大學,0044,國立體育大學,10141005,球類運動技術學系,學士班(日間),1,1,0,0,0,0,0.39
106,公立,一般大學,0044,國立體育大學,10141006,陸上運動技術學系,學士班(日間),0,0,0,3,1,2,1.32
106,公立,一般大學,0044,國立體育大學,10141008,競技與教練科學研究所,碩士班(日間),0,0,0,2,1,1,2.15
106,公立,一般大學,0044,國立體育大學,10141008,競技與教練科學研究所,博士班,0,0,0,1,0,1,1.85
106,公立,一般大學,0044,國立體育大學,10142010,運動科學研究所,碩士班(日間),0,0,0,2,1,1,5.13
106,公立,一般大學,0044,國立體育大學,10152014,運動保健學系,學士班(日間),3,3,0,4,2,2,2.97
106,公立,一般大學,0044,國立體育大學,10152014,運動保健學系,碩士班(日間),1,1,0,3,2,1,8.51
106,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,學士班(日間),6,5,1,7,6,1,5.33
106,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,碩士班(日間),1,1,0,1,1,0,4.26
106,公立,一般大學,0044,國立體育大學,10152016,體育推廣學系,學士班(日間),4,4,0,11,8,3,5.07
106,公立,一般大學,0044,國立體育大學,10152017,適應體育學系,學士班(日間),0,0,0,2,2,0,0.94
106,公立,一般大學,0044,國立體育大學,10152021,國際運動管理與創新博士學位學程,博士班,1,1,0,0,0,0,12.50
106,公立,技專校院,0046,國立臺北護理健康大學,01121020,國際蒙特梭利碩士專班,碩士班(日間),0,0,0,5,0,5,71.43
106,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,學士班(日間),5,2,3,10,7,3,6.91
106,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,碩士班(日間),0,0,0,1,0,1,1.45
106,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,學士班(日間),12,1,11,5,4,1,3.52
106,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),8,1,7,5,1,4,1.44
106,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,學士班(日間),1,0,1,3,0,3,2.99
106,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,碩士班(日間),0,0,0,3,3,0,4.84
106,公立,技專校院,0046,國立臺北護理健康大學,09199015,高齡健康照護系,學士班(日間),2,0,2,1,1,0,5.26
106,公立,技專校院,0046,國立臺北護理健康大學,09211013,長期照護系,碩士班(日間),1,1,0,0,0,0,1.92
106,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系,學士班(日間),11,0,11,5,0,5,4.23
106,公立,技專校院,0046,國立臺北護理健康大學,10142017,運動保健系,學士班(日間),1,1,0,9,6,3,3.82
106,公立,技專校院,0046,國立臺北護理健康大學,10151018,休閒產業與健康促進系,學士班(日間),6,1,5,1,1,0,6.42
106,公立,技專校院,0046,國立臺北護理健康大學,10151018,休閒產業與健康促進系旅遊健康碩士班,碩士班(日間),2,1,1,0,0,0,7.14
106,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,學士班(日間),4,2,2,6,1,5,5.35
106,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),19,3,16,5,1,4,4.11
106,公立,技專校院,0047,國立高雄餐旅大學,10131005,中餐廚藝系,學士班(日間),9,5,4,2,2,0,5.67
106,公立,技專校院,0047,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),9,7,2,4,2,2,6.77
106,公立,技專校院,0047,國立高雄餐旅大學,10131007,烘焙管理系,學士班(日間),11,4,7,4,1,3,6.55
106,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),18,4,14,1,1,0,19.79
106,公立,技專校院,0047,國立高雄餐旅大學,10131010,餐旅暨會展行銷管理系,學士班(日間),8,2,6,3,1,2,5.56
106,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),13,5,8,9,4,5,4.17
106,公立,技專校院,0047,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),21,8,13,4,3,1,6.96
106,公立,技專校院,0047,國立高雄餐旅大學,10151015,旅運管理系,學士班(日間),6,1,5,5,2,3,5.50
106,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),11,6,5,2,1,1,10.66
106,公立,技專校院,0047,國立高雄餐旅大學,10151029,觀光研究所,碩士班(日間),0,0,0,1,1,0,3.03
106,公立,技專校院,0047,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),3,1,2,4,0,4,3.37
106,公立,一般大學,0048,國立金門大學,02311002,應用英語學系,學士班(日間),1,1,0,2,1,1,0.93
106,公立,一般大學,0048,國立金門大學,02323001,華語文學系,學士班(日間),4,2,2,0,0,0,2.56
106,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,學士班(日間),0,0,0,1,1,0,0.60
106,公立,一般大學,0048,國立金門大學,04131009,企業管理學系,學士班(日間),4,1,3,6,3,3,2.78
106,公立,一般大學,0048,國立金門大學,06131019,資訊工程學系,學士班(日間),1,1,0,0,0,0,0.56
106,公立,一般大學,0048,國立金門大學,07191025,工業工程與管理學系,學士班(日間),1,1,0,1,1,0,1.26
106,公立,一般大學,0048,國立金門大學,07211029,食品科學系,學士班(日間),4,2,2,3,2,1,4.24
106,公立,一般大學,0048,國立金門大學,07311026,建築學系,學士班(日間),3,1,2,2,2,0,2.26
106,公立,一般大學,0048,國立金門大學,07313028,都市計畫與景觀學系,學士班(日間),1,1,0,0,0,0,0.61
106,公立,一般大學,0048,國立金門大學,07321021,土木與工程管理學系,學士班(日間),0,0,0,1,1,0,0.70
106,公立,一般大學,0048,國立金門大學,09131031,護理學系,學士班(日間),0,0,0,3,1,2,1.91
106,公立,一般大學,0048,國立金門大學,09191032,長期照護學系,學士班(日間),0,0,0,1,0,1,0.70
106,公立,一般大學,0048,國立金門大學,09231033,社會工作學系,學士班(日間),0,0,0,3,1,2,1.85
106,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,學士班(日間),9,5,4,1,1,0,4.63
106,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,學士班(日間),8,6,2,2,2,0,5.18
106,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,碩士班(日間),1,1,0,0,0,0,5.00
106,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,學士班(日間),5,5,0,16,12,4,4.47
106,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,學士班(日間),1,0,1,11,0,11,5.74
106,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,學士班(日間),3,2,1,8,6,2,4.74
106,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,碩士班(日間),0,0,0,1,1,0,1.75
106,公立,一般大學,0049,國立臺灣體育運動大學,10141004,球類運動學系,學士班(日間),4,3,1,5,4,1,2.01
106,公立,一般大學,0049,國立臺灣體育運動大學,10141005,技擊運動學系,學士班(日間),2,2,0,4,4,0,2.71
106,公立,一般大學,0049,國立臺灣體育運動大學,10142006,運動健康科學學系,學士班(日間),1,0,1,6,6,0,3.27
106,公立,一般大學,0049,國立臺灣體育運動大學,10152007,休閒運動學系,學士班(日間),0,0,0,1,1,0,0.42
106,公立,一般大學,0049,國立臺灣體育運動大學,10152008,休閒運動管理研究所,碩士班(日間),1,0,1,0,0,0,1.85
106,公立,一般大學,0049,國立臺灣體育運動大學,10152010,運動事業管理學系,學士班(日間),7,7,0,8,7,1,6.67
106,公立,一般大學,0049,國立臺灣體育運動大學,10152010,運動事業管理學系,碩士班(日間),1,1,0,0,0,0,3.85
106,公立,一般大學,0049,國立臺灣體育運動大學,10152012,運動資訊與傳播學系,學士班(日間),10,7,3,4,1,3,7.00
106,公立,技專校院,0050,國立臺中科技大學,02112005,多媒體設計系,學士班(日間),5,3,2,5,4,1,4.31
106,公立,技專校院,0050,國立臺中科技大學,02123006,商業設計系,學士班(日間),3,1,2,9,3,6,3.87
106,公立,技專校院,0050,國立臺中科技大學,02124008,室內設計系,學士班(日間),1,0,1,2,2,0,1.55
106,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,學士班(日間),4,2,2,4,1,3,2.61
106,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,學士班(日間),5,2,3,5,4,1,4.44
106,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語科,五專,2,1,1,0,0,0,0.77
106,公立,技專校院,0050,國立臺中科技大學,02322001,應用中文系,學士班(日間),5,1,4,1,0,1,3.11
106,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊系,學士班(日間),2,1,1,1,1,0,0.76
106,公立,技專校院,0050,國立臺中科技大學,04121021,財務金融系,學士班(日間),6,4,2,2,2,0,2.02
106,公立,技專校院,0050,國立臺中科技大學,04121021,財務金融系,碩士班(日間),1,1,0,0,0,0,4.00
106,公立,技專校院,0050,國立臺中科技大學,04122028,財政稅務系,學士班(日間),1,1,0,0,0,0,0.24
106,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理系,學士班(日間),2,2,0,0,0,0,0.45
106,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理系,學士班(日間),7,1,6,1,1,0,2.50
106,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理科,五專,2,1,1,0,0,0,0.42
106,公立,技專校院,0050,國立臺中科技大學,04132029,流通管理系,學士班(日間),6,3,3,0,0,0,1.94
106,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,學士班(日間),3,1,2,0,0,0,0.84
106,公立,技專校院,0050,國立臺中科技大學,05421032,應用統計系,學士班(日間),1,1,0,0,0,0,0.53
