學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生小計,僑生男,僑生女,港澳生小計,港澳生男,港澳生女,僑生及港澳生數之在學比率(%)
106,公立,一般大學,0001,國立政治大學,01111001,教育學系,學士班(日間),19,2,17,5,3,2,10.04
106,公立,一般大學,0001,國立政治大學,01111001,教育學系,碩士班(日間),3,2,1,0,0,0,6.52
106,公立,一般大學,0001,國立政治大學,01114005,教育行政與政策研究所,碩士班(日間),1,1,0,1,0,1,4.26
106,公立,一般大學,0001,國立政治大學,01131002,華語文教學博士學位學程,博士班,1,0,1,0,0,0,5.26
106,公立,一般大學,0001,國立政治大學,01131002,華語文教學碩士學位學程,碩士班(日間),2,0,2,1,0,1,5.26
106,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,碩士班(日間),0,0,0,1,0,1,2.70
106,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,博士班,2,0,2,0,0,0,5.88
106,公立,一般大學,0001,國立政治大學,02221020,歷史學系,學士班(日間),2,1,1,8,6,2,5.78
106,公立,一般大學,0001,國立政治大學,02221020,歷史學系,碩士班(日間),1,0,1,5,4,1,9.68
106,公立,一般大學,0001,國立政治大學,02221020,歷史學系,博士班,0,0,0,2,2,0,5.56
106,公立,一般大學,0001,國立政治大學,02222031,民族學系,學士班(日間),1,0,1,2,2,0,1.66
106,公立,一般大學,0001,國立政治大學,02231022,哲學系,學士班(日間),7,5,2,9,7,2,8.51
106,公立,一般大學,0001,國立政治大學,02231022,哲學系,碩士班(日間),1,1,0,3,2,1,8.16
106,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,學士班(日間),5,2,3,7,3,4,3.79
106,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,碩士班(日間),1,0,1,0,0,0,1.54
106,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,學士班(日間),8,1,7,4,0,4,6.42
106,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,碩士班(日間),1,0,1,1,1,0,7.69
106,公立,一般大學,0001,國立政治大學,02311012,阿拉伯語文學系,學士班(日間),2,1,1,1,1,0,1.71
106,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,學士班(日間),7,0,7,4,0,4,7.24
106,公立,一般大學,0001,國立政治大學,02311015,土耳其語文學系,學士班(日間),7,2,5,1,0,1,6.11
106,公立,一般大學,0001,國立政治大學,02311016,歐洲語文學系,學士班(日間),9,2,7,5,2,3,4.79
106,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,學士班(日間),2,1,1,3,0,3,2.04
106,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,碩士班(日間),0,0,0,1,0,1,2.63
106,公立,一般大學,0001,國立政治大學,02322008,中國文學系,學士班(日間),11,3,8,13,7,6,6.67
106,公立,一般大學,0001,國立政治大學,02322008,中國文學系,碩士班(日間),3,3,0,8,5,3,10.48
106,公立,一般大學,0001,國立政治大學,02322008,中國文學系,博士班,3,2,1,0,0,0,4.29
106,公立,一般大學,0001,國立政治大學,03111024,經濟學系,學士班(日間),11,5,6,4,3,1,3.56
106,公立,一般大學,0001,國立政治大學,03121026,政治學系,學士班(日間),1,1,0,9,7,2,4.59
106,公立,一般大學,0001,國立政治大學,03121026,政治學系,碩士班(日間),1,1,0,2,1,1,4.05
106,公立,一般大學,0001,國立政治大學,03122045,外交學系,學士班(日間),16,3,13,1,1,0,6.03
106,公立,一般大學,0001,國立政治大學,03122045,外交學系,碩士班(日間),0,0,0,1,1,0,1.43
106,公立,一般大學,0001,國立政治大學,03122046,國際研究英語碩士學位學程,碩士班(日間),1,1,0,0,0,0,1.85
106,公立,一般大學,0001,國立政治大學,03131032,心理學系,學士班(日間),9,2,7,4,1,3,6.25
106,公立,一般大學,0001,國立政治大學,03131032,心理學系,碩士班(日間),3,2,1,3,2,1,6.82
106,公立,一般大學,0001,國立政治大學,03131033,輔導與諮商碩士學位學程,碩士班(日間),0,0,0,1,1,0,2.86
106,公立,一般大學,0001,國立政治大學,03141030,社會學系,學士班(日間),5,2,3,4,4,0,4.39
106,公立,一般大學,0001,國立政治大學,03141030,社會學系,碩士班(日間),2,1,1,3,3,0,8.93
106,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,碩士班(日間),1,1,0,4,4,0,6.94
106,公立,一般大學,0001,國立政治大學,03143038,俄羅斯研究所,碩士班(日間),1,1,0,1,1,0,5.88
106,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,碩士班(日間),0,0,0,1,0,1,1.79
106,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,碩士班(日間),0,0,0,1,1,0,1.45
106,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,碩士班(日間),0,0,0,1,1,0,1.25
106,公立,一般大學,0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,碩士班(日間),3,0,3,5,2,3,3.33
106,公立,一般大學,0001,國立政治大學,03211049,傳播學院傳播學士學位學程,學士班(日間),4,1,3,0,0,0,30.77
106,公立,一般大學,0001,國立政治大學,03211050,國際傳播英語碩士學位學程,碩士班(日間),0,0,0,3,0,3,6.12
106,公立,一般大學,0001,國立政治大學,03211052,廣播電視學系,學士班(日間),12,0,12,5,3,2,9.94
106,公立,一般大學,0001,國立政治大學,03212051,新聞學系,學士班(日間),7,2,5,2,1,1,7.14
106,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,碩士班(日間),1,0,1,0,0,0,1.89
106,公立,一般大學,0001,國立政治大學,03299056,傳播學院大一大二不分系,學士班(日間),26,3,23,19,7,12,10.27
106,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),7,1,6,6,4,2,2.91
106,公立,一般大學,0001,國立政治大學,04111059,會計學系,碩士班(日間),1,0,1,2,1,1,2.10
106,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,學士班(日間),10,4,6,0,0,0,5.05
106,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,碩士班(日間),1,1,0,1,0,1,2.50
106,公立,一般大學,0001,國立政治大學,04121068,金融學系,學士班(日間),8,3,5,3,1,2,4.53
106,公立,一般大學,0001,國立政治大學,04121068,金融學系,碩士班(日間),1,1,0,0,0,0,1.10
106,公立,一般大學,0001,國立政治大學,04122070,財政學系,學士班(日間),12,6,6,4,2,2,3.86
106,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),6,3,3,2,2,0,4.00
106,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,碩士班(日間),3,1,2,0,0,0,4.29
106,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,博士班,1,0,1,0,0,0,5.56
106,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),17,6,11,6,2,4,8.42
106,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),22,6,16,6,6,0,6.28
106,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),1,1,0,0,0,0,0.68
106,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,學士班(日間),7,2,5,5,2,3,5.71
106,公立,一般大學,0001,國立政治大學,04134043,地政學系,學士班(日間),7,5,2,10,8,2,3.28
106,公立,一般大學,0001,國立政治大學,04134043,地政學系,碩士班(日間),1,1,0,0,0,0,1.43
106,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),21,6,15,4,3,1,7.33
106,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,碩士班(日間),1,0,1,1,1,0,1.77
106,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),12,2,10,5,0,5,7.59
106,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,碩士班(日間),1,0,1,2,1,1,2.05
106,公立,一般大學,0001,國立政治大學,04211073,法律學系,學士班(日間),14,4,10,1,0,1,2.10
106,公立,一般大學,0001,國立政治大學,04211073,法律學系,碩士班(日間),2,2,0,5,5,0,2.79
106,公立,一般大學,0001,國立政治大學,04212074,法律科際整合研究所,碩士班(日間),2,2,0,0,0,0,1.94
106,公立,一般大學,0001,國立政治大學,05411078,應用數學系,學士班(日間),2,2,0,0,0,0,1.08
106,公立,一般大學,0001,國立政治大學,05421079,統計學系,學士班(日間),4,2,2,7,5,2,5.16
106,公立,一般大學,0001,國立政治大學,05421079,統計學系,碩士班(日間),2,1,1,1,1,0,4.76
106,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,學士班(日間),10,7,3,2,1,1,3.59
106,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,碩士班(日間),0,0,0,1,1,0,1.19
106,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),4,3,1,4,3,1,3.88
106,公立,一般大學,0001,國立政治大學,06134057,數位內容碩士學位學程,碩士班(日間),1,1,0,0,0,0,1.89
106,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,碩士班(日間),0,0,0,1,1,0,1.69
106,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,學士班(日間),13,2,11,5,2,3,5.20
106,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士班(日間),0,0,0,1,0,1,0.88
106,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,學士班(日間),7,1,6,20,4,16,14.59
106,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,學士班(日間),5,0,5,10,1,9,4.40
106,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士班(日間),1,0,1,0,0,0,2.86
106,公立,一般大學,0002,國立清華大學,01131105,英語教學系,學士班(日間),7,2,5,2,0,2,5.77
106,公立,一般大學,0002,國立清華大學,01141090,體育學系,學士班(日間),2,2,0,13,10,3,7.58
106,公立,一般大學,0002,國立清華大學,01141090,體育學系,碩士班(日間),0,0,0,1,1,0,3.45
106,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,學士班(日間),5,3,2,10,2,8,4.39
106,公立,一般大學,0002,國立清華大學,02151096,音樂學系,學士班(日間),2,0,2,5,3,2,4.93
106,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,碩士班(日間),0,0,0,2,2,0,4.08
106,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,博士班,0,0,0,1,1,0,4.17
106,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,碩士班(日間),2,1,1,0,0,0,5.13
106,公立,一般大學,0002,國立清華大學,02222007,人類學研究所,博士班,1,0,1,0,0,0,8.33
106,公立,一般大學,0002,國立清華大學,02299010,人文社會學院學士班,學士班(日間),7,1,6,4,2,2,3.18
106,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,學士班(日間),5,0,5,5,0,5,4.63
106,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,碩士班(日間),2,0,2,1,0,1,5.17
106,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,碩士班(日間),0,0,0,1,1,0,2.13
106,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,博士班,0,0,0,1,0,1,6.67
106,公立,一般大學,0002,國立清華大學,02322003,中國文學系,學士班(日間),8,1,7,6,2,4,6.86
106,公立,一般大學,0002,國立清華大學,02322003,中國文學系,碩士班(日間),1,0,1,4,2,2,6.41
106,公立,一般大學,0002,國立清華大學,02322003,中國文學系,博士班,1,1,0,1,1,0,3.33
106,公立,一般大學,0002,國立清華大學,02322109,中國語文學系,學士班(日間),3,1,2,3,1,2,4.26
106,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,碩士班(日間),1,0,1,1,0,1,4.35
106,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,博士班,0,0,0,1,0,1,6.25
106,公立,一般大學,0002,國立清華大學,03111011,經濟學系,學士班(日間),8,5,3,5,2,3,2.83
106,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,學士班(日間),3,0,3,2,2,0,2.82
106,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士班(日間),1,1,0,1,1,0,2.00
106,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,碩士班(日間),0,0,0,2,2,0,2.63
106,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,學士班(日間),2,1,1,1,1,0,1.33
106,公立,一般大學,0002,國立清華大學,04131018,國際專業管理碩士班,碩士班(日間),0,0,0,1,0,1,1.72
106,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,碩士班(日間),1,1,0,1,1,0,3.13
106,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,碩士班(日間),1,1,0,1,1,0,3.51
106,公立,一般大學,0002,國立清華大學,04199023,科技管理學院學士班,學士班(日間),2,1,1,1,1,0,1.45
106,公立,一般大學,0002,國立清華大學,05111106,應用科學系,學士班(日間),3,3,0,1,1,0,2.92
106,公立,一般大學,0002,國立清華大學,05121025,生命科學系,學士班(日間),3,2,1,2,2,0,2.59
106,公立,一般大學,0002,國立清華大學,05121029,生技產業博士學位學程,博士班,1,1,0,0,0,0,10.00
106,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,碩士班(日間),1,1,0,0,0,0,1.89
106,公立,一般大學,0002,國立清華大學,05124072,分子醫學研究所,碩士班(日間),0,0,0,1,1,0,2.63
106,公立,一般大學,0002,國立清華大學,05199032,生命科學院學士班,學士班(日間),5,3,2,1,1,0,5.50
106,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,學士班(日間),4,3,1,5,3,2,4.81
106,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,碩士班(日間),1,0,1,0,0,0,3.03
106,公立,一般大學,0002,國立清華大學,05311037,化學系,學士班(日間),13,8,5,7,7,0,7.19
106,公立,一般大學,0002,國立清華大學,05311037,化學系,碩士班(日間),2,1,1,1,1,0,1.69
106,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),7,6,1,12,11,1,6.55
106,公立,一般大學,0002,國立清華大學,05331038,物理學系,碩士班(日間),1,1,0,1,1,0,1.37
106,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,2,2,0,1,1,0,4.92
106,公立,一般大學,0002,國立清華大學,05332039,天文研究所,碩士班(日間),0,0,0,1,0,1,10.00
106,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),4,2,2,11,8,3,5.66
106,公立,一般大學,0002,國立清華大學,05411043,數學系,碩士班(日間),1,1,0,1,1,0,2.99
106,公立,一般大學,0002,國立清華大學,05421044,統計學研究所,碩士班(日間),1,1,0,0,0,0,1.92
106,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),8,5,3,8,7,1,2.76
106,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),3,2,1,3,2,1,1.70
106,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),6,4,2,3,2,1,3.85
106,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,碩士班(日間),2,1,1,0,0,0,1.31
106,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,博士班,1,0,1,1,1,0,1.90
106,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),5,4,1,2,2,0,1.72
106,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),0,0,0,1,1,0,0.40
106,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,學士班(日間),4,4,0,4,3,1,1.98
106,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,碩士班(日間),1,1,0,0,0,0,0.58
106,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),3,3,0,1,1,0,0.91
106,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,碩士班(日間),1,1,0,0,0,0,0.85
106,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,碩士班(日間),1,1,0,0,0,0,0.72
106,公立,一般大學,0002,國立清華大學,07141055,電機資訊學院學士班,學士班(日間),1,1,0,0,0,0,0.88
106,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,學士班(日間),17,17,0,6,5,1,5.03
106,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,碩士班(日間),5,4,1,2,2,0,2.49
106,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,1,1,0,0,0,0,1.10
106,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,學士班(日間),13,6,7,2,1,1,5.49
106,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,碩士班(日間),4,4,0,1,1,0,2.60
106,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,學士班(日間),3,1,2,8,5,3,5.82
106,公立,一般大學,0002,國立清華大學,07194069,原子科學院學士班,學士班(日間),1,0,1,0,0,0,1.30
106,公立,一般大學,0002,國立清華大學,09121073,醫學科學系,學士班(日間),5,1,4,2,2,0,8.33
106,公立,一般大學,0002,國立清華大學,99999075,清華學院學士班,學士班(日間),14,7,7,3,1,2,15.89
106,公立,一般大學,0003,國立臺灣大學,01131001,華語教學碩士學位學程,碩士班(日間),2,0,2,1,0,1,5.26
106,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,碩士班(日間),1,1,0,0,0,0,2.86
106,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,博士班,0,0,0,1,1,0,14.29
106,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,學士班(日間),3,1,2,6,1,5,4.76
106,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,碩士班(日間),0,0,0,3,0,3,7.89
106,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,碩士班(日間),1,1,0,0,0,0,2.94
106,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,學士班(日間),11,4,7,8,4,4,7.20
106,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,碩士班(日間),4,1,3,3,2,1,8.64
106,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,博士班,1,1,0,0,0,0,2.04
106,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,學士班(日間),7,3,4,7,3,4,8.86
106,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,碩士班(日間),1,0,1,1,1,0,4.76
106,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,學士班(日間),9,5,4,6,3,3,8.06
106,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,碩士班(日間),2,1,1,0,0,0,4.55
106,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,學士班(日間),18,4,14,14,5,9,5.88
106,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,碩士班(日間),2,0,2,1,0,1,5.36
106,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,學士班(日間),6,0,6,5,1,4,4.14
106,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,碩士班(日間),1,1,0,0,0,0,2.44
106,公立,一般大學,0003,國立臺灣大學,02312010,翻譯碩士學位學程,碩士班(日間),2,1,1,0,0,0,4.65
106,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,碩士班(日間),1,0,1,1,0,1,5.26
106,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,學士班(日間),14,5,9,13,7,6,8.04
106,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,碩士班(日間),1,1,0,0,0,0,1.20
106,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,博士班,1,0,1,1,1,0,3.85
106,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,博士班,0,0,0,1,1,0,7.14
106,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),11,4,7,2,1,1,2.20
106,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,碩士班(日間),1,1,0,1,1,0,1.61
106,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),19,9,10,15,9,6,4.52
106,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),2,0,2,1,1,0,2.08
106,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,博士班,1,0,1,1,1,0,4.44
106,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),14,4,10,6,4,2,6.90
106,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,碩士班(日間),1,0,1,2,1,1,2.44
106,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,博士班,0,0,0,1,0,1,2.44
106,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),4,3,1,6,4,2,4.90
106,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,碩士班(日間),0,0,0,1,1,0,2.00
106,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,博士班,0,0,0,1,1,0,7.69
106,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,學士班(日間),4,2,2,5,3,2,5.49
106,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,碩士班(日間),0,0,0,2,2,0,3.13
106,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,博士班,1,1,0,0,0,0,3.70
106,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),2,1,1,0,0,0,0.87
106,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,博士班,1,1,0,0,0,0,1.49
106,公立,一般大學,0003,國立臺灣大學,03212024,新聞研究所,碩士班(日間),1,0,1,0,0,0,1.06
106,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,學士班(日間),13,4,9,3,2,1,7.62
106,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,碩士班(日間),0,0,0,1,0,1,1.64
106,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),14,4,10,1,1,0,2.91
106,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,碩士班(日間),1,0,1,1,0,1,1.79
106,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),17,8,9,1,0,1,3.32
106,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,碩士班(日間),0,0,0,2,2,0,1.26
106,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,碩士班(日間),3,1,2,1,0,1,2.92
106,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,博士班,1,0,1,0,0,0,2.78
106,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),13,4,9,0,0,0,3.19
106,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,學士班(日間),5,0,5,0,0,0,1.31
106,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),2,1,1,0,0,0,1.32
106,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,博士班,1,1,0,0,0,0,1.82
106,公立,一般大學,0003,國立臺灣大學,04134022,公共事務研究所,碩士班(日間),0,0,0,1,1,0,2.04
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,學士班(日間),39,14,25,10,5,5,6.14
106,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),4,1,3,1,0,1,1.01
106,公立,一般大學,0003,國立臺灣大學,04212036,科際整合法律學研究所,碩士班(日間),3,2,1,1,0,1,2.34
106,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),12,4,8,5,4,1,9.14
106,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),0,0,0,2,1,1,3.17
106,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,博士班,0,0,0,1,1,0,3.70
106,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),1,1,0,0,0,0,1.52
106,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,學士班(日間),1,0,1,5,2,3,6.38
106,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,碩士班(日間),0,0,0,1,1,0,3.70
106,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),0,0,0,2,2,0,8.00
106,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,博士班,1,0,1,1,1,0,6.06
106,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,碩士班(日間),1,1,0,1,1,0,3.57
106,公立,一般大學,0003,國立臺灣大學,05121046,分子與細胞生物學研究所,博士班,0,0,0,1,0,1,7.69
106,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,學士班(日間),10,7,3,1,0,1,6.18
106,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,碩士班(日間),3,2,1,1,1,0,3.48
106,公立,一般大學,0003,國立臺灣大學,05123050,生物化學暨分子生物學研究所,碩士班(日間),0,0,0,4,1,3,5.88
106,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,碩士班(日間),0,0,0,1,1,0,1.64
106,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,博士班,1,1,0,0,0,0,4.55
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),10,4,6,7,5,2,5.86
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,碩士班(日間),1,0,1,0,0,0,0.51
106,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,1,1,0,0,0,0,0.74
106,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,學士班(日間),6,4,2,14,6,8,11.98
106,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),1,1,0,2,2,0,3.66
106,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,學士班(日間),1,0,1,5,4,1,3.68
106,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,碩士班(日間),0,0,0,1,1,0,2.44
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),5,4,1,2,2,0,2.52
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),2,2,0,1,1,0,1.63
106,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,0,0,0,2,2,0,1.96
106,公立,一般大學,0003,國立臺灣大學,05331055,應用物理學研究所,博士班,0,0,0,1,1,0,3.45
106,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,碩士班(日間),0,0,0,1,1,0,7.14
106,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,博士班,1,1,0,1,1,0,20.00
106,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),5,4,1,4,4,0,4.05
106,公立,一般大學,0003,國立臺灣大學,05411059,數學系,碩士班(日間),1,1,0,0,0,0,2.04
106,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),4,1,3,5,5,0,4.31
106,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,碩士班(日間),1,1,0,1,0,1,1.69
106,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),1,1,0,2,2,0,3.13
106,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),18,15,3,10,8,2,5.32
106,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),6,5,1,0,0,0,1.81
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,學士班(日間),15,10,5,3,3,0,3.81
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,碩士班(日間),3,2,1,3,3,0,2.96
106,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,博士班,1,1,0,0,0,0,1.61
106,公立,一般大學,0003,國立臺灣大學,07111077,高分子科學與工程學研究所,碩士班(日間),0,0,0,1,1,0,1.49
106,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,學士班(日間),15,14,1,3,3,0,8.57
106,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,碩士班(日間),1,0,1,0,0,0,0.70
