學年度,設立別,學校類別,學校統計處代碼,學校名稱,縣市別,一年級學生申請學校宿舍人數(A),一年級學生實際住宿情形-自有宿舍住宿人數-小計(B),一年級學生實際住宿情形-自有宿舍住宿人數-男,一年級學生實際住宿情形-自有宿舍住宿人數-女,一年級學生實際住宿情形-學校租賃宿舍住宿人數-小計(C),一年級學生實際住宿情形-學校租賃宿舍住宿人數-男,一年級學生實際住宿情形-學校租賃宿舍住宿人數-女,一年級學生校外租屋人數(107學年度新增)-小計(D),一年級學生校外租屋人數(107學年度新增)-男,一年級學生校外租屋人數(107學年度新增)-女,學校提供一年級學生實際住宿之比率(%)E=(B+C)/（B+C+D）
109,公立,一般大學,0052,國立屏東大學,屏東縣,1518,1518,632,886,0,0,0,66,35,31,95.83
109,公立,技專校院,0053,國立高雄科技大學,高雄市,3971,3165,1608,1557,0,0,0,"1,066",892,174,74.81
109,公立,技專校院,0144,國立臺灣戲曲學院,臺北市,109,109,46,63,0,0,0,4,2,2,96.46
109,公立,技專校院,0221,國立臺南護理專科學校,臺南市,234,231,17,214,0,0,0,0,0,0,100
109,公立,技專校院,0222,國立臺東專科學校,臺東縣,289,289,209,80,0,0,0,24,14,10,92.33
109,私立,一般大學,1001,東海大學,臺中市,3642,3107,1362,1745,0,0,0,0,0,0,100
109,私立,一般大學,1002,輔仁大學,新北市,1692,1692,643,1049,0,0,0,537,213,324,75.91
109,私立,一般大學,1003,東吳大學,臺北市,1382,752,269,483,590,206,384,383,180,203,77.80
109,私立,一般大學,1004,中原大學,桃園市,2634,2580,1341,1239,0,0,0,391,219,172,86.84
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,宜蘭縣,300,300,154,146,0,0,0,0,0,0,100
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,新北市,2439,1268,0,1268,709,563,146,"1,774","1,092",682,52.71
109,私立,一般大學,1006,中國文化大學,臺北市,2175,2140,980,1160,0,0,0,434,352,82,83.14
109,私立,一般大學,1007,逢甲大學,臺中市,3321,2326,918,1408,959,921,38,109,63,46,96.79
109,私立,一般大學,1008,靜宜大學,臺中市,2196,1888,704,1184,290,149,141,143,54,89,93.84
109,私立,一般大學,1009,長庚大學,桃園市,1120,1120,555,565,0,0,0,10,5,5,99.12
109,私立,一般大學,1010,元智大學,桃園市,1426,1323,752,571,0,0,0,60,35,25,95.66
109,私立,一般大學,1011,中華大學學校財團法人中華大學,新竹市,876,823,538,285,0,0,0,13,8,5,98.44
109,私立,一般大學,1012,大葉大學,彰化縣,1085,1079,576,503,0,0,0,220,140,80,83.06
109,私立,一般大學,1013,華梵大學,新北市,116,116,57,59,0,0,0,8,4,4,93.55
109,私立,一般大學,1014,義守大學,高雄市,2685,2227,1118,1109,458,243,215,78,43,35,97.18
109,私立,一般大學,1015,世新大學,新北市,278,86,29,57,167,55,112,71,22,49,78.09
109,私立,一般大學,1015,世新大學,臺北市,549,370,118,252,60,49,11,210,81,129,67.19
109,私立,一般大學,1016,銘傳大學,金門縣,17,17,4,13,0,0,0,0,0,0,100
109,私立,一般大學,1016,銘傳大學,桃園市,1150,767,248,519,383,244,139,274,76,198,80.76
109,私立,一般大學,1016,銘傳大學,新北市,79,0,0,0,147,51,96,0,0,0,100
109,私立,一般大學,1016,銘傳大學,臺北市,479,417,149,268,0,0,0,51,25,26,89.10
109,私立,一般大學,1017,實踐大學,高雄市,1129,1129,377,752,0,0,0,47,12,35,96
109,私立,一般大學,1017,實踐大學,臺北市,529,441,0,441,83,83,0,47,27,20,91.77
109,私立,技專校院,1018,朝陽科技大學,臺中市,1670,434,149,285,1091,483,608,765,329,436,66.59
109,私立,一般大學,1019,高雄醫學大學,高雄市,927,869,297,572,39,32,7,63,37,26,93.51
109,私立,一般大學,1020,南華大學,嘉義縣,959,949,428,521,10,10,0,40,28,12,96
109,私立,一般大學,1021,真理大學,新北市,731,645,282,363,0,0,0,39,20,19,94.30
109,私立,一般大學,1022,大同大學,臺北市,230,230,158,72,0,0,0,5,1,4,97.87
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,臺南市,1973,1811,982,829,0,0,0,280,187,93,86.61
109,私立,技專校院,1024,崑山科技大學,臺南市,714,714,423,291,0,0,0,724,392,332,49.65
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,臺南市,1731,1611,635,976,0,0,0,232,112,120,87.41
109,私立,技專校院,1026,樹德科技大學,高雄市,1028,1028,415,613,0,0,0,133,57,76,88.54
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,花蓮縣,673,673,229,444,0,0,0,97,35,62,87.40
109,私立,一般大學,1028,臺北醫學大學,臺北市,616,522,189,333,35,15,20,26,10,16,95.54
109,私立,一般大學,1029,中山醫學大學,臺中市,1032,890,266,624,0,0,0,152,58,94,85.41
109,私立,技專校院,1030,龍華科技大學,桃園市,579,579,444,135,0,0,0,168,141,27,77.51
109,私立,技專校院,1031,輔英科技大學,高雄市,1030,1030,192,838,0,0,0,263,40,223,79.66
109,私立,技專校院,1032,明新學校財團法人明新科技大學,新竹縣,499,476,310,166,0,0,0,83,51,32,85.15
109,私立,一般大學,1033,長榮大學,臺南市,2190,1537,701,836,0,0,0,173,97,76,89.88
109,私立,技專校院,1034,弘光科技大學,臺中市,996,669,206,463,327,105,222,677,137,540,59.53
109,私立,一般大學,1035,中國醫藥大學,雲林縣,647,641,203,438,0,0,0,7,3,4,98.92
109,私立,一般大學,1035,中國醫藥大學,臺中市,565,473,217,256,0,0,0,67,38,29,87.59
109,私立,技專校院,1036,健行學校財團法人健行科技大學,桃園市,401,346,222,124,0,0,0,109,54,55,76.04
109,私立,技專校院,1037,正修學校財團法人正修科技大學,高雄市,692,439,256,183,192,124,68,109,72,37,85.27
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,桃園市,689,661,337,324,28,27,1,28,16,12,96.09
109,私立,一般大學,1039,玄奘大學,新竹市,299,299,115,184,0,0,0,66,25,41,81.92
109,私立,技專校院,1040,建國科技大學,彰化縣,219,191,132,59,0,0,0,26,13,13,88.02
109,私立,技專校院,1041,明志科技大學,新北市,881,881,638,243,0,0,0,0,0,0,100
109,私立,技專校院,1042,高苑科技大學,高雄市,124,124,74,50,0,0,0,5,4,1,96.12
109,私立,技專校院,1043,大仁科技大學,屏東縣,326,326,121,205,0,0,0,50,29,21,86.70
109,私立,技專校院,1044,聖約翰科技大學,新北市,158,158,105,53,0,0,0,73,45,28,68.40
109,私立,技專校院,1045,嶺東科技大學,臺中市,937,901,291,610,0,0,0,208,60,148,81.24
109,私立,技專校院,1046,中國科技大學,新竹縣,103,103,26,77,0,0,0,13,5,8,88.79
109,私立,技專校院,1046,中國科技大學,臺北市,121,56,0,56,0,0,0,119,54,65,32
109,私立,技專校院,1047,中臺科技大學,臺中市,611,556,205,351,0,0,0,142,55,87,79.66
109,私立,一般大學,1048,亞洲大學,臺中市,2352,1866,623,1243,0,0,0,102,31,71,94.82
109,私立,一般大學,1049,開南大學,桃園市,444,424,209,215,0,0,0,91,37,54,82.33
109,私立,一般大學,1050,佛光大學,宜蘭縣,673,604,250,354,69,54,15,9,7,2,98.68
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,臺南市,1772,881,133,748,231,119,112,571,189,382,66.07
109,私立,技專校院,1052,遠東科技大學,臺南市,310,310,228,82,0,0,0,40,27,13,88.57
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,新竹市,593,298,0,298,247,170,77,208,113,95,72.38
109,私立,技專校院,1054,景文科技大學,新北市,424,423,186,237,0,0,0,26,15,11,94.21
109,私立,技專校院,1056,東南科技大學,新北市,263,263,169,94,0,0,0,89,43,46,74.72
109,私立,技專校院,1057,德明財經科技大學,臺北市,282,240,68,172,42,26,16,40,18,22,87.58
109,私立,一般大學,1058,明道學校財團法人明道大學,彰化縣,231,179,107,72,52,30,22,5,3,2,97.88
109,私立,技專校院,1060,南開科技大學,南投縣,169,165,123,42,0,0,0,207,136,71,44.35
109,私立,技專校院,1061,中華學校財團法人中華科技大學,新竹縣,200,200,173,27,0,0,0,7,5,2,96.62
109,私立,技專校院,1061,中華學校財團法人中華科技大學,臺北市,80,80,45,35,0,0,0,3,3,0,96.39
109,私立,技專校院,1062,僑光科技大學,臺中市,523,418,155,263,0,0,0,292,150,142,58.87
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,苗栗縣,197,197,83,114,0,0,0,210,90,120,48.40
109,私立,技專校院,1064,美和學校財團法人美和科技大學,屏東縣,255,255,66,189,0,0,0,13,4,9,95.15
109,私立,技專校院,1066,環球學校財團法人環球科技大學,雲林縣,220,197,90,107,0,0,0,22,9,13,89.95
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,臺南市,47,47,12,35,0,0,0,3,1,2,94
109,私立,技專校院,1068,中州學校財團法人中州科技大學,彰化縣,33,33,23,10,0,0,0,9,7,2,78.57
109,私立,技專校院,1069,修平學校財團法人修平科技大學,臺中市,389,367,271,96,0,0,0,128,98,30,74.14
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,桃園市,1349,1349,117,1232,0,0,0,19,1,18,98.61
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,嘉義縣,498,498,57,441,0,0,0,44,5,39,91.88
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,臺北市,631,631,401,230,0,0,0,91,61,30,87.40
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,新竹縣,49,49,39,10,0,0,0,0,0,0,100
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,新北市,402,374,104,270,27,16,11,125,65,60,76.24
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,高雄市,663,540,136,404,0,0,0,216,53,163,71.43
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,新北市,89,0,0,0,89,65,24,6,3,3,93.68
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,花蓮縣,604,589,128,461,0,0,0,42,4,38,93.34
109,私立,技專校院,1078,致理學校財團法人致理科技大學,新北市,479,336,82,254,7,0,7,99,45,54,77.60
109,私立,一般大學,1079,康寧學校財團法人康寧大學,臺北市,267,267,37,230,0,0,0,2,0,2,99.26
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,新北市,81,81,56,25,0,0,0,0,0,0,100
109,私立,技專校院,1081,東方學校財團法人東方設計大學,高雄市,54,54,20,34,0,0,0,7,4,3,88.52
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,基隆市,105,105,40,65,0,0,0,21,3,18,83.33
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,新北市,168,164,58,106,0,0,0,90,38,52,64.57
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,臺北市,169,154,120,34,0,0,0,61,30,31,71.63
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,臺南市,214,214,126,88,0,0,0,0,0,0,100
109,私立,技專校院,1148,大漢技術學院,花蓮縣,22,22,15,7,0,0,0,0,0,0,100
109,私立,技專校院,1166,亞東技術學院,新北市,111,104,51,53,0,0,0,25,5,20,80.62
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,桃園市,202,202,136,66,0,0,0,18,11,7,91.82
109,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,18,18,9,9,0,0,0,9,0,9,66.67
109,私立,技專校院,1183,黎明技術學院,新北市,203,186,95,91,5,5,0,9,2,7,95.50
109,私立,技專校院,1185,經國管理暨健康學院,基隆市,170,170,42,128,0,0,0,20,6,14,89.47
109,私立,技專校院,1188,大同技術學院,嘉義市,35,15,8,7,0,0,0,8,6,2,65.22
109,私立,技專校院,1192,臺灣觀光學院,花蓮縣,1,1,1,0,0,0,0,1,0,1,50
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,新北市,153,153,59,94,0,0,0,1,0,1,99.35
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,新北市,56,56,18,38,0,0,0,0,0,0,100
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,新北市,513,513,56,457,0,0,0,0,0,0,100
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,臺北市,129,129,22,107,0,0,0,2,0,2,98.47
109,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,691,691,153,538,0,0,0,13,7,6,98.15
109,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,689,686,143,543,0,0,0,0,0,0,100
109,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,225,225,38,187,0,0,0,8,0,8,96.57
109,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,243,243,36,207,0,0,0,0,0,0,100
109,私立,技專校院,1286,耕莘健康管理專科學校,新北市,397,397,9,388,0,0,0,0,0,0,100
109,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,452,429,59,370,0,0,0,5,0,5,98.85
109,私立,技專校院,1289,育英醫護管理專科學校,高雄市,87,87,8,79,0,0,0,3,1,2,96.67
109,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,258,258,37,221,0,0,0,1,1,0,99.61
109,私立,技專校院,1292,新生醫護管理專科學校,桃園市,435,363,47,316,0,0,0,6,2,4,98.37
109,私立,技專校院,1293,崇仁醫護管理專科學校,嘉義市,93,93,13,80,0,0,0,3,0,3,96.88
109,私立,技專校院,1293,崇仁醫護管理專科學校,嘉義縣,287,287,30,257,0,0,0,0,0,0,100
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,臺北市,12,12,8,4,0,0,0,0,0,0,100
109,私立,宗教研修學院,1R03,臺北基督學院,新北市,15,15,5,10,0,0,0,0,0,0,100
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,臺北市,22,22,10,12,0,0,0,1,0,1,95.65
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,臺南市,17,0,0,0,17,9,8,1,0,1,94.44
109,公立,一般大學,3002,臺北市立大學,臺北市,681,669,277,392,0,0,0,9,5,4,98.67
110,公立,一般大學,0001,國立政治大學,臺北市,1636,1393,558,835,0,0,0,436,231,205,76.16
110,公立,一般大學,0002,國立清華大學,新竹市,2976,2707,1532,1175,0,0,0,"2,357","1,376",981,53.46
110,公立,一般大學,0003,國立臺灣大學,臺北市,3916,3121,1720,1401,0,0,0,430,251,179,87.89
110,公立,一般大學,0004,國立臺灣師範大學,臺北市,2325,1640,724,916,0,0,0,38,15,23,97.74
110,公立,一般大學,0005,國立成功大學,臺南市,3602,3152,1875,1277,0,0,0,"1,558","1,145",413,66.92
110,公立,一般大學,0006,國立中興大學,臺中市,2280,2043,1133,910,0,0,0,202,119,83,91
110,公立,一般大學,0007,國立陽明交通大學,新竹市,2272,2272,1490,782,0,0,0,"1,551","1,159",392,59.43
110,公立,一般大學,0007,國立陽明交通大學,臺北市,349,343,178,165,0,0,0,0,0,0,100
110,公立,一般大學,0007,國立陽明交通大學,臺南市,99,99,88,11,0,0,0,21,15,6,82.50
110,公立,一般大學,0008,國立中央大學,桃園市,1951,1912,1155,757,0,0,0,"1,004",732,272,65.57
110,公立,一般大學,0009,國立中山大學,高雄市,1161,1161,504,657,0,0,0,683,456,227,62.96
110,公立,一般大學,0012,國立臺灣海洋大學,基隆市,1699,1520,1007,513,0,0,0,260,171,89,85.39
110,公立,一般大學,0013,國立中正大學,嘉義縣,2008,1859,1011,848,0,0,0,826,530,296,69.24
110,公立,一般大學,0014,國立高雄師範大學,高雄市,855,855,457,398,0,0,0,8,2,6,99.07
110,公立,一般大學,0015,國立彰化師範大學,彰化縣,1369,1352,688,664,0,0,0,214,104,110,86.33
110,公立,一般大學,0017,國立臺北大學,新北市,1069,1017,449,568,0,0,0,235,106,129,81.23
110,公立,一般大學,0017,國立臺北大學,臺北市,101,101,41,60,0,0,0,0,0,0,100
110,公立,一般大學,0018,國立嘉義大學,嘉義市,1561,1450,817,633,0,0,0,8,3,5,99.45
110,公立,一般大學,0018,國立嘉義大學,嘉義縣,566,522,188,334,0,0,0,4,2,2,99.24
110,公立,一般大學,0019,國立高雄大學,高雄市,1042,1025,589,436,0,0,0,0,0,0,100
110,公立,一般大學,0020,國立東華大學,花蓮縣,2078,2055,1005,1050,0,0,0,322,162,160,86.45
110,公立,一般大學,0021,國立暨南國際大學,南投縣,1328,1328,655,673,0,0,0,454,204,250,74.52
110,公立,技專校院,0022,國立臺灣科技大學,臺北市,911,909,617,292,0,0,0,94,53,41,90.63
110,公立,技專校院,0023,國立雲林科技大學,雲林縣,1399,1318,817,501,0,0,0,161,98,63,89.11
110,公立,技專校院,0024,國立屏東科技大學,屏東縣,1924,1924,1074,850,0,0,0,180,135,45,91.44
110,公立,技專校院,0025,國立臺北科技大學,臺北市,1453,1295,875,420,91,52,39,48,28,20,96.65
110,公立,一般大學,0028,國立臺北藝術大學,臺北市,542,542,185,357,0,0,0,9,3,6,98.37
110,公立,一般大學,0029,國立臺灣藝術大學,新北市,562,418,107,311,0,0,0,79,23,56,84.10
110,公立,一般大學,0030,國立臺東大學,臺東縣,942,928,454,474,0,0,0,40,32,8,95.87
110,公立,一般大學,0031,國立宜蘭大學,宜蘭縣,1119,1119,721,398,0,0,0,82,49,33,93.17
110,公立,一般大學,0032,國立聯合大學,苗栗縣,1405,1405,951,454,0,0,0,311,242,69,81.88
110,公立,技專校院,0033,國立虎尾科技大學,雲林縣,1823,1433,1027,406,0,0,0,383,335,48,78.91
110,公立,一般大學,0035,國立臺南藝術大學,臺南市,298,298,104,194,0,0,0,9,5,4,97.07
110,公立,一般大學,0036,國立臺南大學,臺南市,814,814,355,459,0,0,0,85,34,51,90.55
110,公立,一般大學,0037,國立臺北教育大學,臺北市,456,456,137,319,0,0,0,9,4,5,98.06
110,公立,一般大學,0039,國立臺中教育大學,臺中市,626,613,231,382,0,0,0,21,8,13,96.69
110,公立,技專校院,0042,國立澎湖科技大學,澎湖縣,552,552,373,179,0,0,0,43,20,23,92.77
110,公立,技專校院,0043,國立勤益科技大學,臺中市,1150,735,369,366,66,35,31,882,776,106,47.59
110,公立,一般大學,0044,國立體育大學,桃園市,414,398,251,147,0,0,0,0,0,0,100
110,公立,技專校院,0046,國立臺北護理健康大學,臺北市,665,607,92,515,0,0,0,0,0,0,100
110,公立,技專校院,0047,國立高雄餐旅大學,高雄市,830,830,284,546,0,0,0,337,126,211,71.12
110,公立,一般大學,0048,國立金門大學,金門縣,723,723,393,330,0,0,0,65,29,36,91.75
110,公立,一般大學,0049,國立臺灣體育運動大學,臺中市,524,395,236,159,0,0,0,874,452,422,31.13
110,公立,技專校院,0050,國立臺中科技大學,臺中市,1233,913,103,810,0,0,0,559,277,282,62.02
110,公立,技專校院,0051,國立臺北商業大學,桃園市,219,219,64,155,0,0,0,8,2,6,96.48
110,公立,技專校院,0051,國立臺北商業大學,新北市,296,0,0,0,296,90,206,55,15,40,84.33
110,公立,一般大學,0052,國立屏東大學,屏東縣,1557,1557,669,888,0,0,0,56,22,34,96.53
110,公立,技專校院,0053,國立高雄科技大學,高雄市,3870,3154,1620,1534,0,0,0,945,778,167,76.95
110,公立,技專校院,0144,國立臺灣戲曲學院,臺北市,133,133,49,84,0,0,0,0,0,0,100
110,公立,技專校院,0221,國立臺南護理專科學校,臺南市,249,249,16,233,0,0,0,2,0,2,99.20
110,公立,技專校院,0222,國立臺東專科學校,臺東縣,255,242,162,80,0,0,0,28,22,6,89.63
110,私立,一般大學,1001,東海大學,臺中市,3712,3048,1374,1674,0,0,0,13,8,5,99.58
110,私立,一般大學,1002,輔仁大學,新北市,1814,1814,745,1069,0,0,0,"2,149",576,"1,573",45.77
110,私立,一般大學,1003,東吳大學,臺北市,1491,880,336,544,308,70,238,332,155,177,78.16
110,私立,一般大學,1004,中原大學,桃園市,3164,2599,1303,1296,0,0,0,494,285,209,84.03
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,新北市,2297,1412,0,1412,806,670,136,"1,705","1,053",652,56.54
110,私立,一般大學,1006,中國文化大學,臺北市,2314,2193,968,1225,0,0,0,281,199,82,88.64
110,私立,一般大學,1007,逢甲大學,臺中市,3187,2344,919,1425,0,0,0,141,83,58,94.33
110,私立,一般大學,1008,靜宜大學,臺中市,2947,1830,735,1095,295,144,151,167,78,89,92.71
110,私立,一般大學,1009,長庚大學,桃園市,1416,1416,658,758,0,0,0,10,5,5,99.30
110,私立,一般大學,1010,元智大學,桃園市,1513,1354,756,598,0,0,0,75,45,30,94.75
110,私立,一般大學,1011,中華大學學校財團法人中華大學,新竹市,761,739,499,240,0,0,0,29,17,12,96.22
110,私立,一般大學,1012,大葉大學,彰化縣,892,861,453,408,0,0,0,200,130,70,81.15
110,私立,一般大學,1013,華梵大學,新北市,104,104,53,51,0,0,0,0,0,0,100
110,私立,一般大學,1014,義守大學,高雄市,2602,1933,958,975,669,307,362,64,38,26,97.60
110,私立,一般大學,1015,世新大學,新北市,335,256,95,161,144,52,92,29,11,18,93.24
110,私立,一般大學,1015,世新大學,臺北市,634,381,117,264,42,19,23,216,70,146,66.20
110,私立,一般大學,1016,銘傳大學,金門縣,18,18,4,14,0,0,0,0,0,0,100
110,私立,一般大學,1016,銘傳大學,桃園市,1584,980,217,763,477,242,235,187,61,126,88.63
110,私立,一般大學,1016,銘傳大學,新北市,184,0,0,0,184,82,102,0,0,0,100
110,私立,一般大學,1016,銘傳大學,臺北市,493,446,140,306,0,0,0,138,40,98,76.37
110,私立,一般大學,1017,實踐大學,高雄市,946,941,357,584,0,0,0,44,12,32,95.53
110,私立,一般大學,1017,實踐大學,臺北市,594,479,0,479,73,73,0,50,10,40,91.69
110,私立,技專校院,1018,朝陽科技大學,臺中市,1552,447,270,177,1003,339,664,431,290,141,77.09
110,私立,一般大學,1019,高雄醫學大學,高雄市,944,845,319,526,48,35,13,117,58,59,88.42
110,私立,一般大學,1020,南華大學,嘉義縣,960,926,399,527,19,11,8,41,25,16,95.84
110,私立,一般大學,1021,真理大學,新北市,525,506,244,262,0,0,0,47,29,18,91.50
110,私立,一般大學,1022,大同大學,臺北市,254,254,170,84,0,0,0,2,2,0,99.22
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,臺南市,1909,1868,1012,856,0,0,0,319,208,111,85.41
110,私立,技專校院,1024,崑山科技大學,臺南市,723,723,465,258,0,0,0,683,370,313,51.42
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,臺南市,1682,1627,660,967,0,0,0,195,92,103,89.30
110,私立,技專校院,1026,樹德科技大學,高雄市,948,948,386,562,0,0,0,120,51,69,88.76
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,花蓮縣,639,639,228,411,0,0,0,210,86,124,75.27
110,私立,一般大學,1028,臺北醫學大學,臺北市,584,533,205,328,12,3,9,14,4,10,97.50
110,私立,一般大學,1029,中山醫學大學,臺中市,1043,915,300,615,0,0,0,166,60,106,84.64
110,私立,技專校院,1030,龍華科技大學,桃園市,669,463,357,106,0,0,0,157,116,41,74.68
110,私立,技專校院,1031,輔英科技大學,高雄市,974,974,201,773,0,0,0,314,79,235,75.62
110,私立,技專校院,1032,明新學校財團法人明新科技大學,新竹縣,499,493,312,181,0,0,0,64,41,23,88.51
110,私立,一般大學,1033,長榮大學,臺南市,1683,1257,611,646,0,0,0,165,95,70,88.40
110,私立,技專校院,1034,弘光科技大學,臺中市,895,642,129,513,253,70,183,693,177,516,56.36
110,私立,一般大學,1035,中國醫藥大學,雲林縣,670,636,176,460,0,0,0,7,4,3,98.91
110,私立,一般大學,1035,中國醫藥大學,臺中市,542,488,250,238,0,0,0,5,2,3,98.99
110,私立,技專校院,1036,健行學校財團法人健行科技大學,桃園市,339,323,202,121,0,0,0,123,47,76,72.42
110,私立,技專校院,1037,正修學校財團法人正修科技大學,高雄市,644,424,250,174,149,106,43,184,108,76,75.69
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,桃園市,591,527,280,247,64,28,36,10,7,3,98.34
110,私立,一般大學,1039,玄奘大學,新竹市,230,230,72,158,0,0,0,29,18,11,88.80
110,私立,技專校院,1040,建國科技大學,彰化縣,209,168,108,60,0,0,0,4,3,1,97.67
110,私立,技專校院,1041,明志科技大學,新北市,1047,1047,743,304,0,0,0,0,0,0,100
110,私立,技專校院,1042,高苑科技大學,高雄市,154,154,97,57,0,0,0,16,3,13,90.59
110,私立,技專校院,1043,大仁科技大學,屏東縣,353,353,147,206,0,0,0,46,26,20,88.47
110,私立,技專校院,1044,聖約翰科技大學,新北市,48,48,32,16,0,0,0,27,18,9,64
110,私立,技專校院,1045,嶺東科技大學,臺中市,859,830,270,560,0,0,0,242,80,162,77.43
110,私立,技專校院,1046,中國科技大學,新竹縣,106,106,43,63,0,0,0,13,4,9,89.08
110,私立,技專校院,1046,中國科技大學,臺北市,102,53,0,53,0,0,0,83,40,43,38.97
110,私立,技專校院,1047,中臺科技大學,臺中市,551,480,167,313,0,0,0,162,57,105,74.77
110,私立,一般大學,1048,亞洲大學,臺中市,2073,1873,574,1299,0,0,0,106,46,60,94.64
110,私立,一般大學,1049,開南大學,桃園市,409,395,188,207,0,0,0,121,57,64,76.55
110,私立,一般大學,1050,佛光大學,宜蘭縣,636,577,238,339,59,50,9,5,2,3,99.22
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,臺南市,1154,875,147,728,173,94,79,515,199,316,67.05
110,私立,技專校院,1052,遠東科技大學,臺南市,175,175,122,53,0,0,0,17,14,3,91.15
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,新竹市,541,267,0,267,262,177,85,145,80,65,78.49
110,私立,技專校院,1054,景文科技大學,新北市,363,363,140,223,0,0,0,18,5,13,95.28
110,私立,技專校院,1055,中華醫事科技大學,臺南市,632,624,139,485,0,0,0,197,41,156,76
110,私立,技專校院,1056,東南科技大學,新北市,224,224,137,87,0,0,0,106,55,51,67.88
110,私立,技專校院,1057,德明財經科技大學,臺北市,273,230,72,158,28,18,10,45,20,25,85.15
110,私立,一般大學,1058,明道學校財團法人明道大學,彰化縣,118,118,69,49,0,0,0,2,1,1,98.33
110,私立,技專校院,1060,南開科技大學,南投縣,175,158,118,40,0,0,0,14,11,3,91.86
110,私立,技專校院,1061,中華學校財團法人中華科技大學,新竹縣,128,128,111,17,0,0,0,22,14,8,85.33
110,私立,技專校院,1061,中華學校財團法人中華科技大學,臺北市,96,96,72,24,0,0,0,6,1,5,94.12
110,私立,技專校院,1062,僑光科技大學,臺中市,535,413,154,259,0,0,0,229,129,100,64.33
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,苗栗縣,159,159,68,91,0,0,0,200,80,120,44.29
110,私立,技專校院,1064,美和學校財團法人美和科技大學,屏東縣,262,262,81,181,0,0,0,0,0,0,100
110,私立,技專校院,1065,吳鳳科技大學,嘉義縣,756,243,162,81,0,0,0,23,9,14,91.35
110,私立,技專校院,1066,環球學校財團法人環球科技大學,雲林縣,140,118,64,54,0,0,0,18,11,7,86.76
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,臺南市,19,19,6,13,0,0,0,2,2,0,90.48
110,私立,技專校院,1068,中州學校財團法人中州科技大學,彰化縣,15,15,10,5,0,0,0,11,6,5,57.69
110,私立,技專校院,1069,修平學校財團法人修平科技大學,臺中市,328,267,216,51,0,0,0,97,66,31,73.35
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,桃園市,1349,1349,159,1190,0,0,0,47,4,43,96.63
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,嘉義縣,482,482,54,428,0,0,0,21,1,20,95.83
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,臺北市,586,586,327,259,0,0,0,170,81,89,77.51
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,新竹縣,52,52,43,9,0,0,0,0,0,0,100
