學年度,設立別,學校類別,學校統計處代碼,學校名稱,編制內外,年齡組別,總計,專任教師數-一般教師-教授,專任教師數-一般教師-副教授,專任教師數-一般教師-助理教授,專任教師數-一般教師-講師,專任教師數-專案教學人員-教授,專任教師數-專案教學人員-副教授,專任教師數-專案教學人員-助理教授,專任教師數-專案教學人員-講師,專任教師數-專業技術人員及教師-教授,專任教師數-專業技術人員及教師-副教授,專任教師數-專業技術人員及教師-助理教授,專任教師數-專業技術人員及教師-講師,專任教師數-其他教師
110,私立,技專校院,1078,致理學校財團法人致理科技大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1078,致理學校財團法人致理科技大學,編制外,35歲至未滿40歲,4,0,0,0,0,0,0,2,1,0,0,1,0,0
110,私立,技專校院,1078,致理學校財團法人致理科技大學,編制外,40歲至未滿45歲,10,0,0,0,0,0,1,8,1,0,0,0,0,0
110,私立,技專校院,1078,致理學校財團法人致理科技大學,編制外,45歲至未滿50歲,4,0,0,0,0,0,0,2,0,0,0,2,0,0
110,私立,技專校院,1078,致理學校財團法人致理科技大學,編制外,50歲至未滿55歲,6,0,0,0,0,0,0,4,0,0,0,2,0,0
110,私立,技專校院,1078,致理學校財團法人致理科技大學,編制外,55歲至未滿60歲,3,0,0,0,0,0,0,2,1,0,0,0,0,0
110,私立,技專校院,1078,致理學校財團法人致理科技大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制內,30歲至未滿35歲,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制內,35歲至未滿40歲,4,0,1,1,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制內,40歲至未滿45歲,8,0,1,4,2,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制內,45歲至未滿50歲,13,0,1,5,7,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制內,50歲至未滿55歲,21,0,5,8,8,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制內,55歲至未滿60歲,20,1,3,6,9,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制內,60歲至未滿65歲,10,2,2,3,2,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制外,25歲至未滿30歲,2,0,0,0,0,0,0,0,2,0,0,0,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制外,30歲至未滿35歲,2,0,0,0,0,0,0,0,2,0,0,0,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制外,35歲至未滿40歲,6,0,0,0,0,0,0,2,4,0,0,0,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制外,40歲至未滿45歲,6,0,0,0,0,0,0,3,2,0,0,1,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制外,45歲至未滿50歲,6,0,0,0,0,0,0,3,1,0,0,2,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制外,50歲至未滿55歲,4,0,0,0,0,0,0,2,2,0,0,0,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制外,55歲至未滿60歲,8,0,0,0,0,1,1,3,0,0,0,3,0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制內,35歲至未滿40歲,2,0,0,0,1,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制內,40歲至未滿45歲,8,0,1,5,1,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制內,45歲至未滿50歲,24,0,3,13,4,0,0,0,0,0,1,2,0,1
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制內,50歲至未滿55歲,38,1,11,16,7,0,0,0,0,0,0,2,0,1
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制內,55歲至未滿60歲,46,4,21,6,14,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制內,60歲至未滿65歲,31,2,11,4,12,0,0,0,0,1,0,1,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制內,65歲以上,2,0,0,1,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制外,35歲至未滿40歲,5,0,0,0,0,0,0,2,1,0,0,2,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制外,40歲至未滿45歲,4,0,0,0,0,0,0,2,0,0,0,2,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制外,45歲至未滿50歲,4,0,0,0,0,0,0,2,1,0,1,0,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制外,50歲至未滿55歲,3,0,0,0,0,0,0,0,3,0,0,0,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制外,55歲至未滿60歲,2,0,0,0,0,0,0,0,2,0,0,0,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制內,35歲至未滿40歲,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制內,40歲至未滿45歲,5,0,1,0,1,0,0,0,0,0,0,1,1,1
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制內,45歲至未滿50歲,13,0,6,3,0,0,0,0,0,0,0,0,0,4
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制內,50歲至未滿55歲,18,0,6,7,1,0,0,0,0,0,3,0,0,1
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制內,55歲至未滿60歲,18,4,6,3,4,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制內,60歲至未滿65歲,14,0,7,5,1,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制內,65歲以上,2,1,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制外,40歲至未滿45歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制外,55歲至未滿60歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,編制外,60歲至未滿65歲,2,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制內,40歲至未滿45歲,2,0,1,0,0,0,0,0,0,1,0,0,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制內,45歲至未滿50歲,4,0,2,1,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制內,50歲至未滿55歲,10,0,2,4,1,0,0,0,0,0,2,1,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制內,55歲至未滿60歲,11,0,6,2,1,0,0,0,0,1,1,0,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制內,60歲至未滿65歲,5,1,2,1,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制內,65歲以上,2,0,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,30歲至未滿35歲,3,0,0,0,0,0,0,0,2,0,0,0,1,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,35歲至未滿40歲,6,0,0,0,0,0,0,2,1,0,0,1,2,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,40歲至未滿45歲,7,0,0,0,0,0,0,1,1,1,0,3,1,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,45歲至未滿50歲,4,0,0,0,0,0,0,0,0,0,2,1,1,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,50歲至未滿55歲,3,0,0,0,0,0,0,0,1,0,1,1,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,55歲至未滿60歲,3,0,0,0,0,0,0,0,0,0,2,1,0,0
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,30歲至未滿35歲,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,35歲至未滿40歲,4,0,0,3,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,40歲至未滿45歲,21,0,7,11,1,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,45歲至未滿50歲,21,1,4,9,0,0,0,0,0,0,1,3,0,3
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,50歲至未滿55歲,22,0,6,9,1,0,0,0,0,0,2,3,0,1
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,55歲至未滿60歲,19,0,8,2,8,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,60歲至未滿65歲,15,2,5,3,4,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制內,65歲以上,3,3,0,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,30歲至未滿35歲,3,0,0,0,0,0,0,1,2,0,0,0,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,35歲至未滿40歲,7,0,0,0,0,0,0,3,1,0,0,1,2,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,40歲至未滿45歲,5,0,0,0,0,0,0,4,0,0,0,1,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,45歲至未滿50歲,4,0,0,0,0,0,0,1,0,0,0,3,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,50歲至未滿55歲,5,0,0,0,0,0,3,0,0,0,0,2,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,55歲至未滿60歲,2,0,0,0,0,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,60歲至未滿65歲,2,0,0,0,0,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,編制外,65歲以上,2,0,0,0,0,0,0,0,0,0,1,0,1,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制內,35歲至未滿40歲,2,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制內,40歲至未滿45歲,3,0,2,1,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制內,45歲至未滿50歲,17,1,8,6,0,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制內,50歲至未滿55歲,27,2,11,13,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制內,55歲至未滿60歲,36,6,14,10,5,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制內,60歲至未滿65歲,41,10,18,4,8,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制內,65歲以上,4,1,3,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制外,35歲至未滿40歲,5,0,0,0,0,0,0,2,0,0,0,0,0,3
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制外,40歲至未滿45歲,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制外,45歲至未滿50歲,5,0,0,0,0,0,0,3,0,0,0,0,1,1
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,1,0,0,0,1,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制內,35歲至未滿40歲,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制內,40歲至未滿45歲,5,0,3,1,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制內,45歲至未滿50歲,8,3,0,1,1,0,0,0,0,1,1,0,0,1
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制內,50歲至未滿55歲,8,4,0,1,0,0,0,0,0,3,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制內,55歲至未滿60歲,2,0,1,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制內,65歲以上,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,30歲至未滿35歲,4,0,0,0,0,0,0,3,1,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,35歲至未滿40歲,6,0,0,0,0,0,0,4,1,0,0,0,1,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,40歲至未滿45歲,6,0,0,0,0,0,0,3,3,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,45歲至未滿50歲,4,0,0,0,0,0,1,2,1,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,50歲至未滿55歲,9,0,0,0,0,0,1,6,1,0,0,1,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,55歲至未滿60歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,60歲至未滿65歲,3,0,0,0,0,1,0,0,0,0,1,1,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,編制外,65歲以上,7,0,0,0,0,6,0,0,0,0,1,0,0,0
110,私立,技專校院,1148,大漢技術學院,編制內,35歲至未滿40歲,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1148,大漢技術學院,編制內,45歲至未滿50歲,2,0,0,2,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1148,大漢技術學院,編制內,50歲至未滿55歲,7,0,1,3,3,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1148,大漢技術學院,編制內,55歲至未滿60歲,12,2,4,3,3,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1148,大漢技術學院,編制內,60歲至未滿65歲,9,0,6,2,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1148,大漢技術學院,編制內,65歲以上,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1148,大漢技術學院,編制外,50歲至未滿55歲,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1148,大漢技術學院,編制外,55歲至未滿60歲,3,0,0,0,0,0,1,1,0,0,0,0,1,0
110,私立,技專校院,1148,大漢技術學院,編制外,65歲以上,2,1,0,0,0,0,1,0,0,0,0,0,0,0
110,私立,技專校院,1159,和春技術學院,編制內,40歲至未滿45歲,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1159,和春技術學院,編制內,50歲至未滿55歲,7,1,0,2,2,0,0,0,0,0,0,1,0,1
110,私立,技專校院,1159,和春技術學院,編制內,55歲至未滿60歲,10,0,2,3,2,0,0,0,0,1,0,2,0,0
110,私立,技專校院,1159,和春技術學院,編制內,60歲至未滿65歲,3,0,1,1,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1159,和春技術學院,編制內,65歲以上,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1159,和春技術學院,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1159,和春技術學院,編制外,40歲至未滿45歲,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1159,和春技術學院,編制外,45歲至未滿50歲,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1159,和春技術學院,編制外,50歲至未滿55歲,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1159,和春技術學院,編制外,55歲至未滿60歲,7,0,0,0,0,0,2,0,3,0,0,0,2,0
110,私立,技專校院,1159,和春技術學院,編制外,60歲至未滿65歲,3,0,0,0,0,1,0,1,0,0,1,0,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,30歲至未滿35歲,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,40歲至未滿45歲,5,0,0,2,1,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,45歲至未滿50歲,14,0,2,7,4,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,50歲至未滿55歲,16,1,4,3,6,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,55歲至未滿60歲,14,1,2,7,3,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,60歲至未滿65歲,10,1,7,1,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制內,65歲以上,2,0,1,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,30歲至未滿35歲,2,0,0,0,0,0,0,0,2,0,0,0,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,35歲至未滿40歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,40歲至未滿45歲,2,0,0,0,0,0,0,0,1,0,0,0,1,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,45歲至未滿50歲,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,50歲至未滿55歲,6,0,0,0,0,0,1,0,4,0,0,1,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,55歲至未滿60歲,5,0,0,0,0,1,0,0,2,1,0,1,0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制內,35歲至未滿40歲,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制內,40歲至未滿45歲,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制內,45歲至未滿50歲,3,0,0,1,1,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1182,蘭陽技術學院,編制內,50歲至未滿55歲,10,0,2,4,4,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制內,55歲至未滿60歲,6,0,2,2,2,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制內,60歲至未滿65歲,3,0,0,1,2,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1182,蘭陽技術學院,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,30歲至未滿35歲,2,0,0,0,1,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,35歲至未滿40歲,4,0,0,3,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,40歲至未滿45歲,4,0,0,4,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,45歲至未滿50歲,13,0,1,4,6,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,50歲至未滿55歲,22,0,6,7,8,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,55歲至未滿60歲,35,3,20,3,6,0,0,0,0,0,2,1,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,60歲至未滿65歲,20,3,7,2,8,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1183,黎明技術學院,編制內,65歲以上,3,1,1,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1183,黎明技術學院,編制外,30歲至未滿35歲,10,0,0,0,0,0,0,0,3,0,0,3,4,0
110,私立,技專校院,1183,黎明技術學院,編制外,35歲至未滿40歲,12,0,0,0,0,0,0,0,4,0,0,7,0,1
110,私立,技專校院,1183,黎明技術學院,編制外,40歲至未滿45歲,12,0,0,0,0,0,2,0,2,0,0,7,0,1
110,私立,技專校院,1183,黎明技術學院,編制外,45歲至未滿50歲,5,0,0,0,0,0,0,0,1,0,0,4,0,0
110,私立,技專校院,1183,黎明技術學院,編制外,50歲至未滿55歲,6,0,0,0,0,0,0,0,0,0,0,5,0,1
110,私立,技專校院,1183,黎明技術學院,編制外,55歲至未滿60歲,7,0,0,0,0,0,1,0,1,0,2,3,0,0
110,私立,技專校院,1183,黎明技術學院,編制外,60歲至未滿65歲,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,30歲至未滿35歲,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,35歲至未滿40歲,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,40歲至未滿45歲,4,0,0,4,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,45歲至未滿50歲,15,0,2,8,2,0,0,0,0,0,0,3,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,50歲至未滿55歲,26,0,7,12,6,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,55歲至未滿60歲,35,3,13,13,5,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,60歲至未滿65歲,18,1,6,0,9,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制內,65歲以上,2,1,1,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1185,經國管理暨健康學院,編制外,35歲至未滿40歲,4,0,0,0,0,0,0,1,0,0,0,0,0,3
110,私立,技專校院,1185,經國管理暨健康學院,編制外,40歲至未滿45歲,10,0,0,0,0,0,0,2,0,0,0,1,0,7
110,私立,技專校院,1185,經國管理暨健康學院,編制外,45歲至未滿50歲,10,0,0,0,0,0,0,2,1,0,0,1,0,6
110,私立,技專校院,1185,經國管理暨健康學院,編制外,50歲至未滿55歲,6,0,0,0,0,0,0,3,0,0,0,0,1,2
110,私立,技專校院,1185,經國管理暨健康學院,編制外,55歲至未滿60歲,4,0,0,0,0,0,0,0,0,0,0,0,0,4
110,私立,技專校院,1185,經國管理暨健康學院,編制外,65歲以上,2,0,1,0,0,1,0,0,0,0,0,0,0,0
110,私立,技專校院,1188,大同技術學院,編制內,40歲至未滿45歲,2,0,0,0,0,0,0,0,0,0,2,0,0,0
110,私立,技專校院,1188,大同技術學院,編制內,45歲至未滿50歲,7,0,1,3,0,0,0,0,0,0,0,1,0,2
110,私立,技專校院,1188,大同技術學院,編制內,50歲至未滿55歲,12,0,4,6,0,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1188,大同技術學院,編制內,55歲至未滿60歲,8,1,3,4,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1188,大同技術學院,編制內,60歲至未滿65歲,4,1,1,0,0,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1188,大同技術學院,編制外,30歲至未滿35歲,2,0,0,0,0,0,0,0,2,0,0,0,0,0
110,私立,技專校院,1188,大同技術學院,編制外,40歲至未滿45歲,2,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,技專校院,1188,大同技術學院,編制外,45歲至未滿50歲,3,0,0,0,0,0,0,0,1,0,0,2,0,0
110,私立,技專校院,1188,大同技術學院,編制外,50歲至未滿55歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1188,大同技術學院,編制外,55歲至未滿60歲,2,0,0,0,0,0,0,0,1,0,0,1,0,0
110,私立,技專校院,1188,大同技術學院,編制外,60歲至未滿65歲,3,0,0,0,0,0,0,0,2,0,0,1,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,30歲至未滿35歲,2,0,0,2,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,35歲至未滿40歲,8,0,0,7,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,40歲至未滿45歲,17,2,5,7,3,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,45歲至未滿50歲,30,3,16,11,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,50歲至未滿55歲,27,1,14,11,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,55歲至未滿60歲,22,5,12,4,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,60歲至未滿65歲,16,8,4,4,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制內,65歲以上,3,2,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制外,40歲至未滿45歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制外,55歲至未滿60歲,2,0,0,0,0,0,2,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制外,60歲至未滿65歲,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,編制外,65歲以上,1,0,0,0,0,0,1,0,0,0,0,0,0,0
