學年度,設立別,學校類別,學校統計處代碼,學校名稱,編制內外,年齡組別,總計,專任教師數-一般教師-教授,專任教師數-一般教師-副教授,專任教師數-一般教師-助理教授,專任教師數-一般教師-講師,專任教師數-專案教學人員-教授,專任教師數-專案教學人員-副教授,專任教師數-專案教學人員-助理教授,專任教師數-專案教學人員-講師,專任教師數-專業技術人員及教師-教授,專任教師數-專業技術人員及教師-副教授,專任教師數-專業技術人員及教師-助理教授,專任教師數-專業技術人員及教師-講師,專任教師數-其他教師
110,公立,技專校院,0046,國立臺北護理健康大學,編制內,40歲至未滿45歲,20,4,7,8,0,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0046,國立臺北護理健康大學,編制內,45歲至未滿50歲,20,3,6,9,0,0,0,0,0,0,0,0,0,2
110,公立,技專校院,0046,國立臺北護理健康大學,編制內,50歲至未滿55歲,48,9,19,15,5,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0046,國立臺北護理健康大學,編制內,55歲至未滿60歲,42,16,15,9,2,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0046,國立臺北護理健康大學,編制內,60歲至未滿65歲,18,9,7,1,1,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0046,國立臺北護理健康大學,編制內,65歲以上,3,1,2,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0046,國立臺北護理健康大學,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0046,國立臺北護理健康大學,編制外,30歲至未滿35歲,5,0,0,0,0,0,0,0,0,0,0,0,0,5
110,公立,技專校院,0046,國立臺北護理健康大學,編制外,35歲至未滿40歲,14,0,0,0,0,0,0,8,0,0,0,0,0,6
110,公立,技專校院,0046,國立臺北護理健康大學,編制外,40歲至未滿45歲,12,0,0,0,0,0,0,4,0,0,0,0,0,8
110,公立,技專校院,0046,國立臺北護理健康大學,編制外,45歲至未滿50歲,7,0,0,0,0,0,0,1,0,0,0,0,0,6
110,公立,技專校院,0046,國立臺北護理健康大學,編制外,50歲至未滿55歲,7,0,0,0,0,0,0,4,1,0,0,0,0,2
110,公立,技專校院,0046,國立臺北護理健康大學,編制外,55歲至未滿60歲,2,0,0,0,0,0,1,0,0,0,0,0,0,1
110,公立,技專校院,0047,國立高雄餐旅大學,編制內,35歲至未滿40歲,3,0,0,3,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制內,40歲至未滿45歲,6,1,1,1,0,0,0,0,0,0,0,1,0,2
110,公立,技專校院,0047,國立高雄餐旅大學,編制內,45歲至未滿50歲,21,6,10,4,0,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0047,國立高雄餐旅大學,編制內,50歲至未滿55歲,42,10,14,12,3,0,0,0,0,1,0,1,0,1
110,公立,技專校院,0047,國立高雄餐旅大學,編制內,55歲至未滿60歲,40,7,21,8,0,0,0,0,0,2,1,1,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制內,60歲至未滿65歲,16,2,8,2,0,0,0,0,0,3,0,1,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制內,65歲以上,2,0,2,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制外,30歲至未滿35歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制外,35歲至未滿40歲,5,0,0,0,0,0,0,3,1,0,0,0,1,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制外,40歲至未滿45歲,9,0,0,0,0,0,0,3,2,2,0,0,2,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制外,45歲至未滿50歲,5,0,0,0,0,0,0,3,2,0,0,0,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制外,50歲至未滿55歲,4,1,0,0,0,0,0,2,1,0,0,0,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制外,55歲至未滿60歲,3,0,0,0,0,0,0,0,0,0,0,3,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制外,60歲至未滿65歲,5,0,0,0,0,0,0,2,0,2,0,1,0,0
110,公立,技專校院,0047,國立高雄餐旅大學,編制外,65歲以上,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,公立,一般大學,0048,國立金門大學,編制內,30歲至未滿35歲,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制內,35歲至未滿40歲,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制內,40歲至未滿45歲,16,2,11,2,1,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制內,45歲至未滿50歲,31,9,10,10,1,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0048,國立金門大學,編制內,50歲至未滿55歲,39,7,27,5,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制內,55歲至未滿60歲,30,9,18,3,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制內,60歲至未滿65歲,12,4,8,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制內,65歲以上,2,1,1,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制外,40歲至未滿45歲,4,0,0,0,0,0,1,3,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制外,45歲至未滿50歲,5,0,0,0,0,0,0,5,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制外,50歲至未滿55歲,4,0,0,0,0,0,0,4,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制外,55歲至未滿60歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0048,國立金門大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,公立,一般大學,0049,國立臺灣體育運動大學,編制內,未滿25歲,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0049,國立臺灣體育運動大學,編制內,25歲至未滿30歲,2,0,0,0,1,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0049,國立臺灣體育運動大學,編制內,30歲至未滿35歲,6,0,0,1,1,0,0,0,0,0,0,0,0,4
110,公立,一般大學,0049,國立臺灣體育運動大學,編制內,35歲至未滿40歲,9,0,2,2,0,0,0,0,0,0,1,0,0,4
110,公立,一般大學,0049,國立臺灣體育運動大學,編制內,40歲至未滿45歲,22,0,8,4,1,0,0,0,0,0,0,1,0,8
110,公立,一般大學,0049,國立臺灣體育運動大學,編制內,45歲至未滿50歲,19,2,11,4,0,0,0,0,0,0,0,0,0,2
110,公立,一般大學,0049,國立臺灣體育運動大學,編制內,50歲至未滿55歲,28,13,8,3,1,0,0,0,0,0,0,1,0,2
110,公立,一般大學,0049,國立臺灣體育運動大學,編制內,55歲至未滿60歲,21,6,8,3,1,0,0,0,0,0,1,0,0,2
110,公立,一般大學,0049,國立臺灣體育運動大學,編制內,60歲至未滿65歲,13,4,3,1,1,0,0,0,0,1,1,1,0,1
110,公立,一般大學,0049,國立臺灣體育運動大學,編制內,65歲以上,2,0,2,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0049,國立臺灣體育運動大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0049,國立臺灣體育運動大學,編制外,35歲至未滿40歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,一般大學,0049,國立臺灣體育運動大學,編制外,55歲至未滿60歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,公立,技專校院,0050,國立臺中科技大學,編制內,30歲至未滿35歲,5,0,1,4,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0050,國立臺中科技大學,編制內,35歲至未滿40歲,12,0,3,8,0,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0050,國立臺中科技大學,編制內,40歲至未滿45歲,38,9,12,15,0,0,0,0,0,0,0,0,0,2
110,公立,技專校院,0050,國立臺中科技大學,編制內,45歲至未滿50歲,65,15,33,14,0,0,0,0,0,0,0,0,0,3
110,公立,技專校院,0050,國立臺中科技大學,編制內,50歲至未滿55歲,83,23,37,16,3,0,0,0,0,0,0,1,0,3
110,公立,技專校院,0050,國立臺中科技大學,編制內,55歲至未滿60歲,106,41,36,23,6,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0050,國立臺中科技大學,編制內,60歲至未滿65歲,54,10,24,14,5,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0050,國立臺中科技大學,編制內,65歲以上,3,2,0,1,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0050,國立臺中科技大學,編制外,30歲至未滿35歲,4,0,0,0,0,0,0,1,0,0,0,0,0,3
110,公立,技專校院,0050,國立臺中科技大學,編制外,35歲至未滿40歲,13,0,0,0,0,0,0,8,1,0,0,0,0,4
110,公立,技專校院,0050,國立臺中科技大學,編制外,40歲至未滿45歲,18,0,0,0,0,0,0,9,0,0,0,0,0,9
110,公立,技專校院,0050,國立臺中科技大學,編制外,45歲至未滿50歲,11,0,0,0,0,0,1,5,0,0,0,0,0,5
110,公立,技專校院,0050,國立臺中科技大學,編制外,50歲至未滿55歲,6,0,0,0,0,0,0,2,0,0,0,0,0,4
110,公立,技專校院,0051,國立臺北商業大學,編制內,30歲至未滿35歲,2,0,0,2,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,編制內,35歲至未滿40歲,13,0,3,10,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,編制內,40歲至未滿45歲,26,4,7,11,0,0,0,0,0,0,0,0,0,4
110,公立,技專校院,0051,國立臺北商業大學,編制內,45歲至未滿50歲,32,11,10,7,0,0,0,0,0,0,0,0,0,4
110,公立,技專校院,0051,國立臺北商業大學,編制內,50歲至未滿55歲,46,10,24,5,4,0,0,0,0,0,0,0,0,3
110,公立,技專校院,0051,國立臺北商業大學,編制內,55歲至未滿60歲,53,18,28,1,4,0,0,0,0,0,0,0,0,2
110,公立,技專校院,0051,國立臺北商業大學,編制內,60歲至未滿65歲,32,10,12,2,8,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,編制內,65歲以上,4,2,2,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,編制外,30歲至未滿35歲,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,編制外,35歲至未滿40歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,編制外,40歲至未滿45歲,5,0,0,0,0,0,0,4,1,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,編制外,45歲至未滿50歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,技專校院,0051,國立臺北商業大學,編制外,50歲至未滿55歲,3,0,0,0,0,0,0,2,0,0,0,1,0,0
110,公立,一般大學,0052,國立屏東大學,編制內,30歲至未滿35歲,2,0,0,2,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0052,國立屏東大學,編制內,35歲至未滿40歲,22,0,4,17,0,0,0,0,0,0,1,0,0,0
110,公立,一般大學,0052,國立屏東大學,編制內,40歲至未滿45歲,43,2,18,21,0,0,0,0,0,0,0,0,0,2
110,公立,一般大學,0052,國立屏東大學,編制內,45歲至未滿50歲,63,15,26,21,0,0,0,0,0,0,0,0,0,1
110,公立,一般大學,0052,國立屏東大學,編制內,50歲至未滿55歲,73,22,28,17,2,0,0,0,0,0,0,0,0,4
110,公立,一般大學,0052,國立屏東大學,編制內,55歲至未滿60歲,95,31,46,13,5,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0052,國立屏東大學,編制內,60歲至未滿65歲,49,21,19,6,3,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0052,國立屏東大學,編制內,65歲以上,2,1,1,0,0,0,0,0,0,0,0,0,0,0
110,公立,一般大學,0052,國立屏東大學,編制外,35歲至未滿40歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,公立,一般大學,0052,國立屏東大學,編制外,45歲至未滿50歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,公立,一般大學,0052,國立屏東大學,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,公立,技專校院,0053,國立高雄科技大學,編制內,30歲至未滿35歲,3,0,0,3,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0053,國立高雄科技大學,編制內,35歲至未滿40歲,27,0,10,16,0,0,0,0,0,0,0,1,0,0
110,公立,技專校院,0053,國立高雄科技大學,編制內,40歲至未滿45歲,74,19,28,23,0,0,0,0,0,0,0,0,0,4
110,公立,技專校院,0053,國立高雄科技大學,編制內,45歲至未滿50歲,132,45,48,31,2,0,0,0,0,0,0,0,0,6
110,公立,技專校院,0053,國立高雄科技大學,編制內,50歲至未滿55歲,171,79,56,24,5,0,0,0,0,0,1,1,0,5
110,公立,技專校院,0053,國立高雄科技大學,編制內,55歲至未滿60歲,208,99,67,29,7,0,0,0,0,1,0,0,1,4
110,公立,技專校院,0053,國立高雄科技大學,編制內,60歲至未滿65歲,166,87,59,11,8,0,0,0,0,0,1,0,0,0
110,公立,技專校院,0053,國立高雄科技大學,編制內,65歲以上,32,17,14,1,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0053,國立高雄科技大學,編制外,30歲至未滿35歲,5,0,0,0,0,0,0,2,3,0,0,0,0,0
110,公立,技專校院,0053,國立高雄科技大學,編制外,35歲至未滿40歲,8,0,0,0,0,0,0,4,3,0,0,0,1,0
110,公立,技專校院,0053,國立高雄科技大學,編制外,40歲至未滿45歲,15,0,0,0,0,0,1,12,2,0,0,0,0,0
110,公立,技專校院,0053,國立高雄科技大學,編制外,45歲至未滿50歲,10,0,0,0,0,0,2,7,1,0,0,0,0,0
110,公立,技專校院,0053,國立高雄科技大學,編制外,50歲至未滿55歲,5,0,0,0,0,0,1,2,2,0,0,0,0,0
110,公立,技專校院,0053,國立高雄科技大學,編制外,55歲至未滿60歲,3,0,0,0,0,0,1,1,1,0,0,0,0,0
110,公立,技專校院,0053,國立高雄科技大學,編制外,60歲至未滿65歲,1,0,0,0,0,1,0,0,0,0,0,0,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制內,40歲至未滿45歲,2,0,0,0,0,0,0,0,0,0,0,2,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制內,45歲至未滿50歲,4,0,0,3,0,0,0,0,0,0,0,1,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制內,50歲至未滿55歲,6,0,2,2,0,0,0,0,0,0,1,1,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制內,55歲至未滿60歲,9,1,2,1,0,0,0,0,0,0,4,0,1,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制內,60歲至未滿65歲,7,0,3,2,1,0,0,0,0,0,1,0,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制內,65歲以上,2,2,0,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制外,40歲至未滿45歲,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制外,45歲至未滿50歲,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制外,55歲至未滿60歲,2,0,1,0,0,0,0,0,0,0,0,1,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制外,65歲以上,1,0,0,0,0,0,0,0,0,1,0,0,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制內,35歲至未滿40歲,4,0,1,2,1,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制內,40歲至未滿45歲,6,0,0,6,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制內,45歲至未滿50歲,11,1,6,4,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制內,50歲至未滿55歲,19,2,6,10,1,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制內,55歲至未滿60歲,11,2,6,2,1,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制內,60歲至未滿65歲,9,4,2,3,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,公立,技專校院,0221,國立臺南護理專科學校,編制外,30歲至未滿35歲,5,0,0,0,0,0,0,0,1,0,0,0,0,4
110,公立,技專校院,0221,國立臺南護理專科學校,編制外,35歲至未滿40歲,5,0,0,0,0,0,0,1,0,0,0,0,0,4
110,公立,技專校院,0221,國立臺南護理專科學校,編制外,40歲至未滿45歲,11,0,0,0,0,0,0,1,1,0,0,0,0,9
110,公立,技專校院,0221,國立臺南護理專科學校,編制外,45歲至未滿50歲,8,0,0,0,0,0,0,0,0,0,0,0,0,8
110,公立,技專校院,0221,國立臺南護理專科學校,編制外,50歲至未滿55歲,2,0,0,0,0,0,0,0,0,0,0,0,0,2
110,公立,技專校院,0222,國立臺東專科學校,編制內,35歲至未滿40歲,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制內,40歲至未滿45歲,4,0,0,3,1,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制內,45歲至未滿50歲,9,0,1,5,3,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制內,50歲至未滿55歲,18,2,3,10,3,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制內,55歲至未滿60歲,19,5,8,4,2,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制內,60歲至未滿65歲,8,0,1,3,1,0,0,0,0,0,2,1,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制外,35歲至未滿40歲,2,0,0,0,0,0,0,1,1,0,0,0,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制外,40歲至未滿45歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制外,45歲至未滿50歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制外,60歲至未滿65歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制內,25歲至未滿30歲,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制內,30歲至未滿35歲,7,0,0,5,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制內,35歲至未滿40歲,49,0,10,37,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制內,40歲至未滿45歲,69,8,23,33,0,0,0,0,0,0,0,0,0,5
110,私立,一般大學,1001,東海大學,編制內,45歲至未滿50歲,98,18,30,39,1,0,0,0,0,0,0,1,0,9
110,私立,一般大學,1001,東海大學,編制內,50歲至未滿55歲,107,37,43,18,2,0,0,0,0,0,1,0,0,6
110,私立,一般大學,1001,東海大學,編制內,55歲至未滿60歲,86,39,27,12,4,0,0,0,0,0,2,0,0,2
110,私立,一般大學,1001,東海大學,編制內,60歲至未滿65歲,84,41,31,7,4,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1001,東海大學,編制內,65歲以上,15,10,5,0,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制外,30歲至未滿35歲,5,0,0,0,0,0,0,3,2,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制外,35歲至未滿40歲,7,0,0,0,0,0,0,4,3,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制外,40歲至未滿45歲,11,0,0,0,0,0,0,8,3,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制外,45歲至未滿50歲,3,0,0,0,0,0,0,1,2,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制外,50歲至未滿55歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制外,55歲至未滿60歲,3,0,0,0,0,1,0,1,1,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制外,65歲以上,8,0,0,0,0,8,0,0,0,0,0,0,0,0
110,私立,一般大學,1002,輔仁大學,編制內,25歲至未滿30歲,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1002,輔仁大學,編制內,30歲至未滿35歲,4,0,0,4,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1002,輔仁大學,編制內,35歲至未滿40歲,29,0,4,19,6,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1002,輔仁大學,編制內,40歲至未滿45歲,81,12,30,30,3,0,0,0,0,0,0,0,1,5
110,私立,一般大學,1002,輔仁大學,編制內,45歲至未滿50歲,127,17,54,43,1,0,0,0,0,0,0,1,0,11
110,私立,一般大學,1002,輔仁大學,編制內,50歲至未滿55歲,147,39,73,29,2,0,0,0,0,0,1,1,0,2
110,私立,一般大學,1002,輔仁大學,編制內,55歲至未滿60歲,133,50,58,16,8,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1002,輔仁大學,編制內,60歲至未滿65歲,100,37,42,10,10,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1002,輔仁大學,編制內,65歲以上,13,9,3,0,0,0,0,0,0,1,0,0,0,0
110,私立,一般大學,1002,輔仁大學,編制外,25歲至未滿30歲,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,一般大學,1002,輔仁大學,編制外,30歲至未滿35歲,13,0,0,0,0,0,0,10,2,0,0,1,0,0
110,私立,一般大學,1002,輔仁大學,編制外,35歲至未滿40歲,16,0,0,0,0,0,0,15,1,0,0,0,0,0
110,私立,一般大學,1002,輔仁大學,編制外,40歲至未滿45歲,21,0,0,0,0,1,1,16,0,0,0,2,1,0
110,私立,一般大學,1002,輔仁大學,編制外,45歲至未滿50歲,22,0,0,0,0,0,0,22,0,0,0,0,0,0
110,私立,一般大學,1002,輔仁大學,編制外,50歲至未滿55歲,8,0,0,0,0,0,0,6,0,0,0,2,0,0
110,私立,一般大學,1002,輔仁大學,編制外,55歲至未滿60歲,6,0,0,0,0,0,0,2,1,0,1,2,0,0
110,私立,一般大學,1002,輔仁大學,編制外,60歲至未滿65歲,3,0,0,0,0,0,0,0,0,1,1,1,0,0
110,私立,一般大學,1002,輔仁大學,編制外,65歲以上,7,0,0,0,0,6,1,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制內,25歲至未滿30歲,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制內,30歲至未滿35歲,3,0,0,3,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制內,35歲至未滿40歲,28,0,7,21,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制內,40歲至未滿45歲,54,5,17,32,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制內,45歲至未滿50歲,74,13,25,33,1,0,0,0,0,0,0,0,0,2
110,私立,一般大學,1003,東吳大學,編制內,50歲至未滿55歲,53,18,26,8,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制內,55歲至未滿60歲,70,33,28,4,5,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制內,60歲至未滿65歲,77,36,22,4,15,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制內,65歲以上,26,21,2,0,3,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制外,30歲至未滿35歲,3,0,0,0,0,0,0,3,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制外,35歲至未滿40歲,13,0,0,0,0,0,0,13,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制外,40歲至未滿45歲,6,0,0,0,0,0,0,6,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制外,45歲至未滿50歲,3,0,0,0,0,0,1,2,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制外,65歲以上,21,0,0,0,0,13,8,0,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制內,25歲至未滿30歲,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制內,30歲至未滿35歲,4,0,0,4,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制內,35歲至未滿40歲,36,1,8,27,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制內,40歲至未滿45歲,79,12,34,28,0,0,0,0,0,0,1,0,0,4
110,私立,一般大學,1004,中原大學,編制內,45歲至未滿50歲,78,20,24,20,0,0,0,0,0,0,0,1,0,13
110,私立,一般大學,1004,中原大學,編制內,50歲至未滿55歲,104,32,41,26,3,0,0,0,0,0,1,0,0,1
110,私立,一般大學,1004,中原大學,編制內,55歲至未滿60歲,96,42,29,20,4,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1004,中原大學,編制內,60歲至未滿65歲,58,35,16,3,2,0,0,0,0,1,1,0,0,0
110,私立,一般大學,1004,中原大學,編制內,65歲以上,12,10,2,0,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制外,25歲至未滿30歲,3,0,0,0,0,0,0,0,3,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制外,30歲至未滿35歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制外,35歲至未滿40歲,8,0,0,0,0,0,0,6,2,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制外,40歲至未滿45歲,7,0,0,0,0,0,0,6,1,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制外,45歲至未滿50歲,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制外,50歲至未滿55歲,4,0,0,0,0,0,2,1,0,0,1,0,0,0
110,私立,一般大學,1004,中原大學,編制外,60歲至未滿65歲,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制外,65歲以上,4,0,0,0,0,4,0,0,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制內,30歲至未滿35歲,4,0,0,4,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制內,35歲至未滿40歲,42,1,7,33,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制內,40歲至未滿45歲,93,6,40,41,1,0,0,0,0,0,0,0,0,5
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制內,45歲至未滿50歲,131,24,57,32,1,0,0,0,0,0,0,0,0,17
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制內,50歲至未滿55歲,114,34,55,14,2,0,0,0,0,0,0,0,0,9
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制內,55歲至未滿60歲,155,72,71,8,4,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制內,60歲至未滿65歲,128,66,53,2,7,0,0,0,0,0,0,0,0,0
