學年度,設立別,學校類別,學校統計處代碼,學校名稱,編制內外,學位別,總計,專任教師數-一般教師-教授,專任教師數-一般教師-副教授,專任教師數-一般教師-助理教授,專任教師數-一般教師-講師,專任教師數-專案教學人員-教授,專任教師數-專案教學人員-副教授,專任教師數-專案教學人員-助理教授,專任教師數-專案教學人員-講師,專任教師數-專業技術人員及教師-教授,專任教師數-專業技術人員及教師-副教授,專任教師數-專業技術人員及教師-助理教授,專任教師數-專業技術人員及教師-講師,專任教師數-其他教師
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制內,博士,104,19,53,32,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制內,碩士,57,1,11,12,27,0,0,0,0,0,2,1,2,1
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,學士,12,0,0,0,0,0,0,0,0,0,0,8,4,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,副學士,2,0,0,0,0,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,博士,13,0,0,0,0,0,0,13,0,0,0,0,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,碩士,43,0,0,0,0,0,0,1,7,0,1,31,3,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制外,其他,2,0,0,0,0,0,0,0,0,0,0,2,0,0
110,私立,一般大學,1039,玄奘大學,編制內,學士,2,1,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1039,玄奘大學,編制內,博士,43,6,19,17,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1039,玄奘大學,編制內,碩士,22,0,3,7,8,0,0,0,0,0,2,2,0,0
110,私立,一般大學,1039,玄奘大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1039,玄奘大學,編制外,學士,2,0,0,0,0,0,0,0,0,0,1,1,0,0
110,私立,一般大學,1039,玄奘大學,編制外,博士,23,0,0,0,0,4,0,19,0,0,0,0,0,0
110,私立,一般大學,1039,玄奘大學,編制外,碩士,11,0,0,0,0,3,0,0,4,0,0,4,0,0
110,私立,一般大學,1039,玄奘大學,編制外,其他,3,0,0,0,0,0,0,0,0,0,1,2,0,0
110,私立,技專校院,1040,建國科技大學,編制內,學士,2,0,1,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1040,建國科技大學,編制內,博士,127,21,62,44,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1040,建國科技大學,編制內,碩士,46,3,3,13,18,0,0,0,0,0,0,4,0,5
110,私立,技專校院,1040,建國科技大學,編制外,學士,2,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,技專校院,1040,建國科技大學,編制外,博士,5,0,0,0,0,0,0,5,0,0,0,0,0,0
110,私立,技專校院,1040,建國科技大學,編制外,碩士,13,0,0,0,0,0,0,0,11,0,1,1,0,0
110,私立,技專校院,1041,明志科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1041,明志科技大學,編制內,博士,161,53,54,54,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,編制內,碩士,27,1,0,4,17,0,0,0,0,0,0,1,0,4
110,私立,技專校院,1041,明志科技大學,編制外,博士,9,1,0,0,0,0,0,8,0,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,編制外,碩士,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1042,高苑科技大學,編制內,學士,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1042,高苑科技大學,編制內,博士,107,18,56,33,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1042,高苑科技大學,編制內,碩士,59,3,10,18,26,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1042,高苑科技大學,編制外,碩士,4,0,0,0,0,0,0,0,3,0,0,1,0,0
110,私立,技專校院,1043,大仁科技大學,編制內,學士,4,1,1,0,0,0,0,0,0,0,0,0,1,1
110,私立,技專校院,1043,大仁科技大學,編制內,博士,85,16,51,18,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1043,大仁科技大學,編制內,碩士,56,1,12,17,20,0,0,0,0,0,3,3,0,0
110,私立,技專校院,1043,大仁科技大學,編制外,副學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1043,大仁科技大學,編制外,博士,7,0,0,0,0,0,2,3,2,0,0,0,0,0
110,私立,技專校院,1043,大仁科技大學,編制外,碩士,11,0,0,0,0,0,0,1,6,0,1,2,1,0
110,私立,技專校院,1044,聖約翰科技大學,編制內,博士,70,13,35,21,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制內,碩士,25,0,3,7,12,0,0,0,0,0,1,1,0,1
110,私立,技專校院,1044,聖約翰科技大學,編制外,博士,7,0,0,0,0,0,1,3,2,0,0,1,0,0
110,私立,技專校院,1044,聖約翰科技大學,編制外,碩士,20,0,0,0,0,0,0,0,18,0,0,2,0,0
110,私立,技專校院,1045,嶺東科技大學,編制內,學士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1045,嶺東科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1045,嶺東科技大學,編制內,博士,156,20,83,49,1,0,0,0,0,0,2,1,0,0
110,私立,技專校院,1045,嶺東科技大學,編制內,碩士,78,2,10,26,22,0,0,0,0,0,4,8,2,4
110,私立,技專校院,1045,嶺東科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,副學士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,博士,16,0,0,0,0,0,1,15,0,0,0,0,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,碩士,13,0,0,0,0,0,0,1,4,0,1,7,0,0
110,私立,技專校院,1045,嶺東科技大學,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1046,中國科技大學,編制內,學士,3,0,0,0,2,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1046,中國科技大學,編制內,博士,133,9,51,72,0,0,0,0,0,1,0,0,0,0
110,私立,技專校院,1046,中國科技大學,編制內,碩士,85,1,8,24,35,0,0,0,0,1,3,11,0,2
110,私立,技專校院,1046,中國科技大學,編制外,博士,3,0,0,0,0,0,0,3,0,0,0,0,0,0
110,私立,技專校院,1046,中國科技大學,編制外,碩士,6,0,0,0,0,0,0,0,2,0,1,3,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,學士,2,0,2,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,博士,170,32,69,67,2,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制內,碩士,42,3,7,8,23,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制外,學士,2,0,0,0,0,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1047,中臺科技大學,編制外,博士,10,0,0,0,0,0,0,10,0,0,0,0,0,0
110,私立,技專校院,1047,中臺科技大學,編制外,碩士,6,0,0,0,0,0,0,0,3,0,0,0,0,3
110,私立,一般大學,1048,亞洲大學,編制內,學士,5,0,1,1,1,0,0,0,0,1,1,0,0,0
110,私立,一般大學,1048,亞洲大學,編制內,博士,278,78,95,97,0,0,0,0,0,5,2,1,0,0
110,私立,一般大學,1048,亞洲大學,編制內,碩士,55,4,9,12,11,0,0,0,0,5,1,11,0,2
110,私立,一般大學,1048,亞洲大學,編制外,博士,27,0,0,0,0,7,1,19,0,0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,編制外,碩士,22,0,0,0,0,0,0,4,18,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制內,學士,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1049,開南大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,一般大學,1049,開南大學,編制內,博士,168,26,69,73,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制內,碩士,7,0,4,0,3,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制內,其他,1,0,0,0,0,0,0,0,0,1,0,0,0,0
110,私立,一般大學,1049,開南大學,編制外,博士,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,一般大學,1049,開南大學,編制外,碩士,6,0,0,0,0,1,0,0,5,0,0,0,0,0
110,私立,一般大學,1050,佛光大學,編制內,學士,2,1,0,0,0,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1050,佛光大學,編制內,博士,130,31,55,41,0,0,0,0,0,1,1,1,0,0
110,私立,一般大學,1050,佛光大學,編制內,碩士,18,3,2,2,1,0,0,0,0,1,4,5,0,0
110,私立,一般大學,1050,佛光大學,編制外,博士,9,0,0,0,0,0,0,7,2,0,0,0,0,0
110,私立,一般大學,1050,佛光大學,編制外,碩士,3,0,0,0,0,0,0,0,3,0,0,0,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制內,學士,12,0,3,2,2,0,0,0,0,0,1,2,1,1
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制內,副學士,4,0,0,0,0,0,0,0,0,1,1,2,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制內,博士,124,16,60,46,1,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制內,碩士,142,7,35,37,39,0,0,0,0,1,4,17,0,2
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制內,其他,2,0,0,0,0,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制外,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制外,博士,33,0,0,0,0,0,0,32,0,0,1,0,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制外,碩士,8,1,0,0,0,0,0,1,0,0,1,5,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,編制外,其他,2,0,0,0,0,0,0,0,0,0,1,0,1,0
110,私立,技專校院,1052,遠東科技大學,編制內,學士,7,0,1,1,3,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1052,遠東科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1052,遠東科技大學,編制內,博士,89,30,37,22,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1052,遠東科技大學,編制內,碩士,56,0,14,22,13,0,0,0,0,0,2,2,0,3
110,私立,技專校院,1052,遠東科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1052,遠東科技大學,編制外,學士,2,0,0,0,0,0,0,0,0,0,0,0,2,0
110,私立,技專校院,1052,遠東科技大學,編制外,博士,6,0,0,0,0,0,0,6,0,0,0,0,0,0
110,私立,技專校院,1052,遠東科技大學,編制外,碩士,3,0,0,0,0,0,0,1,2,0,0,0,0,0
110,私立,技專校院,1052,遠東科技大學,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,編制內,學士,4,0,1,1,0,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,編制內,博士,120,16,44,60,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,編制內,碩士,31,0,4,3,18,0,0,0,0,0,0,1,1,4
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,編制外,學士,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,編制外,博士,9,1,0,0,0,0,1,7,0,0,0,0,0,0
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,編制外,碩士,3,0,0,0,0,0,0,0,1,0,0,1,1,0
110,私立,技專校院,1054,景文科技大學,編制內,學士,2,0,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,技專校院,1054,景文科技大學,編制內,博士,94,18,39,35,1,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1054,景文科技大學,編制內,碩士,59,0,11,10,30,0,0,0,0,0,1,4,0,3
110,私立,技專校院,1054,景文科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1054,景文科技大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1054,景文科技大學,編制外,碩士,7,0,0,0,0,0,0,0,2,0,0,5,0,0
110,私立,技專校院,1054,景文科技大學,編制外,其他,2,0,0,0,0,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1055,中華醫事科技大學,編制內,學士,10,1,1,1,1,0,0,0,0,0,0,0,0,6
110,私立,技專校院,1055,中華醫事科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1055,中華醫事科技大學,編制內,博士,133,17,73,40,3,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1055,中華醫事科技大學,編制內,碩士,81,2,12,28,34,0,0,0,0,0,1,2,0,2
110,私立,技專校院,1055,中華醫事科技大學,編制外,學士,11,0,0,0,0,0,0,0,0,0,0,0,0,11
110,私立,技專校院,1055,中華醫事科技大學,編制外,博士,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1055,中華醫事科技大學,編制外,碩士,23,0,0,0,0,0,0,0,2,0,0,2,1,18
110,私立,技專校院,1055,中華醫事科技大學,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1056,東南科技大學,編制內,學士,4,1,2,1,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1056,東南科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1056,東南科技大學,編制內,博士,89,14,44,31,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1056,東南科技大學,編制內,碩士,40,0,6,6,23,0,0,0,0,0,0,4,0,1
110,私立,技專校院,1056,東南科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1056,東南科技大學,編制外,學士,3,0,0,0,0,0,0,0,0,0,0,0,3,0
110,私立,技專校院,1056,東南科技大學,編制外,博士,3,0,0,0,0,0,0,2,0,0,0,1,0,0
110,私立,技專校院,1056,東南科技大學,編制外,碩士,13,0,0,0,0,0,0,0,8,0,0,5,0,0
110,私立,技專校院,1057,德明財經科技大學,編制內,博士,125,14,62,47,1,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1057,德明財經科技大學,編制內,碩士,66,1,7,21,32,0,0,0,0,0,2,3,0,0
110,私立,技專校院,1057,德明財經科技大學,編制外,博士,16,0,0,0,0,0,0,16,0,0,0,0,0,0
110,私立,技專校院,1057,德明財經科技大學,編制外,碩士,14,0,0,0,0,0,0,0,12,0,0,2,0,0
110,私立,一般大學,1058,明道學校財團法人明道大學,編制內,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,一般大學,1058,明道學校財團法人明道大學,編制內,博士,61,9,18,34,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1058,明道學校財團法人明道大學,編制內,碩士,12,1,0,2,3,0,0,0,0,0,1,4,0,1
110,私立,一般大學,1058,明道學校財團法人明道大學,編制外,學士,2,0,0,0,0,0,1,1,0,0,0,0,0,0
110,私立,一般大學,1058,明道學校財團法人明道大學,編制外,博士,24,0,0,0,0,2,1,20,0,0,1,0,0,0
110,私立,一般大學,1058,明道學校財團法人明道大學,編制外,碩士,9,0,0,0,0,1,0,0,2,0,1,5,0,0
110,私立,技專校院,1060,南開科技大學,編制內,學士,5,0,2,0,2,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1060,南開科技大學,編制內,博士,75,15,44,16,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1060,南開科技大學,編制內,碩士,28,1,5,6,9,0,0,0,0,0,2,4,0,1
110,私立,技專校院,1060,南開科技大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1060,南開科技大學,編制外,博士,3,0,0,0,0,0,0,3,0,0,0,0,0,0
110,私立,技專校院,1060,南開科技大學,編制外,碩士,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,技專校院,1061,中華學校財團法人中華科技大學,編制內,學士,3,0,0,0,0,0,0,0,0,0,0,0,1,2
110,私立,技專校院,1061,中華學校財團法人中華科技大學,編制內,博士,90,8,37,37,5,0,0,0,0,0,3,0,0,0
110,私立,技專校院,1061,中華學校財團法人中華科技大學,編制內,碩士,40,0,1,7,28,0,0,0,0,1,0,2,0,1
110,私立,技專校院,1061,中華學校財團法人中華科技大學,編制外,學士,3,0,0,0,0,0,0,0,0,0,0,3,0,0
110,私立,技專校院,1061,中華學校財團法人中華科技大學,編制外,博士,6,0,0,0,0,0,1,5,0,0,0,0,0,0
110,私立,技專校院,1061,中華學校財團法人中華科技大學,編制外,碩士,2,0,0,0,0,0,0,0,1,0,0,0,1,0
110,私立,技專校院,1062,僑光科技大學,編制內,學士,2,0,0,0,0,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1062,僑光科技大學,編制內,副學士,3,0,0,0,0,0,0,0,0,0,1,2,0,0
110,私立,技專校院,1062,僑光科技大學,編制內,博士,129,13,74,37,3,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1062,僑光科技大學,編制內,碩士,60,0,10,13,26,0,0,0,0,0,1,6,0,4
110,私立,技專校院,1062,僑光科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1062,僑光科技大學,編制外,學士,4,0,0,0,0,0,0,0,1,0,0,1,2,0
110,私立,技專校院,1062,僑光科技大學,編制外,副學士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1062,僑光科技大學,編制外,博士,3,0,0,0,0,1,0,2,0,0,0,0,0,0
110,私立,技專校院,1062,僑光科技大學,編制外,碩士,22,0,0,0,0,0,0,1,7,0,1,13,0,0
110,私立,技專校院,1062,僑光科技大學,編制外,其他,2,0,0,0,0,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,編制內,學士,2,0,0,0,0,0,0,0,0,0,0,0,0,2
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,編制內,副學士,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,編制內,博士,48,5,20,23,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,編制內,碩士,21,0,2,5,9,0,0,0,0,0,1,3,0,1
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,編制外,博士,8,0,0,0,0,0,1,7,0,0,0,0,0,0
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,編制外,碩士,9,0,0,0,0,0,0,0,6,0,1,2,0,0
110,私立,技專校院,1064,美和學校財團法人美和科技大學,編制內,學士,4,0,0,0,0,0,0,0,0,0,0,0,2,2
110,私立,技專校院,1064,美和學校財團法人美和科技大學,編制內,博士,84,9,32,43,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1064,美和學校財團法人美和科技大學,編制內,碩士,63,1,6,10,26,0,0,0,0,0,2,4,2,12
110,私立,技專校院,1064,美和學校財團法人美和科技大學,編制外,學士,4,0,0,0,0,0,0,0,0,0,0,0,0,4
110,私立,技專校院,1064,美和學校財團法人美和科技大學,編制外,博士,5,1,0,0,0,0,0,4,0,0,0,0,0,0
110,私立,技專校院,1064,美和學校財團法人美和科技大學,編制外,碩士,36,0,0,0,0,0,0,0,8,0,0,1,0,27
110,私立,技專校院,1065,吳鳳科技大學,編制內,學士,1,0,0,0,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1065,吳鳳科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1065,吳鳳科技大學,編制內,博士,76,9,41,25,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1065,吳鳳科技大學,編制內,碩士,40,1,5,5,22,0,0,0,0,0,2,2,0,3
110,私立,技專校院,1065,吳鳳科技大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1065,吳鳳科技大學,編制外,博士,8,0,0,0,0,0,0,7,1,0,0,0,0,0
110,私立,技專校院,1065,吳鳳科技大學,編制外,碩士,11,0,0,0,0,0,0,0,9,0,0,2,0,0
110,私立,技專校院,1065,吳鳳科技大學,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1066,環球學校財團法人環球科技大學,編制內,副學士,3,0,0,0,0,0,0,0,0,0,0,3,0,0
110,私立,技專校院,1066,環球學校財團法人環球科技大學,編制內,博士,63,7,25,29,1,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1066,環球學校財團法人環球科技大學,編制內,碩士,43,1,7,10,19,0,0,0,0,2,2,2,0,0
110,私立,技專校院,1066,環球學校財團法人環球科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1066,環球學校財團法人環球科技大學,編制外,學士,2,0,0,0,0,0,0,0,0,0,0,0,1,1
110,私立,技專校院,1066,環球學校財團法人環球科技大學,編制外,博士,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1066,環球學校財團法人環球科技大學,編制外,碩士,9,0,0,0,0,0,0,1,3,0,0,2,0,3
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,編制內,博士,42,1,12,29,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,編制內,碩士,9,0,1,2,2,0,0,0,0,0,0,2,0,2
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,編制外,博士,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,編制外,碩士,4,0,0,0,0,0,0,0,3,0,0,1,0,0
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1068,中州學校財團法人中州科技大學,編制內,學士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1068,中州學校財團法人中州科技大學,編制內,博士,52,6,26,18,0,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1068,中州學校財團法人中州科技大學,編制內,碩士,19,0,1,4,11,0,0,0,0,0,2,1,0,0
110,私立,技專校院,1068,中州學校財團法人中州科技大學,編制外,博士,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,技專校院,1068,中州學校財團法人中州科技大學,編制外,碩士,7,0,0,0,0,0,1,0,6,0,0,0,0,0
110,私立,技專校院,1068,中州學校財團法人中州科技大學,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1069,修平學校財團法人修平科技大學,編制內,學士,2,0,1,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1069,修平學校財團法人修平科技大學,編制內,博士,111,20,45,43,1,0,0,0,0,1,0,1,0,0
110,私立,技專校院,1069,修平學校財團法人修平科技大學,編制內,碩士,42,0,6,11,20,0,0,0,0,0,0,5,0,0
110,私立,技專校院,1069,修平學校財團法人修平科技大學,編制外,學士,4,0,0,0,0,0,0,0,0,0,0,0,0,4
110,私立,技專校院,1069,修平學校財團法人修平科技大學,編制外,碩士,2,0,0,0,0,0,0,0,0,0,0,0,1,1
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,編制內,學士,5,0,0,0,0,0,0,0,0,0,0,0,0,5
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,編制內,博士,167,37,87,38,5,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,編制內,碩士,67,0,4,22,28,0,0,0,0,0,0,1,0,12
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,編制外,學士,13,0,0,0,0,0,0,0,0,0,0,0,0,13
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,編制外,博士,27,0,0,0,0,1,1,25,0,0,0,0,0,0
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,編制外,碩士,53,0,0,0,0,0,0,2,3,0,0,0,0,48
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,編制內,學士,4,0,0,0,0,0,0,0,0,0,0,3,0,1
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,編制內,副學士,2,0,0,0,0,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,編制內,博士,109,8,66,34,1,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,編制內,碩士,70,0,7,6,35,0,0,0,0,0,3,7,0,12
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,編制外,學士,9,0,0,0,0,0,0,0,0,0,0,9,0,0
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,編制外,副學士,5,0,0,0,0,0,0,0,0,0,0,4,1,0
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,編制外,博士,19,0,0,0,0,0,1,17,0,0,0,1,0,0
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,編制外,碩士,19,0,0,0,0,0,0,0,8,1,0,9,1,0
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,編制外,其他,5,0,0,0,0,0,0,0,0,0,0,4,1,0
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,編制內,學士,3,0,0,1,1,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,編制內,博士,15,1,10,4,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,編制內,碩士,3,0,0,1,2,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,編制外,博士,8,0,0,0,0,0,4,4,0,0,0,0,0,0
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,編制外,碩士,3,0,0,0,0,0,0,0,2,0,0,1,0,0
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,編制內,學士,4,1,0,0,1,0,0,0,0,0,0,1,1,0
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
