學年度,設立別,學校類別,學校統計處代碼,學校名稱,編制內外,學位別,總計,專任教師數-一般教師-教授,專任教師數-一般教師-副教授,專任教師數-一般教師-助理教授,專任教師數-一般教師-講師,專任教師數-專案教學人員-教授,專任教師數-專案教學人員-副教授,專任教師數-專案教學人員-助理教授,專任教師數-專案教學人員-講師,專任教師數-專業技術人員及教師-教授,專任教師數-專業技術人員及教師-副教授,專任教師數-專業技術人員及教師-助理教授,專任教師數-專業技術人員及教師-講師,專任教師數-其他教師
110,公立,技專校院,0144,國立臺灣戲曲學院,編制內,博士,9,1,3,4,0,0,0,0,0,0,1,0,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制內,碩士,16,1,4,3,1,0,0,0,0,0,4,3,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制內,其他,3,0,0,1,0,0,0,0,0,0,0,1,1,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制外,學士,2,0,0,0,0,0,0,0,0,1,1,0,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制外,博士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制外,碩士,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0144,國立臺灣戲曲學院,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制內,博士,53,9,18,26,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制內,碩士,7,0,3,1,3,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制外,學士,9,0,0,0,0,0,0,0,0,0,0,0,0,9
110,公立,技專校院,0221,國立臺南護理專科學校,編制外,博士,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,公立,技專校院,0221,國立臺南護理專科學校,編制外,碩士,22,0,0,0,0,0,0,2,1,0,0,0,0,19
110,公立,技專校院,0222,國立臺東專科學校,編制內,博士,40,7,13,20,0,0,0,0,0,0,0,0,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制內,碩士,19,0,0,6,10,0,0,0,0,0,2,1,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制外,博士,4,0,0,0,0,0,0,4,0,0,0,0,0,0
110,公立,技專校院,0222,國立臺東專科學校,編制外,碩士,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制內,學士,3,0,0,0,0,0,0,0,0,0,0,0,0,3
110,私立,一般大學,1001,東海大學,編制內,博士,448,148,158,142,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制內,碩士,64,5,11,9,16,0,0,0,0,0,2,1,0,20
110,私立,一般大學,1001,東海大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1001,東海大學,編制外,博士,27,0,0,0,0,9,0,18,0,0,0,0,0,0
110,私立,一般大學,1001,東海大學,編制外,碩士,11,0,0,0,0,0,0,0,11,0,0,0,0,0
110,私立,一般大學,1002,輔仁大學,編制內,學士,13,2,1,1,6,0,0,0,0,0,1,0,0,2
110,私立,一般大學,1002,輔仁大學,編制內,博士,549,153,250,145,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1002,輔仁大學,編制內,碩士,72,9,13,5,24,0,0,0,0,1,1,2,1,16
110,私立,一般大學,1002,輔仁大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1002,輔仁大學,編制外,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,一般大學,1002,輔仁大學,編制外,博士,83,0,0,0,0,7,2,71,1,0,2,0,0,0
110,私立,一般大學,1002,輔仁大學,編制外,碩士,13,0,0,0,0,0,0,1,3,1,0,7,1,0
110,私立,一般大學,1003,東吳大學,編制內,學士,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制內,博士,343,121,118,104,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制內,碩士,41,5,7,1,26,0,0,0,0,0,0,0,0,2
110,私立,一般大學,1003,東吳大學,編制內,其他,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制外,學士,2,0,0,0,0,0,2,0,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制外,博士,36,0,0,0,0,9,3,24,0,0,0,0,0,0
110,私立,一般大學,1003,東吳大學,編制外,碩士,8,0,0,0,0,4,4,0,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制內,學士,2,0,0,0,0,0,0,0,0,0,0,0,0,2
110,私立,一般大學,1004,中原大學,編制內,博士,418,148,143,125,0,0,0,0,0,1,1,0,0,0
110,私立,一般大學,1004,中原大學,編制內,碩士,48,4,11,4,9,0,0,0,0,0,3,1,0,16
110,私立,一般大學,1004,中原大學,編制外,學士,1,0,0,0,0,1,0,0,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制外,博士,23,0,0,0,0,3,2,16,2,0,0,0,0,0
110,私立,一般大學,1004,中原大學,編制外,碩士,7,0,0,0,0,0,1,1,4,0,1,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制內,學士,6,0,2,0,0,0,0,0,0,0,0,0,0,4
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制內,博士,610,208,275,126,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制內,碩士,67,5,12,8,15,0,0,0,0,0,0,0,0,27
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制外,副學士,1,0,0,0,0,1,0,0,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制外,博士,55,0,0,0,0,13,7,35,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,編制外,碩士,3,0,0,0,0,1,1,0,1,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,編制內,學士,14,3,1,0,1,0,0,0,0,1,2,1,0,5
110,私立,一般大學,1006,中國文化大學,編制內,博士,519,180,238,97,0,0,0,0,0,2,1,0,0,1
110,私立,一般大學,1006,中國文化大學,編制內,碩士,83,15,23,8,14,0,0,0,0,1,10,6,0,6
110,私立,一般大學,1006,中國文化大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,一般大學,1006,中國文化大學,編制外,博士,70,0,0,0,0,2,3,65,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,編制外,碩士,6,0,0,0,0,1,0,1,2,1,0,1,0,0
110,私立,一般大學,1007,逢甲大學,編制內,學士,2,0,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1007,逢甲大學,編制內,博士,566,195,215,152,1,0,0,0,0,1,1,1,0,0
110,私立,一般大學,1007,逢甲大學,編制內,碩士,51,2,8,10,10,0,0,0,0,1,1,4,0,15
110,私立,一般大學,1007,逢甲大學,編制外,博士,33,0,0,0,0,5,1,27,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,編制外,碩士,5,0,0,0,0,1,0,0,4,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,編制內,學士,5,0,1,0,1,0,0,0,0,0,0,0,0,3
110,私立,一般大學,1008,靜宜大學,編制內,博士,287,85,123,79,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,編制內,碩士,24,3,3,5,11,0,0,0,0,0,0,0,0,2
110,私立,一般大學,1008,靜宜大學,編制外,博士,40,0,0,0,0,0,1,39,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,編制外,碩士,18,0,0,0,0,0,0,0,14,0,3,0,1,0
110,私立,一般大學,1009,長庚大學,編制內,學士,70,16,24,22,7,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1009,長庚大學,編制內,博士,483,200,138,142,2,0,0,0,0,0,0,1,0,0
110,私立,一般大學,1009,長庚大學,編制內,碩士,39,2,6,13,14,0,0,0,0,0,0,1,0,3
110,私立,一般大學,1010,元智大學,編制內,學士,3,0,1,1,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1010,元智大學,編制內,博士,269,93,96,78,0,0,0,0,0,0,1,1,0,0
110,私立,一般大學,1010,元智大學,編制內,碩士,15,0,3,5,3,0,0,0,0,0,0,0,0,4
110,私立,一般大學,1010,元智大學,編制外,博士,5,0,0,0,0,1,0,3,0,0,0,1,0,0
110,私立,一般大學,1010,元智大學,編制外,碩士,4,0,0,0,0,0,0,0,4,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,編制內,學士,3,1,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,一般大學,1011,中華大學學校財團法人中華大學,編制內,博士,157,52,68,36,0,0,0,0,0,1,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,編制內,碩士,34,2,5,4,16,0,0,0,0,0,1,3,0,3
110,私立,一般大學,1011,中華大學學校財團法人中華大學,編制外,博士,9,0,0,0,0,2,0,7,0,0,0,0,0,0
110,私立,一般大學,1011,中華大學學校財團法人中華大學,編制外,碩士,4,0,0,0,0,0,0,0,1,0,1,2,0,0
110,私立,一般大學,1012,大葉大學,編制內,學士,4,0,0,0,0,0,0,0,0,1,1,1,0,1
110,私立,一般大學,1012,大葉大學,編制內,博士,173,46,71,56,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,編制內,碩士,38,0,14,17,1,0,0,0,0,0,2,1,0,3
110,私立,一般大學,1012,大葉大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1012,大葉大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,一般大學,1012,大葉大學,編制外,博士,22,0,0,0,0,2,1,19,0,0,0,0,0,0
110,私立,一般大學,1012,大葉大學,編制外,碩士,46,0,0,0,0,0,0,0,33,0,0,13,0,0
110,私立,一般大學,1013,華梵大學,編制內,博士,41,13,16,12,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1013,華梵大學,編制內,碩士,20,2,3,9,3,0,0,0,0,0,0,1,0,2
110,私立,一般大學,1013,華梵大學,編制外,學士,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,一般大學,1013,華梵大學,編制外,副學士,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110,私立,一般大學,1013,華梵大學,編制外,博士,2,0,0,0,0,2,0,0,0,0,0,0,0,0
110,私立,一般大學,1013,華梵大學,編制外,碩士,5,0,0,0,0,1,0,2,2,0,0,0,0,0
110,私立,一般大學,1014,義守大學,編制內,學士,22,1,8,4,8,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1014,義守大學,編制內,博士,410,131,143,132,2,0,0,0,0,1,0,0,0,1
110,私立,一般大學,1014,義守大學,編制內,碩士,42,3,8,10,15,0,0,0,0,0,1,2,0,3
110,私立,一般大學,1014,義守大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1014,義守大學,編制外,博士,35,0,0,0,0,7,6,22,0,0,0,0,0,0
110,私立,一般大學,1014,義守大學,編制外,碩士,22,0,0,0,0,2,0,3,17,0,0,0,0,0
110,私立,一般大學,1015,世新大學,編制內,學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,一般大學,1015,世新大學,編制內,博士,244,74,97,70,1,0,0,0,0,0,2,0,0,0
110,私立,一般大學,1015,世新大學,編制內,碩士,60,4,8,8,26,0,0,0,0,0,2,7,0,5
110,私立,一般大學,1015,世新大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,一般大學,1015,世新大學,編制外,學士,2,0,0,0,0,1,0,0,0,0,0,0,1,0
110,私立,一般大學,1015,世新大學,編制外,博士,18,0,0,0,0,12,3,3,0,0,0,0,0,0
110,私立,一般大學,1015,世新大學,編制外,碩士,13,0,0,0,0,3,2,0,1,0,0,7,0,0
110,私立,一般大學,1016,銘傳大學,編制內,學士,3,0,1,0,1,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1016,銘傳大學,編制內,博士,417,99,203,115,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,編制內,碩士,51,2,17,9,19,0,0,0,0,0,0,2,0,2
110,私立,一般大學,1016,銘傳大學,編制外,學士,1,0,0,0,0,1,0,0,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,編制外,博士,70,0,0,0,0,12,1,57,0,0,0,0,0,0
110,私立,一般大學,1016,銘傳大學,編制外,碩士,14,0,0,0,0,1,0,5,8,0,0,0,0,0
110,私立,一般大學,1017,實踐大學,編制內,學士,7,0,1,0,0,0,0,0,0,0,4,0,0,2
110,私立,一般大學,1017,實踐大學,編制內,博士,178,32,83,62,0,0,0,0,0,0,1,0,0,0
110,私立,一般大學,1017,實踐大學,編制內,碩士,61,8,20,19,6,0,0,0,0,0,1,3,0,4
110,私立,一般大學,1017,實踐大學,編制內,其他,4,0,0,0,0,0,0,0,0,1,1,2,0,0
110,私立,一般大學,1017,實踐大學,編制外,學士,2,0,0,0,0,0,0,0,0,0,0,1,1,0
110,私立,一般大學,1017,實踐大學,編制外,博士,41,0,0,0,0,1,5,35,0,0,0,0,0,0
110,私立,一般大學,1017,實踐大學,編制外,碩士,27,0,0,0,0,0,1,5,14,0,1,6,0,0
110,私立,一般大學,1017,實踐大學,編制外,其他,4,0,0,0,0,1,0,0,1,0,1,1,0,0
110,私立,技專校院,1018,朝陽科技大學,編制內,學士,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1018,朝陽科技大學,編制內,博士,284,63,126,94,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1018,朝陽科技大學,編制內,碩士,53,4,8,17,11,0,0,0,0,0,1,5,0,7
110,私立,技專校院,1018,朝陽科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1018,朝陽科技大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1018,朝陽科技大學,編制外,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1018,朝陽科技大學,編制外,博士,26,0,0,0,0,0,2,21,1,2,0,0,0,0
110,私立,技專校院,1018,朝陽科技大學,編制外,碩士,23,0,0,0,0,0,0,3,15,0,1,4,0,0
110,私立,一般大學,1019,高雄醫學大學,編制內,學士,30,7,10,10,3,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1019,高雄醫學大學,編制內,博士,427,178,143,104,2,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1019,高雄醫學大學,編制內,碩士,58,15,11,21,9,0,0,0,0,0,0,0,0,2
110,私立,一般大學,1019,高雄醫學大學,編制外,學士,2,0,0,0,0,1,0,0,1,0,0,0,0,0
110,私立,一般大學,1019,高雄醫學大學,編制外,博士,17,0,0,0,0,6,1,10,0,0,0,0,0,0
110,私立,一般大學,1019,高雄醫學大學,編制外,碩士,1,0,0,0,0,0,0,0,1,0,0,0,0,0
110,私立,一般大學,1020,南華大學,編制內,學士,2,0,0,0,0,0,0,0,0,1,0,1,0,0
110,私立,一般大學,1020,南華大學,編制內,博士,164,37,70,57,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1020,南華大學,編制內,碩士,14,1,4,4,0,0,0,0,0,0,1,4,0,0
110,私立,一般大學,1020,南華大學,編制外,博士,8,0,0,0,0,1,0,7,0,0,0,0,0,0
110,私立,一般大學,1020,南華大學,編制外,碩士,7,0,0,0,0,0,0,0,1,0,0,6,0,0
110,私立,一般大學,1021,真理大學,編制內,學士,3,0,1,0,1,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1021,真理大學,編制內,博士,175,43,74,58,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1021,真理大學,編制內,碩士,44,6,12,7,15,0,0,0,0,0,0,1,0,3
110,私立,一般大學,1021,真理大學,編制外,博士,3,0,0,0,0,0,1,2,0,0,0,0,0,0
110,私立,一般大學,1022,大同大學,編制內,博士,106,47,41,18,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1022,大同大學,編制內,碩士,17,0,2,2,12,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1022,大同大學,編制外,博士,13,0,0,0,0,1,0,12,0,0,0,0,0,0
110,私立,一般大學,1022,大同大學,編制外,碩士,4,0,0,0,0,0,0,0,3,0,0,1,0,0
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,編制內,學士,8,0,0,0,2,0,0,0,0,0,1,2,0,3
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,編制內,博士,441,101,173,166,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,編制內,碩士,77,1,7,12,44,0,0,0,0,0,3,3,0,7
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,編制外,博士,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,編制外,碩士,3,0,0,0,0,0,0,0,3,0,0,0,0,0
110,私立,技專校院,1024,崑山科技大學,編制內,學士,8,0,3,0,1,0,0,0,0,0,2,0,2,0
110,私立,技專校院,1024,崑山科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1024,崑山科技大學,編制內,博士,200,52,96,52,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1024,崑山科技大學,編制內,碩士,70,3,15,19,21,0,0,0,0,0,5,6,0,1
110,私立,技專校院,1024,崑山科技大學,編制外,博士,4,0,0,0,0,0,0,3,0,0,1,0,0,0
110,私立,技專校院,1024,崑山科技大學,編制外,碩士,9,0,0,0,0,0,0,1,4,0,0,4,0,0
110,私立,技專校院,1024,崑山科技大學,編制外,其他,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,編制內,學士,5,0,0,0,0,0,0,0,0,0,0,3,0,2
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,編制內,博士,242,56,99,84,0,0,0,0,0,0,2,1,0,0
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,編制內,碩士,90,2,13,46,13,0,0,0,0,1,0,5,4,6
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,編制外,學士,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,編制外,博士,4,0,0,0,0,0,0,3,1,0,0,0,0,0
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,編制外,碩士,10,0,0,0,0,0,0,0,9,0,0,0,1,0
110,私立,技專校院,1026,樹德科技大學,編制內,學士,2,0,0,0,0,0,0,0,0,0,0,1,0,1
110,私立,技專校院,1026,樹德科技大學,編制內,博士,144,23,56,65,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1026,樹德科技大學,編制內,碩士,50,0,10,11,10,0,0,0,0,0,3,16,0,0
110,私立,技專校院,1026,樹德科技大學,編制外,學士,2,0,0,0,0,0,0,0,0,0,0,2,0,0
110,私立,技專校院,1026,樹德科技大學,編制外,博士,27,0,0,0,0,0,3,22,0,0,0,2,0,0
110,私立,技專校院,1026,樹德科技大學,編制外,碩士,31,0,0,0,0,0,0,0,11,0,0,20,0,0
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,編制內,學士,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,編制內,博士,204,53,90,61,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,編制內,碩士,18,1,4,8,5,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,編制外,博士,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,編制外,碩士,7,0,0,0,0,0,0,0,7,0,0,0,0,0
110,私立,一般大學,1028,臺北醫學大學,編制內,學士,79,18,18,32,11,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1028,臺北醫學大學,編制內,博士,540,202,173,165,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1028,臺北醫學大學,編制內,碩士,57,14,25,14,3,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1028,臺北醫學大學,編制外,博士,5,0,0,0,0,0,0,5,0,0,0,0,0,0
110,私立,一般大學,1029,中山醫學大學,編制內,學士,7,2,1,2,1,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1029,中山醫學大學,編制內,博士,338,132,121,84,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1029,中山醫學大學,編制內,碩士,26,6,4,5,10,0,0,0,0,0,0,0,0,1
110,私立,一般大學,1029,中山醫學大學,編制外,學士,6,0,0,0,0,0,1,0,5,0,0,0,0,0
110,私立,一般大學,1029,中山醫學大學,編制外,博士,23,0,0,0,0,8,1,8,6,0,0,0,0,0
110,私立,一般大學,1029,中山醫學大學,編制外,碩士,10,0,0,0,0,0,1,0,9,0,0,0,0,0
110,私立,技專校院,1030,龍華科技大學,編制內,學士,2,0,0,0,1,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1030,龍華科技大學,編制內,博士,163,36,82,45,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1030,龍華科技大學,編制內,碩士,38,1,5,13,11,0,0,0,0,0,2,3,0,3
110,私立,技專校院,1030,龍華科技大學,編制外,學士,3,0,0,0,0,0,0,1,0,0,0,2,0,0
110,私立,技專校院,1030,龍華科技大學,編制外,博士,55,0,0,0,0,1,4,50,0,0,0,0,0,0
110,私立,技專校院,1030,龍華科技大學,編制外,碩士,14,0,0,0,0,0,0,1,7,0,0,6,0,0
110,私立,技專校院,1031,輔英科技大學,編制內,學士,25,0,1,1,0,0,0,0,0,0,0,0,0,23
110,私立,技專校院,1031,輔英科技大學,編制內,博士,149,20,69,58,1,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1031,輔英科技大學,編制內,碩士,114,3,10,28,26,0,0,0,0,0,2,3,0,42
110,私立,技專校院,1031,輔英科技大學,編制外,學士,3,0,0,0,0,0,0,1,0,0,0,1,0,1
110,私立,技專校院,1031,輔英科技大學,編制外,博士,13,0,0,0,0,0,1,12,0,0,0,0,0,0
110,私立,技專校院,1031,輔英科技大學,編制外,碩士,17,0,0,0,0,0,0,2,1,0,1,9,0,4
110,私立,技專校院,1032,明新學校財團法人明新科技大學,編制內,學士,7,0,0,3,0,0,0,0,0,0,1,0,1,2
110,私立,技專校院,1032,明新學校財團法人明新科技大學,編制內,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1032,明新學校財團法人明新科技大學,編制內,博士,203,34,104,62,2,0,0,0,0,1,0,0,0,0
110,私立,技專校院,1032,明新學校財團法人明新科技大學,編制內,碩士,70,0,11,17,34,0,0,0,0,0,1,3,1,3
110,私立,技專校院,1032,明新學校財團法人明新科技大學,編制外,副學士,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,私立,技專校院,1032,明新學校財團法人明新科技大學,編制外,博士,15,0,0,0,0,0,1,14,0,0,0,0,0,0
110,私立,技專校院,1032,明新學校財團法人明新科技大學,編制外,碩士,11,0,0,0,0,0,0,0,8,0,0,2,1,0
110,私立,一般大學,1033,長榮大學,編制內,學士,6,1,0,3,0,0,0,0,0,0,0,2,0,0
110,私立,一般大學,1033,長榮大學,編制內,博士,241,43,93,105,0,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1033,長榮大學,編制內,碩士,42,4,4,12,12,0,0,0,0,0,0,8,0,2
110,私立,一般大學,1033,長榮大學,編制外,博士,26,0,0,0,0,5,0,21,0,0,0,0,0,0
110,私立,一般大學,1033,長榮大學,編制外,碩士,3,0,0,0,0,0,0,2,0,0,0,1,0,0
110,私立,技專校院,1034,弘光科技大學,編制內,學士,6,0,0,0,0,0,0,0,0,1,2,0,0,3
110,私立,技專校院,1034,弘光科技大學,編制內,副學士,4,1,0,0,0,0,0,0,0,0,2,1,0,0
110,私立,技專校院,1034,弘光科技大學,編制內,博士,177,42,71,59,2,0,0,0,0,1,1,1,0,0
110,私立,技專校院,1034,弘光科技大學,編制內,碩士,57,1,5,8,5,0,0,0,0,1,5,16,1,15
110,私立,技專校院,1034,弘光科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,1,0,0,0,0
110,私立,技專校院,1034,弘光科技大學,編制外,學士,14,0,0,0,0,0,0,0,0,0,0,3,0,11
110,私立,技專校院,1034,弘光科技大學,編制外,副學士,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,私立,技專校院,1034,弘光科技大學,編制外,博士,25,1,0,0,0,0,1,23,0,0,0,0,0,0
110,私立,技專校院,1034,弘光科技大學,編制外,碩士,45,0,0,0,0,0,0,0,3,0,2,12,0,28
110,私立,技專校院,1034,弘光科技大學,編制外,其他,7,0,0,0,0,0,0,0,0,1,0,4,2,0
110,私立,一般大學,1035,中國醫藥大學,編制內,學士,51,23,10,17,1,0,0,0,0,0,0,0,0,0
110,私立,一般大學,1035,中國醫藥大學,編制內,博士,423,176,140,103,0,0,0,0,0,1,1,2,0,0
110,私立,一般大學,1035,中國醫藥大學,編制內,碩士,41,13,18,6,1,0,0,0,0,0,0,2,0,1
110,私立,一般大學,1035,中國醫藥大學,編制外,博士,2,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,一般大學,1035,中國醫藥大學,編制外,碩士,1,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制內,學士,5,0,0,1,3,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制內,博士,175,25,83,67,0,0,0,0,0,0,0,0,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制內,碩士,44,0,4,13,19,0,0,0,0,0,0,0,0,8
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制內,其他,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,學士,3,0,0,0,0,0,0,0,0,0,0,1,2,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,博士,24,0,0,0,0,1,3,20,0,0,0,0,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,碩士,24,0,1,0,0,0,0,0,10,1,1,10,1,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,編制外,其他,1,0,0,0,0,0,0,0,0,1,0,0,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,學士,13,1,5,0,1,0,0,0,0,0,1,2,1,2
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,副學士,2,0,0,0,0,0,0,0,0,0,1,1,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,博士,235,60,109,56,2,0,0,0,0,3,4,1,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制內,碩士,131,8,19,29,40,0,0,0,0,5,7,15,1,7
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制外,博士,16,0,0,0,0,1,2,12,0,0,0,1,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,編制外,碩士,14,0,0,0,0,0,0,3,7,0,0,4,0,0
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,編制內,學士,5,0,1,1,0,0,0,0,0,0,1,1,0,1
