年度,設立別,學校類別,學校統計處代碼,學校名稱,須繳交科發基金之金額-科技部,須繳交科發基金之金額-經濟部,須繳交科發基金之金額-中研院,須繳交科發基金之金額-其他部會,不須繳交科發基金之金額
109,公立,一般大學,0007,國立陽明交通大學,35893671,6100000,1025000,4128000,162346524
109,公立,一般大學,0008,國立中央大學,4740236,0,0,0,13750471
109,公立,一般大學,0009,國立中山大學,2935957,0,0,1345000,25924794
109,公立,一般大學,0012,國立臺灣海洋大學,22035798,0,0,550000,16928800
109,公立,一般大學,0013,國立中正大學,29399288,500000,0,0,587533
109,公立,一般大學,0014,國立高雄師範大學,170327,0,0,34458,0
109,公立,一般大學,0015,國立彰化師範大學,487126,0,0,0,170476
109,公立,一般大學,0016,國立陽明大學,4077421,303525,0,0,6690828
109,公立,一般大學,0017,國立臺北大學,91746,0,0,0,0
109,公立,一般大學,0018,國立嘉義大學,216900,0,0,870000,151600
109,公立,一般大學,0019,國立高雄大學,303060,0,0,0,0
109,公立,一般大學,0020,國立東華大學,33822,0,0,0,616722
109,公立,一般大學,0021,國立暨南國際大學,540000,0,0,0,2218646
109,公立,技專校院,0022,國立臺灣科技大學,4472467,595000,0,0,44147660
109,公立,技專校院,0023,國立雲林科技大學,198505,0,0,0,12837222
109,公立,技專校院,0024,國立屏東科技大學,3103500,0,0,486738,5925619
109,公立,技專校院,0025,國立臺北科技大學,20753555,1200000,0,0,16182277
109,公立,一般大學,0028,國立臺北藝術大學,3455,0,0,0,372605
109,公立,一般大學,0031,國立宜蘭大學,655371,0,0,1357995,315000
109,公立,一般大學,0032,國立聯合大學,741643,0,0,0,0
109,公立,技專校院,0033,國立虎尾科技大學,2510000,3910000,0,0,8820000
109,公立,一般大學,0036,國立臺南大學,480088,0,0,0,1223400
109,公立,一般大學,0037,國立臺北教育大學,2520,0,0,0,0
109,公立,一般大學,0039,國立臺中教育大學,29440,0,0,0,190166
109,公立,技專校院,0042,國立澎湖科技大學,0,0,0,0,200000
109,公立,技專校院,0043,國立勤益科技大學,1271478,0,0,0,68880000
109,公立,技專校院,0047,國立高雄餐旅大學,67539,0,0,0,891418
109,公立,技專校院,0051,國立臺北商業大學,55000,0,0,0,15000
109,公立,一般大學,0052,國立屏東大學,373456,0,0,0,189632
109,公立,技專校院,0053,國立高雄科技大學,4334343,0,0,0,34290519
109,私立,一般大學,1001,東海大學,658713,0,0,200000,3204337
109,私立,一般大學,1002,輔仁大學,126656,0,0,0,315507
109,私立,一般大學,1003,東吳大學,112280,0,0,0,23576
109,私立,一般大學,1004,中原大學,1455179,51403,0,0,5661161
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,0,0,0,0,570000
109,私立,一般大學,1006,中國文化大學,70207,0,0,0,30305
109,私立,一般大學,1007,逢甲大學,3358765,0,0,0,1050000
109,私立,一般大學,1008,靜宜大學,122000,0,0,0,0
109,私立,一般大學,1009,長庚大學,68423609,0,0,63000,4475625
109,私立,一般大學,1010,元智大學,652092,0,0,0,31500
109,私立,一般大學,1011,中華大學學校財團法人中華大學,120000,0,0,0,500000
109,私立,一般大學,1012,大葉大學,230750,0,0,0,2068500
109,私立,一般大學,1014,義守大學,1476584,0,0,0,18404800
109,私立,一般大學,1015,世新大學,74694,0,0,0,152529
109,私立,一般大學,1016,銘傳大學,200778,0,0,0,0
109,私立,技專校院,1018,朝陽科技大學,81000,0,0,0,1158874
109,私立,一般大學,1019,高雄醫學大學,300983,200000,2416555,24182,4606549
109,私立,一般大學,1022,大同大學,505075,0,0,0,448426
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,212772,0,0,0,8350534
109,私立,技專校院,1024,崑山科技大學,213164,0,0,0,18876378
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,0,0,0,0,3880000
109,私立,技專校院,1026,樹德科技大學,77945,0,0,0,1945185
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,200458,0,0,0,0
109,私立,一般大學,1028,臺北醫學大學,32395350,0,0,2235000,27890700
109,私立,一般大學,1029,中山醫學大學,0,0,0,4718,300000
109,私立,技專校院,1030,龍華科技大學,410470,0,0,0,18003338
109,私立,技專校院,1031,輔英科技大學,0,0,0,0,31500
109,私立,技專校院,1032,明新學校財團法人明新科技大學,655800,0,0,0,200000
109,私立,技專校院,1034,弘光科技大學,537302,0,0,0,11935000
109,私立,一般大學,1035,中國醫藥大學,3132239,0,0,0,1214788
109,私立,技專校院,1037,正修學校財團法人正修科技大學,0,0,0,0,26059434
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,184000,0,0,0,2070000
109,私立,一般大學,1039,玄奘大學,1724,0,0,0,38604
109,私立,技專校院,1040,建國科技大學,0,0,0,0,1290000
109,私立,技專校院,1041,明志科技大學,795834,0,0,0,8542340
109,私立,技專校院,1042,高苑科技大學,16250,0,0,0,16250
109,私立,技專校院,1043,大仁科技大學,0,0,0,0,264760
109,私立,技專校院,1044,聖約翰科技大學,209696,0,0,0,80000
109,私立,技專校院,1045,嶺東科技大學,183889,0,0,0,50000
109,私立,一般大學,1048,亞洲大學,595422,0,0,0,2160000
109,私立,一般大學,1050,佛光大學,134000,0,0,0,0
109,私立,技專校院,1052,遠東科技大學,474260,0,0,0,2710000
109,私立,技專校院,1062,僑光科技大學,0,0,0,0,66150
109,私立,技專校院,1064,美和學校財團法人美和科技大學,0,0,0,0,1040000
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,319536,0,0,0,202128
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,0,0,0,0,660000
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,0,0,0,0,350000
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,13414,0,0,0,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,0,0,0,0,151376
109,私立,技專校院,1166,亞東技術學院,0,0,0,0,1590000
109,私立,技專校院,1183,黎明技術學院,12114,0,0,0,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,0,0,0,0,3800
109,私立,技專校院,1289,育英醫護管理專科學校,6949,0,0,0,0
109,公立,一般大學,3002,臺北市立大學,27762,0,0,0,12775
