學年度,設立別 ,學校類別,學校代碼,學校名稱,中文圖書總類,哲學類,宗教類,科學類,應用科學類,社會科學類,史地類(含世界史地類),語言文學類,藝術類,外文圖書,,線上資料庫(種),光碟及其他類型資料庫(種),電子期刊(種),電子書(種),,報紙(種),期刊中日文(種),西文(種),圖書閱覽座位數,借書(含視聽資料及其他館藏)人次,圖書(含視聽資料及其他館藏)借閱冊數,線上及光碟資料庫(含電子書及電子期刊)檢索人次
104,私立,技專校院,1168,桃園創新技術學院,9495,5214,2566,18957,42045,21393,9312,21820,15649,70817,0,84,0,28353,18346,7625,34,510,143,880,16896,42148,102294
104,私立,技專校院,1179,德霖技術學院,4673,4632,2252,21805,46542,34804,6982,25899,9220,26105,11914,90,0,21730,95035,6590,83,498,81,532,25335,48460,25952
104,私立,技專校院,1182,蘭陽技術學院,3494,9555,4258,19040,32811,21134,9148,31146,7374,14009,0,21,0,20,68071,3576,5,605,12,747,909,3196,185
104,私立,技專校院,1183,黎明技術學院,8135,9316,3350,23227,42450,17997,15435,23628,8622,26554,5189,24,0,10517,581380,10610,10,391,0,305,3355,8532,180074
104,私立,技專校院,1184,東方設計學院,15403,7912,3898,22083,38969,22485,13676,36643,22142,31256,0,45,0,28,86416,18683,12,440,140,450,6734,22609,187469
104,私立,技專校院,1185,經國管理暨健康學院,15990,13006,5247,9561,38084,27285,13381,37118,10417,18000,0,128,4,35903,560844,9637,6,440,71,224,6690,28277,75797
104,私立,技專校院,1187,崇右技術學院,7617,8372,3368,9600,23614,29724,12544,29158,6791,13811,3508,37,0,1,6329,4599,6,668,108,126,9017,28478,44900
104,私立,技專校院,1188,大同技術學院,4608,13628,4325,13243,38446,34058,12470,33170,8030,13716,247,52,0,0,3014,12499,11,347,45,422,5384,17298,54123
104,私立,技專校院,1189,亞太創意技術學院,5338,6063,3339,21619,31944,18851,8091,22064,8642,20893,7477,57,4,956,78431,13375,7,319,4,202,4600,16894,114249
104,私立,技專校院,1192,臺灣觀光學院,3847,13612,4630,11520,33748,27368,16090,48218,11386,6391,0,28,0,0,338,4870,13,348,50,72,2908,12393,46285
104,私立,技專校院,1197,台北海洋技術學院,11692,5193,1814,17574,27787,21465,14854,22058,12696,16628,17463,45,2,15634,26483,8069,11,556,18,262,16597,37421,12987
104,私立,技專校院,1282,馬偕醫護管理專科學校,2218,8567,4340,10182,32749,20707,8935,27995,7976,22122,0,59,25,18504,84972,10955,9,209,90,624,12839,31452,93507
104,私立,技專校院,1283,仁德醫護管理專科學校,2085,9513,3105,8328,27277,14325,7139,26590,4967,11567,2104,36,0,28494,3358,1697,4,285,101,181,22344,73958,77702
104,私立,技專校院,1284,樹人醫護管理專科學校,2560,8266,3287,10434,22106,13985,8703,46525,7316,26353,0,41,0,70050,15071,5706,10,363,22,238,15415,56461,98423
104,私立,技專校院,1285,慈惠醫護管理專科學校,2388,12503,3714,8155,31468,16853,7759,31317,6217,14063,2957,49,0,5756,2900,4719,13,351,33,660,2332,7054,340088
104,私立,技專校院,1286,耕莘健康管理專科學校,4869,8809,3382,9422,27015,14055,7777,24518,6207,18602,2658,40,0,0,38745,9655,11,279,28,755,42835,43319,608776
104,私立,技專校院,1287,敏惠醫護管理專科學校,4162,7233,2417,6858,18817,15037,8088,18826,3485,6146,1084,39,1,14,4234,3972,8,195,48,238,8788,18432,341000
104,私立,技專校院,1288,高美醫護管理專科學校,1008,6166,2035,4239,21672,8685,3474,14125,2822,4523,2538,11,9,19,50,60,2,407,0,80,913,1367,3224
104,私立,技專校院,1289,育英醫護管理專科學校,1753,6277,1817,5292,17810,8793,5531,15082,3247,10378,292,60,0,19,673,10189,3,180,0,150,2718,7170,643705
104,私立,技專校院,1290,崇仁醫護管理專科學校,2649,6218,4499,6114,18089,10343,6033,17440,3403,8636,975,20,0,4520,4685,6925,5,174,26,410,9606,19153,195161
104,私立,技專校院,1291,聖母醫護管理專科學校,3155,5841,1931,6404,18956,10340,5065,14934,3500,1229,796,22,0,40,30288,2327,4,121,15,126,6020,18118,944451
104,私立,技專校院,1292,新生醫護管理專科學校,1968,7046,1912,4936,17928,13306,7575,20171,5061,11726,67,30,0,10,79702,3538,9,180,13,143,6185,20757,280440
105,公立,一般大學,1,國立政治大學,327182,50336,37752,31460,75504,302014,213927,201343,18876,620747,233010,265,36,63017,703062,20087,399,1906,1432,2925,159911,479735,2625902
105,公立,一般大學,2,國立清華大學,63377,28425,18997,49768,66361,102166,102426,125271,34555,369683,325927,398,17,122237,2336632,87809,35,1422,829,2480,161615,429377,197106
105,公立,一般大學,3,國立臺灣大學,140218,69163,42595,112129,317135,419166,275022,277963,88404,2367126,879384,562,0,52548,2933006,179862,27,2166,4549,3754,202900,546184,20547805
105,公立,一般大學,4,國立臺灣師範大學,140668,72324,23300,61892,75897,252183,157234,213492,70567,512546,129422,320,4,92790,2572788,48346,15,1198,1512,1182,104366,236069,6745227
105,公立,一般大學,5,國立成功大學,187239,34783,21713,43324,108125,125633,101662,129178,40780,587943,437989,530,25,66623,728536,57955,19,1942,311,2501,103682,649215,5194387
105,公立,一般大學,6,國立中興大學,108474,25298,10743,48954,92149,99779,66917,95506,21481,270025,146264,404,0,40012,882091,72625,18,1081,128,2047,66393,143044,2069742
105,公立,一般大學,7,國立交通大學,99755,18398,9874,62246,75772,81280,40500,67222,37917,351809,166752,269,0,94135,635382,62141,16,1001,181,1347,66239,216606,4931205
105,公立,一般大學,8,國立中央大學,94011,24544,16545,27347,45795,76065,59731,87131,27037,268615,158034,426,0,52183,617413,59345,19,856,608,1485,74555,177368,1038851
105,公立,一般大學,9,國立中山大學,123060,28861,13159,38797,69803,92515,63604,104201,32754,402396,133137,214,29,91725,156239,25731,12,431,449,1583,50773,158800,880066
105,公立,一般大學,12,國立臺灣海洋大學,38554,13388,3746,21807,40148,41664,21534,39192,10478,98515,76080,269,8,65750,267725,9256,10,698,189,524,25613,139192,1334694
105,公立,一般大學,13,國立中正大學,92637,30333,20477,30931,63779,131712,78953,118279,41895,395709,0,213,0,96962,366015,27499,17,1104,322,1706,59670,166952,677199
105,公立,一般大學,14,國立高雄師範大學,79152,18362,6076,15262,20679,64958,37702,66933,21168,126325,86783,69,0,37515,551274,25028,13,500,152,1320,39538,244529,585273
105,公立,一般大學,15,國立彰化師範大學,48687,18318,7736,21868,41526,78543,31340,54296,15679,132617,0,77,0,79160,150698,15908,10,659,123,1215,19178,109605,936695
105,公立,一般大學,16,國立陽明大學,14057,9236,2502,11347,30608,18351,12246,34064,8176,90024,62024,168,0,18402,115185,20044,7,224,48,430,25510,66477,1099899
105,公立,一般大學,17,國立臺北大學,42852,9363,4661,7340,18610,64259,29045,37837,7669,169499,37748,134,26,58387,796278,5401,7,169,127,625,33886,96759,767492
105,公立,一般大學,18,國立嘉義大學,41800,24822,10136,44424,80814,140213,49599,93699,30844,139209,54203,233,1,60982,757705,25623,19,1237,193,1290,66082,109905,299287
105,公立,一般大學,19,國立高雄大學,11781,16210,6466,16505,40847,54158,22249,58555,21706,55718,23139,98,19,14900,396803,17530,10,520,162,1038,31803,88314,205540
105,公立,一般大學,20,國立東華大學,75572,51873,23645,52669,93034,203362,109436,180710,64270,204461,82084,246,33,82175,1043554,92365,64,3168,2627,1053,71658,382209,694799
105,公立,一般大學,21,國立暨南國際大學,38071,19240,10507,9773,20934,70875,62392,69306,14026,125442,70828,256,0,22034,140393,20514,19,268,61,1446,43188,123141,47590
105,公立,一般大學,28,國立臺北藝術大學,16723,5662,5081,3824,3518,16583,24039,45581,49667,68339,40007,140,2,16255,63280,76591,6,165,140,222,15373,47029,15990
105,公立,一般大學,29,國立臺灣藝術大學,29723,6126,2656,3485,12610,17791,18525,24880,67993,45423,10694,115,0,22401,48509,24681,16,452,119,500,28362,68266,525789
105,公立,一般大學,30,國立臺東大學,34191,18845,5720,17590,23897,85973,30599,99200,26332,194697,34313,182,16,30979,157965,12636,12,645,104,591,22259,67088,25686
105,公立,一般大學,31,國立宜蘭大學,22961,8493,4853,25066,61314,36034,20465,32343,13543,53261,0,116,4,24816,446974,12512,14,945,120,842,16194,40151,183136
105,公立,一般大學,32,國立聯合大學,8580,10736,4417,22332,48192,35850,19426,34163,18085,48777,15370,17,8,36632,249667,7803,16,613,136,474,13821,31995,1032593
105,公立,一般大學,35,國立臺南藝術大學,6678,4728,4774,1731,4329,14431,23749,16690,36714,86679,21746,135,2,15774,958919,28828,11,334,183,234,15193,63942,29693
105,公立,一般大學,36,國立臺南大學,44454,21085,10286,23451,25577,142510,35802,68499,34025,78228,30945,123,1,22695,421786,30593,18,1142,278,549,22999,86971,215655
105,公立,一般大學,37,國立臺北教育大學,43821,23804,7197,29063,27858,133519,38502,87954,33936,89602,28368,20,3,17248,449790,21752,12,805,93,725,56251,129623,488450
105,公立,一般大學,38,國立新竹教育大學,33739,15845,5349,20542,16629,105139,25318,70411,28922,47132,25133,100,1,24905,877798,31301,13,907,143,636,24521,67087,413741
105,公立,一般大學,39,國立臺中教育大學,42055,19736,5219,23392,26870,74182,32275,75802,29095,90702,0,95,0,37155,396078,23966,12,557,54,435,55069,137518,482309
105,公立,一般大學,44,國立體育大學,3195,14523,2596,6652,24826,46022,9182,19539,8251,31562,13141,9,41,47849,12039,11279,7,88,28,256,6826,17835,253959
105,公立,一般大學,48,國立金門大學,9011,8235,4230,8022,27176,36936,20317,24647,12168,19873,3735,1,1,7871,95982,1162,7,385,26,437,1935,20128,12380
105,公立,一般大學,49,國立臺灣體育運動大學,15376,11163,3061,10230,26240,48772,15042,31336,17271,31768,12512,44,5,6133,134438,19970,10,215,83,240,6047,17383,118661
105,公立,一般大學,52,國立屏東大學,49117,32808,12548,37927,58130,189239,46137,135603,40927,104998,21698,129,0,70728,353300,32349,19,2492,568,982,56877,170631,11213346
105,公立,一般大學,3002,臺北市立大學,52930,20563,4941,23769,28845,103444,32624,66252,28860,85504,10708,343,0,45907,130916,22962,25,317,116,587,30593,84102,708151
105,公立,技專校院,22,國立臺灣科技大學,41827,17567,4930,23575,50582,34388,21718,47732,14358,93827,75217,247,3,44743,720575,18957,12,929,2371,653,117932,235633,1956201
105,公立,技專校院,23,國立雲林科技大學,38216,16906,8962,23776,59136,55605,30441,57515,31599,84036,44837,122,0,44626,600445,13348,9,1684,1125,1500,83942,174125,1283698
105,公立,技專校院,24,國立屏東科技大學,12872,12649,7127,31200,88101,51059,24565,36382,15327,51362,64143,80,0,32,452150,17465,9,784,343,845,66277,71026,503620
105,公立,技專校院,25,國立臺北科技大學,45591,12417,3925,38705,75442,36935,21869,35804,19617,85818,35080,246,0,42619,808324,8054,7,349,38,1096,34944,83288,1004322
105,公立,技專校院,26,國立高雄第一科技大學,4533,13244,5947,24720,55789,54321,16930,43667,13903,71200,39299,290,9,17801,403069,27468,16,1911,1337,1039,30396,91810,3807791
105,公立,技專校院,27,國立高雄應用科技大學,16836,10581,3944,24951,48834,36595,12037,27162,8851,58847,31149,140,0,37516,767719,8962,4,463,49,583,34620,105285,294356
105,公立,技專校院,33,國立虎尾科技大學,12898,7586,2993,21404,57714,21011,9391,26845,10510,41438,19724,139,0,38844,481217,5980,17,724,129,638,11896,46234,1998341
105,公立,技專校院,34,國立高雄海洋科技大學,16471,10058,3462,25505,54015,36013,19016,44345,10352,52969,44448,303,16,32523,164375,10312,25,1039,108,628,31205,71813,346267
105,公立,技專校院,42,國立澎湖科技大學,3903,12606,4514,25781,40162,33135,13294,34922,12288,25592,4995,56,1,52673,169316,11288,14,1190,244,470,15144,34463,360540
105,公立,技專校院,43,國立勤益科技大學,9970,13093,4286,20744,58007,32685,23084,44010,12754,38810,0,112,5,36208,362850,14731,11,1393,349,848,44415,76748,446617
105,公立,技專校院,46,國立臺北護理健康大學,35281,10011,2967,14976,38688,27295,11298,31965,11338,86258,0,89,0,39515,100019,42205,15,211,43,360,25051,87012,114490
105,公立,技專校院,47,國立高雄餐旅大學,6123,11810,4115,5389,40906,27069,19222,41490,12664,23248,0,217,0,56799,297598,11986,16,438,83,608,37055,77328,371504
105,公立,技專校院,50,國立臺中科技大學,31665,21048,5750,20559,51599,48128,26942,62510,20265,53307,21787,190,16,74659,698787,15758,21,1266,118,1330,82878,153557,1761288
105,公立,技專校院,51,國立臺北商業大學,20887,9001,1902,16098,35349,35830,9811,32794,8866,38444,5335,78,1,58986,122396,713,13,301,14,1104,24365,46161,997896
105,公立,技專校院,144,國立臺灣戲曲學院,3157,7904,2420,3301,10336,12310,9953,37543,20973,6090,0,70,2217,2208,24769,10459,10,127,10,220,2987,14302,59309
105,公立,技專校院,221,國立臺南護理專科學校,4410,7311,1762,6109,20375,13355,9402,19699,4232,5927,4569,66,0,21191,10450,7010,4,157,18,152,4684,9448,86490
105,公立,技專校院,222,國立臺東專科學校,3963,5923,1598,8208,23947,9653,6220,17615,7341,3641,82,27,116,15220,6011,850,5,137,2,116,1971,5430,8878
105,私立,一般大學,1001,東海大學,78063,50882,24443,21103,52432,128871,97831,125327,37467,280288,129459,191,7,58928,658185,54323,19,805,257,1747,86659,220676,2155084
105,私立,一般大學,1002,輔仁大學,76127,42759,28765,26796,84022,145072,78361,128666,31334,408473,160761,466,3,59456,1621258,67496,18,1389,614,2278,185626,506069,6738762
105,私立,一般大學,1003,東吳大學,86796,27081,15131,15615,32391,145242,74232,112467,34746,322259,0,268,0,41955,1363323,39837,22,918,227,2564,93992,232718,2474121
105,私立,一般大學,1004,中原大學,18431,32064,24851,52123,108347,127715,36895,82456,39336,241401,0,258,38,60974,1903974,47276,10,1007,370,1555,105657,287372,1691286
105,私立,一般大學,1005,淡江大學,85064,49228,16164,72229,114638,193151,106523,174809,37518,501596,0,541,28,74605,2407619,66602,28,1163,804,3170,160087,355917,592986
105,私立,一般大學,1006,中國文化大學,128466,57853,22932,66112,96872,171430,134210,164652,71470,437813,0,206,0,35467,344382,56728,17,3576,3481,1818,85588,261339,1500364
105,私立,一般大學,1007,逢甲大學,44841,32655,12170,60067,131027,123536,60345,97129,30871,170722,91910,235,50,49999,792754,46957,15,912,296,1205,98205,218579,1857265
105,私立,一般大學,1008,靜宜大學,68603,35739,19023,35552,67902,106929,56556,140364,34377,219481,0,337,10,30135,634184,43556,27,3142,1823,2192,72342,163497,1709616
105,私立,一般大學,1009,長庚大學,13451,11303,2175,14847,52239,35848,14001,33462,10652,213827,0,196,3,97358,210689,29167,14,320,69,1326,41825,140186,2445631
105,私立,一般大學,1010,元智大學,35991,20764,9997,25775,45932,55651,29978,93064,27014,92168,31239,142,0,50731,325517,36600,12,623,307,1070,41771,110350,809881
105,私立,一般大學,1011,中華大學,13756,12440,4688,25108,44544,38535,14264,39949,17293,74928,0,107,1,38706,215543,13187,10,444,21,895,14065,36878,367372
105,私立,一般大學,1012,大葉大學,31403,18345,6941,33677,69260,56703,21293,53577,21177,75864,40173,193,3,51736,529142,25665,13,683,175,1124,22989,67857,433138
105,私立,一般大學,1013,華梵大學,39371,17848,22916,12037,24142,26612,19877,33914,21908,54412,1046,41,26,24917,98858,6824,7,1488,578,600,18170,76230,17411
105,私立,一般大學,1014,義守大學,25791,16839,5011,43159,68508,49606,19214,43387,14150,81253,41609,218,0,66217,693746,12527,11,478,69,3061,83563,121982,2546572
105,私立,一般大學,1015,世新大學,46357,26943,8836,19107,29616,88938,51535,99395,39795,121915,45280,271,137,51714,8751,26758,7,511,62,1040,61855,122847,594059
105,私立,一般大學,1016,銘傳大學,84110,43808,12954,48947,108120,138668,63582,140513,43476,179833,36730,217,4,66062,1343785,93585,18,1486,178,1748,83574,216532,1872069
105,私立,一般大學,1017,實踐大學,30226,18102,6040,19136,52692,69489,25739,56898,31337,84539,9426,137,20,30470,436985,27388,20,1543,684,838,60842,128346,137785
105,私立,一般大學,1019,高雄醫學大學,11549,13137,3748,12657,33597,26541,12822,39664,13295,148087,0,123,7,24560,80943,13809,11,105,4,1120,36111,92201,362288
105,私立,一般大學,1020,南華大學,17858,22618,21710,14443,33312,48709,31454,79307,31276,69917,21429,204,10,12609,1775354,38555,12,2613,1490,746,55259,179223,87468
105,私立,一般大學,1021,真理大學,45922,22273,17735,25156,57713,68995,33368,63170,26417,87848,0,150,0,25410,316563,3590,17,773,12,861,17528,44697,127498
105,私立,一般大學,1022,大同大學,8755,5760,2481,14204,25157,19425,12957,21057,7348,49723,34291,107,3,17408,145582,6824,9,83,97,564,7342,15713,105168
105,私立,一般大學,1027,慈濟大學,9113,15340,15667,12352,36321,37373,19728,49375,14126,66373,56015,203,2,52939,114426,20572,15,435,20,868,33052,66700,963992
105,私立,一般大學,1028,臺北醫學大學,1830,4725,2433,6494,19882,10019,6268,18602,2882,50614,34349,126,0,18852,88661,9938,7,480,48,660,41379,206895,876975
105,私立,一般大學,1029,中山醫學大學,10732,8773,3492,12137,39525,21997,10779,25733,6100,62501,82660,113,3,22918,790197,17371,9,224,12,495,29437,72006,1335888
105,私立,一般大學,1033,長榮大學,14298,20817,12936,31875,56235,67059,24054,60010,21468,75023,0,260,2,44262,189482,18857,15,1115,205,1271,37522,178411,551332
105,私立,一般大學,1035,中國醫藥大學,13173,11071,4333,13908,75223,20083,16098,39228,11162,55315,33410,114,21,31272,360825,21418,11,963,993,1040,43994,107574,494902
105,私立,一般大學,1039,玄奘大學,18416,16598,26779,12586,25448,59648,25367,45843,17042,61174,7092,123,0,28449,178179,8245,11,200,5,828,18358,43233,359027
105,私立,一般大學,1048,亞洲大學,9429,35701,12989,31897,76125,84753,31027,99464,22588,97906,25484,239,1,42271,1020597,10801,10,960,180,589,109316,256080,385039
105,私立,一般大學,1049,開南大學,11524,16633,7303,20995,53202,84027,20981,45972,12670,76294,615,136,0,46196,97662,5823,9,407,125,1067,12100,22742,135493
105,私立,一般大學,1050,佛光大學,32248,13485,20268,6365,12219,32236,29337,44901,14706,54077,17539,177,37,44068,752835,13570,9,458,166,786,13757,34978,301791
105,私立,一般大學,1058,明道大學,7610,16347,13782,40532,37357,11441,11558,68246,19835,52906,3544,39,0,12931,88151,5231,6,660,41,300,20106,59342,2366
105,私立,一般大學,1067,台灣首府大學,12770,44433,18483,43091,135715,95113,52531,153386,49708,36713,0,72,0,5,17,15559,9,526,0,300,6641,28366,15453
105,私立,一般大學,1079,康寧大學,9134,18645,6170,26817,57352,51581,19931,53654,20343,36463,12080,88,0,15447,63791,25373,8,578,81,312,10435,60317,124229
105,私立,一般大學,1125,中信?融管?學院,5414,13221,6614,15727,37147,41336,14736,40133,10722,41155,5068,11,0,50,66773,3607,3,0,0,97,600,1601,3910
105,私立,一般大學,1176,稻江科技暨管理學院,5902,16982,5824,14651,35868,40715,15584,47238,23489,38162,1021,70,2,10268,126537,4394,11,435,34,272,6050,18638,444321
105,私立,一般大學,1195,馬偕醫學院,444,2458,1012,1899,8287,2773,2555,12686,2059,10320,518,22,56,13464,5492,1225,5,50,40,122,2358,9225,271321
105,私立,一般大學,1196,法鼓文理學院,9042,6924,36782,2738,4795,10300,11658,12765,4872,42150,8583,71,41,13397,111038,15079,8,539,96,214,3898,13955,32426
105,私立,一般大學,1R02,基督教台灣浸會神學院,457,2100,22583,218,928,3375,2742,2237,1848,29208,3523,10,0,78,246,9869,7,214,77,180,3509,10238,4490
105,私立,一般大學,1R03,臺北基督學院,2098,2591,7944,1832,1850,8328,3942,9282,2374,21701,8394,9,0,8668,259331,5393,9,109,25,56,1181,2943,47118
105,私立,一般大學,1R04,一貫道天皇學院,2410,5686,11409,1667,3432,3400,3654,6485,1050,2839,72,3,1,5243,0,7703,2,152,6,134,173,530,372
105,私立,一般大學,1R05,台神學校財團法人台灣神學研究學院,533,2985,14378,473,1135,4625,3070,2319,2661,39145,6930,25,20,308,540,4932,6,128,119,56,0,0,0
105,私立,一般大學,1R06,一貫道崇德學院,100,1400,1552,0,0,0,0,0,0,10,493,0,5262,0,0,0,0,0,0,100,54,32,112
105,私立,技專校院,1018,朝陽科技大學,10937,25614,12419,41255,76918,91773,27103,79486,29155,108910,0,228,12,54544,701605,49529,22,648,121,1108,80792,381886,290416
105,私立,技專校院,1023,南臺科技大學,42665,13271,5110,31260,65253,53572,25100,58566,21635,76052,18248,145,0,25137,887629,26813,18,502,98,1699,41850,93283,83247
105,私立,技專校院,1024,崑山科技大學,22286,19142,7562,26975,62570,45834,22367,61147,22147,34139,46329,224,4,33110,2876306,18419,14,924,205,2000,21445,75966,199127
105,私立,技專校院,1025,嘉南藥理大學,36113,21948,7637,28759,70942,46402,23179,54049,19769,51418,3821,176,2,27091,137559,31767,13,1061,120,1460,70801,125600,504757
105,私立,技專校院,1026,樹德科技大學,16136,22962,9444,22171,53506,52285,24512,66526,27126,61377,20513,61,0,244,115636,19799,13,490,46,410,37919,102944,131381
105,私立,技專校院,1030,龍華科技大學,4668,18551,6590,43286,80549,43375,18721,61340,16207,62055,10553,210,0,43241,160203,8804,13,222,50,520,41930,66422,335530
105,私立,技專校院,1031,輔英科技大學,6963,14888,6944,20887,54859,32558,14788,51303,12174,35091,24726,102,0,38539,96414,7063,7,645,180,544,33596,106961,1160409
105,私立,技專校院,1032,明新科技大學,11201,11232,4226,28258,48869,38870,15601,51425,10422,72813,8447,119,0,52633,375949,27725,8,416,17,738,34281,90400,224552
105,私立,技專校院,1034,弘光科技大學,8985,19194,6058,23263,58222,45996,19707,64523,14506,35979,0,77,0,20221,11409,16091,17,534,151,412,76245,105283,396809
105,私立,技專校院,1036,健行科技大學,12510,7876,3833,36304,66261,27446,14671,27638,7611,63954,9954,203,0,55297,160205,34866,12,636,106,638,22422,81818,305023
105,私立,技專校院,1037,正修科技大學,14004,9170,3773,26541,76891,40778,13208,39654,16098,55469,10680,28,0,58875,47814,21695,11,569,70,1280,27372,66514,165849
105,私立,技專校院,1038,萬能科技大學,12618,14826,3083,33119,69381,27876,18484,44120,17136,61362,10773,128,36,67397,23567,15278,11,384,79,436,44612,59355,257267
105,私立,技專校院,1040,建國科技大學,18208,17376,7559,28606,73078,36040,22382,57838,24437,48006,0,104,5,26529,264320,17118,15,710,122,420,51474,152208,92510
105,私立,技專校院,1041,明志科技大學,9837,4932,1420,16447,30394,15809,8619,21765,7981,39175,20169,35,12,21932,529929,2776,7,126,20,407,9588,34560,72058
105,私立,技專校院,1042,高苑科技大學,5957,13280,5361,31994,69399,39710,18692,41709,20678,41840,24733,96,3,27874,55081,25825,12,472,0,806,23229,85816,77100
105,私立,技專校院,1043,大仁科技大學,9576,11335,5149,24472,60434,31011,16630,54258,18393,33571,0,159,7,13710,225654,12290,13,515,153,870,33475,83687,204795
105,私立,技專校院,1044,聖約翰科技大學,12265,14967,12035,46357,48188,29968,18935,35022,16876,36308,0,104,6,36945,41782,12437,14,330,104,569,8642,30808,68561
105,私立,技專校院,1045,嶺東科技大學,18049,18662,4997,27496,54639,61477,21874,65350,19724,46905,0,93,4,30784,388919,5630,14,728,180,907,55654,78518,216604
105,私立,技專校院,1046,中國科技大學,8629,14472,3523,35202,73738,49997,17731,52107,26480,39944,8471,44,0,64,6582,10082,9,357,59,959,34321,109075,157364
105,私立,技專校院,1047,中臺科技大學,10304,15199,7461,26459,64275,39683,15002,50656,21060,55109,0,120,0,42668,47295,15537,10,613,165,1250,32548,68592,600655
105,私立,技專校院,1051,台南應用科技大學,13872,14457,4724,13011,51545,51105,19926,53287,38656,73436,16267,87,11,1456,130596,28088,19,661,328,1374,70624,239667,479680
105,私立,技專校院,1052,遠東科技大學,11514,8537,3963,47719,62854,26318,12220,41512,15124,35075,1087,72,0,30414,402530,9794,8,905,139,879,99751,286250,187343
105,私立,技專校院,1053,元培醫事科技大學,6436,13918,6897,24644,53090,30342,14190,44081,12716,39778,18748,122,14,45686,336889,7450,8,322,7,542,18447,42501,340105
105,私立,技專校院,1054,景文科技大學,11388,11441,5393,29321,48915,55500,17134,46076,15340,65056,0,179,0,58237,91574,18241,2,462,86,450,48049,100504,306210
105,私立,技專校院,1055,中華醫事科技大學,4604,12795,5055,17857,53331,28218,12426,41933,10216,17630,17894,91,0,41957,261277,6462,3,336,134,358,15798,32570,717759
105,私立,技專校院,1056,東南科技大學,10501,13924,3634,28847,49231,28978,14946,36843,15389,30120,5690,123,0,16917,34076,8838,8,536,37,606,31113,37740,438591
105,私立,技專校院,1057,德明財經科技大學,19503,13429,3071,23322,41929,60309,19559,41433,13716,30346,35601,255,12,54703,116367,14775,12,843,342,652,27270,40267,225807
105,私立,技專校院,1060,南開科技大學,9908,11477,3227,19708,37651,27687,18022,41606,16807,22764,22333,133,2,36802,216558,12584,16,457,150,600,12264,44268,183685
105,私立,技專校院,1061,中華科技大學,7209,8411,3384,21121,40510,22026,11316,27343,7592,49584,7147,47,0,38916,106499,4246,10,688,77,814,10770,19483,64216
105,私立,技專校院,1062,僑光科技大學,16816,9124,2909,18219,35182,47253,14697,31430,9496,36439,14213,74,5,79999,120506,10208,12,706,144,676,71351,164182,215738
105,私立,技專校院,1063,育達科技大學,8479,15864,5630,22731,54135,70888,22515,63544,15221,43150,7538,75,0,42050,141095,17868,8,685,55,832,35785,69914,40398
105,私立,技專校院,1064,美和科技大學,16459,13315,4721,21454,58643,53419,17941,45690,16140,37674,0,71,0,454,23968,18154,4,488,142,600,21484,81135,1506529
105,私立,技專校院,1065,吳鳳科技大學,6406,12156,3636,31126,53060,35179,16156,45978,19550,36804,14004,117,0,40358,90485,9529,7,622,75,423,12848,62106,30993
105,私立,技專校院,1066,環球科技大學,10070,15846,4726,19339,50297,47881,20188,52105,30496,44250,0,69,0,28306,67636,11702,10,417,82,390,31388,93985,14073
105,私立,技專校院,1068,中州科技大學,6750,9719,3317,39054,70356,28229,10538,60029,52425,26659,9156,40,0,3821,47830,10973,8,682,120,580,10765,118037,35500
105,私立,技專校院,1069,修平科技大學,10636,12999,3749,23646,65154,31037,18159,43575,10217,35227,257,201,114,46531,56876,18539,17,657,134,710,14159,28468,45275
105,私立,技專校院,1070,長庚科技大學,3782,20222,2983,18573,66693,27516,12553,47047,11502,43606,0,55,0,25631,25930,30799,17,437,197,1018,8775,87746,1996167
105,私立,技專校院,1071,臺北城市科技大學,10230,9439,2174,26032,48410,22624,13541,39307,10509,19613,24766,72,0,18066,152392,7926,10,829,104,1124,8842,22518,39712
105,私立,技專校院,1072,大華科技大學,16275,7985,3715,29121,52927,39646,16950,31902,16286,25937,0,129,43,25432,366604,16585,10,73,0,1015,4219,30047,37138
105,私立,技專校院,1073,醒吾科技大學,8197,11948,4772,14392,33796,36599,20108,40055,11350,22266,8277,47,4,33220,107703,8409,9,332,92,1158,17777,55099,97764
105,私立,技專校院,1074,南榮科技大學,4403,6761,2675,24614,51238,19621,10098,30779,13296,25332,0,55,0,54,53443,3514,10,372,56,466,6529,37402,2405
105,私立,技專校院,1075,文藻外語大學,11102,10316,5772,8362,14870,26383,19298,48663,13428,157639,0,148,0,54370,404718,59294,23,543,380,901,57107,237239,672313
105,私立,技專校院,1076,華夏科技大學,5141,7420,2468,31092,51528,18480,9596,26468,13270,29381,6495,84,4,17302,120412,7557,10,466,114,333,8958,30290,94882
105,私立,技專校院,1077,慈濟科技大學,6563,18506,10527,18621,63074,43286,17722,46110,14901,41016,9874,145,0,21550,21694,29148,10,219,52,560,37119,90037,69734
105,私立,技專校院,1078,致理科技大學,11343,12990,4208,22979,41870,55602,17865,52712,12484,32445,8360,150,2,30527,111079,14449,11,1236,441,742,74193,155226,140065
105,私立,技專校院,1148,大漢技術學院,5621,7524,2938,17853,38284,35854,13127,23435,7299,14576,5266,78,0,7,7,5442,2,131,0,100,598,1736,152339
105,私立,技專校院,1159,和春技術學院,4385,12151,5290,23789,37496,31149,13581,56538,11308,16786,5591,90,5,20430,62543,10421,4,524,26,472,4740,12631,25236
