學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),學費收費基準,雜費收費基準,備註
108,公立,技專校院,0033,國立虎尾科技大學,08111034,農業科技系,學士班(日間),15712,10036,
108,公立,技專校院,0033,國立虎尾科技大學,10199030,休閒遊憩系,學士班(日間),15611,6386,
108,公立,一般大學,0035,國立臺南藝術大學,02151002,中國音樂學系,學士班(日間),15990,11000,"音樂類個別指導費:16,416元(含主副修)；「使用費」及「代辦費」項目，依各經管單位規定另外收取。"
108,公立,一般大學,0035,國立臺南藝術大學,02141020,材質創作與設計系,學士班(日間),15990,11000,「使用費」及「代辦費」項目，依各經管單位規定另外收取。
108,公立,一般大學,0035,國立臺南藝術大學,02191014,藝術史學系,學士班(日間),15990,11000,「使用費」及「代辦費」項目，依各經管單位規定另外收取。
108,公立,一般大學,0035,國立臺南藝術大學,02151001,音樂學系,學士班(日間),15990,11000,"音樂類個別指導費:16,416元(主修)；「使用費」及「代辦費」項目，依各經管單位規定另外收取。"
108,公立,一般大學,0035,國立臺南藝術大學,02151003,應用音樂學系,學士班(日間),15990,11000,"音樂類個別指導費:13,680元/每學分；「使用費」及「代辦費」項目，依各經管單位規定另外收取。"
108,公立,一般大學,0036,國立臺南大學,07112055,材料科學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,05411047,應用數學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,02111030,視覺藝術與設計學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,02311032,英語學系,學士班(日間),15440,6400,
108,公立,一般大學,0036,國立臺南大學,02322031,國語文學系,學士班(日間),15440,6400,
108,公立,一般大學,0036,國立臺南大學,02151027,音樂學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,04131041,經營與管理學系,學士班(日間),15440,7350,
108,公立,一般大學,0036,國立臺南大學,05212063,生態暨環境資源學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,06134024,數位學習科技學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,01113019,特殊教育學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,06131052,資訊工程學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,02152029,戲劇創作與應用學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,05121044,生物科技學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,03143037,文化與自然資源學系,學士班(日間),15440,6400,
108,公立,一般大學,0036,國立臺南大學,01141017,體育學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,01121018,幼兒教育學系,學士班(日間),15440,6400,
108,公立,一般大學,0036,國立臺南大學,01111001,教育學系,學士班(日間),15440,6400,
108,公立,一般大學,0036,國立臺南大學,04134040,行政管理學系,學士班(日間),15440,7350,
108,公立,一般大學,0036,國立臺南大學,07141049,電機工程學系,學士班(日間),15570,9760,
108,公立,一般大學,0036,國立臺南大學,03131036,諮商與輔導學系,學士班(日間),15440,6400,
108,公立,一般大學,0036,國立臺南大學,07132058,綠色能源科技學系,學士班(日間),15570,9760,
108,公立,一般大學,0037,國立臺北教育大學,02322018,語文與創作學系,學士班(日間),15980,6620,
108,公立,一般大學,0037,國立臺北教育大學,01141002,體育學系,學士班(日間),16140,10110,
108,公立,一般大學,0037,國立臺北教育大學,01131001,教育學系,學士班(日間),15980,6620,
108,公立,一般大學,0037,國立臺北教育大學,02122011,數位科技設計學系,學士班(日間),16140,10110,
108,公立,一般大學,0037,國立臺北教育大學,03131007,心理與諮商學系,學士班(日間),15980,6620,
108,公立,一般大學,0037,國立臺北教育大學,01114044,教育經營與管理學系,學士班(日間),15980,6620,
108,公立,一般大學,0037,國立臺北教育大學,03143005,社會與區域發展學系,學士班(日間),15980,6620,
108,公立,一般大學,0037,國立臺北教育大學,01121035,幼兒與家庭教育學系,學士班(日間),15980,6620,
108,公立,一般大學,0037,國立臺北教育大學,01131038,數學暨資訊教育學系,學士班(日間),16140,10110,
108,公立,一般大學,0037,國立臺北教育大學,02121014,藝術與造形設計學系,學士班(日間),16140,10110,
108,公立,一般大學,0037,國立臺北教育大學,02151031,音樂學系,學士班(日間),16140,10110,
108,公立,一般大學,0037,國立臺北教育大學,05399040,自然科學教育學系,學士班(日間),16140,10110,
108,公立,一般大學,0037,國立臺北教育大學,01113003,特殊教育學系,學士班(日間),16140,10110,
108,公立,一般大學,0037,國立臺北教育大學,02121028,文化創意產業經營學系,學士班(日間),15980,6620,
108,公立,一般大學,0037,國立臺北教育大學,02311023,兒童英語教育學系,學士班(日間),15980,6620,
108,公立,一般大學,0037,國立臺北教育大學,06131004,資訊科學系,學士班(日間),16140,10110,
108,公立,一般大學,0039,國立臺中教育大學,01131019,體育學系,學士班(日間),15270,9570,
108,公立,一般大學,0039,國立臺中教育大學,01113022,特殊教育學系,學士班(日間),15140,6270,
108,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,學士班(日間),15140,6270,
108,公立,一般大學,0039,國立臺中教育大學,01131011,數學教育學系,學士班(日間),15270,9570,
108,公立,一般大學,0039,國立臺中教育大學,03191037,區域與社會發展學系,學士班(日間),15140,6270,
108,公立,一般大學,0039,國立臺中教育大學,02321031,臺灣語文學系,學士班(日間),15140,6270,
108,公立,一般大學,0039,國立臺中教育大學,02131029,美術學系,學士班(日間),15270,9570,
108,公立,一般大學,0039,國立臺中教育大學,03131035,諮商與應用心理學系,學士班(日間),15140,6270,
108,公立,一般大學,0039,國立臺中教育大學,01131008,科學教育與應用學系,學士班(日間),15270,9570,
108,公立,一般大學,0039,國立臺中教育大學,06131042,資訊工程學系,學士班(日間),15270,9570,
108,公立,一般大學,0039,國立臺中教育大學,01111001,教育學系,學士班(日間),15140,6270,
108,公立,一般大學,0039,國立臺中教育大學,01121021,幼兒教育學系,學士班(日間),15140,6270,
108,公立,一般大學,0039,國立臺中教育大學,06133041,數位內容科技學系,學士班(日間),15270,9570,
108,公立,一般大學,0039,國立臺中教育大學,04131039,國際企業學系,學士班(日間),15200,8750,
108,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,學士班(日間),15140,6270,
108,公立,一般大學,0039,國立臺中教育大學,02122034,文化創意產業設計與營運學系,學士班(日間),15270,9570,
108,公立,一般大學,0039,國立臺中教育大學,02151030,音樂學系,學士班(日間),15270,9570,
108,公立,技專校院,0042,國立澎湖科技大學,02311001,應用外語系,學士班(日間),14199,6195,
108,公立,技專校院,0042,國立澎湖科技大學,04132002,行銷與物流管理系,學士班(日間),14199,6195,
108,公立,技專校院,0042,國立澎湖科技大學,06131004,資訊管理系,學士班(日間),14199,6195,
108,公立,技專校院,0042,國立澎湖科技大學,07141005,電機工程系,學士班(日間),14327,9164,
108,公立,技專校院,0042,國立澎湖科技大學,07141007,資訊工程系,學士班(日間),14327,9164,
108,公立,技專校院,0042,國立澎湖科技大學,07141009,電信工程系,學士班(日間),14327,9164,
108,公立,技專校院,0042,國立澎湖科技大學,07211011,食品科學系,學士班(日間),14327,9164,
108,公立,技專校院,0042,國立澎湖科技大學,08312012,水產養殖系,學士班(日間),14327,9164,
108,公立,技專校院,0042,國立澎湖科技大學,10131014,餐旅管理系,學士班(日間),14199,6195,
108,公立,技專校院,0042,國立澎湖科技大學,10151016,觀光休閒系,學士班(日間),14199,6195,
108,公立,技專校院,0042,國立澎湖科技大學,10152022,海洋遊憩系,學士班(日間),14199,6195,
108,公立,技專校院,0042,國立澎湖科技大學,10412025,航運管理系,學士班(日間),14199,6195,
108,公立,技專校院,0043,國立勤益科技大學,02299005,文化創意事業系,學士班(日間),16000,7100,
108,公立,技專校院,0043,國立勤益科技大學,02311001,應用英語系,學士班(日間),16000,7100,
108,公立,技專校院,0043,國立勤益科技大學,04131002,企業管理系,學士班(日間),16338,7128,
108,公立,技專校院,0043,國立勤益科技大學,04132003,流通管理系,學士班(日間),16338,7128,
108,公立,技專校院,0043,國立勤益科技大學,06131010,資訊管理系,學士班(日間),16338,7128,
108,公立,技專校院,0043,國立勤益科技大學,06131013,資訊工程系,學士班(日間),16485,10544,
108,公立,技專校院,0043,國立勤益科技大學,07111020,化工與材料工程系,學士班(日間),16485,10544,
108,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系,學士班(日間),16485,10544,
108,公立,技專校院,0043,國立勤益科技大學,07141011,電機工程系,學士班(日間),16485,10544,
108,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,學士班(日間),16485,10544,
108,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,學士班(日間),16485,10544,
108,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系,學士班(日間),16485,10544,
108,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系,學士班(日間),16485,10544,
108,公立,技專校院,0043,國立勤益科技大學,07191022,工業工程與管理系,學士班(日間),16485,10544,
108,公立,技專校院,0043,國立勤益科技大學,07312029,景觀系,學士班(日間),16485,10544,
108,公立,技專校院,0043,國立勤益科技大學,10151032,休閒產業管理系,學士班(日間),16338,7128,
108,公立,一般大學,0044,國立體育大學,10152016,體育學院體育推廣原住民專班,學士班(日間),14700,9170,
108,公立,一般大學,0044,國立體育大學,10152014,運動保健學系,學士班(日間),14700,9170,
108,公立,一般大學,0044,國立體育大學,10152016,體育推廣學系,學士班(日間),14700,9170,
108,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,學士班(日間),14700,9170,
108,公立,一般大學,0044,國立體育大學,10152017,適應體育學系,學士班(日間),14700,9170,
108,公立,一般大學,0044,國立體育大學,10141006,陸上運動技術學系,學士班(日間),14700,9170,
108,公立,一般大學,0044,國立體育大學,10141007,技擊運動技術學系,學士班(日間),14700,9170,
108,公立,一般大學,0044,國立體育大學,10141005,球類運動技術學系,學士班(日間),14700,9170,
108,公立,技專校院,0046,國立臺北護理健康大學,01141019,醫護教育暨數位學習系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,06131006,資訊管理系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,09131021,護理助產及婦女健康系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,09199015,高齡健康照護系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,09211013,長期照護系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,10142017,運動保健系,學士班(日間),15211,11029,
108,公立,技專校院,0046,國立臺北護理健康大學,10151018,休閒產業與健康促進系,學士班(日間),15211,11029,
108,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,02311003,應用日語系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,04199010,餐旅暨會展行銷管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10131005,中餐廚藝系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10131007,烘焙管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10131028,餐飲廚藝科,五專,13306 - 13306,9693 - 9693,"本校五專前三年學費8,430元、雜費6,951元；後二年學費13,306元、雜費9,693元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10151015,旅運管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10151015,旅運管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,技專校院,0047,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),16324,7815,"本校大學部僑生學雜費收費同本國生；外籍生學費31,253元、雜費14,708元；陸生學費32,942元、雜費15,502元。"
108,公立,一般大學,0048,國立金門大學,02322001,華語文學系,學士班(日間),15346,6696,
108,公立,一般大學,0048,國立金門大學,06131019,資訊工程學系,學士班(日間),15484,9906,
108,公立,一般大學,0048,國立金門大學,07311026,建築學系,學士班(日間),15484,9906,
108,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,學士班(日間),15346,6696,
108,公立,一般大學,0048,國立金門大學,02311002,應用英語學系,學士班(日間),15346,6696,
108,公立,一般大學,0048,國立金門大學,07191025,工業工程與管理學系,學士班(日間),15484,9906,
108,公立,一般大學,0048,國立金門大學,09131031,護理學系,學士班(日間),16320,10441,
108,公立,一般大學,0048,國立金門大學,07141017,電子工程學系,學士班(日間),15484,9906,
108,公立,一般大學,0048,國立金門大學,09191032,長期照護學系,學士班(日間),16320,10441,
108,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,學士班(日間),15346,6696,
108,公立,一般大學,0048,國立金門大學,04131009,企業管理學系,學士班(日間),15346,6696,
108,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,學士班(日間),15346,6696,
108,公立,一般大學,0048,國立金門大學,07313028,都市計畫與景觀學系,學士班(日間),15484,9906,
108,公立,一般大學,0048,國立金門大學,07321021,土木與工程管理學系,學士班(日間),15484,9906,
108,公立,一般大學,0048,國立金門大學,04212013,海洋與邊境管理學系,學士班(日間),15346,6696,
108,公立,一般大學,0048,國立金門大學,09231033,社會工作學系,學士班(日間),15346,6696,
108,公立,一般大學,0048,國立金門大學,07211029,食品科學系,學士班(日間),15484,9906,
108,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,學士班(日間),14130,8850,
108,公立,一般大學,0049,國立臺灣體育運動大學,04199010,運動事業管理學系,學士班(日間),14130,8850,
108,公立,一般大學,0049,國立臺灣體育運動大學,10141004,球類運動學系,學士班(日間),14130,8850,
108,公立,一般大學,0049,國立臺灣體育運動大學,10142006,運動健康科學學系,學士班(日間),14130,8850,
108,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,學士班(日間),14130,8850,
108,公立,一般大學,0049,國立臺灣體育運動大學,10141005,技擊運動學系,學士班(日間),14130,8850,
108,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,學士班(日間),14130,8850,
108,公立,一般大學,0049,國立臺灣體育運動大學,10152007,休閒運動學系,學士班(日間),14130,8850,
108,公立,一般大學,0049,國立臺灣體育運動大學,10152012,運動資訊與傳播學系,學士班(日間),14130,8850,
108,公立,技專校院,0050,國立臺中科技大學,02112005,多媒體設計系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,02123006,商業設計系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,02123006,商業設計系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,02123007,創意商品設計系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,02123007,創意商品設計菁英班,五專,7020 - 7020,5660 - 5660,"收費基準金額為前三年標準,後二年9890/6270"
108,公立,技專校院,0050,國立臺中科技大學,02124008,室內設計系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語科,五專,7020 - 7020,5660 - 5660,"收費基準金額為前三年標準,後二年9890/6270"
108,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語科,五專,7020 - 7020,5660 - 5660,"收費基準金額為前三年標準,後二年9890/6270"
108,公立,技專校院,0050,國立臺中科技大學,02322001,應用中文系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊科,五專,7020 - 7020,5660 - 5660,"收費基準金額為前三年標準,後二年9890/6270"
108,公立,技專校院,0050,國立臺中科技大學,04121021,財務金融系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04122028,財政稅務系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理科,五專,7020 - 7020,5660 - 5660,"收費基準金額為前三年標準,後二年9890/6270"
108,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理科,五專,7020 - 9890,5660 - 6270,"收費基準金額為前三年標準,後二年9890/6270"
108,公立,技專校院,0050,國立臺中科技大學,04132029,流通管理系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04132029,流通管理系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營科,五專,7020 - 7020,5660 - 5660,"收費基準金額為前三年標準,後二年9890/6270"
108,公立,技專校院,0050,國立臺中科技大學,04191009,商業經營系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,05421032,應用統計系,學士班(日間),14980,6540,
108,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理科,五專,7020 - 7020,5660 - 5660,"收費基準金額為前三年標準,後二年9890/6270"
108,公立,技專校院,0050,國立臺中科技大學,07141036,資訊工程系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,07141036,資訊工程科,五專,7020 - 7020,5660 - 5660,"收費基準金額為前三年標準,後二年9890/6270"
108,公立,技專校院,0050,國立臺中科技大學,09131037,護理系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,09131037,護理系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,09131037,護理科,五專,7012 - 7012,6605 - 6605,"收費基準金額為前三年標準,後二年9702/8104"
108,公立,技專校院,0050,國立臺中科技大學,09211038,老人服務事業管理系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,09211038,老人服務事業管理系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,10121040,美容系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,10121040,美容系,學士班(日間),17960,7700,
108,公立,技專校院,0050,國立臺中科技大學,10151039,休閒事業經營系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,02112007,數位多媒體設計系,學士班(日間),14980,10800,
108,公立,技專校院,0051,國立臺北商業大學,02112007,數位多媒體設計系,學士班(日間),14980,10800,
108,公立,技專校院,0051,國立臺北商業大學,02123019,商品創意經營系,學士班(日間),14980,10800,
108,公立,技專校院,0051,國立臺北商業大學,02123019,商品創意經營系,學士班(日間),14980,10800,
108,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語科,五專,7090 - 7090,5710 - 5710,四、五年級學費9970、雜費6330
108,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊科,五專,7090 - 7090,5710 - 5710,四、五年級學費9970、雜費6330
108,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融科,五專,7090 - 7090,5710 - 5710,四、五年級學費9970、雜費6330
108,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務科,五專,7090 - 7090,5710 - 5710,四、五年級學費9970、雜費6330
108,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理科,五專,7090 - 7090,5710 - 5710,四、五年級學費9970、雜費6330
108,公立,技專校院,0051,國立臺北商業大學,04141011,國際貿易科,五專,7090 - 7090,5710 - 5710,四、五年級學費9970、雜費6330
108,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,04199015,商業設計管理系,學士班(日間),14980,10800,
108,公立,技專校院,0051,國立臺北商業大學,04199015,商業設計管理系,學士班(日間),14980,10800,
108,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系,學士班(日間),14980,6540,
108,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理科,五專,7090 - 7090,5710 - 5710,
108,公立,一般大學,0052,國立屏東大學,01113017,特殊教育學系,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,02311030,應用英語學系,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,01121016,幼兒教育學系,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,05331053,應用物理系,學士班(日間),15570,9750,
108,公立,一般大學,0052,國立屏東大學,01111001,教育學系,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,01199023,科普傳播學系,學士班(日間),15570,9750,
108,公立,一般大學,0052,國立屏東大學,02299034,原住民族健康休閒與文化產業學士學位學程原住民專班,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,02299033,文化創意產業學系,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,02311029,英語學系,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,04131042,商業自動化與管理學系,學士班(日間),15870,6924,
108,公立,一般大學,0052,國立屏東大學,04132046,行銷與流通管理學系,學士班(日間),15870,6924,
108,公立,一般大學,0052,國立屏東大學,02111025,視覺藝術學系,學士班(日間),15570,9750,
108,公立,一般大學,0052,國立屏東大學,06131061,資訊科學系,學士班(日間),15970,9424,
108,公立,一般大學,0052,國立屏東大學,02151024,音樂學系,學士班(日間),15570,9750,
108,公立,一般大學,0052,國立屏東大學,04132046,行銷與流通管理產學攜手專班,學士班(日間),15870,6924,
108,公立,一般大學,0052,國立屏東大學,05311050,應用化學系,學士班(日間),15570,9750,
108,公立,一般大學,0052,國立屏東大學,02311031,應用日語學系,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,10151065,休閒事業經營學系,學士班(日間),15870,6924,
108,公立,一般大學,0052,國立屏東大學,02322027,中國語文學系,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,03141036,社會發展學系,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,04121045,財務金融學系,學士班(日間),15870,6924,
108,公立,一般大學,0052,國立屏東大學,07112063,先進薄膜製程學士學位學程,學士班(日間),15570,9750,
108,公立,一般大學,0052,國立屏東大學,10152014,體育學系,學士班(日間),15570,9750,
108,公立,一般大學,0052,國立屏東大學,06199059,電腦與智慧型機器人學士學位學程,學士班(日間),15970,9424,
