學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),學費收費基準,雜費收費基準,備註
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10121028,化妝品應用與管理系,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10121028,化妝品應用與管理系,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131021,旅館事業管理學士學位學程,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131021,旅館事業管理學士學位學程,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131022,餐飲管理系,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131022,餐飲管理系,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131022,餐飲管理科,五專,20145 - 26418,5860 - 6740,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131023,烘焙創意與經營管理學士學位學程,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10131023,烘焙創意與經營管理學士學位學程,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10151024,觀光事業系,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10151024,觀光事業系,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10152027,休閒事業系,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10152027,休閒事業系,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10199029,會議展覽服務業(專業人員)學士學位學程,學士班(日間),36240,7970,
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10199029,會議展覽服務業(專業人員)學位學程,學士班(日間),36240,7970,
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,07151027,智慧製造工程系,學士班(日間),37740,13477,
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,07161028,智慧車輛與能源系,學士班(日間),37740,13477,
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,10131023,餐飲管理系,學士班(日間),36075,8550,
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,10131023,餐飲管理科,五專,20145 - 26422,6470 - 7341,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02112004,數位設計系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02112033,新媒體傳播系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02122003,時尚造形設計系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02123005,商業設計系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02151032,流行音樂創作學士學位學程,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02152031,表演藝術系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02311002,應用英語系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02311002,應用英語科,五專,21556 - 28273,6282 - 7213,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04132019,行銷與流通管理系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04141015,國際商務系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04191008,時尚產業經營管理系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,04199011,企業管理系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,06134023,資訊科技應用系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10131025,餐旅管理系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10151026,觀光休閒系,學士班(日間),38779,8538,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10151026,觀光休閒科,五專,21556 - 28273,6282 - 7213,
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10151030,旅運管理系,學士班(日間),38779,8538,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,01131002,外語教學系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文科,五專,24462 - 30744,7707 - 9696,1~3年級學費24462元，雜費7707元；4年級同5年級收費標準?
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311009,法國語文系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311009,法國語文科,五專,24462 - 30774,7707 - 9696,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311010,德國語文系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311010,德國語文科,五專,24462 - 30774,7707 - 9696,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311011,西班牙語文系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311011,西班牙語文科,五專,24462 - 30774,7707 - 9696,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311012,日本語文系,學士班(日間),39956,12588,每一學分費1544元依選課學分數核算
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311012,日本語文系,學士班(日間),39956,12588,每一學分費1544元依選課學分數核算
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311012,日本語文科,五專,24462 - 30774,7707 - 9696,1~3年級學費24462元，雜費7707元；4年級同5年級收費標準
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02312013,翻譯系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02323004,應用華語文系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03122016,國際事務系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03191026,東南亞學系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03211018,傳播藝術系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,04131020,國際企業管理系,學士班(日間),39956,12588,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,06134024,數位內容應用與管理系,學士班(日間),39956,12588,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,02112002,數位媒體設計系,學士班(日間),38055,8370,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,02124003,室內設計系,學士班(日間),38055,8370,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,04131004,企業管理系,學士班(日間),38055,8370,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,06131009,資訊管理系,學士班(日間),38055,8370,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,06131009,資訊管理系,學士班(日間),38055,8370,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,06131009,資訊管理科,五專,21022 - 28111,6540 - 6945,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,06131012,資訊工程系,學士班(日間),39810,13580,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07141010,電機工程系,學士班(日間),39810,13580,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07141010,電機工程系,學士班(日間),39810,13580,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07141010,電機工程科,五專,21022 - 28768,9560 - 10745,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07151013,機械工程系,學士班(日間),39810,13580,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07151013,機械工程科,五專,21022 - 28768,9560 - 10745,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07161021,智慧車輛系,學士班(日間),39810,13580,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07311017,建築系,學士班(日間),38055,8370,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,07311017,建築科,五專,21022 - 28111,6540 - 6945,
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,10121019,化妝品應用系,學士班(日間),38055,8370,
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,04132003,行銷與流通管理系,學士班(日間),36680,8080,
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,04133012,醫務暨健康管理系,學士班(日間),36680,8080,
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,06131005,資訊科技與管理系,學士班(日間),36680,8080,
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09131007,護理系,學士班(日間),36680,8080,
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09131007,護理系,學士班(日間),36680,8080,
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09131007,護理科,五專,18890 - 24520,7780 - 9210,"1-3年級學費18890,雜費7780,4-5年級學費24520,雜費9210"
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09141010,醫學影像暨放射科學系,學士班(日間),36680,8080,
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09211011,二年制日間部長期照護科菲律賓籍專班,二專(日間),24520,9210,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,02112012,多媒體設計系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,02311010,應用英語系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,02311010,應用英語科,五專,20750 - 27215,6646 - 7544,五專前三年，學費收費基準為20750，雜費收費基準為6646，五專後二年，學費收費基準為27215，雜費收費基準為7544
110,私立,技專校院,1078,致理學校財團法人致理科技大學,02311011,應用日語系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04111013,會計資訊系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04111013,會計資訊科,五專,20750 - 27215,6646 - 7544,五專前三年，學費收費基準為20750，雜費收費基準為6646，五專後二年，學費收費基準為27215，雜費收費基準為7544
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04121016,財務金融系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04121016,財務金融系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04121016,財務金融科,五專,20750 - 27215,6646 - 7544,五專前三年，學費收費基準為20750，雜費收費基準為6646，五專後二年，學費收費基準為27215，雜費收費基準為7544
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04131014,企業管理系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04131014,企業管理科,五專,20750 - 27215,6646 - 7544,五專前三年，學費收費基準為20750，雜費收費基準為6646，五專後二年，學費收費基準為27215，雜費收費基準為7544
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04132019,行銷與流通管理系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04132019,行銷與流通管理系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04141015,國際貿易系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04141015,國際貿易科,五專,20750 - 27215,6646 - 7544,五專前三年，學費收費基準為20750，雜費收費基準為6646，五專後二年，學費收費基準為27215，雜費收費基準為7544
110,私立,技專校院,1078,致理學校財團法人致理科技大學,04199020,商務科技管理系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,06131021,資訊管理系,學士班(日間),37330,8580,
110,私立,技專校院,1078,致理學校財團法人致理科技大學,10151018,休閒遊憩管理系,學士班(日間),37330,8580,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,02311003,應用外語學系,學士班(日間),35363,10110,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,03211009,資訊傳播學系,學士班(日間),35261,10730,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,04131011,企業管理學系,學士班(日間),35261,10730,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,06131064,健康數位科技學系,學士班(日間),37434,15800,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,09131043,健康照護管理學系,學士班(日間),35261,10730,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,09212062,長期照護學系,學士班(日間),37434,15800,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,09221048,嬰幼兒保育學系,學士班(日間),35363,10110,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,10152055,休閒管理學系,學士班(日間),35261,10730,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,02111001,數位影視動畫科,五專,20075~26340,5853~6680,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,02311003,應用外語科,五專,20125~26418,5770~6630,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,04131011,企業管理科,五專,20075~26340,5853~6680,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,06131032,資訊管理科,五專,20075~26340,5853~6680,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,09131042,護理科,五專,20349~27418,8000~9700,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,09141045,視光科,五專,20349~27418,8000~9700,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,09221048,嬰幼兒保育科,五專,20135~27285,7350~7920,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,02123004,創意產品設計系,學士班(日間),39810,14480,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,02124005,室內設計系,學士班(日間),39810,14480,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,02311001,應用外語科,五專,0 - 27740,7065 - 7980,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,02311002,應用英語系,學士班(日間),38055,9270,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,02311002,應用英語系,學士班(日間),38055,9270,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,04131006,企業管理系,學士班(日間),38055,9270,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,04199025,會展活動管理系,學士班(日間),38055,9270,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,06131014,資訊工程系,學士班(日間),39810,14480,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,06131014,資訊工程科,五專,0 - 29324,10645 - 11850,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,06199015,電腦與通訊工程系,學士班(日間),39810,14480,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,07151016,機械工程系,學士班(日間),39810,14480,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,07151016,機械工程科,五專,0 - 29324,10645 - 11850,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,07311026,建築科,五專,0 - 29324,10645 - 11850,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,07321017,土木工程系,學士班(日間),39810,14480,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,07321017,土木工程科,五專,0 - 29324,10645 - 11850,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,08121027,園藝系,學士班(日間),38055,9270,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10131020,餐旅管理系,學士班(日間),38055,9270,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10131020,餐旅管理科,五專,0 - 27740,7065 - 7980,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10131021,餐飲廚藝系,學士班(日間),38055,9270,
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10151022,休閒事業管理系,學士班(日間),38055,9270,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,02111003,影視藝術系,學士班(日間),39810,14090,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,02111003,影視藝術科,五專,21511 - 28743,7920 - 8820,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,02122014,流行商品設計系,學士班(日間),39810,14090,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,02124017,室內設計系,學士班(日間),39810,14090,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,02124017,室內設計科,五專,21511 - 28743,7920 - 8820,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,02141002,美術工藝系,學士班(日間),39810,14090,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,02141002,美術工藝系美術專長,學士班(日間),39810,14090,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,02141002,美術工藝系美術專長(七年一貫學制),五專,21511 - 21511,7920 - 7920,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,02141002,美術工藝科,五專,21511 - 28743,7920 - 8820,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,02152006,表演藝術學位學程,學士班(日間),39810,14090,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,04143020,設計行銷系,學士班(日間),38050,8880,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,06132008,遊戲與動畫設計系,學士班(日間),39810,14090,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,06132008,遊戲與動畫設計科,五專,21511 - 28743,7920 - 8820,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,10131025,餐飲管理系,學士班(日間),38050,8880,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,10131025,餐飲管理科,五專,21154 - 27744,6660 - 7580,
110,私立,技專校院,1081,東方學校財團法人東方設計大學,10151028,觀光與休閒事業管理系,學士班(日間),38050,8880,
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02111009,數位媒體設計系,學士班(日間),38055,9479,
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02122007,時尚造型設計系,學士班(日間),38055,9479,
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02131001,攝影學士學位學程,學士班(日間),38055,9479,
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02152002,演藝事業系,學士班(日間),38055,9479,
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,02152004,表演藝術系,學士班(日間),38055,9479,
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,03211013,影視傳播系,學士班(日間),38055,9479,
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10151032,觀光旅遊管理系,學士班(日間),38055,9479,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02112004,視覺傳達設計系,學士班(日間),38050,9670,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02112004,視覺傳達設計科,五專,21022 - 27738,7240 - 7380,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02122002,時尚造型設計管理系,學士班(日間),38050,9640,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02122003,電競數位遊戲與動畫設計系,學士班(日間),40320,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02122003,電競數位遊戲與動畫設計系,學士班(日間),40320,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02122003,電競數位遊戲與動畫設計科,五專,21022 - 10160,29325 - 11250,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02152034,演藝時尚事業管理系,學士班(日間),38050,9670,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,07163012,輪機工程系,學士班(日間),40320,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,07163012,輪機工程系,學士班(日間),40320,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,07163012,輪機工程科,二專(日間),29325,11250,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,07211030,食品健康科技系,學士班(日間),40320,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,09211016,健康促進與銀髮保健系,學士班(日間),38050,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,09231017,健康照顧社會工作系,學士班(日間),38050,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10131019,餐飲管理系,學士班(日間),38050,9670,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10131019,餐飲管理科,五專,21022 - 27738,7240 - 7380,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10151022,海洋休閒觀光管理系,學士班(日間),38050,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10151022,海洋休閒觀光管理系,學士班(日間),38050,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10151035,觀光旅遊事業管理系,學士班(日間),38050,9670,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10151035,觀光旅遊事業管理科,五專,21022 - 27738,7240 - 73380,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10152024,海洋運動休閒系,學士班(日間),38050,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10152024,海洋運動休閒科,五專,21022 - 27738,7240 - 11250,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10412028,海空物流與行銷管理系,學士班(日間),38050,9670,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10412028,海空物流與行銷管理系,學士班(日間),38050,9670,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10412028,海空物流與行銷管理科,五專,21022 - 27738,7240 - 7380,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10414029,航海系,學士班(日間),40320,14680,
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10414029,航海科,二專(日間),29325,11250,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,02123001,工商業設計系,學士班(日間),37170,12935,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,04132003,行銷與流通管理系,學士班(日間),35532,7980,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,04133005,醫務管理系,學士班(日間),35532,7980,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,04199006,工業管理系,學士班(日間),37170,12935,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,06131008,資訊管理系,學士班(日間),35532,7980,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,07141009,電機工程系,學士班(日間),37170,12935,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,07141010,電子工程系,學士班(日間),37170,12935,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,07141012,通訊工程系,學士班(日間),37170,12935,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,07151014,機械工程系,學士班(日間),37170,12935,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,07192019,材料與纖維系,學士班(日間),37170,12935,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,09131021,護理系,學士班(日間),37170,15540,
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,09131021,護理系,學士班(日間),37170,15540,
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04121014,財務金融學系,學士班(日間),35148,7748,
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04131012,企業管理學系,學士班(日間),35148,7748,
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04199032,金融管理學院學士班,學士班(日間),35148,7748,
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04212022,財經法律學系,學士班(日間),35148,7748,
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,06131033,人工智慧學系,學士班(日間),35148,7748,
110,私立,技專校院,1148,大漢技術學院,07151017,機械工程系,學士班(日間),37913,12936,
110,私立,技專校院,1148,大漢技術學院,10152028,休閒遊憩與觀光餐旅管理系,學士班(日間),36242,7980,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,02124005,室內設計系,學士班(日間),38443,13113,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,02124005,室內設計科,五專,22935 - 29058,7823 - 9911,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,04131006,企業管理系,學士班(日間),36749,8090,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,06131011,資訊工程系,學士班(日間),38443,13113,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,07121030,環境科技與管理系,學士班(日間),38443,13113,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,07151012,機械工程系,學士班(日間),38443,13113,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,07161013,車輛工程科,五專,22935 - 29058,7823 - 9911,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,09221024,幼兒保育系,學士班(日間),38589,8497,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,10131025,餐旅管理系,學士班(日間),38589,8497,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,10131026,餐飲廚藝管理系,學士班(日間),38589,8497,
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,10152032,休閒事業管理系,學士班(日間),38589,8497,
110,私立,技專校院,1183,黎明技術學院,02111027,影視傳播系,學士班(日間),37913,12930,
110,私立,技專校院,1183,黎明技術學院,02125007,時尚經營管理系,學士班(日間),38049,8377,
110,私立,技專校院,1183,黎明技術學院,02125030,服飾設計系,學士班(日間),38933,11510,
110,私立,技專校院,1183,黎明技術學院,02152001,表演藝術系,學士班(日間),37913,12930,
110,私立,技專校院,1183,黎明技術學院,02152028,戲劇系,學士班(日間),37913,12930,
110,私立,技專校院,1183,黎明技術學院,06132010,數位多媒體系,學士班(日間),37913,12930,
110,私立,技專校院,1183,黎明技術學院,06132010,數位多媒體科,五專,20410 - 27927,9280 - 10420,
110,私立,技專校院,1183,黎明技術學院,07141011,電機工程系,學士班(日間),37913,12930,
110,私立,技專校院,1183,黎明技術學院,07141011,電機工程科,五專,20410 - 27927,9280 - 10420,
110,私立,技專校院,1183,黎明技術學院,07151015,機械工程系,學士班(日間),37913,12930,
110,私立,技專校院,1183,黎明技術學院,07161026,車輛工程系,學士班(日間),37913,12930,
110,私立,技專校院,1183,黎明技術學院,10121024,化妝品應用系,學士班(日間),38933,11510,
110,私立,技專校院,1183,黎明技術學院,10131021,餐飲管理系,學士班(日間),38049,8377,
110,私立,技專校院,1183,黎明技術學院,10151022,觀光休閒系,學士班(日間),38049,8377,
110,私立,技專校院,1185,經國管理暨健康學院,07211007,食品保健系,學士班(日間),37913,12510,
110,私立,技專校院,1185,經國管理暨健康學院,09111021,口腔衛生照護系,學士班(日間),37913,15510,
110,私立,技專校院,1185,經國管理暨健康學院,09131009,護理系,學士班(日間),37913,12510,
110,私立,技專校院,1185,經國管理暨健康學院,09131009,護理系,學士班(日間),37913,12510,
110,私立,技專校院,1185,經國管理暨健康學院,09131009,護理科,五專,20328 - 27336,8650 - 10380,
110,私立,技專校院,1185,經國管理暨健康學院,09211022,高齡照顧福祉系,學士班(日間),37913,12510,
110,私立,技專校院,1185,經國管理暨健康學院,09221011,幼兒保育系,學士班(日間),37913,12510,
110,私立,技專校院,1185,經國管理暨健康學院,09221011,幼兒保育科,五專,20328 - 27336,8650 - 10380,
110,私立,技專校院,1185,經國管理暨健康學院,10121016,美容流行設計系,學士班(日間),37913,12510,
110,私立,技專校院,1185,經國管理暨健康學院,10121016,美容流行設計科,五專,20328 - 26644,8650 - 8650,
