,學年度,設立別 ,學校類別,學校代碼,學校名稱,日間學制學生數,日間專任教師（含助教）,生師比（日間學制學生數/日間學制專任教師(含助教)）
,104,私立,技專校院,1284,樹人醫護管理專科學校,6543,209,31.31
,104,私立,技專校院,1285,慈惠醫護管理專科學校,6022,171,35.22
,104,私立,技專校院,1286,耕莘健康管理專科學校,4979,162,30.73
,104,私立,技專校院,1287,敏惠醫護管理專科學校,3819,121,31.56
,104,私立,技專校院,1288,高美醫護管理專科學校,619,38,16.29
,104,私立,技專校院,1289,育英醫護管理專科學校,2009,77,26.09
,104,私立,技專校院,1290,崇仁醫護管理專科學校,3387,119,28.46
,104,私立,技專校院,1291,聖母醫護管理專科學校,3597,116,31.01
,104,私立,技專校院,1292,新生醫護管理專科學校,5913,195,30.32
,105,公立,一般大學,1,國立政治大學,14654,727,20.16
,105,公立,一般大學,2,國立清華大學,12042,652,18.47
,105,公立,一般大學,3,國立臺灣大學,30466,2056,14.82
,105,公立,一般大學,4,國立臺灣師範大學,13320,818,16.28
,105,公立,一般大學,5,國立成功大學,19840,1342,14.78
,105,公立,一般大學,6,國立中興大學,12439,771,16.13
,105,公立,一般大學,7,國立交通大學,12620,729,17.31
,105,公立,一般大學,8,國立中央大學,10618,655,16.21
,105,公立,一般大學,9,國立中山大學,8501,515,16.51
,105,公立,一般大學,12,國立臺灣海洋大學,7391,414,17.85
,105,公立,一般大學,13,國立中正大學,10038,536,18.73
,105,公立,一般大學,14,國立高雄師範大學,5355,293,18.28
,105,公立,一般大學,15,國立彰化師範大學,6894,371,18.58
,105,公立,一般大學,16,國立陽明大學,4199,404,10.39
,105,公立,一般大學,17,國立臺北大學,7394,369,20.04
,105,公立,一般大學,18,國立嘉義大學,9473,518,18.29
,105,公立,一般大學,19,國立高雄大學,4904,235,20.87
,105,公立,一般大學,20,國立東華大學,9628,492,19.57
,105,公立,一般大學,21,國立暨南國際大學,5906,263,22.46
,105,公立,一般大學,28,國立臺北藝術大學,2938,163,18.02
,105,公立,一般大學,29,國立臺灣藝術大學,3282,160,20.51
,105,公立,一般大學,30,國立臺東大學,3892,186,20.92
,105,公立,一般大學,31,國立宜蘭大學,4891,233,20.99
,105,公立,一般大學,32,國立聯合大學,6552,292,22.44
,105,公立,一般大學,35,國立臺南藝術大學,1486,106,14.02
,105,公立,一般大學,36,國立臺南大學,5062,242,20.92
,105,公立,一般大學,37,國立臺北教育大學,4643,224,20.73
,105,公立,一般大學,38,國立新竹教育大學,3516,170,20.68
,105,公立,一般大學,39,國立臺中教育大學,4296,198,21.7
,105,公立,一般大學,44,國立體育大學,2135,92,23.21
,105,公立,一般大學,48,國立金門大學,3617,145,24.94
,105,公立,一般大學,49,國立臺灣體育運動大學,2677,103,25.99
,105,公立,一般大學,52,國立屏東大學,7711,340,22.68
,105,公立,一般大學,3002,臺北市立大學,6684,329,20.32
,105,公立,技專校院,22,國立臺灣科技大學,9947,432,23.03
,105,公立,技專校院,23,國立雲林科技大學,8985,358,25.1
,105,公立,技專校院,24,國立屏東科技大學,9310,382,24.37
,105,公立,技專校院,25,國立臺北科技大學,9418,426,22.11
,105,公立,技專校院,26,國立高雄第一科技大學,7014,255,27.51
,105,公立,技專校院,27,國立高雄應用科技大學,9110,331,27.52
,105,公立,技專校院,33,國立虎尾科技大學,8373,314,26.67
,105,公立,技專校院,34,國立高雄海洋科技大學,5765,230,25.07
,105,公立,技專校院,42,國立澎湖科技大學,2647,123,21.52
,105,公立,技專校院,43,國立勤益科技大學,7385,281,26.28
,105,公立,技專校院,46,國立臺北護理健康大學,3929,165,23.81
,105,公立,技專校院,47,國立高雄餐旅大學,3714,146,25.44
,105,公立,技專校院,50,國立臺中科技大學,10878,365,29.8
,105,公立,技專校院,51,國立臺北商業大學,5172,199,25.99
,105,公立,技專校院,144,國立臺灣戲曲學院,548,27,20.3
,105,公立,技專校院,221,國立臺南護理專科學校,1871,83,22.54
,105,公立,技專校院,222,國立臺東專科學校,1162,60,19.37
,105,私立,一般大學,1001,東海大學,15356,541,28.38
,105,私立,一般大學,1002,輔仁大學,20957,708,29.6
,105,私立,一般大學,1003,東吳大學,13604,440,30.92
,105,私立,一般大學,1004,中原大學,15533,504,30.82
,105,私立,一般大學,1005,淡江大學,23427,796,29.43
,105,私立,一般大學,1006,中國文化大學,23481,717,32.75
,105,私立,一般大學,1007,逢甲大學,19141,657,29.13
,105,私立,一般大學,1008,靜宜大學,12017,374,32.13
,105,私立,一般大學,1009,長庚大學,7186,618,11.63
,105,私立,一般大學,1010,元智大學,8599,318,27.04
,105,私立,一般大學,1011,中華大學,7050,278,25.36
,105,私立,一般大學,1012,大葉大學,9878,338,29.22
,105,私立,一般大學,1013,華梵大學,2550,119,21.43
,105,私立,一般大學,1014,義守大學,13759,499,27.57
,105,私立,一般大學,1015,世新大學,10711,319,33.58
,105,私立,一般大學,1016,銘傳大學,18525,590,31.4
,105,私立,一般大學,1017,實踐大學,12809,409,31.32
,105,私立,一般大學,1019,高雄醫學大學,6605,563,11.73
,105,私立,一般大學,1020,南華大學,4918,224,21.96
,105,私立,一般大學,1021,真理大學,7352,294,25.01
,105,私立,一般大學,1022,大同大學,4299,176,24.43
,105,私立,一般大學,1027,慈濟大學,3432,257,13.35
,105,私立,一般大學,1028,臺北醫學大學,5712,577,9.9
,105,私立,一般大學,1029,中山醫學大學,7065,417,16.94
,105,私立,一般大學,1033,長榮大學,9603,343,28
,105,私立,一般大學,1035,中國醫藥大學,7263,508,14.3
,105,私立,一般大學,1039,玄奘大學,4187,158,26.5
,105,私立,一般大學,1048,亞洲大學,10613,395,26.87
,105,私立,一般大學,1049,開南大學,6760,269,25.13
,105,私立,一般大學,1050,佛光大學,3767,175,21.53
,105,私立,一般大學,1058,明道大學,3668,145,25.3
,105,私立,一般大學,1067,台灣首府大學,2724,123,22.15
,105,私立,一般大學,1079,康寧大學,4268,169,25.25
,105,私立,一般大學,1125,中信金融管理學院,329,26,12.65
,105,私立,一般大學,1176,稻江科技暨管理學院,1419,63,22.52
,105,私立,一般大學,1195,馬偕醫學院,642,107,6
,105,私立,一般大學,1196,法鼓文理學院,238,21,11.33
,105,私立,技專校院,1018,朝陽科技大學,12485,397,31.45
,105,私立,技專校院,1023,南臺科技大學,14305,560,25.54
,105,私立,技專校院,1024,崑山科技大學,8855,366,24.19
,105,私立,技專校院,1025,嘉南藥理大學,13086,473,27.67
,105,私立,技專校院,1026,樹德科技大學,8594,278,30.91
,105,私立,技專校院,1030,龍華科技大學,7015,241,29.11
,105,私立,技專校院,1031,輔英科技大學,8208,263,31.21
,105,私立,技專校院,1032,明新科技大學,8846,364,24.3
,105,私立,技專校院,1034,弘光科技大學,8651,263,32.89
,105,私立,技專校院,1036,健行科技大學,7723,316,24.44
,105,私立,技專校院,1037,正修科技大學,10147,429,23.65
,105,私立,技專校院,1038,萬能科技大學,6641,240,27.67
,105,私立,技專校院,1040,建國科技大學,6705,272,24.65
,105,私立,技專校院,1041,明志科技大學,4043,188,21.51
,105,私立,技專校院,1042,高苑科技大學,4991,247,20.21
,105,私立,技專校院,1043,大仁科技大學,5147,253,20.34
,105,私立,技專校院,1044,聖約翰科技大學,4393,191,23
,105,私立,技專校院,1045,嶺東科技大學,7703,262,29.4
,105,私立,技專校院,1046,中國科技大學,9517,302,31.51
,105,私立,技專校院,1047,中臺科技大學,6310,254,24.84
,105,私立,技專校院,1051,台南應用科技大學,10065,328,30.69
,105,私立,技專校院,1052,遠東科技大學,6641,225,29.52
,105,私立,技專校院,1053,元培醫事科技大學,5417,214,25.31
,105,私立,技專校院,1054,景文科技大學,5618,222,25.31
,105,私立,技專校院,1055,中華醫事科技大學,7738,244,31.71
,105,私立,技專校院,1056,東南科技大學,6210,221,28.1
,105,私立,技專校院,1057,德明財經科技大學,7543,236,31.96
,105,私立,技專校院,1060,南開科技大學,4706,197,23.89
,105,私立,技專校院,1061,中華科技大學,6075,244,24.9
,105,私立,技專校院,1062,僑光科技大學,6496,218,29.8
,105,私立,技專校院,1063,育達科技大學,3243,129,25.14
,105,私立,技專校院,1064,美和科技大學,5857,192,30.51
,105,私立,技專校院,1065,吳鳳科技大學,4047,156,25.94
,105,私立,技專校院,1066,環球科技大學,4080,168,24.29
,105,私立,技專校院,1068,中州科技大學,2457,126,19.5
,105,私立,技專校院,1069,修平科技大學,5171,216,23.94
,105,私立,技專校院,1070,長庚科技大學,5253,260,20.2
,105,私立,技專校院,1071,臺北城市科技大學,9008,243,37.07
,105,私立,技專校院,1072,大華科技大學,2035,115,17.7
,105,私立,技專校院,1073,醒吾科技大學,7081,237,29.88
,105,私立,技專校院,1074,南榮科技大學,1727,108,15.99
,105,私立,技專校院,1075,文藻外語大學,7422,265,28.01
,105,私立,技專校院,1076,華夏科技大學,3630,160,22.69
,105,私立,技專校院,1077,慈濟科技大學,2801,150,18.67
,105,私立,技專校院,1078,致理科技大學,8407,264,31.84
,105,私立,技專校院,1148,大漢技術學院,581,41,14.17
,105,私立,技專校院,1159,和春技術學院,1548,103,15.03
,105,私立,技專校院,1166,亞東技術學院,4602,168,27.39
,105,私立,技專校院,1168,南亞技術學院,3337,156,21.39
,105,私立,技專校院,1179,德霖技術學院,4826,199,24.25
,105,私立,技專校院,1182,蘭陽技術學院,1462,85,17.2
,105,私立,技專校院,1183,黎明技術學院,3769,146,25.82
,105,私立,技專校院,1184,東方設計學院,3405,153,22.25
,105,私立,技專校院,1185,經國管理暨健康學院,3626,133,27.26
,105,私立,技專校院,1187,崇右技術學院,2912,103,28.27
,105,私立,技專校院,1188,大同技術學院,1770,64,27.66
,105,私立,技專校院,1189,亞太創意技術學院,855,66,12.95
,105,私立,技專校院,1192,臺灣觀光學院,1068,45,23.73
,105,私立,技專校院,1197,台北海洋技術學院,5572,172,32.4
,105,私立,技專校院,1282,馬偕醫護管理專科學校,4050,136,29.78
,105,私立,技專校院,1283,仁德醫護管理專科學校,6196,201,30.83
,105,私立,技專校院,1284,樹人醫護管理專科學校,6613,202,32.74
,105,私立,技專校院,1285,慈惠醫護管理專科學校,5863,127,46.17
,105,私立,技專校院,1286,耕莘健康管理專科學校,5176,161,32.15
,105,私立,技專校院,1287,敏惠醫護管理專科學校,3897,122,31.94
,105,私立,技專校院,1288,高美醫護管理專科學校,563,30,18.77
,105,私立,技專校院,1289,育英醫護管理專科學校,1962,69,28.43
,105,私立,技專校院,1290,崇仁醫護管理專科學校,3478,117,29.73
,105,私立,技專校院,1291,聖母醫護管理專科學校,3525,96,36.72
,105,私立,技專校院,1292,新生醫護管理專科學校,5928,184,32.22
