,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,教師總數,男,女,男,女,男,女,男,女,男,女,男,女,總計 ,男,女
,101,私立,一般大學,1004,中原大學,會計學系,17,7,10,2,0,2,3,3,5,0,2,0,0,15,7,8
,101,私立,一般大學,1004,中原大學,企業管理學系,27,17,10,9,0,1,2,7,7,0,1,0,0,26,17,9
,101,私立,一般大學,1004,中原大學,國際經營與貿易學系,18,9,9,3,2,1,4,4,3,1,0,0,0,17,8,9
,101,私立,一般大學,1004,中原大學,財務金融學系,10,8,2,1,0,4,0,3,2,0,0,0,0,10,8,2
,101,私立,一般大學,1004,中原大學,財經法律學系,14,8,6,2,0,6,3,0,3,0,0,0,0,14,8,6
,101,私立,一般大學,1004,中原大學,生物科技學系,10,5,5,2,0,1,1,2,4,0,0,0,0,10,5,5
,101,私立,一般大學,1004,中原大學,化學系,21,15,6,7,3,3,1,5,1,0,1,0,0,20,15,5
,101,私立,一般大學,1004,中原大學,物理學系,25,23,2,9,0,7,2,7,0,0,0,0,0,25,23,2
,101,私立,一般大學,1004,中原大學,應用數學系,22,19,3,6,3,9,0,3,0,1,0,0,0,21,18,3
,101,私立,一般大學,1004,中原大學,資訊管理學系,17,14,3,4,0,6,1,3,2,1,0,0,0,16,13,3
,101,私立,一般大學,1004,中原大學,電機工程學系,17,17,0,7,0,5,0,4,0,1,0,0,0,16,16,0
,101,私立,一般大學,1004,中原大學,電子工程學系,24,23,1,8,1,4,0,11,0,0,0,0,0,24,23,1
,101,私立,一般大學,1004,中原大學,資訊工程學系,19,17,2,4,0,4,1,7,0,2,1,0,0,16,15,1
,101,私立,一般大學,1004,中原大學,機械工程學系,20,20,0,9,0,6,0,5,0,0,0,0,0,20,20,0
,101,私立,一般大學,1004,中原大學,土木工程學系,18,15,3,5,0,7,2,3,1,0,0,0,0,18,15,3
,101,私立,一般大學,1004,中原大學,生物環境工程學系,9,5,4,1,1,2,0,2,3,0,0,0,0,9,5,4
,101,私立,一般大學,1004,中原大學,化學工程學系,21,19,2,8,0,6,0,5,0,0,2,0,0,19,19,0
,101,私立,一般大學,1004,中原大學,工業與系統工程學系,22,19,3,5,2,5,0,9,0,0,1,0,0,21,19,2
,101,私立,一般大學,1004,中原大學,生物醫學工程學系,17,14,3,6,1,4,1,4,1,0,0,0,0,17,14,3
,101,私立,一般大學,1004,中原大學,建築學系,12,9,3,1,0,4,1,3,2,1,0,0,0,11,8,3
,101,私立,一般大學,1004,中原大學,景觀學系,9,7,2,2,0,3,1,1,0,0,0,1,1,7,6,1
,101,私立,一般大學,1004,中原大學,通識及共同科目,38,24,14,1,1,12,6,8,3,3,3,0,1,31,21,10
,101,私立,一般大學,1004,中原大學,軍訓教官,14,10,4,0,0,0,0,0,0,0,0,10,4,0,0,0
,101,私立,一般大學,1004,中原大學,師資培育中心,5,1,4,0,0,0,3,1,1,0,0,0,0,5,1,4
,101,私立,一般大學,1005,淡江大學,課程與教學研究所,7,3,4,1,1,1,2,1,1,0,0,0,0,7,3,4
,101,私立,一般大學,1005,淡江大學,教育心理與諮商研究所,5,1,4,0,1,1,1,0,2,0,0,0,0,5,1,4
,101,私立,一般大學,1005,淡江大學,教育政策與領導研究所,8,3,5,3,3,0,0,0,2,0,0,0,0,8,3,5
,101,私立,一般大學,1005,淡江大學,教育科技學系,11,5,6,1,3,3,1,1,2,0,0,0,0,11,5,6
,101,私立,一般大學,1005,淡江大學,中國文學學系,27,20,7,11,1,4,3,4,3,0,0,1,0,26,19,7
,101,私立,一般大學,1005,淡江大學,英文學系,39,16,23,2,0,6,8,5,14,3,1,0,0,35,13,22
,101,私立,一般大學,1005,淡江大學,法國語文學系,20,9,11,3,4,6,4,0,2,0,0,0,1,19,9,10
,101,私立,一般大學,1005,淡江大學,德國語文學系,8,4,4,2,1,1,1,1,2,0,0,0,0,8,4,4
,101,私立,一般大學,1005,淡江大學,西班牙語文學系,14,7,7,2,0,4,4,0,3,1,0,0,0,13,6,7
,101,私立,一般大學,1005,淡江大學,日本語文學系,32,12,20,1,1,5,7,4,9,2,3,0,0,27,10,17
,101,私立,一般大學,1005,淡江大學,俄國語文學系,8,1,7,0,0,1,2,0,5,0,0,0,0,8,1,7
,101,私立,一般大學,1005,淡江大學,英美語言文化學系,7,0,7,0,0,0,0,0,7,0,0,0,0,7,0,7
,101,私立,一般大學,1005,淡江大學,歷史學系,12,9,3,3,1,5,1,0,1,1,0,0,0,11,8,3
,101,私立,一般大學,1005,淡江大學,經濟學系,18,9,9,1,5,5,3,3,1,0,0,0,0,18,9,9
,101,私立,一般大學,1005,淡江大學,產業經濟學系,14,9,5,3,1,3,3,3,1,0,0,0,0,14,9,5
,101,私立,一般大學,1005,淡江大學,全球政治經濟學系,8,7,1,2,0,1,0,4,1,0,0,0,0,8,7,1
,101,私立,一般大學,1005,淡江大學,歐洲研究所,9,7,2,4,0,3,2,0,0,0,0,0,0,9,7,2
,101,私立,一般大學,1005,淡江大學,中國大陸研究所,7,7,0,2,0,5,0,0,0,0,0,0,0,7,7,0
,101,私立,一般大學,1005,淡江大學,美洲研究所,9,7,2,4,1,2,1,1,0,0,0,0,0,9,7,2
,101,私立,一般大學,1005,淡江大學,亞洲研究所,10,9,1,4,0,3,1,2,0,0,0,0,0,10,9,1
,101,私立,一般大學,1005,淡江大學,公共行政學系,16,12,4,1,0,4,1,6,3,1,0,0,0,15,11,4
,101,私立,一般大學,1005,淡江大學,國際事務與戰略研究所,7,7,0,3,0,2,0,2,0,0,0,0,0,7,7,0
,101,私立,一般大學,1005,淡江大學,未來學研究所,7,5,2,0,0,3,0,2,2,0,0,0,0,7,5,2
,101,私立,一般大學,1005,淡江大學,大眾傳播學系,10,5,5,0,1,3,2,1,1,1,1,0,0,8,4,4
,101,私立,一般大學,1005,淡江大學,資訊傳播學系,9,4,5,0,0,1,3,1,2,2,0,0,0,7,2,5
,101,私立,一般大學,1005,淡江大學,資訊與圖書館學系,11,4,7,2,2,1,2,1,2,0,1,0,0,10,4,6
,101,私立,一般大學,1005,淡江大學,會計學系,21,7,14,3,0,2,3,2,10,0,1,0,0,20,7,13
,101,私立,一般大學,1005,淡江大學,企業管理學系,26,15,11,3,0,8,7,4,4,0,0,0,0,26,15,11
,101,私立,一般大學,1005,淡江大學,管理科學學系,15,11,4,7,1,4,2,0,1,0,0,0,0,15,11,4
,101,私立,一般大學,1005,淡江大學,國際企業學系,26,15,11,3,1,6,3,5,4,1,3,0,0,22,14,8
,101,私立,一般大學,1005,淡江大學,財務金融學系,22,17,5,8,1,4,2,5,2,0,0,0,0,22,17,5
,101,私立,一般大學,1005,淡江大學,保險學系,15,7,8,3,1,3,1,1,4,0,1,0,1,13,7,6
,101,私立,一般大學,1005,淡江大學,化學學系,20,18,2,8,2,2,0,8,0,0,0,0,0,20,18,2
,101,私立,一般大學,1005,淡江大學,物理學系,25,22,3,11,0,8,2,3,1,0,0,0,0,25,22,3
,101,私立,一般大學,1005,淡江大學,數學學系,25,18,7,7,5,9,1,2,1,0,0,0,0,25,18,7
,101,私立,一般大學,1005,淡江大學,統計學系,19,8,11,3,3,3,3,0,5,2,0,0,0,17,6,11
,101,私立,一般大學,1005,淡江大學,資訊管理學系,22,18,4,4,0,10,2,4,2,0,0,0,0,22,18,4
,101,私立,一般大學,1005,淡江大學,資訊創新與科技學系,9,8,1,0,0,3,0,5,1,0,0,0,0,9,8,1
,101,私立,一般大學,1005,淡江大學,電機工程學系,24,24,0,11,0,6,0,7,0,0,0,0,0,24,24,0
,101,私立,一般大學,1005,淡江大學,資訊工程學系,25,22,3,8,1,8,1,6,1,0,0,0,0,25,22,3
,101,私立,一般大學,1005,淡江大學,航空太空工程學系,15,15,0,5,0,9,0,1,0,0,0,0,0,15,15,0
,101,私立,一般大學,1005,淡江大學,機械與機電工程學系,15,15,0,9,0,3,0,3,0,0,0,0,0,15,15,0
,101,私立,一般大學,1005,淡江大學,土木工程學系,19,18,1,11,0,4,0,3,1,0,0,0,0,19,18,1
,101,私立,一般大學,1005,淡江大學,化學工程與材料工程學系,20,19,1,11,1,5,0,3,0,0,0,0,0,20,19,1
,101,私立,一般大學,1005,淡江大學,水資源及環境工程學系,17,16,1,8,0,6,1,2,0,0,0,0,0,17,16,1
,101,私立,一般大學,1005,淡江大學,建築學系,18,15,3,2,1,8,1,4,1,1,0,0,0,17,14,3
,101,私立,一般大學,1005,淡江大學,國際觀光管理學系,7,3,4,0,0,0,0,2,4,1,0,0,0,6,2,4
,101,私立,一般大學,1005,淡江大學,運輸管理學系,12,11,1,0,1,8,0,3,0,0,0,0,0,12,11,1
,101,私立,一般大學,1005,淡江大學,通識與核心課程中心,14,5,9,0,2,3,5,1,0,1,2,0,0,11,4,7
,101,私立,一般大學,1005,淡江大學,體育事務處,33,21,12,1,3,10,3,2,1,8,5,0,0,20,13,7
,101,私立,一般大學,1005,淡江大學,軍訓室,29,20,9,0,0,0,0,0,0,0,0,20,9,0,0,0
,101,私立,一般大學,1005,淡江大學,師資培育中心,3,0,3,0,1,0,2,0,0,0,0,0,0,3,0,3
,101,私立,一般大學,1006,中國文化大學,教育學系,7,6,1,3,0,1,1,2,0,0,0,0,0,7,6,1
,101,私立,一般大學,1006,中國文化大學,華語文教學碩士學位學程,2,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1
,101,私立,一般大學,1006,中國文化大學,體育學系,33,23,10,6,2,6,5,7,3,3,0,1,0,29,19,10
,101,私立,一般大學,1006,中國文化大學,美術學系,10,7,3,4,1,2,0,0,1,1,1,0,0,8,6,2
,101,私立,一般大學,1006,中國文化大學,音樂學系,15,7,8,3,3,3,3,0,1,0,0,1,1,13,6,7
,101,私立,一般大學,1006,中國文化大學,中國音樂學系,11,7,4,3,2,2,0,1,0,0,0,1,2,8,6,2
,101,私立,一般大學,1006,中國文化大學,戲劇學系,9,5,4,2,1,2,1,0,0,1,1,0,1,6,4,2
,101,私立,一般大學,1006,中國文化大學,中國戲劇學系,7,5,2,0,1,1,0,1,1,0,0,3,0,4,2,2
,101,私立,一般大學,1006,中國文化大學,舞蹈學系,10,2,8,0,1,0,4,1,0,0,2,1,1,6,1,5
,101,私立,一般大學,1006,中國文化大學,中國文學系,24,9,15,4,3,4,11,1,1,0,0,0,0,24,9,15
,101,私立,一般大學,1006,中國文化大學,英國語文學系,25,6,19,1,1,4,5,1,10,0,3,0,0,22,6,16
,101,私立,一般大學,1006,中國文化大學,法國語文學系,9,3,6,0,0,1,5,1,1,1,0,0,0,8,2,6
,101,私立,一般大學,1006,中國文化大學,德國語文學系,8,5,3,1,0,1,0,2,2,1,1,0,0,6,4,2
,101,私立,一般大學,1006,中國文化大學,日本語文學系,16,8,8,0,0,2,1,4,7,2,0,0,0,14,6,8
,101,私立,一般大學,1006,中國文化大學,俄國語文學系,8,2,6,1,1,0,3,1,2,0,0,0,0,8,2,6
,101,私立,一般大學,1006,中國文化大學,韓國語文學系,9,4,5,0,1,3,2,1,1,0,1,0,0,8,4,4
,101,私立,一般大學,1006,中國文化大學,史學系,19,14,5,8,3,4,2,2,0,0,0,0,0,19,14,5
,101,私立,一般大學,1006,中國文化大學,哲學系,11,7,4,1,0,2,1,4,3,0,0,0,0,11,7,4
,101,私立,一般大學,1006,中國文化大學,經濟學系,15,8,7,6,1,0,3,2,2,0,1,0,0,14,8,6
,101,私立,一般大學,1006,中國文化大學,政治學系,13,11,2,2,0,7,0,2,2,0,0,0,0,13,11,2
,101,私立,一般大學,1006,中國文化大學,中山與中國大陸研究所,10,9,1,4,0,3,0,2,1,0,0,0,0,10,9,1
,101,私立,一般大學,1006,中國文化大學,心理輔導學系,9,4,5,1,0,2,1,1,4,0,0,0,0,9,4,5
,101,私立,一般大學,1006,中國文化大學,地理學系,7,6,1,2,0,1,1,3,0,0,0,0,0,7,6,1
,101,私立,一般大學,1006,中國文化大學,地學研究所,7,3,4,1,2,0,0,2,2,0,0,0,0,7,3,4
,101,私立,一般大學,1006,中國文化大學,行政管理學系,11,8,3,0,0,2,2,6,1,0,0,0,0,11,8,3
,101,私立,一般大學,1006,中國文化大學,勞工關係學系,12,11,1,2,0,6,0,3,1,0,0,0,0,12,11,1
,101,私立,一般大學,1006,中國文化大學,大眾傳播學系,11,10,1,0,1,2,0,5,0,2,0,1,0,8,7,1
,101,私立,一般大學,1006,中國文化大學,資訊傳播學系,12,7,5,2,0,3,1,1,4,1,0,0,0,11,6,5
,101,私立,一般大學,1006,中國文化大學,新聞學系碩士在職專班,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
,101,私立,一般大學,1006,中國文化大學,新聞學系,12,7,5,1,0,2,1,4,3,0,1,0,0,11,7,4
,101,私立,一般大學,1006,中國文化大學,廣告學系,15,8,7,0,0,2,2,2,1,1,3,3,1,7,4,3
,101,私立,一般大學,1006,中國文化大學,會計學系,13,9,4,2,0,3,2,4,2,0,0,0,0,13,9,4
,101,私立,一般大學,1006,中國文化大學,國際企業管理學系,31,22,9,5,1,2,4,9,2,5,2,1,0,23,16,7
,101,私立,一般大學,1006,中國文化大學,國際企業管理學系碩士在職專班,6,5,1,1,0,2,1,2,0,0,0,0,0,6,5,1
,101,私立,一般大學,1006,中國文化大學,國際貿易學系,20,13,7,2,1,5,1,5,3,1,2,0,0,17,12,5
,101,私立,一般大學,1006,中國文化大學,財務金融學系,19,14,5,2,0,4,4,7,1,1,0,0,0,18,13,5
,101,私立,一般大學,1006,中國文化大學,休閒娛樂設計學士學位學程,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
,101,私立,一般大學,1006,中國文化大學,媒體與數位設計學士學位學程,4,2,2,0,0,0,0,1,1,0,1,1,0,2,1,1
,101,私立,一般大學,1006,中國文化大學,時尚與創意產業品牌建構及經營管理學士學位學程,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
,101,私立,一般大學,1006,中國文化大學,法律學系,27,21,6,6,0,6,2,8,4,1,0,0,0,26,20,6
,101,私立,一般大學,1006,中國文化大學,法律學系碩士在職專班,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
,101,私立,一般大學,1006,中國文化大學,生命科學系,7,4,3,0,1,2,0,2,2,0,0,0,0,7,4,3
,101,私立,一般大學,1006,中國文化大學,生物科技研究所,6,4,2,2,2,0,0,2,0,0,0,0,0,6,4,2
,101,私立,一般大學,1006,中國文化大學,化學系,12,11,1,5,1,4,0,2,0,0,0,0,0,12,11,1
,101,私立,一般大學,1006,中國文化大學,地質學系,7,5,2,0,0,2,0,1,2,2,0,0,0,5,3,2
,101,私立,一般大學,1006,中國文化大學,物理學系,9,6,3,1,1,5,2,0,0,0,0,0,0,9,6,3
,101,私立,一般大學,1006,中國文化大學,大氣科學系,8,6,2,1,0,4,0,1,2,0,0,0,0,8,6,2
,101,私立,一般大學,1006,中國文化大學,應用數學系,16,14,2,6,0,5,0,3,2,0,0,0,0,16,14,2
,101,私立,一般大學,1006,中國文化大學,資訊管理學系,28,25,3,4,0,7,2,8,0,6,1,0,0,21,19,2
,101,私立,一般大學,1006,中國文化大學,資訊管理學系碩士在職專班,2,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1
,101,私立,一般大學,1006,中國文化大學,電機工程學系,7,5,2,1,0,2,1,2,1,0,0,0,0,7,5,2
,101,私立,一般大學,1006,中國文化大學,資訊工程學系,12,12,0,1,0,5,0,6,0,0,0,0,0,12,12,0
,101,私立,一般大學,1006,中國文化大學,機械工程學系,14,14,0,5,0,7,0,2,0,0,0,0,0,14,14,0
,101,私立,一般大學,1006,中國文化大學,化學工程與材料工程學系,14,11,3,2,2,6,0,2,1,1,0,0,0,13,10,3
,101,私立,一般大學,1006,中國文化大學,紡織工程學系,7,6,1,5,0,0,0,0,1,1,0,0,0,6,5,1
,101,私立,一般大學,1006,中國文化大學,建築及都市設計學系,14,11,3,1,0,8,1,2,2,0,0,0,0,14,11,3
,101,私立,一般大學,1006,中國文化大學,建築及都市設計學系碩士在職專班,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
,101,私立,一般大學,1006,中國文化大學,景觀學系,11,9,2,3,0,1,2,3,0,0,0,2,0,9,7,2
,101,私立,一般大學,1006,中國文化大學,市政暨環境規劃學系,9,7,2,1,0,3,1,3,1,0,0,0,0,9,7,2
,101,私立,一般大學,1006,中國文化大學,動物科學系,7,5,2,1,0,3,2,1,0,0,0,0,0,7,5,2
,101,私立,一般大學,1006,中國文化大學,園藝暨生物技術學系,7,4,3,2,0,1,1,1,2,0,0,0,0,7,4,3
,101,私立,一般大學,1006,中國文化大學,土地資源學系,7,6,1,0,0,4,0,2,1,0,0,0,0,7,6,1
,101,私立,一般大學,1006,中國文化大學,森林暨自然保育學系,7,5,2,1,0,2,0,2,1,0,1,0,0,6,5,1
,101,私立,一般大學,1006,中國文化大學,食品暨保健營養學系,7,2,5,1,1,1,2,0,2,0,0,0,0,7,2,5
,101,私立,一般大學,1006,中國文化大學,社會福利學系,11,5,6,3,0,0,2,1,4,0,0,1,0,10,4,6
,101,私立,一般大學,1006,中國文化大學,青少年兒童福利碩士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
,101,私立,一般大學,1006,中國文化大學,觀光事業學系,12,4,8,1,0,0,2,3,6,0,0,0,0,12,4,8
,101,私立,一般大學,1006,中國文化大學,觀光事業學系觀光休閒事業管理碩士在職專班,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0
,101,私立,一般大學,1006,中國文化大學,國術學系,8,7,1,1,0,3,1,2,0,0,0,1,0,7,6,1
,101,私立,一般大學,1006,中國文化大學,運動與健康促進學系,8,4,4,1,1,1,1,2,2,0,0,0,0,8,4,4
,101,私立,一般大學,1006,中國文化大學,生活應用科學系,8,1,7,1,1,0,1,0,5,0,0,0,0,8,1,7
,101,私立,一般大學,1006,中國文化大學,生活應用科學系碩士在職專班,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
,101,私立,一般大學,1006,中國文化大學,軍訓室,13,10,3,0,0,0,0,0,0,0,0,10,3,0,0,0
,101,私立,一般大學,1006,中國文化大學,軍訓室,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,101,私立,一般大學,1006,中國文化大學,師資培育中心,5,3,2,2,0,1,0,0,2,0,0,0,0,5,3,2
,101,私立,一般大學,1006,中國文化大學,語文教學中心,12,8,4,1,0,0,1,0,0,7,3,0,0,2,1,1
,101,私立,一般大學,1007,逢甲大學,中國文學系,18,11,7,6,4,5,1,0,0,0,2,0,0,16,11,5
,101,私立,一般大學,1007,逢甲大學,外國語文學系,13,5,8,3,0,1,5,0,1,1,2,0,0,10,4,6
,101,私立,一般大學,1007,逢甲大學,歷史與文物研究所,6,5,1,3,0,1,0,1,1,0,0,0,0,6,5,1
,101,私立,一般大學,1007,逢甲大學,經濟學系,17,11,6,4,1,7,2,0,3,0,0,0,0,17,11,6
,101,私立,一般大學,1007,逢甲大學,合作經濟學系,10,9,1,2,0,5,1,2,0,0,0,0,0,10,9,1
,101,私立,一般大學,1007,逢甲大學,公共政策研究所,9,8,1,1,0,4,1,3,0,0,0,0,0,9,8,1
,101,私立,一般大學,1007,逢甲大學,會計學系,16,5,11,2,0,3,4,0,5,0,2,0,0,14,5,9
,101,私立,一般大學,1007,逢甲大學,企業管理學系,15,10,5,2,0,6,2,1,3,1,0,0,0,14,9,5
,101,私立,一般大學,1007,逢甲大學,國際貿易學系,17,10,7,2,1,1,2,5,4,1,0,1,0,15,8,7
,101,私立,一般大學,1007,逢甲大學,財務金融學系,17,12,5,4,1,5,1,3,3,0,0,0,0,17,12,5
,101,私立,一般大學,1007,逢甲大學,風險管理與保險學系,13,12,1,2,0,9,0,1,1,0,0,0,0,13,12,1
,101,私立,一般大學,1007,逢甲大學,財稅學系,12,7,5,1,1,3,1,2,3,0,0,1,0,11,6,5
,101,私立,一般大學,1007,逢甲大學,行銷學系,9,5,4,2,0,1,0,2,4,0,0,0,0,9,5,4
,101,私立,一般大學,1007,逢甲大學,科技管理研究所,7,5,2,1,0,3,2,1,0,0,0,0,0,7,5,2
,101,私立,一般大學,1007,逢甲大學,財經法律研究所,7,6,1,2,0,3,0,1,1,0,0,0,0,7,6,1
,101,私立,一般大學,1007,逢甲大學,應用數學系,19,13,6,3,0,7,5,1,0,2,1,0,0,16,11,5
,101,私立,一般大學,1007,逢甲大學,統計學系,12,8,4,3,2,4,0,1,1,0,1,0,0,11,8,3
,101,私立,一般大學,1007,逢甲大學,電機工程學系,19,18,1,8,1,5,0,5,0,0,0,0,0,19,18,1
,101,私立,一般大學,1007,逢甲大學,電子工程學系,19,19,0,7,0,9,0,1,0,1,0,1,0,17,17,0
,101,私立,一般大學,1007,逢甲大學,光電學系,18,16,2,3,0,6,1,3,1,4,0,0,0,14,12,2
,101,私立,一般大學,1007,逢甲大學,資訊工程學系,34,32,2,11,1,10,0,6,0,5,1,0,0,28,27,1
,101,私立,一般大學,1007,逢甲大學,通訊工程學系,16,16,0,5,0,8,0,3,0,0,0,0,0,16,16,0
,101,私立,一般大學,1007,逢甲大學,自動控制工程學系,17,17,0,6,0,10,0,0,0,1,0,0,0,16,16,0
,101,私立,一般大學,1007,逢甲大學,航太與系統工程學系,13,13,0,5,0,6,0,2,0,0,0,0,0,13,13,0
,101,私立,一般大學,1007,逢甲大學,機械與電腦輔助工程學系,21,21,0,8,0,11,0,1,0,1,0,0,0,20,20,0
,101,私立,一般大學,1007,逢甲大學,土木工程學系,16,14,2,7,1,7,1,0,0,0,0,0,0,16,14,2
,101,私立,一般大學,1007,逢甲大學,化學工程學系,17,15,2,9,0,2,1,4,0,0,1,0,0,16,15,1
,101,私立,一般大學,1007,逢甲大學,材料科學與工程學系,18,16,2,10,0,3,1,3,1,0,0,0,0,18,16,2
,101,私立,一般大學,1007,逢甲大學,工業工程與系統管理學系,19,16,3,7,0,7,0,2,2,0,1,0,0,18,16,2
,101,私立,一般大學,1007,逢甲大學,纖維與複合材料學系,15,14,1,7,0,4,1,3,0,0,0,0,0,15,14,1
,101,私立,一般大學,1007,逢甲大學,環境工程與科學學系,17,15,2,7,2,6,0,2,0,0,0,0,0,17,15,2
,101,私立,一般大學,1007,逢甲大學,水利工程與資源保育學系,15,13,2,6,0,3,2,3,0,0,0,1,0,14,12,2
,101,私立,一般大學,1007,逢甲大學,電聲碩士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
,101,私立,一般大學,1007,逢甲大學,建築學系,21,14,7,1,0,6,3,2,2,2,1,3,1,14,9,5
,101,私立,一般大學,1007,逢甲大學,土地管理學系,14,8,6,1,0,6,3,1,3,0,0,0,0,14,8,6
,101,私立,一般大學,1007,逢甲大學,都市計畫與空間資訊學系,17,15,2,1,1,8,0,6,1,0,0,0,0,17,15,2
,101,私立,一般大學,1007,逢甲大學,運輸科技與管理學系,14,14,0,2,0,8,0,2,0,2,0,0,0,12,12,0
,101,私立,一般大學,1007,逢甲大學,外語教學中心,29,10,19,0,0,0,1,0,0,10,18,0,0,1,0,1
,101,私立,一般大學,1007,逢甲大學,物理教學研究中心,2,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0
,101,私立,一般大學,1007,逢甲大學,通識教育中心,10,8,2,0,0,1,1,1,0,4,1,2,0,3,2,1
,101,私立,一般大學,1007,逢甲大學,微積分教學中心,6,4,2,0,0,0,0,4,1,0,0,0,1,5,4,1
,101,私立,一般大學,1007,逢甲大學,體育教學中心,21,16,5,0,1,4,0,2,0,9,3,1,1,7,6,1
,101,私立,一般大學,1007,逢甲大學,軍訓室,15,12,3,0,0,0,0,0,0,0,0,12,3,0,0,0
,101,私立,一般大學,1008,靜宜大學,教育研究所,8,4,4,3,1,1,3,0,0,0,0,0,0,8,4,4
,101,私立,一般大學,1008,靜宜大學,台灣文學系,10,5,5,1,0,2,2,2,3,0,0,0,0,10,5,5
,101,私立,一般大學,1008,靜宜大學,中國文學系,16,8,8,5,0,3,3,0,3,0,2,0,0,14,8,6
,101,私立,一般大學,1008,靜宜大學,英國語文學系,28,7,21,2,3,3,8,2,3,0,7,0,0,21,7,14
,101,私立,一般大學,1008,靜宜大學,西班牙語文學系,15,5,10,0,0,3,7,0,2,2,1,0,0,12,3,9
,101,私立,一般大學,1008,靜宜大學,日本語文學系,16,5,11,0,0,4,3,1,6,0,2,0,0,14,5,9
,101,私立,一般大學,1008,靜宜大學,大眾傳播學系,9,7,2,0,0,2,0,4,2,1,0,0,0,8,6,2
,101,私立,一般大學,1008,靜宜大學,資訊傳播工程學系,14,11,3,3,1,4,0,3,2,1,0,0,0,13,10,3
,101,私立,一般大學,1008,靜宜大學,會計學系,18,7,11,1,0,3,6,1,4,2,1,0,0,15,5,10
,101,私立,一般大學,1008,靜宜大學,企業管理學系,19,13,6,3,1,6,3,3,2,1,0,0,0,18,12,6
,101,私立,一般大學,1008,靜宜大學,國際企業學系,18,12,6,2,0,6,3,4,0,0,3,0,0,15,12,3
,101,私立,一般大學,1008,靜宜大學,財務金融學系,14,10,4,2,0,2,1,5,3,1,0,0,0,13,9,4
,101,私立,一般大學,1008,靜宜大學,法律學系,12,9,3,2,0,6,1,1,2,0,0,0,0,12,9,3
,101,私立,一般大學,1008,靜宜大學,生態人文學系,9,7,2,0,1,5,0,2,1,0,0,0,0,9,7,2
,101,私立,一般大學,1008,靜宜大學,應用化學系,17,9,8,7,2,1,4,1,0,0,2,0,0,15,9,6
,101,私立,一般大學,1008,靜宜大學,統計資訊學系,9,5,4,2,0,1,1,2,3,0,0,0,0,9,5,4
,101,私立,一般大學,1008,靜宜大學,財務與計算數學系,15,12,3,3,0,6,2,1,0,2,1,0,0,12,10,2
,101,私立,一般大學,1008,靜宜大學,資訊管理學系,17,15,2,5,1,8,1,2,0,0,0,0,0,17,15,2
,101,私立,一般大學,1008,靜宜大學,資訊工程學系,15,14,1,5,1,4,0,4,0,1,0,0,0,14,13,1
,101,私立,一般大學,1008,靜宜大學,食品營養學系,17,10,7,7,4,2,2,1,1,0,0,0,0,17,10,7
,101,私立,一般大學,1008,靜宜大學,社會工作與兒童少年福利學系,16,7,9,1,2,6,4,0,1,0,2,0,0,14,7,7
,101,私立,一般大學,1008,靜宜大學,觀光事業學系,16,8,8,1,0,4,5,1,2,2,1,0,0,13,6,7
,101,私立,一般大學,1008,靜宜大學,化粧品科學系,11,4,7,1,1,2,2,1,2,0,2,0,0,9,4,5
,101,私立,一般大學,1008,靜宜大學,外語教學中心,6,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0
,101,私立,一般大學,1008,靜宜大學,通識教育中心,8,4,4,3,0,0,0,0,1,1,3,0,0,4,3,1
,101,私立,一般大學,1008,靜宜大學,體育室,13,9,4,0,1,2,1,2,0,5,2,0,0,6,4,2
,101,私立,一般大學,1008,靜宜大學,軍訓教官,6,4,2,0,0,0,0,0,0,0,0,4,2,0,0,0
,101,私立,一般大學,1008,靜宜大學,護理教師,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
,101,私立,一般大學,1008,靜宜大學,師資培育中心,5,2,3,0,0,0,3,2,0,0,0,0,0,5,2,3
,101,私立,一般大學,1009,長庚大學,工業設計學系,13,10,3,0,0,0,0,8,2,2,1,0,0,10,8,2
,101,私立,一般大學,1009,長庚大學,企業管理研究所,8,7,1,5,1,2,0,0,0,0,0,0,0,8,7,1
,101,私立,一般大學,1009,長庚大學,工商管理學系,12,9,3,1,0,5,1,3,2,0,0,0,0,12,9,3
,101,私立,一般大學,1009,長庚大學,醫務管理學系,11,5,6,1,1,1,1,3,4,0,0,0,0,11,5,6
,101,私立,一般大學,1009,長庚大學,商管專業學院學程碩士班,3,3,0,0,0,0,0,2,0,0,0,1,0,2,2,0
