,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,教師總數,男,女,男,女,男,女,男,女,男,女,男,女,總計 ,男,女
,104,公立,一般大學,5,國立成功大學,工業設計學系,14,13,1,5,0,5,0,2,0,1,1,0,0,12,12,0
,104,公立,一般大學,5,國立成功大學,經濟學系,12,8,4,1,3,4,1,3,0,0,0,0,0,12,8,4
,104,公立,一般大學,5,國立成功大學,政治學系,17,14,3,8,1,3,0,3,2,0,0,0,0,17,14,3
,104,公立,一般大學,5,國立成功大學,心理學系,12,8,4,1,1,2,1,5,2,0,0,0,0,12,8,4
,104,公立,一般大學,5,國立成功大學,行為醫學研究所,5,1,4,1,1,0,1,0,2,0,0,0,0,5,1,4
,104,公立,一般大學,5,國立成功大學,會計學系,15,13,2,6,0,7,0,0,2,0,0,0,0,15,13,2
,104,公立,一般大學,5,國立成功大學,企業管理學系,19,10,9,7,2,1,5,1,2,0,0,1,0,18,9,9
,104,公立,一般大學,5,國立成功大學,國際經營管理研究所(IMBA),7,3,4,1,0,0,1,2,3,0,0,0,0,7,3,4
,104,公立,一般大學,5,國立成功大學,工業與資訊管理學系,22,19,3,13,0,2,2,4,1,0,0,0,0,22,19,3
,104,公立,一般大學,5,國立成功大學,法律學系,22,15,7,5,3,7,1,3,3,0,0,0,0,22,15,7
,104,公立,一般大學,5,國立成功大學,生命科學系,22,12,10,4,3,0,1,8,4,0,0,0,2,20,12,8
,104,公立,一般大學,5,國立成功大學,熱帶植物科學研究所,5,2,3,0,0,1,1,1,2,0,0,0,0,5,2,3
,104,公立,一般大學,5,國立成功大學,生物科技研究所,9,6,3,2,1,2,1,2,1,0,0,0,0,9,6,3
,104,公立,一般大學,5,國立成功大學,微生物及免疫學研究所,13,8,5,3,4,2,1,3,0,0,0,0,0,13,8,5
,104,公立,一般大學,5,國立成功大學,生物化學暨分子生物學研究所,11,9,2,4,1,3,0,2,0,0,1,0,0,10,9,1
,104,公立,一般大學,5,國立成功大學,生物資訊與訊息傳遞研究所,9,6,3,2,1,4,1,0,1,0,0,0,0,9,6,3
,104,公立,一般大學,5,國立成功大學,化學系,25,18,7,9,3,5,1,2,1,1,0,1,2,21,16,5
,104,公立,一般大學,5,國立成功大學,地球科學系,18,15,3,9,0,4,2,2,1,0,0,0,0,18,15,3
,104,公立,一般大學,5,國立成功大學,物理學系,35,31,4,18,3,7,0,4,1,0,0,2,0,33,29,4
,104,公立,一般大學,5,國立成功大學,太空與電漿科學研究所,6,6,0,4,0,2,0,0,0,0,0,0,0,6,6,0
,104,公立,一般大學,5,國立成功大學,數學系,33,29,4,11,0,7,3,11,1,0,0,0,0,33,29,4
,104,公立,一般大學,5,國立成功大學,統計學系,16,11,5,3,2,4,2,4,1,0,0,0,0,16,11,5
,104,公立,一般大學,5,國立成功大學,電機工程學系,82,78,4,54,3,18,1,5,0,0,0,1,0,81,77,4
,104,公立,一般大學,5,國立成功大學,光電科學與工程學系,21,19,2,9,1,8,1,2,0,0,0,0,0,21,19,2
,104,公立,一般大學,5,國立成功大學,資訊工程學系,39,35,4,22,1,6,1,7,2,0,0,0,0,39,35,4
,104,公立,一般大學,5,國立成功大學,機械工程學系,55,52,3,36,3,8,0,8,0,0,0,0,0,55,52,3
,104,公立,一般大學,5,國立成功大學,航空太空工程學系,36,36,0,24,0,8,0,4,0,0,0,0,0,36,36,0
,104,公立,一般大學,5,國立成功大學,系統及船舶機電工程學系,18,18,0,11,0,4,0,2,0,0,0,1,0,17,17,0
,104,公立,一般大學,5,國立成功大學,土木工程學系,35,34,1,17,0,14,1,3,0,0,0,0,0,35,34,1
,104,公立,一般大學,5,國立成功大學,化學工程學系,38,33,5,24,3,4,1,4,1,1,0,0,0,37,32,5
,104,公立,一般大學,5,國立成功大學,材料科學及工程學系,30,28,2,19,2,5,0,4,0,0,0,0,0,30,28,2
,104,公立,一般大學,5,國立成功大學,資源工程學系,17,16,1,10,0,4,1,1,0,1,0,0,0,16,15,1
,104,公立,一般大學,5,國立成功大學,測量及空間資訊學系,15,14,1,5,0,5,0,3,1,1,0,0,0,14,13,1
,104,公立,一般大學,5,國立成功大學,環境工程學系,18,15,3,11,1,2,0,2,2,0,0,0,0,18,15,3
,104,公立,一般大學,5,國立成功大學,水利及海洋工程學系,24,22,2,13,0,7,2,2,0,0,0,0,0,24,22,2
,104,公立,一般大學,5,國立成功大學,生物醫學工程學系,14,14,0,6,0,5,0,3,0,0,0,0,0,14,14,0
,104,公立,一般大學,5,國立成功大學,工程科學系,22,21,1,14,0,5,0,2,1,0,0,0,0,22,21,1
,104,公立,一般大學,5,國立成功大學,建築學系,28,24,4,10,1,8,2,5,0,1,1,0,0,26,23,3
,104,公立,一般大學,5,國立成功大學,都市計劃學系,18,12,6,5,0,3,1,4,4,0,0,0,1,17,12,5
,104,公立,一般大學,5,國立成功大學,醫學系,141,127,14,66,3,40,7,20,3,1,1,0,0,139,126,13
,104,公立,一般大學,5,國立成功大學,臨床醫學研究所,14,13,1,4,0,4,0,5,1,0,0,0,0,14,13,1
,104,公立,一般大學,5,國立成功大學,分子醫學研究所,8,5,3,1,3,3,0,1,0,0,0,0,0,8,5,3
,104,公立,一般大學,5,國立成功大學,生理學研究所,11,6,5,3,2,2,2,1,1,0,0,0,0,11,6,5
,104,公立,一般大學,5,國立成功大學,細胞生物與解剖學研究所,10,8,2,3,0,2,1,3,0,0,1,0,0,9,8,1
,104,公立,一般大學,5,國立成功大學,公共衛生研究所,9,3,6,3,1,0,1,0,4,0,0,0,0,9,3,6
,104,公立,一般大學,5,國立成功大學,藥學系,12,6,6,2,2,3,0,1,4,0,0,0,0,12,6,6
,104,公立,一般大學,5,國立成功大學,藥理學研究所,9,7,2,4,1,1,0,2,1,0,0,0,0,9,7,2
,104,公立,一般大學,5,國立成功大學,物理治療學系,10,2,8,0,2,0,4,1,2,1,0,0,0,9,1,8
,104,公立,一般大學,5,國立成功大學,職能治療學系,11,3,8,1,1,1,3,1,4,0,0,0,0,11,3,8
,104,公立,一般大學,5,國立成功大學,護理學系,15,0,15,0,4,0,4,0,6,0,1,0,0,14,0,14
,104,公立,一般大學,5,國立成功大學,健康照護科學研究所,6,1,5,1,4,0,1,0,0,0,0,0,0,6,1,5
,104,公立,一般大學,5,國立成功大學,醫學檢驗生物技術學系,14,7,7,4,5,1,2,2,0,0,0,0,0,14,7,7
,104,公立,一般大學,5,國立成功大學,口腔醫學研究所,12,8,4,3,3,2,0,3,1,0,0,0,0,12,8,4
,104,公立,一般大學,5,國立成功大學,體育健康與休閒研究所,9,6,3,1,2,3,1,2,0,0,0,0,0,9,6,3
,104,公立,一般大學,5,國立成功大學,交通管理科學系,21,15,6,7,1,6,3,2,1,0,0,0,1,20,15,5
,104,公立,一般大學,5,國立成功大學,老年學研究所,6,2,4,1,2,0,0,1,2,0,0,0,0,6,2,4
,104,公立,一般大學,5,國立成功大學,通識及共同科目,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
,104,公立,一般大學,5,國立成功大學,計算機中心,4,3,1,0,0,0,0,1,1,2,0,0,0,2,1,1
,104,公立,一般大學,5,國立成功大學,軍訓教官,10,7,3,0,0,0,0,0,0,0,0,7,3,0,0,0
,104,公立,一般大學,5,國立成功大學,校長,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
,104,公立,一般大學,5,國立成功大學,其他(包括行政助教),26,11,15,1,0,2,4,2,4,4,3,2,4,13,5,8
,104,公立,一般大學,6,國立中興大學,教師專業發展研究所,8,5,3,1,1,3,1,1,1,0,0,0,0,8,5,3
,104,公立,一般大學,6,國立中興大學,台灣文學與跨國文化研究所,6,3,3,1,1,1,1,1,1,0,0,0,0,6,3,3
,104,公立,一般大學,6,國立中興大學,中國文學系,26,14,12,4,3,3,2,6,2,0,1,1,4,20,13,7
,104,公立,一般大學,6,國立中興大學,外國語文學系,25,8,17,2,5,3,7,2,2,1,3,0,0,21,7,14
,104,公立,一般大學,6,國立中興大學,歷史學系,15,11,4,2,2,3,1,5,0,1,0,0,1,13,10,3
,104,公立,一般大學,6,國立中興大學,應用經濟學系,15,9,6,4,3,3,1,2,2,0,0,0,0,15,9,6
,104,公立,一般大學,6,國立中興大學,國際政治研究所,8,6,2,2,1,3,0,1,0,0,0,0,1,7,6,1
,104,公立,一般大學,6,國立中興大學,國家政策與公共事務研究所,7,7,0,4,0,3,0,0,0,0,0,0,0,7,7,0
,104,公立,一般大學,6,國立中興大學,圖書資訊學研究所,5,1,4,0,2,0,1,1,1,0,0,0,0,5,1,4
,104,公立,一般大學,6,國立中興大學,會計學系,9,4,5,2,2,2,1,0,2,0,0,0,0,9,4,5
,104,公立,一般大學,6,國立中興大學,企業管理學系,14,9,5,5,1,3,1,1,2,0,0,0,1,13,9,4
,104,公立,一般大學,6,國立中興大學,財務金融學系,13,12,1,10,1,2,0,0,0,0,0,0,0,13,12,1
,104,公立,一般大學,6,國立中興大學,行銷學系,14,9,5,2,1,3,2,4,1,0,0,0,1,13,9,4
,104,公立,一般大學,6,國立中興大學,科技管理研究所,8,7,1,6,0,0,1,1,0,0,0,0,0,8,7,1
,104,公立,一般大學,6,國立中興大學,管理學院,3,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0
,104,公立,一般大學,6,國立中興大學,法律學系,13,9,4,4,2,4,1,1,1,0,0,0,0,13,9,4
,104,公立,一般大學,6,國立中興大學,法政學院,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
,104,公立,一般大學,6,國立中興大學,生命科學系,27,19,8,11,4,4,4,2,0,1,0,1,0,25,17,8
,104,公立,一般大學,6,國立中興大學,昆蟲學系,14,9,5,6,2,0,2,3,1,0,0,0,0,14,9,5
,104,公立,一般大學,6,國立中興大學,生物科技發展中心,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
,104,公立,一般大學,6,國立中興大學,生物科技學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
,104,公立,一般大學,6,國立中興大學,生物科技學研究所,9,7,2,6,1,1,1,0,0,0,0,0,0,9,7,2
,104,公立,一般大學,6,國立中興大學,分子生物學研究所,8,5,3,4,3,1,0,0,0,0,0,0,0,8,5,3
,104,公立,一般大學,6,國立中興大學,生物化學研究所,8,8,0,6,0,1,0,1,0,0,0,0,0,8,8,0
,104,公立,一般大學,6,國立中興大學,生物醫學研究所,9,5,4,3,2,2,1,0,1,0,0,0,0,9,5,4
,104,公立,一般大學,6,國立中興大學,基因體暨生物資訊學研究所,7,6,1,1,0,3,0,2,1,0,0,0,0,7,6,1
,104,公立,一般大學,6,國立中興大學,化學系,35,33,2,20,1,5,0,5,0,1,1,2,0,31,30,1
,104,公立,一般大學,6,國立中興大學,物理學系,19,16,3,4,1,6,2,4,0,1,0,1,0,17,14,3
,104,公立,一般大學,6,國立中興大學,應用數學系,21,18,3,6,1,8,1,4,1,0,0,0,0,21,18,3
,104,公立,一般大學,6,國立中興大學,統計學研究所,8,8,0,3,0,3,0,2,0,0,0,0,0,8,8,0
,104,公立,一般大學,6,國立中興大學,資訊管理學系,10,9,1,9,0,0,1,0,0,0,0,0,0,10,9,1
,104,公立,一般大學,6,國立中興大學,電機工程學系,24,23,1,15,0,7,0,1,1,0,0,0,0,24,23,1
,104,公立,一般大學,6,國立中興大學,光電工程研究所,5,5,0,3,0,2,0,0,0,0,0,0,0,5,5,0
,104,公立,一般大學,6,國立中興大學,資訊科學與工程學系,20,20,0,13,0,6,0,1,0,0,0,0,0,20,20,0
,104,公立,一般大學,6,國立中興大學,通訊工程研究所,5,5,0,1,0,3,0,1,0,0,0,0,0,5,5,0
,104,公立,一般大學,6,國立中興大學,機械工程學系,30,30,0,18,0,9,0,2,0,1,0,0,0,29,29,0
,104,公立,一般大學,6,國立中興大學,精密工程研究所,7,6,1,5,1,0,0,1,0,0,0,0,0,7,6,1
,104,公立,一般大學,6,國立中興大學,生物產業機電工程學系,16,16,0,10,0,5,0,0,0,1,0,0,0,15,15,0
,104,公立,一般大學,6,國立中興大學,土木工程學系,29,29,0,20,0,4,0,3,0,1,0,1,0,27,27,0
,104,公立,一般大學,6,國立中興大學,化學工程學系,16,15,1,11,1,2,0,2,0,0,0,0,0,16,15,1
,104,公立,一般大學,6,國立中興大學,材料科學與工程學系,14,13,1,11,0,1,1,1,0,0,0,0,0,14,13,1
,104,公立,一般大學,6,國立中興大學,奈米科學研究所,7,7,0,6,0,1,0,0,0,0,0,0,0,7,7,0
,104,公立,一般大學,6,國立中興大學,環境工程學系,16,13,3,9,0,3,0,1,1,0,0,0,2,14,13,1
,104,公立,一般大學,6,國立中興大學,生醫工程研究所,5,4,1,2,0,0,0,2,1,0,0,0,0,5,4,1
,104,公立,一般大學,6,國立中興大學,景觀與遊憩學士學位學程,3,2,1,0,0,1,0,1,1,0,0,0,0,3,2,1
,104,公立,一般大學,6,國立中興大學,農藝學系,14,10,4,6,1,2,0,2,3,0,0,0,0,14,10,4
,104,公立,一般大學,6,國立中興大學,國際農學碩士學位學程,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2
,104,公立,一般大學,6,國立中興大學,動物科學系,15,12,3,6,2,3,1,3,0,0,0,0,0,15,12,3
,104,公立,一般大學,6,國立中興大學,園藝學系,13,10,3,1,2,5,0,3,1,1,0,0,0,12,9,3
,104,公立,一般大學,6,國立中興大學,植物病理學系,16,11,5,8,2,2,3,1,0,0,0,0,0,16,11,5
,104,公立,一般大學,6,國立中興大學,生物產業管理研究所,6,4,2,2,2,1,0,1,0,0,0,0,0,6,4,2
,104,公立,一般大學,6,國立中興大學,國際農企業學士學位學程,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1
,104,公立,一般大學,6,國立中興大學,食品暨應用生物科技學系,16,9,7,6,5,1,1,2,1,0,0,0,0,16,9,7
,104,公立,一般大學,6,國立中興大學,水土保持學系,14,12,2,8,1,2,0,2,1,0,0,0,0,14,12,2
,104,公立,一般大學,6,國立中興大學,土壤環境科學系,16,15,1,8,0,2,0,3,1,2,0,0,0,14,13,1
,104,公立,一般大學,6,國立中興大學,森林學系,16,14,2,7,1,5,0,2,1,0,0,0,0,16,14,2
,104,公立,一般大學,6,國立中興大學,獸醫學系,31,28,3,17,1,8,0,2,2,0,0,1,0,30,27,3
,104,公立,一般大學,6,國立中興大學,獸醫病理生物學研究所,9,7,2,5,0,2,1,0,1,0,0,0,0,9,7,2
,104,公立,一般大學,6,國立中興大學,微生物暨公共衛生學研究所,9,5,4,3,3,1,1,1,0,0,0,0,0,9,5,4
,104,公立,一般大學,6,國立中興大學,運動與健康管理研究所,7,7,0,7,0,0,0,0,0,0,0,0,0,7,7,0
,104,公立,一般大學,6,國立中興大學,通識及共同科目,13,8,5,1,0,3,0,2,1,2,4,0,0,7,6,1
,104,公立,一般大學,6,國立中興大學,學生事務處,12,6,6,0,0,0,1,0,0,0,0,6,5,1,0,1
,104,公立,一般大學,6,國立中興大學,校長,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
,104,公立,一般大學,7,國立交通大學,教育研究所,11,3,8,0,4,2,2,1,2,0,0,0,0,11,3,8
,104,公立,一般大學,7,國立交通大學,英語教學研究所,17,1,16,0,2,0,3,0,1,0,1,1,9,6,0,6
,104,公立,一般大學,7,國立交通大學,音樂研究所,7,5,2,1,1,4,0,0,1,0,0,0,0,7,5,2
,104,公立,一般大學,7,國立交通大學,應用藝術研究所,6,5,1,3,0,1,1,1,0,0,0,0,0,6,5,1
,104,公立,一般大學,7,國立交通大學,外國語文學系,14,6,8,2,3,3,0,1,4,0,0,0,1,13,6,7
,104,公立,一般大學,7,國立交通大學,人文社會學系,20,11,9,3,2,4,6,0,0,0,0,4,1,15,7,8
,104,公立,一般大學,7,國立交通大學,社會與文化研究所,7,5,2,2,1,2,1,1,0,0,0,0,0,7,5,2
,104,公立,一般大學,7,國立交通大學,傳播研究所,6,4,2,1,1,2,1,1,0,0,0,0,0,6,4,2
,104,公立,一般大學,7,國立交通大學,傳播與科技學系,12,5,7,0,2,3,2,1,3,0,0,1,0,11,4,7
,104,公立,一般大學,7,國立交通大學,經營管理研究所,7,4,3,4,1,0,0,0,1,0,0,0,1,6,4,2
,104,公立,一般大學,7,國立交通大學,管理科學系,12,6,6,5,2,0,2,1,2,0,0,0,0,12,6,6
,104,公立,一般大學,7,國立交通大學,資訊管理與財務金融學系,24,21,3,13,0,5,3,3,0,0,0,0,0,24,21,3
,104,公立,一般大學,7,國立交通大學,科技管理研究所,7,4,3,2,1,2,0,0,2,0,0,0,0,7,4,3
,104,公立,一般大學,7,國立交通大學,科技法律研究所,12,8,4,2,0,3,1,3,3,0,0,0,0,12,8,4
,104,公立,一般大學,7,國立交通大學,生物科技學系,25,17,8,8,2,0,2,8,3,0,0,1,1,23,16,7
,104,公立,一般大學,7,國立交通大學,分子醫學與生物工程研究所,8,8,0,5,0,1,0,2,0,0,0,0,0,8,8,0
,104,公立,一般大學,7,國立交通大學,生物資訊及系統生物研究所,8,8,0,4,0,3,0,1,0,0,0,0,0,8,8,0
,104,公立,一般大學,7,國立交通大學,應用化學系,30,28,2,18,1,4,0,4,1,1,0,1,0,28,26,2
,104,公立,一般大學,7,國立交通大學,物理研究所,10,10,0,7,0,2,0,1,0,0,0,0,0,10,10,0
,104,公立,一般大學,7,國立交通大學,電子物理學系,28,24,4,18,1,6,0,0,3,0,0,0,0,28,24,4
,104,公立,一般大學,7,國立交通大學,理學院科學學士學位學程,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,104,公立,一般大學,7,國立交通大學,應用數學系,28,26,2,12,1,7,0,5,0,0,0,2,1,25,24,1
,104,公立,一般大學,7,國立交通大學,統計學研究所,9,6,3,4,3,1,0,1,0,0,0,0,0,9,6,3
,104,公立,一般大學,7,國立交通大學,多媒體工程研究所,7,7,0,1,0,5,0,1,0,0,0,0,0,7,7,0
,104,公立,一般大學,7,國立交通大學,電機工程學系,32,29,3,18,0,8,1,3,0,0,2,0,0,30,29,1
,104,公立,一般大學,7,國立交通大學,電子工程學系,56,52,4,40,4,9,0,3,0,0,0,0,0,56,52,4
,104,公立,一般大學,7,國立交通大學,光電工程學系,16,12,4,9,1,2,3,1,0,0,0,0,0,16,12,4
,104,公立,一般大學,7,國立交通大學,顯示科技研究所,7,4,3,4,2,0,0,0,1,0,0,0,0,7,4,3
,104,公立,一般大學,7,國立交通大學,資訊工程學系,19,17,2,14,1,2,1,1,0,0,0,0,0,19,17,2
,104,公立,一般大學,7,國立交通大學,網路工程研究所,7,6,1,6,1,0,0,0,0,0,0,0,0,7,6,1
,104,公立,一般大學,7,國立交通大學,資訊科學與工程研究所,28,26,2,15,0,8,2,3,0,0,0,0,0,28,26,2
,104,公立,一般大學,7,國立交通大學,電信工程研究所,22,20,2,14,0,6,1,0,1,0,0,0,0,22,20,2
,104,公立,一般大學,7,國立交通大學,電控工程研究所,16,14,2,13,2,1,0,0,0,0,0,0,0,16,14,2
,104,公立,一般大學,7,國立交通大學,光電系統研究所,7,7,0,1,0,3,0,3,0,0,0,0,0,7,7,0
,104,公立,一般大學,7,國立交通大學,國際半導體產業學院碩士班,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
,104,公立,一般大學,7,國立交通大學,機械工程學系,30,30,0,17,0,6,0,7,0,0,0,0,0,30,30,0
,104,公立,一般大學,7,國立交通大學,土木工程學系,29,27,2,21,1,4,0,2,1,0,0,0,0,29,27,2
,104,公立,一般大學,7,國立交通大學,材料科學與工程學系,25,25,0,19,0,2,0,4,0,0,0,0,0,25,25,0
,104,公立,一般大學,7,國立交通大學,工業工程與管理學系,14,11,3,5,2,3,1,3,0,0,0,0,0,14,11,3
,104,公立,一般大學,7,國立交通大學,環境工程研究所,8,6,2,6,1,0,1,0,0,0,0,0,0,8,6,2
,104,公立,一般大學,7,國立交通大學,生醫工程研究所,9,9,0,4,0,0,0,5,0,0,0,0,0,9,9,0
,104,公立,一般大學,7,國立交通大學,影像與生醫光電研究所,6,5,1,2,0,2,0,1,1,0,0,0,0,6,5,1
,104,公立,一般大學,7,國立交通大學,照明與能源光電研究所,5,5,0,2,0,1,0,2,0,0,0,0,0,5,5,0
,104,公立,一般大學,7,國立交通大學,建築研究所,6,6,0,2,0,2,0,2,0,0,0,0,0,6,6,0
,104,公立,一般大學,7,國立交通大學,運輸與物流管理學系,18,18,0,10,0,4,0,3,0,1,0,0,0,17,17,0
,104,公立,一般大學,7,國立交通大學,通識教育中心,15,7,8,1,1,4,2,2,4,0,1,0,0,14,7,7
,104,公立,一般大學,7,國立交通大學,衛生保健組,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
,104,公立,一般大學,7,國立交通大學,諮商中心,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2
,104,公立,一般大學,7,國立交通大學,體育室,12,9,3,2,0,1,0,5,3,1,0,0,0,11,8,3
,104,公立,一般大學,7,國立交通大學,資訊技術服務中心,5,4,1,1,0,1,1,1,0,1,0,0,0,4,3,1
,104,公立,一般大學,7,國立交通大學,軍訓室,7,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0
,104,公立,一般大學,7,國立交通大學,圖書館,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
,104,公立,一般大學,8,國立中央大學,學習與教學研究所,7,4,3,1,1,1,1,2,1,0,0,0,0,7,4,3
,104,公立,一般大學,8,國立中央大學,網路學習科技研究所,7,5,2,4,1,1,0,0,1,0,0,0,0,7,5,2
,104,公立,一般大學,8,國立中央大學,藝術學研究所,6,1,5,1,1,0,3,0,0,0,0,0,1,5,1,4
,104,公立,一般大學,8,國立中央大學,中國文學系,22,13,9,5,2,6,4,2,2,0,1,0,0,21,13,8
,104,公立,一般大學,8,國立中央大學,英美語文學系,18,11,7,2,4,6,1,2,2,1,0,0,0,17,10,7
,104,公立,一般大學,8,國立中央大學,法國語文學系,15,6,9,0,3,2,1,3,3,1,1,0,1,12,5,7
,104,公立,一般大學,8,國立中央大學,歷史研究所,7,6,1,6,1,0,0,0,0,0,0,0,0,7,6,1
,104,公立,一般大學,8,國立中央大學,哲學研究所,7,7,0,6,0,1,0,0,0,0,0,0,0,7,7,0
,104,公立,一般大學,8,國立中央大學,經濟學系,15,10,5,5,2,4,0,1,1,0,0,0,2,13,10,3
,104,公立,一般大學,8,國立中央大學,產業經濟研究所,8,5,3,3,2,2,0,0,0,0,0,0,1,7,5,2
,104,公立,一般大學,8,國立中央大學,認知神經科學研究所,9,5,4,2,2,2,0,1,2,0,0,0,0,9,5,4
,104,公立,一般大學,8,國立中央大學,客家語文暨社會科學學系,11,3,8,1,2,1,3,1,3,0,0,0,0,11,3,8
,104,公立,一般大學,8,國立中央大學,會計研究所,6,4,2,0,1,2,1,2,0,0,0,0,0,6,4,2
,104,公立,一般大學,8,國立中央大學,企業管理學系,20,16,4,7,2,4,1,5,1,0,0,0,0,20,16,4
,104,公立,一般大學,8,國立中央大學,財務金融學系,14,9,5,4,4,3,0,2,0,0,0,0,1,13,9,4
,104,公立,一般大學,8,國立中央大學,工業管理研究所,7,7,0,4,0,1,0,2,0,0,0,0,0,7,7,0
,104,公立,一般大學,8,國立中央大學,人力資源管理研究所,7,5,2,3,2,1,0,1,0,0,0,0,0,7,5,2
,104,公立,一般大學,8,國立中央大學,營建管理研究所,6,5,1,4,1,0,0,1,0,0,0,0,0,6,5,1
,104,公立,一般大學,8,國立中央大學,法律與政府研究所,8,7,1,4,1,2,0,1,0,0,0,0,0,8,7,1
,104,公立,一般大學,8,國立中央大學,生命科學系,15,10,5,5,2,5,1,0,2,0,0,0,0,15,10,5
,104,公立,一般大學,8,國立中央大學,化學學系,15,14,1,12,1,1,0,1,0,0,0,0,0,15,14,1
,104,公立,一般大學,8,國立中央大學,地球科學學系,15,13,2,6,1,5,1,2,0,0,0,0,0,15,13,2
,104,公立,一般大學,8,國立中央大學,應用地質研究所,8,7,1,4,0,2,0,1,0,0,0,0,1,7,7,0
,104,公立,一般大學,8,國立中央大學,水文與海洋科學研究所,6,6,0,2,0,2,0,2,0,0,0,0,0,6,6,0
,104,公立,一般大學,8,國立中央大學,物理學系,32,28,4,14,0,8,3,6,1,0,0,0,0,32,28,4
,104,公立,一般大學,8,國立中央大學,大氣科學學系,14,11,3,7,1,2,2,2,0,0,0,0,0,14,11,3
,104,公立,一般大學,8,國立中央大學,天文研究所,8,8,0,4,0,1,0,3,0,0,0,0,0,8,8,0
,104,公立,一般大學,8,國立中央大學,太空科學研究所,13,9,4,5,1,3,1,1,2,0,0,0,0,13,9,4
,104,公立,一般大學,8,國立中央大學,太空及遙測研究中心,12,12,0,6,0,2,0,4,0,0,0,0,0,12,12,0
,104,公立,一般大學,8,國立中央大學,數學系,30,28,2,13,2,11,0,4,0,0,0,0,0,30,28,2
,104,公立,一般大學,8,國立中央大學,統計研究所,8,5,3,2,2,2,0,1,1,0,0,0,0,8,5,3
,104,公立,一般大學,8,國立中央大學,資訊管理學系,21,16,5,11,3,3,1,2,1,0,0,0,0,21,16,5
,104,公立,一般大學,8,國立中央大學,電機工程學系,35,31,4,19,0,7,1,4,3,1,0,0,0,34,30,4
,104,公立,一般大學,8,國立中央大學,光電科學與工程學系,22,19,3,9,0,8,2,2,1,0,0,0,0,22,19,3
,104,公立,一般大學,8,國立中央大學,資訊工程學系,27,24,3,14,2,8,1,2,0,0,0,0,0,27,24,3
,104,公立,一般大學,8,國立中央大學,通訊工程學系,15,14,1,10,0,3,0,1,1,0,0,0,0,15,14,1
,104,公立,一般大學,8,國立中央大學,機械工程學系,37,36,1,21,1,8,0,7,0,0,0,0,0,37,36,1
,104,公立,一般大學,8,國立中央大學,土木工程學系,25,23,2,18,0,3,1,2,0,0,0,0,1,24,23,1
,104,公立,一般大學,8,國立中央大學,化學工程與材料工程學系,22,22,0,14,0,2,0,6,0,0,0,0,0,22,22,0
,104,公立,一般大學,8,國立中央大學,材料科學與工程研究所,7,6,1,4,1,2,0,0,0,0,0,0,0,7,6,1
,104,公立,一般大學,8,國立中央大學,環境工程研究所,8,7,1,5,0,0,1,2,0,0,0,0,0,8,7,1
,104,公立,一般大學,8,國立中央大學,生醫科學與工程學系,13,11,2,3,0,5,2,3,0,0,0,0,0,13,11,2
,104,公立,一般大學,8,國立中央大學,能源工程研究所,7,6,1,2,0,0,0,4,1,0,0,0,0,7,6,1
,104,公立,一般大學,8,國立中央大學,通識教育中心,4,2,2,0,0,1,0,1,1,0,0,0,1,3,2,1
,104,公立,一般大學,8,國立中央大學,體育室,13,11,2,1,0,3,1,3,0,4,1,0,0,8,7,1
,104,公立,一般大學,8,國立中央大學,軍訓教官,5,2,3,0,0,0,0,0,0,0,0,2,3,0,0,0
,104,公立,一般大學,8,國立中央大學,師資培育中心,5,3,2,0,1,2,1,1,0,0,0,0,0,5,3,2
,104,公立,一般大學,8,國立中央大學,人文研究中心,2,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0
,104,公立,一般大學,8,國立中央大學,新世代太陽能電池研究中心,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0
,104,公立,一般大學,8,國立中央大學,圖書館,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
,104,公立,一般大學,8,國立中央大學,語言中心,15,2,13,0,0,0,0,0,1,2,12,0,0,1,0,1
,104,公立,一般大學,8,國立中央大學,數據分析方法研究中心,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
,104,公立,一般大學,9,國立中山大學,教育研究所,7,2,5,2,4,0,1,0,0,0,0,0,0,7,2,5
,104,公立,一般大學,9,國立中山大學,音樂學系,12,1,11,0,3,0,6,1,2,0,0,0,0,12,1,11
,104,公立,一般大學,9,國立中山大學,劇場藝術學系,10,6,4,0,1,2,2,3,0,1,1,0,0,8,5,3
