學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀輔系人次小計,修讀輔系人次男,修讀輔系人次女
106,1,公立,一般大學,0052,國立屏東大學,04121045,財務金融學系,學士班(日間),9,2,7
106,1,公立,一般大學,0052,國立屏東大學,04131039,企業管理學系,學士班(日間),1,1,0
106,1,公立,一般大學,0052,國立屏東大學,04131042,商業自動化與管理學系,學士班(日間),4,1,3
106,1,公立,一般大學,0052,國立屏東大學,04132046,行銷與流通管理學系,學士班(日間),2,0,2
106,1,公立,一般大學,0052,國立屏東大學,04141044,國際貿易學系,學士班(日間),13,3,10
106,1,公立,一般大學,0052,國立屏東大學,04199047,不動產經營學系,學士班(日間),1,1,0
106,1,公立,一般大學,0052,國立屏東大學,05311050,應用化學系,學士班(日間),1,1,0
106,1,公立,一般大學,0052,國立屏東大學,05331053,應用物理系,學士班(日間),1,1,0
106,1,公立,一般大學,0052,國立屏東大學,05411055,應用數學系,學士班(日間),2,2,0
106,1,公立,一般大學,0052,國立屏東大學,06131057,資訊管理學系,學士班(日間),6,5,1
106,1,公立,一般大學,0052,國立屏東大學,06131061,資訊科學系,學士班(日間),4,1,3
106,1,公立,一般大學,0052,國立屏東大學,07141062,電腦與通訊學系,學士班(日間),3,3,0
106,1,公立,一般大學,0052,國立屏東大學,10151065,休閒事業經營學系,學士班(日間),4,2,2
106,1,私立,一般大學,1001,東海大學,02123011,工業設計學系,學士班(日間),1,0,1
106,1,私立,一般大學,1001,東海大學,02131002,美術學系,學士班(日間),2,0,2
106,1,私立,一般大學,1001,東海大學,02151003,音樂學系,學士班(日間),2,0,2
106,1,私立,一般大學,1001,東海大學,02221009,歷史學系,學士班(日間),14,9,5
106,1,私立,一般大學,1001,東海大學,02231010,哲學系,學士班(日間),22,8,14
106,1,私立,一般大學,1001,東海大學,02311005,外國語文學系,學士班(日間),53,14,39
106,1,私立,一般大學,1001,東海大學,02311007,日本語言文化學系,學士班(日間),46,6,40
106,1,私立,一般大學,1001,東海大學,02322004,中國文學系,學士班(日間),9,1,8
106,1,私立,一般大學,1001,東海大學,03111012,經濟學系,學士班(日間),57,10,47
106,1,私立,一般大學,1001,東海大學,03121013,政治學系,學士班(日間),20,8,12
106,1,私立,一般大學,1001,東海大學,03141014,社會學系,學士班(日間),29,12,17
106,1,私立,一般大學,1001,東海大學,04111018,會計學系,學士班(日間),9,1,8
106,1,私立,一般大學,1001,東海大學,04121024,財務金融學系,學士班(日間),23,7,16
106,1,私立,一般大學,1001,東海大學,04131019,企業管理學系,學士班(日間),21,12,9
106,1,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,學士班(日間),6,3,3
106,1,私立,一般大學,1001,東海大學,04134016,行政管理暨政策學系,學士班(日間),6,0,6
106,1,私立,一般大學,1001,東海大學,04141023,國際經營與貿易學系,學士班(日間),22,7,15
106,1,私立,一般大學,1001,東海大學,04211027,法律學系,學士班(日間),11,4,7
106,1,私立,一般大學,1001,東海大學,05111028,生命科學系,學士班(日間),6,3,3
106,1,私立,一般大學,1001,東海大學,05311030,化學系,學士班(日間),7,2,5
106,1,私立,一般大學,1001,東海大學,05331032,應用物理學系,學士班(日間),4,3,1
106,1,私立,一般大學,1001,東海大學,05411034,應用數學系,學士班(日間),26,18,8
106,1,私立,一般大學,1001,東海大學,05421035,統計學系,學士班(日間),4,1,3
106,1,私立,一般大學,1001,東海大學,06131036,資訊管理學系,學士班(日間),2,0,2
106,1,私立,一般大學,1001,東海大學,07111042,化學工程與材料工程學系,學士班(日間),3,3,0
106,1,私立,一般大學,1001,東海大學,07121045,環境科學與工程學系,學士班(日間),3,2,1
106,1,私立,一般大學,1001,東海大學,07141037,電機工程學系,學士班(日間),1,1,0
106,1,私立,一般大學,1001,東海大學,07141039,資訊工程學系,學士班(日間),7,5,2
106,1,私立,一般大學,1001,東海大學,07191044,工業工程與經營資訊學系,學士班(日間),10,6,4
106,1,私立,一般大學,1001,東海大學,07211052,食品科學系,學士班(日間),3,2,1
106,1,私立,一般大學,1001,東海大學,07311048,建築學系,學士班(日間),1,0,1
106,1,私立,一般大學,1001,東海大學,07312049,景觀學系,學士班(日間),4,1,3
106,1,私立,一般大學,1001,東海大學,08112051,畜產與生物科技學系,學士班(日間),3,1,2
106,1,私立,一般大學,1001,東海大學,09231053,社會工作學系,學士班(日間),3,0,3
106,1,私立,一般大學,1001,東海大學,10131054,餐旅管理學系,學士班(日間),5,0,5
106,1,私立,一般大學,1001,東海大學,10152055,運動休閒與健康管理學位學程,學士班(進修),5,1,4
106,1,私立,一般大學,1002,輔仁大學,01114046,教育領導與科技發展學士學位學程,學士班(日間),22,7,15
106,1,私立,一般大學,1002,輔仁大學,02122078,應用美術學系,學士班(日間),14,2,12
106,1,私立,一般大學,1002,輔仁大學,02122078,應用美術學系,學士班(進修),2,0,2
106,1,私立,一般大學,1002,輔仁大學,02122087,藝術與文化創意學士學位學程,學士班(進修),11,1,10
106,1,私立,一般大學,1002,輔仁大學,02125082,織品服裝學系,學士班(日間),99,2,97
106,1,私立,一般大學,1002,輔仁大學,02151034,音樂學系,學士班(日間),9,4,5
106,1,私立,一般大學,1002,輔仁大學,02211006,天主教研修學士學位學程,學士班(日間),9,4,5
106,1,私立,一般大學,1002,輔仁大學,02211019,宗教學系,學士班(日間),63,26,37
106,1,私立,一般大學,1002,輔仁大學,02211019,宗教學系,學士班(進修),6,6,0
106,1,私立,一般大學,1002,輔仁大學,02221074,歷史學系,學士班(日間),107,52,55
106,1,私立,一般大學,1002,輔仁大學,02221074,歷史學系,學士班(進修),4,3,1
106,1,私立,一般大學,1002,輔仁大學,02231037,哲學系,學士班(日間),80,36,44
106,1,私立,一般大學,1002,輔仁大學,02231037,哲學系,學士班(進修),9,2,7
106,1,私立,一般大學,1002,輔仁大學,02311009,日本語文學系,學士班(日間),104,23,81
106,1,私立,一般大學,1002,輔仁大學,02311009,日本語文學系,學士班(進修),13,6,7
106,1,私立,一般大學,1002,輔仁大學,02311016,西班牙語文學系,學士班(日間),53,9,44
106,1,私立,一般大學,1002,輔仁大學,02311021,法國語文學系,學士班(日間),48,11,37
106,1,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,學士班(日間),41,12,29
106,1,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,學士班(進修),29,3,26
106,1,私立,一般大學,1002,輔仁大學,02311057,義大利語文學系,學士班(日間),52,9,43
106,1,私立,一般大學,1002,輔仁大學,02311072,德語語文學系,學士班(日間),45,3,42
106,1,私立,一般大學,1002,輔仁大學,02322003,中國文學系,學士班(日間),116,23,93
106,1,私立,一般大學,1002,輔仁大學,02322003,中國文學系,學士班(進修),18,4,14
106,1,私立,一般大學,1002,輔仁大學,03111055,經濟學系,學士班(日間),52,23,29
106,1,私立,一般大學,1002,輔仁大學,03111055,經濟學系,學士班(進修),3,2,1
106,1,私立,一般大學,1002,輔仁大學,03131007,心理學系,學士班(日間),23,6,17
106,1,私立,一般大學,1002,輔仁大學,03131081,臨床心理學系,學士班(日間),18,5,13
106,1,私立,一般大學,1002,輔仁大學,03141023,社會學系,學士班(日間),44,11,33
106,1,私立,一般大學,1002,輔仁大學,03211001,大眾傳播學士學位學程,學士班(進修),5,0,5
106,1,私立,一般大學,1002,輔仁大學,03212053,新聞傳播學系,學士班(日間),37,7,30
106,1,私立,一般大學,1002,輔仁大學,03213070,影像傳播學系,學士班(日間),50,9,41
106,1,私立,一般大學,1002,輔仁大學,03222065,圖書資訊學系,學士班(日間),55,17,38
106,1,私立,一般大學,1002,輔仁大學,03222065,圖書資訊學系,學士班(進修),5,2,3
106,1,私立,一般大學,1002,輔仁大學,04111054,會計學系,學士班(日間),43,13,30
106,1,私立,一般大學,1002,輔仁大學,04121027,金融與國際企業學系,學士班(日間),72,18,54
106,1,私立,一般大學,1002,輔仁大學,04131015,企業管理學系,學士班(日間),83,25,58
106,1,私立,一般大學,1002,輔仁大學,04131039,商業管理學士學位學程,學士班(進修),10,0,10
106,1,私立,一般大學,1002,輔仁大學,04143069,廣告傳播學系,學士班(日間),25,2,23
106,1,私立,一般大學,1002,輔仁大學,04211020,法律學系,學士班(日間),40,17,23
106,1,私立,一般大學,1002,輔仁大學,04211020,法律學系,學士班(進修),2,0,2
106,1,私立,一般大學,1002,輔仁大學,04211020,學士後法律學系,學士班(日間),1,1,0
106,1,私立,一般大學,1002,輔仁大學,04212038,財經法律學系,學士班(日間),27,11,16
106,1,私立,一般大學,1002,輔仁大學,05111011,生命科學系,學士班(日間),13,4,9
106,1,私立,一般大學,1002,輔仁大學,05191080,營養科學系,學士班(日間),16,2,14
106,1,私立,一般大學,1002,輔仁大學,05311005,化學系,學士班(日間),5,0,5
106,1,私立,一般大學,1002,輔仁大學,05331022,物理學系,學士班(日間),6,2,4
106,1,私立,一般大學,1002,輔仁大學,05411073,數學系,學士班(日間),23,10,13
106,1,私立,一般大學,1002,輔仁大學,05421049,統計資訊學系,學士班(日間),20,7,13
106,1,私立,一般大學,1002,輔仁大學,06131058,資訊工程學系,學士班(日間),10,4,6
106,1,私立,一般大學,1002,輔仁大學,06131059,資訊管理學系,學士班(日間),46,21,25
106,1,私立,一般大學,1002,輔仁大學,06132050,軟體工程與數位創意學士學位學程,學士班(進修),6,4,2
106,1,私立,一般大學,1002,輔仁大學,06199086,醫學資訊與創新應用學士學位學程,學士班(日間),1,0,1
106,1,私立,一般大學,1002,輔仁大學,07141064,電機工程學系,學士班(日間),10,7,3
106,1,私立,一般大學,1002,輔仁大學,07211035,食品科學系,學士班(日間),19,3,16
106,1,私立,一般大學,1002,輔仁大學,07312052,景觀設計學系,學士班(日間),19,5,14
106,1,私立,一般大學,1002,輔仁大學,09121085,醫學系,學士班(日間),1,0,1
106,1,私立,一般大學,1002,輔仁大學,09131018,呼吸治療學系,學士班(日間),4,1,3
106,1,私立,一般大學,1002,輔仁大學,09131088,護理學系,學士班(日間),9,1,8
106,1,私立,一般大學,1002,輔仁大學,09152084,職能治療學系,學士班(日間),5,0,5
106,1,私立,一般大學,1002,輔仁大學,09191004,公共衛生學系,學士班(日間),26,7,19
106,1,私立,一般大學,1002,輔仁大學,09221017,兒童與家庭學系,學士班(日間),27,3,24
106,1,私立,一般大學,1002,輔仁大學,09231024,社會工作學系,學士班(日間),34,4,30
106,1,私立,一般大學,1002,輔仁大學,10131075,餐旅管理學系,學士班(日間),79,19,60
106,1,私立,一般大學,1002,輔仁大學,10131075,餐旅管理學系,學士班(進修),1,0,1
106,1,私立,一般大學,1002,輔仁大學,10141089,體育學系,學士班(日間),31,14,17
106,1,私立,一般大學,1002,輔仁大學,10152062,運動休閒管理學士學位學程,學士班(進修),4,0,4
106,1,私立,一般大學,1003,東吳大學,02151001,音樂學系,學士班(日間),3,0,3
106,1,私立,一般大學,1003,東吳大學,02221006,歷史學系,學士班(日間),25,12,13
106,1,私立,一般大學,1003,東吳大學,02231007,哲學系,學士班(日間),16,5,11
106,1,私立,一般大學,1003,東吳大學,02311004,英文學系,學士班(日間),68,13,55
106,1,私立,一般大學,1003,東吳大學,02311005,日本語文學系,學士班(日間),55,6,49
106,1,私立,一般大學,1003,東吳大學,02311012,德國文化學系,學士班(日間),29,2,27
106,1,私立,一般大學,1003,東吳大學,02322002,中國文學系,學士班(日間),37,7,30
106,1,私立,一般大學,1003,東吳大學,03111008,經濟學系,學士班(日間),40,14,26
106,1,私立,一般大學,1003,東吳大學,03121009,政治學系,學士班(日間),26,11,15
106,1,私立,一般大學,1003,東吳大學,03131011,心理學系,學士班(日間),25,9,16
106,1,私立,一般大學,1003,東吳大學,03141010,社會學系,學士班(日間),46,5,41
106,1,私立,一般大學,1003,東吳大學,04111015,會計學系,學士班(日間),21,3,18
106,1,私立,一般大學,1003,東吳大學,04121027,財務工程與精算數學系,學士班(日間),16,9,7
106,1,私立,一般大學,1003,東吳大學,04131016,企業管理學系,學士班(日間),33,9,24
106,1,私立,一般大學,1003,東吳大學,04141019,國際經營與貿易學系,學士班(日間),33,7,26
106,1,私立,一般大學,1003,東吳大學,04191014,商學進修學士班,學士班(進修),1,0,1
106,1,私立,一般大學,1003,東吳大學,04211021,法律學系,學士班(日間),26,13,13
106,1,私立,一般大學,1003,東吳大學,05122022,微生物學系,學士班(日間),4,0,4
106,1,私立,一般大學,1003,東吳大學,05311023,化學系,學士班(日間),3,0,3
106,1,私立,一般大學,1003,東吳大學,05411025,數學系,學士班(日間),3,1,2
106,1,私立,一般大學,1003,東吳大學,06131028,資訊管理學系,學士班(日間),4,1,3
106,1,私立,一般大學,1003,東吳大學,06199031,巨量資料管理學院學士學位學程,學士班(日間),6,4,2
106,1,私立,一般大學,1003,東吳大學,09231030,社會工作學系,學士班(日間),20,2,18
106,1,私立,一般大學,1004,中原大學,01113002,特殊教育學系,學士班(日間),46,16,30
106,1,私立,一般大學,1004,中原大學,02112008,商業設計學系,學士班(日間),13,1,12
106,1,私立,一般大學,1004,中原大學,02122048,設計學院設計學士原住民專班,學士班(日間),2,0,2
106,1,私立,一般大學,1004,中原大學,02124009,室內設計學系,學士班(日間),8,2,6
106,1,私立,一般大學,1004,中原大學,02311005,應用外國語文學系,學士班(日間),88,19,69
106,1,私立,一般大學,1004,中原大學,02323004,應用華語文學系,學士班(日間),73,11,62
106,1,私立,一般大學,1004,中原大學,03131011,心理學系,學士班(日間),52,13,39
106,1,私立,一般大學,1004,中原大學,04111013,會計學系,學士班(日間),82,19,63
106,1,私立,一般大學,1004,中原大學,04121019,財務金融學系,學士班(日間),66,30,36
106,1,私立,一般大學,1004,中原大學,04131014,企業管理學系,學士班(日間),238,75,163
106,1,私立,一般大學,1004,中原大學,04141018,國際經營與貿易學系,學士班(日間),41,8,33
106,1,私立,一般大學,1004,中原大學,04212021,財經法律學系,學士班(日間),91,29,62
106,1,私立,一般大學,1004,中原大學,05121022,生物科技學系,學士班(日間),27,9,18
106,1,私立,一般大學,1004,中原大學,05311023,化學系,學士班(日間),4,2,2
106,1,私立,一般大學,1004,中原大學,05331024,物理學系,學士班(日間),13,10,3
106,1,私立,一般大學,1004,中原大學,05411027,應用數學系,學士班(日間),16,8,8
106,1,私立,一般大學,1004,中原大學,06131028,資訊管理學系,學士班(日間),24,7,17
106,1,私立,一般大學,1004,中原大學,07111037,化學工程學系,學士班(日間),9,5,4
106,1,私立,一般大學,1004,中原大學,07121042,環境工程學系,學士班(日間),5,3,2
106,1,私立,一般大學,1004,中原大學,07141029,電機工程學系,學士班(日間),12,9,3
106,1,私立,一般大學,1004,中原大學,07141030,電子工程學系,學士班(日間),17,10,7
106,1,私立,一般大學,1004,中原大學,07141031,資訊工程學系,學士班(日間),5,5,0
106,1,私立,一般大學,1004,中原大學,07141033,電機資訊學院學士班,學士班(日間),1,1,0
106,1,私立,一般大學,1004,中原大學,07151034,機械工程學系,學士班(日間),5,4,1
106,1,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,學士班(日間),27,13,14
106,1,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,學士班(日間),4,1,3
106,1,私立,一般大學,1004,中原大學,07311046,建築學系,學士班(日間),8,4,4
106,1,私立,一般大學,1004,中原大學,07312047,景觀學系,學士班(日間),7,1,6
106,1,私立,一般大學,1004,中原大學,07321035,土木工程學系,學士班(日間),14,8,6
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),73,10,63
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),97,57,40
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311079,英美語言文化學系全英語學士班,學士班(日間),1,0,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),34,3,31
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),153,30,123
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,學士班(日間),171,46,125
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),90,20,70
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),116,11,105
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),159,20,139
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(進修),2,0,2
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),93,10,83
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(進修),2,2,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,學士班(日間),34,10,24
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),55,20,35
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),13,5,8
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),27,5,22
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03214054,資訊傳播學系,學士班(日間),13,3,10
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,學士班(日間),94,20,74
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,學士班(日間),30,6,24
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),15,1,14
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),37,11,26
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(進修),1,1,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123033,保險學系,學士班(日間),68,16,52
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),61,13,48
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,學士班(日間),46,9,37
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(日間),72,18,54
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),72,19,53
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05311031,化學學系,學士班(日間),2,2,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05331030,物理學系,學士班(日間),3,2,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05399029,理學院尖端材料科學學士學位學程,學士班(日間),2,1,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,學士班(日間),10,3,7
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05421024,統計學系,學士班(日間),39,19,20
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(日間),5,3,2
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,學士班(日間),32,14,18
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07111010,化學工程與材料工程學系,學士班(日間),4,4,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07122009,水資源及環境工程學系,學士班(日間),9,5,4
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,學士班(日間),7,5,2
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,學士班(進修),1,1,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,學士班(日間),2,1,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,學士班(日間),1,1,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),1,0,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),9,5,4
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),1,0,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),26,11,15
106,1,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),9,4,5
106,1,私立,一般大學,1006,中國文化大學,02112060,數位媒體學士學位學程,學士班(進修),1,0,1
106,1,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),4,2,2
106,1,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,學士班(日間),1,1,0
106,1,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,學士班(日間),3,1,2
106,1,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),6,1,5
106,1,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),4,0,4
106,1,私立,一般大學,1006,中國文化大學,02231081,哲學系,學士班(日間),3,2,1
106,1,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,學士班(日間),51,4,47
106,1,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,學士班(日間),4,3,1
106,1,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),10,2,8
106,1,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),76,23,53
106,1,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,學士班(日間),6,1,5
106,1,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),11,2,9
106,1,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),4,1,3
106,1,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),2,0,2
106,1,私立,一般大學,1006,中國文化大學,03121061,政治學系,學士班(日間),2,1,1
106,1,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),4,1,3
106,1,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),1,1,0
106,1,私立,一般大學,1006,中國文化大學,03199049,勞工關係學系,學士班(日間),7,1,6
106,1,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),12,2,10
106,1,私立,一般大學,1006,中國文化大學,03211101,資訊傳播學系,學士班(日間),5,0,5
106,1,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),8,4,4
106,1,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),18,6,12
106,1,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),12,5,7
106,1,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),10,0,10
106,1,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),5,0,5
106,1,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),16,4,12
106,1,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),14,0,14
106,1,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(進修),2,1,1
106,1,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),1,0,1
106,1,私立,一般大學,1006,中國文化大學,05111091,生命科學系,學士班(日間),2,0,2
106,1,私立,一般大學,1006,中國文化大學,05191057,保健營養學系,學士班(日間),3,0,3
106,1,私立,一般大學,1006,中國文化大學,05322097,大氣科學系,學士班(日間),1,0,1
106,1,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),1,1,0
106,1,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,學士班(日間),1,0,1
106,1,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),1,1,0
106,1,私立,一般大學,1006,中國文化大學,07313118,都市計劃與開發管理學系,學士班(日間),4,1,3
106,1,私立,一般大學,1006,中國文化大學,08112116,動物科學系,學士班(日間),1,0,1
106,1,私立,一般大學,1006,中國文化大學,08211054,森林暨自然保育學系,學士班(日間),2,1,1
106,1,私立,一般大學,1006,中國文化大學,09231082,社會福利學系,學士班(日間),7,2,5
106,1,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),2,0,2
106,1,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),10,1,9
106,1,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),35,8,27
106,1,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),15,3,12
106,1,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),10,5,5
106,1,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),10,3,7
106,1,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),8,2,6
106,1,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),18,12,6
106,1,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),2,2,0
106,1,私立,一般大學,1007,逢甲大學,04122032,財稅學系,學士班(日間),8,1,7
106,1,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,學士班(日間),11,1,10
106,1,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),35,17,18
106,1,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),2,0,2
106,1,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),8,2,6
106,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),15,4,11
106,1,私立,一般大學,1007,逢甲大學,04141033,行銷學系,學士班(日間),9,1,8
106,1,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),4,0,4
106,1,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),22,2,20
106,1,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),6,5,1
106,1,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),2,1,1
106,1,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,學士班(日間),3,1,2
106,1,私立,一般大學,1007,逢甲大學,07122077,水利工程與資源保育學系,學士班(日間),3,3,0
106,1,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,學士班(日間),2,2,0
106,1,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,學士班(日間),4,4,0
106,1,私立,一般大學,1007,逢甲大學,07141047,光電學系,學士班(日間),2,1,1
106,1,私立,一般大學,1007,逢甲大學,07141049,自動控制工程學系,學士班(日間),1,1,0
106,1,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,學士班(日間),1,1,0
106,1,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),3,2,1
106,1,私立,一般大學,1007,逢甲大學,07151062,精密系統設計學士學位學程,學士班(日間),3,1,2
106,1,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,學士班(日間),1,1,0
106,1,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),1,1,0
106,1,私立,一般大學,1007,逢甲大學,07192074,纖維與複合材料學系,學士班(日間),3,1,2
106,1,私立,一般大學,1007,逢甲大學,07311083,建築專業學院學士班,學士班(日間),1,1,0
106,1,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),6,0,6
106,1,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),3,3,0
106,1,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),6,2,4
106,1,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),106,21,85
106,1,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),59,9,50
