學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀輔系人次小計,修讀輔系人次男,修讀輔系人次女
107,2,公立,一般大學,0008,國立中央大學,07321067,土木工程學系,學士班(日間),3,2,1
107,2,公立,一般大學,0009,國立中山大學,02151002,音樂學系,學士班(日間),1,0,1
107,2,公立,一般大學,0009,國立中山大學,02152003,劇場藝術學系,學士班(日間),3,2,1
107,2,公立,一般大學,0009,國立中山大學,02311006,外國語文學系,學士班(日間),7,3,4
107,2,公立,一般大學,0009,國立中山大學,02322005,中國文學系,學士班(日間),14,5,9
107,2,公立,一般大學,0009,國立中山大學,03141013,社會學系,學士班(日間),10,4,6
107,2,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,學士班(日間),4,3,1
107,2,公立,一般大學,0009,國立中山大學,04131021,企業管理學系,學士班(日間),4,1,3
107,2,公立,一般大學,0009,國立中山大學,04134010,政治經濟學系,學士班(日間),11,3,8
107,2,公立,一般大學,0009,國立中山大學,05111033,生物科學系,學士班(日間),2,2,0
107,2,公立,一般大學,0009,國立中山大學,05311037,化學系,學士班(日間),1,1,0
107,2,公立,一般大學,0009,國立中山大學,05323044,海洋生物科技暨資源學系,學士班(日間),3,3,0
107,2,公立,一般大學,0009,國立中山大學,05323047,海洋科學系,學士班(日間),4,1,3
107,2,公立,一般大學,0009,國立中山大學,05331038,物理學系,學士班(日間),2,2,0
107,2,公立,一般大學,0009,國立中山大學,05411051,應用數學系,學士班(日間),3,3,0
107,2,公立,一般大學,0009,國立中山大學,06111055,資訊工程學系,學士班(日間),5,4,1
107,2,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,學士班(日間),6,3,3
107,2,公立,一般大學,0009,國立中山大學,07122065,海洋環境及工程學系,學士班(日間),3,2,1
107,2,公立,一般大學,0009,國立中山大學,07141053,電機工程學系,學士班(日間),1,0,1
107,2,公立,一般大學,0009,國立中山大學,07151061,機械與機電工程學系,學士班(日間),7,7,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,02122005,海洋文創設計產業學士學位學程,學士班(日間),1,0,1
107,2,公立,一般大學,0012,國立臺灣海洋大學,04199056,海洋經營管理學士學位學程,學士班(日間),3,3,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,04212010,海洋法政學士學位學程,學士班(日間),2,1,1
107,2,公立,一般大學,0012,國立臺灣海洋大學,05121014,生命科學暨生物科技學系,學士班(日間),4,4,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,06131028,資訊工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,07122040,河海工程學系,學士班(日間),2,2,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,07122041,海洋工程科技學士學位學程,學士班(日間),2,2,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,07141025,電機工程學系,學士班(日間),2,2,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,07141027,光電與材料科技學士學位學程,學士班(日間),2,1,1
107,2,公立,一般大學,0012,國立臺灣海洋大學,07151036,機械與機電工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,07163035,輪機工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,07211042,食品科學系,學士班(日間),1,1,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,08311045,環境生物與漁業科學學系,學士班(日間),2,2,0
107,2,公立,一般大學,0012,國立臺灣海洋大學,08312046,水產養殖學系,學士班(日間),6,3,3
107,2,公立,一般大學,0012,國立臺灣海洋大學,10411050,運輸科學系,學士班(日間),3,0,3
107,2,公立,一般大學,0012,國立臺灣海洋大學,10412048,航運管理學系,學士班(日間),1,0,1
107,2,公立,一般大學,0012,國立臺灣海洋大學,10414052,商船學系,學士班(日間),4,1,3
107,2,公立,一般大學,0013,國立中正大學,01112005,成人及繼續教育學系,學士班(日間),4,2,2
107,2,公立,一般大學,0013,國立中正大學,02221015,歷史學系,學士班(日間),10,4,6
107,2,公立,一般大學,0013,國立中正大學,02231016,哲學系,學士班(日間),5,2,3
107,2,公立,一般大學,0013,國立中正大學,02311012,外國語文學系,學士班(日間),9,4,5
107,2,公立,一般大學,0013,國立中正大學,02322011,中國文學系,學士班(日間),13,2,11
107,2,公立,一般大學,0013,國立中正大學,03111017,經濟學系,學士班(日間),8,4,4
107,2,公立,一般大學,0013,國立中正大學,03121018,政治學系,學士班(日間),15,8,7
107,2,公立,一般大學,0013,國立中正大學,03131019,心理學系,碩士在職專班,10,4,6
107,2,公立,一般大學,0013,國立中正大學,03191025,勞工關係學系,學士班(日間),10,5,5
107,2,公立,一般大學,0013,國立中正大學,03199026,犯罪防治學系,學士班(日間),16,0,16
107,2,公立,一般大學,0013,國立中正大學,03211028,傳播學系,學士班(日間),10,1,9
107,2,公立,一般大學,0013,國立中正大學,04111032,會計與資訊科技學系,學士班(日間),2,1,1
107,2,公立,一般大學,0013,國立中正大學,04121034,財務金融學系,學士班(日間),7,1,6
107,2,公立,一般大學,0013,國立中正大學,04131033,企業管理學系,學士班(日間),26,8,18
107,2,公立,一般大學,0013,國立中正大學,04211039,法律學系,學士班(日間),4,0,4
107,2,公立,一般大學,0013,國立中正大學,04212040,財經法律學系,學士班(日間),2,0,2
107,2,公立,一般大學,0013,國立中正大學,05121075,生物醫學科學系,學士班(日間),9,3,6
107,2,公立,一般大學,0013,國立中正大學,05321047,地球與環境科學系,學士班(日間),2,1,1
107,2,公立,一般大學,0013,國立中正大學,05331067,物理學系,學士班(日間),2,1,1
107,2,公立,一般大學,0013,國立中正大學,05411049,數學系,學士班(日間),2,1,1
107,2,公立,一般大學,0013,國立中正大學,06131053,資訊管理學系,學士班(日間),5,1,4
107,2,公立,一般大學,0013,國立中正大學,06131055,資訊工程學系,學士班(日間),3,2,1
107,2,公立,一般大學,0013,國立中正大學,07111061,化學工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0013,國立中正大學,07141054,電機工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0013,國立中正大學,07151058,機械工程學系,學士班(日間),2,2,0
107,2,公立,一般大學,0013,國立中正大學,09231063,社會福利學系,學士班(日間),13,4,9
107,2,公立,一般大學,0013,國立中正大學,10141064,運動競技學系,學士班(日間),1,0,1
107,2,公立,一般大學,0014,國立高雄師範大學,01111001,教育學系,學士班(日間),8,3,5
107,2,公立,一般大學,0014,國立高雄師範大學,01113010,特殊教育學系,學士班(日間),26,4,22
107,2,公立,一般大學,0014,國立高雄師範大學,01141005,體育學系,學士班(日間),1,1,0
107,2,公立,一般大學,0014,國立高雄師範大學,02112022,視覺設計學系,學士班(日間),2,0,2
107,2,公立,一般大學,0014,國立高雄師範大學,02123024,工業設計學系,學士班(日間),1,0,1
107,2,公立,一般大學,0014,國立高雄師範大學,02131012,美術學系,學士班(日間),1,0,1
107,2,公立,一般大學,0014,國立高雄師範大學,02151013,音樂學系,學士班(日間),1,0,1
107,2,公立,一般大學,0014,國立高雄師範大學,02311021,英語學系,學士班(日間),19,3,16
107,2,公立,一般大學,0014,國立高雄師範大學,02322019,國文學系,學士班(日間),2,0,2
107,2,公立,一般大學,0014,國立高雄師範大學,03142030,地理學系,學士班(日間),1,0,1
107,2,公立,一般大學,0014,國立高雄師範大學,04131032,事業經營學系,學士班(日間),2,0,2
107,2,公立,一般大學,0014,國立高雄師範大學,05411038,數學系,學士班(日間),3,2,1
107,2,公立,一般大學,0015,國立彰化師範大學,01113012,特殊教育學系,學士班(日間),51,8,43
107,2,公立,一般大學,0015,國立彰化師範大學,01131006,公共事務與公民教育學系,學士班(日間),2,0,2
107,2,公立,一般大學,0015,國立彰化師範大學,01141007,工業教育與技術學系,學士班(日間),5,5,0
107,2,公立,一般大學,0015,國立彰化師範大學,01141011,運動學系,學士班(日間),3,0,3
107,2,公立,一般大學,0015,國立彰化師範大學,02131017,美術學系,學士班(日間),3,0,3
107,2,公立,一般大學,0015,國立彰化師範大學,02311020,英語學系,學士班(日間),22,6,16
107,2,公立,一般大學,0015,國立彰化師範大學,02322019,國文學系,學士班(日間),16,3,13
107,2,公立,一般大學,0015,國立彰化師範大學,03131025,輔導與諮商學系,學士班(日間),4,1,3
107,2,公立,一般大學,0015,國立彰化師範大學,03142027,地理學系,學士班(日間),4,2,2
107,2,公立,一般大學,0015,國立彰化師範大學,04111028,會計學系,學士班(日間),6,0,6
107,2,公立,一般大學,0015,國立彰化師範大學,04121031,財務金融技術學系,學士班(日間),4,2,2
107,2,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,學士班(日間),1,0,1
107,2,公立,一般大學,0015,國立彰化師範大學,05111034,生物學系,學士班(日間),4,2,2
107,2,公立,一般大學,0015,國立彰化師範大學,05311035,化學系,學士班(日間),1,0,1
107,2,公立,一般大學,0015,國立彰化師範大學,05331037,物理學系,學士班(日間),1,1,0
107,2,公立,一般大學,0015,國立彰化師範大學,05411038,數學系,學士班(日間),2,2,0
107,2,公立,一般大學,0015,國立彰化師範大學,06131040,資訊管理學系,學士班(日間),8,3,5
107,2,公立,一般大學,0015,國立彰化師範大學,06131050,資訊工程學系,學士班(日間),2,2,0
107,2,公立,一般大學,0015,國立彰化師範大學,07141042,電機工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0015,國立彰化師範大學,07151054,機電工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0016,國立陽明大學,07193021,生物醫學工程學系,學士班(日間),2,2,0
107,2,公立,一般大學,0016,國立陽明大學,09141057,醫學生物技術暨檢驗學系,學士班(日間),1,1,0
107,2,公立,一般大學,0017,國立臺北大學,02221005,歷史學系,學士班(日間),25,10,15
107,2,公立,一般大學,0017,國立臺北大學,02311004,應用外語學系,學士班(日間),51,10,41
107,2,公立,一般大學,0017,國立臺北大學,02322002,中國文學系,學士班(日間),19,9,10
107,2,公立,一般大學,0017,國立臺北大學,03111009,經濟學系,學士班(日間),34,18,16
107,2,公立,一般大學,0017,國立臺北大學,03111009,經濟學系,學士班(進修),4,1,3
107,2,公立,一般大學,0017,國立臺北大學,03141011,社會學系,學士班(日間),16,4,12
107,2,公立,一般大學,0017,國立臺北大學,04111017,會計學系,學士班(日間),16,9,7
107,2,公立,一般大學,0017,國立臺北大學,04121022,金融與合作經營學系,學士班(日間),9,2,7
107,2,公立,一般大學,0017,國立臺北大學,04121022,金融與合作經營學系,學士班(進修),4,1,3
107,2,公立,一般大學,0017,國立臺北大學,04122023,財政學系,學士班(日間),22,8,14
107,2,公立,一般大學,0017,國立臺北大學,04122023,財政學系,學士班(進修),1,0,1
107,2,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,學士班(日間),35,14,21
107,2,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,學士班(進修),4,1,3
107,2,公立,一般大學,0017,國立臺北大學,04134013,公共行政暨政策學系,學士班(日間),78,23,55
107,2,公立,一般大學,0017,國立臺北大學,04134013,公共行政暨政策學系,學士班(進修),9,3,6
107,2,公立,一般大學,0017,國立臺北大學,04134024,不動產與城鄉環境學系,學士班(日間),29,12,17
107,2,公立,一般大學,0017,國立臺北大學,04134024,不動產與城鄉環境學系,學士班(進修),3,2,1
107,2,公立,一般大學,0017,國立臺北大學,04141026,商學院數位行銷進修學士學位學程,學士班(進修),1,0,1
107,2,公立,一般大學,0017,國立臺北大學,04211028,法律學系,學士班(日間),44,17,27
107,2,公立,一般大學,0017,國立臺北大學,04211028,法律學系,學士班(進修),14,10,4
107,2,公立,一般大學,0017,國立臺北大學,05421033,統計學系,學士班(日間),15,10,5
107,2,公立,一般大學,0017,國立臺北大學,06131036,資訊工程學系,學士班(日間),2,2,0
107,2,公立,一般大學,0017,國立臺北大學,07141035,電機工程學系,學士班(日間),4,3,1
107,2,公立,一般大學,0017,國立臺北大學,07141037,通訊工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0017,國立臺北大學,09231041,社會工作學系,學士班(日間),16,3,13
107,2,公立,一般大學,0017,國立臺北大學,09231041,社會工作學系,學士班(進修),2,0,2
107,2,公立,一般大學,0017,國立臺北大學,09231041,社會工作學系5年制,學士班(進修),1,1,0
107,2,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),10,2,8
107,2,公立,一般大學,0018,國立嘉義大學,01111001,教育學系,學士班(日間),7,1,6
107,2,公立,一般大學,0018,國立嘉義大學,01113017,特殊教育學系,學士班(日間),2,0,2
107,2,公立,一般大學,0018,國立嘉義大學,01116021,數位學習設計與管理學系,學士班(日間),5,3,2
107,2,公立,一般大學,0018,國立嘉義大學,01141113,體育與健康休閒學系,學士班(日間),2,1,1
107,2,公立,一般大學,0018,國立嘉義大學,02151024,音樂學系,學士班(日間),1,0,1
107,2,公立,一般大學,0018,國立嘉義大學,02221033,應用歷史學系,學士班(日間),4,2,2
107,2,公立,一般大學,0018,國立嘉義大學,02311031,外國語言學系,學士班(日間),25,6,19
107,2,公立,一般大學,0018,國立嘉義大學,02322029,中國文學系,學士班(日間),3,1,2
107,2,公立,一般大學,0018,國立嘉義大學,03131035,輔導與諮商學系,學士班(日間),1,0,1
107,2,公立,一般大學,0018,國立嘉義大學,04121041,財務金融學系,學士班(日間),1,0,1
107,2,公立,一般大學,0018,國立嘉義大學,04131038,企業管理學系,學士班(日間),3,0,3
107,2,公立,一般大學,0018,國立嘉義大學,04131045,生物事業管理學系,學士班(日間),6,2,4
107,2,公立,一般大學,0018,國立嘉義大學,04143044,行銷與觀光管理學系,學士班(日間),1,1,0
107,2,公立,一般大學,0018,國立嘉義大學,05111052,生物資源學系,學士班(日間),3,1,2
107,2,公立,一般大學,0018,國立嘉義大學,05121053,生化科技學系,學士班(日間),2,0,2
107,2,公立,一般大學,0018,國立嘉義大學,05199058,微生物免疫與生物藥學系,學士班(日間),3,0,3
107,2,公立,一般大學,0018,國立嘉義大學,05411062,應用數學系,學士班(日間),2,1,1
107,2,公立,一般大學,0018,國立嘉義大學,06131063,資訊管理學系,學士班(日間),1,0,1
107,2,公立,一般大學,0018,國立嘉義大學,06131066,資訊工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0018,國立嘉義大學,07151069,機械與能源工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0018,國立嘉義大學,07211088,食品科學系,學士班(日間),1,0,1
107,2,公立,一般大學,0018,國立嘉義大學,08111074,農藝學系,學士班(日間),1,0,1
107,2,公立,一般大學,0018,國立嘉義大學,08112079,動物科學系,學士班(日間),2,0,2
107,2,公立,一般大學,0018,國立嘉義大學,08192092,生物農業科技學系,學士班(日間),1,1,0
107,2,公立,一般大學,0018,國立嘉義大學,08211096,森林暨自然資源學系,學士班(日間),1,0,1
107,2,公立,一般大學,0018,國立嘉義大學,08211106,木質材料與設計學系,學士班(日間),2,1,1
107,2,公立,一般大學,0018,國立嘉義大學,08312047,水生生物科學系,學士班(日間),2,1,1
107,2,公立,一般大學,0018,國立嘉義大學,08411108,獸醫學系,學士班(日間),2,0,2
107,2,公立,一般大學,0019,國立高雄大學,02311002,西洋語文學系,學士班(日間),14,2,12
107,2,公立,一般大學,0019,國立高雄大學,02311003,東亞語文學系,學士班(日間),6,0,6
107,2,公立,一般大學,0019,國立高雄大學,04121011,金融管理學系,學士班(日間),4,0,4
107,2,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,學士班(日間),1,0,1
107,2,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,學士班(日間),1,1,0
107,2,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,學士班(日間),1,0,1
107,2,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,學士班(日間),1,1,0
107,2,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,學士班(日間),4,1,3
107,2,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,學士班(日間),1,1,0
107,2,公立,一般大學,0019,國立高雄大學,10141032,運動競技學系,學士班(日間),4,4,0
107,2,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,學士班(日間),11,6,5
107,2,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系,學士班(日間),145,27,118
107,2,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系,學士班(日間),22,7,15
107,2,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,學士班(日間),108,44,64
107,2,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,學士班(日間),14,0,14
107,2,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,學士班(日間),77,57,20
107,2,公立,一般大學,0020,國立東華大學,02121019,藝術與設計學系,學士班(日間),46,14,32
107,2,公立,一般大學,0020,國立東華大學,02151018,音樂學系,學士班(日間),1,0,1
107,2,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,學士班(日間),145,20,125
107,2,公立,一般大學,0020,國立東華大學,02221033,歷史學系,學士班(日間),105,48,57
107,2,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,學士班(日間),69,28,41
107,2,公立,一般大學,0020,國立東華大學,02311029,英美語文學系,學士班(日間),66,18,48
107,2,公立,一般大學,0020,國立東華大學,02321028,民族語言與傳播學系,學士班(日間),118,42,76
107,2,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,學士班(日間),58,12,46
107,2,公立,一般大學,0020,國立東華大學,02323104,華文文學系,學士班(日間),127,34,93
107,2,公立,一般大學,0020,國立東華大學,03111034,經濟學系,學士班(日間),30,14,16
107,2,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,學士班(日間),29,8,21
107,2,公立,一般大學,0020,國立東華大學,03141036,社會學系,學士班(日間),48,22,26
107,2,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,學士班(日間),70,34,36
107,2,公立,一般大學,0020,國立東華大學,03199040,民族事務與發展學系,學士班(日間),29,10,19
107,2,公立,一般大學,0020,國立東華大學,04111056,會計學系,學士班(日間),49,14,35
107,2,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,學士班(日間),77,38,39
107,2,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,學士班(日間),101,33,68
107,2,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,學士班(日間),201,58,143
107,2,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,學士班(日間),48,19,29
107,2,公立,一般大學,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),11,3,8
107,2,公立,一般大學,0020,國立東華大學,04211067,法律學士學位學程,學士班(日間),11,4,7
107,2,公立,一般大學,0020,國立東華大學,05121069,生命科學系,學士班(日間),9,7,2
107,2,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,學士班(日間),201,116,85
107,2,公立,一般大學,0020,國立東華大學,05311071,化學系,學士班(日間),7,5,2
107,2,公立,一般大學,0020,國立東華大學,05331072,物理學系,學士班(日間),15,14,1
107,2,公立,一般大學,0020,國立東華大學,05411074,應用數學系,學士班(日間),27,16,11
107,2,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,學士班(日間),31,19,12
107,2,公立,一般大學,0020,國立東華大學,06134081,資訊管理學系,學士班(日間),74,38,36
107,2,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,學士班(日間),9,8,1
107,2,公立,一般大學,0020,國立東華大學,07141083,電機工程學系,學士班(日間),63,50,13
107,2,公立,一般大學,0020,國立東華大學,07141085,光電工程學系,學士班(日間),74,61,13
107,2,公立,一般大學,0020,國立東華大學,09231041,民族社會工作學士學位學程,學士班(日間),13,3,10
107,2,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,學士班(日間),123,39,84
107,2,公立,一般大學,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,學士班(日間),15,1,14
107,2,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,學士班(日間),19,7,12
107,2,公立,一般大學,0021,國立暨南國際大學,02221015,歷史學系,學士班(日間),18,13,5
107,2,公立,一般大學,0021,國立暨南國際大學,02311014,外國語文學系,學士班(日間),23,0,23
107,2,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,學士班(日間),4,0,4
107,2,公立,一般大學,0021,國立暨南國際大學,03111016,經濟學系,學士班(日間),2,1,1
107,2,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系,學士班(日間),19,5,14
107,2,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,學士班(日間),4,2,2
107,2,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,學士班(日間),9,2,7
107,2,公立,一般大學,0021,國立暨南國際大學,06131030,資訊管理學系,學士班(日間),1,0,1
107,2,公立,一般大學,0021,國立暨南國際大學,06131034,資訊工程學系,學士班(日間),1,0,1
107,2,公立,一般大學,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,學士班(日間),4,1,3
107,2,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,學士班(日間),1,0,1
107,2,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,學士班(日間),2,0,2
107,2,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,學士班(日間),7,2,5
107,2,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系,學士班(日間),12,3,9
107,2,公立,技專校院,0022,國立臺灣科技大學,02122005,創意設計學士班,學士班(日間),10,2,8
107,2,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,學士班(日間),44,7,37
107,2,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,學士班(日間),81,20,61
107,2,公立,技專校院,0022,國立臺灣科技大學,04191009,管理學士班,學士班(日間),8,3,5
107,2,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系,學士班(日間),36,19,17
107,2,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系,學士班(日間),10,7,3
107,2,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系,學士班(日間),7,6,1
107,2,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系,學士班(日間),21,11,10
107,2,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系,學士班(日間),17,17,0
107,2,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系_電機科技專班,學士班(日間),1,1,0
107,2,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系,學士班(日間),12,11,1
107,2,公立,技專校院,0022,國立臺灣科技大學,07141021,電資學士班,學士班(日間),22,18,4
107,2,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系,學士班(日間),24,21,3
107,2,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系,學士班(日間),46,22,24
107,2,公立,技專校院,0022,國立臺灣科技大學,07311038,建築系,學士班(日間),3,1,2
107,2,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系,學士班(日間),5,3,2
107,2,公立,技專校院,0022,國立臺灣科技大學,99999015,應用科技學士學位學程,學士班(日間),2,1,1
107,2,公立,技專校院,0023,國立雲林科技大學,02112011,視覺傳達設計系,學士班(日間),1,0,1
107,2,公立,技專校院,0023,國立雲林科技大學,02112013,數位媒體設計系,學士班(日間),3,1,2
107,2,公立,技專校院,0023,國立雲林科技大學,02192002,文化資產維護系,學士班(日間),4,1,3
107,2,公立,技專校院,0023,國立雲林科技大學,02311004,應用外語系,學士班(日間),7,1,6
107,2,公立,技專校院,0023,國立雲林科技大學,04111018,會計系,學士班(日間),2,1,1
107,2,公立,技專校院,0023,國立雲林科技大學,04131019,企業管理系,學士班(日間),2,0,2
107,2,公立,技專校院,0023,國立雲林科技大學,04131022,國際管理學士學位學程,學士班(日間),4,1,3
107,2,公立,技專校院,0023,國立雲林科技大學,06131032,資訊管理系,學士班(日間),2,1,1
107,2,公立,技專校院,0023,國立雲林科技大學,07111045,化學工程與材料工程系,學士班(日間),1,0,1
107,2,公立,技專校院,0023,國立雲林科技大學,07121049,環境與安全衛生工程系,學士班(日間),1,1,0
107,2,公立,技專校院,0023,國立雲林科技大學,07141037,資訊工程系,學士班(日間),2,2,0
107,2,公立,技專校院,0023,國立雲林科技大學,07191048,工業工程與管理系,學士班(日間),5,1,4
107,2,公立,技專校院,0023,國立雲林科技大學,07311016,建築與室內設計系,學士班(日間),2,0,2
107,2,公立,技專校院,0023,國立雲林科技大學,07321043,營建工程系,學士班(日間),1,0,1
107,2,公立,技專校院,0023,國立雲林科技大學,99999006,前瞻學士學位學程,學士班(日間),1,1,0
107,2,公立,技專校院,0023,國立雲林科技大學,99999061,產業專案學士學位學程,學士班(日間),1,0,1
107,2,公立,技專校院,0024,國立屏東科技大學,04199009,工業管理系,學士班(日間),1,0,1
107,2,公立,技專校院,0024,國立屏東科技大學,07321021,土木工程系,學士班(日間),1,0,1
107,2,公立,技專校院,0024,國立屏東科技大學,08111029,農園生產系,學士班(日間),1,0,1
107,2,公立,技專校院,0024,國立屏東科技大學,08193036,農企業管理系,學士班(日間),1,1,0
107,2,公立,技專校院,0024,國立屏東科技大學,08211041,森林系,學士班(日間),3,2,1
107,2,公立,技專校院,0025,國立臺北科技大學,02112007,互動設計系,學士班(日間),2,0,2
107,2,公立,技專校院,0025,國立臺北科技大學,02311002,應用英文系,學士班(日間),8,4,4
107,2,公立,技專校院,0025,國立臺北科技大學,06131016,資訊與財金管理系,學士班(日間),1,0,1
107,2,公立,技專校院,0025,國立臺北科技大學,06131034,資訊工程系,學士班(日間),3,3,0
107,2,公立,技專校院,0025,國立臺北科技大學,07111048,化學工程與生物科技系,學士班(日間),1,1,0
107,2,公立,技專校院,0025,國立臺北科技大學,07141028,電子工程系,學士班(進修),7,6,1
107,2,公立,技專校院,0025,國立臺北科技大學,07151037,機械工程系,學士班(日間),1,1,0
107,2,公立,技專校院,0025,國立臺北科技大學,07161042,車輛工程系,學士班(日間),1,1,0
107,2,公立,技專校院,0025,國立臺北科技大學,07191022,工業工程與管理系,學士班(日間),9,9,0
107,2,公立,技專校院,0025,國立臺北科技大學,07191022,工業工程與管理系,學士班(進修),9,6,3
107,2,公立,技專校院,0025,國立臺北科技大學,07311071,建築系,學士班(日間),3,3,0
107,2,公立,技專校院,0025,國立臺北科技大學,07321045,土木工程系,學士班(日間),2,2,0
107,2,公立,一般大學,0028,國立臺北藝術大學,02111018,電影創作學系,學士班(日間),5,1,4
107,2,公立,一般大學,0028,國立臺北藝術大學,02111019,動畫學系,學士班(日間),7,0,7
107,2,公立,一般大學,0028,國立臺北藝術大學,02131003,美術學系,學士班(日間),16,4,12
107,2,公立,一般大學,0028,國立臺北藝術大學,02151005,音樂學系,學士班(日間),5,1,4
107,2,公立,一般大學,0028,國立臺北藝術大學,02151006,傳統音樂學系,學士班(日間),2,0,2
107,2,公立,一般大學,0028,國立臺北藝術大學,02151B01,學士後跨藝合創音樂學士學位學程,學士班(日間),5,3,2
107,2,公立,一般大學,0028,國立臺北藝術大學,02152008,戲劇學系,學士班(日間),4,1,3
107,2,公立,一般大學,0028,國立臺北藝術大學,02152011,劇場設計學系,學士班(日間),3,2,1
107,2,公立,一般大學,0028,國立臺北藝術大學,02191023,新媒體藝術學系,學士班(日間),2,1,1
107,2,公立,一般大學,0029,國立臺灣藝術大學,02111015,電影學系,學士班(日間),2,1,1
107,2,公立,一般大學,0029,國立臺灣藝術大學,02112023,多媒體動畫藝術學系,學士班(日間),1,0,1
107,2,公立,一般大學,0029,國立臺灣藝術大學,02112028,視覺傳達設計學系,學士班(日間),1,0,1
107,2,公立,一般大學,0029,國立臺灣藝術大學,02112028,視覺傳達設計學系,學士班(進修),1,0,1
107,2,公立,一般大學,0029,國立臺灣藝術大學,02131003,美術學系,學士班(日間),1,0,1
107,2,公立,一般大學,0029,國立臺灣藝術大學,02131003,美術學系,學士班(進修),1,0,1
