學年度,設立別,學校類別,學校統計處代碼,學校名稱,合作學校國家(地區)別,合作學校國家(地區)區域別,與國外及兩岸學校建立姊妹校數(109.02新增),建立跨國學位合作 (雙聯學制)學校數,與國外及兩岸學校進行學術合作交流計畫之件數(109.02新增)
106,私立,一般大學,1016,銘傳大學,加拿大,北美洲,...,0,...
106,私立,一般大學,1016,銘傳大學,美國,北美洲,...,3,...
106,私立,一般大學,1016,銘傳大學,哥斯大黎加共和國,中南美洲,...,0,...
106,私立,一般大學,1017,實踐大學,馬來西亞,東協,...,0,...
106,私立,一般大學,1017,實踐大學,越南社會主義共和國,東協,...,0,...
106,私立,一般大學,1017,實踐大學,柬埔寨王國,東協,...,0,...
106,私立,一般大學,1017,實踐大學,菲律賓共和國,東協,...,0,...
106,私立,一般大學,1017,實踐大學,新加坡共和國,東協,...,0,...
106,私立,一般大學,1017,實踐大學,泰國,東協,...,0,...
106,私立,一般大學,1017,實踐大學,印度尼西亞共和國,東協,...,2,...
106,私立,一般大學,1017,實踐大學,印度,南亞,...,0,...
106,私立,一般大學,1017,實踐大學,孟加拉人民共和國,南亞,...,0,...
106,私立,一般大學,1017,實踐大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1017,實踐大學,阿拉伯聯合大公國,其他亞洲地區,...,0,...
106,私立,一般大學,1017,實踐大學,以色列,其他亞洲地區,...,0,...
106,私立,一般大學,1017,實踐大學,土耳其共和國,其他亞洲地區,...,0,...
106,私立,一般大學,1017,實踐大學,紐西蘭,其他亞洲地區,...,0,...
106,私立,一般大學,1017,實踐大學,澳大利亞,其他亞洲地區,...,1,...
106,私立,一般大學,1017,實踐大學,大韓民國(南韓),其他亞洲地區,...,1,...
106,私立,一般大學,1017,實踐大學,俄羅斯聯邦,其他亞洲地區,...,0,...
106,私立,一般大學,1017,實踐大學,日本,其他亞洲地區,...,1,...
106,私立,一般大學,1017,實踐大學,丹麥王國,歐洲,...,0,...
106,私立,一般大學,1017,實踐大學,義大利共和國,歐洲,...,0,...
106,私立,一般大學,1017,實踐大學,瑞士聯邦,歐洲,...,1,...
106,私立,一般大學,1017,實踐大學,奧地利共和國,歐洲,...,0,...
106,私立,一般大學,1017,實踐大學,匈牙利共和國,歐洲,...,1,...
106,私立,一般大學,1017,實踐大學,比利時王國,歐洲,...,0,...
106,私立,一般大學,1017,實踐大學,瑞典王國,歐洲,...,0,...
106,私立,一般大學,1017,實踐大學,法國,歐洲,...,1,...
106,私立,一般大學,1017,實踐大學,芬蘭共和國,歐洲,...,1,...
106,私立,一般大學,1017,實踐大學,羅馬尼亞,歐洲,...,0,...
106,私立,一般大學,1017,實踐大學,德意志聯邦共和國,歐洲,...,1,...
106,私立,一般大學,1017,實踐大學,英國,歐洲,...,3,...
106,私立,一般大學,1017,實踐大學,捷克共和國,歐洲,...,0,...
106,私立,一般大學,1017,實踐大學,西班牙王國,歐洲,...,0,...
106,私立,一般大學,1017,實踐大學,波蘭共和國,歐洲,...,0,...
106,私立,一般大學,1017,實踐大學,荷蘭王國,歐洲,...,0,...
106,私立,一般大學,1017,實踐大學,南非共和國,非洲,...,0,...
106,私立,一般大學,1017,實踐大學,史瓦帝尼王國,非洲,...,0,...
106,私立,一般大學,1017,實踐大學,加拿大,北美洲,...,0,...
106,私立,一般大學,1017,實踐大學,美國,北美洲,...,3,...
106,私立,一般大學,1017,實踐大學,墨西哥合眾國,中南美洲,...,0,...
106,私立,一般大學,1017,實踐大學,哥斯大黎加共和國,中南美洲,...,0,...
106,私立,技專校院,1018,朝陽科技大學,越南社會主義共和國,東協,...,2,...
106,私立,技專校院,1018,朝陽科技大學,馬來西亞,東協,...,5,...
106,私立,技專校院,1018,朝陽科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1018,朝陽科技大學,大韓民國(南韓),其他亞洲地區,...,1,...
106,私立,技專校院,1018,朝陽科技大學,日本,其他亞洲地區,...,2,...
106,私立,技專校院,1018,朝陽科技大學,丹麥王國,歐洲,...,0,...
106,私立,技專校院,1018,朝陽科技大學,英國,歐洲,...,3,...
106,私立,技專校院,1018,朝陽科技大學,西班牙王國,歐洲,...,0,...
106,私立,技專校院,1018,朝陽科技大學,德意志聯邦共和國,歐洲,...,1,...
106,私立,技專校院,1018,朝陽科技大學,美國,北美洲,...,1,...
106,私立,一般大學,1019,高雄醫學大學,泰國,東協,...,0,...
106,私立,一般大學,1019,高雄醫學大學,越南社會主義共和國,東協,...,0,...
106,私立,一般大學,1019,高雄醫學大學,印度尼西亞共和國,東協,...,0,...
106,私立,一般大學,1019,高雄醫學大學,菲律賓共和國,東協,...,0,...
106,私立,一般大學,1019,高雄醫學大學,馬來西亞,東協,...,0,...
106,私立,一般大學,1019,高雄醫學大學,巴基斯坦,南亞,...,0,...
106,私立,一般大學,1019,高雄醫學大學,印度,南亞,...,0,...
106,私立,一般大學,1019,高雄醫學大學,香港,港澳,...,0,...
106,私立,一般大學,1019,高雄醫學大學,澳門,港澳,...,0,...
106,私立,一般大學,1019,高雄醫學大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1019,高雄醫學大學,索羅門群島,其他亞洲地區,...,0,...
106,私立,一般大學,1019,高雄醫學大學,以色列,其他亞洲地區,...,0,...
106,私立,一般大學,1019,高雄醫學大學,澳大利亞,其他亞洲地區,...,1,...
106,私立,一般大學,1019,高雄醫學大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1019,高雄醫學大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1019,高雄醫學大學,瑞典王國,歐洲,...,1,...
106,私立,一般大學,1019,高雄醫學大學,法國,歐洲,...,1,...
106,私立,一般大學,1019,高雄醫學大學,波蘭共和國,歐洲,...,0,...
106,私立,一般大學,1019,高雄醫學大學,芬蘭共和國,歐洲,...,0,...
106,私立,一般大學,1019,高雄醫學大學,西班牙王國,歐洲,...,0,...
106,私立,一般大學,1019,高雄醫學大學,德意志聯邦共和國,歐洲,...,0,...
106,私立,一般大學,1019,高雄醫學大學,英國,歐洲,...,0,...
106,私立,一般大學,1019,高雄醫學大學,匈牙利共和國,歐洲,...,1,...
106,私立,一般大學,1019,高雄醫學大學,埃及阿拉伯共和國,非洲,...,0,...
106,私立,一般大學,1019,高雄醫學大學,南非共和國,非洲,...,0,...
106,私立,一般大學,1019,高雄醫學大學,加拿大,北美洲,...,0,...
106,私立,一般大學,1019,高雄醫學大學,美國,北美洲,...,1,...
106,私立,一般大學,1020,南華大學,泰國,東協,...,0,...
106,私立,一般大學,1020,南華大學,馬來西亞,東協,...,3,...
106,私立,一般大學,1020,南華大學,越南社會主義共和國,東協,...,6,...
106,私立,一般大學,1020,南華大學,菲律賓共和國,東協,...,0,...
106,私立,一般大學,1020,南華大學,印度尼西亞共和國,東協,...,0,...
106,私立,一般大學,1020,南華大學,印度,南亞,...,0,...
106,私立,一般大學,1020,南華大學,尼泊爾聯邦民主共和國,南亞,...,0,...
106,私立,一般大學,1020,南華大學,孟加拉人民共和國,南亞,...,0,...
106,私立,一般大學,1020,南華大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1020,南華大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1020,南華大學,澳大利亞,其他亞洲地區,...,1,...
106,私立,一般大學,1020,南華大學,蒙古國,其他亞洲地區,...,1,...
106,私立,一般大學,1020,南華大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1020,南華大學,俄羅斯聯邦,其他亞洲地區,...,0,...
106,私立,一般大學,1020,南華大學,比利時王國,歐洲,...,0,...
106,私立,一般大學,1020,南華大學,西班牙王國,歐洲,...,0,...
106,私立,一般大學,1020,南華大學,奧地利共和國,歐洲,...,0,...
106,私立,一般大學,1020,南華大學,義大利共和國,歐洲,...,0,...
106,私立,一般大學,1020,南華大學,波蘭共和國,歐洲,...,0,...
106,私立,一般大學,1020,南華大學,美國,北美洲,...,1,...
106,私立,一般大學,1020,南華大學,墨西哥合眾國,中南美洲,...,0,...
106,私立,一般大學,1021,真理大學,馬來西亞,東協,...,0,...
106,私立,一般大學,1021,真理大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1021,真理大學,日本,其他亞洲地區,...,1,...
106,私立,一般大學,1021,真理大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1021,真理大學,英國,歐洲,...,1,...
106,私立,一般大學,1021,真理大學,美國,北美洲,...,1,...
106,私立,一般大學,1022,大同大學,新加坡共和國,東協,...,0,...
106,私立,一般大學,1022,大同大學,菲律賓共和國,東協,...,0,...
106,私立,一般大學,1022,大同大學,印度尼西亞共和國,東協,...,0,...
106,私立,一般大學,1022,大同大學,越南社會主義共和國,東協,...,1,...
106,私立,一般大學,1022,大同大學,泰國,東協,...,0,...
106,私立,一般大學,1022,大同大學,印度,南亞,...,0,...
106,私立,一般大學,1022,大同大學,香港,港澳,...,0,...
106,私立,一般大學,1022,大同大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1022,大同大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1022,大同大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1022,大同大學,澳大利亞,其他亞洲地區,...,1,...
106,私立,一般大學,1022,大同大學,俄羅斯聯邦,其他亞洲地區,...,0,...
106,私立,一般大學,1022,大同大學,英國,歐洲,...,0,...
106,私立,一般大學,1022,大同大學,波蘭共和國,歐洲,...,0,...
106,私立,一般大學,1022,大同大學,德意志聯邦共和國,歐洲,...,1,...
106,私立,一般大學,1022,大同大學,法國,歐洲,...,1,...
106,私立,一般大學,1022,大同大學,西班牙王國,歐洲,...,0,...
106,私立,一般大學,1022,大同大學,芬蘭共和國,歐洲,...,0,...
106,私立,一般大學,1022,大同大學,奧地利共和國,歐洲,...,0,...
106,私立,一般大學,1022,大同大學,荷蘭王國,歐洲,...,0,...
106,私立,一般大學,1022,大同大學,冰島共和國,歐洲,...,0,...
106,私立,一般大學,1022,大同大學,美國,北美洲,...,1,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,菲律賓共和國,東協,...,0,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,泰國,東協,...,0,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,印度,南亞,...,0,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,日本,其他亞洲地區,...,3,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,法國,歐洲,...,1,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,英國,歐洲,...,2,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,奧地利共和國,歐洲,...,1,...
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,美國,北美洲,...,1,...
106,私立,技專校院,1024,崑山科技大學,泰國,東協,...,0,...
106,私立,技專校院,1024,崑山科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1024,崑山科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1024,崑山科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1024,崑山科技大學,美國,北美洲,...,0,...
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,越南社會主義共和國,東協,...,1,...
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,菲律賓共和國,東協,...,2,...
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,泰國,東協,...,5,...
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,美國,北美洲,...,1,...
106,私立,技專校院,1026,樹德科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1026,樹德科技大學,柬埔寨王國,東協,...,0,...
106,私立,技專校院,1026,樹德科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1026,樹德科技大學,新加坡共和國,東協,...,0,...
106,私立,技專校院,1026,樹德科技大學,泰國,東協,...,0,...
106,私立,技專校院,1026,樹德科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1026,樹德科技大學,菲律賓共和國,東協,...,0,...
106,私立,技專校院,1026,樹德科技大學,印度,南亞,...,0,...
106,私立,技專校院,1026,樹德科技大學,香港,港澳,...,0,...
106,私立,技專校院,1026,樹德科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1026,樹德科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1026,樹德科技大學,烏克蘭,其他亞洲地區,...,1,...
106,私立,技專校院,1026,樹德科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1026,樹德科技大學,英國,歐洲,...,0,...
106,私立,技專校院,1026,樹德科技大學,美國,北美洲,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,越南社會主義共和國,東協,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,菲律賓共和國,東協,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,馬來西亞,東協,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,印度尼西亞共和國,東協,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,新加坡共和國,東協,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,泰國,東協,...,1,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,印度,南亞,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,澳大利亞,其他亞洲地區,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,瑞典王國,歐洲,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,美國,北美洲,...,0,...
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,聖克里斯多福及尼維斯,中南美洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,泰國,東協,...,2,...
106,私立,一般大學,1028,臺北醫學大學,馬來西亞,東協,...,0,...
106,私立,一般大學,1028,臺北醫學大學,印度尼西亞共和國,東協,...,0,...
106,私立,一般大學,1028,臺北醫學大學,新加坡共和國,東協,...,0,...
106,私立,一般大學,1028,臺北醫學大學,柬埔寨王國,東協,...,0,...
106,私立,一般大學,1028,臺北醫學大學,越南社會主義共和國,東協,...,0,...
106,私立,一般大學,1028,臺北醫學大學,印度,南亞,...,0,...
106,私立,一般大學,1028,臺北醫學大學,香港,港澳,...,0,...
106,私立,一般大學,1028,臺北醫學大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1028,臺北醫學大學,俄羅斯聯邦,其他亞洲地區,...,0,...
106,私立,一般大學,1028,臺北醫學大學,蒙古國,其他亞洲地區,...,0,...
106,私立,一般大學,1028,臺北醫學大學,哈薩克共和國,其他亞洲地區,...,0,...
106,私立,一般大學,1028,臺北醫學大學,澳大利亞,其他亞洲地區,...,0,...
106,私立,一般大學,1028,臺北醫學大學,日本,其他亞洲地區,...,2,...
106,私立,一般大學,1028,臺北醫學大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1028,臺北醫學大學,以色列,其他亞洲地區,...,1,...
106,私立,一般大學,1028,臺北醫學大學,羅馬尼亞,歐洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,匈牙利共和國,歐洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,法國,歐洲,...,1,...
106,私立,一般大學,1028,臺北醫學大學,愛爾蘭共和國,歐洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,瑞典王國,歐洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,斯洛伐克共和國,歐洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,義大利共和國,歐洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,比利時王國,歐洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,斯洛維尼亞共和國,歐洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,德意志聯邦共和國,歐洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,丹麥王國,歐洲,...,1,...
106,私立,一般大學,1028,臺北醫學大學,英國,歐洲,...,2,...
106,私立,一般大學,1028,臺北醫學大學,史瓦帝尼王國,非洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,加拿大,北美洲,...,1,...
106,私立,一般大學,1028,臺北醫學大學,美國,北美洲,...,4,...
106,私立,一般大學,1028,臺北醫學大學,阿根廷,中南美洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,安地卡及巴布達,中南美洲,...,0,...
106,私立,一般大學,1028,臺北醫學大學,墨西哥合眾國,中南美洲,...,0,...
106,私立,一般大學,1029,中山醫學大學,泰國,東協,...,0,...
106,私立,一般大學,1029,中山醫學大學,菲律賓共和國,東協,...,0,...
106,私立,一般大學,1029,中山醫學大學,印度尼西亞共和國,東協,...,0,...
106,私立,一般大學,1029,中山醫學大學,新加坡共和國,東協,...,0,...
106,私立,一般大學,1029,中山醫學大學,澳門,港澳,...,0,...
106,私立,一般大學,1029,中山醫學大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1029,中山醫學大學,俄羅斯聯邦,其他亞洲地區,...,0,...
106,私立,一般大學,1029,中山醫學大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1029,中山醫學大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1029,中山醫學大學,奧地利共和國,歐洲,...,0,...
106,私立,一般大學,1029,中山醫學大學,芬蘭共和國,歐洲,...,0,...
106,私立,一般大學,1029,中山醫學大學,匈牙利共和國,歐洲,...,0,...
106,私立,一般大學,1029,中山醫學大學,斯洛伐克共和國,歐洲,...,0,...
106,私立,一般大學,1029,中山醫學大學,克羅埃西亞共和國,歐洲,...,0,...
106,私立,一般大學,1029,中山醫學大學,波蘭共和國,歐洲,...,0,...
106,私立,一般大學,1029,中山醫學大學,美國,北美洲,...,0,...
106,私立,一般大學,1029,中山醫學大學,聖克里斯多福及尼維斯,中南美洲,...,0,...
106,私立,技專校院,1030,龍華科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1030,龍華科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1030,龍華科技大學,印度,南亞,...,0,...
106,私立,技專校院,1030,龍華科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1030,龍華科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1030,龍華科技大學,美國,北美洲,...,0,...
106,私立,技專校院,1031,輔英科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1031,輔英科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1031,輔英科技大學,香港,港澳,...,0,...
106,私立,技專校院,1031,輔英科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1031,輔英科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1032,明新學校財團法人明新科技大學,菲律賓共和國,東協,...,1,...
106,私立,技專校院,1032,明新學校財團法人明新科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1032,明新學校財團法人明新科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1032,明新學校財團法人明新科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1032,明新學校財團法人明新科技大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1033,長榮大學,菲律賓共和國,東協,...,0,...
106,私立,一般大學,1033,長榮大學,印度尼西亞共和國,東協,...,0,...
106,私立,一般大學,1033,長榮大學,馬來西亞,東協,...,1,...
106,私立,一般大學,1033,長榮大學,越南社會主義共和國,東協,...,0,...
106,私立,一般大學,1033,長榮大學,泰國,東協,...,0,...
106,私立,一般大學,1033,長榮大學,印度,南亞,...,0,...
106,私立,一般大學,1033,長榮大學,香港,港澳,...,0,...
106,私立,一般大學,1033,長榮大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1033,長榮大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1033,長榮大學,澳大利亞,其他亞洲地區,...,1,...
106,私立,一般大學,1033,長榮大學,日本,其他亞洲地區,...,1,...
106,私立,一般大學,1033,長榮大學,法國,歐洲,...,0,...
106,私立,一般大學,1033,長榮大學,捷克共和國,歐洲,...,0,...
106,私立,一般大學,1033,長榮大學,瑞士聯邦,歐洲,...,1,...
106,私立,一般大學,1033,長榮大學,西班牙王國,歐洲,...,0,...
106,私立,一般大學,1033,長榮大學,德意志聯邦共和國,歐洲,...,0,...
106,私立,一般大學,1033,長榮大學,奧地利共和國,歐洲,...,0,...
106,私立,一般大學,1033,長榮大學,義大利共和國,歐洲,...,0,...
106,私立,一般大學,1033,長榮大學,波蘭共和國,歐洲,...,0,...
106,私立,一般大學,1033,長榮大學,美國,北美洲,...,0,...
106,私立,一般大學,1033,長榮大學,加拿大,北美洲,...,0,...
106,私立,技專校院,1034,弘光科技大學,越南社會主義共和國,東協,...,0,...
106,私立,技專校院,1034,弘光科技大學,柬埔寨王國,東協,...,0,...
106,私立,技專校院,1034,弘光科技大學,泰國,東協,...,0,...
106,私立,技專校院,1034,弘光科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1034,弘光科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1034,弘光科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1034,弘光科技大學,蒙古國,其他亞洲地區,...,0,...
106,私立,技專校院,1034,弘光科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1034,弘光科技大學,義大利共和國,歐洲,...,0,...
106,私立,技專校院,1034,弘光科技大學,英國,歐洲,...,3,...
106,私立,技專校院,1034,弘光科技大學,美國,北美洲,...,0,...
106,私立,技專校院,1034,弘光科技大學,加拿大,北美洲,...,0,...
106,私立,一般大學,1035,中國醫藥大學,泰國,東協,...,2,...
106,私立,一般大學,1035,中國醫藥大學,馬來西亞,東協,...,0,...
106,私立,一般大學,1035,中國醫藥大學,新加坡共和國,東協,...,0,...
106,私立,一般大學,1035,中國醫藥大學,越南社會主義共和國,東協,...,0,...
106,私立,一般大學,1035,中國醫藥大學,印度尼西亞共和國,東協,...,0,...
106,私立,一般大學,1035,中國醫藥大學,印度,南亞,...,0,...
106,私立,一般大學,1035,中國醫藥大學,澳門,港澳,...,0,...
106,私立,一般大學,1035,中國醫藥大學,香港,港澳,...,0,...
106,私立,一般大學,1035,中國醫藥大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1035,中國醫藥大學,土耳其共和國,其他亞洲地區,...,0,...
106,私立,一般大學,1035,中國醫藥大學,俄羅斯聯邦,其他亞洲地區,...,0,...
106,私立,一般大學,1035,中國醫藥大學,澳大利亞,其他亞洲地區,...,0,...
106,私立,一般大學,1035,中國醫藥大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1035,中國醫藥大學,日本,其他亞洲地區,...,0,...
106,私立,一般大學,1035,中國醫藥大學,蒙古國,其他亞洲地區,...,0,...
106,私立,一般大學,1035,中國醫藥大學,波蘭共和國,歐洲,...,0,...
106,私立,一般大學,1035,中國醫藥大學,荷蘭王國,歐洲,...,0,...
106,私立,一般大學,1035,中國醫藥大學,瑞士聯邦,歐洲,...,0,...
106,私立,一般大學,1035,中國醫藥大學,羅馬尼亞,歐洲,...,0,...
106,私立,一般大學,1035,中國醫藥大學,立陶宛共和國,歐洲,...,0,...
106,私立,一般大學,1035,中國醫藥大學,奧地利共和國,歐洲,...,0,...
106,私立,一般大學,1035,中國醫藥大學,捷克共和國,歐洲,...,0,...
106,私立,一般大學,1035,中國醫藥大學,英國,歐洲,...,0,...
106,私立,一般大學,1035,中國醫藥大學,美國,北美洲,...,6,...
106,私立,一般大學,1035,中國醫藥大學,墨西哥合眾國,中南美洲,...,0,...
106,私立,一般大學,1035,中國醫藥大學,巴西聯邦共和國,中南美洲,...,0,...
106,私立,技專校院,1036,健行學校財團法人健行科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1036,健行學校財團法人健行科技大學,俄羅斯聯邦,其他亞洲地區,...,0,...
106,私立,技專校院,1036,健行學校財團法人健行科技大學,南非共和國,非洲,...,0,...
106,私立,技專校院,1037,正修學校財團法人正修科技大學,泰國,東協,...,0,...
106,私立,技專校院,1037,正修學校財團法人正修科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1037,正修學校財團法人正修科技大學,菲律賓共和國,東協,...,0,...
106,私立,技專校院,1037,正修學校財團法人正修科技大學,緬甸,東協,...,0,...
106,私立,技專校院,1037,正修學校財團法人正修科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1037,正修學校財團法人正修科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,一般大學,1039,玄奘大學,泰國,東協,...,0,...
106,私立,一般大學,1039,玄奘大學,馬來西亞,東協,...,2,...
106,私立,一般大學,1039,玄奘大學,新加坡共和國,東協,...,0,...
106,私立,一般大學,1039,玄奘大學,香港,港澳,...,0,...
106,私立,一般大學,1039,玄奘大學,澳門,港澳,...,0,...
106,私立,一般大學,1039,玄奘大學,大陸地區,大陸地區,...,0,...
106,私立,一般大學,1039,玄奘大學,日本,其他亞洲地區,...,1,...
106,私立,一般大學,1039,玄奘大學,大韓民國(南韓),其他亞洲地區,...,1,...
106,私立,一般大學,1039,玄奘大學,阿拉伯聯合大公國,其他亞洲地區,...,0,...
106,私立,一般大學,1039,玄奘大學,德意志聯邦共和國,歐洲,...,0,...
106,私立,一般大學,1039,玄奘大學,美國,北美洲,...,2,...
106,私立,一般大學,1039,玄奘大學,阿根廷,中南美洲,...,0,...
106,私立,技專校院,1040,建國科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1040,建國科技大學,日本,其他亞洲地區,...,2,...
106,私立,技專校院,1040,建國科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1040,建國科技大學,捷克共和國,歐洲,...,0,...
106,私立,技專校院,1041,明志科技大學,印度尼西亞共和國,東協,...,0,...
106,私立,技專校院,1041,明志科技大學,泰國,東協,...,0,...
106,私立,技專校院,1041,明志科技大學,馬來西亞,東協,...,0,...
106,私立,技專校院,1041,明志科技大學,印度,南亞,...,0,...
106,私立,技專校院,1041,明志科技大學,香港,港澳,...,0,...
106,私立,技專校院,1041,明志科技大學,大陸地區,大陸地區,...,0,...
106,私立,技專校院,1041,明志科技大學,大韓民國(南韓),其他亞洲地區,...,0,...
106,私立,技專校院,1041,明志科技大學,紐西蘭,其他亞洲地區,...,0,...
106,私立,技專校院,1041,明志科技大學,日本,其他亞洲地區,...,0,...
106,私立,技專校院,1041,明志科技大學,瑞士聯邦,歐洲,...,0,...
106,私立,技專校院,1041,明志科技大學,義大利共和國,歐洲,...,0,...
106,私立,技專校院,1041,明志科技大學,法國,歐洲,...,0,...
106,私立,技專校院,1041,明志科技大學,瑞典王國,歐洲,...,0,...
106,私立,技專校院,1041,明志科技大學,西班牙王國,歐洲,...,0,...
106,私立,技專校院,1041,明志科技大學,希臘共和國,歐洲,...,0,...
