學年度,設立別,學校類別,學校統計處代碼,學校名稱,合作學校國家(地區)別,合作學校國家(地區)區域別,與國外及兩岸學校建立姊妹校數(109.02新增),建立跨國學位合作 (雙聯學制)學校數,與國外及兩岸學校進行學術合作交流計畫之件數(109.02新增)
109,公立,技專校院,0053,國立高雄科技大學,加拿大,北美洲,0,0,1
109,公立,技專校院,0053,國立高雄科技大學,美國,北美洲,3,1,0
109,私立,一般大學,1001,東海大學,馬來西亞,東協,7,4,0
109,私立,一般大學,1001,東海大學,新加坡共和國,東協,1,0,0
109,私立,一般大學,1001,東海大學,菲律賓共和國,東協,6,0,0
109,私立,一般大學,1001,東海大學,印度尼西亞共和國,東協,31,2,0
109,私立,一般大學,1001,東海大學,越南社會主義共和國,東協,5,0,0
109,私立,一般大學,1001,東海大學,泰國,東協,11,0,0
109,私立,一般大學,1001,東海大學,印度,南亞,6,0,0
109,私立,一般大學,1001,東海大學,澳門,港澳,1,0,0
109,私立,一般大學,1001,東海大學,香港,港澳,5,0,0
109,私立,一般大學,1001,東海大學,大陸地區,大陸地區,63,0,0
109,私立,一般大學,1001,東海大學,澳大利亞,其他亞洲地區,3,3,0
109,私立,一般大學,1001,東海大學,日本,其他亞洲地區,39,0,0
109,私立,一般大學,1001,東海大學,大韓民國(南韓),其他亞洲地區,13,0,0
109,私立,一般大學,1001,東海大學,紐西蘭,其他亞洲地區,1,0,0
109,私立,一般大學,1001,東海大學,吉爾吉斯,其他亞洲地區,1,0,0
109,私立,一般大學,1001,東海大學,土耳其共和國,其他亞洲地區,2,0,0
109,私立,一般大學,1001,東海大學,烏克蘭,其他亞洲地區,1,0,0
109,私立,一般大學,1001,東海大學,斯洛伐克共和國,歐洲,1,0,0
109,私立,一般大學,1001,東海大學,立陶宛共和國,歐洲,1,0,0
109,私立,一般大學,1001,東海大學,奧地利共和國,歐洲,1,0,0
109,私立,一般大學,1001,東海大學,德意志聯邦共和國,歐洲,6,0,0
109,私立,一般大學,1001,東海大學,法國,歐洲,8,1,0
109,私立,一般大學,1001,東海大學,愛爾蘭共和國,歐洲,2,0,0
109,私立,一般大學,1001,東海大學,捷克共和國,歐洲,8,0,2
109,私立,一般大學,1001,東海大學,波蘭共和國,歐洲,3,0,0
109,私立,一般大學,1001,東海大學,義大利共和國,歐洲,6,0,0
109,私立,一般大學,1001,東海大學,比利時王國,歐洲,2,0,0
109,私立,一般大學,1001,東海大學,英國,歐洲,9,2,0
109,私立,一般大學,1001,東海大學,西班牙王國,歐洲,4,1,0
109,私立,一般大學,1001,東海大學,瑞士聯邦,歐洲,3,0,0
109,私立,一般大學,1001,東海大學,瑞典王國,歐洲,1,0,0
109,私立,一般大學,1001,東海大學,埃及阿拉伯共和國,非洲,1,0,0
109,私立,一般大學,1001,東海大學,美國,北美洲,53,11,0
109,私立,一般大學,1001,東海大學,巴西聯邦共和國,中南美洲,1,0,0
109,私立,一般大學,1001,東海大學,巴拿馬共和國,中南美洲,1,0,0
109,私立,一般大學,1001,東海大學,阿根廷,中南美洲,1,0,0
109,私立,一般大學,1001,東海大學,哥倫比亞共和國,中南美洲,1,0,0
109,私立,一般大學,1002,輔仁大學,越南社會主義共和國,東協,1,0,0
109,私立,一般大學,1002,輔仁大學,泰國,東協,4,0,0
109,私立,一般大學,1002,輔仁大學,印度尼西亞共和國,東協,6,2,0
109,私立,一般大學,1002,輔仁大學,馬來西亞,東協,5,0,0
109,私立,一般大學,1002,輔仁大學,新加坡共和國,東協,1,0,0
109,私立,一般大學,1002,輔仁大學,菲律賓共和國,東協,6,0,0
109,私立,一般大學,1002,輔仁大學,印度,南亞,14,0,0
109,私立,一般大學,1002,輔仁大學,香港,港澳,7,0,0
109,私立,一般大學,1002,輔仁大學,澳門,港澳,4,1,0
109,私立,一般大學,1002,輔仁大學,大陸地區,大陸地區,86,1,0
109,私立,一般大學,1002,輔仁大學,日本,其他亞洲地區,43,2,0
109,私立,一般大學,1002,輔仁大學,蒙古國,其他亞洲地區,1,0,0
109,私立,一般大學,1002,輔仁大學,大韓民國(南韓),其他亞洲地區,26,3,0
109,私立,一般大學,1002,輔仁大學,澳大利亞,其他亞洲地區,5,0,0
109,私立,一般大學,1002,輔仁大學,葡萄牙共和國,歐洲,1,0,0
109,私立,一般大學,1002,輔仁大學,丹麥王國,歐洲,1,0,0
109,私立,一般大學,1002,輔仁大學,法國,歐洲,18,2,0
109,私立,一般大學,1002,輔仁大學,英國,歐洲,4,0,0
109,私立,一般大學,1002,輔仁大學,荷蘭王國,歐洲,1,0,0
109,私立,一般大學,1002,輔仁大學,比利時王國,歐洲,1,1,0
109,私立,一般大學,1002,輔仁大學,匈牙利共和國,歐洲,1,0,0
109,私立,一般大學,1002,輔仁大學,西班牙王國,歐洲,14,6,0
109,私立,一般大學,1002,輔仁大學,瑞典王國,歐洲,1,0,0
109,私立,一般大學,1002,輔仁大學,德意志聯邦共和國,歐洲,7,1,0
109,私立,一般大學,1002,輔仁大學,斯洛伐克共和國,歐洲,1,0,0
109,私立,一般大學,1002,輔仁大學,義大利共和國,歐洲,10,1,0
109,私立,一般大學,1002,輔仁大學,芬蘭共和國,歐洲,1,0,0
109,私立,一般大學,1002,輔仁大學,捷克共和國,歐洲,1,0,0
109,私立,一般大學,1002,輔仁大學,克羅埃西亞共和國,歐洲,1,1,0
109,私立,一般大學,1002,輔仁大學,斯洛維尼亞共和國,歐洲,1,0,0
109,私立,一般大學,1002,輔仁大學,波蘭共和國,歐洲,2,0,0
109,私立,一般大學,1002,輔仁大學,愛爾蘭共和國,歐洲,2,0,0
109,私立,一般大學,1002,輔仁大學,布吉納法索,非洲,2,0,0
109,私立,一般大學,1002,輔仁大學,索馬利蘭共和國,非洲,1,0,0
109,私立,一般大學,1002,輔仁大學,坦尚尼亞聯合共和國,非洲,1,0,0
109,私立,一般大學,1002,輔仁大學,美國,北美洲,31,8,1
109,私立,一般大學,1002,輔仁大學,加拿大,北美洲,2,0,0
109,私立,一般大學,1002,輔仁大學,阿根廷,中南美洲,1,0,0
109,私立,一般大學,1002,輔仁大學,墨西哥合眾國,中南美洲,6,0,0
109,私立,一般大學,1002,輔仁大學,巴拉圭,中南美洲,1,0,0
109,私立,一般大學,1002,輔仁大學,智利,中南美洲,2,0,0
109,私立,一般大學,1002,輔仁大學,宏都拉斯共和國,中南美洲,1,0,0
109,私立,一般大學,1002,輔仁大學,秘魯共和國,中南美洲,1,0,0
109,私立,一般大學,1002,輔仁大學,巴西聯邦共和國,中南美洲,1,0,0
109,私立,一般大學,1002,輔仁大學,尼加拉瓜,中南美洲,1,0,0
109,私立,一般大學,1002,輔仁大學,海地共和國,中南美洲,1,0,0
109,私立,一般大學,1003,東吳大學,馬來西亞,東協,1,0,0
109,私立,一般大學,1003,東吳大學,越南社會主義共和國,東協,1,0,0
109,私立,一般大學,1003,東吳大學,泰國,東協,1,0,0
109,私立,一般大學,1003,東吳大學,菲律賓共和國,東協,2,0,0
109,私立,一般大學,1003,東吳大學,印度尼西亞共和國,東協,15,0,0
109,私立,一般大學,1003,東吳大學,柬埔寨王國,東協,1,0,0
109,私立,一般大學,1003,東吳大學,印度,南亞,3,0,0
109,私立,一般大學,1003,東吳大學,孟加拉人民共和國,南亞,1,0,0
109,私立,一般大學,1003,東吳大學,香港,港澳,4,0,0
109,私立,一般大學,1003,東吳大學,大陸地區,大陸地區,133,0,0
109,私立,一般大學,1003,東吳大學,俄羅斯聯邦,其他亞洲地區,1,0,0
109,私立,一般大學,1003,東吳大學,約旦哈什米王國,其他亞洲地區,1,0,0
109,私立,一般大學,1003,東吳大學,日本,其他亞洲地區,49,3,0
109,私立,一般大學,1003,東吳大學,大韓民國(南韓),其他亞洲地區,26,0,0
109,私立,一般大學,1003,東吳大學,澳大利亞,其他亞洲地區,4,1,0
109,私立,一般大學,1003,東吳大學,土耳其共和國,其他亞洲地區,1,0,0
109,私立,一般大學,1003,東吳大學,斯洛伐克共和國,歐洲,3,0,0
109,私立,一般大學,1003,東吳大學,英國,歐洲,2,0,0
109,私立,一般大學,1003,東吳大學,荷蘭王國,歐洲,6,0,0
109,私立,一般大學,1003,東吳大學,波蘭共和國,歐洲,5,0,0
109,私立,一般大學,1003,東吳大學,法國,歐洲,14,1,0
109,私立,一般大學,1003,東吳大學,捷克共和國,歐洲,5,0,0
109,私立,一般大學,1003,東吳大學,西班牙王國,歐洲,2,0,0
109,私立,一般大學,1003,東吳大學,義大利共和國,歐洲,2,0,0
109,私立,一般大學,1003,東吳大學,匈牙利共和國,歐洲,5,2,0
109,私立,一般大學,1003,東吳大學,挪威王國,歐洲,1,0,0
109,私立,一般大學,1003,東吳大學,比利時王國,歐洲,1,0,0
109,私立,一般大學,1003,東吳大學,羅馬尼亞,歐洲,1,0,0
109,私立,一般大學,1003,東吳大學,丹麥王國,歐洲,1,0,0
109,私立,一般大學,1003,東吳大學,德意志聯邦共和國,歐洲,9,0,0
109,私立,一般大學,1003,東吳大學,南非共和國,非洲,1,0,0
109,私立,一般大學,1003,東吳大學,美國,北美洲,24,7,0
109,私立,一般大學,1003,東吳大學,哥倫比亞共和國,中南美洲,1,0,0
109,私立,一般大學,1003,東吳大學,尼加拉瓜,中南美洲,1,0,0
109,私立,一般大學,1003,東吳大學,巴拉圭,中南美洲,1,0,0
109,私立,一般大學,1003,東吳大學,墨西哥合眾國,中南美洲,1,0,0
109,私立,一般大學,1004,中原大學,馬來西亞,東協,8,0,0
109,私立,一般大學,1004,中原大學,越南社會主義共和國,東協,5,0,0
109,私立,一般大學,1004,中原大學,新加坡共和國,東協,1,0,0
109,私立,一般大學,1004,中原大學,菲律賓共和國,東協,12,2,0
109,私立,一般大學,1004,中原大學,印度尼西亞共和國,東協,20,2,0
109,私立,一般大學,1004,中原大學,泰國,東協,9,0,0
109,私立,一般大學,1004,中原大學,緬甸,東協,1,0,0
109,私立,一般大學,1004,中原大學,巴基斯坦,南亞,3,1,0
109,私立,一般大學,1004,中原大學,印度,南亞,1,0,0
109,私立,一般大學,1004,中原大學,澳門,港澳,2,0,0
109,私立,一般大學,1004,中原大學,香港,港澳,3,0,0
109,私立,一般大學,1004,中原大學,大陸地區,大陸地區,166,0,0
109,私立,一般大學,1004,中原大學,索羅門群島,其他亞洲地區,1,0,0
109,私立,一般大學,1004,中原大學,土耳其共和國,其他亞洲地區,1,0,0
109,私立,一般大學,1004,中原大學,日本,其他亞洲地區,19,1,1
109,私立,一般大學,1004,中原大學,澳大利亞,其他亞洲地區,7,0,0
109,私立,一般大學,1004,中原大學,大韓民國(南韓),其他亞洲地區,24,0,0
109,私立,一般大學,1004,中原大學,俄羅斯聯邦,其他亞洲地區,5,0,0
109,私立,一般大學,1004,中原大學,哈薩克共和國,其他亞洲地區,1,0,0
109,私立,一般大學,1004,中原大學,蒙古國,其他亞洲地區,2,0,0
109,私立,一般大學,1004,中原大學,荷蘭王國,歐洲,2,0,0
109,私立,一般大學,1004,中原大學,義大利共和國,歐洲,2,0,0
109,私立,一般大學,1004,中原大學,英國,歐洲,6,2,0
109,私立,一般大學,1004,中原大學,法國,歐洲,9,2,1
109,私立,一般大學,1004,中原大學,捷克共和國,歐洲,2,1,0
109,私立,一般大學,1004,中原大學,西班牙王國,歐洲,3,0,0
109,私立,一般大學,1004,中原大學,斯洛伐克共和國,歐洲,2,0,0
109,私立,一般大學,1004,中原大學,克羅埃西亞共和國,歐洲,1,0,0
109,私立,一般大學,1004,中原大學,波蘭共和國,歐洲,2,0,0
109,私立,一般大學,1004,中原大學,葡萄牙共和國,歐洲,1,0,0
109,私立,一般大學,1004,中原大學,奧地利共和國,歐洲,1,0,0
109,私立,一般大學,1004,中原大學,德意志聯邦共和國,歐洲,6,0,0
109,私立,一般大學,1004,中原大學,匈牙利共和國,歐洲,2,0,0
109,私立,一般大學,1004,中原大學,索馬利蘭共和國,非洲,1,0,0
109,私立,一般大學,1004,中原大學,加拿大,北美洲,1,1,0
109,私立,一般大學,1004,中原大學,美國,北美洲,55,10,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,馬來西亞,東協,7,6,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,菲律賓共和國,東協,2,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,泰國,東協,5,1,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,印度尼西亞共和國,東協,4,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,越南社會主義共和國,東協,3,1,2
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,印度,南亞,7,1,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,澳門,港澳,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,香港,港澳,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,大陸地區,大陸地區,49,0,1
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,蒙古國,其他亞洲地區,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,土耳其共和國,其他亞洲地區,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,日本,其他亞洲地區,43,6,1
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,紐西蘭,其他亞洲地區,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,俄羅斯聯邦,其他亞洲地區,5,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,澳大利亞,其他亞洲地區,6,4,2
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,烏克蘭,其他亞洲地區,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,哈薩克共和國,其他亞洲地區,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,大韓民國(南韓),其他亞洲地區,10,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,匈牙利共和國,歐洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,義大利共和國,歐洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,西班牙王國,歐洲,8,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,法國,歐洲,7,2,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,德意志聯邦共和國,歐洲,4,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,羅馬尼亞,歐洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,瑞士聯邦,歐洲,0,0,1
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,捷克共和國,歐洲,2,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,瑞典王國,歐洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,奧地利共和國,歐洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,波蘭共和國,歐洲,2,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,比利時王國,歐洲,3,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,芬蘭共和國,歐洲,2,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,英國,歐洲,7,1,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,愛爾蘭共和國,歐洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,馬拉威共和國,非洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,美國,北美洲,40,6,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,加拿大,北美洲,3,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,巴拉圭,中南美洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,哥斯大黎加共和國,中南美洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,墨西哥合眾國,中南美洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,智利,中南美洲,1,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,巴拿馬共和國,中南美洲,3,0,0
109,私立,一般大學,1006,中國文化大學,菲律賓共和國,東協,2,0,0
109,私立,一般大學,1006,中國文化大學,馬來西亞,東協,6,4,0
109,私立,一般大學,1006,中國文化大學,泰國,東協,13,1,0
109,私立,一般大學,1006,中國文化大學,緬甸,東協,1,0,0
109,私立,一般大學,1006,中國文化大學,印度尼西亞共和國,東協,7,0,0
109,私立,一般大學,1006,中國文化大學,越南社會主義共和國,東協,10,0,0
109,私立,一般大學,1006,中國文化大學,印度,南亞,2,0,0
109,私立,一般大學,1006,中國文化大學,澳門,港澳,2,0,0
109,私立,一般大學,1006,中國文化大學,大陸地區,大陸地區,197,1,0
109,私立,一般大學,1006,中國文化大學,大韓民國(南韓),其他亞洲地區,45,6,0
109,私立,一般大學,1006,中國文化大學,俄羅斯聯邦,其他亞洲地區,9,1,0
109,私立,一般大學,1006,中國文化大學,烏克蘭,其他亞洲地區,3,0,0
109,私立,一般大學,1006,中國文化大學,日本,其他亞洲地區,33,1,1
109,私立,一般大學,1006,中國文化大學,蒙古國,其他亞洲地區,1,0,0
109,私立,一般大學,1006,中國文化大學,土耳其共和國,其他亞洲地區,1,0,0
109,私立,一般大學,1006,中國文化大學,澳大利亞,其他亞洲地區,3,3,0
109,私立,一般大學,1006,中國文化大學,西班牙王國,歐洲,0,1,0
109,私立,一般大學,1006,中國文化大學,比利時王國,歐洲,3,0,0
109,私立,一般大學,1006,中國文化大學,波蘭共和國,歐洲,2,0,0
109,私立,一般大學,1006,中國文化大學,奧地利共和國,歐洲,1,0,0
109,私立,一般大學,1006,中國文化大學,英國,歐洲,5,1,0
109,私立,一般大學,1006,中國文化大學,法國,歐洲,13,3,0
109,私立,一般大學,1006,中國文化大學,拉脫維亞共和國,歐洲,1,0,0
109,私立,一般大學,1006,中國文化大學,愛爾蘭共和國,歐洲,1,0,0
109,私立,一般大學,1006,中國文化大學,斯洛維尼亞共和國,歐洲,1,0,0
109,私立,一般大學,1006,中國文化大學,德意志聯邦共和國,歐洲,4,0,0
109,私立,一般大學,1006,中國文化大學,瑞士聯邦,歐洲,1,1,0
109,私立,一般大學,1006,中國文化大學,芬蘭共和國,歐洲,1,0,0
109,私立,一般大學,1006,中國文化大學,義大利共和國,歐洲,5,0,0
109,私立,一般大學,1006,中國文化大學,賴比瑞亞共和國,非洲,1,0,0
109,私立,一般大學,1006,中國文化大學,美國,北美洲,31,5,0
109,私立,一般大學,1006,中國文化大學,加拿大,北美洲,1,0,0
109,私立,一般大學,1006,中國文化大學,巴拉圭,中南美洲,1,0,0
109,私立,一般大學,1006,中國文化大學,秘魯共和國,中南美洲,1,0,0
109,私立,一般大學,1006,中國文化大學,阿根廷,中南美洲,1,0,0
109,私立,一般大學,1006,中國文化大學,墨西哥合眾國,中南美洲,1,0,0
109,私立,一般大學,1006,中國文化大學,多明尼加共和國,中南美洲,1,0,0
109,私立,一般大學,1007,逢甲大學,菲律賓共和國,東協,2,0,0
109,私立,一般大學,1007,逢甲大學,越南社會主義共和國,東協,24,4,0
109,私立,一般大學,1007,逢甲大學,馬來西亞,東協,9,3,0
109,私立,一般大學,1007,逢甲大學,新加坡共和國,東協,2,0,0
109,私立,一般大學,1007,逢甲大學,印度尼西亞共和國,東協,31,1,0
109,私立,一般大學,1007,逢甲大學,泰國,東協,8,2,0
109,私立,一般大學,1007,逢甲大學,緬甸,東協,1,0,0
109,私立,一般大學,1007,逢甲大學,印度,南亞,4,0,0
109,私立,一般大學,1007,逢甲大學,孟加拉人民共和國,南亞,1,0,0
109,私立,一般大學,1007,逢甲大學,香港,港澳,4,0,0
109,私立,一般大學,1007,逢甲大學,大陸地區,大陸地區,80,2,0
109,私立,一般大學,1007,逢甲大學,大韓民國(南韓),其他亞洲地區,15,3,0
109,私立,一般大學,1007,逢甲大學,紐西蘭,其他亞洲地區,1,0,0
109,私立,一般大學,1007,逢甲大學,俄羅斯聯邦,其他亞洲地區,3,0,0
109,私立,一般大學,1007,逢甲大學,土耳其共和國,其他亞洲地區,1,0,0
109,私立,一般大學,1007,逢甲大學,烏克蘭,其他亞洲地區,1,0,0
109,私立,一般大學,1007,逢甲大學,日本,其他亞洲地區,18,0,0
109,私立,一般大學,1007,逢甲大學,澳大利亞,其他亞洲地區,4,3,0
109,私立,一般大學,1007,逢甲大學,瑞士聯邦,歐洲,1,0,0
109,私立,一般大學,1007,逢甲大學,德意志聯邦共和國,歐洲,6,0,0
109,私立,一般大學,1007,逢甲大學,捷克共和國,歐洲,2,0,0
109,私立,一般大學,1007,逢甲大學,法國,歐洲,13,5,0
109,私立,一般大學,1007,逢甲大學,冰島共和國,歐洲,1,0,0
109,私立,一般大學,1007,逢甲大學,瑞典王國,歐洲,2,0,0
109,私立,一般大學,1007,逢甲大學,匈牙利共和國,歐洲,2,1,0
109,私立,一般大學,1007,逢甲大學,英國,歐洲,10,4,0
109,私立,一般大學,1007,逢甲大學,羅馬尼亞,歐洲,1,0,0
109,私立,一般大學,1007,逢甲大學,芬蘭共和國,歐洲,2,0,0
109,私立,一般大學,1007,逢甲大學,西班牙王國,歐洲,3,1,0
109,私立,一般大學,1007,逢甲大學,比利時王國,歐洲,2,0,0
109,私立,一般大學,1007,逢甲大學,荷蘭王國,歐洲,5,0,0
109,私立,一般大學,1007,逢甲大學,奧地利共和國,歐洲,1,0,0
109,私立,一般大學,1007,逢甲大學,美國,北美洲,27,9,0
109,私立,一般大學,1008,靜宜大學,印度尼西亞共和國,東協,19,4,0
109,私立,一般大學,1008,靜宜大學,新加坡共和國,東協,1,0,0
109,私立,一般大學,1008,靜宜大學,泰國,東協,20,1,0
109,私立,一般大學,1008,靜宜大學,馬來西亞,東協,6,3,0
109,私立,一般大學,1008,靜宜大學,越南社會主義共和國,東協,16,1,0
109,私立,一般大學,1008,靜宜大學,菲律賓共和國,東協,15,0,0
109,私立,一般大學,1008,靜宜大學,柬埔寨王國,東協,2,0,0
109,私立,一般大學,1008,靜宜大學,印度,南亞,22,1,0
109,私立,一般大學,1008,靜宜大學,香港,港澳,3,0,0
109,私立,一般大學,1008,靜宜大學,大陸地區,大陸地區,91,0,0
109,私立,一般大學,1008,靜宜大學,俄羅斯聯邦,其他亞洲地區,2,0,0
109,私立,一般大學,1008,靜宜大學,阿拉伯聯合大公國,其他亞洲地區,1,0,0
109,私立,一般大學,1008,靜宜大學,蒙古國,其他亞洲地區,1,1,0
109,私立,一般大學,1008,靜宜大學,大韓民國(南韓),其他亞洲地區,16,0,0
109,私立,一般大學,1008,靜宜大學,吉爾吉斯,其他亞洲地區,1,0,0
109,私立,一般大學,1008,靜宜大學,澳大利亞,其他亞洲地區,3,2,0
109,私立,一般大學,1008,靜宜大學,日本,其他亞洲地區,43,1,0
109,私立,一般大學,1008,靜宜大學,紐西蘭,其他亞洲地區,1,0,0
109,私立,一般大學,1008,靜宜大學,以色列,其他亞洲地區,1,0,0
109,私立,一般大學,1008,靜宜大學,土耳其共和國,其他亞洲地區,5,0,0
109,私立,一般大學,1008,靜宜大學,奧地利共和國,歐洲,2,1,0
109,私立,一般大學,1008,靜宜大學,芬蘭共和國,歐洲,1,0,0
109,私立,一般大學,1008,靜宜大學,匈牙利共和國,歐洲,2,0,0
109,私立,一般大學,1008,靜宜大學,瑞典王國,歐洲,2,0,0
109,私立,一般大學,1008,靜宜大學,義大利共和國,歐洲,7,0,0
109,私立,一般大學,1008,靜宜大學,荷蘭王國,歐洲,3,0,0
109,私立,一般大學,1008,靜宜大學,丹麥王國,歐洲,1,0,0
109,私立,一般大學,1008,靜宜大學,瑞士聯邦,歐洲,3,0,0
109,私立,一般大學,1008,靜宜大學,捷克共和國,歐洲,7,0,0
109,私立,一般大學,1008,靜宜大學,冰島共和國,歐洲,1,0,0
109,私立,一般大學,1008,靜宜大學,英國,歐洲,6,3,0
109,私立,一般大學,1008,靜宜大學,比利時王國,歐洲,1,0,0
109,私立,一般大學,1008,靜宜大學,愛沙尼亞共和國,歐洲,1,0,0
109,私立,一般大學,1008,靜宜大學,德意志聯邦共和國,歐洲,10,2,0
109,私立,一般大學,1008,靜宜大學,西班牙王國,歐洲,20,0,0
109,私立,一般大學,1008,靜宜大學,波蘭共和國,歐洲,4,0,0
109,私立,一般大學,1008,靜宜大學,法國,歐洲,11,2,0
109,私立,一般大學,1008,靜宜大學,挪威王國,歐洲,1,0,0
109,私立,一般大學,1008,靜宜大學,拉脫維亞共和國,歐洲,1,0,0
109,私立,一般大學,1008,靜宜大學,立陶宛共和國,歐洲,3,0,0
109,私立,一般大學,1008,靜宜大學,肯亞共和國,非洲,1,0,0
109,私立,一般大學,1008,靜宜大學,史瓦帝尼王國,非洲,1,0,0
109,私立,一般大學,1008,靜宜大學,美國,北美洲,41,6,0
109,私立,一般大學,1008,靜宜大學,加拿大,北美洲,6,0,0
109,私立,一般大學,1008,靜宜大學,哥倫比亞共和國,中南美洲,2,0,0
109,私立,一般大學,1008,靜宜大學,智利,中南美洲,1,0,0
109,私立,一般大學,1008,靜宜大學,巴貝多,中南美洲,1,0,0
109,私立,一般大學,1008,靜宜大學,秘魯共和國,中南美洲,2,0,0
109,私立,一般大學,1008,靜宜大學,墨西哥合眾國,中南美洲,6,1,0
109,私立,一般大學,1008,靜宜大學,哥斯大黎加共和國,中南美洲,1,0,0
109,私立,一般大學,1008,靜宜大學,阿根廷,中南美洲,1,0,0
109,私立,一般大學,1008,靜宜大學,尼加拉瓜,中南美洲,1,0,0
109,私立,一般大學,1008,靜宜大學,厄瓜多共和國,中南美洲,2,0,0
109,私立,一般大學,1008,靜宜大學,巴拉圭,中南美洲,2,0,0
109,私立,一般大學,1008,靜宜大學,巴西聯邦共和國,中南美洲,3,0,0
109,私立,一般大學,1009,長庚大學,新加坡共和國,東協,4,1,0
109,私立,一般大學,1009,長庚大學,菲律賓共和國,東協,1,0,0
109,私立,一般大學,1009,長庚大學,印度尼西亞共和國,東協,5,2,0
109,私立,一般大學,1009,長庚大學,越南社會主義共和國,東協,1,0,0
109,私立,一般大學,1009,長庚大學,泰國,東協,1,0,0
109,私立,一般大學,1009,長庚大學,印度,南亞,6,1,0
109,私立,一般大學,1009,長庚大學,香港,港澳,4,0,0
109,私立,一般大學,1009,長庚大學,澳門,港澳,1,0,0
109,私立,一般大學,1009,長庚大學,大陸地區,大陸地區,10,0,0
109,私立,一般大學,1009,長庚大學,大韓民國(南韓),其他亞洲地區,3,1,0
109,私立,一般大學,1009,長庚大學,烏克蘭,其他亞洲地區,1,0,0
109,私立,一般大學,1009,長庚大學,日本,其他亞洲地區,14,0,0
109,私立,一般大學,1009,長庚大學,英國,歐洲,0,0,1
109,私立,一般大學,1009,長庚大學,挪威王國,歐洲,1,0,0
109,私立,一般大學,1009,長庚大學,法國,歐洲,6,1,0
109,私立,一般大學,1009,長庚大學,荷蘭王國,歐洲,1,0,0
109,私立,一般大學,1009,長庚大學,瑞典王國,歐洲,1,0,0
109,私立,一般大學,1009,長庚大學,捷克共和國,歐洲,1,0,2
109,私立,一般大學,1009,長庚大學,德意志聯邦共和國,歐洲,0,0,1
109,私立,一般大學,1009,長庚大學,美國,北美洲,18,5,0
109,私立,一般大學,1010,元智大學,馬來西亞,東協,9,3,0
109,私立,一般大學,1010,元智大學,越南社會主義共和國,東協,26,4,0
109,私立,一般大學,1010,元智大學,汶萊和平之國,東協,1,0,0
109,私立,一般大學,1010,元智大學,印度尼西亞共和國,東協,13,3,0
109,私立,一般大學,1010,元智大學,菲律賓共和國,東協,3,0,0
109,私立,一般大學,1010,元智大學,泰國,東協,7,0,0
109,私立,一般大學,1010,元智大學,印度,南亞,16,0,0
109,私立,一般大學,1010,元智大學,孟加拉人民共和國,南亞,6,2,0
109,私立,一般大學,1010,元智大學,香港,港澳,3,0,0
