學年度,設立別,學校類別,學校統計處代碼,學校名稱,是否為教育部全部授權自審學校,專任教師升等方式,專任教師申請升等之人數(A),專任教師通過升等之各職級人數-升等教授人數(B),專任教師通過升等之各職級人數-升等副教授人數(C),專任教師通過升等之各職級人數-升等助理教授人數(D),專任教師通過升等之各職級人數-小計((E)=B+C+D),專任教師通過升等比率(%)(F)=(E/A)*100%
109,私立,一般大學,1010,元智大學,是,專門著作,14,7,6,0,13,92.86
109,私立,一般大學,1010,元智大學,是,教學實務(技術報告),1,0,1,0,1,100
109,私立,一般大學,1010,元智大學,是,學位論文(文憑送審),3,0,0,3,3,100
109,私立,一般大學,1011,中華大學學校財團法人中華大學,是,專門著作,4,1,3,0,4,100
109,私立,一般大學,1011,中華大學學校財團法人中華大學,是,教學實務(技術報告),1,0,1,0,1,100
109,私立,一般大學,1012,大葉大學,是,專門著作,7,6,1,0,7,100
109,私立,一般大學,1012,大葉大學,是,教學實務(技術報告),1,1,0,0,1,100
109,私立,一般大學,1012,大葉大學,是,學位論文(文憑送審),3,0,0,3,3,100
109,私立,一般大學,1013,華梵大學,是,專門著作,1,0,1,0,1,100
109,私立,一般大學,1014,義守大學,是,專門著作,23,8,11,0,19,82.61
109,私立,一般大學,1014,義守大學,是,應用科技(技術報告),1,0,0,0,0,0
109,私立,一般大學,1014,義守大學,是,教學實務(技術報告),3,0,2,0,2,66.67
109,私立,一般大學,1014,義守大學,是,學位論文(文憑送審),1,0,0,0,0,0
109,私立,一般大學,1015,世新大學,是,專門著作,10,5,5,0,10,100
109,私立,一般大學,1015,世新大學,是,藝術作品(作品及成就),1,1,0,0,1,100
109,私立,一般大學,1015,世新大學,是,教學實務(技術報告),1,1,0,0,1,100
109,私立,一般大學,1016,銘傳大學,是,專門著作,15,6,7,0,13,86.67
109,私立,一般大學,1016,銘傳大學,是,藝術作品(作品及成就),1,0,1,0,1,100
109,私立,一般大學,1016,銘傳大學,是,學位論文(文憑送審),2,0,0,2,2,100
109,私立,一般大學,1017,實踐大學,是,專門著作,3,0,3,0,3,100
109,私立,一般大學,1017,實踐大學,是,應用科技(技術報告),1,0,1,0,1,100
109,私立,一般大學,1017,實踐大學,是,藝術作品(作品及成就),4,1,2,1,4,100
109,私立,一般大學,1017,實踐大學,是,教學實務(技術報告),3,0,3,0,3,100
109,私立,技專校院,1018,朝陽科技大學,是,專門著作,5,4,1,0,5,100
109,私立,技專校院,1018,朝陽科技大學,是,應用科技(技術報告),1,1,0,0,1,100
109,私立,技專校院,1018,朝陽科技大學,是,教學實務(技術報告),1,0,1,0,1,100
109,私立,技專校院,1018,朝陽科技大學,是,學位論文(文憑送審),2,0,1,1,2,100
109,私立,一般大學,1019,高雄醫學大學,是,專門著作,59,23,28,0,51,86.44
109,私立,一般大學,1019,高雄醫學大學,是,教學實務(技術報告),1,1,0,0,1,100
109,私立,一般大學,1020,南華大學,是,專門著作,3,1,2,0,3,100
109,私立,一般大學,1020,南華大學,是,應用科技(技術報告),1,0,1,0,1,100
109,私立,一般大學,1020,南華大學,是,教學實務(技術報告),3,0,3,0,3,100
109,私立,一般大學,1021,真理大學,否,專門著作,16,2,4,0,6,37.50
109,私立,一般大學,1022,大同大學,是,專門著作,1,1,0,0,1,100
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,是,專門著作,16,7,4,0,11,68.75
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,是,應用科技(技術報告),4,1,0,0,1,25
109,私立,技專校院,1024,崑山科技大學,是,專門著作,2,2,0,0,2,100
109,私立,技專校院,1024,崑山科技大學,是,應用科技(技術報告),5,3,1,0,4,80
109,私立,技專校院,1024,崑山科技大學,是,教學實務(技術報告),2,0,1,1,2,100
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,是,專門著作,10,4,2,0,6,60
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,是,學位論文(文憑送審),2,0,0,2,2,100
109,私立,技專校院,1026,樹德科技大學,否,專門著作,3,0,2,0,2,66.67
109,私立,技專校院,1026,樹德科技大學,否,應用科技(技術報告),2,0,2,0,2,100
109,私立,技專校院,1026,樹德科技大學,否,教學實務(技術報告),1,0,0,0,0,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,是,專門著作,12,5,5,1,11,91.67
109,私立,一般大學,1028,臺北醫學大學,是,專門著作,84,34,33,4,71,84.52
109,私立,一般大學,1029,中山醫學大學,是,專門著作,31,8,11,1,20,64.52
109,私立,一般大學,1029,中山醫學大學,是,教學實務(技術報告),1,0,1,0,1,100
109,私立,一般大學,1029,中山醫學大學,是,學位論文(文憑送審),3,0,0,2,2,66.67
109,私立,技專校院,1030,龍華科技大學,否,專門著作,1,0,0,0,0,0
109,私立,技專校院,1030,龍華科技大學,否,應用科技(技術報告),1,0,1,0,1,100
109,私立,技專校院,1030,龍華科技大學,否,藝術作品(作品及成就),1,0,0,1,1,100
109,私立,技專校院,1031,輔英科技大學,否,專門著作,6,1,3,0,4,66.67
109,私立,技專校院,1031,輔英科技大學,否,藝術作品(作品及成就),1,1,0,0,1,100
109,私立,技專校院,1031,輔英科技大學,否,教學實務(技術報告),11,1,5,1,7,63.64
109,私立,技專校院,1031,輔英科技大學,否,學位論文(文憑送審),2,0,0,2,2,100
109,私立,技專校院,1032,明新學校財團法人明新科技大學,否,專門著作,5,0,3,1,4,80
109,私立,技專校院,1032,明新學校財團法人明新科技大學,否,教學實務(技術報告),1,0,1,0,1,100
109,私立,技專校院,1032,明新學校財團法人明新科技大學,否,學位論文(文憑送審),4,0,0,4,4,100
109,私立,一般大學,1033,長榮大學,是,專門著作,15,7,4,1,12,80
109,私立,一般大學,1033,長榮大學,是,學位論文(文憑送審),10,0,0,10,10,100
109,私立,技專校院,1034,弘光科技大學,是,應用科技(技術報告),3,2,0,0,2,66.67
109,私立,技專校院,1034,弘光科技大學,是,教學實務(技術報告),2,0,2,0,2,100
109,私立,技專校院,1034,弘光科技大學,是,學位論文(文憑送審),2,0,1,1,2,100
109,私立,一般大學,1035,中國醫藥大學,是,專門著作,31,13,15,0,28,90.32
109,私立,技專校院,1037,正修學校財團法人正修科技大學,是,專門著作,5,2,1,0,3,60
109,私立,技專校院,1037,正修學校財團法人正修科技大學,是,應用科技(技術報告),1,1,0,0,1,100
109,私立,技專校院,1037,正修學校財團法人正修科技大學,是,教學實務(技術報告),1,1,0,0,1,100
109,私立,技專校院,1037,正修學校財團法人正修科技大學,是,學位論文(文憑送審),2,0,0,2,2,100
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,否,專門著作,1,1,0,0,1,100
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,否,應用科技(技術報告),3,1,1,0,2,66.67
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,否,教學實務(技術報告),1,0,1,0,1,100
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,否,學位論文(文憑送審),2,0,0,2,2,100
109,私立,一般大學,1039,玄奘大學,否,專門著作,3,0,1,0,1,33.33
109,私立,一般大學,1039,玄奘大學,否,藝術作品(作品及成就),2,0,0,2,2,100
109,私立,一般大學,1039,玄奘大學,否,教學實務(技術報告),2,0,2,0,2,100
109,私立,技專校院,1040,建國科技大學,否,專門著作,3,2,0,0,2,66.67
109,私立,技專校院,1040,建國科技大學,否,應用科技(技術報告),3,1,0,0,1,33.33
109,私立,技專校院,1040,建國科技大學,否,藝術作品(作品及成就),1,1,0,0,1,100
109,私立,技專校院,1040,建國科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1041,明志科技大學,是,專門著作,9,5,4,0,9,100
109,私立,技專校院,1042,高苑科技大學,否,專門著作,6,2,1,0,3,50
109,私立,技專校院,1042,高苑科技大學,否,應用科技(技術報告),2,0,0,0,0,0
109,私立,技專校院,1042,高苑科技大學,否,教學實務(技術報告),2,0,0,0,0,0
109,私立,技專校院,1043,大仁科技大學,否,專門著作,8,0,2,3,5,62.50
109,私立,技專校院,1043,大仁科技大學,否,應用科技(技術報告),1,0,1,0,1,100
109,私立,技專校院,1043,大仁科技大學,否,藝術作品(作品及成就),1,0,0,1,1,100
109,私立,技專校院,1043,大仁科技大學,否,教學實務(技術報告),1,0,0,1,1,100
109,私立,技專校院,1043,大仁科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1044,聖約翰科技大學,否,專門著作,5,1,2,0,3,60
109,私立,技專校院,1044,聖約翰科技大學,否,學位論文(文憑送審),2,0,0,1,1,50
109,私立,技專校院,1045,嶺東科技大學,否,專門著作,1,1,0,0,1,100
109,私立,技專校院,1046,中國科技大學,否,專門著作,4,1,1,1,3,75
109,私立,技專校院,1046,中國科技大學,否,教學實務(技術報告),2,1,0,0,1,50
109,私立,技專校院,1046,中國科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1047,中臺科技大學,否,專門著作,7,1,1,0,2,28.57
109,私立,技專校院,1047,中臺科技大學,否,學位論文(文憑送審),2,0,0,2,2,100
109,私立,一般大學,1048,亞洲大學,是,專門著作,11,3,4,1,8,72.73
109,私立,一般大學,1048,亞洲大學,是,應用科技(技術報告),4,0,0,0,0,0
109,私立,一般大學,1048,亞洲大學,是,藝術作品(作品及成就),1,0,1,0,1,100
109,私立,一般大學,1048,亞洲大學,是,教學實務(技術報告),4,1,2,0,3,75
109,私立,一般大學,1048,亞洲大學,是,學位論文(文憑送審),18,0,0,18,18,100
109,私立,一般大學,1049,開南大學,否,專門著作,16,3,5,0,8,50
109,私立,一般大學,1050,佛光大學,是,專門著作,13,3,6,0,9,69.23
109,私立,一般大學,1050,佛光大學,是,應用科技(技術報告),2,1,1,0,2,100
109,私立,一般大學,1050,佛光大學,是,教學實務(技術報告),1,0,1,0,1,100
109,私立,一般大學,1050,佛光大學,是,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,否,專門著作,6,2,0,1,3,50
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,否,應用科技(技術報告),3,0,0,2,2,66.67
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,否,藝術作品(作品及成就),3,0,1,1,2,66.67
109,私立,技專校院,1052,遠東科技大學,否,應用科技(技術報告),2,0,2,0,2,100
109,私立,技專校院,1052,遠東科技大學,否,教學實務(技術報告),2,0,1,1,2,100
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,否,應用科技(技術報告),3,0,3,0,3,100
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1054,景文科技大學,否,專門著作,2,1,0,1,2,100
109,私立,技專校院,1054,景文科技大學,否,教學實務(技術報告),2,1,0,0,1,50
109,私立,技專校院,1055,中華醫事科技大學,否,專門著作,4,0,1,0,1,25
109,私立,技專校院,1055,中華醫事科技大學,否,學位論文(文憑送審),3,0,0,0,0,0
109,私立,技專校院,1056,東南科技大學,否,專門著作,5,0,0,0,0,0
109,私立,技專校院,1057,德明財經科技大學,否,專門著作,5,3,1,0,4,80
109,私立,技專校院,1057,德明財經科技大學,否,教學實務(技術報告),4,1,0,0,1,25
109,私立,一般大學,1058,明道學校財團法人明道大學,否,專門著作,1,0,1,0,1,100
109,私立,一般大學,1058,明道學校財團法人明道大學,否,學位論文(文憑送審),4,0,0,4,4,100
109,私立,技專校院,1060,南開科技大學,否,教學實務(技術報告),2,0,1,0,1,50
109,私立,技專校院,1062,僑光科技大學,否,專門著作,2,0,2,0,2,100
109,私立,技專校院,1062,僑光科技大學,否,應用科技(技術報告),1,0,0,0,0,0
109,私立,技專校院,1062,僑光科技大學,否,教學實務(技術報告),3,0,1,2,3,100
109,私立,技專校院,1062,僑光科技大學,否,學位論文(文憑送審),3,0,0,3,3,100
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,否,專門著作,3,0,1,1,2,66.67
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,否,應用科技(技術報告),1,0,0,0,0,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,否,藝術作品(作品及成就),1,0,1,0,1,100
109,私立,技專校院,1064,美和學校財團法人美和科技大學,否,專門著作,9,2,0,0,2,22.22
109,私立,技專校院,1064,美和學校財團法人美和科技大學,否,學位論文(文憑送審),4,0,0,4,4,100
109,私立,技專校院,1065,吳鳳科技大學,否,專門著作,8,2,0,0,2,25
109,私立,技專校院,1065,吳鳳科技大學,否,應用科技(技術報告),2,1,0,0,1,50
109,私立,技專校院,1065,吳鳳科技大學,否,教學實務(技術報告),2,0,1,0,1,50
109,私立,技專校院,1066,環球學校財團法人環球科技大學,否,專門著作,3,0,3,0,3,100
109,私立,技專校院,1066,環球學校財團法人環球科技大學,否,學位論文(文憑送審),2,0,1,1,2,100
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,否,學位論文(文憑送審),3,0,3,0,3,100
109,私立,技專校院,1068,中州學校財團法人中州科技大學,否,專門著作,2,0,0,0,0,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,否,專門著作,1,0,1,0,1,100
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,專門著作,11,3,3,0,6,54.55
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,應用科技(技術報告),3,0,1,0,1,33.33
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,教學實務(技術報告),4,0,2,2,4,100
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,學位論文(文憑送審),2,0,0,2,2,100
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,否,專門著作,4,0,2,1,3,75
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,否,學位論文(文憑送審),3,0,0,3,3,100
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,否,專門著作,2,1,1,0,2,100
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,否,應用科技(技術報告),4,0,2,0,2,50
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,否,教學實務(技術報告),1,0,1,0,1,100
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,否,專門著作,9,4,5,0,9,100
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,否,教學實務(技術報告),1,0,1,0,1,100
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,否,應用科技(技術報告),1,0,1,0,1,100
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,否,專門著作,3,1,1,0,2,66.67
109,私立,技專校院,1078,致理學校財團法人致理科技大學,否,專門著作,10,2,4,0,6,60
109,私立,技專校院,1078,致理學校財團法人致理科技大學,否,應用科技(技術報告),11,1,5,0,6,54.55
109,私立,技專校院,1078,致理學校財團法人致理科技大學,否,教學實務(技術報告),5,1,0,1,2,40
109,私立,技專校院,1078,致理學校財團法人致理科技大學,否,學位論文(文憑送審),1,0,1,0,1,100
109,私立,一般大學,1079,康寧學校財團法人康寧大學,否,專門著作,4,1,3,0,4,100
109,私立,一般大學,1079,康寧學校財團法人康寧大學,否,學位論文(文憑送審),4,0,0,4,4,100
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,否,專門著作,1,0,1,0,1,100
109,私立,技專校院,1081,東方學校財團法人東方設計大學,否,專門著作,7,1,2,0,3,42.86
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,專門著作,5,0,1,0,1,20
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,藝術作品(作品及成就),2,0,0,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,教學實務(技術報告),2,0,0,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,否,專門著作,6,1,4,0,5,83.33
109,私立,技專校院,1148,大漢技術學院,否,專門著作,1,0,0,0,0,0
109,私立,技專校院,1166,亞東技術學院,否,專門著作,7,0,0,0,0,0
109,私立,技專校院,1166,亞東技術學院,否,應用科技(技術報告),5,0,0,0,0,0
109,私立,技專校院,1166,亞東技術學院,否,教學實務(技術報告),2,0,0,0,0,0
109,私立,技專校院,1166,亞東技術學院,否,學位論文(文憑送審),2,0,0,1,1,50
109,私立,技專校院,1166,亞東技術學院,是,專門著作,8,0,3,0,3,37.50
109,私立,技專校院,1166,亞東技術學院,是,應用科技(技術報告),5,0,2,0,2,40
109,私立,技專校院,1166,亞東技術學院,是,藝術作品(作品及成就),1,0,0,0,0,0
109,私立,技專校院,1166,亞東技術學院,是,教學實務(技術報告),2,0,2,0,2,100
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,否,專門著作,1,0,0,1,1,100
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,否,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1183,黎明技術學院,否,專門著作,5,0,0,1,1,20
109,私立,技專校院,1185,經國管理暨健康學院,否,專門著作,4,1,2,1,4,100
109,私立,技專校院,1185,經國管理暨健康學院,否,學位論文(文憑送審),2,0,0,2,2,100
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,否,專門著作,18,0,11,2,13,72.22
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,否,專門著作,1,1,0,0,1,100
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,否,專門著作,7,3,0,1,4,57.14
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,否,教學實務(技術報告),1,0,0,0,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,否,學位論文(文憑送審),4,0,0,4,4,100
109,私立,技專校院,1284,樹人醫護管理專科學校,否,專門著作,4,1,1,2,4,100
109,私立,技專校院,1284,樹人醫護管理專科學校,否,應用科技(技術報告),1,0,0,1,1,100
109,私立,技專校院,1284,樹人醫護管理專科學校,否,教學實務(技術報告),2,0,0,2,2,100
109,私立,技專校院,1284,樹人醫護管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1285,慈惠醫護管理專科學校,否,學位論文(文憑送審),3,0,0,3,3,100
109,私立,技專校院,1286,耕莘健康管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1287,敏惠醫護管理專科學校,否,專門著作,2,0,0,1,1,50
109,私立,技專校院,1287,敏惠醫護管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1291,聖母醫護管理專科學校,否,專門著作,3,1,1,0,2,66.67
109,私立,技專校院,1291,聖母醫護管理專科學校,否,應用科技(技術報告),1,0,0,1,1,100
109,私立,技專校院,1291,聖母醫護管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
109,私立,技專校院,1292,新生醫護管理專科學校,否,專門著作,2,0,0,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,否,學位論文(文憑送審),2,0,0,2,2,100
109,私立,技專校院,1293,崇仁醫護管理專科學校,否,專門著作,3,0,0,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,否,學位論文(文憑送審),1,0,0,0,0,0
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,否,專門著作,2,0,1,1,2,100
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,否,專門著作,3,0,3,0,3,100
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,否,學位論文(文憑送審),1,0,0,1,1,100
109,公立,一般大學,3002,臺北市立大學,是,專門著作,19,6,4,0,10,52.63
109,公立,一般大學,3002,臺北市立大學,是,藝術作品(作品及成就),4,1,1,0,2,50
109,公立,一般大學,3002,臺北市立大學,是,體育成就(作品及成就),2,0,0,1,1,50
