,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,僑生總計,男,女,港澳生總計,男,女
,103,公立,技專校院,43,國立勤益科技大學,480109,資訊管理系,學士班(日間),1,1,0,2,1,1
,103,公立,技專校院,43,國立勤益科技大學,520101,電機工程系,學士班(日間),1,1,0,0,0,0
,103,公立,技專校院,43,國立勤益科技大學,520103,電子工程系,學士班(日間),2,1,1,0,0,0
,103,公立,技專校院,43,國立勤益科技大學,520114,資訊工程系,學士班(日間),0,0,0,3,2,1
,103,公立,技專校院,43,國立勤益科技大學,520201,機械工程系,學士班(日間),1,1,0,0,0,0
,103,公立,技專校院,43,國立勤益科技大學,580203,景觀系,學士班(日間),1,1,0,1,0,1
,103,公立,技專校院,43,國立勤益科技大學,810511,休閒產業管理系,學士班(日間),1,0,1,0,0,0
,103,公立,技專校院,46,國立臺北護理健康大學,310521,生死與健康心理諮商系,學士班(日間),0,0,0,5,5,0
,103,公立,技專校院,46,國立臺北護理健康大學,340904,健康事業管理系,學士班(日間),4,0,4,4,1,3
,103,公立,技專校院,46,國立臺北護理健康大學,480109,資訊管理系,學士班(日間),4,3,1,2,2,0
,103,公立,技專校院,46,國立臺北護理健康大學,720601,護理學系,學士班(日間),0,0,0,2,0,2
,103,公立,技專校院,46,國立臺北護理健康大學,720601,護理學系,碩士班(日間),1,1,0,0,0,0
,103,公立,技專校院,46,國立臺北護理健康大學,720607,長期照護所,碩士班(日間),1,0,1,0,0,0
,103,公立,技專校院,46,國立臺北護理健康大學,729989,學士後第二專長長期照護學位學程,學士班(日間),0,0,0,1,0,1
,103,公立,技專校院,46,國立臺北護理健康大學,760401,(嬰)幼兒保育(技術)學系,學士班(日間),7,0,7,5,0,5
,103,公立,技專校院,46,國立臺北護理健康大學,810501,運動保健學系,學士班(日間),4,1,3,5,3,2
,103,公立,技專校院,47,國立高雄餐旅大學,220312,應用英語系,學士班(日間),8,4,4,3,0,3
,103,公立,技專校院,47,國立高雄餐旅大學,220321,應用日語系,學士班(日間),1,1,0,0,0,0
,103,公立,技專校院,47,國立高雄餐旅大學,810101,旅館管理系,學士班(日間),16,4,12,3,2,1
,103,公立,技專校院,47,國立高雄餐旅大學,810102,餐旅管理研究所,碩士班(日間),1,1,0,0,0,0
,103,公立,技專校院,47,國立高雄餐旅大學,810103,餐飲管理系,學士班(日間),8,2,6,10,3,7
,103,公立,技專校院,47,國立高雄餐旅大學,810104,中餐廚藝系,學士班(日間),9,5,4,0,0,0
,103,公立,技專校院,47,國立高雄餐旅大學,810105,西餐廚藝系,學士班(日間),9,7,2,4,2,2
,103,公立,技專校院,47,國立高雄餐旅大學,810106,烘焙管理系,學士班(日間),15,5,10,1,0,1
,103,公立,技專校院,47,國立高雄餐旅大學,810119,餐飲創新研發學位學程,碩士班(日間),1,0,1,0,0,0
,103,公立,技專校院,47,國立高雄餐旅大學,810120,國際廚藝學士學位學程,學士班(日間),14,8,6,3,2,1
,103,公立,技專校院,47,國立高雄餐旅大學,810122,餐旅暨會展行銷管理系,學士班(日間),12,3,9,3,1,2
,103,公立,技專校院,47,國立高雄餐旅大學,810210,休閒暨遊憩管理系,學士班(日間),17,5,12,2,0,2
,103,公立,技專校院,47,國立高雄餐旅大學,810216,旅運管理系,學士班(日間),3,0,3,1,0,1
,103,公立,技專校院,47,國立高雄餐旅大學,810233,國際觀光學士學位學程,學士班(日間),8,3,5,2,1,1
,103,公立,技專校院,47,國立高雄餐旅大學,810236,運輸與休閒服務規劃碩士學位學程,碩士班(日間),2,1,1,0,0,0
,103,公立,技專校院,47,國立高雄餐旅大學,840201,航空暨運輸服務管理系,學士班(日間),4,1,3,2,0,2
,103,公立,技專校院,50,國立臺中科技大學,220202,應用中文系,學士班(日間),3,1,2,1,0,1
,103,公立,技專校院,50,國立臺中科技大學,220312,應用英語科,五專,2,0,2,0,0,0
,103,公立,技專校院,50,國立臺中科技大學,220312,應用英語系,學士班(日間),2,1,1,4,0,4
,103,公立,技專校院,50,國立臺中科技大學,220321,應用日語系,學士班(日間),1,0,1,2,1,1
,103,公立,技專校院,50,國立臺中科技大學,230203,多媒體設計系,學士班(日間),3,3,0,2,1,1
,103,公立,技專校院,50,國立臺中科技大學,230302,商業設計系,學士班(日間),2,1,1,7,2,5
,103,公立,技專校院,50,國立臺中科技大學,230401,室內設計系,學士班(日間),1,0,1,2,0,2
,103,公立,技專校院,50,國立臺中科技大學,340201,會計資訊系,學士班(日間),2,0,2,1,1,0
,103,公立,技專校院,50,國立臺中科技大學,340301,企業管理科,五專,2,0,2,0,0,0
,103,公立,技專校院,50,國立臺中科技大學,340301,企業管理系,學士班(日間),0,0,0,4,3,1
,103,公立,技專校院,50,國立臺中科技大學,340413,國際貿易與經營系,學士班(日間),6,2,4,3,2,1
,103,公立,技專校院,50,國立臺中科技大學,340501,財務金融系,學士班(日間),2,2,0,1,1,0
,103,公立,技專校院,50,國立臺中科技大學,340605,保險金融管理科,五專,1,1,0,0,0,0
,103,公立,技專校院,50,國立臺中科技大學,340605,保險金融管理系,學士班(日間),1,1,0,1,1,0
,103,公立,技專校院,50,國立臺中科技大學,340803,流通管理系,學士班(日間),1,0,1,0,0,0
,103,公立,技專校院,50,國立臺中科技大學,460203,應用統計系,學士班(日間),2,2,0,1,1,0
,103,公立,技專校院,50,國立臺中科技大學,480109,資訊管理科,五專,9,4,5,0,0,0
,103,公立,技專校院,50,國立臺中科技大學,480109,資訊管理系,學士班(日間),1,1,0,1,1,0
,103,公立,技專校院,50,國立臺中科技大學,520114,資訊工程系,學士班(日間),3,2,1,2,2,0
,103,公立,技專校院,50,國立臺中科技大學,760203,老人服務事業管理系,學士班(日間),0,0,0,2,2,0
,103,公立,技專校院,50,國立臺中科技大學,810512,休閒事業經營系,學士班(日間),2,2,0,2,1,1
,103,公立,技專校院,51,國立臺北商業大學,220303,應用外語科,五專,13,3,10,0,0,0
,103,公立,技專校院,51,國立臺北商業大學,220303,應用外語系,學士班(日間),20,5,15,2,1,1
,103,公立,技專校院,51,國立臺北商業大學,340201,會計資訊科,五專,1,0,1,0,0,0
,103,公立,技專校院,51,國立臺北商業大學,340201,會計資訊系,學士班(日間),3,1,2,5,4,1
,103,公立,技專校院,51,國立臺北商業大學,340301,企業管理科,五專,1,1,0,0,0,0
,103,公立,技專校院,51,國立臺北商業大學,340301,企業管理系,學士班(日間),14,8,6,5,3,2
,103,公立,技專校院,51,國立臺北商業大學,340401,國際貿易科,五專,6,1,5,0,0,0
,103,公立,技專校院,51,國立臺北商業大學,340403,國際商務系,學士班(日間),11,4,7,3,3,0
,103,公立,技專校院,51,國立臺北商業大學,340501,財務金融科,五專,2,2,0,0,0,0
,103,公立,技專校院,51,國立臺北商業大學,340501,財務金融系,學士班(日間),4,1,3,2,1,1
,103,公立,技專校院,51,國立臺北商業大學,340702,財政稅務系,學士班(日間),1,0,1,0,0,0
,103,公立,技專校院,51,國立臺北商業大學,480109,資訊管理科,五專,4,4,0,0,0,0
,103,公立,技專校院,51,國立臺北商業大學,480109,資訊管理系,學士班(日間),3,3,0,1,0,1
,103,公立,技專校院,144,國立臺灣戲曲學院,210506,劇場藝術學系,學士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1001,東海大學,210101,美術學系,學士班(日間),3,1,2,8,1,7
,103,私立,一般大學,1001,東海大學,210101,美術學系,碩士班(日間),2,1,1,1,1,0
,103,私立,一般大學,1001,東海大學,210401,音樂學系,學士班(日間),1,0,1,3,3,0
,103,私立,一般大學,1001,東海大學,220201,中國文學系,學士班(日間),11,3,8,6,4,2
,103,私立,一般大學,1001,東海大學,220201,中國文學系,碩士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1001,東海大學,220301,外國語文學系,學士班(日間),11,6,5,11,3,8
,103,私立,一般大學,1001,東海大學,220341,日本語言文化學系,學士班(日間),4,0,4,21,9,12
,103,私立,一般大學,1001,東海大學,220341,日本語言文化學系,碩士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1001,東海大學,220901,歷史學系,學士班(日間),4,3,1,8,5,3
,103,私立,一般大學,1001,東海大學,220901,歷史學系,碩士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1001,東海大學,221101,哲學系,學士班(日間),4,2,2,10,7,3
,103,私立,一般大學,1001,東海大學,230303,工業設計學系,學士班(日間),4,0,4,4,2,2
,103,私立,一般大學,1001,東海大學,310101,經濟學系一般經濟組,學士班(日間),3,2,1,8,5,3
,103,私立,一般大學,1001,東海大學,310101,經濟學系產業經濟組,學士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1001,東海大學,310201,政治學系政治理論組,學士班(日間),1,0,1,2,2,0
,103,私立,一般大學,1001,東海大學,310201,政治學系國際關係組,學士班(日間),1,0,1,5,4,1
,103,私立,一般大學,1001,東海大學,310301,社會學系,學士班(日間),7,5,2,18,8,10
,103,私立,一般大學,1001,東海大學,310301,社會學系,碩士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1001,東海大學,310804,行政管理暨政策學系,學士班(日間),0,0,0,10,5,5
,103,私立,一般大學,1001,東海大學,340201,會計學系,學士班(日間),3,3,0,10,7,3
,103,私立,一般大學,1001,東海大學,340301,企業管理學系,學士班(日間),18,7,11,25,15,10
,103,私立,一般大學,1001,東海大學,340301,企業管理學系,碩士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1001,東海大學,340408,國際經營與貿易學系,學士班(日間),26,18,8,13,6,7
,103,私立,一般大學,1001,東海大學,340501,財務金融學系,學士班(日間),17,13,4,11,7,4
,103,私立,一般大學,1001,東海大學,380101,法律學系,學士班(日間),2,1,1,8,4,4
,103,私立,一般大學,1001,東海大學,380101,法律學系,碩士班(日間),0,0,0,2,2,0
,103,私立,一般大學,1001,東海大學,420103,生命科學系生物醫學組,學士班(日間),4,3,1,4,2,2
,103,私立,一般大學,1001,東海大學,420103,生命科學系生態暨生物多樣性組,學士班(日間),3,2,1,10,7,3
,103,私立,一般大學,1001,東海大學,440101,化學系化學生物組,學士班(日間),0,0,0,2,1,1
,103,私立,一般大學,1001,東海大學,440302,應用物理學系光電組,學士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1001,東海大學,460102,應用數學系,學士班(日間),0,0,0,3,3,0
,103,私立,一般大學,1001,東海大學,460201,統計學系,學士班(日間),1,1,0,1,1,0
,103,私立,一般大學,1001,東海大學,480109,資訊管理學系,學士班(日間),4,4,0,6,5,1
,103,私立,一般大學,1001,東海大學,480109,資訊管理學系,碩士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1001,東海大學,520101,電機工程學系奈米電子與能源技術組,學士班(日間),1,1,0,1,1,0
,103,私立,一般大學,1001,東海大學,520114,資訊工程學系軟體工程組,學士班(日間),1,1,0,4,4,0
,103,私立,一般大學,1001,東海大學,520114,資訊工程學系資電工程組,學士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1001,東海大學,520114,資訊工程學系數位創意組,學士班(日間),0,0,0,2,2,0
,103,私立,一般大學,1001,東海大學,520403,化學工程與材料工程學系,學士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1001,東海大學,520602,工業工程與經營資訊學系,學士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1001,東海大學,520904,環境科學與工程學系,學士班(日間),1,0,1,7,5,2
,103,私立,一般大學,1001,東海大學,580101,建築學系,學士班(日間),7,4,3,5,2,3
,103,私立,一般大學,1001,東海大學,580101,建築學系,碩士班(日間),1,0,1,1,0,1
,103,私立,一般大學,1001,東海大學,580203,景觀學系,學士班(日間),2,1,1,3,3,0
,103,私立,一般大學,1001,東海大學,620202,畜產與生物科技學系,學士班(日間),5,5,0,7,1,6
,103,私立,一般大學,1001,東海大學,620601,食品科學系,學士班(日間),18,4,14,8,5,3
,103,私立,一般大學,1001,東海大學,760301,社會工作學系,學士班(日間),3,0,3,25,12,13
,103,私立,一般大學,1001,東海大學,810102,餐旅管理學系,學士班(日間),4,1,3,2,1,1
,103,私立,一般大學,1001,東海大學,810102,餐旅管理學系,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1002,輔仁大學,140315,體育學系運動競技組,學士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1002,輔仁大學,140315,體育學系運動健康管理組,學士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1002,輔仁大學,210101,應用美術學系,學士班(日間),10,5,5,10,3,7
,103,私立,一般大學,1002,輔仁大學,210401,音樂學系,學士班(日間),4,2,2,6,3,3
,103,私立,一般大學,1002,輔仁大學,220201,中國文學系,學士班(日間),5,2,3,19,6,13
,103,私立,一般大學,1002,輔仁大學,220201,中國文學系碩士班,碩士班(日間),0,0,0,3,3,0
,103,私立,一般大學,1002,輔仁大學,220307,英國語文學系,學士班(日間),6,3,3,8,0,8
,103,私立,一般大學,1002,輔仁大學,220307,英國語文學系碩士班,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1002,輔仁大學,220314,法國語文學系,學士班(日間),2,0,2,3,1,2
,103,私立,一般大學,1002,輔仁大學,220314,法國語文學系碩士班,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1002,輔仁大學,220316,德語語文學系,學士班(日間),3,3,0,8,3,5
,103,私立,一般大學,1002,輔仁大學,220318,西班牙語文學系,學士班(日間),10,2,8,3,2,1
,103,私立,一般大學,1002,輔仁大學,220318,西班牙語文學系碩士班,碩士班(日間),2,0,2,0,0,0
,103,私立,一般大學,1002,輔仁大學,220320,日本語文學系,學士班(日間),2,0,2,7,3,4
,103,私立,一般大學,1002,輔仁大學,220325,義大利語文學系,學士班(日間),7,0,7,7,0,7
,103,私立,一般大學,1002,輔仁大學,220801,宗教學系,學士班(日間),3,3,0,11,5,6
,103,私立,一般大學,1002,輔仁大學,220801,宗教學系碩士班,碩士班(日間),0,0,0,2,2,0
,103,私立,一般大學,1002,輔仁大學,220801,宗教學系博士班,博士班,0,0,0,1,0,1
,103,私立,一般大學,1002,輔仁大學,220901,歷史學系,學士班(日間),6,4,2,16,15,1
,103,私立,一般大學,1002,輔仁大學,220901,歷史學系碩士班,碩士班(日間),0,0,0,1,0,1
,103,私立,一般大學,1002,輔仁大學,221101,哲學系,學士班(日間),4,3,1,24,21,3
,103,私立,一般大學,1002,輔仁大學,221101,哲學系碩士班,碩士班(日間),1,1,0,1,0,1
,103,私立,一般大學,1002,輔仁大學,229911,跨文化研究所翻譯學碩士班,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1002,輔仁大學,230136,品牌與時尚經營管理碩士學位學程,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1002,輔仁大學,310101,經濟學系,學士班(日間),8,5,3,15,11,4
,103,私立,一般大學,1002,輔仁大學,310301,社會學系,學士班(日間),2,1,1,7,4,3
,103,私立,一般大學,1002,輔仁大學,310301,社會學系碩士班,碩士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1002,輔仁大學,310501,心理學系,學士班(日間),8,3,5,12,9,3
,103,私立,一般大學,1002,輔仁大學,310501,心理學系碩士班,碩士班(日間),0,0,0,2,1,1
,103,私立,一般大學,1002,輔仁大學,310505,臨床心理學系,學士班(日間),7,2,5,5,0,5
,103,私立,一般大學,1002,輔仁大學,310505,臨床心理學系碩士班,碩士班(日間),0,0,0,2,0,2
,103,私立,一般大學,1002,輔仁大學,320101,大眾傳播學研究所碩士班,碩士班(日間),3,2,1,0,0,0
,103,私立,一般大學,1002,輔仁大學,320202,新聞傳播學系,學士班(日間),6,2,4,3,1,2
,103,私立,一般大學,1002,輔仁大學,320302,影像傳播學系,學士班(日間),7,2,5,13,6,7
,103,私立,一般大學,1002,輔仁大學,320501,博物館學研究所碩士班,碩士班(日間),1,0,1,2,0,2
,103,私立,一般大學,1002,輔仁大學,320602,圖書資訊學系,學士班(日間),2,1,1,8,0,8
,103,私立,一般大學,1002,輔仁大學,320801,廣告傳播學系,學士班(日間),3,1,2,8,5,3
,103,私立,一般大學,1002,輔仁大學,340101,商學研究所博士班,博士班,1,1,0,1,1,0
,103,私立,一般大學,1002,輔仁大學,340201,會計學系,學士班(日間),4,3,1,6,2,4
,103,私立,一般大學,1002,輔仁大學,340301,企業管理學系,學士班(日間),7,1,6,5,2,3
,103,私立,一般大學,1002,輔仁大學,340310,國際經營管理碩士學位學程,碩士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1002,輔仁大學,340522,金融與國際企業學系,學士班(日間),14,8,6,10,6,4
,103,私立,一般大學,1002,輔仁大學,380101,法律學系,學士班(日間),0,0,0,3,1,2
,103,私立,一般大學,1002,輔仁大學,380201,財經法律學系,學士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1002,輔仁大學,420103,生命科學系,學士班(日間),9,5,4,22,14,8
,103,私立,一般大學,1002,輔仁大學,420103,生命科學系碩士班,碩士班(日間),2,1,1,0,0,0
,103,私立,一般大學,1002,輔仁大學,460201,統計資訊學系,學士班(日間),2,2,0,6,6,0
,103,私立,一般大學,1002,輔仁大學,480109,資訊管理學系,學士班(日間),8,6,2,11,9,2
,103,私立,一般大學,1002,輔仁大學,520101,電機工程學系系統與晶片設計組,學士班(日間),1,1,0,3,3,0
,103,私立,一般大學,1002,輔仁大學,520101,電機工程學系電腦與通訊工程組,學士班(日間),0,0,0,2,2,0
,103,私立,一般大學,1002,輔仁大學,520114,資訊工程學系,學士班(日間),4,4,0,11,11,0
,103,私立,一般大學,1002,輔仁大學,580201,景觀設計學系,學士班(日間),3,0,3,3,2,1
,103,私立,一般大學,1002,輔仁大學,620601,食品科學系,學士班(日間),9,3,6,3,2,1
,103,私立,一般大學,1002,輔仁大學,620601,食品科學系碩士班,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1002,輔仁大學,720101,醫學系,學士班(日間),14,6,8,0,0,0
,103,私立,一般大學,1002,輔仁大學,720116,基礎醫學研究所碩士班,碩士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1002,輔仁大學,720201,公共衛生學系,學士班(日間),1,0,1,15,10,5
,103,私立,一般大學,1002,輔仁大學,720402,職能治療學系,學士班(日間),5,0,5,6,4,2
,103,私立,一般大學,1002,輔仁大學,720507,營養科學系,學士班(日間),5,1,4,4,2,2
,103,私立,一般大學,1002,輔仁大學,720601,護理學系,學士班(日間),5,0,5,11,8,3
,103,私立,一般大學,1002,輔仁大學,720613,呼吸治療學系,學士班(日間),1,0,1,6,3,3
,103,私立,一般大學,1002,輔仁大學,760301,社會工作學系,學士班(日間),3,3,0,11,4,7
,103,私立,一般大學,1002,輔仁大學,760403,兒童與家庭學系,學士班(日間),1,0,1,4,0,4
,103,私立,一般大學,1002,輔仁大學,760403,兒童與家庭學系碩士班,碩士班(日間),0,0,0,3,0,3
,103,私立,一般大學,1002,輔仁大學,810102,餐旅管理學系,學士班(日間),3,1,2,0,0,0
,103,私立,一般大學,1002,輔仁大學,810702,織品服裝學系服飾設計組,學士班(日間),4,2,2,3,1,2
,103,私立,一般大學,1002,輔仁大學,810702,織品服裝學系織品服飾行銷組,學士班(日間),3,1,2,1,0,1
,103,私立,一般大學,1002,輔仁大學,810702,織品服裝學系織品設計組,學士班(日間),2,1,1,3,1,2
,103,私立,一般大學,1003,東吳大學,210401,音樂學系,學士班(日間),5,2,3,4,1,3
,103,私立,一般大學,1003,東吳大學,220201,中國文學系,學士班(日間),5,2,3,13,1,12
,103,私立,一般大學,1003,東吳大學,220201,中國文學系,博士班,0,0,0,1,0,1
,103,私立,一般大學,1003,東吳大學,220309,英文學系,學士班(日間),10,2,8,15,4,11
,103,私立,一般大學,1003,東吳大學,220309,英文學系,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1003,東吳大學,220320,日本語文學系,學士班(日間),8,2,6,24,7,17
,103,私立,一般大學,1003,東吳大學,220901,歷史學系,學士班(日間),4,2,2,12,9,3
,103,私立,一般大學,1003,東吳大學,220901,歷史學系,碩士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1003,東吳大學,221101,哲學系,學士班(日間),0,0,0,18,13,5
,103,私立,一般大學,1003,東吳大學,221101,哲學系,碩士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1003,東吳大學,310101,經濟學系,學士班(日間),4,4,0,16,12,4
,103,私立,一般大學,1003,東吳大學,310101,經濟學系,碩士班(日間),1,1,0,1,1,0
,103,私立,一般大學,1003,東吳大學,310201,政治學系,學士班(日間),5,4,1,18,13,5
,103,私立,一般大學,1003,東吳大學,310201,政治學系,碩士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1003,東吳大學,310301,社會學系,學士班(日間),3,1,2,19,11,8
,103,私立,一般大學,1003,東吳大學,310301,社會學系,碩士班(日間),0,0,0,1,0,1
,103,私立,一般大學,1003,東吳大學,310501,心理學系,學士班(日間),5,3,2,7,2,5
,103,私立,一般大學,1003,東吳大學,310501,心理學系,碩士班(日間),1,0,1,1,1,0
,103,私立,一般大學,1003,東吳大學,310710,德國文化學系,學士班(日間),1,0,1,5,2,3
,103,私立,一般大學,1003,東吳大學,311017,人權碩士學位學程,碩士班(日間),0,0,0,1,0,1
,103,私立,一般大學,1003,東吳大學,340201,會計學系,學士班(日間),3,0,3,10,6,4
,103,私立,一般大學,1003,東吳大學,340301,企業管理學系,學士班(日間),9,5,4,18,13,5
,103,私立,一般大學,1003,東吳大學,340301,企業管理學系,碩士班(日間),2,2,0,0,0,0
,103,私立,一般大學,1003,東吳大學,340408,國際經營與貿易學系,學士班(日間),18,10,8,14,7,7
,103,私立,一般大學,1003,東吳大學,380101,法律學系,學士班(日間),3,2,1,12,3,9
,103,私立,一般大學,1003,東吳大學,380101,法律學系,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1003,東吳大學,420401,微生物學系,學士班(日間),1,1,0,3,3,0
,103,私立,一般大學,1003,東吳大學,440101,化學系,學士班(日間),1,0,1,1,1,0
,103,私立,一般大學,1003,東吳大學,440301,物理學系,學士班(日間),1,1,0,1,1,0
,103,私立,一般大學,1003,東吳大學,469902,財務工程與精算數學系,學士班(日間),1,1,0,1,1,0
,103,私立,一般大學,1003,東吳大學,469902,財務工程與精算數學系,碩士班(日間),0,0,0,1,0,1
,103,私立,一般大學,1003,東吳大學,480109,資訊管理學系,學士班(日間),0,0,0,6,5,1
,103,私立,一般大學,1003,東吳大學,760301,社會工作學系,學士班(日間),3,1,2,28,16,12
,103,私立,一般大學,1004,中原大學,140601,特殊教育學系,學士班(日間),1,0,1,12,3,9
,103,私立,一般大學,1004,中原大學,140601,特殊教育學系,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),8,0,8,12,3,9
,103,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),3,0,3,3,0,3
,103,私立,一般大學,1004,中原大學,220304,應用外國語文學系,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1004,中原大學,220801,宗教研究所,碩士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1004,中原大學,230302,商業設計學系,學士班(日間),5,3,2,6,1,5
,103,私立,一般大學,1004,中原大學,230401,室內設計學系,學士班(日間),7,2,5,6,2,4
,103,私立,一般大學,1004,中原大學,310501,心理學系,學士班(日間),1,0,1,6,1,5
,103,私立,一般大學,1004,中原大學,340201,會計學系,學士班(日間),0,0,0,2,2,0
,103,私立,一般大學,1004,中原大學,340301,企業管理學系,學士班(日間),9,3,6,22,12,10
,103,私立,一般大學,1004,中原大學,340408,國際經營與貿易學系,學士班(日間),24,12,12,18,13,5
,103,私立,一般大學,1004,中原大學,340408,國際經營與貿易學系,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1004,中原大學,340501,財務金融學系,學士班(日間),3,1,2,8,5,3
,103,私立,一般大學,1004,中原大學,380201,財經法律學系,學士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1004,中原大學,420302,生物科技學系,學士班(日間),5,4,1,1,0,1
,103,私立,一般大學,1004,中原大學,440101,化學系,學士班(日間),1,0,1,5,3,2
,103,私立,一般大學,1004,中原大學,440301,物理學系,學士班(日間),1,1,0,1,1,0
,103,私立,一般大學,1004,中原大學,460102,應用數學系,學士班(日間),2,2,0,3,3,0
,103,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),1,0,1,4,4,0
,103,私立,一般大學,1004,中原大學,520101,電機工程學系,學士班(日間),0,0,0,4,4,0
,103,私立,一般大學,1004,中原大學,520103,電子工程學系,學士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1004,中原大學,520114,資訊工程學系,學士班(日間),1,1,0,2,2,0
,103,私立,一般大學,1004,中原大學,520196,電機資訊學院學士班,學士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1004,中原大學,520201,機械工程學系,學士班(日間),2,2,0,6,6,0
,103,私立,一般大學,1004,中原大學,520301,土木工程學系,學士班(日間),3,3,0,19,19,0
,103,私立,一般大學,1004,中原大學,520401,化學工程學系,學士班(日間),2,1,1,2,2,0
,103,私立,一般大學,1004,中原大學,520401,化學工程學系,碩士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1004,中原大學,520611,工業與系統工程學系,學士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1004,中原大學,520611,工業與系統工程學系,碩士班(日間),3,0,3,0,0,0
,103,私立,一般大學,1004,中原大學,521108,生物醫學工程學系,學士班(日間),2,1,1,3,2,1
,103,私立,一般大學,1004,中原大學,580101,建築學系,學士班(日間),3,2,1,6,5,1
,103,私立,一般大學,1004,中原大學,580203,景觀學系,學士班(日間),5,3,2,8,5,3
,103,私立,一般大學,1005,淡江大學,140801,教育科技學系,學士班(日間),4,1,3,12,4,8
,103,私立,一般大學,1005,淡江大學,140801,教育科技學系碩士班,碩士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1005,淡江大學,220201,中國文學學系,學士班(日間),10,1,9,27,13,14
,103,私立,一般大學,1005,淡江大學,220201,中國文學學系碩士班文學組,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1005,淡江大學,220309,英文學系,學士班(日間),20,6,14,24,5,19
,103,私立,一般大學,1005,淡江大學,220309,英文學系博士班,博士班,1,0,1,0,0,0
,103,私立,一般大學,1005,淡江大學,220314,法國語文學系,學士班(日間),12,4,8,19,4,15
,103,私立,一般大學,1005,淡江大學,220315,德國語文學系,學士班(日間),4,1,3,21,8,13
,103,私立,一般大學,1005,淡江大學,220318,西班牙語文學系,學士班(日間),16,7,9,16,4,12
,103,私立,一般大學,1005,淡江大學,220320,日本語文學系,學士班(日間),15,4,11,37,14,23
,103,私立,一般大學,1005,淡江大學,220320,日本語文學系碩士班,碩士班(日間),0,0,0,1,1,0
,103,私立,一般大學,1005,淡江大學,220323,俄國語文學系,學士班(日間),0,0,0,7,0,7
,103,私立,一般大學,1005,淡江大學,220901,歷史學系,學士班(日間),6,3,3,18,10,8
,103,私立,一般大學,1005,淡江大學,310101,經濟學系,學士班(日間),8,5,3,30,23,7
,103,私立,一般大學,1005,淡江大學,310104,產業經濟學系,學士班(日間),12,9,3,19,14,5
,103,私立,一般大學,1005,淡江大學,310731,亞洲研究所碩士班日本研究組,碩士班(日間),0,0,0,1,0,1
,103,私立,一般大學,1005,淡江大學,310731,亞洲研究所碩士班東南亞研究組,碩士班(日間),1,0,1,0,0,0
,103,私立,一般大學,1005,淡江大學,310801,公共行政學系,學士班(日間),3,3,0,21,12,9
,103,私立,一般大學,1005,淡江大學,310902,國際事務與戰略研究所碩士班,碩士班(日間),1,1,0,0,0,0
,103,私立,一般大學,1005,淡江大學,320101,大眾傳播學系,學士班(日間),8,3,5,5,2,3
,103,私立,一般大學,1005,淡江大學,320105,資訊傳播學系,學士班(日間),9,4,5,9,7,2
,103,私立,一般大學,1005,淡江大學,320601,資訊與圖書館學系,學士班(日間),6,1,5,15,6,9
