學年度,設立別,學校類別,學校統計處代碼,學校名稱,紙本圖書收藏冊數(冊)-中文紙本圖書-總類,紙本圖書收藏冊數(冊)-中文紙本圖書-哲學類,紙本圖書收藏冊數(冊)-中文紙本圖書-宗教類,紙本圖書收藏冊數(冊)-中文紙本圖書-自然科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-應用科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-社會科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-史地類(含世界史地類),紙本圖書收藏冊數(冊)-中文紙本圖書-語言文學類,紙本圖書收藏冊數(冊)-中文紙本圖書-藝術類,紙本圖書收藏冊數(冊)-外文紙本圖書,期刊合訂本(未以紙本圖書編目)(冊),電子資料可使用量-線上資料庫(種),電子資料可使用量-光碟及其他類型資料庫(種),電子資料可使用量-電子期刊(種),電子資料可使用量-電子書(冊),視聽資料(件),現期書報(種)-報紙(種),現期書報(種)期刊-中日文(種),現期書報(種)期刊-西文(種),圖書館服務(人次)-圖書閱覽座位數,圖書館服務(人次)-借閱人次(僅含紙本圖書及非書資料),圖書館服務(人次)-借閱冊次(僅含紙本圖書及非書資料),圖書館服務(人次)-線上及光碟資料庫(含電子書及電子期刊)檢索人次
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,8223,12385,4823,14799,35594,37257,20476,41571,11832,22688,10727,50,0,33252,114039,9929,9,247,87,1415,13670,30800,53926
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,11632,11184,6555,8814,16415,28737,21339,54069,16107,172694,0,145,0,79708,734919,63630,21,437,212,901,38392,151612,810618
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,5202,7912,2562,33559,56430,19840,10002,27879,14599,30182,6656,85,4,25746,162861,7638,2,299,82,340,6546,16181,85431
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,6636,20133,10813,20250,69906,46012,19242,49639,15778,42498,10281,149,0,25232,22250,30787,7,152,8,595,27607,83220,73075
108,私立,技專校院,1078,致理學校財團法人致理科技大學,12766,14345,4421,25523,46656,59421,19775,58675,13767,37054,10066,154,2,35790,128483,14986,11,1102,470,798,18412,42291,152688
108,私立,一般大學,1079,康寧學校財團法人康寧大學,9275,18851,6226,27272,58415,52131,20216,55062,20777,37303,10438,88,0,17346,78304,26394,11,477,36,237,7225,54373,192172
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,5528,7535,3393,24784,53357,38364,10335,30448,10951,28909,15514,116,0,20905,116860,7372,85,515,74,562,18521,37498,127970
108,私立,技專校院,1081,東方學校財團法人東方設計大學,15895,8464,4051,23247,42676,23845,14552,38521,26068,34995,0,62,0,16,94404,21003,11,436,104,450,2822,9327,135665
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,7912,9233,3805,10595,26020,32651,14150,31713,8757,15724,3934,35,0,1,17163,4952,6,684,50,128,7452,23503,43933
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,11816,6032,2023,20006,32775,24598,16375,24900,14405,17822,18115,38,0,22480,29208,8713,11,520,10,400,11976,23757,46254
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,5436,13361,6634,16043,37607,42041,14895,40542,10837,41469,5068,12,0,181,66773,3683,1,0,0,177,1873,4096,4691
108,私立,技專校院,1148,大漢技術學院,5638,7640,2952,17988,39029,36200,13294,23734,7510,14586,5266,85,1,14,17066,5593,1,40,0,100,244,399,89414
108,私立,技專校院,1159,和春技術學院,4435,12190,5701,24244,38826,31728,13871,57251,11607,17274,5700,86,5,19071,67221,10647,1,303,8,460,2434,6090,8373
108,私立,技專校院,1166,亞東技術學院,19996,10092,2651,22086,47789,21841,13879,27677,10741,22648,25696,54,0,38535,174851,10491,15,370,123,755,6858,14931,210361
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,8806,5465,3361,19291,41959,21200,9550,22182,15313,67509,41881,70,0,30137,17253,7893,28,324,8,808,8286,14894,3928
108,私立,一般大學,1176,稻江科技暨管理學院,3869,17150,5815,13739,35907,38246,14746,46455,22880,28262,200,118,5,10324,130508,2536,8,274,24,272,1930,7084,21269
108,私立,技專校院,1182,蘭陽技術學院,3549,9763,4338,19165,33569,21280,9416,32061,7592,14075,0,21,0,20,68656,3576,5,510,12,683,901,7929,380
108,私立,技專校院,1183,黎明技術學院,8207,10232,3625,20730,40985,19028,16326,27578,10803,26781,5243,35,0,14828,598772,8480,22,354,19,318,6883,11254,78592
108,私立,技專校院,1185,經國管理暨健康學院,17537,13007,5154,8741,38341,27547,12896,38364,11547,20431,0,127,4,48467,664789,10396,5,358,105,234,5180,21001,108582
108,私立,技專校院,1188,大同技術學院,4590,14525,4402,13533,40075,34805,12952,34083,8137,12520,247,42,0,0,8567,12875,11,349,21,178,3799,17096,51318
108,私立,技專校院,1192,臺灣觀光學院,3903,13706,4663,12339,34629,27875,16544,48597,11641,6794,0,38,0,0,402,5532,4,215,34,72,29,74,19207
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,474,2855,1104,2210,9560,3233,2748,13324,2135,11697,518,23,56,14220,30590,1269,4,0,0,122,2526,11382,534767
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,6584,6211,37649,2138,3518,8546,10559,12109,4565,44999,11032,84,42,25927,112196,11010,1,367,88,313,5359,19089,74214
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,2336,9267,4655,10783,36063,21972,9621,30325,7959,25328,0,51,25,9758,88746,12310,8,197,0,630,11619,23974,34817
108,私立,技專校院,1283,仁德醫護管理專科學校,2219,10106,3263,9839,29676,15439,7226,27624,5319,13159,2309,50,0,18534,13550,2827,3,428,97,178,12028,45150,151599
108,私立,技專校院,1284,樹人醫護管理專科學校,2631,8937,3447,10719,24519,15081,9337,48976,8759,28061,0,34,0,70321,26244,6119,6,326,32,319,9438,27608,124718
108,私立,技專校院,1285,慈惠醫護管理專科學校,2396,13337,4131,8624,34724,17892,8208,31936,6849,14756,3197,21,0,38,12354,5046,5,285,8,660,4791,11296,327792
108,私立,技專校院,1286,耕莘健康管理專科學校,4921,8965,3437,9627,28207,14552,8137,25229,6436,19213,3105,29,0,215,95314,10252,3,285,32,780,26782,42143,1316899
108,私立,技專校院,1287,敏惠醫護管理專科學校,4209,7568,2489,7213,20776,15626,8309,21527,4157,6765,1184,42,1,13,13883,5476,8,82,20,238,6588,15218,109239
108,私立,技專校院,1289,育英醫護管理專科學校,1577,6289,1781,4704,18689,9248,5911,16612,3422,10378,292,49,0,28,2066,10993,1,146,0,167,1946,5403,809387
108,私立,技專校院,1291,聖母醫護管理專科學校,3471,7306,2329,8967,28008,13093,7550,21063,6548,1381,1346,18,0,0,33096,2606,4,96,1,219,4153,13410,36470
108,私立,技專校院,1292,新生醫護管理專科學校,2031,7518,1980,5367,20385,14483,7975,22306,5674,11830,239,27,0,0,80802,4560,11,192,16,136,4680,12530,450339
108,私立,技專校院,1293,崇仁醫護管理專科學校,2816,7333,4666,6844,22748,11760,6867,20722,4329,10491,1196,21,0,6360,12893,7955,5,152,18,463,5798,28758,207399
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,485,2409,25493,305,1249,3827,2804,2337,2044,31200,3648,11,0,69,490,10956,6,180,61,180,3894,12791,4043
108,私立,宗教研修學院,1R03,臺北基督學院,2114,2634,8159,1870,2004,8572,4068,9661,2491,22033,8801,13,2,10581,274890,5786,8,73,18,56,1740,3640,21108
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,3690,7528,14868,2300,4932,4499,4904,9044,1425,3546,210,4,1,5562,15,11661,2,172,5,134,2189,6925,5726
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,556,3335,16413,553,1176,4963,3481,2656,1935,41036,7638,19,9,625,1091,5524,6,110,50,56,6124,15085,11751
108,私立,宗教研修學院,1R06,一貫道崇德學院,1924,1268,2239,89,200,461,381,1188,85,32,660,3,5320,0,3010,220,0,32,2,100,311,610,6120
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,741,22,16,4,0,0,148,67,0,962,10,1,0,0,0,37,8,125,55,60,2542,9291,285
108,公立,一般大學,3002,臺北市立大學,57272,22805,5645,24964,29797,104615,33688,68157,29776,90425,28442,341,0,48735,417323,23054,22,402,23,658,23725,53101,983005
109,公立,一般大學,0001,國立政治大學,330180,50797,38098,31748,76195,304782,215887,203188,19049,622718,232878,313,12,81602,809446,24630,76,686,692,4499,198216,594649,4907132
109,公立,一般大學,0002,國立清華大學,80039,46449,25342,72409,91378,208709,131838,205497,65615,438559,377029,451,0,179143,4174726,131412,25,2014,707,3294,132877,353860,5205847
109,公立,一般大學,0003,國立臺灣大學,230348,58593,63365,77912,209232,388710,278144,256999,71630,1831507,889772,610,0,62018,3332080,188309,19,1845,1182,3812,128203,536521,19570706
109,公立,一般大學,0004,國立臺灣師範大學,135354,69166,24311,57042,77574,250899,162796,218906,73364,521505,131296,368,0,98736,1616165,90267,12,401,1496,1356,64469,170047,7609476
109,公立,一般大學,0005,國立成功大學,197237,36088,22284,43661,110938,128304,104229,129325,42062,594345,445434,599,9,111983,904897,58646,13,1749,139,2521,57651,409265,5770374
109,公立,一般大學,0006,國立中興大學,110056,27610,12298,53219,99292,107882,71760,102973,24045,285681,150101,416,0,41392,1497120,69225,13,929,68,2047,64591,411042,2498248
109,公立,一般大學,0007,國立陽明交通大學,110871,20127,10225,64195,81269,87895,43440,72936,41168,367097,176384,263,0,131705,1035159,65193,14,695,112,1473,57093,139975,6723224
109,公立,一般大學,0008,國立中央大學,101562,26788,17850,28725,48252,80214,63185,92999,29135,275973,161031,423,0,78776,2732457,62935,12,775,393,1485,46605,167933,1726720
109,公立,一般大學,0009,國立中山大學,47777,28864,13798,37665,66635,91805,61468,103828,25674,341883,134944,235,37,101633,204828,26585,11,342,44,1057,30498,100710,696471
109,公立,一般大學,0012,國立臺灣海洋大學,43281,14484,3857,18338,42584,42488,22689,38830,10962,92902,78691,252,8,67050,477651,8372,6,506,121,524,15269,154184,1254386
109,公立,一般大學,0013,國立中正大學,103211,32031,21744,32013,68829,141020,80210,115403,41370,423577,139628,237,0,128094,468407,30511,16,693,267,1756,20612,98014,1593029
109,公立,一般大學,0014,國立高雄師範大學,81807,19632,6769,16284,22451,69965,39748,70580,24277,129703,88648,55,0,80109,562986,26844,11,389,129,1347,31494,171012,1720098
109,公立,一般大學,0015,國立彰化師範大學,51019,18892,7825,21977,40634,80260,31179,56038,16173,95463,50228,77,0,79160,249906,33996,7,384,4,1137,29393,85501,149795
109,公立,一般大學,0016,國立陽明大學,15943,11895,2698,12811,39128,22103,14740,39730,9499,100611,62320,179,0,37152,126399,22272,0,165,41,428,17929,39760,864414
109,公立,一般大學,0017,國立臺北大學,45815,11052,5123,7602,20342,67436,31985,44557,9489,174167,40136,143,8,55432,1273577,7658,6,112,51,885,49697,93023,1657098
109,公立,一般大學,0018,國立嘉義大學,41559,25333,10540,52940,86530,143786,55124,101489,33241,150772,55274,291,1,56585,786710,27078,9,752,89,1290,27371,79369,211949
109,公立,一般大學,0019,國立高雄大學,14696,18270,7117,17405,45519,59171,24093,63456,23663,58141,33551,104,19,14913,452092,18536,9,526,89,1038,18528,48249,307828
109,公立,一般大學,0020,國立東華大學,77058,54931,25592,55766,100038,215770,115564,194231,71003,216066,86503,300,33,94259,1136652,97642,12,3214,2626,1053,40181,261568,886905
109,公立,一般大學,0021,國立暨南國際大學,39002,21992,11900,10991,24822,79483,68549,78834,15997,132959,73717,244,0,75566,161559,25816,6,244,47,1450,43403,112315,211081
109,公立,技專校院,0022,國立臺灣科技大學,58915,19623,5047,23893,54338,37372,23654,52588,15744,95347,64433,249,3,66878,813639,23376,8,434,2353,621,68516,123330,2280984
109,公立,技專校院,0023,國立雲林科技大學,42192,18975,9544,24840,63448,59148,32942,61127,34658,92732,51164,114,0,44607,653510,14749,9,1541,1143,1500,61877,101323,1307977
109,公立,技專校院,0024,國立屏東科技大學,13053,13880,7967,33112,93179,53816,25005,38186,18802,54746,70291,122,0,48786,969745,9822,9,113,24,867,48718,56850,1185232
109,公立,技專校院,0025,國立臺北科技大學,50214,14326,4167,39263,77518,38508,21815,37577,19962,93048,8543,249,0,48714,881096,7277,8,254,71,990,74353,92567,652441
109,公立,一般大學,0028,國立臺北藝術大學,16757,5749,5155,3800,3602,16247,25036,47641,48265,69545,42935,170,0,14778,60221,77740,5,148,104,236,10664,30046,19859
109,公立,一般大學,0029,國立臺灣藝術大學,30719,7243,3330,3813,14328,19527,20766,29255,73708,53352,11194,123,0,25078,70712,26927,14,450,99,500,18279,46137,496504
109,公立,一般大學,0030,國立臺東大學,37383,16919,5750,23763,26384,93737,35063,108995,28432,42275,38645,184,16,31330,231890,12922,12,524,19,591,13414,41586,38736
109,公立,一般大學,0031,國立宜蘭大學,22631,9935,5966,25581,67341,40557,22748,37511,15060,63300,0,106,4,19654,558282,14070,12,743,102,830,11757,28841,161251
109,公立,一般大學,0032,國立聯合大學,10847,12813,5707,27170,56600,41104,22447,41917,20259,56773,15520,30,8,89187,320783,8408,13,513,98,374,10803,29727,628899
109,公立,技專校院,0033,國立虎尾科技大學,16390,8778,3293,25012,64567,24256,11669,32351,12561,45746,19724,138,0,60307,364847,6314,11,459,110,638,8942,46307,1301727
109,公立,一般大學,0035,國立臺南藝術大學,6865,5083,5257,1800,4517,15166,25026,17488,39616,91307,24442,132,2,35472,2010528,32558,11,241,128,328,16678,61043,93075
109,公立,一般大學,0036,國立臺南大學,44960,22851,11730,23357,27249,144928,37497,77832,36460,88173,32474,143,0,74012,552354,32333,12,2980,1094,546,15314,81517,516204
109,公立,一般大學,0037,國立臺北教育大學,43393,25194,7965,28661,28148,125578,39945,95653,35084,92449,20260,113,9,63825,938703,23541,8,382,80,716,20782,89271,558526
109,公立,一般大學,0039,國立臺中教育大學,43710,21699,5809,25002,29137,78331,34231,82419,31022,99016,0,90,0,42974,411578,25843,12,450,39,457,40734,101418,567382
109,公立,技專校院,0042,國立澎湖科技大學,3923,13360,4664,26110,41728,34684,13814,36482,12703,26929,5831,66,1,49009,227150,12250,12,1207,245,470,12989,24046,434917
109,公立,技專校院,0043,國立勤益科技大學,10441,14831,4741,22537,64999,35513,25408,47530,14217,43575,0,110,5,85780,405416,15709,10,937,114,848,25940,53719,559572
109,公立,一般大學,0044,國立體育大學,4105,17654,2842,7999,30810,58322,12372,25098,13211,33997,13315,4,0,7034,16252,13458,6,31,15,240,4482,14540,111689
109,公立,技專校院,0046,國立臺北護理健康大學,33561,11690,3101,15222,44321,30795,12323,35899,12040,91917,0,90,0,44529,113525,41342,13,177,29,340,17927,62269,620521
109,公立,技專校院,0047,國立高雄餐旅大學,5580,12187,4167,5233,43367,27109,20223,42766,12468,24083,0,276,0,67021,320100,12037,12,361,26,641,29921,50312,531203
109,公立,一般大學,0048,國立金門大學,10778,9202,5059,8090,26384,39367,23060,27689,12050,32011,3735,17,2,16900,47883,1199,7,406,17,431,5028,12491,22946
109,公立,一般大學,0049,國立臺灣體育運動大學,7671,10588,3049,9461,27253,46191,13435,31506,17969,28083,11125,40,4,5950,137530,11246,10,158,72,310,4475,12974,96247
109,公立,技專校院,0050,國立臺中科技大學,33728,24194,6284,22266,66538,54148,31019,70262,23131,59160,25560,213,9,93836,794017,19070,19,1171,58,1100,48749,82645,1547853
109,公立,技專校院,0051,國立臺北商業大學,21567,10964,2134,17008,39575,38514,10952,35683,11040,40853,4950,79,1,53406,201882,2101,9,242,6,1081,13419,23645,1175442
109,公立,一般大學,0052,國立屏東大學,49254,35404,13782,36483,60055,200532,48236,145832,44953,105880,16112,135,0,90326,368503,27847,17,2407,630,1051,44839,147969,4944160
109,公立,技專校院,0053,國立高雄科技大學,38074,34583,13583,75396,162455,128357,48643,129452,33811,166490,122382,414,14,50654,1296827,43379,38,1889,156,2119,33091,96164,1838247
109,公立,技專校院,0144,國立臺灣戲曲學院,3201,8162,2449,3499,10759,12761,10203,39453,21676,6636,0,73,9,6278,74140,12533,11,120,9,220,950,10886,12635
109,公立,技專校院,0221,國立臺南護理專科學校,4630,7814,1914,6361,22075,14604,9818,21093,4537,6624,4864,68,10,28258,11815,8099,3,147,18,155,3997,8615,122653
109,公立,技專校院,0222,國立臺東專科學校,4066,6400,2046,8902,26660,10538,6628,19387,7948,3825,82,13,60,23483,8630,1425,4,92,0,320,1871,5152,23155
109,私立,一般大學,1001,東海大學,107389,54569,26131,23444,57524,139446,104990,137495,41014,287708,122619,216,4,84024,926987,52122,8,783,148,1323,55331,142208,2933633
109,私立,一般大學,1002,輔仁大學,75572,45334,30428,28836,90371,149686,80406,133994,32992,412290,150681,520,3,64126,2720118,54351,10,897,385,2270,66065,163006,5568834
109,私立,一般大學,1003,東吳大學,90472,29552,16083,15200,32934,154973,78746,121239,56357,332335,0,338,0,41146,2045965,43953,10,708,650,2264,37446,147356,2889935
109,私立,一般大學,1004,中原大學,14834,35160,27033,57020,103054,111697,34781,103716,43148,241285,0,290,38,93307,2131807,35882,8,862,101,1570,56456,155897,3142602
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,71733,49737,16250,52000,104861,178589,107683,185098,38911,502551,0,536,30,74554,2689326,70327,17,670,386,3148,93427,160858,430675
109,私立,一般大學,1006,中國文化大學,126396,60274,23943,65108,102918,182782,139079,174545,76890,476291,0,404,0,67873,6834678,60820,12,279,251,1728,45698,180369,1522376
109,私立,一般大學,1007,逢甲大學,44381,33625,13060,45899,136496,132331,64292,105264,33650,174570,92292,284,15,47775,2649312,45067,11,832,191,1252,82494,153244,2118431
109,私立,一般大學,1008,靜宜大學,72349,39838,20534,37124,73171,116041,62222,155667,38974,227193,0,353,10,29379,868742,45940,20,3064,1677,2299,39554,100730,1610862
109,私立,一般大學,1009,長庚大學,15899,14846,2452,18103,58267,43230,17318,39644,12817,182499,0,209,4,132198,308545,31283,13,179,44,1348,30233,93505,2592521
109,私立,一般大學,1010,元智大學,39477,19583,9862,27709,46935,56635,31779,99792,29150,97578,32307,134,0,62477,400987,37214,0,492,215,1100,26444,57966,827359
109,私立,一般大學,1011,中華大學學校財團法人中華大學,13924,14107,5318,27275,49731,40364,15226,42549,19519,77928,0,117,0,39723,264513,13917,7,343,0,895,9399,28550,405510
109,私立,一般大學,1012,大葉大學,36839,19140,7445,34695,72985,58760,21900,56052,22636,79225,42296,238,3,87271,507922,27489,11,524,96,1118,9789,29646,481715
109,私立,一般大學,1013,華梵大學,45662,17908,21909,11265,21292,24726,18336,32200,18087,54437,35630,38,19,17271,100727,6909,0,1567,597,574,2296,5328,217574
109,私立,一般大學,1014,義守大學,27788,18868,6020,45649,76523,54150,20991,46764,15552,86526,43611,224,0,66974,766789,13068,6,530,52,1779,65250,124649,2542311
109,私立,一般大學,1015,世新大學,48527,28254,9122,19813,31340,91914,52537,102480,41476,126789,46623,386,118,54707,45474,35060,6,473,33,1040,55457,83833,1054807
109,私立,一般大學,1016,銘傳大學,84514,47164,13486,52477,116108,148953,66458,148155,48174,191921,39422,207,4,68110,1389655,95499,16,1461,178,1793,57019,139978,1479775
109,私立,一般大學,1017,實踐大學,33723,21646,6646,22026,61839,76903,30132,69484,37615,91169,9426,136,20,25954,472001,29393,18,1349,670,711,45210,115068,385216
109,私立,技專校院,1018,朝陽科技大學,9233,25989,12991,41643,82765,93538,28472,84755,32718,118170,0,262,10,72491,1021512,53581,19,581,100,1463,105364,163947,1154292
109,私立,一般大學,1019,高雄醫學大學,9382,8964,2486,7813,27154,17934,8423,28153,9404,39477,0,140,3,38378,104234,14268,5,100,10,815,17037,39808,216586
109,私立,一般大學,1020,南華大學,18043,25835,23829,15996,38982,53337,33513,84176,34368,73953,25490,195,10,19193,2115906,26375,8,310,123,534,19647,58381,114964
109,私立,一般大學,1021,真理大學,44731,22948,18182,26029,59721,66025,34688,66619,27120,89233,291,108,0,9779,391723,3252,8,399,16,505,6674,17469,32031
109,私立,一般大學,1022,大同大學,7663,4335,1785,11876,21505,17330,12549,19740,6298,46213,29383,110,3,25932,207283,6984,9,61,52,405,3479,6029,81878
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,44830,14768,5591,31212,70996,58702,27305,65475,24418,81653,16737,132,0,22537,1036619,29096,15,282,47,949,41948,89697,467104
109,私立,技專校院,1024,崑山科技大學,24151,22477,8600,27096,70623,50772,25742,70061,25625,36105,34712,227,1,21408,485401,19674,13,848,203,1800,14413,51600,211800
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,37257,24121,8223,30399,78322,49732,24834,57440,22441,54047,6098,180,2,27405,483439,33500,12,401,39,1460,100128,119471,727393
109,私立,技專校院,1026,樹德科技大學,18699,23781,9588,23148,56414,53974,25534,68895,28964,67556,22317,59,0,661,140719,21120,9,124,5,500,18754,53698,127994
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,9705,16076,16652,12889,39179,39531,20428,52099,14581,69719,57864,203,1,63458,192193,21875,13,393,15,622,18399,43683,902467
109,私立,一般大學,1028,臺北醫學大學,1804,4304,1058,6974,28603,10195,6013,19113,3302,53719,20339,131,0,22636,101036,12424,5,462,18,621,37801,128971,2147433
109,私立,一般大學,1029,中山醫學大學,11896,9335,3963,12754,42688,23033,11178,27224,6299,66384,82735,120,6,24133,1161312,19180,0,112,8,421,19322,45632,1413737
109,私立,技專校院,1030,龍華科技大學,4400,20452,6944,43169,83037,44156,20204,66217,18312,65151,6054,187,0,36194,229839,7449,12,182,32,880,19040,22882,924105
109,私立,技專校院,1031,輔英科技大學,7163,15573,7127,21959,59199,34698,15512,53494,13080,36348,30552,350,0,51715,148143,9503,6,506,25,640,25964,65741,1815294
109,私立,技專校院,1032,明新學校財團法人明新科技大學,11145,11841,3911,26170,52586,39709,16278,54049,10091,73504,9029,115,17,87987,998670,30427,9,368,10,642,14471,36947,114864
109,私立,一般大學,1033,長榮大學,15399,22057,14466,32560,59475,70198,26330,65136,24933,79167,0,219,0,67602,255693,20436,18,1015,174,760,12142,31081,528854
109,私立,技專校院,1034,弘光科技大學,8827,19872,5947,20234,60046,44500,19350,65661,14741,37500,0,63,0,27490,20800,17024,14,178,20,429,35516,71793,540193
109,私立,一般大學,1035,中國醫藥大學,15128,12352,5081,14709,80909,22372,18205,43758,12809,59484,31998,138,18,39441,510626,23767,5,842,903,1004,34505,74493,454251
109,私立,技專校院,1036,健行學校財團法人健行科技大學,9988,8279,3662,29110,66164,29230,15178,28667,7303,53692,11746,200,0,69063,207713,32389,11,347,29,543,9011,26235,365163
109,私立,技專校院,1037,正修學校財團法人正修科技大學,9705,7570,2653,25922,85019,44879,14925,40792,19047,56251,10680,26,0,90376,125458,27876,10,402,25,1280,15275,40758,247067
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,13462,16498,3173,26796,75996,26265,19270,45542,17927,64371,11392,138,36,53274,49878,16537,11,382,50,479,26017,36543,212035
109,私立,一般大學,1039,玄奘大學,18338,16628,26862,12280,25509,57402,24848,45726,15329,59812,7129,146,0,31319,197067,8529,7,139,2,703,6251,16986,251290
109,私立,技專校院,1040,建國科技大學,19315,18857,7824,29205,78152,38280,24213,63102,27092,50836,0,106,5,13501,267569,18438,10,539,0,452,37877,80463,120920
109,私立,技專校院,1041,明志科技大學,4082,5798,1469,13960,28581,13824,7104,23477,8329,41359,20573,40,13,30213,1139444,3331,7,89,4,176,11735,26112,163292
109,私立,技專校院,1042,高苑科技大學,6782,13911,5812,33809,74343,42098,19944,44158,22606,44667,24742,82,3,30130,74816,25103,5,140,3,803,6714,24063,43215
109,私立,技專校院,1043,大仁科技大學,9670,12146,5748,23956,64874,33084,17323,55923,19807,34113,0,166,7,10248,277776,13918,0,496,7,870,16710,33420,173020
109,私立,技專校院,1044,聖約翰科技大學,7582,14927,12003,42195,42814,30466,19846,37042,17752,37577,0,100,6,13120,57304,12918,6,179,0,580,2053,6680,25617
109,私立,技專校院,1045,嶺東科技大學,19134,19469,5233,28334,58367,64254,23228,68134,21858,50393,0,84,3,30237,399541,6126,11,496,100,787,46096,57846,301409
109,私立,技專校院,1046,中國科技大學,8678,15655,3830,37591,79773,52686,18675,55720,28934,41687,9843,40,0,72,8606,12830,8,325,52,681,14534,46150,143053
109,私立,技專校院,1047,中臺科技大學,11978,16077,7621,27854,70618,42782,16130,55404,24892,59157,0,120,0,43117,60239,16759,9,623,115,1262,24913,45793,631037
109,私立,一般大學,1048,亞洲大學,9540,37709,13262,34987,83460,88090,32786,104319,25492,105355,25779,225,0,47701,1040528,12753,7,588,17,516,51583,130056,418518
109,私立,一般大學,1049,開南大學,11664,17409,7395,21960,55929,86631,21998,48227,13742,78645,0,117,0,7939,134081,6575,9,342,12,1067,3115,6633,76917
109,私立,一般大學,1050,佛光大學,34540,14463,30207,7164,14125,34446,31182,47188,15578,59624,19898,126,23,33245,747578,14026,8,264,51,747,6469,20023,158601
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,14212,15473,4957,14278,57501,55523,21087,57249,42988,81944,19535,78,11,1522,162177,26768,16,459,118,1180,32245,74238,333966
109,私立,技專校院,1052,遠東科技大學,11970,8941,4092,49334,65849,27318,12550,43852,16482,35910,1087,36,0,16078,657282,10955,3,923,138,880,7523,29888,57186
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,6487,14411,7344,26150,57690,31533,14801,46146,13100,40205,18748,120,14,46434,366857,8312,6,214,2,590,9561,20247,311543
109,私立,技專校院,1054,景文科技大學,12035,12060,5500,30384,51786,57255,18380,49701,16247,65724,0,150,0,66567,98366,14322,0,277,12,361,13498,59807,181612
109,私立,技專校院,1055,中華醫事科技大學,5092,13268,5577,18956,59164,30763,12958,44218,11288,19006,18918,96,0,44803,280374,7819,3,139,39,348,11852,24581,832614
109,私立,技專校院,1056,東南科技大學,7727,14266,4182,25424,49292,29686,15416,37696,16267,28320,1585,90,0,17560,40669,7544,4,204,5,600,9805,12745,101059
109,私立,技專校院,1057,德明財經科技大學,19945,11970,3420,22382,46388,65376,20019,38535,14850,31304,40655,222,12,56154,174071,15858,10,848,342,646,16936,23147,263586
109,私立,一般大學,1058,明道學校財團法人明道大學,7604,17069,7987,14403,38848,33093,18020,55873,19947,42832,3544,63,0,387,88271,5164,0,456,21,300,1670,4796,1706
109,私立,技專校院,1060,南開科技大學,9903,12066,3184,17256,40398,28551,19131,44689,16164,24788,24014,124,2,23748,225908,16012,7,329,34,456,5082,23210,225681
109,私立,技專校院,1061,中華學校財團法人中華科技大學,8006,8547,3438,21500,41410,22439,11477,27800,7765,51896,8077,50,2,39443,114611,4460,6,734,54,1194,9763,15979,73857
109,私立,技專校院,1062,僑光科技大學,17071,10385,3113,19903,40793,51079,16130,34980,11528,40949,16969,74,5,44288,126495,11236,10,587,119,676,57070,125361,366510
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,8563,16754,5766,24255,58186,73631,23596,67101,16427,44304,7538,72,0,46791,141317,18279,5,313,12,832,10573,28936,40581
109,私立,技專校院,1064,美和學校財團法人美和科技大學,15051,13744,4753,20636,60440,52639,18171,44794,16011,38165,0,65,0,7565,36304,18560,3,298,0,600,13215,47598,1111700
109,私立,技專校院,1065,吳鳳科技大學,6626,13520,4225,32778,59246,39527,17193,53251,22385,37628,22442,120,0,8200,107721,10905,7,499,37,423,7055,33900,21623
109,私立,技專校院,1066,環球學校財團法人環球科技大學,10308,16244,4893,18844,54404,50091,20178,53717,33365,52790,0,60,0,47968,73394,11380,8,349,30,507,13945,53473,25183
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,13206,45394,18975,44213,137414,96541,53756,154977,50613,36932,0,27,0,2,10,15567,7,311,0,300,1191,4042,2406
