學年度,設立別,學校類別,學校統計處代碼,學校名稱,紙本圖書收藏冊數(冊)-中文紙本圖書-總類,紙本圖書收藏冊數(冊)-中文紙本圖書-哲學類,紙本圖書收藏冊數(冊)-中文紙本圖書-宗教類,紙本圖書收藏冊數(冊)-中文紙本圖書-自然科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-應用科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-社會科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-史地類(含世界史地類),紙本圖書收藏冊數(冊)-中文紙本圖書-語言文學類,紙本圖書收藏冊數(冊)-中文紙本圖書-藝術類,紙本圖書收藏冊數(冊)-外文紙本圖書,期刊合訂本(未以紙本圖書編目)(冊),電子資料可使用量-線上資料庫(種),電子資料可使用量-光碟及其他類型資料庫(種),電子資料可使用量-電子期刊(種),電子資料可使用量-電子書(冊),視聽資料(件),現期書報(種)-報紙(種),現期書報(種)期刊-中日文(種),現期書報(種)期刊-西文(種),圖書館服務(人次)-圖書閱覽座位數,圖書館服務(人次)-借閱人次(僅含紙本圖書及非書資料),圖書館服務(人次)-借閱冊次(僅含紙本圖書及非書資料),圖書館服務(人次)-線上及光碟資料庫(含電子書及電子期刊)檢索人次
106,私立,技專校院,1148,大漢技術學院,5628,7620,2948,17964,38733,36050,13243,23681,7450,14579,5266,82,1,5,6,5571,2,125,0,100,327,938,92195
106,私立,技專校院,1159,和春技術學院,4394,12176,5291,23895,37793,31378,13644,56801,11425,17025,5630,91,5,21783,67016,10457,0,505,29,472,2311,6008,32822
106,私立,技專校院,1166,亞東技術學院,19932,9359,2607,21491,45759,21340,13610,26824,10524,21975,24125,52,0,38248,173764,9827,15,362,120,755,5696,12591,83156
106,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,9595,5497,3450,19334,44897,22645,9789,22555,16675,71960,0,79,0,37642,18453,8149,32,524,117,787,10615,24694,53169
106,私立,一般大學,1176,稻江科技暨管理學院,5909,17040,5827,14674,35991,40723,15680,47391,23496,38168,1021,70,2,10274,129217,4589,10,462,39,272,5992,18573,442687
106,私立,技專校院,1182,蘭陽技術學院,3500,9660,4275,19061,33055,21192,9227,31895,7436,14009,0,21,0,20,68566,3576,6,557,12,683,1215,8674,398
106,私立,技專校院,1183,黎明技術學院,8142,9734,3558,20346,39680,18494,15776,25064,9240,26451,5243,37,0,14716,590004,7694,33,277,13,272,470,1166,120922
106,私立,技專校院,1185,經國管理暨健康學院,16416,12908,5108,8740,37569,26963,12780,37657,11057,18701,0,150,4,46498,647550,9944,6,408,54,234,7279,32924,93430
106,私立,技專校院,1188,大同技術學院,4629,13907,4366,13319,39281,34457,12762,33577,8296,14030,247,48,0,0,6389,12724,11,368,28,412,4915,24712,65102
106,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,5745,6290,3375,21814,32665,19338,8338,23020,9307,20893,7477,63,4,956,84272,13583,2,282,9,202,1907,6489,143510
106,私立,技專校院,1192,臺灣觀光學院,3859,13650,4642,11581,34359,27607,16442,48505,11611,6716,0,40,0,0,338,5025,7,214,33,100,1392,6217,19886
106,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,456,2603,1030,2013,8737,2925,2619,12918,2093,10848,518,20,56,13884,8998,1225,5,0,0,122,2033,9605,334760
106,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,7624,7042,39157,2802,4872,10329,11932,12911,4917,43708,10794,76,41,15157,111608,20545,1,371,100,313,3843,11259,41597
106,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,2297,8932,4550,10452,34719,21419,9213,29157,8478,24041,0,55,25,20351,86975,11576,8,197,12,672,12749,27331,40098
106,私立,技專校院,1283,仁德醫護管理專科學校,2174,9792,3233,9633,28695,14932,6647,26708,5149,12921,2309,50,0,28807,7084,2706,4,299,87,162,14765,54970,37144
106,私立,技專校院,1284,樹人醫護管理專科學校,2587,8634,3347,10877,23751,14539,9022,48009,8374,27202,1757,34,0,70238,16814,6034,10,340,28,326,11758,39195,129666
106,私立,技專校院,1285,慈惠醫護管理專科學校,2407,12663,3739,8579,33432,17381,8159,31778,6597,14552,3157,21,0,38,4374,4922,5,353,21,660,4023,14323,360759
106,私立,技專校院,1286,耕莘健康管理專科學校,4895,8908,3419,9561,27764,14314,7942,24876,6328,19080,2885,40,0,106,67902,10079,3,288,42,765,32539,46887,996034
106,私立,技專校院,1287,敏惠醫護管理專科學校,4181,7335,2437,7035,19748,15317,8202,20392,3880,6564,1184,40,1,14,10411,4446,6,128,34,238,7238,16382,149117
106,私立,技專校院,1289,育英醫護管理專科學校,1781,6521,1845,5378,18495,9045,5715,15962,3366,10378,292,48,0,8,887,10498,1,181,0,150,2335,7541,1049733
106,私立,技專校院,1290,崇仁醫護管理專科學校,2750,6762,4586,6558,20305,11063,6560,19138,3978,9616,977,22,0,5354,9000,7413,5,163,26,456,10945,25538,151250
106,私立,技專校院,1291,聖母醫護管理專科學校,3426,6920,2255,8443,25024,12452,6716,19323,5871,1330,991,17,0,0,30288,2464,3,111,10,226,7869,27310,147610
106,私立,技專校院,1292,新生醫護管理專科學校,2000,7260,1939,5133,19293,13890,7732,21032,5443,11849,239,31,0,0,79702,4027,10,186,13,137,5389,15673,351652
106,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,459,2269,23605,218,1009,3564,2750,2256,1904,29870,3523,9,0,87,320,10286,6,206,72,180,3947,12361,2627
106,私立,宗教研修學院,1R03,臺北基督學院,2102,2602,8006,1841,1905,8453,3973,9456,2437,21718,8541,13,0,8730,254526,5557,9,94,22,56,1827,3470,124933
106,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,2593,5966,13348,1887,3964,3710,3908,7337,1178,2979,131,3,1,5358,0,9719,2,165,3,134,401,1365,2611
106,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,540,3069,14999,492,1068,4717,3265,2409,1838,39304,6930,24,10,316,782,5231,6,108,97,56,5167,13032,3948
106,私立,宗教研修學院,1R06,一貫道崇德學院,1729,1400,1552,44,125,324,150,110,61,20,525,2,5262,0,0,0,0,22,0,100,503,311,4537
106,公立,一般大學,3002,臺北市立大學,54306,22247,5073,24764,29513,105299,33187,67095,29694,88960,18036,329,0,56205,143461,22371,23,387,35,599,28881,72916,876002
107,公立,一般大學,0001,國立政治大學,326716,50264,37698,31415,75396,301584,213622,201056,18849,616699,232297,249,34,60524,741894,24603,87,1826,1403,2978,128733,386198,2732587
107,公立,一般大學,0002,國立清華大學,80330,45612,25154,70903,87839,216160,129770,199748,66413,428959,373368,449,0,150970,3546844,122765,27,2133,785,3440,168306,461470,239163
107,公立,一般大學,0003,國立臺灣大學,144181,71021,43498,114475,325568,429073,281869,291545,92328,2402487,883553,598,0,54046,3206992,184316,27,1990,1193,3938,155454,481978,32772687
107,公立,一般大學,0004,國立臺灣師範大學,142017,74321,24630,62745,77572,256911,161588,218935,73143,523230,130979,352,0,107991,2649583,75182,14,969,1492,1182,72631,194715,7685907
107,公立,一般大學,0005,國立成功大學,191300,35686,22415,43386,108872,126172,103013,128309,41266,590397,442997,560,26,75040,784869,58257,16,1809,171,2663,78764,493694,5359587
107,公立,一般大學,0006,國立中興大學,109439,26742,11641,50882,96021,104346,69464,99511,22887,279973,148209,398,0,40227,1442160,73621,13,1052,110,2047,52816,542864,2039238
107,公立,一般大學,0007,國立陽明交通大學,104973,19163,10005,63052,78386,84083,41711,69342,39536,358463,170733,250,0,108305,907223,63322,14,753,138,1473,68211,164168,5242610
107,公立,一般大學,0008,國立中央大學,97427,25676,17478,28122,47269,78368,61732,90393,28222,272460,160051,423,0,57440,656182,61811,15,833,402,1485,60207,141256,1208964
107,公立,一般大學,0009,國立中山大學,47652,27689,13457,36574,64349,89226,60987,101106,24860,339380,133695,207,28,78128,181508,26273,11,403,54,1057,37609,117265,771838
107,公立,一般大學,0012,國立臺灣海洋大學,42315,13922,3767,17781,41778,41732,11810,40040,10971,94571,77785,250,8,61530,439515,11158,9,612,154,524,20217,112587,1966094
107,公立,一般大學,0013,國立中正大學,98672,31416,21990,30940,65965,135458,82229,122506,41762,414882,0,233,0,110774,422205,29023,16,712,278,1510,43209,124094,1130392
107,公立,一般大學,0014,國立高雄師範大學,80908,18993,6557,15693,21520,67316,38719,68808,23353,128419,88218,59,0,40711,561744,25626,13,498,141,1324,34899,273101,697230
107,公立,一般大學,0015,國立彰化師範大學,49237,17990,7695,21308,39512,77159,30180,54111,15561,102534,49655,79,0,79160,186569,32012,7,367,11,1132,36309,107453,146267
107,公立,一般大學,0016,國立陽明大學,15022,10615,2595,11789,35628,20307,13687,37346,8993,97584,62220,175,0,26983,119920,21412,0,156,46,430,23404,60622,796102
107,公立,一般大學,0017,國立臺北大學,44931,10058,4938,7589,19857,67014,30292,40265,8519,171980,38281,177,30,57610,1026995,7141,6,125,120,766,47674,94533,1295029
107,公立,一般大學,0018,國立嘉義大學,41350,24710,10244,51689,85119,143900,30593,98548,32333,148912,53967,288,1,70092,790895,26411,9,1165,149,1290,38216,72232,352915
107,公立,一般大學,0019,國立高雄大學,13219,17551,6983,16865,43094,56611,23065,61669,22818,57377,31351,103,19,15143,422054,18217,9,506,143,1038,24349,65628,474767
107,公立,一般大學,0020,國立東華大學,76413,53253,24843,54057,96708,210050,111950,186883,66793,209870,84802,255,33,98393,1080971,95628,63,3198,2630,1053,51856,309295,454810
107,公立,一般大學,0021,國立暨南國際大學,38575,20903,11518,10520,23393,75473,65599,75315,15205,128851,72537,251,2,73537,144527,24497,18,257,58,1446,50486,130142,142937
107,公立,技專校院,0022,國立臺灣科技大學,51638,18566,5005,23657,52952,35789,22745,50253,15050,96880,76345,241,3,48402,772805,21525,8,930,2374,654,96678,174019,2040024
107,公立,技專校院,0023,國立雲林科技大學,40315,17987,9234,24132,61478,57930,31880,59445,33380,88285,47151,110,0,44610,629257,13718,8,1524,1138,1500,72751,140004,1267215
107,公立,技專校院,0024,國立屏東科技大學,12929,13075,7659,32174,90527,52252,24934,37496,15954,53894,68624,120,0,40786,785460,18205,9,158,71,845,38777,48942,811547
107,公立,技專校院,0025,國立臺北科技大學,46709,13279,4007,39059,74695,36503,20660,35169,19100,87528,18265,223,0,42646,847867,6680,8,270,63,1002,33519,59379,574455
107,公立,一般大學,0028,國立臺北藝術大學,16688,5686,5102,3834,3510,16249,24339,48317,43800,69286,40319,144,0,13659,63280,80402,6,147,92,175,12593,41917,17799
107,公立,一般大學,0029,國立臺灣藝術大學,30587,7067,3227,3725,13837,18934,19798,28495,71603,49575,10694,116,0,22408,57583,26148,15,452,116,500,23516,56386,393203
107,公立,一般大學,0030,國立臺東大學,36058,16237,5461,23126,24994,88818,31518,106344,27363,41873,36020,183,16,31732,197172,12065,12,599,67,591,17375,53129,45751
107,公立,一般大學,0031,國立宜蘭大學,21403,9372,5629,25218,64360,38604,21666,34926,14342,58800,0,116,4,28037,516072,13350,12,929,133,864,15546,36456,205763
107,公立,一般大學,0032,國立聯合大學,10329,11912,5419,25853,53493,39424,21403,39368,19609,54658,15421,28,8,80841,284745,8116,14,592,103,374,12391,28733,557556
107,公立,技專校院,0033,國立虎尾科技大學,14611,8218,3161,23459,61461,22688,10533,29624,11265,44001,19724,138,0,57535,327039,6103,11,570,130,638,11889,40163,1857231
107,公立,一般大學,0035,國立臺南藝術大學,6800,4974,4852,1762,4399,14830,24567,17089,38289,89460,23118,121,2,32876,1982149,32088,12,294,155,273,14986,61435,41315
107,公立,一般大學,0036,國立臺南大學,44625,21645,11019,22888,26423,141076,35987,72559,34710,82878,31895,146,0,28440,486879,31564,13,1202,262,545,12018,58980,145669
107,公立,一般大學,0037,國立臺北教育大學,41376,23894,7476,23695,26977,117625,37437,90556,32167,80732,28792,100,8,22748,859499,23362,10,428,84,739,34410,118989,729401
107,公立,一般大學,0039,國立臺中教育大學,42926,20694,5709,24156,28081,76189,33400,79751,30161,95098,0,90,0,35164,406838,25061,11,500,55,489,48719,117128,519903
107,公立,技專校院,0042,國立澎湖科技大學,3870,13003,4612,25951,40877,33975,13578,35880,12549,26248,5476,67,1,69003,194446,11820,14,1207,245,470,13855,34126,347252
107,公立,技專校院,0043,國立勤益科技大學,10165,14014,4495,21856,62413,34189,24418,45856,13336,40816,0,112,5,36208,384338,15324,10,1393,349,848,33409,61032,494176
107,公立,一般大學,0044,國立體育大學,3284,15352,2712,6964,26537,48553,9899,20969,9269,33201,13184,7,0,92250,14723,12884,6,67,16,240,5932,15612,119343
107,公立,技專校院,0046,國立臺北護理健康大學,34174,10852,3029,15136,42103,29032,11868,33850,11585,89250,0,92,0,45539,106559,41902,15,195,29,340,32049,86029,610622
107,公立,技專校院,0047,國立高雄餐旅大學,5682,12079,4156,5425,41884,27674,19959,42396,12992,23763,0,251,0,66527,305465,11998,12,421,72,608,35058,81233,492205
107,公立,一般大學,0048,國立金門大學,9826,9156,5053,8375,28483,40146,23899,28719,13995,27370,3735,18,2,22639,95982,1213,7,413,15,450,6584,18637,42852
107,公立,一般大學,0049,國立臺灣體育運動大學,7928,10329,3031,9191,26510,45374,13140,31001,17482,27612,10333,35,5,5896,134739,11066,12,168,77,140,4244,10735,111880
107,公立,技專校院,0050,國立臺中科技大學,29611,22187,5989,21550,62375,53280,27866,66774,21943,54802,24028,195,14,70027,759727,17077,19,1214,89,1146,66037,116101,1839534
107,公立,技專校院,0051,國立臺北商業大學,21119,9911,2020,16584,37438,36982,10331,34087,9907,39890,4689,102,1,59804,153350,1226,9,316,9,1104,18925,38240,1051362
107,公立,一般大學,0052,國立屏東大學,49123,34000,13502,35361,57773,196139,47140,140564,43789,105546,21797,131,0,70729,361123,23859,18,2536,569,1101,57096,171287,7238792
107,公立,技專校院,0053,國立高雄科技大學,40324,35252,14346,75263,165120,134580,51909,127302,34607,167021,120466,765,38,89122,1894734,50377,49,3328,1539,1994,70557,186921,2508694
107,公立,技專校院,0144,國立臺灣戲曲學院,3176,8045,2434,3386,10580,11981,10061,38779,21312,5867,0,73,11,6278,38753,11785,11,130,10,220,1054,11349,5867
107,公立,技專校院,0221,國立臺南護理專科學校,4549,7581,1842,6251,21397,14007,9658,20438,4412,6303,4721,57,4,26157,10884,7718,4,143,16,152,4666,8819,105515
107,公立,技專校院,0222,國立臺東專科學校,4027,6278,1644,8750,26099,10210,6500,18700,7827,3645,82,18,116,13512,6321,1164,5,152,2,320,2777,7453,38229
107,私立,一般大學,1001,東海大學,101294,53016,25430,22198,54977,134916,101133,132154,39442,285088,131757,213,4,66069,801559,52821,14,822,204,1400,71777,178815,2643811
107,私立,一般大學,1002,輔仁大學,76172,43946,29876,27379,87033,146869,79270,131225,32111,402187,139741,506,3,45128,2603549,52322,15,1166,529,2270,89401,228679,5926302
107,私立,一般大學,1003,東吳大學,89164,28736,15918,14956,31741,153809,77738,118438,49123,327722,0,256,0,36750,1752852,41111,20,724,154,2406,80023,219621,2562853
107,私立,一般大學,1004,中原大學,14864,33649,26023,61007,112066,113400,33431,98730,41114,239377,0,257,38,65217,1980108,34545,8,981,144,1562,78224,199872,3047099
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,87549,52391,16847,74774,118631,201952,111877,190870,39789,522122,0,517,30,71730,2585059,69948,23,923,458,3185,137096,284450,611503
107,私立,一般大學,1006,中國文化大學,128892,59325,23653,64052,100481,178156,137461,170861,75212,460745,0,253,0,67259,5803536,58995,13,473,273,1827,68029,217457,1515700
107,私立,一般大學,1007,逢甲大學,44233,32129,12789,52722,136074,128178,62486,102084,32437,172972,92487,292,28,48159,2573637,48389,10,906,175,1338,63220,140320,2278104
107,私立,一般大學,1008,靜宜大學,69708,36856,19450,36282,69705,110125,59543,147663,36850,222022,0,346,10,29464,698663,46041,23,3165,1835,2299,69015,141534,1817311
107,私立,一般大學,1009,長庚大學,14403,13073,2343,16652,57653,39473,15732,36242,11704,194197,0,204,4,115764,272840,30539,14,285,55,1348,36556,117765,2073879
107,私立,一般大學,1010,元智大學,38109,20516,9906,27641,47781,56295,31611,97969,28766,94786,31799,136,0,62068,380339,35732,0,545,271,1100,45684,86453,688000
107,私立,一般大學,1011,中華大學學校財團法人中華大學,13915,13089,5073,26369,48003,39419,14775,41258,18622,75818,0,112,0,39301,239632,13401,10,348,1,895,12018,32012,382019
107,私立,一般大學,1012,大葉大學,34065,18740,7374,34274,71660,57825,21613,54998,21833,77636,40942,299,3,70522,463413,26795,13,568,174,1124,16505,47978,479371
107,私立,一般大學,1013,華梵大學,40171,18515,23567,12201,24523,27158,20281,34574,22348,54586,125,35,19,17271,100727,6888,3,1536,579,510,9986,36979,9187
107,私立,一般大學,1014,義守大學,26739,17794,5659,44120,72425,51576,19975,45125,14973,84048,42662,223,0,79523,703879,12787,6,494,67,3220,74822,125849,2699857
107,私立,一般大學,1015,世新大學,47882,27789,9086,19474,30662,90906,52358,101822,41048,124906,46052,336,118,43928,19940,27361,7,476,36,1040,64996,100489,1002668
107,私立,一般大學,1016,銘傳大學,84380,45649,13298,50860,112547,144702,64788,144139,46668,184740,38062,210,4,67238,1367117,94962,17,1474,174,1788,90931,197164,1959733
107,私立,一般大學,1017,實踐大學,32032,20049,6454,20654,57740,73350,28312,63505,34888,87332,9426,135,20,30368,447787,27547,19,1556,686,748,61426,128680,452790
107,私立,技專校院,1018,朝陽科技大學,11050,26450,13098,42515,80570,92643,28049,83984,31477,113918,0,229,12,65362,994968,50660,20,635,114,1290,164164,234206,1784664
107,私立,一般大學,1019,高雄醫學大學,9222,9047,2653,7841,28265,19059,9522,29001,9765,41105,0,129,2,27902,84495,14024,5,111,11,1163,26559,65211,304537
107,私立,一般大學,1020,南華大學,18190,23515,22627,15182,35284,50425,32258,81093,32542,71521,24309,195,10,15554,1793691,25085,10,392,234,534,22158,70028,93311
107,私立,一般大學,1021,真理大學,44498,22797,18072,25745,59211,70132,34326,65687,26863,89501,0,101,0,22502,367520,3689,13,404,19,798,13060,30171,93577
107,私立,一般大學,1022,大同大學,8795,5905,2532,14345,25425,19685,13093,21660,7521,50548,30119,109,3,25753,173693,7004,9,64,91,564,6212,9393,105300
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,43626,14027,5405,32588,68674,56335,26258,61538,23156,79114,16737,146,0,23356,989763,28199,19,500,61,910,50368,110272,73805
107,私立,技專校院,1024,崑山科技大學,23336,21026,8374,28375,68038,48815,24506,67020,24414,35356,31722,215,3,23041,3193530,19744,13,852,236,2000,17818,65425,178515
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,36621,22804,7979,29688,74396,48017,24074,55522,21139,53303,3821,177,2,24426,441456,32441,12,832,73,1460,68855,105461,889278
107,私立,技專校院,1026,樹德科技大學,17871,23369,9544,22574,54887,53009,25162,67822,28035,64892,21861,62,0,639,128129,20438,9,439,23,500,28509,77024,125709
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,9363,15774,16320,12671,37933,38812,20133,51087,14443,68227,56909,204,1,55453,144668,21337,13,409,21,868,26220,49439,1375630
107,私立,一般大學,1028,臺北醫學大學,1830,4945,2433,6731,21890,10386,6497,19100,3016,52984,26032,131,0,17107,91225,11001,5,468,17,668,40002,201064,993612
107,私立,一般大學,1029,中山醫學大學,11382,9035,3905,12444,41243,22565,10969,26450,6199,64710,82733,120,6,23784,1169544,18377,9,235,24,515,27861,66512,1242333
107,私立,技專校院,1030,龍華科技大學,4718,19389,6775,42716,81221,44884,19816,64014,17239,63585,8397,213,0,35568,192494,9339,12,195,43,890,11755,17724,375331
107,私立,技專校院,1031,輔英科技大學,7121,15393,7062,21986,57753,34047,15196,52896,12800,36028,29706,345,0,51882,117180,8436,6,621,82,640,28513,80840,1777329
107,私立,技專校院,1032,明新學校財團法人明新科技大學,11109,11615,4178,25655,50828,38608,15917,52965,9845,72715,9029,120,0,87612,593493,29665,8,388,14,738,25424,62926,103204
107,私立,一般大學,1033,長榮大學,14876,21465,14022,32000,57779,68422,25301,62699,23102,77199,0,221,2,56138,225219,19815,16,1083,193,739,11822,30235,527037
107,私立,技專校院,1034,弘光科技大學,8991,19584,6085,21823,59341,46355,20050,66083,14336,36848,0,76,0,24203,11439,17759,16,487,146,417,49843,96950,508559
107,私立,一般大學,1035,中國醫藥大學,13794,11589,4896,14424,78324,21266,17066,41390,12215,57243,33410,127,18,34882,481168,23685,5,963,996,983,43471,95905,457641
107,私立,技專校院,1036,健行學校財團法人健行科技大學,12399,8362,3838,36338,67633,28131,14906,28788,8724,64619,11209,189,0,62072,180047,31735,12,381,37,543,17661,62076,400565
107,私立,技專校院,1037,正修學校財團法人正修科技大學,10401,8228,3365,26605,80370,42513,14041,41056,17531,55670,10680,28,0,54743,82625,24787,10,560,43,1280,19953,46468,208720
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,12774,15739,3124,31219,72876,25709,19328,44667,17649,63252,10723,127,36,31679,41042,16170,11,376,70,479,42928,48248,161685
107,私立,一般大學,1039,玄奘大學,18009,16418,26496,12161,25170,57813,24311,45313,15062,59682,7129,138,0,28110,187882,8396,7,164,5,671,11127,27478,253374
107,私立,技專校院,1040,建國科技大學,18835,18312,7697,28583,76692,37476,23556,61028,26366,50172,0,106,5,26455,267524,17972,15,597,88,508,37830,121492,161893
107,私立,技專校院,1041,明志科技大學,4046,5387,1436,12756,26683,12878,6680,21819,7943,40333,20476,38,13,20051,530829,2938,7,98,17,407,8376,26969,135367
107,私立,技專校院,1042,高苑科技大學,6509,13769,5575,33232,72946,41428,19528,43320,22115,44199,24742,96,5,27620,65317,24950,12,234,5,806,13533,41373,71592
107,私立,技專校院,1043,大仁科技大學,9620,11737,5623,23678,63203,32310,17076,54937,19220,34022,0,163,7,12191,253467,13251,4,502,18,870,24802,49603,182413
107,私立,技專校院,1044,聖約翰科技大學,7571,14816,11996,44057,49236,30438,19443,35696,17367,37136,0,104,6,13120,50408,12743,8,318,14,580,4454,11500,13556
107,私立,技專校院,1045,嶺東科技大學,18811,19008,5146,28124,56858,63185,22582,66614,21163,49214,0,92,4,30491,398305,5908,13,556,96,787,47875,50719,300591
107,私立,技專校院,1046,中國科技大學,8615,14994,3576,36312,76460,51300,18165,54276,27227,40872,9175,45,0,64,8607,11040,9,363,77,1048,19765,62428,124299
107,私立,技專校院,1047,中臺科技大學,11020,15731,7534,27220,67613,41214,15505,53315,23019,57362,0,120,0,43090,54837,16140,9,681,155,1232,39120,73434,608840
107,私立,一般大學,1048,亞洲大學,9407,36604,13107,33345,80179,86861,31984,103662,24554,101627,26180,235,0,45692,1035130,12070,7,751,52,516,82563,191137,399000
107,私立,一般大學,1049,開南大學,11658,17369,7401,22091,55533,86218,22793,48373,15592,78673,0,121,0,7663,120780,6352,9,384,9,1067,7663,16386,92029
107,私立,一般大學,1050,佛光大學,33651,14126,26837,6903,13653,33790,30648,46111,15128,56522,18008,169,29,32676,787968,13919,8,446,131,832,8685,24839,176429
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,14136,15111,4880,13724,55248,53710,20656,55568,41084,79110,18216,84,11,1330,150876,26434,16,563,196,1180,56546,116114,436298
107,私立,技專校院,1052,遠東科技大學,11756,8719,4025,48426,64482,26716,12373,42587,15945,35422,1087,41,0,28885,557380,10338,8,916,139,874,15675,54902,131401
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,6465,14156,7296,25355,55456,30886,14523,45211,12914,40037,18748,120,14,48861,350074,7794,7,212,4,542,14345,30533,286023
107,私立,技專校院,1054,景文科技大學,11716,11822,5488,29958,50581,56514,17910,48426,15938,65492,0,153,0,45297,96305,13902,2,358,5,450,14253,70362,169096
107,私立,技專校院,1055,中華醫事科技大學,4767,12983,5519,18405,56670,29512,12700,42967,10763,18326,18357,95,0,44531,273255,7133,3,112,66,348,12825,26509,827633
107,私立,技專校院,1056,東南科技大學,10520,14193,3683,29695,50382,29422,15402,38586,16180,30788,5690,94,0,16550,39416,7390,9,430,8,606,23486,34023,215984
107,私立,技專校院,1057,德明財經科技大學,19679,13878,3274,24210,44185,62670,20023,43014,14512,30892,37963,232,12,57084,141064,15363,11,846,342,652,26483,34256,240288
107,私立,一般大學,1058,明道學校財團法人明道大學,7576,16993,7936,14318,38564,32831,17767,55367,19529,42775,3544,63,0,387,88271,5148,0,456,21,300,2928,8141,1996
107,私立,技專校院,1060,南開科技大學,8675,11767,3255,17155,39069,28237,18488,42904,16711,23685,23088,123,2,22572,221336,12989,15,423,52,470,3626,12019,190986
107,私立,技專校院,1061,中華學校財團法人中華科技大學,7478,8460,3408,21212,40898,22131,11383,27375,7681,49754,7685,50,0,39275,111791,4346,7,712,74,814,9353,15433,72372
107,私立,技專校院,1062,僑光科技大學,16910,9613,3013,18998,38087,49324,15287,33010,10628,39121,15708,74,5,44248,124343,10747,10,596,132,676,50827,95697,218894
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,8537,16454,5736,23529,56538,72410,23275,65222,16039,43889,7538,73,0,40180,141203,18016,5,513,20,832,12202,29822,29640
107,私立,技專校院,1064,美和學校財團法人美和科技大學,17143,13599,4748,21847,60284,54061,18077,45792,16488,39102,0,69,0,434,31428,18418,4,419,57,600,19890,65115,1616934
107,私立,技專校院,1065,吳鳳科技大學,6573,13049,4180,30878,58317,38199,16814,50615,21474,37394,19378,119,0,22464,100874,10580,8,566,80,423,11553,60931,27298
107,私立,技專校院,1066,環球學校財團法人環球科技大學,10341,16210,4860,20207,53313,49262,20141,53155,32608,49614,0,62,0,26112,72249,12566,10,411,79,507,21157,65313,19298
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,12950,44825,18815,43622,136525,95672,52979,153939,50067,36910,0,56,0,2,17,15564,9,501,0,300,1976,9642,5973
107,私立,技專校院,1068,中州學校財團法人中州科技大學,6787,9800,3379,39266,71647,28645,10668,60176,52750,26804,9423,41,0,3821,48861,11078,4,556,7,580,1697,6625,163183
107,私立,技專校院,1069,修平學校財團法人修平科技大學,11835,13380,3793,24380,67065,31757,18796,44858,10660,36768,250,206,114,46533,60716,19228,14,609,136,710,10096,22363,42078
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,4030,21845,3126,19095,71636,29028,13264,49255,11993,47511,0,53,0,35666,29795,32498,16,440,176,1017,6824,68241,1799407
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10286,9752,2238,26755,50760,23433,13911,40409,11636,20362,26452,57,0,8940,194215,8264,9,865,99,1124,6999,17949,48437
107,私立,技專校院,1072,大華學校財團法人敏實科技大學,16308,8205,3756,29038,53096,38607,16791,32529,16668,26234,0,140,43,37519,392771,17065,10,70,0,1015,1987,13756,11375
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,8219,12269,4816,14738,35220,37124,20403,40995,11720,22602,9820,52,4,33236,114039,9537,8,310,91,1198,13395,30704,95237
107,私立,技專校院,1074,南榮學校財團法人南榮科技大學,4420,7012,2684,25256,53139,20021,10266,31029,13539,26008,0,54,0,39,53922,3635,2,50,0,466,3741,21505,976
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,11308,10841,6446,8958,15874,27986,20592,51653,15488,167311,0,143,0,55588,482172,62379,21,464,182,901,42983,170156,533960
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,5189,7737,2549,32606,54770,19311,9900,27281,14163,29920,6656,84,4,23178,154498,7617,2,336,96,340,6247,15307,85349
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,6633,19696,10721,19589,67218,45354,18878,48997,15617,41875,10180,145,0,25211,21817,30061,8,152,8,595,31187,83692,72191
107,私立,技專校院,1078,致理學校財團法人致理科技大學,11680,13961,4399,24570,45326,57847,19121,56986,13325,35187,9388,152,2,32061,124288,14849,11,1245,444,791,21616,57855,151202
