學年度,設立別,學校類別,學校統計處代碼,學校名稱,日間學制學士班學雜費收費基準-醫學系,日間學制學士班學雜費收費基準-牙醫學系,日間學制學士班學雜費收費基準-醫學院,日間學制學士班學雜費收費基準-工學院,日間學制學士班學雜費收費基準-理農學院,日間學制學士班學雜費收費基準-商學院,日間學制學士班學雜費收費基準-文法學院,日間學制學士班學雜費收費基準-其他,日間學制副學士學雜費收費基準(五專後2年、二專)-工業類,日間學制副學士學雜費收費基準(五專後2年、二專)-商管類,日間學制副學士學雜費收費基準(五專後2年、二專)-醫護類,日間學制副學士學雜費收費基準(五專後2年、二專)-其他
110,私立,技專校院,1032,明新學校財團法人明新科技大學,0,0,0,"51,210",0,"44,617",0,0,0,0,0,0
110,私立,一般大學,1033,長榮大學,0,0,"56,000","52,740","54,740","46,210","46,210",0,0,0,0,0
110,私立,技專校院,1034,弘光科技大學,0,0,"55,057","52,369",0,0,0,"52,369",0,0,"38,305",0
110,私立,一般大學,1035,中國醫藥大學,"71,489","65,425","56,126",0,0,0,0,0,0,0,0,0
110,私立,技專校院,1036,健行學校財團法人健行科技大學,0,0,0,"54,124",0,"47,165",0,0,0,0,0,0
110,私立,技專校院,1037,正修學校財團法人正修科技大學,0,0,0,"54,735",0,"47,597",0,"47,597","41,282","35,684",0,"37,405"
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,0,0,0,"53,390",0,"46,432",0,"48,932",0,0,0,0
110,私立,一般大學,1039,玄奘大學,0,0,0,"50,978",0,"50,978","45,568",0,0,0,0,0
110,私立,技專校院,1040,建國科技大學,0,0,0,"54,220",0,"47,256",0,0,0,0,0,0
110,私立,技專校院,1041,明志科技大學,0,0,0,"50,760",0,0,0,0,0,0,0,0
110,私立,技專校院,1042,高苑科技大學,0,0,0,"50,853",0,"44,221",0,"50,853","38,358","33,158",0,0
110,私立,技專校院,1043,大仁科技大學,0,0,"53,453","53,453","50,423","48,028","48,618","48,028",0,0,0,0
110,私立,技專校院,1044,聖約翰科技大學,0,0,0,"53,938",0,"46,915",0,"70,000","38,347","33,158",0,0
110,私立,技專校院,1045,嶺東科技大學,0,0,0,"52,542",0,"45,782",0,0,0,0,0,0
110,私立,技專校院,1046,中國科技大學,0,0,0,"51,658",0,"45,025",0,"51,658","39,162","33,963",0,"36,082"
110,私立,技專校院,1047,中臺科技大學,0,0,"54,250","51,640","51,220","45,020","43,555",0,0,0,0,0
110,私立,一般大學,1048,亞洲大學,0,0,"57,160","54,980","54,870","47,800","48,250",0,0,0,0,0
110,私立,一般大學,1049,開南大學,0,0,0,0,"54,324","46,243","45,685",0,0,0,0,0
110,私立,一般大學,1050,佛光大學,0,0,0,"48,720",0,"42,700","42,700",0,0,0,0,0
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,0,0,0,"53,390","52,950","46,430",0,0,0,0,0,"42,584"
110,私立,技專校院,1052,遠東科技大學,0,0,0,"51,450",0,"44,820",0,"44,820",0,0,0,0
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,0,0,"54,050","51,440","51,020","44,820",0,0,0,0,0,0
110,私立,技專校院,1054,景文科技大學,0,0,0,"49,628",0,"43,160","43,160","49,628",0,0,0,0
110,私立,技專校院,1055,中華醫事科技大學,0,0,"54,793",0,0,"45,434",0,0,0,"37,596","38,305",0
110,私立,技專校院,1056,東南科技大學,0,0,0,"51,343",0,"44,710",0,"51,343",0,0,0,0
110,私立,技專校院,1057,德明財經科技大學,0,0,0,0,0,"45,320",0,0,0,0,0,0
110,私立,一般大學,1058,明道學校財團法人明道大學,0,0,0,"52,780","52,780","45,740","45,740",0,0,0,0,0
110,私立,技專校院,1060,南開科技大學,0,0,0,"53,202",0,"46,370",0,"50,500","40,332","34,976",0,0
110,私立,技專校院,1061,中華學校財團法人中華科技大學,0,0,0,"51,743",0,"45,055",0,"51,743",0,0,0,0
110,私立,技專校院,1062,僑光科技大學,0,0,0,"51,653",0,"45,020",0,"48,337",0,"33,958",0,0
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,0,0,0,"51,643",0,"45,020","45,020",0,0,0,0,0
110,私立,技專校院,1064,美和學校財團法人美和科技大學,0,0,"54,619","51,582",0,"45,478","45,478","49,722",0,0,"38,311","38,311"
110,私立,技專校院,1065,吳鳳科技大學,0,0,0,"54,130",0,"47,220",0,0,0,0,0,0
110,私立,技專校院,1066,環球學校財團法人環球科技大學,0,0,0,"50,849",0,"44,222",0,0,"35,291","33,163",0,0
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,0,0,0,"47,038",0,"44,010","42,099",0,0,0,0,0
110,私立,技專校院,1068,中州學校財團法人中州科技大學,0,0,0,"50,853",0,"44,220",0,"50,853",0,0,0,0
110,私立,技專校院,1069,修平學校財團法人修平科技大學,0,0,0,"54,220",0,"47,266",0,0,"41,104",0,0,0
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,0,0,0,0,0,0,0,"45,054",0,0,0,0
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,0,0,0,"50,843",0,"44,210","44,210","44,210","38,347","33,158",0,"33,158"
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,0,0,0,"51,217",0,"44,625",0,"51,217","38,958","33,763",0,0
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,0,0,0,0,0,"47,317",0,"47,317",0,"35,486",0,"35,486"
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,0,0,0,0,0,"52,544","52,544",0,0,"40,470",0,0
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,0,0,0,"53,390",0,"46,425",0,0,"39,513","35,056",0,0
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,0,0,0,0,0,0,0,"44,760",0,0,"33,730",0
110,私立,技專校院,1078,致理學校財團法人致理科技大學,0,0,0,0,0,"45,910",0,"45,910",0,"34,759",0,0
110,私立,一般大學,1079,康寧學校財團法人康寧大學,0,0,0,"53,234",0,"45,991","45,473",0,0,0,0,0
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,0,0,0,"54,290",0,"47,325",0,0,"41,174","35,720",0,0
110,私立,技專校院,1081,東方學校財團法人東方設計大學,0,0,0,"53,900","53,900","46,930",0,"53,900","40,775","35,324",0,"36,993~37,563"
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,0,0,0,0,0,"47,534",0,0,0,0,0,0
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,0,0,0,"55,000",0,"47,720",0,"52,730","40,575","35,118",0,"38,988"
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,0,0,"52,710","50,105",0,"43,512",0,0,0,0,0,0
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,0,0,0,0,0,"42,896",0,0,0,0,0,0
110,私立,技專校院,1148,大漢技術學院,0,0,0,"50,849",0,"44,222",0,0,"38,346","33,119",0,0
110,私立,技專校院,1159,和春技術學院,0,0,0,"50,850",0,"44,220",0,0,"38,357","33,158",0,0
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,0,0,0,"51,556",0,"44,839",0,"47,086","38,969","34,630",0,"34,630"
110,私立,技專校院,1182,蘭陽技術學院,0,0,0,"50,900",0,"45,170",0,0,"38,385","33,190",0,0
110,私立,技專校院,1183,黎明技術學院,0,0,0,"50,843","50,443","46,426",0,0,"38,347",0,0,0
110,私立,技專校院,1185,經國管理暨健康學院,0,0,0,0,"50,423",0,0,"53,423",0,"33,705","37,716","35,294"
110,私立,技專校院,1188,大同技術學院,0,0,0,"47,116","47,116","47,116",0,0,0,0,0,"35,583"
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,"59,317",0,"46,577",0,0,0,0,0,0,0,0,0
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,0,0,0,0,0,0,"29,000",0,0,0,0,0
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,0,0,0,0,0,0,0,0,"37,980","37,325","38,620~39,500","35,240~38,910"
110,私立,技專校院,1283,仁德醫護管理專科學校,0,0,0,0,0,0,0,0,0,"32,183","36,023","34,746"
110,私立,技專校院,1284,樹人醫護管理專科學校,0,0,0,0,0,0,0,0,"40,184","34,741","38,965",0
110,私立,技專校院,1285,慈惠醫護管理專科學校,0,0,0,0,0,0,0,0,"39,798","34,370","38,599","36,112"
110,私立,技專校院,1286,耕莘健康管理專科學校,0,0,0,0,0,0,0,0,"37,311","38,815","37,824~39,350","37,311~38,290"
110,私立,技專校院,1287,敏惠醫護管理專科學校,0,0,0,0,0,0,0,0,0,0,"38,482~38,746","34,742~38,082"
110,私立,技專校院,1289,育英醫護管理專科學校,0,0,0,0,0,0,0,0,"37,000",0,"37,000~38,558",0
110,私立,技專校院,1291,聖母醫護管理專科學校,0,0,0,0,0,0,0,0,0,"37,196","37,196","37,196"
110,私立,技專校院,1292,新生醫護管理專科學校,0,0,0,0,0,0,0,0,0,"35,020~35,520","36,540~38,746","34,520~35,520"
110,私立,技專校院,1293,崇仁醫護管理專科學校,0,0,0,0,0,0,0,0,0,"35,000","36,023~38,275","35,000~37,800"
110,私立,宗教研修學院,1R03,臺北基督學院,0,0,0,0,0,0,"85,000",0,0,0,0,0
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,0,0,0,0,0,0,"25,210",0,0,0,0,0
110,公立,一般大學,3002,臺北市立大學,0,0,0,0,"23,500","24,000","20,200",0,0,0,0,0
