年度,設立別,學校類別,學校統計處代碼,學校名稱,專任教師數,學校承接「產學合作」計畫經費-小計,學校承接「產學合作」計畫經費-政府部門資助,學校承接「產學合作」計畫經費-企業部門資助,學校承接「產學合作」計畫經費-其他單位資助,專任教師每師平均承接「產學合作」計畫經費
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,201,14044905,0,13835905,209000,69875.15
106,私立,技專校院,1081,東方學校財團法人東方設計大學,156,33100183,22029852,11070331,0,212180.66
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,99,13846111,292000,13554111,0,139859.71
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,162,20037816,11978784,4749182,3309850,123690.22
106,私立,一般大學,1125,中信學校財團法人中信金融管理學院,38,240000,0,240000,0,6315.79
106,私立,技專校院,1148,大漢技術學院,57,3688000,1948000,1680000,60000,64701.75
106,私立,技專校院,1159,和春技術學院,108,5909000,0,5069000,840000,54712.96
106,私立,技專校院,1166,亞東技術學院,162,22519886,4056000,9910412,8553474,139011.64
106,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,142,43451497,34885988,8565509,0,305996.46
106,私立,一般大學,1176,稻江科技暨管理學院,60,13861650,12776650,745000,340000,231027.50
106,私立,技專校院,1182,蘭陽技術學院,84,2199275,331330,495000,1372945,26181.85
106,私立,技專校院,1183,黎明技術學院,154,10212475,6300000,3912475,0,66314.77
106,私立,技專校院,1185,經國管理暨健康學院,141,6028000,2841000,2055000,1132000,42751.77
106,私立,技專校院,1188,大同技術學院,66,4742860,224000,3828860,690000,71861.52
106,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,57,1259516,0,1259516,0,22096.77
106,私立,技專校院,1192,臺灣觀光學院,44,3937461,250000,3099693,587768,89487.75
106,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,103,8267236,1160000,4433000,2674236,80264.43
106,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,20,3138000,0,0,3138000,156900
106,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,141,5360582,96950,4923632,340000,38018.31
106,私立,技專校院,1283,仁德醫護管理專科學校,203,200000,0,200000,0,985.22
106,私立,技專校院,1284,樹人醫護管理專科學校,210,807134,0,380000,427134,3843.50
106,私立,技專校院,1285,慈惠醫護管理專科學校,170,607140,0,260000,347140,3571.41
106,私立,技專校院,1286,耕莘健康管理專科學校,181,1078520,0,749600,328920,5958.67
106,私立,技專校院,1287,敏惠醫護管理專科學校,124,593230,0,439630,153600,4784.11
106,私立,技專校院,1289,育英醫護管理專科學校,71,364500,0,364500,0,5133.80
106,私立,技專校院,1290,崇仁醫護管理專科學校,130,4684589,3440004,99900,1144685,36035.30
106,私立,技專校院,1291,聖母醫護管理專科學校,111,4594500,1731790,2322961,539749,41391.89
106,私立,技專校院,1292,新生醫護管理專科學校,213,1056000,0,1010000,46000,4957.75
106,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,9,750000,750000,0,0,83333.33
106,公立,一般大學,3002,臺北市立大學,331,23889994,15690463,6348000,1851531,72175.21
107,公立,一般大學,0001,國立政治大學,714,262848060,215041729,11661941,36144390,368134.54
107,公立,一般大學,0002,國立清華大學,823,673394738,304800951,266858910,101734877,818219.61
107,公立,一般大學,0003,國立臺灣大學,2043,2056605633,1502682148,357706892,196216593,1006659.63
107,公立,一般大學,0004,國立臺灣師範大學,839,1079408660,1001665703,29578899,48164058,1286541.91
107,公立,一般大學,0005,國立成功大學,1325,1683950023,1096226625,261595080,326128318,1270905.68
107,公立,一般大學,0006,國立中興大學,775,600069475,264058155,288550899,47460421,774283.19
107,公立,一般大學,0007,國立陽明交通大學,735,1105619601,549549880,347770790,208298931,1504244.36
107,公立,一般大學,0008,國立中央大學,645,771519470,423556023,128818481,219144966,1196154.22
107,公立,一般大學,0009,國立中山大學,522,483454171,199550682,159980083,123923406,926157.42
107,公立,一般大學,0012,國立臺灣海洋大學,416,330054529,165196271,130500854,34357404,793400.31
107,公立,一般大學,0013,國立中正大學,548,31219663,21463829,8051046,1704788,56970.19
107,公立,一般大學,0014,國立高雄師範大學,289,55371343,16330000,11301000,27740343,191596.34
107,公立,一般大學,0015,國立彰化師範大學,369,28446907,9128600,14284457,5033850,77091.89
107,公立,一般大學,0016,國立陽明大學,408,93665154,29742295,58302859,5620000,229571.46
107,公立,一般大學,0017,國立臺北大學,380,22875991,4755000,11064312,7056679,60199.98
107,公立,一般大學,0018,國立嘉義大學,517,74661634,21542882,37143104,15975648,144413.22
107,公立,一般大學,0019,國立高雄大學,237,92046874,67538775,18943099,5565000,388383.43
107,公立,一般大學,0020,國立東華大學,477,140683733,106328717,11685565,22669451,294934.45
107,公立,一般大學,0021,國立暨南國際大學,269,144217925,138181829,5072496,963600,536126.12
107,公立,技專校院,0022,國立臺灣科技大學,499,413944047,160731960,197921275,55290812,829547.19
107,公立,技專校院,0023,國立雲林科技大學,411,635044806,468370064,136817717,29857025,1545121.18
107,公立,技專校院,0024,國立屏東科技大學,411,231893287,109180752,111457105,11255430,564217.24
107,公立,技專校院,0025,國立臺北科技大學,469,419802743,241534135,128369792,49898816,895101.80
107,公立,一般大學,0028,國立臺北藝術大學,163,8244653,5204620,530000,2510033,50580.69
107,公立,一般大學,0029,國立臺灣藝術大學,167,56999813,46323750,5108420,5567643,341316.25
107,公立,一般大學,0030,國立臺東大學,194,30123290,20829766,4967910,4325614,155274.69
107,公立,一般大學,0031,國立宜蘭大學,232,85864486,39911707,39577479,6375300,370105.54
107,公立,一般大學,0032,國立聯合大學,284,207718495,166467824,24649995,16600676,731403.15
107,公立,技專校院,0033,國立虎尾科技大學,335,263667882,153016388,81867981,28783513,787068.30
107,公立,一般大學,0035,國立臺南藝術大學,108,64090865,54674505,3848800,5567560,593433.94
107,公立,一般大學,0036,國立臺南大學,235,41161223,24254586,11801133,5105504,175154.14
107,公立,一般大學,0037,國立臺北教育大學,235,4190964,1577000,1413964,1200000,17833.89
107,公立,一般大學,0039,國立臺中教育大學,203,38379305,22484312,4797885,11097108,189060.62
107,公立,技專校院,0042,國立澎湖科技大學,120,13535450,11156450,2235000,144000,112795.42
107,公立,技專校院,0043,國立勤益科技大學,288,58371088,9110743,36733145,12527200,202677.39
107,公立,一般大學,0044,國立體育大學,99,20878226,1070180,14551315,5256731,210891.17
107,公立,技專校院,0046,國立臺北護理健康大學,188,55116195,41988904,11154916,1972375,293171.25
107,公立,技專校院,0047,國立高雄餐旅大學,161,18693875,5765282,10959255,1969338,116111.02
107,公立,一般大學,0048,國立金門大學,145,23016453,20327756,1775000,913697,158734.16
107,公立,一般大學,0049,國立臺灣體育運動大學,114,26747076,14427964,6002687,6316425,234623.47
107,公立,技專校院,0050,國立臺中科技大學,419,62162371,29311391,26742027,6108953,148358.88
107,公立,技專校院,0051,國立臺北商業大學,213,20921723,5463453,9151182,6307088,98224.05
107,公立,一般大學,0052,國立屏東大學,342,69415286,50894424,8427274,10093588,202968.67
107,公立,技專校院,0053,國立高雄科技大學,871,701433156,332336762,293328121,75768273,805319.35
107,公立,技專校院,0144,國立臺灣戲曲學院,35,11444915,0,1936380,9508535,326997.57
107,公立,技專校院,0221,國立臺南護理專科學校,88,1731250,246250,585000,900000,19673.30
107,公立,技專校院,0222,國立臺東專科學校,66,1160500,232000,726500,202000,17583.33
107,私立,一般大學,1001,東海大學,544,115929625,53776325,44694519,17458781,213105.93
107,私立,一般大學,1002,輔仁大學,734,59687167,12344000,17067506,30275661,81317.67
107,私立,一般大學,1003,東吳大學,443,42383507,16892407,15455756,10035344,95673.83
107,私立,一般大學,1004,中原大學,497,178076597,62704527,85558373,29813697,358303.01
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,738,143791504,91184888,45981762,6624854,194839.44
107,私立,一般大學,1006,中國文化大學,727,63015149,39827840,15920893,7266416,86678.33
107,私立,一般大學,1007,逢甲大學,653,616205597,501025830,70268172,44911595,943653.29
107,私立,一般大學,1008,靜宜大學,374,63910303,46105176,9103100,8702027,170883.16
107,私立,一般大學,1009,長庚大學,586,134281324,48188000,78359324,7734000,229149.02
107,私立,一般大學,1010,元智大學,312,142558588,37900919,56863319,47794350,456918.55
107,私立,一般大學,1011,中華大學學校財團法人中華大學,234,48254228,33365585,7004743,7883900,206214.65
107,私立,一般大學,1012,大葉大學,315,56681962,17734710,29819469,9127783,179942.74
107,私立,一般大學,1013,華梵大學,95,5175602,3339500,1836102,0,54480.02
107,私立,一般大學,1014,義守大學,502,159983204,54998906,49674086,55310212,318691.64
107,私立,一般大學,1015,世新大學,336,51104756,37514064,6253452,7337240,152097.49
107,私立,一般大學,1016,銘傳大學,576,53679601,40114503,6584332,6980766,93193.75
107,私立,一般大學,1017,實踐大學,372,90030986,79273336,6655300,4102350,242018.78
107,私立,技專校院,1018,朝陽科技大學,402,146611271,58189914,64766184,23655173,364704.65
107,私立,一般大學,1019,高雄醫學大學,558,323360941,162892577,143974040,16494324,579499.89
107,私立,一般大學,1020,南華大學,203,49416821,45407961,3219411,789449,243432.62
107,私立,一般大學,1021,真理大學,267,1242800,1080000,162800,0,4654.68
107,私立,一般大學,1022,大同大學,158,62011386,24360508,34065968,3584910,392477.13
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,572,201385526,65407141,93252772,42725613,352072.60
107,私立,技專校院,1024,崑山科技大學,343,125297391,71504499,47206936,6585956,365298.52
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,465,138899691,67791728,57425415,13682548,298709.01
107,私立,技專校院,1026,樹德科技大學,281,81041574,56875685,16305904,7859985,288404.18
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,240,249021457,16249506,3196125,229575826,1037589.40
107,私立,一般大學,1028,臺北醫學大學,616,488625759,176547000,245890318,66188441,793223.63
107,私立,一般大學,1029,中山醫學大學,412,155604550,14085000,105983664,35535886,377680.95
107,私立,技專校院,1030,龍華科技大學,251,64322295,18974510,26991282,18356503,256264.12
107,私立,技專校院,1031,輔英科技大學,331,44743504,34492913,6624141,3626450,135176.75
107,私立,技專校院,1032,明新學校財團法人明新科技大學,369,67802194,44441300,14861794,8499100,183745.78
107,私立,一般大學,1033,長榮大學,334,78820182,50982392,15693794,12143996,235988.57
107,私立,技專校院,1034,弘光科技大學,354,49477162,3239000,42049576,4188586,139765.99
107,私立,一般大學,1035,中國醫藥大學,495,544421096,116580186,409500743,18340167,1099840.60
107,私立,技專校院,1036,健行學校財團法人健行科技大學,293,34541321,8305000,17214321,9022000,117888.47
107,私立,技專校院,1037,正修學校財團法人正修科技大學,431,232167157,49493908,158924706,23748543,538670.90
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,234,12789391,332000,10975891,1481500,54655.52
107,私立,一般大學,1039,玄奘大學,111,7149499,1013000,3405387,2731112,64409.90
107,私立,技專校院,1040,建國科技大學,250,33342287,16349384,14354303,2638600,133369.15
107,私立,技專校院,1041,明志科技大學,193,98516808,20965500,74383650,3167658,510449.78
107,私立,技專校院,1042,高苑科技大學,242,23380065,15280555,5469510,2630000,96611.84
107,私立,技專校院,1043,大仁科技大學,219,52694176,41775828,8376648,2541700,240612.68
107,私立,技專校院,1044,聖約翰科技大學,175,13705493,7114800,5879313,711380,78317.10
107,私立,技專校院,1045,嶺東科技大學,264,35045184,18738950,13243034,3063200,132746.91
107,私立,技專校院,1046,中國科技大學,290,55829579,25524128,26008451,4297000,192515.79
107,私立,技專校院,1047,中臺科技大學,266,10871723,0,2599200,8272523,40871.14
107,私立,一般大學,1048,亞洲大學,388,110419971,49427284,31491174,29501513,284587.55
107,私立,一般大學,1049,開南大學,226,17649314,11640790,4728000,1280524,78094.31
107,私立,一般大學,1050,佛光大學,173,19450348,7415000,1333000,10702348,112429.76
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,331,40667030,4867973,26574977,9224080,122861.12
107,私立,技專校院,1052,遠東科技大學,211,54604707,11274000,36365541,6965166,258790.08
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,201,22248474,7036334,12520940,2691200,110688.93
107,私立,技專校院,1054,景文科技大學,191,30634345,406390,26603970,3623985,160389.24
107,私立,技專校院,1055,中華醫事科技大學,288,17249862,0,8048501,9201361,59895.35
107,私立,技專校院,1056,東南科技大學,192,22185995,144000,20853320,1188675,115552.06
107,私立,技專校院,1057,德明財經科技大學,227,24004832,475929,19231251,4297652,105748.16
107,私立,一般大學,1058,明道學校財團法人明道大學,127,26490170,1819400,1553820,23116950,208584.02
107,私立,技專校院,1060,南開科技大學,181,6070382,0,5668107,402275,33538.02
107,私立,技專校院,1061,中華學校財團法人中華科技大學,211,15339612,7159112,7513500,667000,72699.58
107,私立,技專校院,1062,僑光科技大學,228,28909900,98000,23211341,5600559,126797.81
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,113,19708362,10209813,5296206,4202343,174410.28
107,私立,技專校院,1064,美和學校財團法人美和科技大學,229,28678185,17162373,5627620,5888192,125232.25
107,私立,技專校院,1065,吳鳳科技大學,154,12959208,3002000,8756995,1200213,84150.70
107,私立,技專校院,1066,環球學校財團法人環球科技大學,167,10344613,3994000,5956930,393683,61943.79
107,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,90,3331136,2899137,250000,181999,37012.62
107,私立,技專校院,1068,中州學校財團法人中州科技大學,112,12909965,7668765,3160400,2080800,115267.54
107,私立,技專校院,1069,修平學校財團法人修平科技大學,188,16328403,5383372,9343520,1601511,86853.21
107,私立,技專校院,1070,長庚學校財團法人長庚科技大學,338,77220063,0,29730247,47489816,228461.72
107,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,245,12990269,268000,10756340,1965929,53021.51
107,私立,技專校院,1072,大華學校財團法人敏實科技大學,79,1152601,0,752600,400001,14589.89
107,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,223,40908018,18115500,19168018,3624500,183444.03
107,私立,技專校院,1075,文藻學校財團法人文藻外語大學,266,50286547,12296559,8394393,29595595,189047.17
107,私立,技專校院,1076,華夏學校財團法人華夏科技大學,149,11770909,6712000,3044929,2013980,78999.39
107,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,159,8870561,0,868295,8002266,55789.69
107,私立,技專校院,1078,致理學校財團法人致理科技大學,277,38509847,6906881,27072119,4530847,139024.72
107,私立,一般大學,1079,康寧學校財團法人康寧大學,122,4191080,1100000,1548580,1542500,34353.11
107,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,190,15094705,730000,14044705,320000,79445.82
107,私立,技專校院,1081,東方學校財團法人東方設計大學,123,12108639,2300000,9428639,380000,98444.22
107,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,98,10489050,3458000,6671050,360000,107031.12
107,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,144,5788533,55000,3542333,2191200,40198.15
107,私立,一般大學,1125,中信學校財團法人中信金融管理學院,48,1359410,62450,1296960,0,28321.04
107,私立,技專校院,1148,大漢技術學院,57,2635000,1174000,1361000,100000,46228.07
107,私立,技專校院,1159,和春技術學院,82,5406350,1420000,3986350,0,65931.10
107,私立,技專校院,1166,亞東技術學院,157,18105321,1721000,9473121,6911200,115320.52
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,114,19757474,10516374,9241100,0,173311.18
107,私立,一般大學,1176,稻江科技暨管理學院,57,8349575,5751575,2438000,160000,146483.77
107,私立,技專校院,1182,蘭陽技術學院,78,1202000,0,1202000,0,15410.26
107,私立,技專校院,1183,黎明技術學院,159,9167666,0,8597666,570000,57658.28
107,私立,技專校院,1185,經國管理暨健康學院,141,9183828,6501094,2245234,437500,65133.53
107,私立,技專校院,1188,大同技術學院,64,13204326,8728300,3903000,573026,206317.59
107,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,125,11045009,2350000,3305009,5390000,88360.07
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,23,1977246,0,0,1977246,85967.22
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,139,6365859,0,2422106,3943753,45797.55
107,私立,技專校院,1283,仁德醫護管理專科學校,204,1670000,0,1020000,650000,8186.27
107,私立,技專校院,1284,樹人醫護管理專科學校,224,2857160,2662000,20000,175160,12755.18
107,私立,技專校院,1285,慈惠醫護管理專科學校,154,1112000,700000,310000,102000,7220.78
107,私立,技專校院,1286,耕莘健康管理專科學校,172,2220578,700000,1018194,502384,12910.34
107,私立,技專校院,1287,敏惠醫護管理專科學校,124,786188,0,786188,0,6340.23
107,私立,技專校院,1289,育英醫護管理專科學校,70,774393,0,312793,461600,11062.76
107,私立,技專校院,1291,聖母醫護管理專科學校,94,8248859,5599080,1310568,1339211,87753.82
107,私立,技專校院,1292,新生醫護管理專科學校,209,811000,0,811000,0,3880.38
107,私立,技專校院,1293,崇仁醫護管理專科學校,129,11270980,6999210,780400,3491370,87371.94
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,9,890000,890000,0,0,98888.89
107,公立,一般大學,3002,臺北市立大學,334,232688704,224687372,6792500,1208832,696672.77
108,公立,一般大學,0001,國立政治大學,743,223218331,184427235,12059188,26731908,300428.44
108,公立,一般大學,0002,國立清華大學,830,704017732,323540000,307124825,73352907,848214.13
108,公立,一般大學,0003,國立臺灣大學,2021,2171703428,1598881357,360371924,212450147,1074568.74
108,公立,一般大學,0004,國立臺灣師範大學,813,1360015065,1195439118,130693729,33882218,1672835.26
108,公立,一般大學,0005,國立成功大學,1340,1775866661,1127547081,342976605,305342975,1325273.63
108,公立,一般大學,0006,國立中興大學,781,492497949,109277400,309339500,73881049,630599.17
108,公立,一般大學,0007,國立陽明交通大學,746,912412468,444065556,255470511,212876401,1223073.01
108,公立,一般大學,0008,國立中央大學,662,955708985,405291716,320473562,229943707,1443669.16
108,公立,一般大學,0009,國立中山大學,537,645985302,331806872,193310782,120867648,1202952.15
108,公立,一般大學,0012,國立臺灣海洋大學,430,449618106,195857692,179674382,74086032,1045623.50
108,公立,一般大學,0013,國立中正大學,532,56417587,40639994,11563123,4214470,106048.10
108,公立,一般大學,0014,國立高雄師範大學,290,63985886,43373000,8901000,11711886,220640.99
108,公立,一般大學,0015,國立彰化師範大學,363,32968958,16130843,7538132,9299983,90823.58
108,公立,一般大學,0016,國立陽明大學,406,121828861,50546370,63949967,7332524,300071.09
108,公立,一般大學,0017,國立臺北大學,381,18130681,4270000,4388776,9471905,47587.09
108,公立,一般大學,0018,國立嘉義大學,520,79051551,22975227,35989633,20086691,152022.21
108,公立,一般大學,0019,國立高雄大學,238,82473607,58994686,19003005,4475916,346527.76
108,公立,一般大學,0020,國立東華大學,460,144836823,109669117,10116500,25051206,314862.66
108,公立,一般大學,0021,國立暨南國際大學,275,126506049,117035564,6519485,2951000,460022
108,公立,技專校院,0022,國立臺灣科技大學,532,388716938,108892305,212945318,66879315,730670.94
108,公立,技專校院,0023,國立雲林科技大學,420,462743975,331961048,98167555,32615372,1101771.37
108,公立,技專校院,0024,國立屏東科技大學,404,267416434,106422033,114544530,46449871,661921.87
108,公立,技專校院,0025,國立臺北科技大學,471,465644923,234102832,190848980,40693111,988630.41
108,公立,一般大學,0028,國立臺北藝術大學,162,5209918,2895018,0,2314900,32159.99
108,公立,一般大學,0029,國立臺灣藝術大學,156,78721980,74545655,1454300,2722025,504628.08
108,公立,一般大學,0030,國立臺東大學,197,26471525,20985750,3166975,2318800,134373.22
108,公立,一般大學,0031,國立宜蘭大學,231,93067481,55894561,32448421,4724499,402889.53
108,公立,一般大學,0032,國立聯合大學,285,54932885,34714114,19595821,622950,192746.96
108,公立,技專校院,0033,國立虎尾科技大學,342,255524261,113677800,71370219,70476242,747146.96
108,公立,一般大學,0035,國立臺南藝術大學,109,79446481,76934383,1507718,1004380,728866.80
108,公立,一般大學,0036,國立臺南大學,232,61044690,30781100,8399260,21864330,263123.66
108,公立,一般大學,0037,國立臺北教育大學,237,4774307,1916000,1952000,906307,20144.76
108,公立,一般大學,0039,國立臺中教育大學,202,60618621,18459764,17612113,24546744,300092.18
108,公立,技專校院,0042,國立澎湖科技大學,121,57159050,47301450,7328600,2529000,472388.84
108,公立,技專校院,0043,國立勤益科技大學,307,115822050,32177381,61221029,22423640,377270.52
108,公立,一般大學,0044,國立體育大學,101,21553622,0,17700506,3853116,213402.20
108,公立,技專校院,0046,國立臺北護理健康大學,195,35713017,28200286,6222331,1290400,183143.68
108,公立,技專校院,0047,國立高雄餐旅大學,162,34671129,21802223,8550646,4318260,214019.31
108,公立,一般大學,0048,國立金門大學,149,39515492,37127682,2144810,243000,265204.64
108,公立,一般大學,0049,國立臺灣體育運動大學,114,24071320,14132616,8389367,1549337,211151.93
108,公立,技專校院,0050,國立臺中科技大學,427,89545117,57211777,22913718,9419622,209707.53
108,公立,技專校院,0051,國立臺北商業大學,215,17127636,4525559,8526237,4075840,79663.42
108,公立,一般大學,0052,國立屏東大學,347,83263511,62652363,12047549,8563599,239952.48
108,公立,技專校院,0053,國立高雄科技大學,871,480906131,122044590,297594724,61266817,552131.03
108,公立,技專校院,0144,國立臺灣戲曲學院,32,12427118,2454200,3257000,6715918,388347.44
108,公立,技專校院,0221,國立臺南護理專科學校,90,4739873,0,4539873,200000,52665.26
108,公立,技專校院,0222,國立臺東專科學校,67,5593336,3589000,1694336,310000,83482.63
108,私立,一般大學,1001,東海大學,557,113376200,57584316,40727500,15064384,203547.94
108,私立,一般大學,1002,輔仁大學,727,62010209,7154147,23199022,31657040,85296.02
108,私立,一般大學,1003,東吳大學,442,36312678,20714602,11161551,4436525,82155.38
108,私立,一般大學,1004,中原大學,495,135596229,37823499,74331535,23441195,273931.78
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,719,106814182,80109240,22215103,4489839,148559.36
108,私立,一般大學,1006,中國文化大學,724,76578405,43946110,13678249,18954046,105771.28
108,私立,一般大學,1007,逢甲大學,633,651213974,566170496,60814802,24228676,1028774.05
108,私立,一般大學,1008,靜宜大學,387,73056312,50789274,17668583,4598455,188776
108,私立,一般大學,1009,長庚大學,581,456553941,54594000,69200279,332759662,785807.13
108,私立,一般大學,1010,元智大學,301,108811407,23443320,39583299,45784788,361499.69
108,私立,一般大學,1011,中華大學學校財團法人中華大學,222,72183177,39876643,22867872,9438662,325149.45
108,私立,一般大學,1012,大葉大學,298,43437771,12525161,23451515,7461095,145764.33
108,私立,一般大學,1013,華梵大學,82,765588,495588,200000,70000,9336.44
108,私立,一般大學,1014,義守大學,535,145814205,33203872,56788526,55821807,272549.92
108,私立,一般大學,1015,世新大學,333,110176501,75014473,12603301,22558727,330860.36
108,私立,一般大學,1016,銘傳大學,571,41027883,31026827,7156906,2844150,71852.68
108,私立,一般大學,1017,實踐大學,355,46938674,32526032,10109817,4302825,132221.62
108,私立,技專校院,1018,朝陽科技大學,395,130162320,51674150,58514924,19973246,329524.86
108,私立,一般大學,1019,高雄醫學大學,558,371705696,157485616,206518080,7702000,666139.24
108,私立,一般大學,1020,南華大學,206,65020345,62150685,2016010,853650,315632.74
108,私立,一般大學,1021,真理大學,255,4359212,3162000,1197212,0,17094.95
108,私立,一般大學,1022,大同大學,150,51580198,22740686,26750229,2089283,343867.99
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,556,181605604,67741986,79568344,34295274,326628.78
108,私立,技專校院,1024,崑山科技大學,334,134561202,86037505,36066743,12456954,402877.85
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,436,162632325,85849900,57542516,19239909,373009.92
108,私立,技專校院,1026,樹德科技大學,272,83362656,58339547,15496547,9526562,306480.35
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,235,301560299,23484452,4774206,273301641,1283235.31
108,私立,一般大學,1028,臺北醫學大學,651,424785290,127656351,246872794,50256145,652511.97
108,私立,一般大學,1029,中山醫學大學,405,192863179,13667000,139787197,39408982,476205.38
108,私立,技專校院,1030,龍華科技大學,249,68155283,13185189,43847040,11123054,273716
108,私立,技專校院,1031,輔英科技大學,302,52454998,32310873,15460484,4683641,173692.05
108,私立,技專校院,1032,明新學校財團法人明新科技大學,349,40314228,17289830,18476312,4548086,115513.55
108,私立,一般大學,1033,長榮大學,322,82931001,59390173,18501989,5038839,257549.69
108,私立,技專校院,1034,弘光科技大學,339,52427445,1464000,49294446,1668999,154653.23
108,私立,一般大學,1035,中國醫藥大學,509,438935455,40794000,356317039,41824416,862348.63
108,私立,技專校院,1036,健行學校財團法人健行科技大學,276,39018462,13669313,19335597,6013552,141371.24
108,私立,技專校院,1037,正修學校財團法人正修科技大學,435,295423957,71515638,184154499,39753820,679135.53
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,251,21687573,1073000,18236333,2378240,86404.67
108,私立,一般大學,1039,玄奘大學,107,2053440,355200,723000,975240,19191.03
108,私立,技專校院,1040,建國科技大學,238,23629476,8589500,12183000,2856976,99283.51
108,私立,技專校院,1041,明志科技大學,193,110178858,18522570,88397141,3259147,570874.91
108,私立,技專校院,1042,高苑科技大學,198,22387126,11414740,6039086,4933300,113066.29
108,私立,技專校院,1043,大仁科技大學,205,35565197,24050707,9455690,2058800,173488.77
108,私立,技專校院,1044,聖約翰科技大學,167,4986433,1479800,3036800,469833,29858.88
108,私立,技專校院,1045,嶺東科技大學,275,33102520,12644381,18745593,1712546,120372.80
108,私立,技專校院,1046,中國科技大學,265,54309616,39545200,11497327,3267089,204941.95
108,私立,技專校院,1047,中臺科技大學,263,9724992,635000,4905620,4184372,36977.16
108,私立,一般大學,1048,亞洲大學,403,194040765,159082854,19302646,15655265,481490.73
108,私立,一般大學,1049,開南大學,213,6611126,5482676,98450,1030000,31038.15
108,私立,一般大學,1050,佛光大學,166,19507292,11471250,2504600,5531442,117513.81
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,329,34908904,3616025,20709379,10583500,106106.09
108,私立,技專校院,1052,遠東科技大學,200,56593168,20652985,27756063,8184120,282965.84
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,197,76549612,55668875,19270376,1610361,388576.71
108,私立,技專校院,1054,景文科技大學,186,30296922,3433250,24641672,2222000,162886.68
108,私立,技專校院,1055,中華醫事科技大學,286,11885180,0,6783704,5101476,41556.57
108,私立,技專校院,1056,東南科技大學,181,12873710,0,11653710,1220000,71125.47
108,私立,技專校院,1057,德明財經科技大學,229,38616067,3086000,30933341,4596726,168629.11
108,私立,一般大學,1058,明道學校財團法人明道大學,119,14964940,5195000,2044000,7725940,125755.80
108,私立,技專校院,1060,南開科技大學,152,8106363,0,5789323,2317040,53331.34
108,私立,技專校院,1061,中華學校財團法人中華科技大學,170,17421300,12262300,4759000,400000,102478.24
108,私立,技專校院,1062,僑光科技大學,231,38439947,2459678,27135369,8844900,166406.70
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,104,22155685,14617730,5702999,1834956,213035.43
108,私立,技專校院,1064,美和學校財團法人美和科技大學,223,47828408,33869873,10075635,3882900,214477.17
108,私立,技專校院,1065,吳鳳科技大學,147,8693790,1382000,6760513,551277,59141.43
108,私立,技專校院,1066,環球學校財團法人環球科技大學,152,11134620,5290000,3838801,2005819,73254.08
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,74,2231110,1815000,150000,266110,30150.14
108,私立,技專校院,1068,中州學校財團法人中州科技大學,99,14236365,9986119,2150246,2100000,143801.67
108,私立,技專校院,1069,修平學校財團法人修平科技大學,183,15301340,1870000,12209500,1221840,83613.88
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,277,91168666,13262324,26284405,51621937,329128.76
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,252,12341887,72000,9648207,2621680,48975.74
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,47,665000,0,230000,435000,14148.94
