學年度,設立別,學校類別,學校統計處代碼,學校名稱,學雜費收入金額,學雜費收入(%),推廣及產學收入金額,推廣及產學收入(%),補助收入金額,補助收入(%),受贈收入金額,受贈收入(%),利息收入金額,利息收入(%),投資、基金及附屬機構收益金額,投資、基金及附屬機構收益(%),其他收入金額,其他收入(%),合計金額,合計(%)
108,私立,一般大學,1013,華梵大學,109020,40.17,15342,5.65,74167,27.33,26199,9.65,1792,0.66,27096,9.98,17763,6.55,271379,100
108,私立,一般大學,1014,義守大學,1439776,57.80,313785,12.60,380733,15.28,3180,0.13,3424,0.14,216,0.01,349973,14.05,2491085,100
108,私立,一般大學,1015,世新大學,1169460,61.92,176237,9.33,196690,10.41,14698,0.78,10042,0.53,267713,14.17,53879,2.85,1888720,100
108,私立,一般大學,1016,銘傳大學,1798571,71.31,228559,9.06,307871,12.21,20542,0.81,15154,0.60,225,0.01,151410,6,2522331,100
108,私立,一般大學,1017,實踐大學,1105632,53.13,202293,9.72,280356,13.47,304932,14.65,7949,0.38,139,0.01,179505,8.63,2080806,100
108,私立,技專校院,1018,朝陽科技大學,1409524,61.95,304614,13.39,256060,11.25,6397,0.28,20032,0.88,174155,7.65,104607,4.60,2275390,100
108,私立,一般大學,1019,高雄醫學大學,726314,19.45,547750,14.66,310970,8.33,46486,1.24,10329,0.28,1949017,52.18,144357,3.86,3735223,100
108,私立,一般大學,1020,南華大學,478388,34.18,88527,6.32,184767,13.20,561031,40.08,1203,0.09,1095,0.08,84761,6.06,1399773,100
108,私立,一般大學,1021,真理大學,501742,73.45,35494,5.20,97047,14.21,5273,0.77,773,0.11,37,0.01,42714,6.25,683079,100
108,私立,一般大學,1022,大同大學,405092,52.05,92819,11.93,122620,15.76,10537,1.35,1792,0.23,0,0,145417,18.68,778277,100
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1607764,61.65,340242,13.05,507187,19.45,9806,0.38,7779,0.30,273,0.01,134913,5.17,2607964,100
108,私立,技專校院,1024,崑山科技大學,934191,55.20,202866,11.99,423848,25.04,9608,0.57,3486,0.21,1303,0.08,117060,6.92,1692362,100
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1188054,62.75,218164,11.52,285761,15.09,3253,0.17,951,0.05,2024,0.11,195033,10.30,1893240,100
108,私立,技專校院,1026,樹德科技大學,935360,67.04,45620,3.27,197372,14.15,3037,0.22,5343,0.38,1590,0.11,206847,14.83,1395168,100
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,315980,20.39,446035,28.78,231538,14.94,439512,28.36,31718,2.05,19202,1.24,65802,4.25,1549787,100
108,私立,一般大學,1028,臺北醫學大學,640191,15.20,1303862,30.96,714143,16.96,226859,5.39,843,0.02,1174201,27.88,151255,3.59,4211354,100
108,私立,一般大學,1029,中山醫學大學,757827,36.80,339445,16.48,232820,11.31,17270,0.84,600,0.03,427967,20.78,283417,13.76,2059347,100
108,私立,技專校院,1030,龍華科技大學,874878,62.14,87150,6.19,361003,25.64,2311,0.16,32936,2.34,9,0,49631,3.53,1407919,100
108,私立,技專校院,1031,輔英科技大學,809052,65.86,91879,7.48,182613,14.87,4726,0.38,5353,0.44,47570,3.87,87216,7.10,1228408,100
108,私立,技專校院,1032,明新學校財團法人明新科技大學,938651,67.90,112136,8.11,246791,17.85,12471,0.90,5730,0.41,0,0,66603,4.82,1382383,100
108,私立,一般大學,1033,長榮大學,784177,64.05,136841,11.18,197357,16.12,7804,0.64,7481,0.61,1041,0.09,89655,7.32,1224357,100
108,私立,技專校院,1034,弘光科技大學,1037742,61.72,237505,14.13,272397,16.20,18173,1.08,4147,0.25,15243,0.91,96107,5.72,1681314,100
108,私立,一般大學,1035,中國醫藥大學,841878,17.77,577398,12.18,387751,8.18,24143,0.51,3235,0.07,2768238,58.42,136250,2.88,4738893,100
108,私立,技專校院,1036,健行學校財團法人健行科技大學,893565,69.78,123873,9.67,180996,14.13,6668,0.52,4178,0.33,79,0.01,71231,5.56,1280590,100
108,私立,技專校院,1037,正修學校財團法人正修科技大學,1348024,60.55,356618,16.02,435039,19.54,4015,0.18,5986,0.27,0,0,76660,3.44,2226341,100
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,809022,73.19,75252,6.81,145813,13.19,3431,0.31,9360,0.85,94,0.01,62352,5.64,1105323,100
108,私立,一般大學,1039,玄奘大學,239893,55.36,33614,7.76,88126,20.34,26914,6.21,3083,0.71,102,0.02,41578,9.60,433310,100
108,私立,技專校院,1040,建國科技大學,596398,73.05,61742,7.56,112352,13.76,9441,1.16,515,0.06,0,0,35944,4.40,816392,100
108,私立,技專校院,1041,明志科技大學,398599,18.56,238299,11.10,303233,14.12,10759,0.50,43736,2.04,1070712,49.86,81892,3.81,2147230,100
108,私立,技專校院,1042,高苑科技大學,280459,61.26,30289,6.62,104917,22.92,1265,0.28,1994,0.44,365,0.08,38563,8.42,457851,100
108,私立,技專校院,1043,大仁科技大學,447269,65.04,88246,12.83,96723,14.06,2625,0.38,1897,0.28,0,0,50966,7.41,687727,100
108,私立,技專校院,1044,聖約翰科技大學,241257,62.22,25291,6.52,88967,22.95,7943,2.05,3155,0.81,3,0,21106,5.44,387721,100
108,私立,技專校院,1045,嶺東科技大學,877136,74.59,68796,5.85,145890,12.41,5015,0.43,18516,1.57,0,0,60562,5.15,1175914,100
108,私立,技專校院,1046,中國科技大學,812716,71.08,62826,5.49,190299,16.64,34171,2.99,8474,0.74,397,0.03,34564,3.02,1143448,100
108,私立,技專校院,1047,中臺科技大學,683405,71.13,95459,9.94,128005,13.32,5731,0.60,2206,0.23,0,0,45987,4.79,960792,100
108,私立,一般大學,1048,亞洲大學,1151806,51.60,324425,14.53,286539,12.84,6058,0.27,4590,0.21,296976,13.30,161794,7.25,2232189,100
108,私立,一般大學,1049,開南大學,483427,67.63,74533,10.43,98857,13.83,1298,0.18,1912,0.27,0,0,54739,7.66,714767,100
108,私立,一般大學,1050,佛光大學,287091,37.10,54605,7.06,138976,17.96,235576,30.44,628,0.08,1082,0.14,55827,7.21,773786,100
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1132872,80.19,55024,3.89,143598,10.16,2373,0.17,26880,1.90,139,0.01,51922,3.68,1412809,100
108,私立,技專校院,1052,遠東科技大學,420329,56.27,81448,10.90,182336,24.41,6723,0.90,1102,0.15,68,0.01,55028,7.37,747034,100
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,512921,52.24,62038,6.32,126863,12.92,224677,22.88,5299,0.54,5,0,50074,5.10,981878,100
108,私立,技專校院,1054,景文科技大學,525690,68.10,57491,7.45,134037,17.36,719,0.09,4288,0.56,221,0.03,49462,6.41,771909,100
108,私立,技專校院,1055,中華醫事科技大學,712724,71.73,43411,4.37,145610,14.65,2793,0.28,3237,0.33,2754,0.28,83156,8.37,993685,100
108,私立,技專校院,1056,東南科技大學,480599,69.83,56421,8.20,115103,16.72,3376,0.49,4667,0.68,947,0.14,27149,3.94,688261,100
108,私立,技專校院,1057,德明財經科技大學,643212,68.99,44481,4.77,172869,18.54,3613,0.39,21918,2.35,22546,2.42,23697,2.54,932335,100
108,私立,一般大學,1058,明道學校財團法人明道大學,273203,50.33,138589,25.53,59549,10.97,3576,0.66,716,0.13,0,0,67193,12.38,542827,100
108,私立,技專校院,1060,南開科技大學,349207,65.60,24591,4.62,125816,23.64,5179,0.97,4661,0.88,7,0,22828,4.29,532289,100
108,私立,技專校院,1061,中華學校財團法人中華科技大學,427625,64.14,28105,4.22,124467,18.67,40000,6,144,0.02,0,0,46411,6.96,666753,100
108,私立,技專校院,1062,僑光科技大學,818799,79.97,51247,5.01,106706,10.42,555,0.05,20951,2.05,0,0,25569,2.50,1023827,100
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,287772,64.68,53285,11.98,76130,17.11,1157,0.26,6039,1.36,688,0.15,19824,4.46,444894,100
108,私立,技專校院,1064,美和學校財團法人美和科技大學,542991,72.61,59879,8.01,110357,14.76,3887,0.52,3257,0.44,3062,0.41,24354,3.26,747787,100
108,私立,技專校院,1065,吳鳳科技大學,406114,69.23,30056,5.12,110335,18.81,1102,0.19,2488,0.42,0,0,36508,6.22,586604,100
108,私立,技專校院,1066,環球學校財團法人環球科技大學,327492,70.04,25100,5.37,73331,15.68,2991,0.64,78,0.02,1373,0.29,37234,7.96,467599,100
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,115478,65.20,5851,3.30,36758,20.75,49,0.03,834,0.47,0,0,18157,10.25,177126,100
108,私立,技專校院,1068,中州學校財團法人中州科技大學,167402,53.37,65366,20.84,60149,19.18,3065,0.98,1246,0.40,0,0,16444,5.24,313671,100
108,私立,技專校院,1069,修平學校財團法人修平科技大學,410113,69.58,26154,4.44,118949,20.18,1916,0.32,2421,0.41,21,0,29826,5.06,589401,100
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,524194,30.55,182040,10.61,193303,11.27,424,0.02,31247,1.82,677547,39.49,107026,6.24,1715782,100
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,800829,76.48,17021,1.63,154574,14.76,4632,0.44,15311,1.46,2668,0.25,52126,4.98,1047162,100
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,70800,24.50,25540,8.84,22106,7.65,45519,15.75,554,0.19,3,0,124512,43.08,289034,100
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,655140,73.30,46293,5.18,152614,17.07,4742,0.53,1217,0.14,0,0,33792,3.78,893799,100
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,761302,68.05,102830,9.19,192520,17.21,8622,0.77,4981,0.45,1051,0.09,47503,4.25,1118809,100
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,288717,63.31,52525,11.52,92169,20.21,1467,0.32,1671,0.37,0,0,19493,4.27,456043,100
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,227784,31.80,95085,13.27,105233,14.69,247673,34.57,1328,0.19,1127,0.16,38166,5.33,716396,100
108,私立,技專校院,1078,致理學校財團法人致理科技大學,823762,71.54,82728,7.18,202903,17.62,6142,0.53,7560,0.66,7,0,28360,2.46,1151461,100
108,私立,一般大學,1079,康寧學校財團法人康寧大學,224629,66.78,6895,2.05,38661,11.49,31147,9.26,2125,0.63,0,0,32889,9.78,336347,100
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,396639,72.44,21650,3.95,98246,17.94,4136,0.76,11281,2.06,17,0,15576,2.84,547545,100
108,私立,技專校院,1081,東方學校財團法人東方設計大學,203244,64.16,37889,11.96,65931,20.81,535,0.17,599,0.19,0,0,8589,2.71,316787,100
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,207404,69.14,40200,13.40,42064,14.02,777,0.26,1442,0.48,20,0.01,8087,2.70,299994,100
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,368013,66.26,38148,6.87,113112,20.36,640,0.12,1002,0.18,31,0.01,34480,6.21,555426,100
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,61608,16.56,22391,6.02,71654,19.26,174765,46.97,164,0.04,0,0,41520,11.16,372103,100
108,私立,技專校院,1148,大漢技術學院,68551,60.54,11913,10.52,22714,20.06,287,0.25,3214,2.84,0,0,6559,5.79,113237,100
108,私立,技專校院,1159,和春技術學院,49815,47.96,6838,6.58,15047,14.49,447,0.43,2018,1.94,2,0,29706,28.60,103871,100
108,私立,技專校院,1166,亞東技術學院,421320,39.41,50017,4.68,115728,10.83,6015,0.56,34240,3.20,406995,38.07,34671,3.24,1068986,100
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,242486,66.18,33727,9.20,63377,17.30,766,0.21,847,0.23,0,0,25218,6.88,366421,100
108,私立,一般大學,1176,稻江科技暨管理學院,150296,75.31,10795,5.41,23775,11.91,1035,0.52,1697,0.85,0,0,11978,6,199577,100
108,私立,技專校院,1182,蘭陽技術學院,63897,40.89,8117,5.19,31668,20.26,46115,29.51,296,0.19,0,0,6178,3.95,156271,100
108,私立,技專校院,1183,黎明技術學院,400230,70.29,27040,4.75,101109,17.76,17757,3.12,688,0.12,0,0,22600,3.97,569425,100
108,私立,技專校院,1185,經國管理暨健康學院,344503,72.06,11577,2.42,96652,20.22,965,0.20,1554,0.33,2189,0.46,20639,4.32,478079,100
108,私立,技專校院,1188,大同技術學院,95041,61.58,3031,1.96,47670,30.89,490,0.32,329,0.21,0,0,7768,5.03,154329,100
108,私立,技專校院,1192,臺灣觀光學院,32639,65.41,1753,3.51,10896,21.83,249,0.50,326,0.65,0,0,4039,8.09,49902,100
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,69727,12.98,239854,44.65,83933,15.62,104477,19.45,11621,2.16,4885,0.91,22728,4.23,537226,100
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,12375,7.33,9412,5.57,15643,9.26,118675,70.27,3485,2.06,0,0,9290,5.50,168879,100
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,272368,52.40,57776,11.12,82199,15.81,34329,6.60,4467,0.86,2344,0.45,66298,12.75,519781,100
108,私立,技專校院,1283,仁德醫護管理專科學校,400301,66.86,13705,2.29,84014,14.03,10527,1.76,3799,0.63,8740,1.46,77662,12.97,598749,100
108,私立,技專校院,1284,樹人醫護管理專科學校,468795,72.25,4628,0.71,110327,17,2255,0.35,4610,0.71,0,0,58251,8.98,648866,100
108,私立,技專校院,1285,慈惠醫護管理專科學校,278524,67.52,24796,6.01,75285,18.25,4531,1.10,1164,0.28,0,0,28190,6.83,412490,100
108,私立,技專校院,1286,耕莘健康管理專科學校,310337,52.34,72389,12.21,126293,21.30,1990,0.34,2796,0.47,9020,1.52,70132,11.83,592957,100
108,私立,技專校院,1287,敏惠醫護管理專科學校,256125,51.43,9341,1.88,196125,39.38,971,0.19,1880,0.38,0,0,33583,6.74,498025,100
108,私立,技專校院,1289,育英醫護管理專科學校,126733,66.12,1292,0.67,55471,28.94,720,0.38,1574,0.82,6,0,5875,3.07,191671,100
108,私立,技專校院,1291,聖母醫護管理專科學校,169022,63.85,21193,8.01,43300,16.36,3154,1.19,3127,1.18,0,0,24939,9.42,264735,100
108,私立,技專校院,1292,新生醫護管理專科學校,379459,70.83,16979,3.17,99489,18.57,586,0.11,607,0.11,0,0,38601,7.21,535721,100
108,私立,技專校院,1293,崇仁醫護管理專科學校,211561,64.49,7430,2.26,79216,24.15,3161,0.96,1121,0.34,0,0,25583,7.80,328072,100
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,2405,9.89,114,0.47,556,2.28,20446,84.06,602,2.47,0,0,200,0.82,24322,100
108,私立,宗教研修學院,1R03,臺北基督學院,11580,19.75,22029,37.57,454,0.77,14874,25.36,313,0.53,0,0,9390,16.01,58640,100
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,8849,20.99,3098,7.35,6207,14.72,22935,54.41,702,1.67,0,0,360,0.85,42150,100
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,9222,15.31,1551,2.58,625,1.04,42803,71.07,521,0.87,0,0,5500,9.13,60223,100
108,私立,宗教研修學院,1R06,一貫道崇德學院,1750,1.48,64,0.05,545,0.46,113241,95.58,2879,2.43,0,0,4,0,118483,100
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,5262,24.15,216,0.99,204,0.94,15307,70.25,40,0.18,0,0,760,3.49,21789,100
109,私立,一般大學,1001,東海大學,1568007,51.09,451984,14.73,412954,13.46,250141,8.15,7977,0.26,214184,6.98,163810,5.34,3069057,100
109,私立,一般大學,1002,輔仁大學,2384690,62.55,413792,10.85,592383,15.54,130185,3.41,26614,0.70,32258,0.85,232511,6.10,3812431,100
109,私立,一般大學,1003,東吳大學,1376866,61.57,241573,10.80,298671,13.36,103809,4.64,7958,0.36,60054,2.69,147346,6.59,2236277,100
109,私立,一般大學,1004,中原大學,1651250,54,574102,18.78,483215,15.80,165262,5.40,7253,0.24,1516,0.05,175123,5.73,3057721,100
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,2250433,63.48,541834,15.28,416534,11.75,119427,3.37,7241,0.20,0,0,209639,5.91,3545109,100
109,私立,一般大學,1006,中國文化大學,2166988,63.42,598163,17.51,411873,12.05,40903,1.20,18865,0.55,16885,0.49,162999,4.77,3416676,100
109,私立,一般大學,1007,逢甲大學,2142294,45.71,999561,21.33,630055,13.44,97068,2.07,6718,0.14,62921,1.34,748216,15.96,4686833,100
109,私立,一般大學,1008,靜宜大學,1073517,60.56,172300,9.72,388554,21.92,6414,0.36,13504,0.76,16380,0.92,101895,5.75,1772565,100
109,私立,一般大學,1009,長庚大學,582154,16.86,1362643,39.46,375631,10.88,31269,0.91,40180,1.16,938590,27.18,123082,3.56,3453549,100
109,私立,一般大學,1010,元智大學,832383,39.84,283985,13.59,253424,12.13,186430,8.92,2344,0.11,446012,21.35,84620,4.05,2089198,100
109,私立,一般大學,1011,中華大學學校財團法人中華大學,451931,51.45,156019,17.76,170392,19.40,12152,1.38,4573,0.52,0,0,83376,9.49,878443,100
109,私立,一般大學,1012,大葉大學,760353,63.79,124353,10.43,224520,18.83,7956,0.67,7596,0.64,92,0.01,67177,5.64,1192048,100
109,私立,一般大學,1013,華梵大學,93694,30.21,81460,26.26,78924,25.44,33596,10.83,1346,0.43,7658,2.47,13503,4.35,310181,100
109,私立,一般大學,1014,義守大學,1413751,57.35,323735,13.13,405843,16.46,5342,0.22,2381,0.10,195,0.01,313919,12.73,2465167,100
109,私立,一般大學,1015,世新大學,1165657,58.20,119366,5.96,214874,10.73,17254,0.86,9234,0.46,407486,20.35,68885,3.44,2002756,100
109,私立,一般大學,1016,銘傳大學,1788906,69.31,227780,8.83,360352,13.96,24089,0.93,11484,0.44,185,0.01,168155,6.52,2580952,100
109,私立,一般大學,1017,實踐大學,1077633,62.04,209432,12.06,270559,15.58,11169,0.64,5990,0.34,31136,1.79,131041,7.54,1736959,100
109,私立,技專校院,1018,朝陽科技大學,1377548,60.69,300550,13.24,308370,13.58,7750,0.34,17975,0.79,162811,7.17,94954,4.18,2269957,100
109,私立,一般大學,1019,高雄醫學大學,726694,18.73,556797,14.35,369093,9.51,23333,0.60,4764,0.12,2088800,53.83,111195,2.87,3880676,100
109,私立,一般大學,1020,南華大學,474711,42.04,93945,8.32,149084,13.20,341923,30.28,992,0.09,848,0.08,67803,6,1129306,100
109,私立,一般大學,1021,真理大學,478182,71.07,28857,4.29,108524,16.13,7138,1.06,258,0.04,27,0,49883,7.41,672870,100
109,私立,一般大學,1022,大同大學,394645,51.33,73528,9.56,137317,17.86,18561,2.41,1338,0.17,0,0,143458,18.66,768847,100
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1564164,62.94,311505,12.53,455318,18.32,10212,0.41,6471,0.26,0,0,137545,5.53,2485215,100
109,私立,技專校院,1024,崑山科技大學,863870,50.95,226928,13.38,469092,27.66,18957,1.12,3227,0.19,898,0.05,112688,6.65,1695660,100
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1101901,62.65,207621,11.80,264880,15.06,10509,0.60,927,0.05,1720,0.10,171282,9.74,1758840,100
109,私立,技專校院,1026,樹德科技大學,881711,63.61,46635,3.36,242033,17.46,3579,0.26,4199,0.30,1270,0.09,206599,14.91,1386026,100
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,319155,20.84,493221,32.21,203346,13.28,409778,26.76,25358,1.66,13699,0.89,66794,4.36,1531351,100
109,私立,一般大學,1028,臺北醫學大學,638134,13.28,1362150,28.35,665044,13.84,490051,10.20,626,0.01,1508163,31.39,140129,2.92,4804298,100
109,私立,一般大學,1029,中山醫學大學,749688,35.71,298722,14.23,211643,10.08,28651,1.36,501,0.02,657218,31.31,152818,7.28,2099242,100
109,私立,技專校院,1030,龍華科技大學,906715,65.15,85596,6.15,328009,23.57,2717,0.20,27837,2,1,0,40894,2.94,1391769,100
109,私立,技專校院,1031,輔英科技大學,820760,64.18,119510,9.35,164501,12.86,2868,0.22,4489,0.35,89016,6.96,77680,6.07,1278823,100
109,私立,技專校院,1032,明新學校財團法人明新科技大學,907530,66.87,107682,7.93,261399,19.26,11607,0.86,4645,0.34,0,0,64200,4.73,1357063,100
109,私立,一般大學,1033,長榮大學,759049,61.62,159271,12.93,209737,17.03,14759,1.20,5602,0.45,832,0.07,82597,6.71,1231847,100
109,私立,技專校院,1034,弘光科技大學,1019105,62.62,204291,12.55,263192,16.17,12072,0.74,3067,0.19,11800,0.73,114001,7,1627530,100
109,私立,一般大學,1035,中國醫藥大學,839333,16.36,502176,9.79,389589,7.59,27965,0.55,2033,0.04,3255022,63.45,113558,2.21,5129675,100
109,私立,技專校院,1036,健行學校財團法人健行科技大學,890018,70.57,113817,9.02,185600,14.72,2520,0.20,3705,0.29,59,0,65499,5.19,1261218,100
109,私立,技專校院,1037,正修學校財團法人正修科技大學,1298559,58.84,370252,16.78,450870,20.43,10098,0.46,4420,0.20,0,0,72610,3.29,2206808,100
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,770138,72.49,58354,5.49,160284,15.09,2844,0.27,8034,0.76,102,0.01,62681,5.90,1062436,100
109,私立,一般大學,1039,玄奘大學,202930,52.19,22212,5.71,86466,22.24,36968,9.51,2373,0.61,102,0.03,37798,9.72,388850,100
109,私立,技專校院,1040,建國科技大學,516625,76.99,50372,7.51,77930,11.61,6290,0.94,486,0.07,0,0,19363,2.89,671065,100
109,私立,技專校院,1041,明志科技大學,394041,23.97,216204,13.15,253223,15.40,3938,0.24,37270,2.27,660339,40.16,79172,4.82,1644187,100
109,私立,技專校院,1042,高苑科技大學,231957,57.06,42800,10.53,87916,21.63,2913,0.72,696,0.17,309,0.08,39914,9.82,406505,100
109,私立,技專校院,1043,大仁科技大學,415476,61.36,68993,10.19,126406,18.67,32840,4.85,1194,0.18,40,0.01,32126,4.74,677075,100
109,私立,技專校院,1044,聖約翰科技大學,168089,63.26,13579,5.11,62986,23.70,7667,2.89,1659,0.62,3,0,11738,4.42,265721,100
109,私立,技專校院,1045,嶺東科技大學,878325,74.12,60449,5.10,175152,14.78,3424,0.29,14884,1.26,0,0,52804,4.46,1185037,100
109,私立,技專校院,1046,中國科技大學,724684,69.75,79887,7.69,185845,17.89,9068,0.87,6295,0.61,284,0.03,32883,3.17,1038947,100
109,私立,技專校院,1047,中臺科技大學,655185,67.93,107650,11.16,141921,14.71,7176,0.74,1536,0.16,1117,0.12,49929,5.18,964514,100
109,私立,一般大學,1048,亞洲大學,1131609,50.55,284290,12.70,304460,13.60,4798,0.21,6680,0.30,346277,15.47,160283,7.16,2238397,100
109,私立,一般大學,1049,開南大學,456596,64.94,90327,12.85,94988,13.51,8927,1.27,1337,0.19,0,0,50885,7.24,703061,100
109,私立,一般大學,1050,佛光大學,276739,36.70,49177,6.52,135672,17.99,238561,31.64,684,0.09,769,0.10,52477,6.96,754079,100
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1102886,79.86,56662,4.10,146942,10.64,2853,0.21,22291,1.61,106,0.01,49318,3.57,1381058,100
109,私立,技專校院,1052,遠東科技大學,353460,54.68,72043,11.15,167385,25.90,14680,2.27,770,0.12,52,0.01,38003,5.88,646392,100
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,484497,69.04,64083,9.13,102628,14.63,3732,0.53,4133,0.59,0,0,42652,6.08,701725,100
109,私立,技專校院,1054,景文科技大學,499897,68.47,39212,5.37,147410,20.19,970,0.13,3806,0.52,280,0.04,38534,5.28,730109,100
109,私立,技專校院,1055,中華醫事科技大學,695047,69.40,53432,5.34,141597,14.14,1374,0.14,3757,0.38,3039,0.30,103204,10.31,1001451,100
109,私立,技專校院,1056,東南科技大學,447844,70.24,48993,7.68,107003,16.78,4502,0.71,3724,0.58,701,0.11,24816,3.89,637582,100
109,私立,技專校院,1057,德明財經科技大學,602823,66.64,54494,6.02,161937,17.90,2813,0.31,15668,1.73,41983,4.64,24815,2.74,904533,100
109,私立,一般大學,1058,明道學校財團法人明道大學,221492,48.98,107380,23.75,41732,9.23,33680,7.45,566,0.13,0,0,47329,10.47,452179,100
109,私立,技專校院,1060,南開科技大學,297954,66.41,16132,3.60,109282,24.36,2848,0.63,3382,0.75,3,0,19091,4.25,448692,100
109,私立,技專校院,1061,中華學校財團法人中華科技大學,383469,62.63,42137,6.88,155251,25.36,570,0.09,123,0.02,0,0,30687,5.01,612238,100
109,私立,技專校院,1062,僑光科技大學,777118,78.63,49206,4.98,118158,11.96,677,0.07,20516,2.08,0,0,22671,2.29,988345,100
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,256750,64.40,48841,12.25,63108,15.83,927,0.23,5260,1.32,903,0.23,22874,5.74,398663,100
109,私立,技專校院,1064,美和學校財團法人美和科技大學,477351,70.09,55165,8.10,113333,16.64,4391,0.64,2978,0.44,2583,0.38,25240,3.71,681040,100
109,私立,技專校院,1065,吳鳳科技大學,389681,66.95,30960,5.32,122592,21.06,510,0.09,1933,0.33,0,0,36348,6.25,582024,100
109,私立,技專校院,1066,環球學校財團法人環球科技大學,266167,67.30,16409,4.15,75190,19.01,4698,1.19,176,0.04,1040,0.26,31833,8.05,395512,100
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,85303,65.84,4458,3.44,26435,20.40,100,0.08,582,0.45,0,0,12679,9.79,129557,100
109,私立,技專校院,1068,中州學校財團法人中州科技大學,133232,52.91,44738,17.77,55968,22.23,1026,0.41,782,0.31,0,0,16061,6.38,251807,100
109,私立,技專校院,1069,修平學校財團法人修平科技大學,394497,67.36,25707,4.39,132555,22.63,2678,0.46,1500,0.26,16,0,28689,4.90,585642,100
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,513517,38.75,184098,13.89,167934,12.67,485,0.04,21252,1.60,351513,26.53,86294,6.51,1325092,100
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,752207,75.43,17418,1.75,160635,16.11,1811,0.18,13808,1.38,2100,0.21,49193,4.93,997171,100
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,49722,28.11,27168,15.36,28748,16.25,65523,37.05,260,0.15,2,0,5438,3.07,176860,100
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,631543,71.70,40883,4.64,160288,18.20,1448,0.16,804,0.09,9793,1.11,36045,4.09,880805,100
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,732144,63.61,77081,6.70,187262,16.27,100708,8.75,3633,0.32,7677,0.67,42442,3.69,1150948,100
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,275768,68.40,13609,3.38,91566,22.71,1536,0.38,1223,0.30,0,0,19452,4.83,403154,100
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,229003,28.52,95572,11.90,119279,14.85,315990,39.35,769,0.10,1300,0.16,41045,5.11,802959,100
109,私立,技專校院,1078,致理學校財團法人致理科技大學,827436,72.61,66183,5.81,206309,18.10,7406,0.65,5031,0.44,3,0,27163,2.38,1139532,100
109,私立,一般大學,1079,康寧學校財團法人康寧大學,212827,77.67,2528,0.92,29637,10.82,967,0.35,1528,0.56,0,0,26543,9.69,274028,100
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,364791,70.58,23265,4.50,95462,18.47,2359,0.46,8659,1.68,6317,1.22,16020,3.10,516873,100
109,私立,技專校院,1081,東方學校財團法人東方設計大學,150002,50.23,21837,7.31,58828,19.70,60299,20.19,275,0.09,0,0,7401,2.48,298642,100
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,195480,72.05,37400,13.78,31358,11.56,247,0.09,924,0.34,17,0.01,5887,2.17,271312,100
