學年度,設立別,學校類別,學校統計處代碼,學校名稱,收支餘絀情形各項收入,收支餘絀情形各項支出,收支餘絀情形本期餘絀,累積餘絀(108新增)
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,24322,22771,1551,"16,430"
108,私立,宗教研修學院,1R03,臺北基督學院,58640,58821,-181,"10,901"
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,42150,36384,5766,"10,463"
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,60223,58496,1726,"9,171"
108,私立,宗教研修學院,1R06,一貫道崇德學院,118483,17529,100953,"194,154"
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,21789,21364,424,"1,162"
109,私立,一般大學,1001,東海大學,3069057,2767064,301993,"2,501,380"
109,私立,一般大學,1002,輔仁大學,3812431,3811288,1143,"1,385,937"
109,私立,一般大學,1003,東吳大學,2236277,2235895,382,"778,855"
109,私立,一般大學,1004,中原大學,3057721,3042781,14941,"2,088,827"
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,3545109,3336223,208886,"2,156,610"
109,私立,一般大學,1006,中國文化大學,3416676,3384249,32427,"2,789,371"
109,私立,一般大學,1007,逢甲大學,4686833,3683461,1003372,"2,099,507"
109,私立,一般大學,1008,靜宜大學,1772565,1767029,5536,"1,264,587"
109,私立,一般大學,1009,長庚大學,3453549,3878465,-424916,"181,994"
109,私立,一般大學,1010,元智大學,2089198,1744207,344991,"1,156,495"
109,私立,一般大學,1011,中華大學學校財團法人中華大學,878443,907367,-28925,"598,138"
109,私立,一般大學,1012,大葉大學,1192048,1202065,-10017,"1,052,354"
109,私立,一般大學,1013,華梵大學,310181,435120,-124939,"673,521"
109,私立,一般大學,1014,義守大學,2465167,2389625,75542,"1,634,476"
109,私立,一般大學,1015,世新大學,2002756,1698606,304150,"1,478,381"
109,私立,一般大學,1016,銘傳大學,2580952,2513339,67613,"1,496,930"
109,私立,一般大學,1017,實踐大學,1736959,1587027,149932,"531,460"
109,私立,技專校院,1018,朝陽科技大學,2269957,2023715,246242,"909,006"
109,私立,一般大學,1019,高雄醫學大學,3880676,2617465,1263210,"13,998,458"
109,私立,一般大學,1020,南華大學,1129306,1126405,2902,"978,672"
109,私立,一般大學,1021,真理大學,672870,702154,-29284,"859,818"
109,私立,一般大學,1022,大同大學,768847,696279,72568,"1,300,036"
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,2485215,2326664,158551,"1,182,581"
109,私立,技專校院,1024,崑山科技大學,1695660,1728496,-32836,"70,512"
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1758840,1614103,144737,"1,000,056"
109,私立,技專校院,1026,樹德科技大學,1386026,1347635,38391,"694,729"
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,1531351,1365737,165614,"1,648,095"
109,私立,一般大學,1028,臺北醫學大學,4804298,4143296,661002,"7,862,326"
109,私立,一般大學,1029,中山醫學大學,2099242,1634734,464507,"3,730,078"
109,私立,技專校院,1030,龍華科技大學,1391769,1221985,169784,"746,101"
109,私立,技專校院,1031,輔英科技大學,1278823,1128144,150680,"1,640,292"
109,私立,技專校院,1032,明新學校財團法人明新科技大學,1357063,1353334,3729,"706,193"
109,私立,一般大學,1033,長榮大學,1231847,1259707,-27860,"500,059"
109,私立,技專校院,1034,弘光科技大學,1627530,1576623,50907,"589,285"
109,私立,一般大學,1035,中國醫藥大學,5129675,2460703,2668973,"26,828,878"
109,私立,技專校院,1036,健行學校財團法人健行科技大學,1261218,1267557,-6339,"1,233,193"
109,私立,技專校院,1037,正修學校財團法人正修科技大學,2206808,2136998,69810,"1,195,184"
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,1062436,968249,94187,"630,926"
109,私立,一般大學,1039,玄奘大學,388850,430232,-41382,"765,461"
109,私立,技專校院,1040,建國科技大學,671065,755172,-84106,"688,034"
109,私立,技專校院,1041,明志科技大學,1644187,1496063,148124,"8,071,386"
109,私立,技專校院,1042,高苑科技大學,406505,566768,-160262,"491,845"
109,私立,技專校院,1043,大仁科技大學,677075,708729,-31653,"305,200"
109,私立,技專校院,1044,聖約翰科技大學,265721,414690,-148969,"237,434"
109,私立,技專校院,1045,嶺東科技大學,1185037,1060844,124193,"1,016,148"
109,私立,技專校院,1046,中國科技大學,1038947,952257,86690,"364,975"
109,私立,技專校院,1047,中臺科技大學,964514,912631,51884,"588,361"
109,私立,一般大學,1048,亞洲大學,2238397,1624287,614110,"4,586,606"
109,私立,一般大學,1049,開南大學,703061,699856,3205,"729,035"
109,私立,一般大學,1050,佛光大學,754079,784977,-30898,"636,837"
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1381058,1204169,176889,"866,579"
109,私立,技專校院,1052,遠東科技大學,646392,672079,-25687,"382,744"
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,701725,711333,-9608,"458,993"
109,私立,技專校院,1054,景文科技大學,730109,665077,65032,"546,828"
109,私立,技專校院,1055,中華醫事科技大學,1001451,889666,111786,"527,274"
109,私立,技專校院,1056,東南科技大學,637582,670079,-32497,"85,325"
109,私立,技專校院,1057,德明財經科技大學,904533,792865,111668,"323,906"
109,私立,一般大學,1058,明道學校財團法人明道大學,452179,498701,-46522,"196,832"
109,私立,技專校院,1060,南開科技大學,448692,515974,-67282,"510,771"
109,私立,技專校院,1061,中華學校財團法人中華科技大學,612238,611777,461,"443,966"
109,私立,技專校院,1062,僑光科技大學,988345,847179,141166,"537,582"
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,398663,443158,-44495,"429,337"
109,私立,技專校院,1064,美和學校財團法人美和科技大學,681040,694834,-13795,"471,690"
109,私立,技專校院,1065,吳鳳科技大學,582024,567011,15013,"296,830"
109,私立,技專校院,1066,環球學校財團法人環球科技大學,395512,481493,-85981,"83,158"
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,129557,245318,-115761,"636,810"
109,私立,技專校院,1068,中州學校財團法人中州科技大學,251807,355798,-103991,"219,720"
109,私立,技專校院,1069,修平學校財團法人修平科技大學,585642,640024,-54382,"649,279"
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,1325092,1526024,-200932,"1,983,639"
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,997171,852414,144758,"303,006"
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,176860,236030,-59170,"198,360"
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,880805,842141,38663,"446,596"
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,1150948,1043867,107080,"556,356"
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,403154,441773,-38618,"263,448"
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,802959,743902,59056,"585,139"
109,私立,技專校院,1078,致理學校財團法人致理科技大學,1139532,1005744,133789,"917,265"
109,私立,一般大學,1079,康寧學校財團法人康寧大學,274028,379483,-105455,"271,287"
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,516873,550272,-33399,"414,139"
109,私立,技專校院,1081,東方學校財團法人東方設計大學,298642,310032,-11390,"304,502"
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,271312,547805,-276493,"218,646"
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,508183,561478,-53295,"180,389"
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,1009412,760747,248665,"1,486,874"
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,351268,331156,20112,"297,210"
109,私立,技專校院,1148,大漢技術學院,118885,153147,-34263,"129,953"
109,私立,技專校院,1159,和春技術學院,86319,147165,-60846,"121,517"
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,359881,377740,-17860,"289,613"
109,私立,一般大學,1176,稻江科技暨管理學院,80762,138847,-58085,"225,603"
109,私立,技專校院,1182,蘭陽技術學院,125929,157975,-32047,"221,314"
109,私立,技專校院,1183,黎明技術學院,609047,605461,3586,"112,781"
109,私立,技專校院,1185,經國管理暨健康學院,444098,499150,-55052,"260,555"
109,私立,技專校院,1188,大同技術學院,123982,162604,-38622,"159,975"
109,私立,技專校院,1192,臺灣觀光學院,31168,66167,-34998,"97,257"
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,623524,543791,79733,"523,198"
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,154471,172715,-18244,"123,152"
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,562232,560738,1494,"266,161"
109,私立,技專校院,1283,仁德醫護管理專科學校,608073,559193,48880,"423,818"
109,私立,技專校院,1284,樹人醫護管理專科學校,656876,555918,100959,"287,712"
109,私立,技專校院,1285,慈惠醫護管理專科學校,379584,372543,7041,"177,226"
109,私立,技專校院,1286,耕莘健康管理專科學校,563478,530338,33139,"400,291"
109,私立,技專校院,1287,敏惠醫護管理專科學校,510548,474213,36335,"190,345"
109,私立,技專校院,1289,育英醫護管理專科學校,179250,168403,10848,"165,892"
109,私立,技專校院,1291,聖母醫護管理專科學校,238409,248079,-9671,"4,495"
109,私立,技專校院,1292,新生醫護管理專科學校,535037,593820,-58784,"321,437"
109,私立,技專校院,1293,崇仁醫護管理專科學校,308544,293179,15365,"101,358"
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,24350,22657,1692,"17,738"
109,私立,宗教研修學院,1R03,臺北基督學院,44007,53771,-9764,"2,393"
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,31703,36071,-4368,"2,291"
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,59527,57835,1693,"12,329"
109,私立,宗教研修學院,1R06,一貫道崇德學院,186776,17970,168806,"331,180"
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,25498,24114,1384,"2,080"
109,私立,宗教研修學院,1R08,中華福音神學研究學院,35026,37132,-2106,"54,778"
109,私立,宗教研修學院,1R09,唯心聖教學院,7128,8636,-1508,"26,767"
