學年度,設立別,學校類別,學校統計處代碼,學校名稱,學院名稱,系所代碼,系所名稱,學制班別,學籍分組,畢業總人數,畢業生修讀學術倫理教育課程人數,學位論文不公開件數,學位論文考試委員人次-符合各學位考試委員職級之教師或院士,學位論文考試委員人次-有博士學位且學術有成就,學位論文考試委員人次-屬稀少或特殊性考試委員
108,公立,一般大學,0020,國立東華大學,人文社會科學學院,02322025,中國語文學系,博士班,-,6,1,0,29,1,0
108,公立,一般大學,0020,國立東華大學,人文社會科學學院,02323104,華文文學系,碩士班(日間),文學暨文化研究組,4,1,0,11,0,1
108,公立,一般大學,0020,國立東華大學,人文社會科學學院,02323104,華文文學系,碩士班(日間),創作組,8,4,0,15,0,9
108,公立,一般大學,0020,國立東華大學,人文社會科學學院,03111034,經濟學系,碩士班(日間),-,10,10,0,31,0,0
108,公立,一般大學,0020,國立東華大學,人文社會科學學院,03111034,經濟學系,博士班,-,1,0,0,5,0,0
108,公立,一般大學,0020,國立東華大學,人文社會科學學院,03131046,諮商與臨床心理學系,碩士班(日間),-,22,10,0,64,1,2
108,公立,一般大學,0020,國立東華大學,人文社會科學學院,03141036,社會學系,碩士班(日間),-,3,3,0,9,0,0
108,公立,一般大學,0020,國立東華大學,人文社會科學學院,03143051,臺灣文化學系,碩士班(日間),-,4,4,0,12,0,0
108,公立,一般大學,0020,國立東華大學,人文社會科學學院,04134054,公共行政學系,碩士班(日間),-,3,2,0,9,0,0
108,公立,一般大學,0020,國立東華大學,人文社會科學學院,04134054,公共行政學系,碩士在職專班,-,21,19,0,63,0,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01111001,教育與潛能開發學系多元文化教育博士班,博士班,-,2,0,0,10,0,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01111001,教育與潛能開發學系多元文化教育碩士班,碩士班(日間),-,1,0,0,2,1,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01111001,教育與潛能開發學系科學教育博士班,博士班,-,1,0,0,6,0,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01111001,教育與潛能開發學系科學教育碩士班,碩士班(日間),-,2,1,0,5,1,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01111001,教育與潛能開發學系教育博士班,博士班,-,10,5,0,50,1,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01111001,教育與潛能開發學系教育碩士在職專班,碩士在職專班,-,6,4,0,17,1,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01111001,教育與潛能開發學系教育碩士班,碩士班(日間),-,12,9,0,36,0,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01113013,特殊教育學系身心障礙與輔助科技碩士班,碩士班(日間),-,2,0,0,6,0,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01114015,教育行政與管理學系,碩士班(日間),-,1,1,0,3,0,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01114015,教育行政與管理學系,碩士在職專班,-,17,13,0,48,3,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01121012,幼兒教育學系,碩士班(日間),-,4,1,0,12,0,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01121012,幼兒教育學系,碩士在職專班,-,2,1,0,6,0,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01141010,體育與運動科學系,碩士班(日間),-,4,4,0,12,0,0
108,公立,一般大學,0020,國立東華大學,花師教育學院,01141010,體育與運動科學系,碩士在職專班,-,13,8,0,39,0,0
108,公立,一般大學,0020,國立東華大學,原住民民族學院,02222042,族群關係與文化學系,碩士班(日間),-,1,0,0,3,0,0
108,公立,一般大學,0020,國立東華大學,原住民民族學院,02222042,族群關係與文化學系,碩士在職專班,-,5,1,0,14,1,0
108,公立,一般大學,0020,國立東華大學,原住民民族學院,02222042,族群關係與文化學系,博士班,-,2,0,0,11,0,0
108,公立,一般大學,0020,國立東華大學,原住民民族學院,03199040,民族事務與發展學系,碩士班(日間),-,4,1,0,11,1,0
108,公立,一般大學,0020,國立東華大學,海洋科學學院,05323078,海洋生物研究所,碩士班(日間),-,12,12,0,33,4,0
108,公立,一般大學,0020,國立東華大學,理工學院,05121069,生命科學系生物技術博士班,博士班,-,2,0,0,10,2,0
108,公立,一般大學,0020,國立東華大學,理工學院,05121069,生命科學系生物技術碩士班,碩士班(日間),-,6,5,0,18,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,05311071,化學系,碩士班(日間),-,9,9,0,25,2,0
108,公立,一般大學,0020,國立東華大學,理工學院,05311071,化學系,博士班,-,2,0,0,10,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,05331072,物理學系應用物理碩士班,碩士班(日間),一般組,9,9,0,33,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,05331072,物理學系應用物理碩士班,碩士班(日間),國際組,4,4,0,12,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,05411074,應用數學系,碩士班(日間),-,4,4,0,12,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,05411074,應用數學系統計碩士班,碩士班(日間),-,5,4,0,15,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,06131086,資訊工程學系,碩士班(日間),國際組,3,3,0,9,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,06131086,資訊工程學系,碩士班(日間),資工組,26,24,0,80,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,06131086,資訊工程學系,碩士在職專班,-,1,1,0,3,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,06131086,資訊工程學系,博士班,-,2,0,0,10,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,07112090,材料科學與工程學系,碩士班(日間),-,8,7,0,20,4,0
108,公立,一般大學,0020,國立東華大學,理工學院,07112090,材料科學與工程學系,碩士班(日間),一般組,4,4,0,11,1,0
108,公立,一般大學,0020,國立東華大學,理工學院,07112090,材料科學與工程學系,博士班,-,1,0,0,4,1,0
108,公立,一般大學,0020,國立東華大學,理工學院,07141083,電機工程學系,碩士班(日間),-,12,11,0,43,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,07141083,電機工程學系,碩士在職專班,-,1,0,0,3,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,07141083,電機工程學系,博士班,-,5,1,0,29,0,0
108,公立,一般大學,0020,國立東華大學,理工學院,07141085,光電工程學系,碩士班(日間),-,13,13,0,44,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04111056,會計學系,碩士班(日間),-,5,5,0,16,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04111057,會計與財務碩士學位學程,碩士班(日間),-,17,17,0,53,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04121061,財務金融學系,碩士班(日間),-,26,26,0,78,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04131059,企業管理學系,碩士班(日間),-,15,14,0,45,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04131059,企業管理學系,碩士班(日間),一般組,1,1,0,3,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04131059,企業管理學系,碩士在職專班,-,14,12,0,42,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04131059,企業管理學系,博士班,-,2,0,0,10,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04131060,國際企業學系,碩士班(日間),-,18,17,0,53,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04131060,國際企業學系,碩士在職專班,-,9,9,0,27,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04131060,國際企業學系經營管理現役軍人營區碩士在職專班,碩士在職專班,-,9,9,0,28,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04131065,管理學院高階經營管理碩士在職專班,碩士在職專班,-,13,13,0,39,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,04132063,運籌管理研究所,碩士班(日間),-,7,7,0,19,2,0
108,公立,一般大學,0020,國立東華大學,管理學院,06134081,資訊管理碩士學位學程,碩士班(日間),-,2,2,0,6,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,06134081,資訊管理學系,碩士班(日間),-,2,2,0,6,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,06134081,資訊管理學系,碩士班(日間),一般組,1,1,0,3,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,06134081,資訊管理學系,碩士班(日間),國際組,1,1,0,3,0,0
108,公立,一般大學,0020,國立東華大學,管理學院,10151091,觀光暨休閒遊憩學系,碩士班(日間),-,3,3,0,9,0,0
108,公立,一般大學,0020,國立東華大學,環境學院,05211094,自然資源與環境學系,碩士班(日間),-,19,15,0,56,4,0
108,公立,一般大學,0020,國立東華大學,環境學院,05211094,自然資源與環境學系,博士班,-,1,0,0,5,0,0
108,公立,一般大學,0020,國立東華大學,環境學院,05211100,人文與環境碩士學位學程,碩士班(日間),-,3,3,0,9,0,0
108,公立,一般大學,0020,國立東華大學,藝術學院,02121019,藝術與設計學系,碩士班(日間),-,9,6,0,27,0,0
108,公立,一般大學,0020,國立東華大學,藝術學院,02151018,音樂學系,碩士班(日間),-,11,7,0,29,1,3
108,公立,一般大學,0020,國立東華大學,藝術學院,02191022,藝術創意產業學系,碩士班(日間),-,13,7,0,39,0,0
108,公立,一般大學,0020,國立東華大學,藝術學院,02191022,藝術創意產業學系,碩士在職專班,-,5,5,0,15,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,01131007,華語文教學碩士學位學程,碩士班(日間),-,3,3,0,9,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,02221015,歷史學系,碩士班(日間),-,1,1,0,3,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,02311014,外國語文學系,碩士班(日間),-,1,1,0,3,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,02322013,中國語文學系,碩士班(日間),-,3,0,0,3,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,02322013,中國語文學系,博士班,-,4,0,0,4,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,03143019,東南亞學系,碩士班(日間),-,7,4,0,23,1,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,03143019,東南亞學系,碩士在職專班,-,9,8,0,27,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,03143019,東南亞學系,博士班,-,1,0,0,6,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,03143019,東南亞學系人類學碩士班,碩士班(日間),-,1,0,0,3,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,04134020,公共行政與政策學系,碩士班(日間),-,5,3,0,15,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,04134020,公共行政與政策學系,碩士在職專班,-,16,8,0,48,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,04134021,非營利組織經營管理碩士學位學程在職專班,碩士在職專班,-,22,22,0,66,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,09231038,社會政策與社會工作學系,碩士班(日間),-,14,14,0,42,0,0
108,公立,一般大學,0021,國立暨南國際大學,人文學院,09231038,社會政策與社會工作學系,博士班,-,2,2,0,10,0,0
108,公立,一般大學,0021,國立暨南國際大學,科技學院,05311027,應用化學系,碩士班(日間),-,32,32,0,104,0,0
108,公立,一般大學,0021,國立暨南國際大學,科技學院,05311027,應用化學系,博士班,-,3,3,0,16,0,0
108,公立,一般大學,0021,國立暨南國際大學,科技學院,05311027,應用化學系生物醫學碩士班,碩士班(日間),-,2,2,0,10,0,0
108,公立,一般大學,0021,國立暨南國際大學,科技學院,06131034,資訊工程學系,碩士班(日間),-,20,17,17,30,0,4
108,公立,一般大學,0021,國立暨南國際大學,科技學院,07112037,應用材料及光電工程學系,碩士班(日間),-,3,3,0,8,1,0
108,公立,一般大學,0021,國立暨南國際大學,科技學院,07141031,電機工程學系,碩士班(日間),-,19,15,18,53,4,0
108,公立,一般大學,0021,國立暨南國際大學,科技學院,07141031,電機工程學系通訊工程碩士班,碩士班(日間),-,1,1,1,2,1,0
108,公立,一般大學,0021,國立暨南國際大學,科技學院,07141033,光電科技碩士學位學程,碩士在職專班,-,5,5,0,13,2,0
108,公立,一般大學,0021,國立暨南國際大學,科技學院,07321035,土木工程學系,碩士班(日間),-,8,8,0,35,35,0
108,公立,一般大學,0021,國立暨南國際大學,教育學院,01111001,國際文教與比較教育學系,碩士班(日間),-,3,0,2,3,0,0
108,公立,一般大學,0021,國立暨南國際大學,教育學院,01111001,國際文教與比較教育學系,博士班,-,7,0,3,6,1,0
108,公立,一般大學,0021,國立暨南國際大學,教育學院,01111004,諮商心理與人力資源發展學系終身學習與人力資源發展碩士班,碩士班(日間),-,14,14,0,42,0,0
108,公立,一般大學,0021,國立暨南國際大學,教育學院,01111004,諮商心理與人力資源發展學系輔導與諮商碩士班,碩士班(日間),-,13,1,0,39,0,0
108,公立,一般大學,0021,國立暨南國際大學,教育學院,01112009,終身學習與人力資源發展碩士學位學程,碩士在職專班,-,11,8,0,0,33,0
108,公立,一般大學,0021,國立暨南國際大學,教育學院,01114010,教育政策與行政學系,碩士班(日間),-,9,5,0,27,0,0
108,公立,一般大學,0021,國立暨南國際大學,教育學院,01114010,教育政策與行政學系,博士班,-,7,0,0,35,0,0
108,公立,一般大學,0021,國立暨南國際大學,教育學院,01115012,課程教學與科技研究所,碩士班(日間),-,2,0,0,6,0,0
108,公立,一般大學,0021,國立暨南國際大學,教育學院,03131004,諮商心理與人力資源發展學系輔導與諮商博士班,博士班,-,2,0,0,9,1,0
108,公立,一般大學,0021,國立暨南國際大學,教育學院,03131044,教育學院心理健康與諮詢碩士學位學程在職專班,碩士在職專班,-,4,4,0,0,12,0
108,公立,一般大學,0021,國立暨南國際大學,管理學院,03111016,經濟學系,碩士班(日間),-,9,9,0,27,0,0
108,公立,一般大學,0021,國立暨南國際大學,管理學院,04121025,財務金融學系,碩士班(日間),-,11,9,0,36,0,0
108,公立,一般大學,0021,國立暨南國際大學,管理學院,04131022,國際企業學系,碩士班(日間),-,23,23,0,70,0,0
108,公立,一般大學,0021,國立暨南國際大學,管理學院,04131022,國際企業學系,博士班,-,6,3,0,31,0,0
108,公立,一般大學,0021,國立暨南國際大學,管理學院,04131023,管理學院兩岸高階主管經營管理境外碩士在職學位學程,碩士在職專班,-,13,13,0,17,0,0
108,公立,一般大學,0021,國立暨南國際大學,管理學院,04131026,新興產業策略與發展博士學位學程,博士班,-,2,2,0,11,0,0
108,公立,一般大學,0021,國立暨南國際大學,管理學院,04131026,新興產業策略與發展碩士學位學程,碩士班(日間),-,8,8,0,26,1,0
108,公立,一般大學,0021,國立暨南國際大學,管理學院,04131046,區域發展重點產業碩士專班,碩士班(日間),-,8,8,0,16,0,0
108,公立,一般大學,0021,國立暨南國際大學,管理學院,04131047,管理學院高階經營管理碩士學位學程,碩士在職專班,-,34,31,0,31,0,0
108,公立,一般大學,0021,國立暨南國際大學,管理學院,06131030,資訊管理學系,碩士班(日間),-,18,16,0,59,0,2
108,公立,一般大學,0021,國立暨南國際大學,管理學院,10151039,觀光休閒與餐旅管理學系,碩士班(日間),-,10,10,0,32,0,0
108,公立,技專校院,0022,國立臺灣科技大學,人文社會學院,01116002,數位學習與教育研究所,碩士班(日間),-,23,19,0,138,2,0
108,公立,技專校院,0022,國立臺灣科技大學,人文社會學院,01116002,數位學習與教育研究所,碩士在職專班,-,9,7,0,54,2,0
108,公立,技專校院,0022,國立臺灣科技大學,人文社會學院,01116002,數位學習與教育研究所,博士班,-,3,2,0,30,2,0
108,公立,技專校院,0022,國立臺灣科技大學,人文社會學院,02311003,應用外語系,碩士班(日間),-,18,18,0,54,0,0
108,公立,技專校院,0022,國立臺灣科技大學,人文社會學院,02311003,應用外語系,碩士在職專班,-,6,4,0,18,0,0
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07111026,化學工程系,碩士班(日間),-,115,113,0,382,20,0
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07111026,化學工程系,博士班,-,9,5,0,49,6,0
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07112028,材料科學與工程系,碩士班(日間),-,81,80,0,258,24,1
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07112028,材料科學與工程系,博士班,-,20,13,0,105,7,0
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07151023,機械工程系,碩士班(日間),-,191,190,0,573,0,0
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07151023,機械工程系,碩士在職專班,-,5,4,0,15,0,0
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07151023,機械工程系,博士班,-,15,10,0,75,0,0
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07151024,自動化及控制研究所,碩士班(日間),-,22,22,0,79,3,0
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07151024,自動化及控制研究所,碩士在職專班,-,10,7,0,33,0,0
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07151024,自動化及控制研究所,博士班,-,2,1,0,13,0,0
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07199035,高階科技研發碩士學位學程,碩士在職專班,-,27,27,0,74,4,5
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07321025,營建工程系,碩士班(日間),-,120,118,0,391,33,8
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07321025,營建工程系,碩士在職專班,-,15,7,0,41,0,2
108,公立,技專校院,0022,國立臺灣科技大學,工程學院,07321025,營建工程系,博士班,-,4,4,0,26,0,0
108,公立,技專校院,0022,國立臺灣科技大學,設計學院,02122004,設計系,碩士班(日間),-,42,37,0,132,132,0
108,公立,技專校院,0022,國立臺灣科技大學,設計學院,02122004,設計系,碩士在職專班,-,18,15,0,48,48,0
108,公立,技專校院,0022,國立臺灣科技大學,設計學院,02122004,設計系,博士班,-,2,0,0,10,10,0
108,公立,技專校院,0022,國立臺灣科技大學,設計學院,07311038,建築系,碩士班(日間),-,62,60,0,190,0,0
108,公立,技專校院,0022,國立臺灣科技大學,設計學院,07311038,建築系,碩士在職專班,-,3,1,0,9,0,0
108,公立,技專校院,0022,國立臺灣科技大學,設計學院,07311038,建築系,博士班,-,9,4,0,45,0,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,06131020,資訊工程系,碩士班(日間),-,106,103,0,393,19,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,06131020,資訊工程系,博士班,-,2,1,0,12,0,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,07141017,電機工程系,碩士班(日間),-,136,136,0,28,0,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,07141017,電機工程系,博士班,-,8,2,0,538,23,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,07141017,電機工程系_電力電子產業研發碩士專班,碩士班(日間),-,7,7,0,51,15,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,07141018,電子工程系,碩士班(日間),-,174,172,0,503,19,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,07141018,電子工程系,碩士在職專班,-,2,1,0,8,0,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,07141018,電子工程系,博士班,-,4,0,0,23,0,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,07141018,電子工程系_電力電子產業研發碩士專班,碩士班(日間),-,7,6,0,28,0,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,07141019,光電工程研究所,碩士班(日間),-,18,18,0,51,4,0
108,公立,技專校院,0022,國立臺灣科技大學,電資學院,07141019,光電工程研究所,博士班,-,1,1,0,6,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,04121010,財務金融研究所,碩士班(日間),-,34,34,0,113,4,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,04121010,財務金融研究所,碩士在職專班,-,24,24,0,86,4,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,04121010,財務金融研究所,博士班,-,4,2,0,22,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,04131008,企業管理系,碩士班(日間),-,86,85,0,274,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,04131008,企業管理系,碩士在職專班,-,26,25,0,78,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,04131008,企業管理系,博士班,-,5,1,0,26,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,04191009,管理研究所,碩士在職專班,-,48,48,0,148,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,04191009,管理研究所,博士班,-,6,1,0,31,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,04199011,科技管理研究所,碩士班(日間),-,11,11,0,34,2,2
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,04199013,管理學院MBA,碩士班(日間),-,54,54,0,164,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,06131016,資訊管理系,碩士班(日間),-,63,63,0,184,5,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,06131016,資訊管理系,碩士在職專班,-,30,30,0,90,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,06131016,資訊管理系,博士班,-,5,0,0,23,2,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,07191012,工業管理系,碩士班(日間),-,87,86,0,261,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,07191012,工業管理系,碩士在職專班,-,27,27,0,81,0,0
108,公立,技專校院,0022,國立臺灣科技大學,管理學院,07191012,工業管理系,博士班,-,7,3,0,41,0,0
108,公立,技專校院,0022,國立臺灣科技大學,應用科技學院,04212014,專利研究所,碩士班(日間),-,13,13,0,37,3,0
108,公立,技專校院,0022,國立臺灣科技大學,應用科技學院,04212014,專利研究所,碩士在職專班,-,15,15,0,41,4,0
108,公立,技專校院,0022,國立臺灣科技大學,應用科技學院,05399015,應用科技研究所,碩士班(日間),-,24,23,0,83,8,0
108,公立,技專校院,0022,國立臺灣科技大學,應用科技學院,05399015,應用科技研究所,博士班,-,14,9,0,76,5,0
108,公立,技專校院,0022,國立臺灣科技大學,應用科技學院,07141022,色彩與照明科技研究所,碩士班(日間),-,12,12,0,45,2,0
108,公立,技專校院,0022,國立臺灣科技大學,應用科技學院,09171034,醫學工程研究所,碩士班(日間),-,19,19,0,42,0,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,01118001,技術及職業教育研究所,碩士班(日間),-,4,1,0,13,1,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,01118001,技術及職業教育研究所,碩士在職專班,-,13,6,0,37,2,1
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,01118001,技術及職業教育研究所,博士班,-,12,2,0,64,0,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,02192002,文化資產維護系,碩士班(日間),-,3,1,0,6,0,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,02311004,應用外語系,碩士班(日間),-,11,9,0,33,0,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,02311004,應用外語系,碩士在職專班,-,9,3,0,27,0,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,02322003,漢學應用研究所,碩士班(日間),-,19,9,0,59,0,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,02322003,漢學應用研究所,碩士在職專班,-,17,14,0,52,0,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,04212031,科技法律研究所,碩士班(日間),-,14,10,0,43,0,1
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,04212031,科技法律研究所,碩士在職專班,-,9,6,0,28,0,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,07112047,材料科技研究所,碩士班(日間),-,13,11,0,42,0,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,10152053,休閒運動研究所,碩士班(日間),-,10,7,0,30,0,0
108,公立,技專校院,0023,國立雲林科技大學,人文與科學學院,10152053,休閒運動研究所,碩士在職專班,-,11,11,0,33,0,0
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07111045,化學工程與材料工程系,碩士班(日間),-,42,42,0,130,17,6
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07121049,環境與安全衛生工程系,碩士班(日間),-,29,25,0,104,6,0
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07121049,環境與安全衛生工程系環安科技與管理碩士在職專班,碩士在職專班,-,11,8,0,37,2,0
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07141033,電機工程系,碩士班(日間),-,74,73,0,234,11,2
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07141033,電機工程系,碩士在職專班,-,13,7,0,45,0,0
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07141034,電子工程系,碩士班(日間),-,70,63,0,218,17,0
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07141034,電子工程系,博士班,-,1,0,0,5,1,0
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07141037,資訊工程系,碩士班(日間),-,36,34,0,123,3,3
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07151041,機械工程系,碩士班(日間),-,64,59,0,203,7,0
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07151041,機械工程系,博士班,-,1,0,0,5,0,0
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07194050,工程科技研究所,博士班,-,8,1,0,42,3,0
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07321043,營建工程系,碩士班(日間),-,25,25,0,79,4,0
108,公立,技專校院,0023,國立雲林科技大學,工程學院,07321043,營建工程系,碩士在職專班,-,4,4,0,10,2,0
108,公立,技專校院,0023,國立雲林科技大學,設計學院,02111013,數位媒體設計系,碩士班(日間),-,24,18,0,75,1,0
108,公立,技專校院,0023,國立雲林科技大學,設計學院,02112011,視覺傳達設計系,碩士班(日間),-,9,6,0,27,0,0
108,公立,技專校院,0023,國立雲林科技大學,設計學院,02122007,設計學研究所,碩士班(日間),-,11,7,0,38,0,0
108,公立,技專校院,0023,國立雲林科技大學,設計學院,02122007,設計學研究所,博士班,-,9,0,0,64,0,0
108,公立,技專校院,0023,國立雲林科技大學,設計學院,02122009,創意生活設計系,碩士班(日間),-,30,27,0,92,0,1
108,公立,技專校院,0023,國立雲林科技大學,設計學院,02123014,工業設計系,碩士班(日間),-,24,23,0,72,0,0
108,公立,技專校院,0023,國立雲林科技大學,設計學院,07311016,建築與室內設計系,碩士班(日間),-,16,9,0,52,1,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04111018,會計系,碩士班(日間),-,22,22,0,66,0,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04111018,會計系,碩士在職專班,-,15,15,0,50,0,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04111018,會計系,博士班,-,2,0,0,10,1,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04121024,財務金融系,碩士班(日間),-,31,29,0,95,0,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04121024,財務金融系,碩士在職專班,-,11,11,0,33,0,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04121024,財務金融系,博士班,-,3,0,0,11,5,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04131019,企業管理系,碩士班(日間),-,32,32,0,93,2,2
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04131019,企業管理系,碩士在職專班,-,28,27,0,85,0,1
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04131019,企業管理系,博士班,-,7,0,0,32,4,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04131019,企業管理系_越南碩士在職專班,碩士在職專班,-,1,1,0,3,0,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04131058,高階管理碩士學位學程,碩士在職專班,-,24,24,0,72,0,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,04199023,創業管理碩士學位學程,碩士班(日間),-,6,6,0,18,0,0
108,公立,技專校院,0023,國立雲林科技大學,管理學院,06131032,資訊管理系,碩士班(日間),-,39,36,0,118,0,0
