學年度,設立別,學校類別,學校統計處代碼,學校名稱,學院名稱,系所代碼,系所名稱,學制班別,學籍分組,畢業總人數,畢業生修讀學術倫理教育課程人數,學位論文不公開件數,學位論文考試委員人次-符合各學位考試委員職級之教師或院士,學位論文考試委員人次-有博士學位且學術有成就,學位論文考試委員人次-屬稀少或特殊性考試委員
108,私立,一般大學,1014,義守大學,管理學院,04131012,管理學院管理碩士班,碩士班(日間),-,31,30,0,101,0,0
108,私立,一般大學,1014,義守大學,管理學院,04134007,公共政策與管理學系,碩士班(日間),-,1,1,0,3,0,0
108,私立,一般大學,1014,義守大學,管理學院,04134007,公共政策與管理學系,碩士在職專班,-,12,0,0,48,0,0
108,私立,一般大學,1014,義守大學,管理學院,04134007,公共政策與管理學系現役軍人營區碩士在職專班,碩士在職專班,-,6,0,0,24,0,0
108,私立,一般大學,1014,義守大學,管理學院,04199019,工業管理學系,碩士班(日間),工管組,2,2,0,7,0,0
108,私立,一般大學,1014,義守大學,管理學院,04199019,工業管理學系,碩士班(日間),創意商品設計組,1,1,0,4,0,0
108,私立,一般大學,1014,義守大學,管理學院,04199019,工業管理學系,碩士在職專班,-,8,0,0,29,0,0
108,私立,一般大學,1014,義守大學,管理學院,04199019,工業管理學系,博士班,-,5,2,0,27,0,0
108,私立,一般大學,1014,義守大學,管理學院,04199019,工業管理學系現役軍人營區碩士在職專班,碩士在職專班,-,13,0,0,43,0,0
108,私立,一般大學,1014,義守大學,醫學院,04133018,醫務管理學系,碩士班(日間),-,6,4,0,15,3,0
108,私立,一般大學,1014,義守大學,醫學院,04133018,醫務管理學系,碩士在職專班,-,17,0,0,46,8,0
108,私立,一般大學,1014,義守大學,醫學院,05121020,生物科技學系,碩士班(日間),-,1,1,0,2,1,0
108,私立,一般大學,1014,義守大學,醫學院,07193037,生物醫學工程學系,碩士班(日間),-,7,7,0,20,2,0
108,私立,一般大學,1014,義守大學,醫學院,09121040,學士後中醫學系,碩士班(日間),-,1,1,0,3,0,0
108,私立,一般大學,1014,義守大學,醫學院,09131046,護理學系,碩士班(日間),-,5,5,0,15,0,0
108,私立,一般大學,1015,世新大學,人文社會學院,02322001,中國文學系,碩士班(日間),-,3,0,0,9,0,0
108,私立,一般大學,1015,世新大學,人文社會學院,02322001,中國文學系,博士班,-,4,1,0,20,0,0
108,私立,一般大學,1015,世新大學,人文社會學院,03141007,性別研究所,碩士班(日間),-,5,5,0,16,0,0
108,私立,一般大學,1015,世新大學,人文社會學院,03141008,社會心理學系,碩士班(日間),-,3,3,0,9,0,0
108,私立,一般大學,1015,世新大學,人文社會學院,03191006,社會發展研究所,碩士班(日間),-,4,1,0,12,0,0
108,私立,一般大學,1015,世新大學,人文社會學院,03191006,社會發展研究所,碩士在職專班,-,3,0,0,8,0,1
108,私立,一般大學,1015,世新大學,法律學院,04212026,法律學系,碩士班(日間),-,8,1,0,24,0,0
108,私立,一般大學,1015,世新大學,法律學院,04212026,法律學系,碩士在職專班,-,15,8,0,44,0,1
108,私立,一般大學,1015,世新大學,法律學院,04212039,智慧財產暨傳播科技法律研究所,碩士班(日間),-,7,5,0,21,0,0
108,私立,一般大學,1015,世新大學,法律學院,04212039,智慧財產暨傳播科技法律研究所,碩士在職專班,-,5,1,0,15,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,02111018,廣播電視電影學系,碩士班(日間),創作組,7,7,0,15,0,8
108,私立,一般大學,1015,世新大學,新聞傳播學院,02111018,廣播電視電影學系,碩士班(日間),媒體應用組,10,10,0,29,0,1
108,私立,一般大學,1015,世新大學,新聞傳播學院,02111018,廣播電視電影學系,碩士在職專班,-,4,4,0,10,0,2
108,私立,一般大學,1015,世新大學,新聞傳播學院,02112004,數位多媒體設計學系,碩士班(日間),-,6,5,0,18,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,03211015,傳播匯流與創新管理數位學習碩士在職專班,碩士在職專班,-,1,0,0,3,3,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,03212017,新聞學系,碩士班(日間),-,11,11,0,33,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,03212017,新聞學系,碩士在職專班,-,2,0,0,6,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,03214012,傳播博士學位學程,博士班,-,8,2,0,41,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,03214013,資訊傳播學系,碩士班(日間),-,6,5,0,18,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,03214013,資訊傳播學系,碩士在職專班,-,2,1,0,6,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,03214014,口語傳播學系,碩士班(日間),-,13,10,0,39,0,2
108,私立,一般大學,1015,世新大學,新聞傳播學院,03214014,口語傳播學系,碩士在職專班,-,4,2,0,12,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,03214020,圖文傳播暨數位出版學系,碩士班(日間),-,3,3,0,11,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,04143019,公共關係暨廣告學系,碩士班(日間),-,10,9,0,30,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,04143019,公共關係暨廣告學系,碩士在職專班,-,18,17,0,54,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,04143019,公共關係暨廣告學系上海境外碩士在職專班,碩士在職專班,-,3,3,0,9,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,04199025,傳播管理學系,碩士班(日間),-,5,5,0,15,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,04199025,傳播管理學系,碩士在職專班,-,14,14,0,42,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,04199025,傳播管理學系碩士在職專班(上海專班),碩士在職專班,-,5,5,0,15,0,0
108,私立,一般大學,1015,世新大學,新聞傳播學院,06199C01,文化創意暨數位內容產業碩士專班,碩士班(日間),-,14,14,0,51,5,0
108,私立,一般大學,1015,世新大學,管理學院,03111005,經濟學系,碩士班(日間),-,7,7,0,21,21,0
108,私立,一般大學,1015,世新大學,管理學院,03111005,經濟學系,碩士在職專班,-,1,0,0,3,3,0
108,私立,一般大學,1015,世新大學,管理學院,04121024,財務金融學系,碩士班(日間),-,14,13,0,42,0,0
108,私立,一般大學,1015,世新大學,管理學院,04121024,財務金融學系,碩士在職專班,-,16,12,0,48,0,0
108,私立,一般大學,1015,世新大學,管理學院,04121040,創新金融科技產業碩士專班,碩士班(日間),-,11,11,0,42,2,0
108,私立,一般大學,1015,世新大學,管理學院,04131023,企業管理學系,碩士班(日間),-,9,9,0,27,0,0
108,私立,一般大學,1015,世新大學,管理學院,04131023,企業管理學系,碩士在職專班,-,18,18,0,54,0,0
108,私立,一般大學,1015,世新大學,管理學院,04131023,企業管理學系碩士在職專班(上海專班 ),碩士在職專班,-,19,19,0,57,0,0
108,私立,一般大學,1015,世新大學,管理學院,04134009,行政管理學系,碩士班(日間),-,1,1,0,3,0,0
108,私立,一般大學,1015,世新大學,管理學院,04134009,行政管理學系,碩士在職專班,-,15,15,0,45,0,0
108,私立,一般大學,1015,世新大學,管理學院,04134009,行政管理學系,博士班,-,3,3,0,15,0,0
108,私立,一般大學,1015,世新大學,管理學院,04134011,非營利與社會企業碩士在職學位學程,碩士在職專班,-,6,6,0,18,0,0
108,私立,一般大學,1015,世新大學,管理學院,06131028,資訊管理學系,碩士班(日間),-,14,13,0,44,0,0
108,私立,一般大學,1015,世新大學,管理學院,06131028,資訊管理學系,碩士在職專班,-,24,23,0,91,0,0
108,私立,一般大學,1015,世新大學,管理學院,06199C02,創新科技暨資訊應用產業碩士專班,碩士班(日間),-,15,15,0,47,13,0
108,私立,一般大學,1015,世新大學,管理學院,10151029,觀光學系,碩士班(日間),-,2,2,0,7,0,0
108,私立,一般大學,1015,世新大學,管理學院,10151029,觀光學系,碩士在職專班,-,36,36,0,108,0,0
108,私立,一般大學,1016,銘傳大學,法律學院,04211039,法律學系,碩士班(日間),-,6,6,0,20,0,0
108,私立,一般大學,1016,銘傳大學,法律學院,04211039,法律學系,碩士在職專班,-,3,3,0,11,0,0
108,私立,一般大學,1016,銘傳大學,法律學院,04212024,財金法律學系,碩士班(日間),-,4,4,0,14,0,0
108,私立,一般大學,1016,銘傳大學,社會科學院,03131054,諮商與工商心理學系,碩士班(日間),-,13,2,0,39,0,0
108,私立,一般大學,1016,銘傳大學,社會科學院,03141088,犯罪防治學系,碩士班(日間),-,5,5,0,18,0,0
108,私立,一般大學,1016,銘傳大學,社會科學院,03141088,犯罪防治學系兩岸與犯罪防治碩士在職專班,碩士在職專班,-,16,16,0,56,3,0
108,私立,一般大學,1016,銘傳大學,社會科學院,04134006,公共事務學系,碩士班(日間),-,4,4,0,13,0,0
108,私立,一般大學,1016,銘傳大學,社會科學院,04134006,公共事務學系,碩士在職專班,-,22,22,0,82,0,0
108,私立,一般大學,1016,銘傳大學,社會科學院,04142054,諮商與工商心理學系,碩士在職專班,-,12,9,0,36,0,0
108,私立,一般大學,1016,銘傳大學,社會科學院,04142054,諮商與工商心理學系現役軍人營區碩士在職專班,碩士在職專班,-,4,4,0,12,0,0
108,私立,一般大學,1016,銘傳大學,金融科技學院,04121059,經濟與金融學系,碩士班(日間),-,6,6,0,20,0,0
108,私立,一般大學,1016,銘傳大學,金融科技學院,05421079,應用統計與資料科學學系,碩士班(日間),-,4,4,0,12,0,0
108,私立,一般大學,1016,銘傳大學,健康科技學院,04133022,醫療資訊與管理學系健康產業管理碩士班,碩士班(日間),-,9,9,0,27,0,0
108,私立,一般大學,1016,銘傳大學,健康科技學院,05121009,生物科技學系,碩士班(日間),-,4,3,0,12,0,0
108,私立,一般大學,1016,銘傳大學,國際學院,03122004,國際事務碩士學位學程(外國學生專班),碩士班(日間),-,8,8,0,24,0,0
108,私立,一般大學,1016,銘傳大學,教育暨應用語文學院,01111052,教育研究所,碩士班(日間),-,4,4,0,12,0,0
108,私立,一般大學,1016,銘傳大學,教育暨應用語文學院,01111052,教育研究所,碩士在職專班,-,55,55,0,165,0,0
108,私立,一般大學,1016,銘傳大學,教育暨應用語文學院,01131042,華語文教學碩士學位學程,碩士班(日間),-,4,4,0,12,0,0
108,私立,一般大學,1016,銘傳大學,教育暨應用語文學院,02311010,應用日語學系,碩士班(日間),-,6,6,0,18,0,0
108,私立,一般大學,1016,銘傳大學,教育暨應用語文學院,02311031,應用英語學系,碩士班(日間),-,1,0,0,3,0,0
108,私立,一般大學,1016,銘傳大學,教育暨應用語文學院,02311031,應用英語學系,碩士在職專班,-,7,2,0,21,0,0
108,私立,一般大學,1016,銘傳大學,教育暨應用語文學院,02322002,應用中國文學系,碩士班(日間),-,1,0,0,3,0,0
108,私立,一般大學,1016,銘傳大學,教育暨應用語文學院,02322002,應用中國文學系,碩士在職專班,-,4,1,0,12,0,0
108,私立,一般大學,1016,銘傳大學,教育暨應用語文學院,02322002,應用中國文學系,博士班,-,11,1,0,56,0,0
108,私立,一般大學,1016,銘傳大學,設計學院,02112012,數位媒體設計學系,碩士班(日間),-,10,3,0,30,0,0
108,私立,一般大學,1016,銘傳大學,設計學院,02112072,商業設計學系設計創作與研究碩士班,碩士班(日間),-,1,1,0,3,0,0
108,私立,一般大學,1016,銘傳大學,設計學院,02123073,商品設計學系創新設計與管理碩士在職專班,碩士在職專班,-,2,2,0,6,0,0
108,私立,一般大學,1016,銘傳大學,設計學院,02123073,商品設計學系創新設計與管理碩士班,碩士班(日間),-,12,12,0,36,0,0
108,私立,一般大學,1016,銘傳大學,設計學院,07311026,建築學系,碩士班(日間),-,1,1,0,3,0,0
108,私立,一般大學,1016,銘傳大學,設計學院,07313048,都市規劃與防災學系,碩士班(日間),-,9,9,0,27,0,0
108,私立,一般大學,1016,銘傳大學,設計學院,07313048,都市規劃與防災學系,碩士在職專班,-,2,1,0,6,0,0
108,私立,一般大學,1016,銘傳大學,傳播學院,03213064,新媒體暨傳播管理學系,碩士班(日間),-,13,13,0,39,0,0
108,私立,一般大學,1016,銘傳大學,傳播學院,03213064,新媒體暨傳播管理學系,碩士在職專班,-,16,16,0,48,0,0
108,私立,一般大學,1016,銘傳大學,資訊學院,06131045,資訊管理學系,碩士班(日間),-,8,8,0,24,0,0
108,私立,一般大學,1016,銘傳大學,資訊學院,06131045,資訊管理學系,碩士在職專班,-,7,7,0,21,0,0
108,私立,一般大學,1016,銘傳大學,資訊學院,06132078,資訊傳播工程學系,碩士班(日間),-,11,11,0,37,0,0
108,私立,一般大學,1016,銘傳大學,資訊學院,06134050,電腦與通訊工程學系,碩士班(日間),-,5,5,0,13,2,0
108,私立,一般大學,1016,銘傳大學,資訊學院,07141025,電子工程學系,碩士班(日間),-,5,5,0,14,1,0
108,私立,一般大學,1016,銘傳大學,資訊學院,07141029,資訊工程學系,碩士班(日間),-,8,7,0,24,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04111032,會計學系,碩士班(日間),-,10,10,0,30,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04111032,會計學系,碩士在職專班,-,2,0,0,6,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04121020,財務金融學系,碩士班(日間),-,10,10,0,30,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04121020,財務金融學系,碩士在職專班,-,21,21,0,63,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04123056,風險管理與保險學系,碩士班(日間),-,10,10,0,30,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04123056,風險管理與保險學系,碩士在職專班,-,6,6,0,18,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04131036,企業管理學系,碩士班(日間),-,23,22,0,69,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04131036,企業管理學系,碩士在職專班,-,15,15,0,45,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04131061,國際企業學系,碩士班(日間),-,27,27,0,81,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04131061,國際企業學系,碩士在職專班,-,25,25,0,75,0,0
108,私立,一般大學,1016,銘傳大學,管理學院,04199071,高階經理碩士在職學位學程,碩士在職專班,-,12,12,0,41,0,1
108,私立,一般大學,1016,銘傳大學,觀光學院,10151033,觀光事業學系,碩士班(日間),-,10,10,0,30,0,0
108,私立,一般大學,1016,銘傳大學,觀光學院,10151033,觀光事業學系,碩士在職專班,-,23,23,0,69,0,0
108,私立,一般大學,1016,銘傳大學,觀光學院,10151033,觀光事業學系現役軍人營區碩士在職專班,碩士在職專班,-,5,5,0,15,0,0
108,私立,一般大學,1017,實踐大學,民生學院,02151001,音樂學系,碩士班(日間),-,10,10,0,29,0,1
108,私立,一般大學,1017,實踐大學,民生學院,05191043,食品營養與保健生技學系,碩士班(日間),-,10,10,0,29,2,1
108,私立,一般大學,1017,實踐大學,民生學院,09211045,家庭研究與兒童發展學系高齡家庭服務事業碩士在職專班,碩士在職專班,-,7,7,0,21,0,0
108,私立,一般大學,1017,實踐大學,民生學院,09221045,家庭研究與兒童發展學系家庭諮商與輔導碩士班,碩士班(日間),-,15,15,0,45,0,0
108,私立,一般大學,1017,實踐大學,民生學院,09231044,社會工作學系,碩士班(日間),-,4,4,0,13,0,0
108,私立,一般大學,1017,實踐大學,民生學院,10131046,餐飲管理學系餐飲產業創新碩士班,碩士班(日間),-,6,6,0,18,0,0
108,私立,一般大學,1017,實踐大學,設計學院,02112012,媒體傳達設計學系,碩士班(日間),-,5,5,0,15,0,0
108,私立,一般大學,1017,實踐大學,設計學院,02112012,媒體傳達設計學系,碩士在職專班,-,2,2,0,7,0,0
108,私立,一般大學,1017,實踐大學,設計學院,02123014,工業產品設計學系,碩士班(日間),-,11,11,0,32,1,0
108,私立,一般大學,1017,實踐大學,設計學院,02123014,工業產品設計學系,碩士在職專班,-,2,2,0,6,0,0
108,私立,一般大學,1017,實踐大學,設計學院,02123014,工業產品設計學系三年班,碩士在職專班,-,2,2,0,6,0,0
108,私立,一般大學,1017,實踐大學,設計學院,02125051,服裝設計學系,碩士班(日間),-,5,5,0,15,0,0
108,私立,一般大學,1017,實踐大學,設計學院,02125051,服裝設計學系,碩士在職專班,-,3,3,0,8,1,0
108,私立,一般大學,1017,實踐大學,設計學院,07311041,建築設計學系三年班,碩士班(日間),-,8,8,0,23,0,5
108,私立,一般大學,1017,實踐大學,管理學院,02311004,應用外語學系英語溝通碩士班,碩士班(日間),-,3,3,0,9,0,0
108,私立,一般大學,1017,實踐大學,管理學院,04121029,財務金融學系,碩士班(日間),-,10,10,0,34,0,0
108,私立,一般大學,1017,實踐大學,管理學院,04131021,企業管理學系,碩士班(日間),-,7,7,0,21,0,0
108,私立,一般大學,1017,實踐大學,管理學院,04131021,企業管理學系,碩士在職專班,-,17,17,0,51,0,0
108,私立,一般大學,1017,實踐大學,管理學院,04131023,管理學院國際企業英語碩士學位學程,碩士班(日間),-,6,6,0,19,0,0
108,私立,一般大學,1017,實踐大學,管理學院,04199036,管理學院創意產業博士班,博士班,-,2,2,0,10,0,2
108,私立,一般大學,1017,實踐大學,管理學院,06131037,資訊科技與管理學系,碩士班(日間),-,5,5,0,13,4,0
108,私立,一般大學,1017,實踐大學,管理學院,06131037,資訊科技與管理學系,碩士在職專班,-,1,1,0,3,0,0
108,私立,技專校院,1018,朝陽科技大學,人文暨社會學院,02311001,應用英語系,碩士班(日間),-,7,3,0,21,0,0
108,私立,技專校院,1018,朝陽科技大學,人文暨社會學院,09221035,幼兒保育系,碩士班(日間),-,10,5,0,30,0,0
108,私立,技專校院,1018,朝陽科技大學,人文暨社會學院,09221035,幼兒保育系,碩士在職專班,-,2,2,0,6,0,0
108,私立,技專校院,1018,朝陽科技大學,人文暨社會學院,09231034,社會工作系,碩士班(日間),-,2,0,0,6,0,0
108,私立,技專校院,1018,朝陽科技大學,人文暨社會學院,09231034,社會工作系,碩士在職專班,-,1,1,0,3,0,0
108,私立,技專校院,1018,朝陽科技大學,理工學院,05121017,應用化學系生化科技博士班,博士班,-,1,0,0,5,0,0
108,私立,技專校院,1018,朝陽科技大學,理工學院,05311017,應用化學系,碩士班(日間),-,8,5,0,24,0,0
108,私立,技專校院,1018,朝陽科技大學,理工學院,05311017,應用化學系,碩士在職專班,-,5,5,0,11,4,0
108,私立,技專校院,1018,朝陽科技大學,理工學院,05311017,應用化學系生化科技碩士班,碩士班(日間),-,2,1,0,6,0,0
108,私立,技專校院,1018,朝陽科技大學,理工學院,07121027,環境工程與管理系,碩士班(日間),-,13,11,0,43,4,0
108,私立,技專校院,1018,朝陽科技大學,理工學院,07121027,環境工程與管理系,碩士在職專班,-,7,7,0,22,0,0
108,私立,技專校院,1018,朝陽科技大學,理工學院,07191026,工業工程與管理系,碩士班(日間),-,17,16,0,51,0,0
108,私立,技專校院,1018,朝陽科技大學,理工學院,07191026,工業工程與管理系,碩士在職專班,-,1,1,0,3,0,0
108,私立,技專校院,1018,朝陽科技大學,理工學院,07321025,營建工程系,碩士班(日間),-,4,3,0,12,0,0
108,私立,技專校院,1018,朝陽科技大學,理工學院,07321025,營建工程系,碩士在職專班,-,11,11,0,22,0,0
108,私立,技專校院,1018,朝陽科技大學,設計學院,02112003,視覺傳達設計系,碩士班(日間),-,5,2,0,15,0,0
108,私立,技專校院,1018,朝陽科技大學,設計學院,02112003,視覺傳達設計系_品牌協同設計與國際行銷產業碩士專班,碩士班(日間),-,2,0,0,6,0,0
108,私立,技專校院,1018,朝陽科技大學,設計學院,02122028,建築系建築及都市設計博士班,博士班,-,2,1,0,10,0,0
108,私立,技專校院,1018,朝陽科技大學,設計學院,02123004,工業設計系,碩士班(日間),-,6,2,0,17,1,0
108,私立,技專校院,1018,朝陽科技大學,設計學院,07311028,建築系建築及都市設計碩士班,碩士班(日間),-,7,4,0,20,1,0
108,私立,技專校院,1018,朝陽科技大學,設計學院,07312031,景觀及都市設計系,碩士班(日間),-,8,5,0,24,0,0
108,私立,技專校院,1018,朝陽科技大學,資訊學院,06131019,資訊管理系,碩士班(日間),-,21,17,0,70,3,0
108,私立,技專校院,1018,朝陽科技大學,資訊學院,06131019,資訊管理系,碩士在職專班,-,7,7,0,21,0,0
108,私立,技專校院,1018,朝陽科技大學,資訊學院,06131019,資訊管理系,博士班,-,4,0,0,23,0,0
108,私立,技專校院,1018,朝陽科技大學,資訊學院,06132023,資訊與通訊系,碩士班(日間),-,23,22,0,89,0,0
108,私立,技專校院,1018,朝陽科技大學,資訊學院,07141020,資訊工程系,碩士班(日間),-,14,12,0,43,3,0
108,私立,技專校院,1018,朝陽科技大學,資訊學院,07141020,資訊工程系,碩士在職專班,-,7,7,0,21,0,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04111007,會計系,碩士班(日間),-,13,13,0,39,0,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04121010,財務金融系,碩士班(日間),-,16,16,0,60,0,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04121010,財務金融系,碩士在職專班,-,8,8,0,31,0,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04123011,保險金融管理系,碩士班(日間),-,13,13,0,39,0,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04123011,保險金融管理系,碩士在職專班,-,9,9,0,27,0,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04131008,企業管理系,碩士班(日間),-,16,13,0,51,0,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04131008,企業管理系,碩士在職專班,-,14,14,0,50,0,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04131008,企業管理系台灣產業策略發展博士班,博士班,-,6,1,0,29,2,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04131008,企業管理系高階產業經營碩士在職專班,碩士在職專班,-,18,18,0,66,1,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04132012,行銷與流通管理系,碩士班(日間),-,7,7,0,21,0,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,04199014,銀髮產業管理系,碩士班(日間),-,5,5,0,14,1,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,10152036,休閒事業管理系,碩士班(日間),-,11,8,0,43,0,0
108,私立,技專校院,1018,朝陽科技大學,管理學院,10152036,休閒事業管理系,碩士在職專班,-,16,16,0,62,0,0
108,私立,一般大學,1019,高雄醫學大學,人文社會科學院,03131002,心理學系,碩士班(日間),-,18,7,0,52,2,0
108,私立,一般大學,1019,高雄醫學大學,人文社會科學院,03141001,性別研究所,碩士班(日間),-,5,3,0,14,1,0
108,私立,一般大學,1019,高雄醫學大學,人文社會科學院,09231049,醫學社會學與社會工作學系,碩士班(日間),-,8,5,0,24,0,0
108,私立,一般大學,1019,高雄醫學大學,口腔醫學院,09111044,牙醫學系,碩士班(日間),-,6,6,0,18,0,0
108,私立,一般大學,1019,高雄醫學大學,口腔醫學院,09111044,牙醫學系,碩士在職專班,-,2,0,0,6,0,0
108,私立,一般大學,1019,高雄醫學大學,口腔醫學院,09111044,牙醫學系,博士班,-,2,0,0,10,0,0
108,私立,一般大學,1019,高雄醫學大學,口腔醫學院,09111046,口腔衛生學系,碩士班(日間),-,4,4,0,12,0,0
108,私立,一般大學,1019,高雄醫學大學,口腔醫學院,09111046,口腔衛生學系,碩士在職專班,-,5,4,0,15,0,0
108,私立,一般大學,1019,高雄醫學大學,生命科學院,05111016,生物醫學暨環境生物學系,碩士班(日間),-,5,5,0,15,0,0
108,私立,一般大學,1019,高雄醫學大學,生命科學院,05121005,生物科技學系,碩士班(日間),-,3,3,0,9,0,0
108,私立,一般大學,1019,高雄醫學大學,生命科學院,05311017,醫藥暨應用化學系,碩士班(日間),-,15,15,0,45,0,0
108,私立,一般大學,1019,高雄醫學大學,生命科學院,05311017,醫藥暨應用化學系,博士班,-,4,0,0,19,1,0
108,私立,一般大學,1019,高雄醫學大學,健康科學院,04133003,醫務管理暨醫療資訊學系,碩士班(日間),-,12,12,0,36,0,0
108,私立,一般大學,1019,高雄醫學大學,健康科學院,04133003,醫務管理暨醫療資訊學系,碩士在職專班,-,20,20,0,60,0,0
108,私立,一般大學,1019,高雄醫學大學,健康科學院,09141036,醫學檢驗生物技術學系,碩士班(日間),-,10,10,0,30,0,0
108,私立,一般大學,1019,高雄醫學大學,健康科學院,09141037,醫學影像暨放射科學系,碩士班(日間),-,6,6,0,18,0,0
108,私立,一般大學,1019,高雄醫學大學,健康科學院,09141037,醫學影像暨放射科學系,碩士在職專班,-,10,8,0,30,0,0
108,私立,一般大學,1019,高雄醫學大學,健康科學院,09151028,物理治療學系,碩士班(日間),-,6,6,0,18,0,0
108,私立,一般大學,1019,高雄醫學大學,健康科學院,09152029,職能治療學系,碩士班(日間),-,3,3,0,9,0,0
108,私立,一般大學,1019,高雄醫學大學,健康科學院,09152029,職能治療學系,碩士在職專班,-,1,1,0,3,0,0
108,私立,一般大學,1019,高雄醫學大學,健康科學院,09191021,公共衛生學系,碩士班(日間),-,12,12,0,36,0,0
108,私立,一般大學,1019,高雄醫學大學,健康科學院,09191021,公共衛生學系,博士班,-,1,0,0,5,0,0
108,私立,一般大學,1019,高雄醫學大學,醫學院,09121011,醫學研究所,碩士班(日間),-,29,29,0,87,0,0
108,私立,一般大學,1019,高雄醫學大學,醫學院,09121011,醫學研究所,博士班,-,10,0,0,49,1,0
108,私立,一般大學,1019,高雄醫學大學,醫學院,09121018,臨床醫學研究所,碩士班(日間),-,11,11,0,33,0,0
108,私立,一般大學,1019,高雄醫學大學,醫學院,09121018,臨床醫學研究所,博士班,-,6,0,0,30,0,0
108,私立,一般大學,1019,高雄醫學大學,醫學院,09121019,熱帶醫學碩士學位學程,碩士班(日間),-,4,4,0,12,0,0
108,私立,一般大學,1019,高雄醫學大學,醫學院,09121020,轉譯醫學博士學位學程,博士班,-,2,0,0,9,1,0
108,私立,一般大學,1019,高雄醫學大學,醫學院,09159030,運動醫學系,碩士班(日間),-,7,6,0,21,0,0
108,私立,一般大學,1019,高雄醫學大學,醫學院,09159030,運動醫學系,碩士在職專班,-,13,10,0,39,0,0
108,私立,一般大學,1019,高雄醫學大學,藥學院,09161024,藥學系,碩士班(日間),-,10,10,0,30,0,0
108,私立,一般大學,1019,高雄醫學大學,藥學院,09161024,藥學系,碩士在職專班,-,8,7,0,24,0,0
108,私立,一般大學,1019,高雄醫學大學,藥學院,09161024,藥學系,博士班,-,6,0,0,30,0,0
108,私立,一般大學,1019,高雄醫學大學,藥學院,09161024,藥學系臨床藥學碩士班,碩士班(日間),-,10,10,0,30,0,0
108,私立,一般大學,1019,高雄醫學大學,藥學院,09161026,天然藥物研究所,碩士班(日間),-,5,3,0,15,0,0
108,私立,一般大學,1019,高雄醫學大學,藥學院,09161026,天然藥物研究所,博士班,-,4,0,0,20,0,0
108,私立,一般大學,1019,高雄醫學大學,藥學院,09161027,香粧品學系,碩士班(日間),-,8,7,0,24,0,0
108,私立,一般大學,1019,高雄醫學大學,藥學院,09161047,毒理學博士學位學程,博士班,-,2,0,0,10,0,0
108,私立,一般大學,1019,高雄醫學大學,護理學院,09131032,護理學系,碩士班(日間),-,17,7,0,51,0,0
108,私立,一般大學,1019,高雄醫學大學,護理學院,09131032,護理學系,博士班,-,4,0,0,20,0,0
108,私立,一般大學,1019,高雄醫學大學,護理學院,09211048,高齡長期照護碩士學位學程,碩士班(日間),-,9,2,0,27,0,0
108,私立,一般大學,1020,南華大學,人文學院,01121001,幼兒教育學系,碩士班(日間),-,3,3,0,9,0,0
108,私立,一般大學,1020,南華大學,人文學院,02211010,宗教學研究所,碩士班(日間),-,12,12,0,39,0,0
108,私立,一般大學,1020,南華大學,人文學院,02211010,宗教學研究所,碩士在職專班,-,3,3,0,9,0,0
108,私立,一般大學,1020,南華大學,人文學院,02299011,生死學系,碩士班(日間),生死教育與諮商組,8,8,0,24,0,0
108,私立,一般大學,1020,南華大學,人文學院,02299011,生死學系,碩士班(日間),生死學組,4,4,0,12,0,0
