學年度,設立別 ,學校類別,學校代碼,學校名稱,合作國別（地區）,建立跨國(境)學位合作(雙聯學制)學校數
103,私立,一般大學,1020,南華大學,越南,2
103,私立,一般大學,1020,南華大學,蒙古,1
103,私立,一般大學,1020,南華大學,澳大利亞,1
103,私立,一般大學,1021,真理大學,日本,1
103,私立,一般大學,1022,大同大學,法國,1
103,私立,一般大學,1022,大同大學,越南,1
103,私立,一般大學,1022,大同大學,德國,1
103,私立,一般大學,1022,大同大學,澳大利亞,1
103,私立,一般大學,1027,慈濟大學,泰國,1
103,私立,一般大學,1028,臺北醫學大學,丹麥,1
103,私立,一般大學,1028,臺北醫學大學,日本,1
103,私立,一般大學,1028,臺北醫學大學,以色列,1
103,私立,一般大學,1028,臺北醫學大學,法國,1
103,私立,一般大學,1028,臺北醫學大學,美國,6
103,私立,一般大學,1028,臺北醫學大學,英國,2
103,私立,一般大學,1028,臺北醫學大學,泰國,1
103,私立,一般大學,1028,臺北醫學大學,澳大利亞,3
103,私立,一般大學,1033,長榮大學,瑞士,1
103,私立,一般大學,1033,長榮大學,澳大利亞,1
103,私立,一般大學,1035,中國醫藥大學,美國,2
103,私立,一般大學,1039,玄奘大學,日本,1
103,私立,一般大學,1039,玄奘大學,美國,1
103,私立,一般大學,1039,玄奘大學,馬來西亞,3
103,私立,一般大學,1048,亞洲大學,英國,3
103,私立,一般大學,1048,亞洲大學,馬來西亞,2
103,私立,一般大學,1048,亞洲大學,越南,1
103,私立,一般大學,1048,亞洲大學,瑞士,1
103,私立,一般大學,1048,亞洲大學,蒙古,1
103,私立,一般大學,1049,開南大學,日本,2
103,私立,一般大學,1049,開南大學,美國,1
103,私立,技專校院,1018,朝陽科技大學,大韓民國(南韓),2
103,私立,技專校院,1018,朝陽科技大學,日本,2
103,私立,技專校院,1018,朝陽科技大學,英國,2
103,私立,技專校院,1018,朝陽科技大學,越南社會主義共和國,2
103,私立,技專校院,1018,朝陽科技大學,馬來西亞,5
103,私立,技專校院,1023,南臺科技大學,英國,1
103,私立,技專校院,1023,南臺科技大學,日本,5
103,私立,技專校院,1023,南臺科技大學,法國,1
103,私立,技專校院,1025,嘉南藥理大學,美國,1
103,私立,技專校院,1025,嘉南藥理大學,泰王國(泰國),10
103,私立,技專校院,1025,嘉南藥理大學,菲律賓共和國,2
103,私立,技專校院,1032,明新科技大學,越南社會主義共和國,1
103,私立,技專校院,1040,建國科技大學,大韓民國(南韓),2
103,私立,技專校院,1040,建國科技大學,日本,1
103,私立,技專校院,1041,明志科技大學,美國,1
103,私立,技專校院,1045,嶺東科技大學,瑞士,2
103,私立,技專校院,1046,中國科技大學,美國,1
103,私立,技專校院,1051,台南應用科技大學,英國,2
103,私立,技專校院,1051,台南應用科技大學,蒙古國,1
103,私立,技專校院,1052,遠東科技大學,美國,1
103,私立,技專校院,1054,景文科技大學,英國,2
103,私立,技專校院,1054,景文科技大學,紐西蘭,2
103,私立,技專校院,1063,育達科技大學,越南社會主義共和國,1
103,私立,技專校院,1070,長庚科技大學,澳大利亞,1
103,私立,技專校院,1071,臺北城市科技大學,日本,1
103,私立,技專校院,1072,大華科技大學,日本,1
103,私立,技專校院,1076,華夏科技大學,英國,2
103,私立,技專校院,1164,致理技術學院,愛爾蘭共和國,1
103,私立,技專校院,1187,崇右技術學院,日本,1
104,公立,一般大學,1,國立政治大學,日本,2
104,公立,一般大學,1,國立政治大學,法國,3
104,公立,一般大學,1,國立政治大學,南韓,1
104,公立,一般大學,1,國立政治大學,美國,9
104,公立,一般大學,1,國立政治大學,新加坡,1
104,公立,一般大學,1,國立政治大學,德國,2
104,公立,一般大學,1,國立政治大學,澳大利亞,2
104,公立,一般大學,2,國立清華大學,中國大陸,13
104,公立,一般大學,2,國立清華大學,以色列,1
104,公立,一般大學,2,國立清華大學,加拿大,1
104,公立,一般大學,2,國立清華大學,印度,1
104,公立,一般大學,2,國立清華大學,法國,4
104,公立,一般大學,2,國立清華大學,美國,1
104,公立,一般大學,2,國立清華大學,英國,1
104,公立,一般大學,2,國立清華大學,捷克,1
104,公立,一般大學,2,國立清華大學,瑞典,1
104,公立,一般大學,2,國立清華大學,德國,1
104,公立,一般大學,3,國立臺灣大學,中國大陸,3
104,公立,一般大學,3,國立臺灣大學,日本,5
104,公立,一般大學,3,國立臺灣大學,比利時,1
104,公立,一般大學,3,國立臺灣大學,法國,5
104,公立,一般大學,3,國立臺灣大學,俄羅斯,1
104,公立,一般大學,3,國立臺灣大學,南韓,3
104,公立,一般大學,3,國立臺灣大學,美國,10
104,公立,一般大學,3,國立臺灣大學,英國,1
104,公立,一般大學,3,國立臺灣大學,香港,2
104,公立,一般大學,3,國立臺灣大學,荷蘭,3
104,公立,一般大學,3,國立臺灣大學,越南,1
104,公立,一般大學,3,國立臺灣大學,奧地利,1
104,公立,一般大學,3,國立臺灣大學,新加坡,1
104,公立,一般大學,3,國立臺灣大學,德國,1
104,公立,一般大學,3,國立臺灣大學,澳大利亞,1
104,公立,一般大學,4,國立臺灣師範大學,中國大陸,1
104,公立,一般大學,4,國立臺灣師範大學,日本,2
104,公立,一般大學,4,國立臺灣師範大學,比利時,1
104,公立,一般大學,4,國立臺灣師範大學,法國,1
104,公立,一般大學,4,國立臺灣師範大學,芬蘭,1
104,公立,一般大學,4,國立臺灣師範大學,南韓,4
104,公立,一般大學,4,國立臺灣師範大學,美國,6
104,公立,一般大學,4,國立臺灣師範大學,馬來西亞,1
104,公立,一般大學,4,國立臺灣師範大學,德國,1
104,公立,一般大學,5,國立成功大學,日本,2
104,公立,一般大學,5,國立成功大學,印尼,1
104,公立,一般大學,5,國立成功大學,法國,2
104,公立,一般大學,5,國立成功大學,南韓,1
104,公立,一般大學,5,國立成功大學,美國,7
104,公立,一般大學,5,國立成功大學,英國,3
104,公立,一般大學,5,國立成功大學,泰國,1
104,公立,一般大學,5,國立成功大學,馬來西亞,4
104,公立,一般大學,5,國立成功大學,義大利,1
104,公立,一般大學,5,國立成功大學,德國,1
104,公立,一般大學,6,國立中興大學,中國大陸,1
104,公立,一般大學,6,國立中興大學,厄瓜多,1
104,公立,一般大學,6,國立中興大學,日本,2
104,公立,一般大學,6,國立中興大學,法國,2
104,公立,一般大學,6,國立中興大學,美國,5
104,公立,一般大學,6,國立中興大學,紐西蘭,1
104,公立,一般大學,6,國立中興大學,馬來西亞,1
104,公立,一般大學,6,國立中興大學,捷克,1
104,公立,一般大學,6,國立中興大學,澳大利亞,1
104,公立,一般大學,7,國立交通大學,中國大陸,7
104,公立,一般大學,7,國立交通大學,日本,4
104,公立,一般大學,7,國立交通大學,比利時,2
104,公立,一般大學,7,國立交通大學,加拿大,2
104,公立,一般大學,7,國立交通大學,法國,3
104,公立,一般大學,7,國立交通大學,南韓,1
104,公立,一般大學,7,國立交通大學,美國,8
104,公立,一般大學,7,國立交通大學,英國,1
104,公立,一般大學,7,國立交通大學,馬來西亞,2
104,公立,一般大學,7,國立交通大學,荷蘭,1
104,公立,一般大學,7,國立交通大學,越南,2
104,公立,一般大學,7,國立交通大學,瑞典,1
104,公立,一般大學,7,國立交通大學,澳大利亞,1
104,公立,一般大學,8,國立中央大學,中國大陸,1
104,公立,一般大學,8,國立中央大學,日本,3
104,公立,一般大學,8,國立中央大學,印尼,2
104,公立,一般大學,8,國立中央大學,法國,3
104,公立,一般大學,8,國立中央大學,美國,3
104,公立,一般大學,9,國立中山大學,中國大陸,1
104,公立,一般大學,9,國立中山大學,比利時,1
104,公立,一般大學,9,國立中山大學,印尼,1
104,公立,一般大學,9,國立中山大學,美國,2
104,公立,一般大學,9,國立中山大學,英國,1
104,公立,一般大學,12,國立臺灣海洋大學,丹麥,1
104,公立,一般大學,12,國立臺灣海洋大學,日本,1
104,公立,一般大學,12,國立臺灣海洋大學,印尼,1
104,公立,一般大學,12,國立臺灣海洋大學,法國,1
104,公立,一般大學,12,國立臺灣海洋大學,南韓,1
104,公立,一般大學,16,國立陽明大學,法國,1
104,公立,一般大學,16,國立陽明大學,馬來西亞,1
104,公立,一般大學,17,國立臺北大學,法國,2
104,公立,一般大學,17,國立臺北大學,美國,5
104,公立,一般大學,17,國立臺北大學,英國,3
104,公立,一般大學,17,國立臺北大學,瑞士,2
104,公立,一般大學,18,國立嘉義大學,日本,1
104,公立,一般大學,18,國立嘉義大學,印尼,1
104,公立,一般大學,18,國立嘉義大學,泰國,1
104,公立,一般大學,19,國立高雄大學,美國,2
104,公立,一般大學,19,國立高雄大學,澳大利亞,1
104,公立,一般大學,29,國立臺灣藝術大學,英國,1
104,公立,一般大學,31,國立宜蘭大學,印度,1
104,公立,一般大學,31,國立宜蘭大學,美國,1
104,公立,一般大學,31,國立宜蘭大學,泰國,1
104,公立,一般大學,32,國立聯合大學,蒙古,1
104,公立,一般大學,38,國立新竹教育大學,美國,4
104,公立,一般大學,39,國立臺中教育大學,日本,1
104,公立,一般大學,39,國立臺中教育大學,加拿大,1
104,公立,一般大學,39,國立臺中教育大學,美國,1
104,公立,一般大學,44,國立體育大學,匈牙利,1
104,公立,一般大學,44,國立體育大學,德國,1
104,公立,一般大學,52,國立屏東大學,日本,1
104,公立,一般大學,3002,臺北市立大學,馬來西亞,1
104,公立,技專校院,22,國立臺灣科技大學,日本,2
104,公立,技專校院,22,國立臺灣科技大學,比利時王國,2
104,公立,技專校院,22,國立臺灣科技大學,印度尼西亞共和國,4
104,公立,技專校院,22,國立臺灣科技大學,美國,1
104,公立,技專校院,22,國立臺灣科技大學,捷克共和國,2
104,公立,技專校院,22,國立臺灣科技大學,澳大利亞,1
104,公立,技專校院,23,國立雲林科技大學,馬來西亞,6
104,公立,技專校院,23,國立雲林科技大學,新加坡共和國,3
104,公立,技專校院,24,國立屏東科技大學,印度尼西亞共和國,1
104,公立,技專校院,25,國立臺北科技大學,日本,1
104,公立,技專校院,25,國立臺北科技大學,美國,1
104,公立,技專校院,26,國立高雄第一科技大學,日本,7
104,公立,技專校院,26,國立高雄第一科技大學,加拿大,2
104,公立,技專校院,26,國立高雄第一科技大學,美國,4
104,公立,技專校院,26,國立高雄第一科技大學,奧地利共和國,2
104,公立,技專校院,27,國立高雄應用科技大學,瑞士,1
104,公立,技專校院,34,國立高雄海洋科技大學,日本,1
104,公立,技專校院,46,國立臺北護理健康大學,英國,1
104,公立,技專校院,46,國立臺北護理健康大學,澳大利亞,2
104,公立,技專校院,47,國立高雄餐旅大學,加拿大,2
104,公立,技專校院,47,國立高雄餐旅大學,英國,2
104,公立,技專校院,50,國立臺中科技大學,日本,1
104,公立,技專校院,51,國立臺北商業大學,香港,2
104,私立,一般大學,1001,東海大學,西班牙,1
104,私立,一般大學,1001,東海大學,法國,1
104,私立,一般大學,1001,東海大學,美國,5
104,私立,一般大學,1001,東海大學,馬來西亞,3
104,私立,一般大學,1001,東海大學,奧地利,1
104,私立,一般大學,1001,東海大學,澳大利亞,2
104,私立,一般大學,1002,輔仁大學,中國大陸,2
104,私立,一般大學,1002,輔仁大學,日本,1
104,私立,一般大學,1002,輔仁大學,比利時,1
104,私立,一般大學,1002,輔仁大學,印尼,2
104,私立,一般大學,1002,輔仁大學,美國,4
104,私立,一般大學,1002,輔仁大學,德國,1
104,私立,一般大學,1002,輔仁大學,澳大利亞,2
104,私立,一般大學,1002,輔仁大學,澳門,1
104,私立,一般大學,1003,東吳大學,日本,1
104,私立,一般大學,1003,東吳大學,法國,1
104,私立,一般大學,1003,東吳大學,美國,2
104,私立,一般大學,1004,中原大學,日本,1
104,私立,一般大學,1004,中原大學,印尼,2
104,私立,一般大學,1004,中原大學,美國,5
104,私立,一般大學,1004,中原大學,泰國,1
104,私立,一般大學,1004,中原大學,菲律賓,1
104,私立,一般大學,1004,中原大學,蒙古,1
104,私立,一般大學,1004,中原大學,緬甸,1
104,私立,一般大學,1005,淡江大學,日本,4
104,私立,一般大學,1005,淡江大學,印度,1
104,私立,一般大學,1005,淡江大學,法國,2
104,私立,一般大學,1005,淡江大學,美國,4
104,私立,一般大學,1005,淡江大學,馬來西亞,5
104,私立,一般大學,1005,淡江大學,澳大利亞,3
104,私立,一般大學,1006,中國文化大學,日本,1
104,私立,一般大學,1006,中國文化大學,法國,1
104,私立,一般大學,1006,中國文化大學,南韓,6
104,私立,一般大學,1006,中國文化大學,美國,4
104,私立,一般大學,1006,中國文化大學,馬來西亞,4
104,私立,一般大學,1007,逢甲大學,中國大陸,9
104,私立,一般大學,1007,逢甲大學,西班牙,1
104,私立,一般大學,1007,逢甲大學,法國,4
104,私立,一般大學,1007,逢甲大學,俄羅斯,1
104,私立,一般大學,1007,逢甲大學,南韓,1
104,私立,一般大學,1007,逢甲大學,美國,9
104,私立,一般大學,1007,逢甲大學,英國,3
104,私立,一般大學,1007,逢甲大學,馬來西亞,3
104,私立,一般大學,1007,逢甲大學,越南,3
104,私立,一般大學,1007,逢甲大學,澳大利亞,2
104,私立,一般大學,1008,靜宜大學,法國,1
104,私立,一般大學,1008,靜宜大學,美國,3
104,私立,一般大學,1008,靜宜大學,英國,1
104,私立,一般大學,1008,靜宜大學,馬來西亞,1
104,私立,一般大學,1008,靜宜大學,德國,2
104,私立,一般大學,1009,長庚大學,美國,1
104,私立,一般大學,1009,長庚大學,香港,1
104,私立,一般大學,1010,元智大學,中國大陸,13
104,私立,一般大學,1010,元智大學,以色列,1
104,私立,一般大學,1010,元智大學,匈牙利,1
104,私立,一般大學,1010,元智大學,亞美尼亞,2
104,私立,一般大學,1010,元智大學,法國,2
104,私立,一般大學,1010,元智大學,南韓,2
104,私立,一般大學,1010,元智大學,哈薩克,1
104,私立,一般大學,1010,元智大學,美國,7
104,私立,一般大學,1010,元智大學,香港,4
104,私立,一般大學,1010,元智大學,泰國,1
104,私立,一般大學,1010,元智大學,馬來西亞,2
104,私立,一般大學,1010,元智大學,荷蘭,1
104,私立,一般大學,1010,元智大學,越南,1
104,私立,一般大學,1010,元智大學,瑞典,1
104,私立,一般大學,1010,元智大學,義大利,1
104,私立,一般大學,1010,元智大學,德國,1
104,私立,一般大學,1010,元智大學,澳大利亞,2
104,私立,一般大學,1011,中華大學,中國大陸,3
104,私立,一般大學,1011,中華大學,日本,1
104,私立,一般大學,1011,中華大學,英國,1
104,私立,一般大學,1011,中華大學,泰國,1
104,私立,一般大學,1011,中華大學,捷克,1
104,私立,一般大學,1011,中華大學,斯洛伐克,1
104,私立,一般大學,1012,大葉大學,美國,2
104,私立,一般大學,1012,大葉大學,瑞士,1
104,私立,一般大學,1013,華梵大學,英國,1
104,私立,一般大學,1014,義守大學,中國大陸,3
104,私立,一般大學,1014,義守大學,印尼,1
104,私立,一般大學,1014,義守大學,美國,3
104,私立,一般大學,1014,義守大學,英國,3
104,私立,一般大學,1015,世新大學,中國大陸,1
104,私立,一般大學,1015,世新大學,美國,3
104,私立,一般大學,1015,世新大學,馬來西亞,4
104,私立,一般大學,1016,銘傳大學,中國大陸,7
104,私立,一般大學,1017,實踐大學,日本,1
104,私立,一般大學,1017,實踐大學,匈牙利,1
104,私立,一般大學,1017,實踐大學,印尼,1
104,私立,一般大學,1017,實踐大學,法國,1
104,私立,一般大學,1017,實踐大學,芬蘭,1
104,私立,一般大學,1017,實踐大學,美國,4
104,私立,一般大學,1017,實踐大學,英國,2
104,私立,一般大學,1017,實踐大學,瑞士,1
104,私立,一般大學,1017,實踐大學,德國,1
104,私立,一般大學,1019,高雄醫學大學,匈牙利,1
104,私立,一般大學,1019,高雄醫學大學,法國,1
104,私立,一般大學,1019,高雄醫學大學,美國,1
104,私立,一般大學,1019,高雄醫學大學,瑞典,1
104,私立,一般大學,1020,南華大學,美國,3
104,私立,一般大學,1020,南華大學,馬來西亞,2
104,私立,一般大學,1020,南華大學,越南,4
104,私立,一般大學,1020,南華大學,蒙古,1
104,私立,一般大學,1020,南華大學,澳大利亞,1
104,私立,一般大學,1021,真理大學,英國,1
104,私立,一般大學,1022,大同大學,法國,1
104,私立,一般大學,1022,大同大學,美國,1
104,私立,一般大學,1022,大同大學,德國,1
104,私立,一般大學,1022,大同大學,澳大利亞,1
104,私立,一般大學,1027,慈濟大學,泰國,1
104,私立,一般大學,1028,臺北醫學大學,丹麥,1
104,私立,一般大學,1028,臺北醫學大學,日本,1
104,私立,一般大學,1028,臺北醫學大學,以色列,1
104,私立,一般大學,1028,臺北醫學大學,法國,2
104,私立,一般大學,1028,臺北醫學大學,美國,6
104,私立,一般大學,1028,臺北醫學大學,英國,2
104,私立,一般大學,1028,臺北醫學大學,泰國,2
104,私立,一般大學,1028,臺北醫學大學,澳大利亞,3
104,私立,一般大學,1033,長榮大學,瑞士,1
104,私立,一般大學,1033,長榮大學,澳大利亞,1
104,私立,一般大學,1035,中國醫藥大學,美國,2
104,私立,一般大學,1039,玄奘大學,日本,1
104,私立,一般大學,1039,玄奘大學,美國,1
104,私立,一般大學,1039,玄奘大學,馬來西亞,3
104,私立,一般大學,1048,亞洲大學,美國,3
104,私立,一般大學,1048,亞洲大學,馬來西亞,1
104,私立,一般大學,1048,亞洲大學,越南,1
104,私立,一般大學,1048,亞洲大學,瑞士,1
104,私立,一般大學,1048,亞洲大學,蒙古,1
104,私立,一般大學,1049,開南大學,美國,1
104,私立,一般大學,1050,佛光大學,南韓,2
104,私立,一般大學,1050,佛光大學,美國,1
104,私立,一般大學,1058,明道大學,加拿大,1
104,私立,一般大學,1058,明道大學,美國,1
104,私立,技專校院,1018,朝陽科技大學,大韓民國(南韓),1
104,私立,技專校院,1018,朝陽科技大學,日本,2
104,私立,技專校院,1018,朝陽科技大學,英國,3
104,私立,技專校院,1018,朝陽科技大學,馬來西亞,5
104,私立,技專校院,1018,朝陽科技大學,越南社會主義共和國,2
104,私立,技專校院,1023,南臺科技大學,日本,5
104,私立,技專校院,1023,南臺科技大學,法國,1
104,私立,技專校院,1023,南臺科技大學,美國,1
104,私立,技專校院,1023,南臺科技大學,英國,5
104,私立,技專校院,1023,南臺科技大學,奧地利共和國,3
104,私立,技專校院,1025,嘉南藥理大學,美國,1
104,私立,技專校院,1025,嘉南藥理大學,泰王國(泰國),6
104,私立,技專校院,1025,嘉南藥理大學,菲律賓共和國,2
104,私立,技專校院,1026,樹德科技大學,烏克蘭,1
104,私立,技專校院,1032,明新科技大學,越南社會主義共和國,1
104,私立,技專校院,1040,建國科技大學,大韓民國(南韓),1
104,私立,技專校院,1040,建國科技大學,日本,1
104,私立,技專校院,1041,明志科技大學,美國,1
104,私立,技專校院,1041,明志科技大學,越南社會主義共和國,1
104,私立,技專校院,1046,中國科技大學,美國,2
104,私立,技專校院,1047,中臺科技大學,美國,1
104,私立,技專校院,1051,台南應用科技大學,英國,2
104,私立,技專校院,1051,台南應用科技大學,蒙古國,1
104,私立,技專校院,1052,遠東科技大學,美國,1
104,私立,技專校院,1054,景文科技大學,英國,1
104,私立,技專校院,1054,景文科技大學,紐西蘭,1
104,私立,技專校院,1056,東南科技大學,美國,1
104,私立,技專校院,1057,德明財經科技大學,美國,1
104,私立,技專校院,1060,南開科技大學,美國,1
104,私立,技專校院,1063,育達科技大學,越南社會主義共和國,1
104,私立,技專校院,1070,長庚科技大學,澳大利亞,1
104,私立,技專校院,1071,臺北城市科技大學,日本,2
104,私立,技專校院,1072,大華科技大學,日本,1
104,私立,技專校院,1075,文藻外語大學,德意志聯邦共和國,1
104,私立,技專校院,1076,華夏科技大學,英國,2
104,私立,技專校院,1078,致理科技大學,愛爾蘭共和國,1
104,私立,技專校院,1187,崇右技術學院,日本,1
