學年度,設立別,學校類別,學校統計處代碼,學校名稱,學雜費收入,業務總收入(總收入),學雜費收入占總收入之比率(%)
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,655140,893799,73.30
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,761302,1118809,68.05
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,288717,456043,63.31
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,227784,716396,31.80
108,私立,技專校院,1078,致理學校財團法人致理科技大學,823762,1151508,71.54
108,私立,一般大學,1079,康寧學校財團法人康寧大學,224629,336347,66.78
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,396639,547545,72.44
108,私立,技專校院,1081,東方學校財團法人東方設計大學,203244,316787,64.16
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,207404,299994,69.14
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,368013,555426,66.26
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,61608,372103,16.56
108,私立,技專校院,1148,大漢技術學院,68551,113237,60.54
108,私立,技專校院,1159,和春技術學院,49815,103871,47.96
108,私立,技專校院,1166,亞東技術學院,421320,1068986,39.41
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,242486,366421,66.18
108,私立,一般大學,1176,稻江科技暨管理學院,150296,199577,75.31
108,私立,技專校院,1182,蘭陽技術學院,63897,156301,40.88
108,私立,技專校院,1183,黎明技術學院,400230,569425,70.29
108,私立,技專校院,1185,經國管理暨健康學院,344503,478079,72.06
108,私立,技專校院,1188,大同技術學院,95041,154217,61.63
108,私立,技專校院,1192,臺灣觀光學院,32639,49902,65.41
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,69727,537226,12.98
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,12375,168879,7.33
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,272368,519781,52.40
108,私立,技專校院,1283,仁德醫護管理專科學校,400301,598749,66.86
108,私立,技專校院,1284,樹人醫護管理專科學校,468795,648916,72.24
108,私立,技專校院,1285,慈惠醫護管理專科學校,278524,412490,67.52
108,私立,技專校院,1286,耕莘健康管理專科學校,310337,592957,52.34
108,私立,技專校院,1287,敏惠醫護管理專科學校,256125,498025,51.43
108,私立,技專校院,1289,育英醫護管理專科學校,126733,191671,66.12
108,私立,技專校院,1291,聖母醫護管理專科學校,169022,264735,63.85
108,私立,技專校院,1292,新生醫護管理專科學校,379459,535721,70.83
108,私立,技專校院,1293,崇仁醫護管理專科學校,211561,328072,64.49
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,2405,24322,9.89
108,私立,宗教研修學院,1R03,臺北基督學院,11580,58640,19.75
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,8849,42150,20.99
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,9222,60223,15.31
108,私立,宗教研修學院,1R06,一貫道崇德學院,1750,118483,1.48
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,5262,21789,24.15
109,私立,一般大學,1001,東海大學,1568007,3069057,51.09
109,私立,一般大學,1002,輔仁大學,2384690,3812431,62.55
109,私立,一般大學,1003,東吳大學,1376866,2236277,61.57
109,私立,一般大學,1004,中原大學,1651250,3057721,54
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,2250433,3545610,63.47
109,私立,一般大學,1006,中國文化大學,2166988,3416676,63.42
109,私立,一般大學,1007,逢甲大學,2142294,4449636,48.15
109,私立,一般大學,1008,靜宜大學,1073517,1783913,60.18
109,私立,一般大學,1009,長庚大學,582154,3453549,16.86
109,私立,一般大學,1010,元智大學,832383,2089198,39.84
109,私立,一般大學,1011,中華大學學校財團法人中華大學,451931,878443,51.45
109,私立,一般大學,1012,大葉大學,760353,1192682,63.75
109,私立,一般大學,1013,華梵大學,93694,310181,30.21
109,私立,一般大學,1014,義守大學,1413751,2465185,57.35
109,私立,一般大學,1015,世新大學,1165657,2002782,58.20
109,私立,一般大學,1016,銘傳大學,1788906,2580955,69.31
109,私立,一般大學,1017,實踐大學,1077633,1736959,62.04
109,私立,技專校院,1018,朝陽科技大學,1377548,2269957,60.69
109,私立,一般大學,1019,高雄醫學大學,726694,3880676,18.73
109,私立,一般大學,1020,南華大學,474711,1129330,42.03
109,私立,一般大學,1021,真理大學,478182,672920,71.06
109,私立,一般大學,1022,大同大學,394645,768847,51.33
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1564164,2485215,62.94
109,私立,技專校院,1024,崑山科技大學,863870,1695234,50.96
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1101901,1758840,62.65
109,私立,技專校院,1026,樹德科技大學,881711,1386026,63.61
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,319155,1531351,20.84
109,私立,一般大學,1028,臺北醫學大學,638134,4804298,13.28
109,私立,一般大學,1029,中山醫學大學,749688,2099242,35.71
109,私立,技專校院,1030,龍華科技大學,906715,1391769,65.15
109,私立,技專校院,1031,輔英科技大學,820760,1278823,64.18
109,私立,技專校院,1032,明新學校財團法人明新科技大學,907530,1357063,66.87
109,私立,一般大學,1033,長榮大學,759049,1231847,61.62
109,私立,技專校院,1034,弘光科技大學,1019105,1627530,62.62
109,私立,一般大學,1035,中國醫藥大學,839333,5129675,16.36
109,私立,技專校院,1036,健行學校財團法人健行科技大學,890018,1261189,70.57
109,私立,技專校院,1037,正修學校財團法人正修科技大學,1298559,2206808,58.84
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,770138,1062436,72.49
109,私立,一般大學,1039,玄奘大學,202930,388850,52.19
109,私立,技專校院,1040,建國科技大學,516625,672046,76.87
109,私立,技專校院,1041,明志科技大學,394041,1644187,23.97
109,私立,技專校院,1042,高苑科技大學,231957,406505,57.06
109,私立,技專校院,1043,大仁科技大學,415476,677090,61.36
109,私立,技專校院,1044,聖約翰科技大學,168089,265721,63.26
109,私立,技專校院,1045,嶺東科技大學,878325,1185105,74.11
109,私立,技專校院,1046,中國科技大學,724684,1039042,69.75
109,私立,技專校院,1047,中臺科技大學,655185,964514,67.93
109,私立,一般大學,1048,亞洲大學,1131609,2238397,50.55
109,私立,一般大學,1049,開南大學,456596,703061,64.94
109,私立,一般大學,1050,佛光大學,276739,753965,36.70
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1102886,1380709,79.88
109,私立,技專校院,1052,遠東科技大學,353460,646392,54.68
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,484497,701725,69.04
109,私立,技專校院,1054,景文科技大學,499897,730109,68.47
109,私立,技專校院,1055,中華醫事科技大學,695047,1001730,69.38
109,私立,技專校院,1056,東南科技大學,447844,637582,70.24
109,私立,技專校院,1057,德明財經科技大學,602823,904533,66.64
109,私立,一般大學,1058,明道學校財團法人明道大學,221492,452179,48.98
109,私立,技專校院,1060,南開科技大學,297954,448692,66.41
109,私立,技專校院,1061,中華學校財團法人中華科技大學,383469,612238,62.63
109,私立,技專校院,1062,僑光科技大學,777118,988345,78.63
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,256750,398663,64.40
109,私立,技專校院,1064,美和學校財團法人美和科技大學,477351,681040,70.09
109,私立,技專校院,1065,吳鳳科技大學,389681,582024,66.95
109,私立,技專校院,1066,環球學校財團法人環球科技大學,266167,395512,67.30
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,85303,129557,65.84
109,私立,技專校院,1068,中州學校財團法人中州科技大學,133232,251807,52.91
109,私立,技專校院,1069,修平學校財團法人修平科技大學,394497,585642,67.36
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,513517,1325092,38.75
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,752207,997273,75.43
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,49722,176860,28.11
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,631543,880805,71.70
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,732144,1150948,63.61
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,275768,403154,68.40
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,229003,802959,28.52
109,私立,技專校院,1078,致理學校財團法人致理科技大學,827436,1139495,72.61
109,私立,一般大學,1079,康寧學校財團法人康寧大學,212827,274028,77.67
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,364791,516873,70.58
109,私立,技專校院,1081,東方學校財團法人東方設計大學,150002,298642,50.23
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,195480,271312,72.05
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,334372,508183,65.80
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,70483,351268,20.07
109,私立,技專校院,1148,大漢技術學院,62960,118885,52.96
109,私立,技專校院,1159,和春技術學院,34137,86319,39.55
109,私立,技專校院,1166,亞東技術學院,410773,1009412,40.69
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,220702,367633,60.03
109,私立,技專校院,1182,蘭陽技術學院,39242,125929,31.16
109,私立,技專校院,1183,黎明技術學院,406352,609757,66.64
109,私立,技專校院,1185,經國管理暨健康學院,323091,444098,72.75
109,私立,技專校院,1188,大同技術學院,72134,123939,58.20
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,83565,623524,13.40
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,11594,154471,7.51
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,264753,562232,47.09
109,私立,技專校院,1283,仁德醫護管理專科學校,398578,608073,65.55
109,私立,技專校院,1284,樹人醫護管理專科學校,467484,656876,71.17
109,私立,技專校院,1285,慈惠醫護管理專科學校,242501,379584,63.89
109,私立,技專校院,1286,耕莘健康管理專科學校,296200,563478,52.57
109,私立,技專校院,1287,敏惠醫護管理專科學校,257151,510548,50.37
109,私立,技專校院,1289,育英醫護管理專科學校,126293,179250,70.46
109,私立,技專校院,1290,崇仁醫護管理專科學校,209047,308544,67.75
109,私立,技專校院,1291,聖母醫護管理專科學校,147908,238409,62.04
109,私立,技專校院,1292,新生醫護管理專科學校,381947,533190,71.63
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,2672,24350,10.97
109,私立,宗教研修學院,1R03,臺北基督學院,9539,44007,21.68
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,8097,31703,25.54
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,9313,59527,15.65
109,私立,宗教研修學院,1R06,一貫道崇德學院,1747,186776,0.94
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,4383,25498,17.19
109,私立,宗教研修學院,1R08,中華福音神學研究學院,0,35026,0
109,私立,宗教研修學院,1R09,唯心聖教學院,0,7128,0
