學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學雜費減免人數-小計,學雜費減免人數-低收入戶學生,學雜費減免人數-中低收入戶學生,學雜費減免人數-身心障礙學生及身心障礙人士子女,學雜費減免人數-特殊境遇家庭之子女,學雜費減免人數-原住民學生
108,1,私立,一般大學,1017,實踐大學,1082,208,196,442,33,203
108,2,私立,一般大學,1017,實踐大學,1036,187,178,443,31,197
108,1,私立,技專校院,1018,朝陽科技大學,1736,356,387,741,103,149
108,2,私立,技專校院,1018,朝陽科技大學,1650,301,360,742,105,142
108,1,私立,一般大學,1019,高雄醫學大學,389,56,67,191,22,53
108,2,私立,一般大學,1019,高雄醫學大學,369,52,57,191,20,49
108,1,私立,一般大學,1020,南華大學,526,113,138,194,19,62
108,2,私立,一般大學,1020,南華大學,489,99,125,177,23,65
108,1,私立,一般大學,1021,真理大學,534,145,72,227,8,82
108,2,私立,一般大學,1021,真理大學,488,129,61,220,6,72
108,1,私立,一般大學,1022,大同大學,221,42,25,133,9,12
108,2,私立,一般大學,1022,大同大學,209,38,25,128,6,12
108,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1812,305,529,792,81,105
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1710,274,454,798,81,103
108,1,私立,技專校院,1024,崑山科技大學,1319,283,309,580,54,93
108,2,私立,技專校院,1024,崑山科技大學,1213,252,264,559,50,88
108,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1820,370,523,695,83,149
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1714,338,441,707,82,146
108,1,私立,技專校院,1026,樹德科技大學,1541,364,477,487,41,172
108,2,私立,技專校院,1026,樹德科技大學,1389,294,411,479,42,163
108,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,259,34,37,116,5,67
108,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,248,33,31,110,4,70
108,1,私立,一般大學,1028,臺北醫學大學,214,25,17,143,2,27
108,2,私立,一般大學,1028,臺北醫學大學,211,23,17,141,3,27
108,1,私立,一般大學,1029,中山醫學大學,426,59,61,182,14,110
108,2,私立,一般大學,1029,中山醫學大學,421,53,58,187,13,110
108,1,私立,技專校院,1030,龍華科技大學,1001,222,139,462,37,141
108,2,私立,技專校院,1030,龍華科技大學,929,186,125,457,33,128
108,1,私立,技專校院,1031,輔英科技大學,1649,454,463,481,51,200
108,2,私立,技專校院,1031,輔英科技大學,1536,394,422,472,50,198
108,1,私立,技專校院,1032,明新學校財團法人明新科技大學,1013,158,114,514,40,187
108,2,私立,技專校院,1032,明新學校財團法人明新科技大學,956,141,97,510,39,169
108,1,私立,一般大學,1033,長榮大學,937,184,227,374,41,111
108,2,私立,一般大學,1033,長榮大學,877,154,210,359,43,111
108,1,私立,技專校院,1034,弘光科技大學,1533,332,345,633,90,133
108,2,私立,技專校院,1034,弘光科技大學,1385,270,293,610,83,129
108,1,私立,一般大學,1035,中國醫藥大學,370,36,27,210,11,86
108,2,私立,一般大學,1035,中國醫藥大學,361,35,22,212,9,83
108,1,私立,技專校院,1036,健行學校財團法人健行科技大學,1228,238,130,541,44,275
108,2,私立,技專校院,1036,健行學校財團法人健行科技大學,1149,212,116,528,46,247
108,1,私立,技專校院,1037,正修學校財團法人正修科技大學,2420,526,679,885,54,276
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,2176,401,582,878,53,262
108,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,1277,237,161,499,55,325
108,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,1179,201,134,485,51,308
108,1,私立,一般大學,1039,玄奘大學,326,102,35,120,5,64
108,2,私立,一般大學,1039,玄奘大學,312,94,36,116,6,60
108,1,私立,技專校院,1040,建國科技大學,1124,206,368,459,48,43
108,2,私立,技專校院,1040,建國科技大學,1036,174,312,454,53,43
108,1,私立,技專校院,1041,明志科技大學,331,68,42,178,10,33
108,2,私立,技專校院,1041,明志科技大學,322,58,44,176,10,34
108,1,私立,技專校院,1042,高苑科技大學,532,100,127,220,17,68
108,2,私立,技專校院,1042,高苑科技大學,485,78,109,216,15,67
108,1,私立,技專校院,1043,大仁科技大學,1242,225,223,288,11,495
108,2,私立,技專校院,1043,大仁科技大學,1150,209,181,293,13,454
108,1,私立,技專校院,1044,聖約翰科技大學,373,103,43,148,7,72
108,2,私立,技專校院,1044,聖約翰科技大學,339,79,36,148,5,71
108,1,私立,技專校院,1045,嶺東科技大學,1229,318,317,426,55,113
108,2,私立,技專校院,1045,嶺東科技大學,1165,274,288,433,60,110
108,1,私立,技專校院,1046,中國科技大學,1087,351,167,409,23,137
108,2,私立,技專校院,1046,中國科技大學,1001,296,154,394,27,130
108,1,私立,技專校院,1047,中臺科技大學,1056,266,225,409,48,108
108,2,私立,技專校院,1047,中臺科技大學,960,228,197,392,45,98
108,1,私立,一般大學,1048,亞洲大學,854,152,140,404,47,111
108,2,私立,一般大學,1048,亞洲大學,819,142,131,390,47,109
108,1,私立,一般大學,1049,開南大學,582,96,67,232,17,170
108,2,私立,一般大學,1049,開南大學,542,79,62,229,16,156
108,1,私立,一般大學,1050,佛光大學,281,62,38,123,8,50
108,2,私立,一般大學,1050,佛光大學,272,62,36,119,7,48
108,1,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1518,317,379,606,67,149
108,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1366,269,317,587,57,136
108,1,私立,技專校院,1052,遠東科技大學,893,210,232,330,22,99
108,2,私立,技專校院,1052,遠東科技大學,818,166,199,324,26,103
108,1,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,684,139,78,334,31,102
108,2,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,652,119,78,335,25,95
108,1,私立,技專校院,1054,景文科技大學,753,197,123,324,14,95
108,2,私立,技專校院,1054,景文科技大學,719,165,128,325,11,90
108,1,私立,技專校院,1055,中華醫事科技大學,1332,327,328,513,65,99
108,2,私立,技專校院,1055,中華醫事科技大學,1265,282,333,493,62,95
108,1,私立,技專校院,1056,東南科技大學,857,314,122,317,7,97
108,2,私立,技專校院,1056,東南科技大學,809,266,121,318,9,95
108,1,私立,技專校院,1057,德明財經科技大學,777,242,107,351,18,59
108,2,私立,技專校院,1057,德明財經科技大學,735,198,116,347,20,54
108,1,私立,一般大學,1058,明道學校財團法人明道大學,415,86,121,170,18,20
108,2,私立,一般大學,1058,明道學校財團法人明道大學,393,63,116,176,19,19
108,1,私立,技專校院,1060,南開科技大學,663,101,156,324,30,52
108,2,私立,技專校院,1060,南開科技大學,614,82,139,315,29,49
108,1,私立,技專校院,1061,中華學校財團法人中華科技大學,650,189,114,247,20,80
108,2,私立,技專校院,1061,中華學校財團法人中華科技大學,609,147,111,256,18,77
108,1,私立,技專校院,1062,僑光科技大學,1127,290,275,413,52,97
108,2,私立,技專校院,1062,僑光科技大學,1041,220,259,412,51,99
108,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,620,110,52,326,30,102
108,2,私立,技專校院,1063,廣亞學校財團法人育達科技大學,605,94,48,335,30,98
108,1,私立,技專校院,1064,美和學校財團法人美和科技大學,1854,344,445,376,34,655
108,2,私立,技專校院,1064,美和學校財團法人美和科技大學,1709,318,372,362,29,628
108,1,私立,技專校院,1065,吳鳳科技大學,830,197,158,381,42,52
108,2,私立,技專校院,1065,吳鳳科技大學,763,160,139,377,35,52
108,1,私立,技專校院,1066,環球學校財團法人環球科技大學,975,172,102,300,20,381
108,2,私立,技專校院,1066,環球學校財團法人環球科技大學,914,155,87,291,27,354
108,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,289,75,65,114,8,27
108,2,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,265,64,51,115,7,28
108,1,私立,技專校院,1068,中州學校財團法人中州科技大學,482,108,127,208,11,28
108,2,私立,技專校院,1068,中州學校財團法人中州科技大學,452,90,112,215,11,24
108,1,私立,技專校院,1069,修平學校財團法人修平科技大學,765,208,151,316,38,52
108,2,私立,技專校院,1069,修平學校財團法人修平科技大學,726,175,147,316,37,51
108,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,719,128,117,299,47,128
108,2,私立,技專校院,1070,長庚學校財團法人長庚科技大學,703,114,115,305,45,124
108,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1383,452,213,482,24,212
108,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1276,393,200,467,20,196
108,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,169,21,14,82,6,46
108,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,155,14,14,75,6,46
108,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,1252,258,135,444,21,394
108,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,1174,209,132,436,19,378
108,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,801,154,202,322,38,85
108,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,767,141,188,309,42,87
108,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,537,170,70,239,6,52
108,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,484,142,69,223,6,44
108,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,980,135,54,110,9,672
108,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,933,100,44,100,8,681
108,1,私立,技專校院,1078,致理學校財團法人致理科技大學,993,236,145,467,22,123
108,2,私立,技專校院,1078,致理學校財團法人致理科技大學,943,200,146,462,15,120
108,1,私立,一般大學,1079,康寧學校財團法人康寧大學,409,182,67,110,7,43
108,2,私立,一般大學,1079,康寧學校財團法人康寧大學,384,175,65,100,6,38
108,1,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,704,170,106,322,12,94
108,2,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,646,130,89,327,12,88
108,1,私立,技專校院,1081,東方學校財團法人東方設計大學,507,124,127,177,7,72
108,2,私立,技專校院,1081,東方學校財團法人東方設計大學,448,105,103,172,4,64
108,1,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,583,127,49,188,3,216
108,2,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,540,97,44,176,3,220
108,1,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,870,256,92,405,17,100
108,2,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,823,226,84,396,18,99
108,1,私立,一般大學,1125,中信學校財團法人中信金融管理學院,67,17,7,18,3,22
108,2,私立,一般大學,1125,中信學校財團法人中信金融管理學院,66,13,8,19,2,24
108,1,私立,技專校院,1148,大漢技術學院,516,31,10,99,0,376
108,2,私立,技專校院,1148,大漢技術學院,467,21,7,94,0,345
108,1,私立,技專校院,1159,和春技術學院,220,52,30,93,2,43
108,2,私立,技專校院,1159,和春技術學院,196,45,22,86,2,41
108,1,私立,技專校院,1166,亞東技術學院,423,122,63,196,13,29
108,2,私立,技專校院,1166,亞東技術學院,410,106,66,193,13,32
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,544,99,50,221,13,161
108,2,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,482,84,35,216,13,134
108,1,私立,一般大學,1176,稻江科技暨管理學院,480,172,64,166,8,70
108,2,私立,一般大學,1176,稻江科技暨管理學院,441,144,58,165,5,69
108,1,私立,技專校院,1182,蘭陽技術學院,224,28,32,78,3,83
108,2,私立,技專校院,1182,蘭陽技術學院,207,26,29,81,0,71
108,1,私立,技專校院,1183,黎明技術學院,783,220,100,322,6,135
108,2,私立,技專校院,1183,黎明技術學院,723,181,104,310,7,121
108,1,私立,技專校院,1185,經國管理暨健康學院,673,213,84,264,7,105
108,2,私立,技專校院,1185,經國管理暨健康學院,631,172,81,266,6,106
108,1,私立,技專校院,1188,大同技術學院,331,65,57,134,9,66
108,2,私立,技專校院,1188,大同技術學院,305,55,53,125,8,64
108,1,私立,技專校院,1192,臺灣觀光學院,181,31,3,31,0,116
108,2,私立,技專校院,1192,臺灣觀光學院,174,22,9,30,0,113
108,1,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,39,4,0,21,2,12
108,2,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,41,3,1,23,2,12
108,1,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,6,1,0,5,0,0
108,2,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,7,1,0,5,0,1
108,1,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,814,259,108,185,17,245
108,2,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,797,235,108,189,14,251
108,1,私立,技專校院,1283,仁德醫護管理專科學校,967,250,223,281,51,162
108,2,私立,技專校院,1283,仁德醫護管理專科學校,909,234,198,279,53,145
108,1,私立,技專校院,1284,樹人醫護管理專科學校,1322,361,431,320,28,182
108,2,私立,技專校院,1284,樹人醫護管理專科學校,1236,311,406,310,32,177
108,1,私立,技專校院,1285,慈惠醫護管理專科學校,1376,339,428,218,28,363
108,2,私立,技專校院,1285,慈惠醫護管理專科學校,1312,311,379,222,26,374
108,1,私立,技專校院,1286,耕莘健康管理專科學校,745,234,115,224,19,153
108,2,私立,技專校院,1286,耕莘健康管理專科學校,722,219,114,219,18,152
108,1,私立,技專校院,1287,敏惠醫護管理專科學校,696,154,259,189,33,61
108,2,私立,技專校院,1287,敏惠醫護管理專科學校,655,137,241,178,44,55
108,1,私立,技專校院,1289,育英醫護管理專科學校,364,118,139,64,7,36
108,2,私立,技專校院,1289,育英醫護管理專科學校,338,109,122,66,8,33
108,1,私立,技專校院,1291,聖母醫護管理專科學校,595,119,81,158,16,221
108,2,私立,技專校院,1291,聖母醫護管理專科學校,551,105,69,149,11,217
108,1,私立,技專校院,1292,新生醫護管理專科學校,1106,302,99,241,39,425
108,2,私立,技專校院,1292,新生醫護管理專科學校,1066,267,107,240,41,411
108,1,私立,技專校院,1293,崇仁醫護管理專科學校,529,143,157,162,34,33
108,2,私立,技專校院,1293,崇仁醫護管理專科學校,507,132,149,161,34,31
108,1,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,2,0,0,0,0,2
108,2,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,3,0,0,0,0,3
108,1,私立,宗教研修學院,1R03,臺北基督學院,14,1,3,3,0,7
108,2,私立,宗教研修學院,1R03,臺北基督學院,16,0,4,4,0,8
108,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,12,3,1,6,2,0
108,2,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,11,2,1,6,2,0
108,1,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,11,0,0,6,0,5
108,2,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,12,0,0,7,0,5
108,1,私立,宗教研修學院,1R06,一貫道崇德學院,1,0,0,1,0,0
108,1,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,13,0,1,4,0,8
108,2,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,12,0,0,4,0,8
108,1,公立,一般大學,3002,臺北市立大學,650,91,55,211,20,273
108,2,公立,一般大學,3002,臺北市立大學,617,76,48,207,18,268
109,1,公立,一般大學,0001,國立政治大學,782,134,109,351,19,169
109,2,公立,一般大學,0001,國立政治大學,772,135,91,344,27,175
109,1,公立,一般大學,0002,國立清華大學,716,119,101,365,24,107
109,2,公立,一般大學,0002,國立清華大學,684,107,91,358,21,107
109,1,公立,一般大學,0003,國立臺灣大學,1298,190,130,678,38,262
109,2,公立,一般大學,0003,國立臺灣大學,1237,170,118,656,31,262
109,1,公立,一般大學,0004,國立臺灣師範大學,840,97,80,415,25,223
109,2,公立,一般大學,0004,國立臺灣師範大學,808,82,74,401,21,230
109,1,公立,一般大學,0005,國立成功大學,901,136,142,467,37,119
109,2,公立,一般大學,0005,國立成功大學,871,122,133,467,31,118
109,1,公立,一般大學,0006,國立中興大學,747,80,98,409,35,125
109,2,公立,一般大學,0006,國立中興大學,705,74,87,387,31,126
109,1,公立,一般大學,0007,國立陽明交通大學,554,93,53,327,26,55
109,2,公立,一般大學,0007,國立陽明交通大學,678,91,71,407,32,77
109,1,公立,一般大學,0008,國立中央大學,515,86,98,264,19,48
109,2,公立,一般大學,0008,國立中央大學,481,79,84,254,16,48
109,1,公立,一般大學,0009,國立中山大學,468,59,74,256,7,72
109,2,公立,一般大學,0009,國立中山大學,460,49,66,257,9,79
109,1,公立,一般大學,0012,國立臺灣海洋大學,509,50,72,268,23,96
109,2,公立,一般大學,0012,國立臺灣海洋大學,480,47,62,260,21,90
109,1,公立,一般大學,0013,國立中正大學,606,86,93,316,25,86
109,2,公立,一般大學,0013,國立中正大學,568,74,79,305,29,81
109,1,公立,一般大學,0014,國立高雄師範大學,611,52,47,169,10,333
109,2,公立,一般大學,0014,國立高雄師範大學,589,41,47,166,8,327
109,1,公立,一般大學,0015,國立彰化師範大學,497,64,78,227,22,106
109,2,公立,一般大學,0015,國立彰化師範大學,481,58,70,230,20,103
109,1,公立,一般大學,0016,國立陽明大學,164,18,19,95,5,27
109,1,公立,一般大學,0017,國立臺北大學,490,73,58,252,12,95
109,2,公立,一般大學,0017,國立臺北大學,467,54,49,250,16,98
109,1,公立,一般大學,0018,國立嘉義大學,767,88,152,327,43,157
109,2,公立,一般大學,0018,國立嘉義大學,733,79,127,333,41,153
109,1,公立,一般大學,0019,國立高雄大學,370,38,57,153,10,112
109,2,公立,一般大學,0019,國立高雄大學,360,40,50,159,9,102
109,1,公立,一般大學,0020,國立東華大學,1225,149,124,309,10,633
109,2,公立,一般大學,0020,國立東華大學,1192,130,117,297,12,636
109,1,公立,一般大學,0021,國立暨南國際大學,542,54,67,152,12,257
109,2,公立,一般大學,0021,國立暨南國際大學,528,51,61,158,11,247
109,1,公立,技專校院,0022,國立臺灣科技大學,512,82,75,256,16,83
109,2,公立,技專校院,0022,國立臺灣科技大學,499,69,65,260,17,88
109,1,公立,技專校院,0023,國立雲林科技大學,703,124,140,326,37,76
109,2,公立,技專校院,0023,國立雲林科技大學,674,104,128,322,41,79
109,1,公立,技專校院,0024,國立屏東科技大學,1068,201,288,393,36,150
109,2,公立,技專校院,0024,國立屏東科技大學,984,172,250,380,35,147
109,1,公立,技專校院,0025,國立臺北科技大學,749,134,140,356,23,96
109,2,公立,技專校院,0025,國立臺北科技大學,711,125,119,354,22,91
109,1,公立,一般大學,0028,國立臺北藝術大學,167,12,22,81,3,49
109,2,公立,一般大學,0028,國立臺北藝術大學,158,12,21,78,2,45
109,1,公立,一般大學,0029,國立臺灣藝術大學,287,29,24,145,7,82
109,2,公立,一般大學,0029,國立臺灣藝術大學,290,20,19,154,7,90
109,1,公立,一般大學,0030,國立臺東大學,780,102,70,149,9,450
109,2,公立,一般大學,0030,國立臺東大學,738,92,62,147,8,429
109,1,公立,一般大學,0031,國立宜蘭大學,513,73,64,221,7,148
109,2,公立,一般大學,0031,國立宜蘭大學,486,64,59,220,5,138
109,1,公立,一般大學,0032,國立聯合大學,599,99,103,287,32,78
109,2,公立,一般大學,0032,國立聯合大學,568,87,85,288,30,78
109,1,公立,技專校院,0033,國立虎尾科技大學,1021,199,217,473,59,73
109,2,公立,技專校院,0033,國立虎尾科技大學,972,176,197,461,63,75
109,1,公立,一般大學,0035,國立臺南藝術大學,117,13,8,47,0,49
109,2,公立,一般大學,0035,國立臺南藝術大學,118,9,13,43,3,50
109,1,公立,一般大學,0036,國立臺南大學,417,61,82,188,16,70
109,2,公立,一般大學,0036,國立臺南大學,398,54,78,184,13,69
109,1,公立,一般大學,0037,國立臺北教育大學,353,44,28,150,8,123
109,2,公立,一般大學,0037,國立臺北教育大學,350,41,25,153,6,125
109,1,公立,一般大學,0039,國立臺中教育大學,293,40,34,128,11,80
109,2,公立,一般大學,0039,國立臺中教育大學,279,33,37,125,13,71
109,1,公立,技專校院,0042,國立澎湖科技大學,273,66,59,114,15,19
109,2,公立,技專校院,0042,國立澎湖科技大學,250,58,44,114,15,19
109,1,公立,技專校院,0043,國立勤益科技大學,1139,223,264,470,63,119
109,2,公立,技專校院,0043,國立勤益科技大學,1048,172,240,463,60,113
109,1,公立,一般大學,0044,國立體育大學,388,55,21,83,6,223
109,2,公立,一般大學,0044,國立體育大學,371,49,17,84,5,216
109,1,公立,技專校院,0046,國立臺北護理健康大學,485,101,84,188,16,96
109,2,公立,技專校院,0046,國立臺北護理健康大學,455,92,78,183,11,91
109,1,公立,技專校院,0047,國立高雄餐旅大學,433,74,90,153,21,95
109,2,公立,技專校院,0047,國立高雄餐旅大學,421,65,90,153,21,92
109,1,公立,一般大學,0048,國立金門大學,329,62,48,159,14,46
109,2,公立,一般大學,0048,國立金門大學,316,46,51,157,14,48
109,1,公立,一般大學,0049,國立臺灣體育運動大學,446,75,75,84,14,198
109,2,公立,一般大學,0049,國立臺灣體育運動大學,425,61,64,90,13,197
109,1,公立,技專校院,0050,國立臺中科技大學,1824,434,459,595,63,273
109,2,公立,技專校院,0050,國立臺中科技大學,1717,378,419,593,62,265
109,1,公立,技專校院,0051,國立臺北商業大學,912,179,123,348,27,235
109,2,公立,技專校院,0051,國立臺北商業大學,853,150,116,340,27,220
109,1,公立,一般大學,0052,國立屏東大學,1081,141,207,351,36,346
109,2,公立,一般大學,0052,國立屏東大學,1022,114,193,343,35,337
109,1,公立,技專校院,0053,國立高雄科技大學,2485,450,680,981,101,273
109,2,公立,技專校院,0053,國立高雄科技大學,2271,369,595,961,93,253
109,1,公立,技專校院,0144,國立臺灣戲曲學院,84,31,14,23,2,14
109,2,公立,技專校院,0144,國立臺灣戲曲學院,78,27,13,23,2,13
109,1,公立,技專校院,0221,國立臺南護理專科學校,335,96,96,88,14,41
109,2,公立,技專校院,0221,國立臺南護理專科學校,328,85,93,93,14,43
109,1,公立,技專校院,0222,國立臺東專科學校,226,41,35,58,3,89
109,2,公立,技專校院,0222,國立臺東專科學校,204,40,30,54,3,77
109,1,私立,一般大學,1001,東海大學,851,145,173,442,37,54
109,2,私立,一般大學,1001,東海大學,831,143,152,439,42,55
109,1,私立,一般大學,1002,輔仁大學,1413,224,165,662,34,328
109,2,私立,一般大學,1002,輔仁大學,1366,201,151,661,33,320
109,1,私立,一般大學,1003,東吳大學,774,152,107,381,24,110
109,2,私立,一般大學,1003,東吳大學,742,133,100,381,22,106
109,1,私立,一般大學,1004,中原大學,878,137,126,432,32,151
109,2,私立,一般大學,1004,中原大學,849,119,118,432,30,150
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,1328,247,181,666,56,178
109,2,私立,一般大學,1005,淡江大學學校財團法人淡江大學,1300,222,170,679,51,178
109,1,私立,一般大學,1006,中國文化大學,1818,431,280,779,45,283
109,2,私立,一般大學,1006,中國文化大學,1709,384,257,762,41,265
109,1,私立,一般大學,1007,逢甲大學,1140,190,242,581,50,77
109,2,私立,一般大學,1007,逢甲大學,1117,178,224,590,49,76
109,1,私立,一般大學,1008,靜宜大學,1023,198,225,392,49,159
109,2,私立,一般大學,1008,靜宜大學,1001,179,217,399,54,152
109,1,私立,一般大學,1009,長庚大學,248,30,28,149,9,32
109,2,私立,一般大學,1009,長庚大學,249,28,28,148,11,34
109,1,私立,一般大學,1010,元智大學,375,70,43,216,19,27
109,2,私立,一般大學,1010,元智大學,362,70,33,214,19,26
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,354,67,57,181,14,35
109,2,私立,一般大學,1011,中華大學學校財團法人中華大學,338,56,55,177,13,37
109,1,私立,一般大學,1012,大葉大學,733,136,215,283,28,71
109,2,私立,一般大學,1012,大葉大學,675,118,186,277,28,66
109,1,私立,一般大學,1013,華梵大學,101,25,11,60,0,5
109,2,私立,一般大學,1013,華梵大學,94,23,11,55,0,5
109,1,私立,一般大學,1014,義守大學,1281,190,214,437,44,396
109,2,私立,一般大學,1014,義守大學,1242,182,195,443,41,381
109,1,私立,一般大學,1015,世新大學,918,187,133,350,23,225
109,2,私立,一般大學,1015,世新大學,898,170,131,361,27,209
109,1,私立,一般大學,1016,銘傳大學,1050,200,158,505,43,144
109,2,私立,一般大學,1016,銘傳大學,1048,186,149,524,47,142
109,1,私立,一般大學,1017,實踐大學,1066,205,194,458,26,183
109,2,私立,一般大學,1017,實踐大學,1014,180,179,446,28,181
109,1,私立,技專校院,1018,朝陽科技大學,1691,346,402,697,98,148
109,2,私立,技專校院,1018,朝陽科技大學,1599,287,374,699,98,141
109,1,私立,一般大學,1019,高雄醫學大學,381,53,69,177,21,61
109,2,私立,一般大學,1019,高雄醫學大學,366,50,65,175,18,58
109,1,私立,一般大學,1020,南華大學,545,107,156,194,23,65
109,2,私立,一般大學,1020,南華大學,501,103,138,178,23,59
109,1,私立,一般大學,1021,真理大學,478,139,61,195,6,77
109,2,私立,一般大學,1021,真理大學,449,125,57,185,7,75
109,1,私立,一般大學,1022,大同大學,207,45,25,118,6,13
109,2,私立,一般大學,1022,大同大學,211,42,27,123,6,13
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1773,297,500,775,88,113
109,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1696,279,427,784,89,117
109,1,私立,技專校院,1024,崑山科技大學,1239,287,284,538,47,83
109,2,私立,技專校院,1024,崑山科技大學,1177,258,256,537,45,81
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1624,336,462,623,76,127
109,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1523,294,406,624,76,123
109,1,私立,技專校院,1026,樹德科技大學,1473,317,451,464,44,197
109,2,私立,技專校院,1026,樹德科技大學,1370,274,412,455,40,189
109,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,291,52,36,121,3,79
109,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,284,46,36,119,3,80
109,1,私立,一般大學,1028,臺北醫學大學,229,31,19,144,3,32
109,2,私立,一般大學,1028,臺北醫學大學,216,27,14,140,3,32
109,1,私立,一般大學,1029,中山醫學大學,413,49,62,174,12,116
109,2,私立,一般大學,1029,中山醫學大學,410,47,57,180,9,117
109,1,私立,技專校院,1030,龍華科技大學,1038,233,136,509,32,128
109,2,私立,技專校院,1030,龍華科技大學,987,195,127,497,32,136
109,1,私立,技專校院,1031,輔英科技大學,1633,414,464,478,50,227
109,2,私立,技專校院,1031,輔英科技大學,1490,366,414,467,45,198
109,1,私立,技專校院,1032,明新學校財團法人明新科技大學,1001,160,117,468,45,211
109,2,私立,技專校院,1032,明新學校財團法人明新科技大學,947,148,91,466,46,196
109,1,私立,一般大學,1033,長榮大學,905,181,237,350,39,98
109,2,私立,一般大學,1033,長榮大學,869,170,217,344,41,97
109,1,私立,技專校院,1034,弘光科技大學,1543,355,335,620,96,137
109,2,私立,技專校院,1034,弘光科技大學,1374,293,297,581,89,114
109,1,私立,一般大學,1035,中國醫藥大學,364,35,32,194,10,93
109,2,私立,一般大學,1035,中國醫藥大學,357,33,32,193,9,90
109,1,私立,技專校院,1036,健行學校財團法人健行科技大學,1283,256,156,566,44,261
109,2,私立,技專校院,1036,健行學校財團法人健行科技大學,1222,223,134,560,47,258
109,1,私立,技專校院,1037,正修學校財團法人正修科技大學,2381,482,701,855,54,289
109,2,私立,技專校院,1037,正修學校財團法人正修科技大學,2131,402,552,840,56,281
109,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,1301,250,140,508,48,355
109,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,1191,196,131,487,46,331
109,1,私立,一般大學,1039,玄奘大學,297,81,51,101,6,58
109,2,私立,一般大學,1039,玄奘大學,269,68,47,94,5,55
109,1,私立,技專校院,1040,建國科技大學,996,181,338,387,49,41
