學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學雜費減免人數-小計,學雜費減免人數-低收入戶學生,學雜費減免人數-中低收入戶學生,學雜費減免人數-身心障礙學生及身心障礙人士子女,學雜費減免人數-特殊境遇家庭之子女,學雜費減免人數-原住民學生
106,2,公立,一般大學,0021,國立暨南國際大學,525,42,50,177,14,242
106,1,公立,技專校院,0022,國立臺灣科技大學,576,80,86,301,19,90
106,2,公立,技專校院,0022,國立臺灣科技大學,542,55,81,295,18,93
106,1,公立,技專校院,0023,國立雲林科技大學,751,124,162,370,32,63
106,2,公立,技專校院,0023,國立雲林科技大學,706,101,152,361,31,61
106,1,公立,技專校院,0024,國立屏東科技大學,1116,219,255,443,33,166
106,2,公立,技專校院,0024,國立屏東科技大學,1055,201,216,448,31,159
106,1,公立,技專校院,0025,國立臺北科技大學,773,145,106,405,22,95
106,2,公立,技專校院,0025,國立臺北科技大學,717,120,97,389,19,92
106,1,公立,一般大學,0028,國立臺北藝術大學,157,14,14,81,3,45
106,2,公立,一般大學,0028,國立臺北藝術大學,150,14,13,75,3,45
106,1,公立,一般大學,0029,國立臺灣藝術大學,323,32,41,160,10,80
106,2,公立,一般大學,0029,國立臺灣藝術大學,313,28,35,161,6,83
106,1,公立,一般大學,0030,國立臺東大學,614,98,53,141,12,310
106,2,公立,一般大學,0030,國立臺東大學,549,76,49,128,12,284
106,1,公立,一般大學,0031,國立宜蘭大學,522,77,50,242,12,141
106,2,公立,一般大學,0031,國立宜蘭大學,494,67,45,240,11,131
106,1,公立,一般大學,0032,國立聯合大學,643,98,104,310,43,88
106,2,公立,一般大學,0032,國立聯合大學,603,88,87,302,41,85
106,1,公立,技專校院,0033,國立虎尾科技大學,875,158,171,423,51,72
106,2,公立,技專校院,0033,國立虎尾科技大學,812,138,149,405,49,71
106,1,公立,一般大學,0035,國立臺南藝術大學,106,10,12,57,2,25
106,2,公立,一般大學,0035,國立臺南藝術大學,100,9,8,53,3,27
106,1,公立,一般大學,0036,國立臺南大學,378,57,72,177,24,48
106,2,公立,一般大學,0036,國立臺南大學,376,55,69,183,19,50
106,1,公立,一般大學,0037,國立臺北教育大學,302,30,18,146,7,101
106,2,公立,一般大學,0037,國立臺北教育大學,288,29,19,134,7,99
106,1,公立,一般大學,0039,國立臺中教育大學,320,48,50,132,20,70
106,2,公立,一般大學,0039,國立臺中教育大學,303,41,46,128,21,67
106,1,公立,技專校院,0042,國立澎湖科技大學,297,66,59,128,12,32
106,2,公立,技專校院,0042,國立澎湖科技大學,284,58,60,124,13,29
106,1,公立,技專校院,0043,國立勤益科技大學,1038,206,192,463,64,113
106,2,公立,技專校院,0043,國立勤益科技大學,964,163,173,461,56,111
106,1,公立,一般大學,0044,國立體育大學,306,37,30,92,5,142
106,2,公立,一般大學,0044,國立體育大學,285,32,21,89,4,139
106,1,公立,技專校院,0046,國立臺北護理健康大學,422,87,53,182,11,89
106,2,公立,技專校院,0046,國立臺北護理健康大學,409,82,44,177,12,94
106,1,公立,技專校院,0047,國立高雄餐旅大學,497,102,95,168,28,104
106,2,公立,技專校院,0047,國立高雄餐旅大學,474,85,86,169,27,107
106,1,公立,一般大學,0048,國立金門大學,332,71,42,169,9,41
106,2,公立,一般大學,0048,國立金門大學,326,64,40,170,10,42
106,1,公立,一般大學,0049,國立臺灣體育運動大學,459,71,58,104,6,220
106,2,公立,一般大學,0049,國立臺灣體育運動大學,431,57,53,106,8,207
106,1,公立,技專校院,0050,國立臺中科技大學,1700,359,379,643,72,247
106,2,公立,技專校院,0050,國立臺中科技大學,1572,313,316,638,70,235
106,1,公立,技專校院,0051,國立臺北商業大學,921,175,115,356,17,258
106,2,公立,技專校院,0051,國立臺北商業大學,867,146,101,357,12,251
106,1,公立,一般大學,0052,國立屏東大學,1097,161,218,374,36,308
106,2,公立,一般大學,0052,國立屏東大學,1015,131,184,363,34,303
106,1,公立,技專校院,0053,國立高雄科技大學,2630,553,591,1087,104,295
106,2,公立,技專校院,0053,國立高雄科技大學,2433,449,527,1072,106,279
106,1,公立,技專校院,0144,國立臺灣戲曲學院,82,23,11,27,1,20
106,2,公立,技專校院,0144,國立臺灣戲曲學院,74,19,9,26,1,19
106,1,公立,技專校院,0221,國立臺南護理專科學校,339,81,120,80,14,44
106,2,公立,技專校院,0221,國立臺南護理專科學校,337,74,111,87,18,47
106,1,公立,技專校院,0222,國立臺東專科學校,359,89,36,79,3,152
106,2,公立,技專校院,0222,國立臺東專科學校,327,58,39,79,3,148
106,1,私立,一般大學,1001,東海大學,851,153,153,456,40,49
106,2,私立,一般大學,1001,東海大學,821,138,141,454,42,46
106,1,私立,一般大學,1002,輔仁大學,1475,247,148,764,44,272
106,2,私立,一般大學,1002,輔仁大學,1403,197,144,751,35,276
106,1,私立,一般大學,1003,東吳大學,776,137,92,410,19,118
106,2,私立,一般大學,1003,東吳大學,760,130,89,413,15,113
106,1,私立,一般大學,1004,中原大學,861,124,91,486,45,115
106,2,私立,一般大學,1004,中原大學,829,105,84,477,45,118
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,1285,232,148,710,46,149
106,2,私立,一般大學,1005,淡江大學學校財團法人淡江大學,1238,197,137,705,50,149
106,1,私立,一般大學,1006,中國文化大學,1796,407,256,786,47,300
106,2,私立,一般大學,1006,中國文化大學,1685,360,224,770,38,293
106,1,私立,一般大學,1007,逢甲大學,1149,205,225,594,70,55
106,2,私立,一般大學,1007,逢甲大學,1095,167,218,589,67,54
106,1,私立,一般大學,1008,靜宜大學,888,175,193,416,45,59
106,2,私立,一般大學,1008,靜宜大學,857,154,186,406,48,63
106,1,私立,一般大學,1009,長庚大學,278,43,19,186,5,25
106,2,私立,一般大學,1009,長庚大學,265,40,16,178,5,26
106,1,私立,一般大學,1010,元智大學,412,67,37,254,19,35
106,2,私立,一般大學,1010,元智大學,404,62,37,251,18,36
106,1,私立,一般大學,1011,中華大學學校財團法人中華大學,434,87,45,237,15,50
106,2,私立,一般大學,1011,中華大學學校財團法人中華大學,400,67,47,226,15,45
106,1,私立,一般大學,1012,大葉大學,1020,160,215,472,52,121
106,2,私立,一般大學,1012,大葉大學,979,141,199,467,54,118
106,1,私立,一般大學,1013,華梵大學,179,47,16,99,2,15
106,2,私立,一般大學,1013,華梵大學,173,42,17,98,2,14
106,1,私立,一般大學,1014,義守大學,1511,283,261,507,44,416
106,2,私立,一般大學,1014,義守大學,1442,244,234,515,37,412
106,1,私立,一般大學,1015,世新大學,917,183,133,359,16,226
106,2,私立,一般大學,1015,世新大學,896,167,129,356,16,228
106,1,私立,一般大學,1016,銘傳大學,1065,216,128,551,42,128
106,2,私立,一般大學,1016,銘傳大學,1039,181,126,562,39,131
106,1,私立,一般大學,1017,實踐大學,1135,230,199,469,35,202
106,2,私立,一般大學,1017,實踐大學,1093,206,184,473,27,203
106,1,私立,技專校院,1018,朝陽科技大學,1707,341,378,733,119,136
106,2,私立,技專校院,1018,朝陽科技大學,1600,284,336,735,111,134
106,1,私立,一般大學,1019,高雄醫學大學,356,56,44,193,15,48
106,2,私立,一般大學,1019,高雄醫學大學,323,49,33,180,14,47
106,1,私立,一般大學,1020,南華大學,506,142,117,185,22,40
106,2,私立,一般大學,1020,南華大學,473,131,106,173,22,41
106,1,私立,一般大學,1021,真理大學,567,148,71,241,23,84
106,2,私立,一般大學,1021,真理大學,528,125,70,235,21,77
106,1,私立,一般大學,1022,大同大學,220,38,21,147,4,10
106,2,私立,一般大學,1022,大同大學,213,34,18,147,4,10
106,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1831,370,471,817,87,86
106,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1736,320,422,809,97,88
106,1,私立,技專校院,1024,崑山科技大學,1387,296,337,608,64,82
106,2,私立,技專校院,1024,崑山科技大學,1303,255,295,607,64,82
106,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,2060,455,497,820,90,198
106,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1970,396,446,840,94,194
106,1,私立,技專校院,1026,樹德科技大學,1521,393,432,513,34,149
106,2,私立,技專校院,1026,樹德科技大學,1373,326,359,504,37,147
106,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,258,36,28,122,7,65
106,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,246,33,26,121,7,59
106,1,私立,一般大學,1028,臺北醫學大學,219,17,10,162,3,27
106,2,私立,一般大學,1028,臺北醫學大學,217,14,12,160,3,28
106,1,私立,一般大學,1029,中山醫學大學,395,62,60,193,10,70
106,2,私立,一般大學,1029,中山醫學大學,395,55,51,197,10,82
106,1,私立,技專校院,1030,龍華科技大學,989,232,111,465,41,140
106,2,私立,技專校院,1030,龍華科技大學,928,180,120,457,36,135
106,1,私立,技專校院,1031,輔英科技大學,1615,504,470,432,58,151
106,2,私立,技專校院,1031,輔英科技大學,1448,434,397,419,50,148
106,1,私立,技專校院,1032,明新學校財團法人明新科技大學,1088,167,130,577,65,149
106,2,私立,技專校院,1032,明新學校財團法人明新科技大學,1031,131,117,570,62,151
106,1,私立,一般大學,1033,長榮大學,1057,190,227,435,38,167
106,2,私立,一般大學,1033,長榮大學,1017,164,212,442,41,158
106,1,私立,技專校院,1034,弘光科技大學,1533,332,322,647,86,146
106,2,私立,技專校院,1034,弘光科技大學,1358,265,278,604,77,134
106,1,私立,一般大學,1035,中國醫藥大學,404,32,34,260,8,70
106,2,私立,一般大學,1035,中國醫藥大學,395,27,28,256,8,76
106,1,私立,技專校院,1036,健行學校財團法人健行科技大學,1090,205,94,526,46,219
106,2,私立,技專校院,1036,健行學校財團法人健行科技大學,1022,184,87,505,39,207
106,1,私立,技專校院,1037,正修學校財團法人正修科技大學,2444,573,741,892,62,176
106,2,私立,技專校院,1037,正修學校財團法人正修科技大學,2179,462,603,885,59,170
106,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,1206,243,106,511,47,299
106,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,1103,178,117,497,41,270
106,1,私立,一般大學,1039,玄奘大學,408,108,51,169,10,70
106,2,私立,一般大學,1039,玄奘大學,390,97,51,167,12,63
106,1,私立,技專校院,1040,建國科技大學,1154,245,309,496,61,43
106,2,私立,技專校院,1040,建國科技大學,1060,208,261,491,60,40
106,1,私立,技專校院,1041,明志科技大學,325,79,47,153,11,35
106,2,私立,技專校院,1041,明志科技大學,313,59,55,156,11,32
106,1,私立,技專校院,1042,高苑科技大學,1040,254,265,371,30,120
106,2,私立,技專校院,1042,高苑科技大學,933,194,211,375,29,124
106,1,私立,技專校院,1043,大仁科技大學,1344,291,291,377,27,358
106,2,私立,技專校院,1043,大仁科技大學,1239,245,237,368,27,362
106,1,私立,技專校院,1044,聖約翰科技大學,446,139,56,179,7,65
106,2,私立,技專校院,1044,聖約翰科技大學,419,117,56,181,6,59
106,1,私立,技專校院,1045,嶺東科技大學,1126,283,246,447,53,97
106,2,私立,技專校院,1045,嶺東科技大學,1095,255,244,445,52,99
106,1,私立,技專校院,1046,中國科技大學,1231,366,191,508,25,141
106,2,私立,技專校院,1046,中國科技大學,1140,320,177,491,24,128
106,1,私立,技專校院,1047,中臺科技大學,1068,255,205,447,55,106
106,2,私立,技專校院,1047,中臺科技大學,972,221,182,426,54,89
106,1,私立,一般大學,1048,亞洲大學,914,173,145,432,45,119
106,2,私立,一般大學,1048,亞洲大學,870,157,129,423,43,118
106,1,私立,一般大學,1049,開南大學,637,124,68,279,22,144
106,2,私立,一般大學,1049,開南大學,610,104,71,270,19,146
106,1,私立,一般大學,1050,佛光大學,285,62,33,131,13,46
106,2,私立,一般大學,1050,佛光大學,283,56,31,133,12,51
106,1,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1365,318,307,540,61,139
106,2,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,1277,278,264,545,59,131
106,1,私立,技專校院,1052,遠東科技大學,1025,284,257,361,34,89
106,2,私立,技專校院,1052,遠東科技大學,934,233,223,352,36,90
106,1,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,696,132,90,350,31,93
106,2,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,658,110,82,355,24,87
106,1,私立,技專校院,1054,景文科技大學,778,204,123,336,18,97
106,2,私立,技專校院,1054,景文科技大學,736,157,127,338,17,97
106,1,私立,技專校院,1055,中華醫事科技大學,1484,380,345,603,70,86
106,2,私立,技專校院,1055,中華醫事科技大學,1385,344,307,588,64,82
106,1,私立,技專校院,1056,東南科技大學,929,328,124,357,12,108
106,2,私立,技專校院,1056,東南科技大學,873,290,120,349,13,101
106,1,私立,技專校院,1057,德明財經科技大學,845,240,115,394,20,76
106,2,私立,技專校院,1057,德明財經科技大學,810,196,125,390,20,79
106,1,私立,一般大學,1058,明道學校財團法人明道大學,570,113,138,255,28,36
106,2,私立,一般大學,1058,明道學校財團法人明道大學,532,94,116,256,31,35
106,1,私立,技專校院,1060,南開科技大學,842,169,178,394,46,55
106,2,私立,技專校院,1060,南開科技大學,801,138,162,401,44,56
106,1,私立,技專校院,1061,中華學校財團法人中華科技大學,792,229,125,315,22,101
106,2,私立,技專校院,1061,中華學校財團法人中華科技大學,763,196,123,317,22,105
106,1,私立,技專校院,1062,僑光科技大學,1070,308,204,403,64,91
106,2,私立,技專校院,1062,僑光科技大學,967,244,179,389,60,95
106,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,671,132,66,348,48,77
106,2,私立,技專校院,1063,廣亞學校財團法人育達科技大學,613,98,65,331,40,79
106,1,私立,技專校院,1064,美和學校財團法人美和科技大學,1979,397,440,431,44,667
106,2,私立,技專校院,1064,美和學校財團法人美和科技大學,1904,359,413,433,44,655
106,1,私立,技專校院,1065,吳鳳科技大學,888,204,178,421,33,52
106,2,私立,技專校院,1065,吳鳳科技大學,825,170,161,403,42,49
106,1,私立,技專校院,1066,環球學校財團法人環球科技大學,1198,236,143,453,35,331
106,2,私立,技專校院,1066,環球學校財團法人環球科技大學,1096,201,116,425,35,319
106,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,499,158,89,181,14,57
106,2,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,464,126,92,175,14,57
106,1,私立,技專校院,1068,中州學校財團法人中州科技大學,551,166,113,219,17,36
106,2,私立,技專校院,1068,中州學校財團法人中州科技大學,541,146,111,231,19,34
106,1,私立,技專校院,1069,修平學校財團法人修平科技大學,748,208,152,301,44,43
106,2,私立,技專校院,1069,修平學校財團法人修平科技大學,707,175,142,307,42,41
106,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,800,159,120,334,46,141
106,2,私立,技專校院,1070,長庚學校財團法人長庚科技大學,762,139,102,336,45,140
106,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1353,481,209,477,29,157
106,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1244,400,192,478,23,151
106,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,421,63,46,205,18,89
106,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,398,52,39,202,16,89
106,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,1301,277,142,493,34,355
106,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,1221,229,146,473,29,344
106,1,私立,技專校院,1074,南榮學校財團法人南榮科技大學,375,116,69,148,9,33
106,2,私立,技專校院,1074,南榮學校財團法人南榮科技大學,342,99,60,144,8,31
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,777,158,198,312,29,80
106,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,729,148,159,309,30,83
106,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,629,207,83,283,9,47
106,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,579,164,89,272,9,45
106,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,980,158,57,129,10,626
106,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,936,134,57,126,9,610
106,1,私立,技專校院,1078,致理學校財團法人致理科技大學,984,222,153,482,25,102
106,2,私立,技專校院,1078,致理學校財團法人致理科技大學,940,195,132,489,22,102
106,1,私立,一般大學,1079,康寧學校財團法人康寧大學,643,231,98,177,8,129
106,2,私立,一般大學,1079,康寧學校財團法人康寧大學,589,194,93,172,8,122
106,1,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,817,250,118,338,14,97
106,2,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,743,191,114,337,12,89
106,1,私立,技專校院,1081,東方學校財團法人東方設計大學,713,224,184,225,10,70
106,2,私立,技專校院,1081,東方學校財團法人東方設計大學,653,184,159,222,11,77
106,1,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,709,194,70,233,6,206
106,2,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,646,147,64,225,7,203
106,1,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,980,304,114,437,20,105
106,2,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,927,273,106,427,17,104
106,1,私立,一般大學,1125,中信學校財團法人中信金融管理學院,35,10,3,7,2,13
106,2,私立,一般大學,1125,中信學校財團法人中信金融管理學院,35,11,2,7,2,13
106,1,私立,技專校院,1148,大漢技術學院,507,56,8,115,0,328
106,2,私立,技專校院,1148,大漢技術學院,479,40,8,121,0,310
106,1,私立,技專校院,1159,和春技術學院,598,151,67,176,5,199
106,2,私立,技專校院,1159,和春技術學院,514,113,71,175,6,149
106,1,私立,技專校院,1166,亞東技術學院,409,104,50,204,14,37
106,2,私立,技專校院,1166,亞東技術學院,376,83,51,194,15,33
106,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,637,132,38,284,22,161
106,2,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,590,102,36,282,23,147
106,1,私立,一般大學,1176,稻江科技暨管理學院,593,210,77,203,15,88
106,2,私立,一般大學,1176,稻江科技暨管理學院,571,186,77,199,17,92
106,1,私立,技專校院,1182,蘭陽技術學院,289,60,22,98,2,107
106,2,私立,技專校院,1182,蘭陽技術學院,279,44,31,97,2,105
106,1,私立,技專校院,1183,黎明技術學院,761,187,101,353,8,112
106,2,私立,技專校院,1183,黎明技術學院,687,159,90,330,7,101
106,1,私立,技專校院,1185,經國管理暨健康學院,738,230,122,275,6,105
106,2,私立,技專校院,1185,經國管理暨健康學院,679,179,106,279,8,107
106,1,私立,技專校院,1188,大同技術學院,495,95,70,200,16,114
106,2,私立,技專校院,1188,大同技術學院,456,83,54,188,16,115
106,1,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,123,18,6,81,3,15
106,2,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,120,14,8,82,2,14
106,1,私立,技專校院,1192,臺灣觀光學院,304,44,19,62,3,176
106,2,私立,技專校院,1192,臺灣觀光學院,293,47,16,64,3,163
106,1,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,42,1,1,24,2,14
106,2,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,44,1,1,25,2,15
106,1,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,7,2,1,4,0,0
106,2,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,6,2,1,3,0,0
106,1,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,892,244,97,190,22,339
106,2,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,855,210,88,195,23,339
106,1,私立,技專校院,1283,仁德醫護管理專科學校,999,244,210,342,46,157
106,2,私立,技專校院,1283,仁德醫護管理專科學校,931,209,196,325,50,151
106,1,私立,技專校院,1284,樹人醫護管理專科學校,1352,369,439,342,36,166
106,2,私立,技專校院,1284,樹人醫護管理專科學校,1231,327,384,333,29,158
106,1,私立,技專校院,1285,慈惠醫護管理專科學校,1637,407,548,230,32,420
106,2,私立,技專校院,1285,慈惠醫護管理專科學校,1564,388,489,237,33,417
106,1,私立,技專校院,1286,耕莘健康管理專科學校,790,253,116,250,17,154
106,2,私立,技專校院,1286,耕莘健康管理專科學校,769,229,116,253,13,158
106,1,私立,技專校院,1287,敏惠醫護管理專科學校,640,153,231,168,39,49
106,2,私立,技專校院,1287,敏惠醫護管理專科學校,603,131,216,166,43,47
106,1,私立,技專校院,1288,高美醫護管理專科學校,190,55,65,30,1,39
106,2,私立,技專校院,1288,高美醫護管理專科學校,173,43,56,31,2,41
106,1,私立,技專校院,1289,育英醫護管理專科學校,358,121,131,75,8,23
106,2,私立,技專校院,1289,育英醫護管理專科學校,337,103,120,81,7,26
106,1,私立,技專校院,1291,聖母醫護管理專科學校,668,153,79,178,20,238
106,2,私立,技專校院,1291,聖母醫護管理專科學校,646,140,70,183,19,234
106,1,私立,技專校院,1292,新生醫護管理專科學校,1013,269,108,241,49,346
106,2,私立,技專校院,1292,新生醫護管理專科學校,987,250,107,229,48,353
106,1,私立,技專校院,1293,崇仁醫護管理專科學校,490,132,143,168,25,22
106,2,私立,技專校院,1293,崇仁醫護管理專科學校,451,125,117,159,26,24
106,1,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,3,0,0,1,0,2
106,2,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,3,0,0,1,0,2
106,1,私立,宗教研修學院,1R03,臺北基督學院,6,0,2,0,0,4
106,2,私立,宗教研修學院,1R03,臺北基督學院,5,0,1,1,0,3
106,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,0,0,0,0,0,0
106,2,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,0,0,0,0,0,0
106,1,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,10,0,0,3,0,7
106,2,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,10,0,0,2,0,8
106,1,私立,宗教研修學院,1R06,一貫道崇德學院,0,0,0,0,0,0
106,2,私立,宗教研修學院,1R06,一貫道崇德學院,0,0,0,0,0,0
106,2,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,2,0,0,0,0,2
106,1,公立,一般大學,3002,臺北市立大學,657,101,67,210,10,269
106,2,公立,一般大學,3002,臺北市立大學,614,94,54,197,11,258
107,1,公立,一般大學,0001,國立政治大學,732,129,89,369,17,128
107,2,公立,一般大學,0001,國立政治大學,711,111,88,361,18,133
107,1,公立,一般大學,0002,國立清華大學,738,124,86,376,24,128
107,2,公立,一般大學,0002,國立清華大學,720,110,84,373,29,124
107,1,公立,一般大學,0003,國立臺灣大學,1346,163,126,751,38,268
107,2,公立,一般大學,0003,國立臺灣大學,1291,146,122,720,33,270
107,1,公立,一般大學,0004,國立臺灣師範大學,859,98,86,433,12,230
107,2,公立,一般大學,0004,國立臺灣師範大學,819,75,84,421,11,228
107,1,公立,一般大學,0005,國立成功大學,910,101,125,524,42,118
107,2,公立,一般大學,0005,國立成功大學,854,84,114,505,36,115
107,1,公立,一般大學,0006,國立中興大學,691,72,101,384,30,104
107,2,公立,一般大學,0006,國立中興大學,659,66,82,379,31,101
107,1,公立,一般大學,0007,國立陽明交通大學,505,98,73,273,20,41
107,2,公立,一般大學,0007,國立陽明交通大學,461,82,62,248,25,44
107,1,公立,一般大學,0008,國立中央大學,479,64,58,294,16,47
107,2,公立,一般大學,0008,國立中央大學,453,50,56,288,15,44
107,1,公立,一般大學,0009,國立中山大學,467,64,68,270,13,52
107,2,公立,一般大學,0009,國立中山大學,441,55,61,264,11,50
107,1,公立,一般大學,0012,國立臺灣海洋大學,451,49,64,251,18,69
107,2,公立,一般大學,0012,國立臺灣海洋大學,420,41,55,241,16,67
107,1,公立,一般大學,0013,國立中正大學,581,77,76,313,22,93
107,2,公立,一般大學,0013,國立中正大學,558,68,75,300,22,93
107,1,公立,一般大學,0014,國立高雄師範大學,465,58,47,185,8,167
107,2,公立,一般大學,0014,國立高雄師範大學,454,48,40,187,9,170
107,1,公立,一般大學,0015,國立彰化師範大學,494,56,65,258,18,97
107,2,公立,一般大學,0015,國立彰化師範大學,486,47,64,256,22,97
107,1,公立,一般大學,0016,國立陽明大學,152,18,17,89,6,22
107,2,公立,一般大學,0016,國立陽明大學,143,15,10,89,6,23
107,1,公立,一般大學,0017,國立臺北大學,474,66,52,264,12,80
107,2,公立,一般大學,0017,國立臺北大學,455,55,44,261,11,84
107,1,公立,一般大學,0018,國立嘉義大學,832,98,153,414,29,138
107,2,公立,一般大學,0018,國立嘉義大學,770,81,127,394,32,136
107,1,公立,一般大學,0019,國立高雄大學,362,59,52,172,12,67
107,2,公立,一般大學,0019,國立高雄大學,348,53,42,167,12,74
107,1,公立,一般大學,0020,國立東華大學,1125,168,89,296,14,558
107,2,公立,一般大學,0020,國立東華大學,1082,145,81,289,14,553
107,1,公立,一般大學,0021,國立暨南國際大學,543,49,63,172,17,242
107,2,公立,一般大學,0021,國立暨南國際大學,530,39,59,169,17,246
107,1,公立,技專校院,0022,國立臺灣科技大學,564,69,76,303,25,91
107,2,公立,技專校院,0022,國立臺灣科技大學,521,57,69,292,21,82
107,1,公立,技專校院,0023,國立雲林科技大學,701,113,145,340,39,64
107,2,公立,技專校院,0023,國立雲林科技大學,674,103,127,346,36,62
107,1,公立,技專校院,0024,國立屏東科技大學,1113,222,274,424,37,156
107,2,公立,技專校院,0024,國立屏東科技大學,1061,202,245,432,36,146
107,1,公立,技專校院,0025,國立臺北科技大學,780,140,112,407,22,99
107,2,公立,技專校院,0025,國立臺北科技大學,727,121,101,384,24,97
107,1,公立,一般大學,0028,國立臺北藝術大學,150,16,13,73,5,43
107,2,公立,一般大學,0028,國立臺北藝術大學,136,13,13,70,2,38
107,1,公立,一般大學,0029,國立臺灣藝術大學,324,34,37,160,6,87
107,2,公立,一般大學,0029,國立臺灣藝術大學,303,26,29,157,5,86
107,1,公立,一般大學,0030,國立臺東大學,627,82,56,131,10,348
107,2,公立,一般大學,0030,國立臺東大學,583,79,51,128,9,316
107,1,公立,一般大學,0031,國立宜蘭大學,475,70,48,205,11,141
107,2,公立,一般大學,0031,國立宜蘭大學,459,60,44,207,12,136
107,1,公立,一般大學,0032,國立聯合大學,610,91,96,302,35,86
107,2,公立,一般大學,0032,國立聯合大學,574,79,83,301,33,78
107,1,公立,技專校院,0033,國立虎尾科技大學,876,183,179,400,41,73
107,2,公立,技專校院,0033,國立虎尾科技大學,862,163,166,418,43,72
107,1,公立,一般大學,0035,國立臺南藝術大學,102,12,12,47,2,29
107,2,公立,一般大學,0035,國立臺南藝術大學,105,9,16,46,2,32
107,1,公立,一般大學,0036,國立臺南大學,404,59,74,186,19,66
107,2,公立,一般大學,0036,國立臺南大學,371,47,66,177,19,62
107,1,公立,一般大學,0037,國立臺北教育大學,313,33,16,156,4,104
107,2,公立,一般大學,0037,國立臺北教育大學,287,30,17,138,2,100
107,1,公立,一般大學,0039,國立臺中教育大學,319,45,47,129,17,81
107,2,公立,一般大學,0039,國立臺中教育大學,298,43,40,125,15,75
107,1,公立,技專校院,0042,國立澎湖科技大學,281,69,56,120,14,22
107,2,公立,技專校院,0042,國立澎湖科技大學,272,64,51,122,15,20
107,1,公立,技專校院,0043,國立勤益科技大學,1035,202,205,456,54,118
107,2,公立,技專校院,0043,國立勤益科技大學,989,165,178,475,57,114
107,1,公立,一般大學,0044,國立體育大學,312,36,29,91,4,152
107,2,公立,一般大學,0044,國立體育大學,292,31,20,86,5,150
107,1,公立,技專校院,0046,國立臺北護理健康大學,460,91,65,193,19,92
107,2,公立,技專校院,0046,國立臺北護理健康大學,431,84,65,180,14,88
107,1,公立,技專校院,0047,國立高雄餐旅大學,465,88,111,148,21,97
107,2,公立,技專校院,0047,國立高雄餐旅大學,434,67,101,153,19,94
107,1,公立,一般大學,0048,國立金門大學,316,66,43,161,12,34
