學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,專任教師數-教師總數,專任教師數-教師總數男,專任教師數-教師總數女,專任教師數-教授男,專任教師數-教授女,專任教師數-副教授男,專任教師數-副教授女,專任教師數-助理教授男,專任教師數-助理教授女,專任教師數-講師男,專任教師數-講師女,專任教師數-其他教師男,專任教師數-其他教師女,專任助理教授以上總人數,專任助理教授以上總人數男,專任助理教授以上總人數女,專任講師以上總人數,專任講師以上總人數男,專任講師以上總人數女
110,私立,一般大學,1004,中原大學,02112008,商業設計學系,10,8,2,0,0,4,2,4,0,0,0,0,0,10,8,2,10,8,2
110,私立,一般大學,1004,中原大學,02122007,設計學博士學位學程,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1004,中原大學,02122048,設計學院設計學士原住民專班,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
110,私立,一般大學,1004,中原大學,02124009,室內設計學系,10,6,4,2,0,1,1,3,3,0,0,0,0,10,6,4,10,6,4
110,私立,一般大學,1004,中原大學,02151058,音樂產業碩士學位學程,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1004,中原大學,02211006,宗教研究所,6,5,1,2,0,2,0,1,1,0,0,0,0,6,5,1,6,5,1
110,私立,一般大學,1004,中原大學,02299053,人文與教育學院學士學位學程,2,0,2,0,0,0,1,0,1,0,0,0,0,2,0,2,2,0,2
110,私立,一般大學,1004,中原大學,02311005,應用外國語文學系,20,3,17,0,1,1,6,2,9,0,1,0,0,19,3,16,20,3,17
110,私立,一般大學,1004,中原大學,02323004,應用華語文學系,11,2,9,0,2,1,1,1,6,0,0,0,0,11,2,9,11,2,9
110,私立,一般大學,1004,中原大學,03131011,心理學系,15,4,11,1,0,1,6,2,5,0,0,0,0,15,4,11,15,4,11
110,私立,一般大學,1004,中原大學,04111013,會計學系,18,8,10,2,1,3,5,3,3,0,1,0,0,17,8,9,18,8,10
110,私立,一般大學,1004,中原大學,04121019,財務金融學系,12,9,3,5,0,4,2,0,1,0,0,0,0,12,9,3,12,9,3
110,私立,一般大學,1004,中原大學,04131014,企業管理學系,28,18,10,6,2,4,5,8,3,0,0,0,0,28,18,10,28,18,10
110,私立,一般大學,1004,中原大學,04141018,國際經營與貿易學系,12,6,6,2,2,1,4,3,0,0,0,0,0,12,6,6,12,6,6
110,私立,一般大學,1004,中原大學,04191012,商學博士學位學程,2,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1004,中原大學,04191017,國際商學碩士學位學程,2,1,1,0,1,0,0,1,0,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1004,中原大學,04191017,國際商學學士學位學程,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2
110,私立,一般大學,1004,中原大學,04212021,財經法律學系,14,9,5,3,0,5,2,1,3,0,0,0,0,14,9,5,14,9,5
110,私立,一般大學,1004,中原大學,05121022,生物科技學系,11,6,5,4,1,2,3,0,1,0,0,0,0,11,6,5,11,6,5
110,私立,一般大學,1004,中原大學,05311023,化學系,18,13,5,8,1,2,0,1,2,2,2,0,0,14,11,3,18,13,5
110,私立,一般大學,1004,中原大學,05331024,物理學系,19,19,0,13,0,5,0,1,0,0,0,0,0,19,19,0,19,19,0
110,私立,一般大學,1004,中原大學,05411027,應用數學系,16,15,1,5,1,6,0,4,0,0,0,0,0,16,15,1,16,15,1
110,私立,一般大學,1004,中原大學,06131028,資訊管理學系,15,13,2,5,1,5,1,2,0,1,0,0,0,14,12,2,15,13,2
110,私立,一般大學,1004,中原大學,07111037,化學工程學系,20,18,2,9,0,4,1,4,0,1,1,0,0,18,17,1,20,18,2
110,私立,一般大學,1004,中原大學,07121042,環境工程學系,9,7,2,3,2,3,0,1,0,0,0,0,0,9,7,2,9,7,2
110,私立,一般大學,1004,中原大學,07141029,電機工程學系,15,13,2,7,1,3,0,3,1,0,0,0,0,15,13,2,15,13,2
110,私立,一般大學,1004,中原大學,07141030,電子工程學系,23,22,1,10,1,2,0,9,0,1,0,0,0,22,21,1,23,22,1
110,私立,一般大學,1004,中原大學,07141031,資訊工程學系,16,15,1,5,0,5,1,5,0,0,0,0,0,16,15,1,16,15,1
110,私立,一般大學,1004,中原大學,07141033,電機資訊學院人工智慧應用學士學位學程,3,2,1,0,0,0,0,2,0,0,1,0,0,2,2,0,3,2,1
110,私立,一般大學,1004,中原大學,07141033,電機資訊學院學士班,2,0,2,0,0,0,1,0,1,0,0,0,0,2,0,2,2,0,2
110,私立,一般大學,1004,中原大學,07151034,機械工程學系,21,20,1,12,0,1,0,7,1,0,0,0,0,21,20,1,21,20,1
110,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,19,14,5,3,1,6,1,4,3,1,0,0,0,18,13,5,19,14,5
110,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,13,9,4,3,0,5,2,1,2,0,0,0,0,13,9,4,13,9,4
110,私立,一般大學,1004,中原大學,07311046,建築學系,12,10,2,3,0,3,1,3,1,1,0,0,0,11,9,2,12,10,2
110,私立,一般大學,1004,中原大學,07312059,地景建築學系,9,6,3,1,0,5,3,0,0,0,0,0,0,9,6,3,9,6,3
110,私立,一般大學,1004,中原大學,07321035,土木工程學系,16,14,2,5,1,5,1,4,0,0,0,0,0,16,14,2,16,14,2
110,私立,一般大學,1004,中原大學,99999061,全校外籍生大一不分系學士學位學程,2,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1004,中原大學,99999Z01,通識教育中心,16,7,9,3,2,1,3,3,3,0,1,0,0,15,7,8,16,7,9
110,私立,一般大學,1004,中原大學,99999Z03,軍訓室,18,15,3,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0
110,私立,一般大學,1004,中原大學,99999Z05,師資培育中心,3,3,0,1,0,1,0,1,0,0,0,0,0,3,3,0,3,3,0
110,私立,一般大學,1004,中原大學,99999Z07,體育室,15,11,4,3,1,6,2,2,1,0,0,0,0,15,11,4,15,11,4
110,私立,一般大學,1004,中原大學,99999Z09,校牧室,3,2,1,0,0,0,0,2,0,0,1,0,0,2,2,0,3,2,1
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,13,7,6,2,3,2,3,3,0,0,0,0,0,13,7,6,13,7,6
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01199108,教育與未來設計學系,16,9,7,5,2,2,2,2,3,0,0,0,0,16,9,7,16,9,7
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,10,6,4,2,1,2,3,2,0,0,0,0,0,10,6,4,10,6,4
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,8,1,7,1,0,0,6,0,1,0,0,0,0,8,1,7,8,1,7
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,30,12,18,2,2,6,14,3,1,1,1,0,0,28,11,17,30,12,18
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,15,7,8,1,0,4,7,2,1,0,0,0,0,15,7,8,15,7,8
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,7,3,4,1,0,1,0,1,4,0,0,0,0,7,3,4,7,3,4
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,15,4,11,2,3,1,4,1,4,0,0,0,0,15,4,11,15,4,11
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,29,9,20,2,3,4,13,2,4,1,0,0,0,28,8,20,29,9,20
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,19,9,10,5,0,4,8,0,2,0,0,0,0,19,9,10,19,9,10
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,11,8,3,4,2,3,1,1,0,0,0,0,0,11,8,3,11,8,3
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,16,8,8,1,5,5,2,2,1,0,0,0,0,16,8,8,16,8,8
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系,7,6,1,1,0,1,1,4,0,0,0,0,0,7,6,1,7,6,1
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系,7,4,3,0,1,1,0,3,2,0,0,0,0,7,4,3,7,4,3
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122060,國際事務與戰略研究所,7,7,0,3,0,3,0,1,0,0,0,0,0,7,7,0,7,7,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03131096,教育心理與諮商研究所,7,3,4,0,2,2,2,1,0,0,0,0,0,7,3,4,7,3,4
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143064,拉丁美洲研究所,4,2,2,0,1,1,0,1,1,0,0,0,0,4,2,2,4,2,2
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143067,中國大陸研究所,4,4,0,0,0,3,0,1,0,0,0,0,0,4,4,0,4,4,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143068,歐洲研究所,6,3,3,1,1,2,2,0,0,0,0,0,0,6,3,3,6,3,3
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143073,日本政經研究所,4,4,0,1,0,2,0,1,0,0,0,0,0,4,4,0,4,4,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,9,4,5,0,2,3,1,1,2,0,0,0,0,9,4,5,9,4,5
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03214054,資訊傳播學系,11,5,6,0,0,1,5,3,1,1,0,0,0,10,4,6,11,5,6
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,10,4,6,1,1,3,3,0,2,0,0,0,0,10,4,6,10,4,6
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,20,8,12,3,4,2,5,3,3,0,0,0,0,20,8,12,20,8,12
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,22,15,7,8,0,4,3,3,4,0,0,0,0,22,15,7,22,15,7
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123104,風險管理與保險學系,14,6,8,1,2,3,2,2,2,0,1,0,1,12,6,6,13,6,7
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,22,11,11,3,1,7,5,1,4,0,1,0,0,21,11,10,22,11,11
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,15,11,4,8,2,1,1,2,1,0,0,0,0,15,11,4,15,11,4
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,20,10,10,4,1,4,8,2,1,0,0,0,0,20,10,10,20,10,10
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,14,12,2,3,0,3,1,6,1,0,0,0,0,14,12,2,14,12,2
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05311031,化學學系,16,15,1,7,0,6,0,2,1,0,0,0,0,16,15,1,16,15,1
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05331030,物理學系,18,16,2,9,0,3,1,4,1,0,0,0,0,18,16,2,18,16,2
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05399029,理學院尖端材料科學學士學位學程,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05399106,理學院應用科學博士班,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,20,16,4,7,2,5,0,4,2,0,0,0,0,20,16,4,20,16,4
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05421024,統計學系,19,8,11,4,3,2,7,1,1,1,0,0,0,18,7,11,19,8,11
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,32,29,3,11,2,12,1,6,0,0,0,0,0,32,29,3,32,29,3
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,19,17,2,3,1,12,1,2,0,0,0,0,0,19,17,2,19,17,2
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131107,人工智慧學系,5,4,1,3,1,1,0,0,0,0,0,0,0,5,4,1,5,4,1
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07111010,化學工程與材料工程學系,16,13,3,8,1,4,0,1,2,0,0,0,0,16,13,3,16,13,3
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07122009,水資源及環境工程學系,13,10,3,4,0,3,0,3,3,0,0,0,0,13,10,3,13,10,3
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,26,25,1,15,0,8,1,2,0,0,0,0,0,26,25,1,26,25,1
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,14,13,1,7,0,4,0,2,1,0,0,0,0,14,13,1,14,13,1
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,17,16,1,10,0,6,0,0,1,0,0,0,0,17,16,1,17,16,1
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,15,11,4,1,0,4,2,5,2,1,0,0,0,14,10,4,15,11,4
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,14,13,1,8,0,2,1,3,0,0,0,0,0,14,13,1,14,13,1
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系,9,2,7,1,0,0,3,1,4,0,0,0,0,9,2,7,9,2,7
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,12,10,2,3,1,7,0,0,1,0,0,0,0,12,10,2,12,10,2
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,99999Z01,通識與核心課程中心,13,5,8,0,2,3,1,0,2,2,3,0,0,8,3,5,13,5,8
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,99999Z03,軍訓室,28,21,7,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,99999Z04,軍訓室,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,99999Z05,師資培育中心,5,1,4,0,1,1,2,0,1,0,0,0,0,5,1,4,5,1,4
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,99999Z07,體育事務處,33,20,13,4,1,8,4,7,5,1,3,0,0,29,19,10,33,20,13
110,私立,一般大學,1006,中國文化大學,01111046,教育學系,7,3,4,1,0,1,0,1,4,0,0,0,0,7,3,4,7,3,4
110,私立,一般大學,1006,中國文化大學,01131053,華語文教學碩士學位學程,2,1,1,0,0,1,0,0,1,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1006,中國文化大學,01141023,體育學系,25,18,7,6,1,4,2,7,4,1,0,0,0,24,17,7,25,18,7
110,私立,一般大學,1006,中國文化大學,02111121,科技藝術碩士學位學程,2,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1006,中國文化大學,02112060,數位媒體學士學位學程,4,2,2,0,0,2,1,0,1,0,0,0,0,4,2,2,4,2,2
110,私立,一般大學,1006,中國文化大學,02131059,美術學系,9,7,2,3,0,3,1,1,0,0,1,0,0,8,7,1,9,7,2
110,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,9,6,3,2,0,3,2,1,1,0,0,0,0,9,6,3,9,6,3
110,私立,一般大學,1006,中國文化大學,02151040,音樂學系,9,4,5,2,3,1,2,1,0,0,0,0,0,9,4,5,9,4,5
110,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,7,4,3,0,1,2,0,2,2,0,0,0,0,7,4,3,7,4,3
110,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,7,2,5,0,3,1,1,1,0,0,1,0,0,6,2,4,7,2,5
110,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,7,5,2,1,1,3,1,1,0,0,0,0,0,7,5,2,7,5,2
110,私立,一般大學,1006,中國文化大學,02221098,史學系,14,11,3,2,1,7,2,2,0,0,0,0,0,14,11,3,14,11,3
110,私立,一般大學,1006,中國文化大學,02231081,哲學系,10,6,4,2,1,3,3,1,0,0,0,0,0,10,6,4,10,6,4
110,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,10,5,5,0,1,2,4,3,0,0,0,0,0,10,5,5,10,5,5
110,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,7,1,6,1,0,0,4,0,2,0,0,0,0,7,1,6,7,1,6
110,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,19,3,16,0,0,3,8,0,7,0,1,0,0,18,3,15,19,3,16
110,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,16,7,9,3,0,4,7,0,2,0,0,0,0,16,7,9,16,7,9
110,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,2,1,1
110,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,7,2,5,0,1,0,2,1,2,1,0,0,0,6,1,5,7,2,5
110,私立,一般大學,1006,中國文化大學,02322001,中國文學系,19,7,12,1,6,4,3,2,3,0,0,0,0,19,7,12,19,7,12
110,私立,一般大學,1006,中國文化大學,03111099,經濟學系,11,5,6,3,3,0,3,2,0,0,0,0,0,11,5,6,11,5,6
110,私立,一般大學,1006,中國文化大學,03121011,國家發展與中國大陸研究所,8,7,1,5,0,2,0,0,1,0,0,0,0,8,7,1,8,7,1
110,私立,一般大學,1006,中國文化大學,03121061,政治學系,11,8,3,4,1,3,1,1,1,0,0,0,0,11,8,3,11,8,3
110,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,9,5,4,2,0,3,3,0,1,0,0,0,0,9,5,4,9,5,4
110,私立,一般大學,1006,中國文化大學,03142087,地學研究所,7,4,3,3,1,1,1,0,1,0,0,0,0,7,4,3,7,4,3
110,私立,一般大學,1006,中國文化大學,03142088,地理學系,7,6,1,2,0,1,1,3,0,0,0,0,0,7,6,1,7,6,1
110,私立,一般大學,1006,中國文化大學,03199051,勞動暨人力資源學系,10,7,3,2,0,4,0,1,3,0,0,0,0,10,7,3,10,7,3
110,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,12,10,2,2,1,5,0,3,1,0,0,0,0,12,10,2,12,10,2
110,私立,一般大學,1006,中國文化大學,03212033,新聞學系,11,6,5,3,0,2,4,1,0,0,1,0,0,10,6,4,11,6,5
110,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,11,6,5,3,0,2,5,1,0,0,0,0,0,11,6,5,11,6,5
110,私立,一般大學,1006,中國文化大學,04111065,會計學系,11,6,5,5,2,0,2,1,1,0,0,0,0,11,6,5,11,6,5
110,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,16,8,8,4,5,2,2,2,1,0,0,0,0,16,8,8,16,8,8
110,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,22,12,10,6,4,4,3,2,2,0,1,0,0,21,12,9,22,12,10
110,私立,一般大學,1006,中國文化大學,04131066,商學院企業實務管理數位碩士在職專班,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,10,8,2,2,1,5,1,1,0,0,0,0,0,10,8,2,10,8,2
110,私立,一般大學,1006,中國文化大學,04134062,社會企業管理碩士在職學位學程,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,14,10,4,5,0,3,1,2,3,0,0,0,0,14,10,4,14,10,4
110,私立,一般大學,1006,中國文化大學,04143013,廣告學系,12,6,6,1,1,4,3,1,2,0,0,0,0,12,6,6,12,6,6
110,私立,一般大學,1006,中國文化大學,04143027,行銷碩士學位學程,2,1,1,1,0,0,1,0,0,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1006,中國文化大學,04143027,行銷學士學位學程,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1006,中國文化大學,04143067,全球品牌與行銷碩士在職學位學程,2,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1006,中國文化大學,04191014,全球商務碩士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
110,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,4,2,2,1,0,1,0,0,2,0,0,0,0,4,2,2,4,2,2
110,私立,一般大學,1006,中國文化大學,04199064,時尚與創意產業品牌建構及經營進修學士學位學程,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2
110,私立,一般大學,1006,中國文化大學,04199123,表演藝術管理進修學士學位學程,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1006,中國文化大學,04212020,法律學系,31,22,9,13,1,9,5,0,3,0,0,0,0,31,22,9,31,22,9
110,私立,一般大學,1006,中國文化大學,05111091,生命科學系,7,3,4,2,1,1,2,0,1,0,0,0,0,7,3,4,7,3,4
110,私立,一般大學,1006,中國文化大學,05191057,保健營養學系,7,4,3,1,1,2,2,1,0,0,0,0,0,7,4,3,7,4,3
110,私立,一般大學,1006,中國文化大學,05311026,化學系,9,8,1,3,0,2,1,3,0,0,0,0,0,9,8,1,9,8,1
110,私立,一般大學,1006,中國文化大學,05321083,土地資源學系,7,4,3,2,1,1,0,1,2,0,0,0,0,7,4,3,7,4,3
110,私立,一般大學,1006,中國文化大學,05321112,地質學系,7,5,2,1,0,2,0,2,2,0,0,0,0,7,5,2,7,5,2
110,私立,一般大學,1006,中國文化大學,05322097,大氣科學系,7,5,2,0,1,3,1,2,0,0,0,0,0,7,5,2,7,5,2
110,私立,一般大學,1006,中國文化大學,05331115,光電物理學系,9,7,2,4,1,3,1,0,0,0,0,0,0,9,7,2,9,7,2
110,私立,一般大學,1006,中國文化大學,05411114,應用數學系,11,8,3,3,0,2,2,3,1,0,0,0,0,11,8,3,11,8,3
110,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,10,10,0,2,0,4,0,4,0,0,0,0,0,10,10,0,10,10,0
110,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,15,14,1,4,0,4,0,6,1,0,0,0,0,15,14,1,15,14,1
110,私立,一般大學,1006,中國文化大學,06134120,電子商務碩士學位學程,2,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1006,中國文化大學,07111028,化學工程與材料工程學系,13,10,3,4,2,4,0,2,1,0,0,0,0,13,10,3,13,10,3
110,私立,一般大學,1006,中國文化大學,07141085,電機工程學系,8,7,1,3,1,2,0,2,0,0,0,0,0,8,7,1,8,7,1
110,私立,一般大學,1006,中國文化大學,07151107,機械工程學系,12,12,0,7,0,5,0,0,0,0,0,0,0,12,12,0,12,12,0
110,私立,一般大學,1006,中國文化大學,07192108,紡織工程學系,7,6,1,2,1,0,0,3,0,1,0,0,0,6,5,1,7,6,1
110,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,11,8,3,1,0,3,1,4,2,0,0,0,0,11,8,3,11,8,3
110,私立,一般大學,1006,中國文化大學,07312103,景觀學系,10,7,3,2,1,3,1,2,1,0,0,0,0,10,7,3,10,7,3
110,私立,一般大學,1006,中國文化大學,07313118,都市計劃與開發管理學系,9,6,3,3,0,3,2,0,1,0,0,0,0,9,6,3,9,6,3
110,私立,一般大學,1006,中國文化大學,08112116,動物科學系,7,4,3,0,1,1,0,3,2,0,0,0,0,7,4,3,7,4,3
110,私立,一般大學,1006,中國文化大學,08121106,園藝暨生物技術學系,7,4,3,1,0,0,2,3,1,0,0,0,0,7,4,3,7,4,3
110,私立,一般大學,1006,中國文化大學,08192102,生物科技研究所,5,3,2,2,2,1,0,0,0,0,0,0,0,5,3,2,5,3,2
110,私立,一般大學,1006,中國文化大學,08211054,森林暨自然保育學系,7,6,1,1,0,4,1,1,0,0,0,0,0,7,6,1,7,6,1
110,私立,一般大學,1006,中國文化大學,09221069,青少年兒童福利碩士學位學程,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1006,中國文化大學,09299082,社會福利學系,11,5,6,3,0,0,2,2,4,0,0,0,0,11,5,6,11,5,6
110,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,9,2,7,0,0,1,4,1,3,0,0,0,0,9,2,7,9,2,7
110,私立,一般大學,1006,中國文化大學,10141002,技擊運動暨國術學系,8,8,0,2,0,4,0,1,0,1,0,0,0,7,7,0,8,8,0
110,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,8,5,3,1,0,4,3,0,0,0,0,0,0,8,5,3,8,5,3
110,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,14,5,9,1,1,2,4,2,4,0,0,0,0,14,5,9,14,5,9
110,私立,一般大學,1006,中國文化大學,10151070,休閒事業管理學士學位學程,2,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1006,中國文化大學,10413119,航空管理碩士學位學程,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1006,中國文化大學,99999Z03,學生事務處,11,8,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,99999Z04,學生事務處,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,99999Z05,師資培育中心,5,3,2,3,0,0,2,0,0,0,0,0,0,5,3,2,5,3,2
110,私立,一般大學,1006,中國文化大學,99999Z08,語文教學中心,9,5,4,0,0,0,1,0,1,5,2,0,0,2,0,2,9,5,4
110,私立,一般大學,1007,逢甲大學,02122006,創新設計學士學位學程,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1007,逢甲大學,02124007,室內設計進修學士班,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1007,逢甲大學,02221003,歷史與文物研究所,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
110,私立,一般大學,1007,逢甲大學,02299105,人文社會學士學位學程,2,1,1,0,0,0,1,1,0,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1007,逢甲大學,02299113,文化與社會創新碩士學位學程,2,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,2,1,1
110,私立,一般大學,1007,逢甲大學,02299Y11,人文社會學院,5,2,3,2,0,0,0,0,3,0,0,0,0,5,2,3,5,2,3
110,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,12,3,9,1,4,0,2,2,3,0,0,0,0,12,3,9,12,3,9
110,私立,一般大學,1007,逢甲大學,02322001,中國文學系,9,3,6,1,3,2,2,0,0,0,1,0,0,8,3,5,9,3,6
110,私立,一般大學,1007,逢甲大學,03111009,經濟學系,13,9,4,4,1,3,2,2,1,0,0,0,0,13,9,4,13,9,4
110,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,9,6,3,1,1,3,1,2,1,0,0,0,0,9,6,3,9,6,3
110,私立,一般大學,1007,逢甲大學,04111017,會計學系,18,7,11,5,1,1,8,1,2,0,0,0,0,18,7,11,18,7,11
110,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,20,12,8,5,3,5,1,2,4,0,0,0,0,20,12,8,20,12,8
110,私立,一般大學,1007,逢甲大學,04121026,金融博士學位學程,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
