學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,專任教師數-教師總數,專任教師數-教師總數男,專任教師數-教師總數女,專任教師數-教授男,專任教師數-教授女,專任教師數-副教授男,專任教師數-副教授女,專任教師數-助理教授男,專任教師數-助理教授女,專任教師數-講師男,專任教師數-講師女,專任教師數-其他教師男,專任教師數-其他教師女,專任助理教授以上總人數,專任助理教授以上總人數男,專任助理教授以上總人數女,專任講師以上總人數,專任講師以上總人數男,專任講師以上總人數女
107,公立,一般大學,0035,國立臺南藝術大學,02131016,藝術創作理論研究所,4,3,1,1,0,2,1,0,0,0,0,0,0,4,3,1,4,3,1
107,公立,一般大學,0035,國立臺南藝術大學,02141017,應用藝術研究所,4,1,3,1,0,0,2,0,1,0,0,0,0,4,1,3,4,1,3
107,公立,一般大學,0035,國立臺南藝術大學,02141020,材質創作與設計系,7,6,1,0,0,1,0,4,1,1,0,0,0,6,5,1,7,6,1
107,公立,一般大學,0035,國立臺南藝術大學,02151001,音樂學系,18,6,12,1,4,3,4,2,4,0,0,0,0,18,6,12,18,6,12
107,公立,一般大學,0035,國立臺南藝術大學,02151002,中國音樂學系,13,11,2,7,0,1,1,2,1,1,0,0,0,12,10,2,13,11,2
107,公立,一般大學,0035,國立臺南藝術大學,02151003,應用音樂學系,9,4,5,1,2,1,0,1,3,1,0,0,0,8,3,5,9,4,5
107,公立,一般大學,0035,國立臺南藝術大學,02151004,民族音樂學研究所,4,3,1,2,0,0,0,1,1,0,0,0,0,4,3,1,4,3,1
107,公立,一般大學,0035,國立臺南藝術大學,02151006,鋼琴合作藝術研究所,4,0,4,0,0,0,0,0,4,0,0,0,0,4,0,4,4,0,4
107,公立,一般大學,0035,國立臺南藝術大學,02191014,藝術史學系,10,3,7,1,1,1,5,1,1,0,0,0,0,10,3,7,10,3,7
107,公立,一般大學,0035,國立臺南藝術大學,02192022,博物館學與古物維護研究所,7,3,4,0,2,2,1,1,1,0,0,0,0,7,3,4,7,3,4
107,公立,一般大學,0035,國立臺南藝術大學,02199023,建築藝術研究所,4,4,0,1,0,1,0,2,0,0,0,0,0,4,4,0,4,4,0
107,公立,一般大學,0035,國立臺南藝術大學,99999Z01,通識教育中心,7,4,3,1,1,3,1,0,0,0,1,0,0,6,4,2,7,4,3
107,公立,一般大學,0036,國立臺南大學,01111001,教育學系,23,9,14,5,9,2,2,2,3,0,0,0,0,23,9,14,23,9,14
107,公立,一般大學,0036,國立臺南大學,01113019,特殊教育學系,13,5,8,1,4,4,3,0,1,0,0,0,0,13,5,8,13,5,8
107,公立,一般大學,0036,國立臺南大學,01121018,幼兒教育學系,10,1,9,0,2,1,6,0,1,0,0,0,0,10,1,9,10,1,9
107,公立,一般大學,0036,國立臺南大學,01141017,體育學系,8,5,3,4,1,1,1,0,1,0,0,0,0,8,5,3,8,5,3
107,公立,一般大學,0036,國立臺南大學,02111030,視覺藝術與設計學系,8,4,4,1,3,3,1,0,0,0,0,0,0,8,4,4,8,4,4
107,公立,一般大學,0036,國立臺南大學,02112035,動畫媒體設計研究所,3,1,2,0,0,0,1,1,1,0,0,0,0,3,1,2,3,1,2
107,公立,一般大學,0036,國立臺南大學,02151027,音樂學系,9,4,5,1,3,1,2,2,0,0,0,0,0,9,4,5,9,4,5
107,公立,一般大學,0036,國立臺南大學,02152029,戲劇創作與應用學系,9,1,8,0,2,1,4,0,2,0,0,0,0,9,1,8,9,1,8
107,公立,一般大學,0036,國立臺南大學,02311032,英語學系,7,2,5,1,1,1,1,0,3,0,0,0,0,7,2,5,7,2,5
107,公立,一般大學,0036,國立臺南大學,02322031,國語文學系,14,5,9,1,3,3,6,1,0,0,0,0,0,14,5,9,14,5,9
107,公立,一般大學,0036,國立臺南大學,03131036,諮商與輔導學系,9,3,6,1,0,2,4,0,2,0,0,0,0,9,3,6,9,3,6
107,公立,一般大學,0036,國立臺南大學,03143037,文化與自然資源學系,12,8,4,3,1,5,2,0,1,0,0,0,0,12,8,4,12,8,4
107,公立,一般大學,0036,國立臺南大學,04131041,經營與管理學系,9,6,3,2,1,3,2,1,0,0,0,0,0,9,6,3,9,6,3
107,公立,一般大學,0036,國立臺南大學,04134040,行政管理學系,9,6,3,2,0,2,3,2,0,0,0,0,0,9,6,3,9,6,3
107,公立,一般大學,0036,國立臺南大學,05121044,生物科技學系,9,5,4,2,2,1,0,2,2,0,0,0,0,9,5,4,9,5,4
107,公立,一般大學,0036,國立臺南大學,05212063,生態暨環境資源學系,10,7,3,3,0,4,1,0,2,0,0,0,0,10,7,3,10,7,3
107,公立,一般大學,0036,國立臺南大學,05411047,應用數學系,10,8,2,3,1,3,1,1,0,1,0,0,0,9,7,2,10,8,2
107,公立,一般大學,0036,國立臺南大學,06131052,資訊工程學系,9,9,0,8,0,1,0,0,0,0,0,0,0,9,9,0,9,9,0
107,公立,一般大學,0036,國立臺南大學,06134024,數位學習科技學系,11,8,3,6,1,2,1,0,1,0,0,0,0,11,8,3,11,8,3
107,公立,一般大學,0036,國立臺南大學,07112055,材料科學系,10,9,1,8,0,0,0,1,1,0,0,0,0,10,9,1,10,9,1
107,公立,一般大學,0036,國立臺南大學,07132058,綠色能源科技學系,8,8,0,8,0,0,0,0,0,0,0,0,0,8,8,0,8,8,0
107,公立,一般大學,0036,國立臺南大學,07141049,電機工程學系,11,11,0,9,0,1,0,1,0,0,0,0,0,11,11,0,11,11,0
107,公立,一般大學,0036,國立臺南大學,07151054,機電系統工程研究所,4,4,0,4,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0
107,公立,一般大學,0036,國立臺南大學,99999Z05,師資培育中心,6,3,3,1,3,0,0,2,0,0,0,0,0,6,3,3,6,3,3
107,公立,一般大學,0036,國立臺南大學,99999Z99,教務處,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,0036,國立臺南大學,99999Z99,圖書館,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,0036,國立臺南大學,99999Z99,學務處,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
107,公立,一般大學,0037,國立臺北教育大學,01113003,特殊教育學系,11,2,9,0,2,1,5,1,2,0,0,0,0,11,2,9,11,2,9
107,公立,一般大學,0037,國立臺北教育大學,01114044,教育經營與管理學系,16,10,6,5,1,3,3,2,2,0,0,0,0,16,10,6,16,10,6
107,公立,一般大學,0037,國立臺北教育大學,01115020,課程與教學傳播科技研究所,9,3,6,1,5,0,0,2,1,0,0,0,0,9,3,6,9,3,6
107,公立,一般大學,0037,國立臺北教育大學,01115047,學習與教學國際碩士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
107,公立,一般大學,0037,國立臺北教育大學,01121035,幼兒與家庭教育學系,10,1,9,0,3,0,4,1,2,0,0,0,0,10,1,9,10,1,9
107,公立,一般大學,0037,國立臺北教育大學,01131001,教育學系,14,6,8,4,2,2,6,0,0,0,0,0,0,14,6,8,14,6,8
107,公立,一般大學,0037,國立臺北教育大學,01131038,數學暨資訊教育學系,13,11,2,2,1,3,0,5,1,1,0,0,0,12,10,2,13,11,2
107,公立,一般大學,0037,國立臺北教育大學,01141002,體育學系,15,12,3,8,2,1,0,2,0,1,1,0,0,13,11,2,15,12,3
107,公立,一般大學,0037,國立臺北教育大學,02121014,藝術與造形設計學系,16,10,6,5,1,1,1,3,3,1,0,0,1,14,9,5,15,10,5
107,公立,一般大學,0037,國立臺北教育大學,02121028,文化創意產業經營學系,11,7,4,2,0,3,2,2,2,0,0,0,0,11,7,4,11,7,4
107,公立,一般大學,0037,國立臺北教育大學,02122011,數位科技設計學系,11,9,2,8,0,1,2,0,0,0,0,0,0,11,9,2,11,9,2
107,公立,一般大學,0037,國立臺北教育大學,02151031,音樂學系,13,4,9,3,6,0,1,1,2,0,0,0,0,13,4,9,13,4,9
107,公立,一般大學,0037,國立臺北教育大學,02299025,臺灣文化研究所,7,4,3,3,1,0,1,1,1,0,0,0,0,7,4,3,7,4,3
107,公立,一般大學,0037,國立臺北教育大學,02311023,兒童英語教育學系,12,4,8,1,2,0,4,2,2,1,0,0,0,11,3,8,12,4,8
107,公立,一般大學,0037,國立臺北教育大學,02322018,語文與創作學系,19,10,9,7,3,1,2,2,4,0,0,0,0,19,10,9,19,10,9
107,公立,一般大學,0037,國立臺北教育大學,03131007,心理與諮商學系,12,5,7,2,4,1,1,2,1,0,1,0,0,11,5,6,12,5,7
107,公立,一般大學,0037,國立臺北教育大學,03143005,社會與區域發展學系,10,7,3,3,0,2,1,2,2,0,0,0,0,10,7,3,10,7,3
107,公立,一般大學,0037,國立臺北教育大學,05399040,自然科學教育學系,13,7,6,2,4,3,2,2,0,0,0,0,0,13,7,6,13,7,6
107,公立,一般大學,0037,國立臺北教育大學,06131004,資訊科學系,10,10,0,8,0,0,0,2,0,0,0,0,0,10,10,0,10,10,0
107,公立,一般大學,0037,國立臺北教育大學,99999Z01,通識教育中心,5,2,3,0,0,0,1,0,1,2,0,0,1,2,0,2,4,2,2
107,公立,一般大學,0037,國立臺北教育大學,99999Z03,學生事務處,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,0037,國立臺北教育大學,99999Z05,師資培育暨就業輔導中心,6,1,5,0,1,0,3,1,1,0,0,0,0,6,1,5,6,1,5
107,公立,一般大學,0039,國立臺中教育大學,01111001,教育學系,15,11,4,2,2,6,2,3,0,0,0,0,0,15,11,4,15,11,4
107,公立,一般大學,0039,國立臺中教育大學,01111005,教師專業碩士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
107,公立,一般大學,0039,國立臺中教育大學,01113022,特殊教育學系,11,5,6,2,2,2,3,1,0,0,0,0,1,10,5,5,10,5,5
107,公立,一般大學,0039,國立臺中教育大學,01114025,高等教育經營管理碩士學位學程,2,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,0
107,公立,一般大學,0039,國立臺中教育大學,01117028,教育資訊與測驗統計研究所,8,5,3,3,1,1,1,1,1,0,0,0,0,8,5,3,8,5,3
107,公立,一般大學,0039,國立臺中教育大學,01121021,幼兒教育學系,12,0,12,0,4,0,6,0,1,0,1,0,0,11,0,11,12,0,12
107,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,15,7,8,2,2,2,3,3,2,0,1,0,0,14,7,7,15,7,8
107,公立,一般大學,0039,國立臺中教育大學,01131008,科學教育與應用學系,14,9,5,6,1,3,1,0,3,0,0,0,0,14,9,5,14,9,5
107,公立,一般大學,0039,國立臺中教育大學,01131011,數學教育學系,10,9,1,4,0,3,0,2,1,0,0,0,0,10,9,1,10,9,1
107,公立,一般大學,0039,國立臺中教育大學,01131019,體育學系,10,8,2,3,0,1,1,4,0,0,1,0,0,9,8,1,10,8,2
107,公立,一般大學,0039,國立臺中教育大學,02122034,文化創意產業設計與營運學系,10,9,1,4,1,3,0,2,0,0,0,0,0,10,9,1,10,9,1
107,公立,一般大學,0039,國立臺中教育大學,02131029,美術學系,10,7,3,6,2,1,1,0,0,0,0,0,0,10,7,3,10,7,3
107,公立,一般大學,0039,國立臺中教育大學,02151030,音樂學系,9,2,7,1,3,0,2,1,0,0,2,0,0,7,2,5,9,2,7
107,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,11,4,7,0,1,1,3,3,3,0,0,0,0,11,4,7,11,4,7
107,公立,一般大學,0039,國立臺中教育大學,02321031,臺灣語文學系,9,6,3,1,0,4,2,1,1,0,0,0,0,9,6,3,9,6,3
107,公立,一般大學,0039,國立臺中教育大學,03131035,諮商與應用心理學系,10,2,8,1,2,0,3,1,3,0,0,0,0,10,2,8,10,2,8
107,公立,一般大學,0039,國立臺中教育大學,03199037,區域與社會發展學系,9,4,5,1,2,1,1,1,1,1,1,0,0,7,3,4,9,4,5
107,公立,一般大學,0039,國立臺中教育大學,04131039,國際企業學系,7,6,1,2,1,1,0,3,0,0,0,0,0,7,6,1,7,6,1
107,公立,一般大學,0039,國立臺中教育大學,06131042,資訊工程學系,10,8,2,6,1,2,0,0,1,0,0,0,0,10,8,2,10,8,2
107,公立,一般大學,0039,國立臺中教育大學,06133041,數位內容科技學系,9,8,1,4,0,4,1,0,0,0,0,0,0,9,8,1,9,8,1
107,公立,一般大學,0039,國立臺中教育大學,10151045,永續觀光暨遊憩管理碩士學位學程,2,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,2,1,1
107,公立,一般大學,0039,國立臺中教育大學,99999Z01,通識教育中心,4,2,2,0,2,1,0,1,0,0,0,0,0,4,2,2,4,2,2
107,公立,一般大學,0039,國立臺中教育大學,99999Z03,學生事務處,4,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
107,公立,一般大學,0039,國立臺中教育大學,99999Z05,師資培育暨就業輔導處,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
107,公立,技專校院,0042,國立澎湖科技大學,02311001,應用外語系,6,3,3,0,0,0,2,2,0,1,1,0,0,4,2,2,6,3,3
107,公立,技專校院,0042,國立澎湖科技大學,04132002,行銷與物流管理系,9,8,1,3,0,2,0,3,1,0,0,0,0,9,8,1,9,8,1
107,公立,技專校院,0042,國立澎湖科技大學,06131004,資訊管理系,9,8,1,3,0,2,0,2,1,1,0,0,0,8,7,1,9,8,1
107,公立,技專校院,0042,國立澎湖科技大學,07141005,電機工程系,9,9,0,5,0,2,0,2,0,0,0,0,0,9,9,0,9,9,0
107,公立,技專校院,0042,國立澎湖科技大學,07141007,資訊工程系,7,6,1,3,0,2,1,1,0,0,0,0,0,7,6,1,7,6,1
107,公立,技專校院,0042,國立澎湖科技大學,07141009,電信工程系,7,6,1,2,0,3,1,1,0,0,0,0,0,7,6,1,7,6,1
107,公立,技專校院,0042,國立澎湖科技大學,07211011,食品科學系,9,6,3,2,2,3,1,1,0,0,0,0,0,9,6,3,9,6,3
107,公立,技專校院,0042,國立澎湖科技大學,08312012,水產養殖系,8,7,1,3,0,2,1,1,0,1,0,0,0,7,6,1,8,7,1
107,公立,技專校院,0042,國立澎湖科技大學,10131014,餐旅管理系,7,3,4,0,0,3,1,0,3,0,0,0,0,7,3,4,7,3,4
107,公立,技專校院,0042,國立澎湖科技大學,10151016,觀光休閒系,15,6,9,2,0,0,3,3,4,1,2,0,0,12,5,7,15,6,9
107,公立,技專校院,0042,國立澎湖科技大學,10152022,海洋遊憩系,7,7,0,1,0,3,0,3,0,0,0,0,0,7,7,0,7,7,0
107,公立,技專校院,0042,國立澎湖科技大學,10412025,航運管理系,7,3,4,1,0,1,2,0,2,1,0,0,0,6,2,4,7,3,4
107,公立,技專校院,0042,國立澎湖科技大學,99999Z01,基礎能力教學中心,3,1,2,0,0,0,0,0,2,1,0,0,0,2,0,2,3,1,2
107,公立,技專校院,0042,國立澎湖科技大學,99999Z01,通識(教育)中心,17,9,8,3,2,1,3,3,3,1,0,1,0,15,7,8,16,8,8
107,公立,技專校院,0043,國立勤益科技大學,02299005,文化創意事業系,9,6,3,1,0,2,1,2,2,1,0,0,0,8,5,3,9,6,3
107,公立,技專校院,0043,國立勤益科技大學,02311001,應用英語系,6,1,5,0,2,0,2,1,1,0,0,0,0,6,1,5,6,1,5
107,公立,技專校院,0043,國立勤益科技大學,04131002,企業管理系,12,4,8,2,3,2,5,0,0,0,0,0,0,12,4,8,12,4,8
107,公立,技專校院,0043,國立勤益科技大學,04132003,流通管理系,13,10,3,4,1,3,1,3,1,0,0,0,0,13,10,3,13,10,3
107,公立,技專校院,0043,國立勤益科技大學,06131010,資訊管理系,17,13,4,4,1,7,0,2,3,0,0,0,0,17,13,4,17,13,4
107,公立,技專校院,0043,國立勤益科技大學,06131013,資訊工程系,15,14,1,6,1,6,0,2,0,0,0,0,0,15,14,1,15,14,1
107,公立,技專校院,0043,國立勤益科技大學,07111020,化工與材料工程系,18,13,5,6,2,4,2,2,1,1,0,0,0,17,12,5,18,13,5
107,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系,16,14,2,3,0,7,1,2,1,2,0,0,0,14,12,2,16,14,2
107,公立,技專校院,0043,國立勤益科技大學,07141011,電機工程系,25,23,2,13,0,7,2,3,0,0,0,0,0,25,23,2,25,23,2
107,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,21,20,1,6,0,7,0,5,0,2,1,0,0,18,18,0,21,20,1
107,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系,32,30,2,9,0,15,1,4,0,2,1,0,0,29,28,1,32,30,2
107,公立,技專校院,0043,國立勤益科技大學,07191022,工業工程與管理系,27,20,7,13,3,4,4,3,0,0,0,0,0,27,20,7,27,20,7
107,公立,技專校院,0043,國立勤益科技大學,07194024,精密製造科技研究所,7,6,1,5,1,0,0,1,0,0,0,0,0,7,6,1,7,6,1
107,公立,技專校院,0043,國立勤益科技大學,07312029,景觀系,9,5,4,2,0,1,3,2,1,0,0,0,0,9,5,4,9,5,4
107,公立,技專校院,0043,國立勤益科技大學,10151032,休閒產業管理系,8,7,1,4,1,3,0,0,0,0,0,0,0,8,7,1,8,7,1
107,公立,技專校院,0043,國立勤益科技大學,99999Z01,基礎通識教育中心,25,14,11,3,5,4,3,5,2,2,1,0,0,22,12,10,25,14,11
107,公立,技專校院,0043,國立勤益科技大學,99999Z03,軍訓室,7,5,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0
107,公立,技專校院,0043,國立勤益科技大學,99999Z07,體育室,12,9,3,1,0,7,1,1,2,0,0,0,0,12,9,3,12,9,3
107,公立,技專校院,0043,國立勤益科技大學,99999Z08,語言中心,9,3,6,0,0,0,1,2,3,1,2,0,0,6,2,4,9,3,6
107,公立,一般大學,0044,國立體育大學,01141001,體育研究所,5,5,0,5,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0
107,公立,一般大學,0044,國立體育大學,10141005,球類運動技術學系,12,9,3,1,0,3,1,1,1,0,1,4,0,7,5,2,8,5,3
107,公立,一般大學,0044,國立體育大學,10141006,陸上運動技術學系,9,5,4,1,0,2,1,1,3,0,0,1,0,8,4,4,8,4,4
107,公立,一般大學,0044,國立體育大學,10141007,技擊運動技術學系,11,8,3,1,0,1,1,2,1,1,0,3,1,6,4,2,7,5,2
107,公立,一般大學,0044,國立體育大學,10141008,競技與教練科學研究所,5,3,2,0,2,2,0,1,0,0,0,0,0,5,3,2,5,3,2
107,公立,一般大學,0044,國立體育大學,10142010,運動科學研究所,4,3,1,2,0,1,1,0,0,0,0,0,0,4,3,1,4,3,1
107,公立,一般大學,0044,國立體育大學,10152014,運動保健學系,11,4,7,1,1,1,5,1,0,1,1,0,0,9,3,6,11,4,7
107,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,14,12,2,6,0,5,1,1,0,0,1,0,0,13,12,1,14,12,2
107,公立,一般大學,0044,國立體育大學,10152016,體育推廣學系,9,6,3,4,1,1,2,0,0,1,0,0,0,8,5,3,9,6,3
107,公立,一般大學,0044,國立體育大學,10152017,適應體育學系,9,7,2,0,0,6,1,1,0,0,1,0,0,8,7,1,9,7,2
107,公立,一般大學,0044,國立體育大學,99999Z01,通識教育中心,5,2,3,0,0,2,3,0,0,0,0,0,0,5,2,3,5,2,3
107,公立,一般大學,0044,國立體育大學,99999Z05,師資培育中心,5,4,1,1,1,2,0,1,0,0,0,0,0,5,4,1,5,4,1
107,公立,技專校院,0046,國立臺北護理健康大學,01141019,醫護教育暨數位學習系,9,3,6,0,2,1,2,2,1,0,1,0,0,8,3,5,9,3,6
107,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,10,3,7,1,3,1,0,1,4,0,0,0,0,10,3,7,10,3,7
107,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,12,6,6,2,0,3,2,1,4,0,0,0,0,12,6,6,12,6,6
107,公立,技專校院,0046,國立臺北護理健康大學,06131006,資訊管理系,9,8,1,5,0,1,1,2,0,0,0,0,0,9,8,1,9,8,1
107,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,67,2,65,0,10,1,14,1,17,0,3,0,21,43,2,41,46,2,44
107,公立,技專校院,0046,國立臺北護理健康大學,09131010,中西醫結合護理研究所,5,1,4,0,1,1,1,0,2,0,0,0,0,5,1,4,5,1,4
107,公立,技專校院,0046,國立臺北護理健康大學,09131021,護理助產及婦女健康系,10,0,10,0,2,0,2,0,3,0,1,0,2,7,0,7,8,0,8
107,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,9,4,5,0,1,3,1,1,2,0,1,0,0,8,4,4,9,4,5
107,公立,技專校院,0046,國立臺北護理健康大學,09199015,高齡健康照護系,7,2,5,0,1,0,0,2,3,0,1,0,0,6,2,4,7,2,5
107,公立,技專校院,0046,國立臺北護理健康大學,09199Y67,人類發展與健康學院,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
107,公立,技專校院,0046,國立臺北護理健康大學,09211013,長期照護系,9,2,7,0,0,2,2,0,4,0,1,0,0,8,2,6,9,2,7
107,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系,12,2,10,0,1,1,6,1,3,0,0,0,0,12,2,10,12,2,10
107,公立,技專校院,0046,國立臺北護理健康大學,10142017,運動保健系,9,5,4,2,1,2,1,1,1,0,1,0,0,8,5,3,9,5,4
107,公立,技專校院,0046,國立臺北護理健康大學,10151018,休閒產業與健康促進系,9,4,5,0,1,2,1,2,2,0,1,0,0,8,4,4,9,4,5
107,公立,技專校院,0046,國立臺北護理健康大學,99999Z01,通識(教育)中心,7,5,2,3,0,1,2,0,0,1,0,0,0,6,4,2,7,5,2
107,公立,技專校院,0046,國立臺北護理健康大學,99999Z03,軍訓教官,3,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,11,6,5,0,1,1,3,5,0,0,1,0,0,10,6,4,11,6,5
107,公立,技專校院,0047,國立高雄餐旅大學,02311003,應用日語系,7,3,4,0,0,2,3,1,1,0,0,0,0,7,3,4,7,3,4
107,公立,技專校院,0047,國立高雄餐旅大學,04199010,餐旅暨會展行銷管理系,7,6,1,1,1,4,0,1,0,0,0,0,0,7,6,1,7,6,1
107,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,12,9,3,1,0,2,1,5,1,1,1,0,0,10,8,2,12,9,3
107,公立,技專校院,0047,國立高雄餐旅大學,10131005,中餐廚藝系,9,6,3,2,1,1,2,3,0,0,0,0,0,9,6,3,9,6,3
107,公立,技專校院,0047,國立高雄餐旅大學,10131006,西餐廚藝系,7,5,2,1,0,3,1,1,1,0,0,0,0,7,5,2,7,5,2
107,公立,技專校院,0047,國立高雄餐旅大學,10131007,烘焙管理系,9,8,1,2,0,3,1,2,0,1,0,0,0,8,7,1,9,8,1
107,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
107,公立,技專校院,0047,國立高雄餐旅大學,10131011,飲食文化暨餐飲創新研究所,7,3,4,0,2,2,2,1,0,0,0,0,0,7,3,4,7,3,4
107,公立,技專校院,0047,國立高雄餐旅大學,10131012,餐旅研究所,7,3,4,3,1,0,2,0,1,0,0,0,0,7,3,4,7,3,4
107,公立,技專校院,0047,國立高雄餐旅大學,10131028,餐飲廚藝科,6,4,2,0,0,2,1,2,1,0,0,0,0,6,4,2,6,4,2
107,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,16,8,8,2,1,2,2,3,1,1,4,0,0,11,7,4,16,8,8
107,公立,技專校院,0047,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,9,5,4,2,1,2,1,1,2,0,0,0,0,9,5,4,9,5,4
107,公立,技專校院,0047,國立高雄餐旅大學,10151015,旅運管理系,8,7,1,1,0,3,0,3,1,0,0,0,0,8,7,1,8,7,1
107,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
107,公立,技專校院,0047,國立高雄餐旅大學,10151029,觀光研究所,8,5,3,1,1,4,1,0,1,0,0,0,0,8,5,3,8,5,3
107,公立,技專校院,0047,國立高雄餐旅大學,10199Y78,餐旅學院,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
107,公立,技專校院,0047,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,8,5,3,1,0,2,2,2,1,0,0,0,0,8,5,3,8,5,3
107,公立,技專校院,0047,國立高雄餐旅大學,99999Y45,國際學院,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
107,公立,技專校院,0047,國立高雄餐旅大學,99999Z01,通識教育中心,23,16,7,3,0,4,2,5,3,1,1,3,1,17,12,5,19,13,6
107,公立,技專校院,0047,國立高雄餐旅大學,99999Z05,師資培育中心,3,0,3,0,2,0,1,0,0,0,0,0,0,3,0,3,3,0,3
107,公立,一般大學,0048,國立金門大學,02311002,應用英語學系,10,5,5,1,0,2,3,2,2,0,0,0,0,10,5,5,10,5,5
107,公立,一般大學,0048,國立金門大學,02322001,華語文學系,6,1,5,0,0,0,3,1,2,0,0,0,0,6,1,5,6,1,5
107,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,9,8,1,1,0,4,1,3,0,0,0,0,0,9,8,1,9,8,1
107,公立,一般大學,0048,國立金門大學,04131009,企業管理學系,10,6,4,1,1,2,2,3,1,0,0,0,0,10,6,4,10,6,4
107,公立,一般大學,0048,國立金門大學,04212013,海洋與邊境管理學系,7,7,0,1,0,4,0,2,0,0,0,0,0,7,7,0,7,7,0
107,公立,一般大學,0048,國立金門大學,06131019,資訊工程學系,8,8,0,2,0,4,0,2,0,0,0,0,0,8,8,0,8,8,0
107,公立,一般大學,0048,國立金門大學,07141017,電子工程學系,9,9,0,2,0,6,0,0,0,1,0,0,0,8,8,0,9,9,0
107,公立,一般大學,0048,國立金門大學,07191025,工業工程與管理學系,7,6,1,1,0,3,1,2,0,0,0,0,0,7,6,1,7,6,1
107,公立,一般大學,0048,國立金門大學,07211029,食品科學系,8,5,3,0,0,3,1,2,2,0,0,0,0,8,5,3,8,5,3
107,公立,一般大學,0048,國立金門大學,07311026,建築學系,9,8,1,0,0,4,0,4,1,0,0,0,0,9,8,1,9,8,1
107,公立,一般大學,0048,國立金門大學,07313028,都市計畫與景觀學系,7,6,1,1,0,2,0,3,1,0,0,0,0,7,6,1,7,6,1
107,公立,一般大學,0048,國立金門大學,07321021,土木與工程管理學系,7,7,0,1,0,6,0,0,0,0,0,0,0,7,7,0,7,7,0
107,公立,一般大學,0048,國立金門大學,09131031,護理學系,7,1,6,0,0,0,5,1,1,0,0,0,0,7,1,6,7,1,6
107,公立,一般大學,0048,國立金門大學,09191032,長期照護學系,6,4,2,1,0,2,2,1,0,0,0,0,0,6,4,2,6,4,2
107,公立,一般大學,0048,國立金門大學,09231033,社會工作學系,6,3,3,0,0,1,2,2,1,0,0,0,0,6,3,3,6,3,3
107,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,9,5,4,2,0,3,2,0,2,0,0,0,0,9,5,4,9,5,4
107,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,10,8,2,4,0,0,2,3,0,1,0,0,0,9,7,2,10,8,2
107,公立,一般大學,0048,國立金門大學,99999Z01,通識教育中心,9,7,2,4,0,1,1,2,1,0,0,0,0,9,7,2,9,7,2
107,公立,一般大學,0048,國立金門大學,99999Z03,學生事務處,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
