學年度,設立別 ,學校類別,學校代碼,學校名稱,,,總計,男,女,男,女,男,女,男,女,男,女,男,女
103,私立,一般大學,1008,靜宜大學,220307,英國語文學系,3,2,1,0,0,1,1,1,0,0,0,0,0
103,私立,一般大學,1008,靜宜大學,220318,西班牙語文學系,5,4,1,0,0,2,1,1,0,1,0,0,0
103,私立,一般大學,1008,靜宜大學,220320,日本語文學系,4,2,2,0,0,1,0,1,2,0,0,0,0
103,私立,一般大學,1008,靜宜大學,320101,大眾傳播學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1008,靜宜大學,999901,外語教學中心,6,5,1,0,0,0,0,0,0,0,0,5,1
103,私立,一般大學,1009,長庚大學,230303,工業設計學系,1,0,1,0,0,0,0,0,0,0,1,0,0
103,私立,一般大學,1009,長庚大學,420503,生物醫學系,3,3,0,1,0,1,0,1,0,0,0,0,0
103,私立,一般大學,1009,長庚大學,520103,電子工程學系,2,2,0,1,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1009,長庚大學,520114,資訊工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1009,長庚大學,520227,醫療機電工程研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1009,長庚大學,720102,臨床醫學研究所,1,0,1,0,0,0,1,0,0,0,0,0,0
103,私立,一般大學,1009,長庚大學,720104,中醫學系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,一般大學,1009,長庚大學,720705,醫學生物技術暨檢驗學系,2,2,0,1,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1009,長庚大學,999901,通識教育中心,4,3,1,0,0,1,0,1,1,1,0,0,0
103,私立,一般大學,1010,元智大學,210709,藝術與設計學系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1010,元智大學,220201,中國語文學系,1,0,1,0,1,0,0,0,0,0,0,0,0
103,私立,一般大學,1010,元智大學,220303,應用外語學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1010,元智大學,320105,資訊傳播學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1010,元智大學,480109,資訊管理學系,1,0,1,0,0,0,1,0,0,0,0,0,0
103,私立,一般大學,1010,元智大學,520106,光電工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1010,元智大學,999901,國際語言文化中心,4,4,0,0,0,0,0,0,0,0,0,4,0
103,私立,一般大學,1011,中華大學,220301,外國語文學系,2,2,0,0,0,0,0,1,0,1,0,0,0
103,私立,一般大學,1011,中華大學,220321,應用日語學系,4,3,1,0,0,1,0,2,1,0,0,0,0
103,私立,一般大學,1011,中華大學,340307,國際企業學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1012,大葉大學,210606,造形藝術學系,1,1,0,0,0,0,0,0,0,0,0,1,0
103,私立,一般大學,1012,大葉大學,220321,應用日語學系,3,3,0,0,0,1,0,1,0,0,0,1,0
103,私立,一般大學,1012,大葉大學,220327,歐洲語文學系,2,2,0,0,0,0,0,0,0,0,0,2,0
103,私立,一般大學,1012,大葉大學,230303,工業設計學系,1,1,0,0,0,0,0,0,0,0,0,1,0
103,私立,一般大學,1012,大葉大學,340301,企業管理學系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1012,大葉大學,340307,國際企業管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1012,大葉大學,999901,國際語言中心,5,3,2,0,0,0,0,0,0,0,0,3,2
103,私立,一般大學,1013,華梵大學,220301,外國語文學系,2,2,0,0,0,0,0,1,0,1,0,0,0
103,私立,一般大學,1013,華梵大學,310716,東方人文思想研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1014,義守大學,220312,應用英語學系,2,2,0,0,0,0,0,1,0,1,0,0,0
103,私立,一般大學,1014,義守大學,220321,應用日語學系,3,2,1,0,0,1,0,0,0,1,1,0,0
103,私立,一般大學,1014,義守大學,340309,國際企業經營學系,5,3,2,0,0,0,0,1,1,0,0,2,1
103,私立,一般大學,1014,義守大學,340516,國際財務金融學系,5,5,0,0,0,0,0,2,0,1,0,2,0
103,私立,一般大學,1014,義守大學,520101,電機工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1014,義守大學,521108,生物醫學工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1014,義守大學,810102,餐旅管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1014,義守大學,810224,國際觀光餐旅學系,4,2,2,0,0,0,0,1,1,1,0,0,1
103,私立,一般大學,1014,義守大學,819910,娛樂事業管理學系,4,3,1,0,0,0,0,1,0,0,0,2,1
103,私立,一般大學,1015,世新大學,220308,英語學系,2,1,1,0,1,1,0,0,0,0,0,0,0
103,私立,一般大學,1015,世新大學,220320,日本語文學系,2,0,2,0,0,0,0,0,2,0,0,0,0
103,私立,一般大學,1015,世新大學,310804,行政管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1015,世新大學,999901,語言視聽教育中心,5,5,0,0,0,0,0,0,0,4,0,1,0
103,私立,一般大學,1016,銘傳大學,220312,應用英語學系,5,4,1,0,0,1,1,2,0,1,0,0,0
103,私立,一般大學,1016,銘傳大學,220321,應用日語學系,3,0,3,0,0,0,1,0,1,0,1,0,0
103,私立,一般大學,1016,銘傳大學,230307,商品設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1016,銘傳大學,340307,國際企業學系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1016,銘傳大學,340308,國際企業與貿易學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1016,銘傳大學,480503,資訊科技應用學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1016,銘傳大學,999901,英語教學中心,18,17,1,0,0,0,0,5,0,12,1,0,0
103,私立,一般大學,1017,實踐大學,220303,應用外語學系,2,2,0,0,0,0,0,1,0,0,0,1,0
103,私立,一般大學,1017,實踐大學,220312,應用英語學系,5,4,1,0,0,2,0,1,1,1,0,0,0
103,私立,一般大學,1017,實踐大學,220338,應用日文學系,4,3,1,0,0,0,0,1,1,0,0,2,0
103,私立,一般大學,1017,實踐大學,340307,國際企業管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1017,實踐大學,340401,國際貿易學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1017,實踐大學,520128,資訊科技與通訊學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1017,實踐大學,580102,建築設計學系,2,2,0,1,0,0,0,0,0,0,0,1,0
103,私立,一般大學,1017,實踐大學,810201,觀光管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1017,實踐大學,810701,服裝設計學系,2,2,0,0,0,0,0,0,0,0,0,2,0
103,私立,一般大學,1017,實踐大學,810706,服飾設計與經營學系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1017,實踐大學,999901,博雅學部,2,2,0,0,0,0,0,1,0,0,0,1,0
103,私立,一般大學,1019,高雄醫學大學,310501,心理學系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1019,高雄醫學大學,420504,生物醫學暨環境生物學系,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1019,高雄醫學大學,720101,醫學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1019,高雄醫學大學,720301,藥學系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1020,南華大學,210406,民族音樂學系,3,2,1,1,0,0,0,0,0,0,0,1,1
103,私立,一般大學,1020,南華大學,220301,外國語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1020,南華大學,580113,建築與景觀學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1021,真理大學,220303,應用外語學系,3,1,2,0,0,0,0,1,0,0,2,0,0
103,私立,一般大學,1021,真理大學,220310,英美語文學系,2,2,0,0,0,0,0,1,0,1,0,0,0
103,私立,一般大學,1021,真理大學,220321,應用日語學系,5,1,4,0,0,1,0,0,2,0,2,0,0
103,私立,一般大學,1021,真理大學,810102,餐旅管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1021,真理大學,999901,通識教育中心,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1027,慈濟大學,220310,英美語文學系,2,2,0,0,0,1,0,1,0,0,0,0,0
103,私立,一般大學,1027,慈濟大學,220319,東方語文學系,2,1,1,0,0,0,1,1,0,0,0,0,0
103,私立,一般大學,1027,慈濟大學,221002,人類發展學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1027,慈濟大學,420318,分子生物暨人類遺傳學系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1027,慈濟大學,720117,醫學科學研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1028,臺北醫學大學,229903,醫學人文研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1028,臺北醫學大學,521107,生醫材料暨組織工程研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1028,臺北醫學大學,720101,醫學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1028,臺北醫學大學,720224,全球衛生暨發展碩士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1028,臺北醫學大學,720301,藥學系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1028,臺北醫學大學,720323,癌症生物學與藥物研發博士學位學程,2,2,0,1,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1028,臺北醫學大學,720714,醫學資訊研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1028,臺北醫學大學,760219,高齡健康管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1029,中山醫學大學,220706,應用外國語言學系,2,1,1,0,0,1,0,0,1,0,0,0,0
103,私立,一般大學,1029,中山醫學大學,720101,醫學系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1033,長榮大學,220321,應用日語學系,2,1,1,0,0,0,0,1,1,0,0,0,0
103,私立,一般大學,1033,長榮大學,220501,翻譯學系,3,2,1,0,0,1,0,0,0,1,1,0,0
103,私立,一般大學,1033,長榮大學,220803,哲學與宗教學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1033,長榮大學,220807,神學系,2,2,0,1,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1033,長榮大學,310719,台灣研究所,2,2,0,0,0,1,0,1,0,0,0,0,0
103,私立,一般大學,1033,長榮大學,999999,語文教育中心,4,4,0,0,0,0,0,1,0,0,0,3,0
103,私立,一般大學,1035,中國醫藥大學,310515,神經科學與認知科學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1035,中國醫藥大學,720101,醫學系,8,8,0,0,0,0,0,0,0,0,0,8,0
103,私立,一般大學,1035,中國醫藥大學,720102,臨床醫學研究所,2,1,1,0,0,0,0,1,1,0,0,0,0
103,私立,一般大學,1035,中國醫藥大學,720104,中醫學系,2,2,0,0,0,0,0,0,0,0,0,2,0
103,私立,一般大學,1035,中國醫藥大學,720301,藥學系,1,0,1,0,0,0,1,0,0,0,0,0,0
103,私立,一般大學,1035,中國醫藥大學,999901,通識教育中心,2,2,0,0,0,0,0,0,0,0,0,2,0
103,私立,一般大學,1039,玄奘大學,220303,應用外語學系,4,2,2,0,0,0,0,2,2,0,0,0,0
103,私立,一般大學,1039,玄奘大學,220801,宗教學系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1039,玄奘大學,380101,法律學系,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1048,亞洲大學,220301,外國語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1048,亞洲大學,340303,經營管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1048,亞洲大學,340307,國際企業學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1048,亞洲大學,340501,財務金融學系,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1048,亞洲大學,380201,財經法律學系,1,1,0,0,0,0,0,0,0,0,0,1,0
103,私立,一般大學,1048,亞洲大學,420606,生物與醫學資訊學系,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,一般大學,1048,亞洲大學,999999,語文教學研究發展中心,10,9,1,0,0,0,0,0,0,0,0,9,1
103,私立,一般大學,1049,開南大學,220312,應用英語學系,3,3,0,0,0,0,0,1,0,0,0,2,0
103,私立,一般大學,1049,開南大學,220321,應用日語學系,7,3,4,0,0,1,0,1,0,0,0,1,4
103,私立,一般大學,1049,開南大學,340307,國際企業學系,1,1,0,0,0,0,0,0,0,0,0,1,0
103,私立,一般大學,1049,開南大學,349982,多媒體與行動商務學系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1049,開南大學,729908,養生與健康行銷學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1050,佛光大學,220804,佛教學系,2,1,1,0,0,1,1,0,0,0,0,0,0
103,私立,一般大學,1050,佛光大學,220901,歷史學系,2,1,1,1,0,0,0,0,1,0,0,0,0
103,私立,一般大學,1050,佛光大學,229908,文化資產與創意學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1050,佛光大學,999901,通識教育委員會,1,1,0,0,0,0,0,0,0,0,0,1,0
103,私立,一般大學,1058,明道大學,220312,應用英語學系,2,2,0,0,0,0,0,0,0,2,0,0,0
103,私立,一般大學,1058,明道大學,220321,應用日語學系,3,3,0,0,0,1,0,2,0,0,0,0,0
103,私立,一般大學,1058,明道大學,521322,材料與能源工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1059,康寧大學,220303,應用外語學系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,一般大學,1059,康寧大學,999901,語言中心,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,一般大學,1067,台灣首府大學,220303,應用外語學系,3,3,0,0,0,0,0,2,0,0,0,1,0
103,私立,一般大學,1125,興國管理學院,220321,應用日語學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,一般大學,1R03,臺北基督學院,220810,基督教博雅學系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1018,朝陽科技大學,220312,應用英語系,4,3,1,0,0,0,0,0,0,3,1,0,0
103,私立,技專校院,1018,朝陽科技大學,230303,工業設計系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1018,朝陽科技大學,340201,會計系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,技專校院,1018,朝陽科技大學,999901,語言中心,2,1,1,0,0,0,0,0,0,1,1,0,0
103,私立,技專校院,1023,南臺科技大學,220312,應用英語系,3,3,0,0,0,0,0,2,0,1,0,0,0
103,私立,技專校院,1023,南臺科技大學,220321,應用日語系,5,4,1,0,0,0,0,4,1,0,0,0,0
103,私立,技專校院,1023,南臺科技大學,230313,創新產品設計系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1023,南臺科技大學,320105,資訊傳播系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,技專校院,1024,崑山科技大學,220312,應用英語系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1024,崑山科技大學,340401,國際貿易系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,技專校院,1024,崑山科技大學,520201,機械工程系,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,技專校院,1025,嘉南藥理大學,220303,應用外語系,3,2,1,0,0,0,0,1,0,1,0,0,1
103,私立,技專校院,1025,嘉南藥理大學,720504,保健營養系(含碩士班),1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1026,樹德科技大學,210707,表演藝術系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1026,樹德科技大學,220303,應用外語系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1026,樹德科技大學,990101,人類性學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,技專校院,1030,龍華科技大學,220303,應用外語系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1030,龍華科技大學,340301,企業管理(學)系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1030,龍華科技大學,520403,化工與材料工程系,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,技專校院,1031,輔英科技大學,220303,應用外語系,3,3,0,0,0,0,0,1,0,2,0,0,0
103,私立,技專校院,1031,輔英科技大學,999901,基本能力教育組,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1032,明新科技大學,220303,應用外語系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1032,明新科技大學,520101,電機工程(學)系,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,技專校院,1032,明新科技大學,810101,旅館事業管理系,1,0,1,0,0,0,0,0,0,0,1,0,0
103,私立,技專校院,1032,明新科技大學,999901,語言教學中心,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1034,弘光科技大學,220312,應用英語系,2,2,0,0,0,0,0,1,0,1,0,0,0
103,私立,技專校院,1034,弘光科技大學,810102,餐旅管理系,1,1,0,0,0,0,0,0,0,0,0,1,0
103,私立,技專校院,1034,弘光科技大學,810802,化妝品應用系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1034,弘光科技大學,810810,美髮造型設計系,1,0,1,0,0,0,0,0,0,0,0,0,1
103,私立,技專校院,1036,健行科技大學,810102,餐旅管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1037,正修科技大學,220303,應用外語系,3,1,2,0,1,0,0,1,0,0,1,0,0
103,私立,技專校院,1038,萬能科技大學,810204,觀光與休閒事業管理系,1,1,0,0,0,0,0,0,0,0,0,1,0
103,私立,技專校院,1040,建國科技大學,220303,應用外語系,1,0,1,0,0,0,0,0,0,0,1,0,0
103,私立,技專校院,1040,建國科技大學,230203,數位媒體設計系暨媒體與遊戲設計碩士班,3,3,0,0,0,0,0,1,0,1,0,1,0
103,私立,技專校院,1040,建國科技大學,810801,美容系暨美容科技研究所,1,0,1,0,0,0,0,0,0,0,1,0,0
103,私立,技專校院,1042,高苑科技大學,220303,應用外語系,2,2,0,0,0,0,0,0,0,2,0,0,0
103,私立,技專校院,1043,大仁科技大學,220303,應用外語系,6,2,4,0,0,0,0,1,0,1,4,0,0
103,私立,技專校院,1043,大仁科技大學,720301,藥學系,1,1,0,1,0,0,0,0,0,0,0,0,0
103,私立,技專校院,1044,聖約翰科技大學,220312,應用英語系,3,3,0,0,0,0,0,1,0,2,0,0,0
103,私立,技專校院,1045,嶺東科技大學,220303,應用外語系,2,2,0,0,0,0,0,0,0,2,0,0,0
103,私立,技專校院,1045,嶺東科技大學,340307,國際企業系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1045,嶺東科技大學,480109,資訊管理系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,技專校院,1046,中國科技大學,220312,應用英語系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1047,中臺科技大學,220303,應用外語系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1051,台南應用科技大學,220312,應用英語系,1,1,0,0,0,0,0,0,0,0,0,1,0
103,私立,技專校院,1051,台南應用科技大學,230201,視覺傳達設計系,1,0,1,0,0,0,0,0,0,0,1,0,0
103,私立,技專校院,1051,台南應用科技大學,230401,室內設計系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,技專校院,1053,元培醫事科技大學,220312,應用英語系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,技專校院,1054,景文科技大學,220303,應用外語系,5,5,0,0,0,0,0,2,0,3,0,0,0
103,私立,技專校院,1055,中華醫事科技大學,720708,醫學檢驗生物技術系,1,0,1,0,0,0,0,0,0,0,1,0,0
103,私立,技專校院,1056,東南科技大學,220312,應用英語(文)系,2,2,0,0,0,0,0,0,0,2,0,0,0
103,私立,技專校院,1057,德明財經科技大學,220303,應用外語系,2,2,0,0,0,0,0,0,0,2,0,0,0
103,私立,技專校院,1060,南開科技大學,220303,應用外語系,2,2,0,0,0,0,0,1,0,0,0,1,0
103,私立,技專校院,1061,中華科技大學,999901,通識(教育)中心,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1062,僑光科技大學,220312,應用英語系,5,4,1,0,0,1,0,1,0,2,0,0,1
103,私立,技專校院,1062,僑光科技大學,340401,國際貿易系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,技專校院,1063,育達科技大學,220321,應用日語系,3,2,1,0,0,1,0,1,0,0,1,0,0
103,私立,技專校院,1064,美和科技大學,810102,餐旅管理系,1,0,1,0,0,0,0,0,0,0,1,0,0
103,私立,技專校院,1065,吳鳳科技大學,220321,應用日語系,2,2,0,0,0,0,0,2,0,0,0,0,0
103,私立,技專校院,1066,環球科技大學,220303,應用外語系,3,3,0,0,0,0,0,1,0,2,0,0,0
103,私立,技專校院,1069,修平科技大學,220312,應用英語系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1069,修平科技大學,220321,應用日語系,2,2,0,0,0,1,0,0,0,1,0,0,0
103,私立,技專校院,1069,修平科技大學,810203,觀光與遊憩管理系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,技專校院,1070,長庚科技大學,999901,通識教育中心,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1071,臺北城市科技大學,220303,應用外語系,1,0,1,0,0,0,0,0,0,0,1,0,0
103,私立,技專校院,1073,醒吾科技大學,220312,應用英語系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1074,南榮科技大學,220321,應用日語系,2,2,0,0,0,0,0,1,0,1,0,0,0
103,私立,技專校院,1075,文藻外語大學,220204,應用華語文系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1075,文藻外語大學,220307,英國語文系,4,3,1,0,0,1,0,1,1,1,0,0,0
103,私立,技專校院,1075,文藻外語大學,220314,法國語文系,5,4,1,0,0,0,1,3,0,1,0,0,0
103,私立,技專校院,1075,文藻外語大學,220315,德國語文系,4,4,0,0,0,0,0,3,0,1,0,0,0
103,私立,技專校院,1075,文藻外語大學,220318,西班牙語文系,4,2,2,0,0,1,0,1,1,0,1,0,0
103,私立,技專校院,1075,文藻外語大學,220320,日本語文系,5,4,1,0,0,0,0,4,0,0,1,0,0
103,私立,技專校院,1075,文藻外語大學,220501,翻譯系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,技專校院,1075,文藻外語大學,999901,英語教學中心,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1150,慈濟技術學院,720601,護理系,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1159,和春技術學院,220303,應用外語系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1164,致理技術學院,220312,應用英語系,4,3,1,0,0,0,0,0,1,3,0,0,0
103,私立,技專校院,1164,致理技術學院,220321,應用日語系,3,2,1,0,0,0,0,2,0,0,1,0,0
103,私立,技專校院,1164,致理技術學院,340301,企業管理系、企業管理系服務業經營管理碩士班(含碩士在職專班),1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1164,致理技術學院,340401,國際貿易系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1164,致理技術學院,340605,保險金融管理系,1,0,1,0,0,0,0,0,1,0,0,0,0
103,私立,技專校院,1164,致理技術學院,999901,通識教育中心,2,2,0,0,0,0,0,0,0,1,0,1,0
103,私立,技專校院,1166,亞東技術學院,520126,通訊工程系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,技專校院,1166,亞東技術學院,999901,通識(教育)中心,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1168,桃園創新技術學院,220339,觀光英語系,2,2,0,0,0,0,0,1,0,1,0,0,0
103,私立,技專校院,1179,德霖技術學院,220312,應用英語系,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1179,德霖技術學院,999901,語言中心,2,1,1,0,0,0,0,0,0,1,1,0,0
103,私立,技專校院,1184,東方設計學院,810820,時尚美妝設計系,1,1,0,0,0,1,0,0,0,0,0,0,0
103,私立,技專校院,1281,康寧醫護暨管理專科學校,220303,應用外語科,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1282,馬偕醫護管理專科學校,220303,應用外語科,1,0,1,0,0,0,0,0,0,0,1,0,0
103,私立,技專校院,1284,樹人醫護管理專科學校,220312,應用英語科,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1284,樹人醫護管理專科學校,220321,應用日語科,1,1,0,0,0,0,0,0,0,1,0,0,0
103,私立,技專校院,1287,敏惠醫護管理專科學校,760401,幼兒保育科,1,1,0,0,0,0,0,1,0,0,0,0,0
103,私立,技專校院,1292,新生醫護管理專科學校,220312,應用英語科,1,1,0,0,0,0,0,0,0,1,0,0,0
104,公立,一般大學,1,國立政治大學,220101,台灣文學研究所,1,0,1,0,0,0,1,0,0,0,0,0,0
104,公立,一般大學,1,國立政治大學,220307,英國語文學系,6,5,1,1,0,1,1,2,0,1,0,0,0
104,公立,一般大學,1,國立政治大學,220320,日本語文學系,1,1,0,0,0,0,0,0,0,0,0,1,0
104,公立,一般大學,1,國立政治大學,220322,阿拉伯語文學系,3,2,1,0,0,0,0,2,0,0,0,0,1
104,公立,一般大學,1,國立政治大學,220324,韓國語文學系,5,3,2,0,0,1,0,0,0,0,0,2,2
104,公立,一般大學,1,國立政治大學,220326,土耳其語文學系,4,4,0,0,0,1,0,1,0,0,0,2,0
104,公立,一般大學,1,國立政治大學,220327,歐洲語文學系,3,1,2,0,0,0,1,1,1,0,0,0,0
104,公立,一般大學,1,國立政治大學,220333,斯拉夫語文學系,6,4,2,0,2,2,0,0,0,0,0,2,0
104,公立,一般大學,1,國立政治大學,220701,語言學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
104,公立,一般大學,1,國立政治大學,220801,宗教研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
104,公立,一般大學,1,國立政治大學,220901,歷史學系,2,1,1,0,0,1,1,0,0,0,0,0,0
104,公立,一般大學,1,國立政治大學,310401,民族學系,1,1,0,1,0,0,0,0,0,0,0,0,0
104,公立,一般大學,1,國立政治大學,310999,國際事務學院,2,2,0,0,0,1,0,1,0,0,0,0,0
104,公立,一般大學,1,國立政治大學,340310,國際經營管理英語碩士學位學程,1,1,0,0,0,0,0,0,0,0,0,1,0
104,公立,一般大學,1,國立政治大學,340408,國際經營與貿易學系,1,1,0,0,0,0,0,1,0,0,0,0,0
104,公立,一般大學,1,國立政治大學,999999,外文中心,5,2,3,0,0,0,0,0,0,0,0,2,3
104,公立,一般大學,2,國立清華大學,220201,中國文學系,4,3,1,1,0,2,0,0,1,0,0,0,0
104,公立,一般大學,2,國立清華大學,220301,外國語文學系,4,0,4,0,1,0,2,0,0,0,1,0,0
104,公立,一般大學,2,國立清華大學,220901,歷史研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
