學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別[日間],專業必修實際開設學分數,專業選修實際開設學分數
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,03211009,傳播學系,學士班(日間),11,73
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,05111010,生命科學系,學士班(日間),29,47
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,05121012,分子生物暨人類遺傳學系,學士班(日間),29,30
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,06133032,醫學資訊學系,學士班(日間),29,40
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09121015,醫學系,學士班(日間),180.50,7
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09121023,學士後中醫學系,學士班(日間),147,20
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09131028,護理學系,學士班(日間),47.50,15
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09141031,醫學檢驗生物技術學系,學士班(日間),40,33
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09151027,物理治療學系,學士班(日間),59,22
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09191024,公共衛生學系,學士班(日間),30,39
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09221002,兒童發展與家庭教育學系,學士班(日間),10,62
105,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,09231034,社會工作學系,學士班(日間),31,28
105,2,私立,一般大學,1028,臺北醫學大學,04133002,醫務管理學系,學士班(日間),38,35
105,2,私立,一般大學,1028,臺北醫學大學,05191032,保健營養學系,學士班(日間),45,31
105,2,私立,一般大學,1028,臺北醫學大學,06199B01,學士後大數據科技及管理學士學位學程,學士班(日間),18,6
105,2,私立,一般大學,1028,臺北醫學大學,07193009,生物醫學工程學系,學士班(日間),12,0
105,2,私立,一般大學,1028,臺北醫學大學,09111044,牙醫學系,學士班(日間),111,6
105,2,私立,一般大學,1028,臺北醫學大學,09111045,牙體技術學系,學士班(日間),32,21
105,2,私立,一般大學,1028,臺北醫學大學,09111046,口腔衛生學系,學士班(日間),46,11
105,2,私立,一般大學,1028,臺北醫學大學,09121013,醫學系,學士班(日間),60,43
105,2,私立,一般大學,1028,臺北醫學大學,09121013,醫學系七年制,學士班(日間),105,0
105,2,私立,一般大學,1028,臺北醫學大學,09131035,呼吸治療學系,學士班(日間),39,26
105,2,私立,一般大學,1028,臺北醫學大學,09131037,學士後護理學系,學士班(日間),18,5
105,2,私立,一般大學,1028,臺北醫學大學,09131037,護理學系,學士班(日間),42,15
105,2,私立,一般大學,1028,臺北醫學大學,09141041,醫學檢驗暨生物技術學系,學士班(日間),36,26
105,2,私立,一般大學,1028,臺北醫學大學,09161024,藥學系,學士班(日間),86,37
105,2,私立,一般大學,1028,臺北醫學大學,09191020,公共衛生學系,學士班(日間),46,15
105,2,私立,一般大學,1028,臺北醫學大學,09211049,高齡健康管理學系,學士班(日間),40,24
105,2,私立,一般大學,1029,中山醫學大學,02311003,應用外國語言學系,學士班(日間),38,24
105,2,私立,一般大學,1029,中山醫學大學,02321001,台灣語文學系,學士班(日間),0,0
105,2,私立,一般大學,1029,中山醫學大學,03131004,心理學系,學士班(日間),26,36
105,2,私立,一般大學,1029,中山醫學大學,04133006,醫療產業科技管理學系,學士班(日間),41,6
105,2,私立,一般大學,1029,中山醫學大學,05121012,生物醫學科學學系,學士班(日間),45,30
105,2,私立,一般大學,1029,中山醫學大學,05191026,營養學系,學士班(日間),55,33
105,2,私立,一般大學,1029,中山醫學大學,05399015,醫學應用化學系,學士班(日間),35,25
105,2,私立,一般大學,1029,中山醫學大學,09111038,牙醫學系,學士班(日間),123,17
105,2,私立,一般大學,1029,中山醫學大學,09121018,醫學系,學士班(日間),59,13
105,2,私立,一般大學,1029,中山醫學大學,09121018,醫學系七年制,學士班(日間),45,167
105,2,私立,一般大學,1029,中山醫學大學,09131028,護理學系,學士班(日間),79,18
105,2,私立,一般大學,1029,中山醫學大學,09141030,醫學檢驗暨生物技術學系,學士班(日間),72,35
105,2,私立,一般大學,1029,中山醫學大學,09141031,醫學影像暨放射科學系,學士班(日間),72,24
105,2,私立,一般大學,1029,中山醫學大學,09141032,視光學系,學士班(日間),59,38
105,2,私立,一般大學,1029,中山醫學大學,09141033,醫學資訊學系,學士班(日間),31,32
105,2,私立,一般大學,1029,中山醫學大學,09141B01,學士後視光學士學位學程,學士班(日間),0,0
105,2,私立,一般大學,1029,中山醫學大學,09151022,物理治療學系,學士班(日間),57,20
105,2,私立,一般大學,1029,中山醫學大學,09152023,職能治療學系,學士班(日間),55,26
105,2,私立,一般大學,1029,中山醫學大學,09153024,語言治療與聽力學系,學士班(日間),59,11
105,2,私立,一般大學,1029,中山醫學大學,09191020,公共衛生學系,學士班(日間),21,52
105,2,私立,一般大學,1029,中山醫學大學,09231045,醫學社會暨社會工作學系,學士班(日間),74,34
105,2,私立,一般大學,1029,中山醫學大學,10131046,健康餐飲暨產業管理學系,學士班(日間),31,48
105,2,私立,一般大學,1029,中山醫學大學,10221021,職業安全衛生學系,學士班(日間),43,30
105,2,私立,技專校院,1030,龍華科技大學,02122002,文化創意與數位媒體設計系,四技(日),26,82
105,2,私立,技專校院,1030,龍華科技大學,02311001,應用外語系,四技(日),39,45
105,2,私立,技專校院,1030,龍華科技大學,04121007,財務金融系,四技(日),53,47
105,2,私立,技專校院,1030,龍華科技大學,04131004,企業管理系,四技(日),90,42
105,2,私立,技專校院,1030,龍華科技大學,04131005,國際企業系,四技(日),68,22
105,2,私立,技專校院,1030,龍華科技大學,04199008,工業管理系,四技(日),48,24
105,2,私立,技專校院,1030,龍華科技大學,06131009,資訊管理系,四技(日),57,45
105,2,私立,技專校院,1030,龍華科技大學,06131015,資訊網路工程系,四技(日),64,18
105,2,私立,技專校院,1030,龍華科技大學,06132011,多媒體與遊戲發展科學系,四技(日),38,53
105,2,私立,技專校院,1030,龍華科技大學,07112018,化工與材料工程系,四技(日),43,23
105,2,私立,技專校院,1030,龍華科技大學,07112018,化工與材料工程科,五專,16,13
105,2,私立,技專校院,1030,龍華科技大學,07141013,電機工程系,四技(日),58,35
105,2,私立,技專校院,1030,龍華科技大學,07141014,電子工程系,四技(日),65,48
105,2,私立,技專校院,1030,龍華科技大學,07151016,機械工程系,四技(日),50,34
105,2,私立,技專校院,1030,龍華科技大學,10151021,觀光休閒系,四技(日),32,42
105,2,私立,技專校院,1031,輔英科技大學,02311001,應用外語系,四技(日),24,28
105,2,私立,技專校院,1031,輔英科技大學,02311001,應用外語科,五專,52,10
105,2,私立,技專校院,1031,輔英科技大學,04133003,健康事業管理系,二技(日),20,14
105,2,私立,技專校院,1031,輔英科技大學,04133003,健康事業管理系,四技(日),30,28
105,2,私立,技專校院,1031,輔英科技大學,04199004,文教事業管理學位學程,四技(日),21,17
105,2,私立,技專校院,1031,輔英科技大學,05121006,生物科技系,四技(日),33,24
105,2,私立,技專校院,1031,輔英科技大學,05191018,保健營養系,二技(日),16,16
105,2,私立,技專校院,1031,輔英科技大學,05191018,保健營養系,四技(日),56,40
105,2,私立,技專校院,1031,輔英科技大學,06131009,資訊科技學位學程,四技(日),29,24
105,2,私立,技專校院,1031,輔英科技大學,06131010,資訊管理系,四技(日),59,39
105,2,私立,技專校院,1031,輔英科技大學,07111008,應用化學及材料科學系,四技(日),28,28
105,2,私立,技專校院,1031,輔英科技大學,07121012,環境工程與科學系,四技(日),54,37
105,2,私立,技專校院,1031,輔英科技大學,09131019,護理系,二技(日),201,78
105,2,私立,技專校院,1031,輔英科技大學,09131019,護理系,四技(日),93,40
105,2,私立,技專校院,1031,輔英科技大學,09131019,護理科,五專,310,85
105,2,私立,技專校院,1031,輔英科技大學,09131020,助產系,二技(日),19,6
105,2,私立,技專校院,1031,輔英科技大學,09141024,醫學檢驗生物技術系,二技(日),23,20
105,2,私立,技專校院,1031,輔英科技大學,09141024,醫學檢驗生物技術科,五專,102,44
105,2,私立,技專校院,1031,輔英科技大學,09151016,物理治療系,二技(日),24,6
105,2,私立,技專校院,1031,輔英科技大學,09151016,物理治療系,四技(日),60,13
105,2,私立,技專校院,1031,輔英科技大學,09191015,職業安全衛生系,二技(日),17,20
105,2,私立,技專校院,1031,輔英科技大學,09191015,職業安全衛生系,四技(日),27,28
105,2,私立,技專校院,1031,輔英科技大學,09211027,高齡及長期照護事業系,二技(日),19,12
105,2,私立,技專校院,1031,輔英科技大學,09211027,高齡及長期照護事業系,四技(日),13,6
105,2,私立,技專校院,1031,輔英科技大學,09221028,幼兒保育系,四技(日),22,42
105,2,私立,技專校院,1031,輔英科技大學,10121032,健康美容系,四技(日),56,36
105,2,私立,技專校院,1031,輔英科技大學,10151029,休閒與遊憩事業管理系,四技(日),54,42
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,02311001,應用外語系,四技(日),58,65
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,04121007,財務金融系,四技(日),56,77
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,04131002,企業管理系,四技(日),64,57
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,04132008,行銷與流通管理系,四技(日),52,65
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,06131009,資訊管理系,四技(日),56,69
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,07111022,化學工程與材料科技系,四技(日),52,49
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,07141011,電機工程系,四技(日),60,99
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,07141012,電子工程系,四技(日),80,133
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,07141013,資訊工程系,四技(日),44,70
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,07141015,光電系統工程系,四技(日),52,56
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,07151016,機械工程系,四技(日),65,60
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,07191024,工業工程與管理系,四技(日),61,38
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,07321020,土木工程與環境資源管理系,四技(日),50,33
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,09211026,老人服務事業管理系,四技(日),40,89
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,09221027,幼兒保育系,四技(日),60,60
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,10131028,旅館事業管理系,四技(日),67,45
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,10151030,休閒事業管理系,四技(日),48,67
105,2,私立,技專校院,1032,明新學校財團法人明新科技大學,10152031,運動管理系,四技(日),54,58
105,2,私立,一般大學,1033,長榮大學,02112015,媒體設計科技學系,學士班(日間),20,78
105,2,私立,一般大學,1033,長榮大學,02112016,數位內容設計學系,學士班(日間),17,45
105,2,私立,一般大學,1033,長榮大學,02122014,創新互動設計學士學位學程,學士班(日間),17,26
105,2,私立,一般大學,1033,長榮大學,02131001,美術學系,學士班(日間),21,65
105,2,私立,一般大學,1033,長榮大學,02131002,書畫藝術學系,學士班(日間),21,50
105,2,私立,一般大學,1033,長榮大學,02141004,台灣文化創意產業學士學位學程,學士班(日間),14,25
105,2,私立,一般大學,1033,長榮大學,02211011,神學系,學士班(日間),37,32
105,2,私立,一般大學,1033,長榮大學,02231012,應用哲學系,學士班(日間),24,28
105,2,私立,一般大學,1033,長榮大學,02311005,應用日語學系,學士班(日間),26,54
105,2,私立,一般大學,1033,長榮大學,02312007,翻譯學系,學士班(日間),66,60
105,2,私立,一般大學,1033,長榮大學,03131018,健康心理學系,學士班(日間),27,42
105,2,私立,一般大學,1033,長榮大學,03211021,大眾傳播學系,學士班(日間),23,114
105,2,私立,一般大學,1033,長榮大學,04111024,會計資訊學系,學士班(日間),24,78
105,2,私立,一般大學,1033,長榮大學,04121030,財務金融學系,學士班(日間),48,63
105,2,私立,一般大學,1033,長榮大學,04131025,企業管理學系,學士班(日間),22,69
105,2,私立,一般大學,1033,長榮大學,04131028,國際企業學系,學士班(日間),53,88
105,2,私立,一般大學,1033,長榮大學,04133031,醫務管理學系,學士班(日間),19,52
105,2,私立,一般大學,1033,長榮大學,04141029,國際會展管理學士學位學程,學士班(日間),18,21
105,2,私立,一般大學,1033,長榮大學,04191022,國際財務與商務管理學士學位學程,學士班(日間),17,15
105,2,私立,一般大學,1033,長榮大學,04199032,科技管理學位學程,學士班(日間),22,38
105,2,私立,一般大學,1033,長榮大學,04199034,管理學院學士班原住民專班,學士班(日間),20,33
105,2,私立,一般大學,1033,長榮大學,04199063,不動產財務金融學士學位學程,學士班(日間),16,26
105,2,私立,一般大學,1033,長榮大學,05121035,生物科技學系,學士班(日間),26,42
105,2,私立,一般大學,1033,長榮大學,05191048,保健營養學系,學士班(日間),31,42
105,2,私立,一般大學,1033,長榮大學,06131037,資訊管理學系,學士班(日間),24,85
105,2,私立,一般大學,1033,長榮大學,06131039,資訊工程學系,學士班(日間),21,45
105,2,私立,一般大學,1033,長榮大學,07141041,科技工程與管理學系,學士班(日間),43,59
105,2,私立,一般大學,1033,長榮大學,07211053,環境與食品安全檢驗學士學位學程,學士班(日間),15,22
105,2,私立,一般大學,1033,長榮大學,07313042,土地管理與開發學系,學士班(日間),18,60
105,2,私立,一般大學,1033,長榮大學,09131049,護理學系,學士班(日間),62,15
105,2,私立,一般大學,1033,長榮大學,09161054,醫藥科學產業學士學位學程,學士班(日間),21,24
105,2,私立,一般大學,1033,長榮大學,09231055,社會工作學系,學士班(日間),58,59
105,2,私立,一般大學,1033,長榮大學,10141058,運動競技學系,學士班(日間),18,64
105,2,私立,一般大學,1033,長榮大學,10151057,觀光與餐飲管理學系,學士班(日間),34,76
105,2,私立,一般大學,1033,長榮大學,10221045,職業安全與衛生學系,學士班(日間),22,50
105,2,私立,一般大學,1033,長榮大學,10321062,消防安全學士學位學程,學士班(日間),10,2
105,2,私立,一般大學,1033,長榮大學,10412061,航運管理學系,學士班(日間),46,83
105,2,私立,技專校院,1034,弘光科技大學,02299003,文化創意產業系,四技(日),60,30
105,2,私立,技專校院,1034,弘光科技大學,02311002,應用英語系,四技(日),32,28
105,2,私立,技專校院,1034,弘光科技大學,04133005,健康事業管理系,四技(日),74,40
105,2,私立,技專校院,1034,弘光科技大學,05111007,動物保健學士學位學程,四技(日),7,4
105,2,私立,技專校院,1034,弘光科技大學,05121008,生物科技系,四技(日),45,24
105,2,私立,技專校院,1034,弘光科技大學,05191023,營養系,四技(日),68,33
105,2,私立,技專校院,1034,弘光科技大學,06131010,資訊管理系,四技(日),54,33
105,2,私立,技專校院,1034,弘光科技大學,06131011,資訊工程系,四技(日),37,58
105,2,私立,技專校院,1034,弘光科技大學,07121014,環境與安全衛生工程系,四技(日),80,54
105,2,私立,技專校院,1034,弘光科技大學,07193015,生物醫學工程系,四技(日),56,42
105,2,私立,技專校院,1034,弘光科技大學,07211017,食品科技系,四技(日),68,27
105,2,私立,技專校院,1034,弘光科技大學,09131025,護理系,二技(日),77,76
105,2,私立,技專校院,1034,弘光科技大學,09131025,護理系,四技(日),134,18
105,2,私立,技專校院,1034,弘光科技大學,09131025,護理科,五專,41,12
105,2,私立,技專校院,1034,弘光科技大學,09151020,物理治療系,四技(日),109,30
105,2,私立,技專校院,1034,弘光科技大學,09153021,語言治療與聽力學系,四技(日),11,4
105,2,私立,技專校院,1034,弘光科技大學,09211027,老人福利與事業系,四技(日),86,38
105,2,私立,技專校院,1034,弘光科技大學,09221028,幼兒保育系,四技(日),56,30
105,2,私立,技專校院,1034,弘光科技大學,10121031,化妝品應用系,四技(日),61,34
105,2,私立,技專校院,1034,弘光科技大學,10121034,美髮造型設計系,四技(日),66,16
105,2,私立,技專校院,1034,弘光科技大學,10131029,餐旅管理系,四技(日),116,27
105,2,私立,技專校院,1034,弘光科技大學,10152030,運動休閒系,四技(日),26,30
105,2,私立,一般大學,1035,中國醫藥大學,04133029,醫務管理學系,學士班(日間),20,29
105,2,私立,一般大學,1035,中國醫藥大學,05121043,生物科技學系,學士班(日間),31,36
105,2,私立,一般大學,1035,中國醫藥大學,05191021,營養學系,學士班(日間),46,35
105,2,私立,一般大學,1035,中國醫藥大學,09111019,牙醫學系,學士班(日間),78,24
105,2,私立,一般大學,1035,中國醫藥大學,09111030,口腔衛生學系,學士班(日間),35,5
105,2,私立,一般大學,1035,中國醫藥大學,09121014,中醫學系,學士班(日間),160,12
105,2,私立,一般大學,1035,中國醫藥大學,09121014,學士後中醫學系,學士班(日間),160,12
105,2,私立,一般大學,1035,中國醫藥大學,09121016,醫學系,學士班(日間),308,38
105,2,私立,一般大學,1035,中國醫藥大學,09131045,護理學系,學士班(日間),42,26
105,2,私立,一般大學,1035,中國醫藥大學,09141017,醫學檢驗生物技術學系,學士班(日間),42,41
105,2,私立,一般大學,1035,中國醫藥大學,09141032,生物醫學影像暨放射科學學系,學士班(日間),43,30
105,2,私立,一般大學,1035,中國醫藥大學,09151010,物理治療學系,學士班(日間),50,33
105,2,私立,一般大學,1035,中國醫藥大學,09159047,運動醫學系,學士班(日間),27,49
105,2,私立,一般大學,1035,中國醫藥大學,09161034,藥學系,學士班(日間),127,77
105,2,私立,一般大學,1035,中國醫藥大學,09161039,中國藥學暨中藥資源學系,學士班(日間),33,24
105,2,私立,一般大學,1035,中國醫藥大學,09161042,藥用化妝品學系,學士班(日間),37,24
105,2,私立,一般大學,1035,中國醫藥大學,09191008,健康風險管理學系,學士班(日間),20,23
105,2,私立,一般大學,1035,中國醫藥大學,09191026,公共衛生學系,學士班(日間),20,56
105,2,私立,一般大學,1035,中國醫藥大學,09191038,職業安全與衛生學系,學士班(日間),35,32
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,02112002,數位多媒體設計系,四技(日),39,5
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,02311001,應用外語系,四技(日),75,66
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,04121009,財務金融系,四技(日),38,53
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,04131004,企業管理系,二技(日),18,15
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,04131004,企業管理系,四技(日),87,42
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,04131006,國際企業經營系,四技(日),67,46
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,04132010,行銷與流通管理系,四技(日),96,50
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,04199011,工業管理系,四技(日),54,33
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,04199012,物業經營與管理系,四技(日),63,27
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,06131014,資訊管理系,二技(日),9,0
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,06131014,資訊管理系,四技(日),102,76
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,06134015,應用空間資訊系,四技(日),26,30
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,07112023,材料製造科技學位學程,四技(日),25,30
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,07141016,電機工程系,四技(日),84,72
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,07141017,電子工程系,四技(日),59,119
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,07141018,資訊工程系,四技(日),71,102
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,07151020,機械工程系,四技(日),86,80
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,07321021,土木工程系,四技(日),29,18
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,07321021,土木工程科,五專,11,0
105,2,私立,技專校院,1036,健行學校財團法人健行科技大學,10131025,餐旅管理系,四技(日),126,75
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,,工學院,四技(日),0,60
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,,生活創意學院,四技(日),8,21
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,,管理學院,四技(日),0,21
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,02112003,數位多媒體設計系,四技(日),54,66
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,02122002,時尚生活創意設計系,四技(日),63,47
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,02311001,應用外語系,四技(日),68,48
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,04121008,金融管理系,四技(日),49,40
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,04131005,企業管理系,四技(日),99,76
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,04131006,國際企業系,四技(日),84,50
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,04199009,創意產業經營學位學程,四技(日),12,10
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,06131010,資訊管理系,四技(日),115,117
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,07141011,電機工程系,四技(日),92,77
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,07141012,電子工程系,四技(日),87,52
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,07141012,電子工程科,二專(日間),20,10
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,07141013,資訊工程系,四技(日),73,120
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,07151015,機械工程系,四技(日),65,38
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,07191018,工業工程與管理系,四技(日),57,58
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,07193019,醫學工程學位學程,四技(日),0,12
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,07311004,建築與室內設計系,四技(日),54,46
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,07321016,土木與空間資訊系,四技(日),47,60
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,09221021,幼兒保育系,四技(日),43,56
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,10121026,化妝品與時尚彩妝系,四技(日),89,46
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,10131022,餐飲管理系,四技(日),75,69
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,10151023,觀光遊憩系,四技(日),46,49
105,2,私立,技專校院,1037,正修學校財團法人正修科技大學,10152025,休閒與運動管理系,四技(日),33,73
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,02123002,商業設計系,四技(日),64,68
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,04121009,理財經營管理系,四技(日),4,24
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,04131004,企業管理系,四技(日),27,46
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,04132010,行銷與流通管理系,四技(日),55,37
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,06131015,資訊管理系,四技(日),60,70
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,06132016,數位多媒體系,四技(日),29,29
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,07121034,環境工程系,四技(日),56,49
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,07141018,光電工程系,四技(日),4,24
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,07141019,資訊工程系,四技(日),27,45
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,07162022,航空光機電系,四技(日),41,9
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,07191011,工業管理系,四技(日),52,51
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,07321024,營建科技系,四技(日),42,45
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10121041,化妝品應用與管理系,四技(日),77,67
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10121042,美髮造型設計系,四技(日),31,22
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10131036,旅館管理系,四技(日),62,23
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10131037,餐飲管理系,四技(日),148,49
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10151038,觀光與休閒事業管理系,二技(日),17,16
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10151038,觀光與休閒事業管理系,四技(日),116,73
105,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10413043,航空暨運輸服務管理系,四技(日),103,52
105,2,私立,一般大學,1039,玄奘大學,02112013,視覺傳達設計學系,學士班(日間),23,27
105,2,私立,一般大學,1039,玄奘大學,02122012,時尚設計學系,學士班(日間),20,54
105,2,私立,一般大學,1039,玄奘大學,02131005,藝術與創意設計學系,學士班(日間),33,70
105,2,私立,一般大學,1039,玄奘大學,02152004,影劇藝術學系,學士班(日間),20,38
105,2,私立,一般大學,1039,玄奘大學,02211010,宗教與文化學系,學士班(日間),22,14
105,2,私立,一般大學,1039,玄奘大學,02311008,應用外語學系,學士班(日間),36,37
105,2,私立,一般大學,1039,玄奘大學,03131016,應用心理學系,學士班(日間),36,51
105,2,私立,一般大學,1039,玄奘大學,03211018,大眾傳播學系,學士班(日間),48,52
105,2,私立,一般大學,1039,玄奘大學,03212021,廣播與電視新聞學系,學士班(日間),26,66
105,2,私立,一般大學,1039,玄奘大學,03299023,傳播學院原住民學士專班,學士班(日間),4,16
105,2,私立,一般大學,1039,玄奘大學,04131024,企業管理學系,學士班(日間),34,71
105,2,私立,一般大學,1039,玄奘大學,04211032,法律學系,學士班(日間),54,41
105,2,私立,一般大學,1039,玄奘大學,06134034,資訊管理學系,學士班(日間),21,33
105,2,私立,一般大學,1039,玄奘大學,09231036,社會工作學系,學士班(日間),52,32
105,2,私立,一般大學,1039,玄奘大學,10131040,餐旅管理學系,學士班(日間),68,101
105,2,私立,技專校院,1040,建國科技大學,02112004,數位媒體設計系,四技(日),45,47
105,2,私立,技專校院,1040,建國科技大學,02122003,創意產品與遊戲設計系,四技(日),49,54
105,2,私立,技專校院,1040,建國科技大學,02123005,商業設計系,四技(日),49,40
105,2,私立,技專校院,1040,建國科技大學,02124007,空間設計系,四技(日),63,45
105,2,私立,技專校院,1040,建國科技大學,02311001,應用外語系,四技(日),47,27
105,2,私立,技專校院,1040,建國科技大學,04131009,國際企業管理系,四技(日),49,32
105,2,私立,技專校院,1040,建國科技大學,04132010,行銷與服務管理系,四技(日),65,54
105,2,私立,技專校院,1040,建國科技大學,06131012,資訊管理系,四技(日),50,63
105,2,私立,技專校院,1040,建國科技大學,07141013,電機工程系,四技(日),30,21
105,2,私立,技專校院,1040,建國科技大學,07141014,電子工程系,四技(日),51,45
105,2,私立,技專校院,1040,建國科技大學,07141015,自動化工程系,四技(日),44,52
105,2,私立,技專校院,1040,建國科技大學,07141017,資訊與網路通訊系,四技(日),16,9
105,2,私立,技專校院,1040,建國科技大學,07151018,機械工程系,四技(日),42,57
105,2,私立,技專校院,1040,建國科技大學,07191024,工業與服務管理系,四技(日),45,42
105,2,私立,技專校院,1040,建國科技大學,07321021,土木工程系,四技(日),49,43
105,2,私立,技專校院,1040,建國科技大學,10121027,美容系,四技(日),84,27
105,2,私立,技專校院,1040,建國科技大學,10151025,觀光系,四技(日),62,46
105,2,私立,技專校院,1040,建國科技大學,10152026,運動健康與休閒系,四技(日),67,45
105,2,私立,技專校院,1041,明志科技大學,02112003,視覺傳達設計系,四技(日),21,39
105,2,私立,技專校院,1041,明志科技大學,02123004,工業設計系,二技(日),6,12
105,2,私立,技專校院,1041,明志科技大學,02123004,工業設計系,四技(日),19,27
105,2,私立,技專校院,1041,明志科技大學,04131005,經營管理系,四技(日),52,48
105,2,私立,技專校院,1041,明志科技大學,07111018,化學工程系,四技(日),50,62
105,2,私立,技專校院,1041,明志科技大學,07112022,材料工程系,四技(日),54,62
105,2,私立,技專校院,1041,明志科技大學,07121025,環境與安全衛生工程系,四技(日),24,35
105,2,私立,技專校院,1041,明志科技大學,07141010,電機工程系,四技(日),48,31
