學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別[日間],專業必修實際開設學分數,專業選修實際開設學分數
107,2,公立,技專校院,0033,國立虎尾科技大學,02112002,多媒體設計系,四技(日),27,28
107,2,公立,技專校院,0033,國立虎尾科技大學,02311001,應用外語系,四技(日),84,63
107,2,公立,技專校院,0033,國立虎尾科技大學,04121005,財務金融系,四技(日),24,44
107,2,公立,技專校院,0033,國立虎尾科技大學,04131003,企業管理系,四技(日),45,41
107,2,公立,技專校院,0033,國立虎尾科技大學,05121007,生物科技系,四技(日),24,29
107,2,公立,技專校院,0033,國立虎尾科技大學,06131008,資訊管理系,四技(日),21,46
107,2,公立,技專校院,0033,國立虎尾科技大學,06131013,資訊工程系,四技(日),60,32
107,2,公立,技專校院,0033,國立虎尾科技大學,07112025,材料科學與工程系,四技(日),68,40
107,2,公立,技專校院,0033,國立虎尾科技大學,07141009,電機工程系,二技(日),9,15
107,2,公立,技專校院,0033,國立虎尾科技大學,07141009,電機工程系,四技(日),54,46
107,2,公立,技專校院,0033,國立虎尾科技大學,07141010,電子工程系,二技(日),9,12
107,2,公立,技專校院,0033,國立虎尾科技大學,07141010,電子工程系,四技(日),27,29
107,2,公立,技專校院,0033,國立虎尾科技大學,07141011,光電工程系,四技(日),48,35
107,2,公立,技專校院,0033,國立虎尾科技大學,07151014,自動化工程系,四技(日),66,46
107,2,公立,技專校院,0033,國立虎尾科技大學,07151016,動力機械工程系,四技(日),82,62
107,2,公立,技專校院,0033,國立虎尾科技大學,07151019,機械設計工程系,四技(日),50,34
107,2,公立,技專校院,0033,國立虎尾科技大學,07151020,機械與電腦輔助工程系,四技(日),52,49
107,2,公立,技專校院,0033,國立虎尾科技大學,07151020,機械與電腦輔助工程系_機電整合國際學生產學合作專班,四技(日),10,0
107,2,公立,技專校院,0033,國立虎尾科技大學,07151032,精密機械工程科,五專,5,4
107,2,公立,技專校院,0033,國立虎尾科技大學,07161017,車輛工程系,四技(日),57,32
107,2,公立,技專校院,0033,國立虎尾科技大學,07162018,飛機工程系航空電子組,四技(日),54,33
107,2,公立,技專校院,0033,國立虎尾科技大學,07162018,飛機工程系機械組,四技(日),48,29
107,2,公立,技專校院,0033,國立虎尾科技大學,07162033,航空維修學士學位學程,四技(日),10,0
107,2,公立,技專校院,0033,國立虎尾科技大學,07191006,工業管理系,四技(日),50,39
107,2,公立,技專校院,0033,國立虎尾科技大學,10199030,休閒遊憩系,四技(日),27,37
107,2,公立,技專校院,0033,國立虎尾科技大學,99999Z01,通識教育中心,四技(日),2,0
107,2,公立,一般大學,0035,國立臺南藝術大學,02141020,材質創作與設計系,學士班(日間),27,72
107,2,公立,一般大學,0035,國立臺南藝術大學,02151001,音樂學系,學士班(日間),23,59
107,2,公立,一般大學,0035,國立臺南藝術大學,02151002,中國音樂學系,學士班(日間),27.50,71
107,2,公立,一般大學,0035,國立臺南藝術大學,02151003,應用音樂學系,學士班(日間),40,92
107,2,公立,一般大學,0035,國立臺南藝術大學,02191014,藝術史學系,學士班(日間),29,55
107,2,公立,一般大學,0036,國立臺南大學,01111001,教育學系,學士班(日間),72,46
107,2,公立,一般大學,0036,國立臺南大學,01113019,特殊教育學系,學士班(日間),54,20
107,2,公立,一般大學,0036,國立臺南大學,01121018,幼兒教育學系,學士班(日間),34,34
107,2,公立,一般大學,0036,國立臺南大學,01141017,體育學系,學士班(日間),22,44
107,2,公立,一般大學,0036,國立臺南大學,02111030,視覺藝術與設計學系,學士班(日間),27,64
107,2,公立,一般大學,0036,國立臺南大學,02151027,音樂學系,學士班(日間),35,39
107,2,公立,一般大學,0036,國立臺南大學,02152029,戲劇創作與應用學系,學士班(日間),35,28
107,2,公立,一般大學,0036,國立臺南大學,02311032,英語學系,學士班(日間),31,52
107,2,公立,一般大學,0036,國立臺南大學,02322031,國語文學系,學士班(日間),74,46
107,2,公立,一般大學,0036,國立臺南大學,03131036,諮商與輔導學系,學士班(日間),17,61
107,2,公立,一般大學,0036,國立臺南大學,03143037,文化與自然資源學系,學士班(日間),37,38
107,2,公立,一般大學,0036,國立臺南大學,04131041,經營與管理學系,學士班(日間),34,27
107,2,公立,一般大學,0036,國立臺南大學,04134040,行政管理學系,學士班(日間),22,39
107,2,公立,一般大學,0036,國立臺南大學,05121044,生物科技學系,學士班(日間),16,51
107,2,公立,一般大學,0036,國立臺南大學,05212063,生態暨環境資源學系,學士班(日間),23,40
107,2,公立,一般大學,0036,國立臺南大學,05411047,應用數學系,學士班(日間),37,22
107,2,公立,一般大學,0036,國立臺南大學,06131052,資訊工程學系,學士班(日間),38,48
107,2,公立,一般大學,0036,國立臺南大學,06134024,數位學習科技學系,學士班(日間),47,21
107,2,公立,一般大學,0036,國立臺南大學,07112055,材料科學系,學士班(日間),18,45
107,2,公立,一般大學,0036,國立臺南大學,07132058,綠色能源科技學系,學士班(日間),28,39
107,2,公立,一般大學,0036,國立臺南大學,07141049,電機工程學系,學士班(日間),40,38
107,2,公立,一般大學,0037,國立臺北教育大學,01113003,特殊教育學系,學士班(日間),25,34
107,2,公立,一般大學,0037,國立臺北教育大學,01114044,教育經營與管理學系,學士班(日間),12,41
107,2,公立,一般大學,0037,國立臺北教育大學,01121035,幼兒與家庭教育學系,學士班(日間),17,48
107,2,公立,一般大學,0037,國立臺北教育大學,01131001,教育學系,學士班(日間),21,51
107,2,公立,一般大學,0037,國立臺北教育大學,01131038,數學暨資訊教育學系,學士班(日間),20,26
107,2,公立,一般大學,0037,國立臺北教育大學,01141002,體育學系,學士班(日間),34,26
107,2,公立,一般大學,0037,國立臺北教育大學,02121014,藝術與造形設計學系,學士班(日間),23,34
107,2,公立,一般大學,0037,國立臺北教育大學,02121028,文化創意產業經營學系,學士班(日間),18,77
107,2,公立,一般大學,0037,國立臺北教育大學,02122011,數位科技設計學系,學士班(日間),34,36
107,2,公立,一般大學,0037,國立臺北教育大學,02151031,音樂學系,學士班(日間),131,57
107,2,公立,一般大學,0037,國立臺北教育大學,02311023,兒童英語教育學系,學士班(日間),25,26
107,2,公立,一般大學,0037,國立臺北教育大學,02322018,語文與創作學系,學士班(日間),51,58
107,2,公立,一般大學,0037,國立臺北教育大學,03131007,心理與諮商學系,學士班(日間),19,33
107,2,公立,一般大學,0037,國立臺北教育大學,03143005,社會與區域發展學系,學士班(日間),36,36
107,2,公立,一般大學,0037,國立臺北教育大學,05399040,自然科學教育學系,學士班(日間),12.50,71
107,2,公立,一般大學,0037,國立臺北教育大學,06131004,資訊科學系,學士班(日間),31,21
107,2,公立,一般大學,0039,國立臺中教育大學,01111001,教育學系,學士班(日間),30,31
107,2,公立,一般大學,0039,國立臺中教育大學,01113022,特殊教育學系,學士班(日間),31,47
107,2,公立,一般大學,0039,國立臺中教育大學,01121021,幼兒教育學系,學士班(日間),24,46
107,2,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,學士班(日間),22,27
107,2,公立,一般大學,0039,國立臺中教育大學,01131008,科學教育與應用學系,學士班(日間),15,49
107,2,公立,一般大學,0039,國立臺中教育大學,01131011,數學教育學系,學士班(日間),18,27
107,2,公立,一般大學,0039,國立臺中教育大學,01131019,體育學系,學士班(日間),23,30
107,2,公立,一般大學,0039,國立臺中教育大學,02122034,文化創意產業設計與營運學系,學士班(日間),19,51
107,2,公立,一般大學,0039,國立臺中教育大學,02131029,美術學系,學士班(日間),24,40
107,2,公立,一般大學,0039,國立臺中教育大學,02151030,音樂學系,學士班(日間),26,50
107,2,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,學士班(日間),24,43
107,2,公立,一般大學,0039,國立臺中教育大學,02321031,臺灣語文學系,學士班(日間),23,41
107,2,公立,一般大學,0039,國立臺中教育大學,03131035,諮商與應用心理學系,學士班(日間),15,39
107,2,公立,一般大學,0039,國立臺中教育大學,03191037,區域與社會發展學系,學士班(日間),27,54
107,2,公立,一般大學,0039,國立臺中教育大學,04131039,國際企業學系,學士班(日間),21,57
107,2,公立,一般大學,0039,國立臺中教育大學,06131042,資訊工程學系,學士班(日間),21,33
107,2,公立,一般大學,0039,國立臺中教育大學,06133041,數位內容科技學系,學士班(日間),23,35
107,2,公立,技專校院,0042,國立澎湖科技大學,02311001,應用外語系,四技(日),32,34
107,2,公立,技專校院,0042,國立澎湖科技大學,04132002,行銷與物流管理系,四技(日),34,34
107,2,公立,技專校院,0042,國立澎湖科技大學,04199Y49,人文暨管理學院,四技(日),0,2
107,2,公立,技專校院,0042,國立澎湖科技大學,06131004,資訊管理系,四技(日),25,32
107,2,公立,技專校院,0042,國立澎湖科技大學,07141005,電機工程系,四技(日),25,35
107,2,公立,技專校院,0042,國立澎湖科技大學,07141007,資訊工程系,四技(日),28,33
107,2,公立,技專校院,0042,國立澎湖科技大學,07141009,電信工程系,四技(日),36,30
107,2,公立,技專校院,0042,國立澎湖科技大學,07141027,電機科,五專,12,3
107,2,公立,技專校院,0042,國立澎湖科技大學,07199Y52,海洋資源暨工程學院,四技(日),0,8
107,2,公立,技專校院,0042,國立澎湖科技大學,07211011,食品科學系,四技(日),37,22
107,2,公立,技專校院,0042,國立澎湖科技大學,08312012,水產養殖系,四技(日),33,17
107,2,公立,技專校院,0042,國立澎湖科技大學,10131014,餐旅管理系,四技(日),24,28
107,2,公立,技專校院,0042,國立澎湖科技大學,10151016,觀光休閒系,四技(日),55,61
107,2,公立,技專校院,0042,國立澎湖科技大學,10152022,海洋遊憩系,四技(日),27,35
107,2,公立,技專校院,0042,國立澎湖科技大學,10412025,航運管理系,四技(日),31,31
107,2,公立,技專校院,0042,國立澎湖科技大學,99999Z01,基礎能力教學中心,四技(日),0,19
107,2,公立,技專校院,0042,國立澎湖科技大學,99999Z01,基礎能力教學中心,五專,0,2
107,2,公立,技專校院,0043,國立勤益科技大學,02299005,文化創意事業系,四技(日),22,58
107,2,公立,技專校院,0043,國立勤益科技大學,02311001,應用英語系,四技(日),50,31
107,2,公立,技專校院,0043,國立勤益科技大學,04131002,企業管理系,四技(日),52,75
107,2,公立,技專校院,0043,國立勤益科技大學,04132003,流通管理系,四技(日),40,57
107,2,公立,技專校院,0043,國立勤益科技大學,04199033,管理學院_管理與資訊國際學生產學合作專班,四技(日),9,3
107,2,公立,技專校院,0043,國立勤益科技大學,06131010,資訊管理系,四技(日),66,45
107,2,公立,技專校院,0043,國立勤益科技大學,06131013,資訊工程系,四技(日),78,63
107,2,公立,技專校院,0043,國立勤益科技大學,06131013,資訊工程系_資通訊國際學生產學合作專班,四技(日),9,0
107,2,公立,技專校院,0043,國立勤益科技大學,06131013,資訊工程系_雙軌旗艦微科技職類,四技(日),34,6
107,2,公立,技專校院,0043,國立勤益科技大學,07111020,化工與材料工程系,四技(日),93,44
107,2,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系,四技(日),95,63
107,2,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系_機電能源與環境控制國際學生產學合作專班,二技(日),6,6
107,2,公立,技專校院,0043,國立勤益科技大學,07141011,電機工程系,四技(日),96,78
107,2,公立,技專校院,0043,國立勤益科技大學,07141011,電機工程系_電機工程資電國際學生產學合作專班,四技(日),6,9
107,2,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,二技(日),11,17
107,2,公立,技專校院,0043,國立勤益科技大學,07141012,電子工程系,四技(日),74,87
107,2,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系,四技(日),128,72
107,2,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系_精密機械國際學生產學合作專班,四技(日),18,0
107,2,公立,技專校院,0043,國立勤益科技大學,07151016,機械工程系_雙軌旗艦機電整合職類,四技(日),33,18
107,2,公立,技專校院,0043,國立勤益科技大學,07191022,工業工程與管理系,四技(日),120,84
107,2,公立,技專校院,0043,國立勤益科技大學,07312029,景觀系,四技(日),43,21
107,2,公立,技專校院,0043,國立勤益科技大學,10151032,休閒產業管理系,四技(日),23,71
107,2,公立,技專校院,0043,國立勤益科技大學,10151032,休閒產業管理系_雙軌旗艦餐飲門市管理職類,四技(日),18,9
107,2,公立,技專校院,0043,國立勤益科技大學,99999Z01,基礎通識教育中心,四技(日),86,0
107,2,公立,一般大學,0044,國立體育大學,10141005,球類運動技術學系,學士班(日間),113,85
107,2,公立,一般大學,0044,國立體育大學,10141006,陸上運動技術學系,學士班(日間),213,19
107,2,公立,一般大學,0044,國立體育大學,10141007,技擊運動技術學系,學士班(日間),123,25
107,2,公立,一般大學,0044,國立體育大學,10152014,運動保健學系,學士班(日間),36,34
107,2,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,學士班(日間),26,47
107,2,公立,一般大學,0044,國立體育大學,10152016,體育推廣學系,學士班(日間),7,86
107,2,公立,一般大學,0044,國立體育大學,10152017,適應體育學系,學士班(日間),69,15
107,2,公立,技專校院,0046,國立臺北護理健康大學,01141019,醫護教育暨數位學習系,二技(日),22,8
107,2,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,四技(日),23,49
107,2,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,二技(日),20,14
107,2,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,四技(日),80,34
107,2,公立,技專校院,0046,國立臺北護理健康大學,06131006,資訊管理系,四技(日),49,39
107,2,公立,技專校院,0046,國立臺北護理健康大學,09131009,學士後護理系,四技(日),23,4
107,2,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,二技(日),77,34
107,2,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,四技(日),173,15
107,2,公立,技專校院,0046,國立臺北護理健康大學,09131021,護理助產及婦女健康系,二技(日),21,6
107,2,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,四技(日),41,24
107,2,公立,技專校院,0046,國立臺北護理健康大學,09199015,高齡健康照護系,四技(日),28,11
107,2,公立,技專校院,0046,國立臺北護理健康大學,09211013,長期照護系,二技(日),19,15
107,2,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系,二技(日),19,14
107,2,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系,四技(日),37,26
107,2,公立,技專校院,0046,國立臺北護理健康大學,10142017,運動保健系,四技(日),36,28
107,2,公立,技專校院,0046,國立臺北護理健康大學,10151018,休閒產業與健康促進系,四技(日),27,30
107,2,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,四技(日),38,18
107,2,公立,技專校院,0047,國立高雄餐旅大學,02311003,應用日語系,四技(日),36,10
107,2,公立,技專校院,0047,國立高雄餐旅大學,04199010,餐旅暨會展行銷管理系,四技(日),28,22
107,2,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,四技(日),74,72
107,2,公立,技專校院,0047,國立高雄餐旅大學,10131005,中餐廚藝系,四技(日),23,25
107,2,公立,技專校院,0047,國立高雄餐旅大學,10131006,西餐廚藝系,四技(日),32,12
107,2,公立,技專校院,0047,國立高雄餐旅大學,10131007,烘焙管理系,四技(日),31,26
107,2,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,四技(日),23,16
107,2,公立,技專校院,0047,國立高雄餐旅大學,10131028,餐飲廚藝科,五專,50,21
107,2,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,二技(日),10,20
107,2,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,四技(日),51,32
107,2,公立,技專校院,0047,國立高雄餐旅大學,10151013,休閒暨遊憩管理系,四技(日),32,63
107,2,公立,技專校院,0047,國立高雄餐旅大學,10151013,休閒暨遊憩管理系_休閒渡假服務與管理專班,四技(日),2,8
107,2,公立,技專校院,0047,國立高雄餐旅大學,10151015,旅運管理系,四技(日),23,16
107,2,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,四技(日),26,21
107,2,公立,技專校院,0047,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,四技(日),24,27
107,2,公立,一般大學,0048,國立金門大學,02311002,應用英語學系,學士班(日間),60,44
107,2,公立,一般大學,0048,國立金門大學,02322001,華語文學系,學士班(日間),10,56
107,2,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,學士班(日間),30,24
107,2,公立,一般大學,0048,國立金門大學,04131009,企業管理學系,學士班(日間),58,68
107,2,公立,一般大學,0048,國立金門大學,04212013,海洋與邊境管理學系,學士班(日間),26,47
107,2,公立,一般大學,0048,國立金門大學,06131019,資訊工程學系,學士班(日間),24,58
107,2,公立,一般大學,0048,國立金門大學,07141017,電子工程學系,學士班(日間),52,114
107,2,公立,一般大學,0048,國立金門大學,07191025,工業工程與管理學系,學士班(日間),29,24
107,2,公立,一般大學,0048,國立金門大學,07211029,食品科學系,學士班(日間),29,26
107,2,公立,一般大學,0048,國立金門大學,07311026,建築學系,學士班(日間),85,26
107,2,公立,一般大學,0048,國立金門大學,07313028,都市計畫與景觀學系,學士班(日間),22,45
107,2,公立,一般大學,0048,國立金門大學,07321021,土木與工程管理學系,學士班(日間),31,35
107,2,公立,一般大學,0048,國立金門大學,09131031,護理學系,學士班(日間),30,20
107,2,公立,一般大學,0048,國立金門大學,09191032,長期照護學系,學士班(日間),28,30
107,2,公立,一般大學,0048,國立金門大學,09231033,社會工作學系,學士班(日間),29,32
107,2,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,學士班(日間),25,28
107,2,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,學士班(日間),22,28
107,2,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,學士班(日間),52,90
107,2,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,學士班(日間),54,29
107,2,公立,一般大學,0049,國立臺灣體育運動大學,04199010,運動事業管理學系,學士班(日間),34,39
107,2,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,學士班(日間),54,22
107,2,公立,一般大學,0049,國立臺灣體育運動大學,10141004,球類運動學系,學士班(日間),105,43
107,2,公立,一般大學,0049,國立臺灣體育運動大學,10141005,技擊運動學系,學士班(日間),52,32
107,2,公立,一般大學,0049,國立臺灣體育運動大學,10142006,運動健康科學學系,學士班(日間),27,46
107,2,公立,一般大學,0049,國立臺灣體育運動大學,10152007,休閒運動學系,學士班(日間),47,43
107,2,公立,一般大學,0049,國立臺灣體育運動大學,10152012,運動資訊與傳播學系,學士班(日間),20,61
107,2,公立,技專校院,0050,國立臺中科技大學,02112005,多媒體設計系,四技(日),5,27
107,2,公立,技專校院,0050,國立臺中科技大學,02123007,創意商品設計系,二技(日),6,0
107,2,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,二技(日),13,0
107,2,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,四技(日),12,2
107,2,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語科,五專,10,0
107,2,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,二技(日),12,0
107,2,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,四技(日),21,10
107,2,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語科,五專,28,2
107,2,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊系,二技(日),0,9
107,2,公立,技專校院,0050,國立臺中科技大學,04111012,會計資訊系,四技(日),0,0
107,2,公立,技專校院,0050,國立臺中科技大學,04121021,財務金融系,四技(日),7,3
107,2,公立,技專校院,0050,國立臺中科技大學,04122028,財政稅務系,四技(日),10,6
107,2,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理系,二技(日),0,9
107,2,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理系,四技(日),4,9
107,2,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理科,五專,3,3
107,2,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理系,二技(日),3,0
107,2,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理系,四技(日),1,0
107,2,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理系_經營管理專班,四技(日),10,0
107,2,公立,技專校院,0050,國立臺中科技大學,04131015,企業管理科,五專,6,3
107,2,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,二技(日),1,9
107,2,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,四技(日),6,0
107,2,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營科,五專,3,0
107,2,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系,二技(日),2,9
107,2,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系_資訊應用菁英班,五專,2,9
107,2,公立,技專校院,0050,國立臺中科技大學,09131037,護理系,二技(日),29,20
107,2,公立,技專校院,0050,國立臺中科技大學,09131037,護理系,四技(日),47,6
107,2,公立,技專校院,0050,國立臺中科技大學,09131037,護理科,五專,34,4
107,2,公立,技專校院,0050,國立臺中科技大學,09211038,老人服務事業管理系,二技(日),16,13
107,2,公立,技專校院,0050,國立臺中科技大學,09211038,老人服務事業管理系,四技(日),11,0
107,2,公立,技專校院,0050,國立臺中科技大學,10121040,美容系,二技(日),2,0
107,2,公立,技專校院,0050,國立臺中科技大學,10121040,美容系,四技(日),13,0
107,2,公立,技專校院,0050,國立臺中科技大學,10151039,休閒事業經營系,四技(日),15,19
107,2,公立,技專校院,0051,國立臺北商業大學,02112007,數位多媒體設計系,二技(日),22,31
107,2,公立,技專校院,0051,國立臺北商業大學,02112007,數位多媒體設計系,四技(日),38,49
107,2,公立,技專校院,0051,國立臺北商業大學,02123019,商品創意經營系,二技(日),38,10
107,2,公立,技專校院,0051,國立臺北商業大學,02123019,商品創意經營系,四技(日),38,28
107,2,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,二技(日),28,8
107,2,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,四技(日),58,22
107,2,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系_國際觀光產業實務專班,四技(日),7,10
107,2,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語科,五專,87,22
107,2,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊系,二技(日),15,12
107,2,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊系,四技(日),84,24
107,2,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊系_會計產業實務專班,四技(日),22,3
107,2,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊科,五專,49,33
107,2,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融系,二技(日),15,15
107,2,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融系,四技(日),64,266
107,2,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融科,五專,61,17
107,2,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務系,二技(日),12,15
107,2,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務系,四技(日),75,30
107,2,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務科,五專,57.50,25
107,2,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系,二技(日),39,5
107,2,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系,四技(日),129,26
107,2,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系_企業管理專班,二技(日),31,2
107,2,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系_企業管理專班,五專,43,4
107,2,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理科,五專,82.50,32.50
107,2,公立,技專校院,0051,國立臺北商業大學,04141011,國際貿易科,五專,56.50,40
107,2,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,二技(日),32,12
107,2,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,四技(日),100,33
107,2,公立,技專校院,0051,國立臺北商業大學,04199015,商業設計管理系,二技(日),33,18
107,2,公立,技專校院,0051,國立臺北商業大學,04199015,商業設計管理系,四技(日),59,40.10
107,2,公立,技專校院,0051,國立臺北商業大學,04199015,商業設計管理系_企業百貨零售專班,四技(日),8,6
107,2,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系,二技(日),15,21
107,2,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系,四技(日),40,27
107,2,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理科,五專,65,26
107,2,公立,一般大學,0052,國立屏東大學,01111001,教育學系,學士班(日間),42,76
107,2,公立,一般大學,0052,國立屏東大學,01111003,教育心理與輔導學系,學士班(日間),20,48
107,2,公立,一般大學,0052,國立屏東大學,01113017,特殊教育學系,學士班(日間),45,30
107,2,公立,一般大學,0052,國立屏東大學,01121016,幼兒教育學系,學士班(日間),44,92
107,2,公立,一般大學,0052,國立屏東大學,01199023,科普傳播學系,學士班(日間),27,30
107,2,公立,一般大學,0052,國立屏東大學,02111025,視覺藝術學系,學士班(日間),17,55
107,2,公立,一般大學,0052,國立屏東大學,02151024,音樂學系,學士班(日間),78,45
107,2,公立,一般大學,0052,國立屏東大學,02299033,文化創意產業學系,學士班(日間),19,54
107,2,公立,一般大學,0052,國立屏東大學,02299034,原住民族健康休閒與文化產業學士學位學程原住民專班,學士班(日間),13,44
107,2,公立,一般大學,0052,國立屏東大學,02311029,英語學系,學士班(日間),38,45
107,2,公立,一般大學,0052,國立屏東大學,02311030,應用英語學系,學士班(日間),45,40
107,2,公立,一般大學,0052,國立屏東大學,02311031,應用日語學系,學士班(日間),50,41
107,2,公立,一般大學,0052,國立屏東大學,02322027,中國語文學系,學士班(日間),16,54
107,2,公立,一般大學,0052,國立屏東大學,03141036,社會發展學系,學士班(日間),9,51
107,2,公立,一般大學,0052,國立屏東大學,04111038,會計學系,學士班(日間),68,55
107,2,公立,一般大學,0052,國立屏東大學,04121045,財務金融學系,學士班(日間),25,42
107,2,公立,一般大學,0052,國立屏東大學,04131039,企業管理學系,學士班(日間),30,42
107,2,公立,一般大學,0052,國立屏東大學,04131042,商業自動化與管理學系,學士班(日間),24,61
107,2,公立,一般大學,0052,國立屏東大學,04132046,行銷與流通管理產學攜手專班,學士班(日間),98,33
107,2,公立,一般大學,0052,國立屏東大學,04132046,行銷與流通管理學系,學士班(日間),36,24
107,2,公立,一般大學,0052,國立屏東大學,04141044,國際貿易學系,學士班(日間),36,29
107,2,公立,一般大學,0052,國立屏東大學,04199047,不動產經營學系,學士班(日間),50,61
107,2,公立,一般大學,0052,國立屏東大學,05311050,應用化學系,學士班(日間),44,15
107,2,公立,一般大學,0052,國立屏東大學,05331053,應用物理系,學士班(日間),124,88
107,2,公立,一般大學,0052,國立屏東大學,05411055,應用數學系,學士班(日間),27,27
107,2,公立,一般大學,0052,國立屏東大學,06131057,資訊管理學系,學士班(日間),26,37
107,2,公立,一般大學,0052,國立屏東大學,06131061,資訊科學系,學士班(日間),25,48
107,2,公立,一般大學,0052,國立屏東大學,06199059,電腦與智慧型機器人學士學位學程,學士班(日間),15,30
107,2,公立,一般大學,0052,國立屏東大學,06199062,電腦與通訊學系,學士班(日間),34,30
107,2,公立,一般大學,0052,國立屏東大學,07141060,資訊工程學系,學士班(日間),45,36
107,2,公立,一般大學,0052,國立屏東大學,10151065,休閒事業經營學系,學士班(日間),28,30
107,2,公立,一般大學,0052,國立屏東大學,10152014,體育學系,學士班(日間),19,47
107,2,公立,技專校院,0053,國立高雄科技大學,02121006,文化創意產業系,四技(日),30,48
107,2,公立,技專校院,0053,國立高雄科技大學,02123017,創新設計工程系,四技(日),35,27
107,2,公立,技專校院,0053,國立高雄科技大學,02311001,應用外語系,四技(日),54,103
107,2,公立,技專校院,0053,國立高雄科技大學,02311002,應用英語系,二技(日),14,0
107,2,公立,技專校院,0053,國立高雄科技大學,02311002,應用英語系,四技(日),80,27
107,2,公立,技專校院,0053,國立高雄科技大學,02311003,應用德語系,四技(日),60,20
107,2,公立,技專校院,0053,國立高雄科技大學,02311008,應用日語系,二技(日),6,2
