學年度,設立別,學校類別,學校統計處代碼,學校名稱,工作月數,"獎助生月支領金額人數-月領3,000元以下","獎助生月支領金額人數-月領3,001~6,000元以下","獎助生月支領金額人數-月領6,001~9,000元以下","獎助生月支領金額人數-月領9,001~基本工資一半以下",獎助生月支領金額人數-月領基本工資一半以上~未達基本工資以下,獎助生月支領金額人數-月領基本工資以上,"勞僱型學生兼任助理月支領金額人數-月領3,000元以下","勞僱型學生兼任助理月支領金額人數-月領3,001~6,000元以下","勞僱型學生兼任助理月支領金額人數-月領6,001~9,000元以下","勞僱型學生兼任助理月支領金額人數-月領9,001~基本工資一半以下",勞僱型學生兼任助理月支領金額人數-月領基本工資一半以上~未達基本工資以下,勞僱型學生兼任助理月支領金額人數-月領基本工資以上
109,私立,技專校院,1065,吳鳳科技大學,2個月,0,12,0,0,0,0,1,0,2,0,0,0
109,私立,技專校院,1065,吳鳳科技大學,3個月,0,11,0,0,0,0,3,6,8,0,4,0
109,私立,技專校院,1065,吳鳳科技大學,4個月,0,8,0,0,0,0,2,3,3,2,1,0
109,私立,技專校院,1065,吳鳳科技大學,5個月,0,4,0,0,0,0,0,3,4,0,9,0
109,私立,技專校院,1065,吳鳳科技大學,6個月,0,5,0,0,0,0,1,2,0,0,0,0
109,私立,技專校院,1065,吳鳳科技大學,7個月,0,2,0,0,0,0,0,3,3,0,0,0
109,私立,技專校院,1065,吳鳳科技大學,8個月,0,41,0,0,0,0,0,2,3,2,4,0
109,私立,技專校院,1065,吳鳳科技大學,9個月,0,4,0,0,0,0,0,2,0,0,0,0
109,私立,技專校院,1065,吳鳳科技大學,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1065,吳鳳科技大學,11個月,0,3,0,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,12個月,0,2,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,1個月,0,9,0,0,0,0,7,46,31,7,4,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,2個月,0,6,0,0,0,0,10,16,7,7,3,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,3個月,0,7,0,0,0,0,1,4,13,8,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,4個月,0,11,0,0,0,0,0,5,7,1,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,5個月,0,4,0,0,0,0,0,1,3,3,2,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,6個月,0,10,0,0,0,0,0,3,0,0,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,7個月,0,4,0,0,0,0,0,0,0,2,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,8個月,0,7,0,0,0,0,0,0,1,0,1,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,9個月,0,5,0,0,0,0,0,3,0,0,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,10個月,0,3,0,0,0,0,0,3,1,0,0,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,11個月,0,0,0,0,0,0,0,0,1,0,0,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,1個月,0,24,0,0,0,0,36,7,4,0,7,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,2個月,0,5,0,0,0,0,0,12,7,3,1,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,3個月,0,9,0,0,0,0,1,1,5,0,0,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,4個月,0,4,0,0,0,0,0,2,6,5,3,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,5個月,0,2,0,0,0,0,0,2,4,6,2,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,6個月,0,1,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,7個月,0,0,0,0,0,0,0,1,3,0,0,1
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,8個月,0,3,0,0,0,0,0,1,3,2,1,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,9個月,0,5,0,0,0,0,0,2,3,0,2,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10個月,0,0,0,0,0,0,0,2,2,0,3,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,11個月,0,0,0,0,0,0,0,0,0,0,3,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,1個月,11,4,2,3,0,0,31,10,6,16,23,6
109,私立,技專校院,1068,中州學校財團法人中州科技大學,2個月,0,1,0,0,1,0,0,4,4,4,2,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,3個月,0,6,3,2,0,0,0,3,0,1,1,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,4個月,0,2,2,0,0,0,1,2,0,1,1,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,5個月,0,0,3,1,0,0,0,0,0,0,0,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,6個月,1,3,2,3,0,0,0,0,0,0,1,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,7個月,0,1,0,3,0,0,0,4,0,0,0,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,8個月,0,0,0,1,0,0,1,2,0,0,0,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,9個月,0,0,0,0,0,0,0,2,2,0,0,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1068,中州學校財團法人中州科技大學,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,12個月,3,15,0,1,0,0,3,2,0,1,0,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,1個月,0,0,0,0,0,0,31,10,18,7,7,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,2個月,0,4,0,0,0,0,5,215,5,5,4,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,3個月,109,6,0,0,0,0,9,10,4,0,2,1
109,私立,技專校院,1069,修平學校財團法人修平科技大學,4個月,0,1,0,0,0,0,15,38,6,6,5,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,5個月,0,1,0,0,0,0,9,14,8,5,5,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,6個月,1,0,0,0,0,0,1,3,3,1,2,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,7個月,0,0,0,0,0,0,1,3,2,1,1,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,8個月,0,4,0,0,0,0,2,0,0,1,0,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,9個月,0,24,0,0,0,0,0,1,3,0,0,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,10個月,0,0,0,0,0,0,5,2,2,0,0,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,11個月,0,0,0,0,0,0,0,0,1,4,0,1
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,12個月,0,0,0,0,0,0,0,3,0,0,0,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,1個月,0,16,0,0,0,0,37,38,12,17,34,6
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,2個月,0,30,0,0,0,0,5,34,12,11,26,2
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,3個月,41,2,0,0,0,0,4,158,17,10,22,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,4個月,0,3,0,0,0,0,2,25,17,10,13,5
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,5個月,0,10,0,0,0,0,1,33,7,10,13,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,6個月,41,0,0,0,0,0,0,22,8,7,10,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,7個月,0,2,0,0,0,0,0,7,5,10,11,1
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,8個月,0,0,0,0,0,0,0,8,8,5,18,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,9個月,0,0,0,0,0,0,1,10,9,6,17,3
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,10個月,0,0,0,0,0,0,1,3,4,4,6,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,11個月,0,0,0,0,0,0,1,6,4,1,4,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,12個月,0,2,0,0,0,0,0,0,0,0,0,6
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,1個月,0,19,0,4,2,0,48,1,1,0,0,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,2個月,0,14,1,4,3,0,9,3,0,0,1,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,3個月,0,26,6,2,0,0,129,10,0,0,0,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,4個月,0,29,2,2,1,0,10,1,0,1,0,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,5個月,0,13,2,2,0,0,4,3,0,0,0,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,6個月,0,7,1,2,0,0,54,7,0,0,0,2
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,7個月,0,5,1,2,2,0,8,1,0,0,1,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,8個月,0,13,2,4,3,0,2,0,0,1,0,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,9個月,0,11,6,1,1,0,0,0,0,0,0,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10個月,0,5,1,3,3,1,0,4,0,0,0,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,11個月,0,1,0,2,2,0,0,0,0,0,0,1
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,1個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,2個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,3個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,4個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,5個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,6個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,8個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,12個月,0,0,0,0,0,0,0,0,0,1,3,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,1個月,0,16,0,1,0,0,186,50,13,5,18,11
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2個月,0,6,0,0,0,0,36,5,12,6,5,4
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,3個月,0,9,0,1,0,0,20,17,27,7,17,1
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,4個月,0,9,2,0,0,0,16,11,13,1,6,2
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,5個月,0,7,0,0,0,0,4,11,6,2,3,1
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,6個月,0,1,1,0,0,0,3,8,15,5,2,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,7個月,0,0,0,0,0,0,0,4,9,1,4,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,8個月,0,3,0,0,0,0,0,2,4,5,3,0
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,9個月,0,0,0,0,0,0,0,4,4,4,4,2
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10個月,0,0,0,0,0,0,1,1,1,3,8,2
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,11個月,0,0,0,0,0,0,1,2,0,2,5,1
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,12個月,0,0,0,0,0,0,1,7,10,8,19,2
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,1個月,0,0,0,0,0,0,0,22,8,2,2,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2個月,0,0,0,0,0,0,0,29,3,11,4,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3個月,0,0,0,0,0,0,48,41,13,4,4,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,4個月,0,0,0,0,0,0,43,38,13,5,6,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,5個月,0,0,0,0,0,0,0,32,13,7,5,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,6個月,0,0,0,0,0,0,1,26,3,3,2,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,7個月,0,0,0,0,0,0,0,12,17,4,1,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,8個月,0,0,0,0,0,0,0,6,11,5,5,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,9個月,0,0,0,0,0,0,1,11,5,1,2,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,10個月,0,0,0,0,0,0,1,8,7,3,4,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,11個月,0,0,0,0,0,0,0,4,14,7,6,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,12個月,0,0,0,0,0,0,0,0,0,0,0,3
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,1個月,0,0,0,0,0,0,1,0,0,0,0,1
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,2個月,0,0,0,0,0,0,1,1,0,0,0,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,3個月,0,0,0,0,0,0,0,1,0,0,0,1
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,4個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,5個月,0,0,0,0,0,0,1,6,0,0,0,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,6個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,7個月,0,0,0,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,8個月,0,0,0,0,0,0,1,2,0,0,0,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,9個月,0,0,0,0,0,0,0,0,0,0,0,1
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,10個月,0,0,0,0,0,0,0,2,0,0,0,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,11個月,0,0,0,0,0,0,0,0,0,0,0,2
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,12個月,0,7,0,0,0,0,0,13,11,3,1,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,1個月,0,0,0,0,0,0,206,37,8,6,6,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,2個月,0,0,0,0,0,0,98,30,8,5,1,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,3個月,0,0,0,0,0,0,54,27,7,2,0,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,4個月,0,9,0,0,0,0,53,66,10,2,0,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,5個月,0,0,0,0,0,0,43,31,7,3,0,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,6個月,0,0,0,0,0,0,23,27,10,2,3,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,7個月,0,0,0,0,0,0,13,29,11,3,2,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,8個月,0,4,0,0,0,0,9,50,8,4,0,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,9個月,0,0,0,0,0,0,16,46,17,3,0,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,10個月,0,0,0,0,0,0,5,28,18,2,0,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,11個月,0,8,0,0,0,0,0,14,15,1,0,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,12個月,0,0,0,0,0,0,20,20,20,30,20,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,1個月,0,0,0,0,0,0,36,6,8,3,11,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,2個月,0,1,0,0,0,0,8,9,128,9,16,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,3個月,0,22,0,0,0,0,1,126,7,71,2,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,4個月,0,49,0,0,0,0,0,54,4,7,2,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,5個月,0,0,0,0,0,0,0,4,6,2,4,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,6個月,0,1,0,0,0,0,0,7,6,4,4,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,7個月,0,3,0,0,0,0,2,5,5,3,2,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,8個月,0,20,0,0,0,0,0,21,4,5,1,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,9個月,0,0,0,0,0,0,20,2,5,23,20,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,10個月,0,0,0,0,0,0,0,20,10,25,20,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,11個月,0,0,0,0,0,0,20,10,25,30,20,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,1個月,0,0,0,0,0,0,8,7,1,0,6,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,2個月,0,0,0,0,0,0,9,1,0,0,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,3個月,0,0,0,0,0,0,6,0,0,0,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,4個月,0,0,0,0,0,0,0,1,0,1,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,5個月,0,0,0,0,0,0,1,1,0,2,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,6個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,8個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,12個月,0,0,0,0,0,0,0,0,0,0,2,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,1個月,0,0,0,0,0,0,5,9,9,6,9,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,2個月,0,0,0,0,0,0,3,2,1,2,1,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,3個月,0,0,0,0,0,0,0,1,2,5,1,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,4個月,0,0,0,0,0,0,3,1,0,1,0,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,5個月,0,0,0,0,0,0,1,2,2,0,1,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,6個月,0,0,0,0,0,0,0,1,0,3,1,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,7個月,0,0,0,0,0,0,0,0,0,1,1,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,8個月,0,0,0,0,0,0,4,2,2,2,1,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,9個月,0,0,0,0,0,0,1,0,0,1,0,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,10個月,0,0,0,0,0,0,0,1,0,0,4,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,11個月,0,0,0,0,0,0,0,0,0,0,2,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,1個月,0,0,0,0,0,0,0,54,29,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,2個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,3個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,4個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,5個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,6個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,8個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1081,東方學校財團法人東方設計大學,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,1個月,0,1,6,2,0,0,101,39,8,6,12,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,2個月,0,2,6,0,1,0,25,19,3,1,10,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,3個月,1,1,3,0,0,0,15,7,1,0,0,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,4個月,0,1,1,0,0,0,1,7,0,0,4,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,5個月,0,3,0,0,0,0,3,5,1,1,0,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,6個月,0,0,3,0,0,0,1,5,0,0,1,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,7個月,0,0,0,0,0,0,1,3,1,1,2,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,8個月,0,0,1,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,9個月,0,0,0,1,0,0,1,2,1,0,0,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,10個月,0,0,0,0,0,0,0,0,0,1,1,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,12個月,0,2,0,0,0,0,1,3,0,0,0,1
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,1個月,0,6,0,0,0,0,216,151,27,1,8,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,2個月,0,7,0,0,0,0,101,70,4,1,1,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,3個月,0,0,0,0,0,0,52,23,5,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,4個月,0,1,0,0,0,0,35,25,2,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,5個月,0,4,0,0,0,0,22,21,0,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,6個月,0,2,0,0,0,0,17,11,0,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,7個月,0,0,0,0,0,0,9,13,1,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,8個月,0,1,0,0,0,0,9,8,1,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,9個月,0,1,0,0,0,0,3,6,0,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10個月,0,0,0,0,0,0,3,10,0,0,0,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,11個月,0,0,0,0,0,0,3,6,0,0,0,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,12個月,0,4,4,2,0,0,0,9,0,0,2,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,1個月,8,13,1,0,0,0,18,117,6,11,7,1
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,2個月,0,21,1,0,0,0,14,33,9,14,7,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,3個月,5,13,1,0,0,0,22,9,6,4,2,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,4個月,4,15,1,0,0,0,14,11,6,3,2,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,5個月,2,8,0,0,0,0,7,8,5,5,0,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,6個月,0,4,0,0,0,0,13,12,5,4,0,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,7個月,0,27,1,0,0,0,9,13,2,2,0,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,8個月,2,1,0,1,0,0,5,5,7,1,0,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,9個月,0,0,0,0,0,0,4,3,3,0,0,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,10個月,0,3,0,0,0,0,2,1,3,4,0,0
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,11個月,1,1,0,0,0,0,0,4,1,2,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,1個月,1,0,1,0,0,0,5,3,1,1,0,1
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,2個月,6,0,0,0,0,0,1,0,1,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,3個月,1,0,14,0,0,0,5,2,1,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,4個月,1,78,98,2,0,0,0,0,0,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,5個月,4,35,41,1,0,0,0,0,0,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,6個月,4,5,24,2,0,0,0,0,0,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,7個月,0,0,0,0,0,0,0,1,0,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,8個月,0,0,0,0,0,0,0,0,0,0,0,0
