,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,小計,低收入戶學生,中低收入戶學生,身心障礙學生及身心障礙人士子女,特殊境遇家庭之子女,原住民學生
,104,1,私立,技專校院,1289,育英醫護管理專科學校,332,145,80,71,7,29
,104,1,私立,技專校院,1290,崇仁醫護管理專科學校,424,130,95,144,24,31
,104,1,私立,技專校院,1291,聖母醫護管理專科學校,703,182,66,196,19,240
,104,1,私立,技專校院,1292,新生醫護管理專科學校,994,302,68,229,32,363
,104,2,公立,一般大學,1,國立政治大學,663,99,33,351,21,159
,104,2,公立,一般大學,2,國立清華大學,474,79,36,306,11,42
,104,2,公立,一般大學,3,國立臺灣大學,1312,140,63,814,33,262
,104,2,公立,一般大學,4,國立臺灣師範大學,843,99,69,439,15,221
,104,2,公立,一般大學,5,國立成功大學,876,81,74,590,33,98
,104,2,公立,一般大學,6,國立中興大學,738,70,86,462,31,89
,104,2,公立,一般大學,7,國立交通大學,442,68,50,273,17,34
,104,2,公立,一般大學,8,國立中央大學,491,71,30,330,23,37
,104,2,公立,一般大學,9,國立中山大學,472,68,61,280,18,45
,104,2,公立,一般大學,12,國立臺灣海洋大學,460,74,61,257,17,51
,104,2,公立,一般大學,13,國立中正大學,607,71,66,367,26,77
,104,2,公立,一般大學,14,國立高雄師範大學,377,51,49,188,14,75
,104,2,公立,一般大學,15,國立彰化師範大學,426,51,48,247,16,64
,104,2,公立,一般大學,16,國立陽明大學,160,9,6,114,9,22
,104,2,公立,一般大學,17,國立臺北大學,536,67,40,320,11,98
,104,2,公立,一般大學,18,國立嘉義大學,881,101,143,456,42,139
,104,2,公立,一般大學,19,國立高雄大學,319,65,40,162,14,38
,104,2,公立,一般大學,20,國立東華大學,1104,157,56,345,19,527
,104,2,公立,一般大學,21,國立暨南國際大學,462,41,43,213,15,150
,104,2,公立,一般大學,28,國立臺北藝術大學,152,14,7,84,6,41
,104,2,公立,一般大學,29,國立臺灣藝術大學,288,32,32,156,3,65
,104,2,公立,一般大學,30,國立臺東大學,487,81,39,117,21,229
,104,2,公立,一般大學,31,國立宜蘭大學,422,69,31,225,19,78
,104,2,公立,一般大學,32,國立聯合大學,603,95,70,336,36,66
,104,2,公立,一般大學,35,國立臺南藝術大學,85,10,10,45,1,19
,104,2,公立,一般大學,36,國立臺南大學,422,55,75,214,24,54
,104,2,公立,一般大學,37,國立臺北教育大學,268,37,16,146,8,61
,104,2,公立,一般大學,38,國立新竹教育大學,224,27,24,93,10,70
,104,2,公立,一般大學,39,國立臺中教育大學,310,41,37,142,17,73
,104,2,公立,一般大學,44,國立體育大學,286,32,24,88,6,136
,104,2,公立,一般大學,48,國立金門大學,351,58,20,203,9,61
,104,2,公立,一般大學,49,國立臺灣體育運動大學,456,73,46,130,8,199
,104,2,公立,一般大學,52,國立屏東大學,1074,170,179,381,41,303
,104,2,公立,一般大學,3002,臺北市立大學,625,104,50,201,12,258
,104,2,公立,技專校院,22,國立臺灣科技大學,619,97,81,323,28,90
,104,2,公立,技專校院,23,國立雲林科技大學,702,115,109,369,32,77
,104,2,公立,技專校院,24,國立屏東科技大學,1194,223,240,513,49,169
,104,2,公立,技專校院,25,國立臺北科技大學,712,124,75,410,17,86
,104,2,公立,技專校院,26,國立高雄第一科技大學,641,127,92,303,29,90
,104,2,公立,技專校院,27,國立高雄應用科技大學,1080,177,187,541,55,120
,104,2,公立,技專校院,33,國立虎尾科技大學,835,146,135,430,43,81
,104,2,公立,技專校院,34,國立高雄海洋科技大學,730,146,151,315,30,88
,104,2,公立,技專校院,42,國立澎湖科技大學,269,71,39,117,10,32
,104,2,公立,技專校院,43,國立勤益科技大學,1017,170,162,498,60,127
,104,2,公立,技專校院,46,國立臺北護理健康大學,378,65,33,196,12,72
,104,2,公立,技專校院,47,國立高雄餐旅大學,510,92,102,192,25,99
,104,2,公立,技專校院,50,國立臺中科技大學,1635,291,246,762,80,256
,104,2,公立,技專校院,51,國立臺北商業大學,892,146,78,385,15,268
,104,2,公立,技專校院,144,國立臺灣戲曲學院,84,22,5,34,2,21
,104,2,公立,技專校院,221,國立臺南護理專科學校,300,71,74,85,10,60
,104,2,公立,技專校院,222,國立臺東專科學校,292,66,30,55,4,137
,104,2,私立,一般大學,1001,東海大學,839,155,118,458,56,52
,104,2,私立,一般大學,1002,輔仁大學,1409,225,114,799,37,234
,104,2,私立,一般大學,1003,東吳大學,777,147,72,420,20,118
,104,2,私立,一般大學,1004,中原大學,845,114,78,509,40,104
,104,2,私立,一般大學,1005,淡江大學,1295,241,148,740,41,125
,104,2,私立,一般大學,1006,中國文化大學,1733,369,184,821,58,301
,104,2,私立,一般大學,1007,逢甲大學,1169,187,194,642,77,69
,104,2,私立,一般大學,1008,靜宜大學,881,170,146,442,57,66
,104,2,私立,一般大學,1009,長庚大學,273,34,13,194,6,26
,104,2,私立,一般大學,1010,元智大學,408,65,20,270,17,36
,104,2,私立,一般大學,1011,中華大學,497,85,37,277,27,71
,104,2,私立,一般大學,1012,大葉大學,1020,158,185,528,54,95
,104,2,私立,一般大學,1013,華梵大學,223,65,22,111,10,15
,104,2,私立,一般大學,1014,義守大學,1500,275,221,551,60,393
,104,2,私立,一般大學,1015,世新大學,833,142,75,385,27,204
,104,2,私立,一般大學,1016,銘傳大學,1089,222,113,578,47,129
,104,2,私立,一般大學,1017,實踐大學,1128,225,146,501,39,217
,104,2,私立,一般大學,1019,高雄醫學大學,297,38,32,174,12,41
,104,2,私立,一般大學,1020,南華大學,415,118,74,175,24,24
,104,2,私立,一般大學,1021,真理大學,635,157,66,293,28,91
,104,2,私立,一般大學,1022,大同大學,175,33,12,118,5,7
,104,2,私立,一般大學,1027,慈濟大學,257,32,21,134,8,62
,104,2,私立,一般大學,1028,臺北醫學大學,213,29,15,146,2,21
,104,2,私立,一般大學,1029,中山醫學大學,422,71,49,217,17,68
,104,2,私立,一般大學,1033,長榮大學,1104,210,176,468,45,205
,104,2,私立,一般大學,1035,中國醫藥大學,410,46,35,250,11,68
,104,2,私立,一般大學,1039,玄奘大學,562,126,49,235,21,131
,104,2,私立,一般大學,1048,亞洲大學,916,168,130,448,46,124
,104,2,私立,一般大學,1049,開南大學,678,138,38,331,28,143
,104,2,私立,一般大學,1050,佛光大學,296,61,26,124,11,74
,104,2,私立,一般大學,1058,明道大學,644,128,105,319,32,60
,104,2,私立,一般大學,1067,台灣首府大學,682,227,97,271,17,70
,104,2,私立,一般大學,1079,康寧大學,661,222,88,219,7,125
,104,2,私立,一般大學,1125,中信金融管理學院,9,2,2,4,0,1
,104,2,私立,一般大學,1176,稻江科技暨管理學院,520,127,58,194,17,124
,104,2,私立,一般大學,1195,馬偕醫學院,39,4,0,17,4,14
,104,2,私立,一般大學,1R02,基督教台灣浸會神學院,4,0,0,2,0,2
,104,2,私立,一般大學,1R03,臺北基督學院,12,2,1,7,0,2
,104,2,私立,一般大學,1R04,一貫道天皇學院,1,1,0,0,0,0
,104,2,私立,技專校院,1018,朝陽科技大學,1623,318,281,774,96,154
,104,2,私立,技專校院,1023,南臺科技大學,1712,366,357,806,105,78
,104,2,私立,技專校院,1024,崑山科技大學,1265,262,258,584,80,81
,104,2,私立,技專校院,1025,嘉南藥理大學,2168,450,460,938,112,208
,104,2,私立,技專校院,1026,樹德科技大學,1537,411,381,577,45,123
,104,2,私立,技專校院,1030,龍華科技大學,934,181,95,518,34,106
,104,2,私立,技專校院,1031,輔英科技大學,1385,434,317,447,64,123
,104,2,私立,技專校院,1032,明新科技大學,1102,155,83,633,68,163
,104,2,私立,技專校院,1034,弘光科技大學,1393,359,157,640,89,148
,104,2,私立,技專校院,1036,健行科技大學,1085,181,57,578,50,219
,104,2,私立,技專校院,1037,正修科技大學,2210,529,502,925,76,178
,104,2,私立,技專校院,1038,萬能科技大學,1231,212,100,569,58,292
,104,2,私立,技專校院,1040,建國科技大學,1193,236,231,593,82,51
,104,2,私立,技專校院,1041,明志科技大學,351,70,38,185,15,43
,104,2,私立,技專校院,1042,高苑科技大學,1338,394,279,480,40,145
,104,2,私立,技專校院,1043,大仁科技大學,1333,304,237,440,45,307
,104,2,私立,技專校院,1044,聖約翰科技大學,525,150,50,250,13,62
,104,2,私立,技專校院,1045,嶺東科技大學,1076,229,191,501,72,83
,104,2,私立,技專校院,1046,中國科技大學,1268,331,164,594,35,144
,104,2,私立,技專校院,1047,中臺科技大學,961,203,145,464,47,102
,104,2,私立,技專校院,1051,台南應用科技大學,1314,317,245,552,64,136
,104,2,私立,技專校院,1052,遠東科技大學,1114,299,183,492,55,85
,104,2,私立,技專校院,1053,元培醫事科技大學,683,130,68,363,30,92
,104,2,私立,技專校院,1054,景文科技大學,856,211,105,385,24,131
,104,2,私立,技專校院,1055,中華醫事科技大學,1324,346,211,611,66,90
,104,2,私立,技專校院,1056,東南科技大學,1018,324,122,446,18,108
,104,2,私立,技專校院,1057,德明財經科技大學,917,241,102,481,24,69
,104,2,私立,技專校院,1060,南開科技大學,963,202,165,474,59,63
,104,2,私立,技專校院,1061,中華科技大學,923,281,105,385,20,132
,104,2,私立,技專校院,1062,僑光科技大學,935,228,135,424,60,88
,104,2,私立,技專校院,1063,育達科技大學,715,159,57,356,59,84
,104,2,私立,技專校院,1064,美和科技大學,1928,461,341,484,55,587
,104,2,私立,技專校院,1065,吳鳳科技大學,929,201,130,480,39,79
,104,2,私立,技專校院,1066,環球科技大學,1346,253,117,489,48,439
,104,2,私立,技專校院,1068,中州科技大學,693,183,138,297,30,45
,104,2,私立,技專校院,1069,修平科技大學,793,208,121,354,43,67
,104,2,私立,技專校院,1070,長庚科技大學,812,160,84,368,44,156
,104,2,私立,技專校院,1071,臺北城市科技大學,1311,451,172,519,30,139
,104,2,私立,技專校院,1072,大華科技大學,510,64,33,264,31,118
,104,2,私立,技專校院,1073,醒吾科技大學,1008,213,95,475,29,196
,104,2,私立,技專校院,1074,南榮科技大學,627,170,88,233,10,126
,104,2,私立,技專校院,1075,文藻外語大學,732,156,155,320,26,75
,104,2,私立,技專校院,1076,華夏科技大學,620,206,66,288,8,52
,104,2,私立,技專校院,1077,慈濟科技大學,889,130,24,122,6,607
,104,2,私立,技專校院,1078,致理科技大學,994,233,104,525,29,103
,104,2,私立,技專校院,1148,大漢技術學院,583,63,10,138,0,372
,104,2,私立,技專校院,1159,和春技術學院,853,218,109,297,9,220
,104,2,私立,技專校院,1166,亞東技術學院,429,105,36,234,13,41
,104,2,私立,技專校院,1168,桃園創新技術學院,763,129,28,374,35,197
,104,2,私立,技專校院,1179,德霖技術學院,821,260,110,334,11,106
,104,2,私立,技專校院,1182,蘭陽技術學院,308,80,24,140,8,56
,104,2,私立,技專校院,1183,黎明技術學院,622,169,63,296,6,88
,104,2,私立,技專校院,1184,東方設計學院,751,259,168,247,12,65
,104,2,私立,技專校院,1185,經國管理暨健康學院,717,216,96,270,17,118
,104,2,私立,技專校院,1187,崇右技術學院,744,215,72,226,5,226
,104,2,私立,技專校院,1188,大同技術學院,533,121,61,231,15,105
,104,2,私立,技專校院,1189,亞太創意技術學院,283,49,19,152,5,58
,104,2,私立,技專校院,1192,臺灣觀光學院,439,73,18,114,4,230
,104,2,私立,技專校院,1197,台北海洋技術學院,980,303,105,437,21,114
,104,2,私立,技專校院,1282,馬偕醫護管理專科學校,926,207,68,172,23,456
,104,2,私立,技專校院,1283,仁德醫護管理專科學校,959,236,153,354,39,177
,104,2,私立,技專校院,1284,樹人醫護管理專科學校,1142,338,306,312,37,149
,104,2,私立,技專校院,1285,慈惠醫護管理專科學校,1639,472,394,274,33,466
,104,2,私立,技專校院,1286,耕莘健康管理專科學校,693,244,81,217,20,131
,104,2,私立,技專校院,1287,敏惠醫護管理專科學校,525,146,140,149,38,52
,104,2,私立,技專校院,1288,高美醫護管理專科學校,241,72,63,37,1,68
,104,2,私立,技專校院,1289,育英醫護管理專科學校,311,128,76,74,8,25
,104,2,私立,技專校院,1290,崇仁醫護管理專科學校,405,118,91,143,25,28
,104,2,私立,技專校院,1291,聖母醫護管理專科學校,617,153,57,180,19,208
,104,2,私立,技專校院,1292,新生醫護管理專科學校,952,268,73,229,40,342
