,學年度,設立別 ,學校類別,學校代碼,學校名稱,縣市別,宿舍類別,自有宿舍床位數(床),男,女,租賃合約4年以上宿舍床位數(床),男,女
,102,私立,技專校院,1044,聖約翰科技大學,新北市,自有,1315,806,509,0,0,0
,102,私立,技專校院,1045,嶺東科技大學,臺中市,自有,580,0,580,0,0,0
,102,私立,技專校院,1046,中國科技大學,臺北市,自有,88,0,88,0,0,0
,102,私立,技專校院,1046,中國科技大學,新竹縣,自有,1286,436,850,0,0,0
,102,私立,技專校院,1047,中臺科技大學,臺中市,自有,1124,303,821,0,0,0
,102,私立,技專校院,1051,台南應用科技大學,臺南市,自有,1468,236,1232,0,0,0
,102,私立,技專校院,1052,遠東科技大學,臺南市,自有,1984,1178,806,0,0,0
,102,私立,技專校院,1053,元培醫事科技大學,新竹市,自有,584,14,570,724,484,240
,102,私立,技專校院,1054,景文科技大學,新北市,自有,888,248,640,0,0,0
,102,私立,技專校院,1055,中華醫事科技大學,臺南市,自有,2240,582,1658,0,0,0
,102,私立,技專校院,1056,東南科技大學,新北市,自有,735,425,310,0,0,0
,102,私立,技專校院,1057,德明財經科技大學,臺北市,自有,608,112,496,0,0,0
,102,私立,技專校院,1060,南開科技大學,南投縣,自有,882,600,282,0,0,0
,102,私立,技專校院,1061,中華科技大學,新竹縣,自有,320,167,153,0,0,0
,102,私立,技專校院,1061,中華科技大學,臺北市,自有,493,324,169,0,0,0
,102,私立,技專校院,1062,僑光科技大學,臺中市,自有,869,221,648,0,0,0
,102,私立,技專校院,1063,育達科技大學,苗栗縣,自有,1657,669,988,0,0,0
,102,私立,技專校院,1064,美和科技大學,屏東縣,自有,842,146,696,0,0,0
,102,私立,技專校院,1065,吳鳳科技大學,嘉義縣,自有,1288,880,408,0,0,0
,102,私立,技專校院,1066,環球科技大學,雲林縣,自有,911,352,559,0,0,0
,102,私立,技專校院,1068,中州科技大學,彰化縣,自有,964,576,388,0,0,0
,102,私立,技專校院,1069,修平科技大學,臺中市,自有,1346,828,518,0,0,0
,102,私立,技專校院,1070,長庚科技大學,嘉義縣,自有,2020,428,1592,0,0,0
,102,私立,技專校院,1070,長庚科技大學,桃園縣,自有,5411,348,5063,0,0,0
,102,私立,技專校院,1071,臺北城市科技大學,臺北市,自有,636,329,307,0,0,0
,102,私立,技專校院,1072,大華科技大學,新竹縣,自有,633,426,207,0,0,0
,102,私立,技專校院,1073,醒吾科技大學,新北市,自有,447,165,282,0,0,0
,102,私立,技專校院,1074,南榮科技大學,臺南市,自有,790,368,422,0,0,0
,102,私立,技專校院,1075,文藻外語大學,高雄市,自有,736,86,650,0,0,0
,102,私立,技專校院,1148,大漢技術學院,花蓮縣,自有,342,222,120,0,0,0
,102,私立,技專校院,1150,慈濟技術學院,花蓮縣,自有,2328,436,1892,0,0,0
,102,私立,技專校院,1154,永達技術學院,屏東縣,自有,516,386,130,0,0,0
,102,私立,技專校院,1159,和春技術學院,高雄市,自有,427,256,171,0,0,0
,102,私立,技專校院,1164,致理技術學院,新北市,自有,271,43,228,0,0,0
,102,私立,技專校院,1166,亞東技術學院,新北市,自有,24,12,12,0,0,0
,102,私立,技專校院,1168,桃園創新技術學院,桃園縣,自有,553,201,352,0,0,0
,102,私立,技專校院,1179,德霖技術學院,新北市,自有,406,236,170,0,0,0
,102,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,自有,740,417,323,0,0,0
,102,私立,技專校院,1183,黎明技術學院,新北市,自有,238,110,128,0,0,0
,102,私立,技專校院,1184,東方設計學院,高雄市,自有,594,232,362,0,0,0
,102,私立,技專校院,1185,經國管理暨健康學院,基隆市,自有,536,155,381,0,0,0
,102,私立,技專校院,1187,崇右技術學院,基隆市,自有,353,94,259,0,0,0
,102,私立,技專校院,1188,大同技術學院,嘉義市,自有,396,94,302,0,0,0
,102,私立,技專校院,1188,大同技術學院,嘉義縣,自有,459,259,200,0,0,0
,102,私立,技專校院,1189,亞太創意技術學院,苗栗縣,自有,1445,717,728,0,0,0
,102,私立,技專校院,1190,高鳳數位內容學院,屏東縣,自有,648,360,288,0,0,0
,102,私立,技專校院,1191,華夏技術學院,新北市,自有,15,15,0,15,0,15
,102,私立,技專校院,1192,臺灣觀光學院,花蓮縣,自有,1094,636,458,0,0,0
,102,私立,技專校院,1197,台北海洋技術學院,臺北市,自有,274,158,116,0,0,0
,102,私立,技專校院,1197,台北海洋技術學院,新北市,自有,533,262,271,0,0,0
,102,私立,技專校院,1281,康寧醫護暨管理專科學校,臺北市,自有,911,60,851,0,0,0
,102,私立,技專校院,1282,馬偕醫護管理專科學校,新北市,自有,1152,72,1080,0,0,0
,102,私立,技專校院,1282,馬偕醫護管理專科學校,臺北市,自有,704,48,656,0,0,0
,102,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,自有,2011,350,1661,0,0,0
,102,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,自有,1312,322,990,0,0,0
,102,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,自有,584,0,584,336,166,170
,102,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,自有,1920,240,1680,0,0,0
,102,私立,技專校院,1286,耕莘健康管理專科學校,新北市,自有,980,18,962,0,0,0
,102,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,自有,1109,102,1007,0,0,0
,102,私立,技專校院,1288,高美醫護管理專科學校,高雄市,自有,338,40,298,0,0,0
,102,私立,技專校院,1289,育英醫護管理專科學校,高雄市,自有,240,16,224,0,0,0
,102,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義縣,自有,710,59,651,0,0,0
,102,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義市,自有,300,66,234,0,0,0
,102,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,自有,1016,80,936,72,72,0
,102,私立,技專校院,1292,新生醫護管理專科學校,桃園縣,自有,1450,66,1384,0,0,0
,103,公立,一般大學,1,國立政治大學,臺北市,自有,6698,2419,4279,0,0,0
,103,公立,一般大學,2,國立清華大學,新竹市,自有,6693,3950,2743,0,0,0
,103,公立,一般大學,3,國立臺灣大學,臺北市,自有,8648,5008,3640,0,0,0
,103,公立,一般大學,3,國立臺灣大學,臺北市,BOT,3507,1813,1694,0,0,0
,103,公立,一般大學,4,國立臺灣師範大學,臺北市,自有,4453,1667,2786,0,0,0
,103,公立,一般大學,5,國立成功大學,臺南市,自有,6535,4082,2453,0,0,0
,103,公立,一般大學,5,國立成功大學,臺南市,BOT,680,350,330,0,0,0
,103,公立,一般大學,6,國立中興大學,臺中市,自有,3277,2017,1260,0,0,0
,103,公立,一般大學,7,國立交通大學,新竹市,自有,7597,5208,2389,0,0,0
,103,公立,一般大學,8,國立中央大學,桃園縣,自有,6583,4089,2494,0,0,0
,103,公立,一般大學,9,國立中山大學,高雄市,自有,4150,2402,1748,0,0,0
,103,公立,一般大學,12,國立臺灣海洋大學,基隆市,自有,2835,1907,928,0,0,0
,103,公立,一般大學,13,國立中正大學,嘉義縣,自有,3735,2029,1706,0,0,0
,103,公立,一般大學,14,國立高雄師範大學,高雄市,自有,3550,1698,1852,0,0,0
,103,公立,一般大學,15,國立彰化師範大學,彰化縣,自有,2553,1095,1458,0,0,0
,103,公立,一般大學,16,國立陽明大學,臺北市,自有,1661,866,795,0,0,0
,103,公立,一般大學,17,國立臺北大學,新北市,自有,1060,412,648,0,0,0
,103,公立,一般大學,17,國立臺北大學,臺北市,自有,652,208,444,0,0,0
,103,公立,一般大學,18,國立嘉義大學,嘉義市,自有,2919,1387,1532,0,0,0
,103,公立,一般大學,18,國立嘉義大學,嘉義縣,自有,1271,409,862,0,0,0
,103,公立,一般大學,19,國立高雄大學,高雄市,自有,1050,558,492,0,0,0
,103,公立,一般大學,20,國立東華大學,花蓮縣,自有,6232,2936,3296,0,0,0
,103,公立,一般大學,21,國立暨南國際大學,南投縣,自有,2840,1386,1454,0,0,0
,103,公立,一般大學,28,國立臺北藝術大學,臺北市,自有,1140,377,763,0,0,0
,103,公立,一般大學,29,國立臺灣藝術大學,新北市,自有,822,198,624,0,0,0
,103,公立,一般大學,30,國立臺東大學,臺東縣,自有,1100,544,556,0,0,0
,103,公立,一般大學,30,國立臺東大學,臺東縣,BOT,1217,545,672,0,0,0
,103,公立,一般大學,31,國立宜蘭大學,宜蘭縣,自有,1528,788,740,0,0,0
,103,公立,一般大學,32,國立聯合大學,苗栗縣,自有,2521,1256,1265,0,0,0
,103,公立,一般大學,35,國立臺南藝術大學,臺南市,自有,1301,392,909,0,0,0
,103,公立,一般大學,36,國立臺南大學,臺南市,自有,1466,516,950,0,0,0
,103,公立,一般大學,37,國立臺北教育大學,臺北市,自有,1370,432,938,0,0,0
,103,公立,一般大學,38,國立新竹教育大學,新竹市,自有,1481,392,1089,0,0,0
,103,公立,一般大學,39,國立臺中教育大學,臺中市,自有,2031,625,1406,0,0,0
,103,公立,一般大學,44,國立體育大學,桃園縣,自有,1224,653,571,0,0,0
,103,公立,一般大學,48,國立金門大學,金門縣,自有,1031,520,511,94,46,48
,103,公立,一般大學,49,國立臺灣體育運動大學,臺中市,自有,735,444,291,0,0,0
,103,公立,一般大學,49,國立臺灣體育運動大學,嘉義縣,自有,0,0,0,353,160,193
,103,公立,一般大學,52,國立屏東大學,屏東縣,自有,3998,1216,2782,0,0,0
,103,公立,一般大學,3002,臺北市立大學,臺北市,自有,1500,558,942,0,0,0
,103,公立,技專校院,22,國立臺灣科技大學,臺北市,自有,2710,1870,840,0,0,0
,103,公立,技專校院,23,國立雲林科技大學,雲林縣,自有,2718,1352,1366,0,0,0
,103,公立,技專校院,24,國立屏東科技大學,屏東縣,自有,3188,1552,1636,0,0,0
,103,公立,技專校院,25,國立臺北科技大學,臺北市,自有,1584,1152,432,84,84,0
,103,公立,技專校院,26,國立高雄第一科技大學,高雄市,自有,1722,806,916,0,0,0
,103,公立,技專校院,27,國立高雄應用科技大學,高雄市,自有,1464,738,726,0,0,0
,103,公立,技專校院,33,國立虎尾科技大學,雲林縣,自有,1877,1298,579,0,0,0
,103,公立,技專校院,34,國立高雄海洋科技大學,高雄市,自有,1853,1014,839,0,0,0
,103,公立,技專校院,42,國立澎湖科技大學,澎湖縣,自有,650,340,310,0,0,0
,103,公立,技專校院,43,國立勤益科技大學,臺中市,自有,816,408,408,0,0,0
,103,公立,技專校院,46,國立臺北護理健康大學,臺北市,自有,1350,175,1175,0,0,0
,103,公立,技專校院,47,國立高雄餐旅大學,高雄市,自有,1358,384,974,0,0,0
,103,公立,技專校院,50,國立臺中科技大學,臺中市,自有,1416,220,1196,0,0,0
,103,公立,技專校院,51,國立臺北商業大學,臺北市,自有,0,0,0,0,0,0
,103,公立,技專校院,51,國立臺北商業大學,桃園縣,自有,320,76,244,0,0,0
,103,公立,技專校院,144,國立臺灣戲曲學院,臺北市,自有,160,64,96,0,0,0
,103,公立,技專校院,221,國立臺南護理專科學校,臺南市,自有,0,0,0,0,0,0
,103,公立,技專校院,222,國立臺東專科學校,臺東縣,自有,596,298,298,0,0,0
,103,私立,一般大學,1001,東海大學,臺中市,自有,5254,2095,3159,0,0,0
,103,私立,一般大學,1002,輔仁大學,新北市,自有,3509,1235,2274,0,0,0
,103,私立,一般大學,1003,東吳大學,臺北市,自有,1117,414,703,692,236,456
,103,私立,一般大學,1004,中原大學,桃園縣,自有,3817,2115,1702,370,232,138
,103,私立,一般大學,1005,淡江大學,宜蘭縣,自有,804,326,478,0,0,0
,103,私立,一般大學,1005,淡江大學,新北市,自有,2049,27,2022,990,660,330
,103,私立,一般大學,1006,中國文化大學,臺北市,自有,4093,1648,2445,420,168,252
,103,私立,一般大學,1007,逢甲大學,臺中市,自有,2517,863,1654,2183,1938,245
,103,私立,一般大學,1008,靜宜大學,臺中市,自有,3026,786,2240,396,396,0
,103,私立,一般大學,1009,長庚大學,桃園縣,自有,6260,3467,2793,0,0,0
,103,私立,一般大學,1010,元智大學,桃園縣,自有,2892,1440,1452,122,122,0
,103,私立,一般大學,1011,中華大學,新竹市,自有,2885,1471,1414,0,0,0
,103,私立,一般大學,1012,大葉大學,彰化縣,自有,2128,730,1398,0,0,0
,103,私立,一般大學,1013,華梵大學,新北市,自有,994,476,518,0,0,0
,103,私立,一般大學,1014,義守大學,高雄市,自有,4627,2040,2587,2485,1348,1137
,103,私立,一般大學,1015,世新大學,臺北市,自有,478,134,344,0,0,0
,103,私立,一般大學,1015,世新大學,新北市,自有,327,60,267,214,54,160
,103,私立,一般大學,1016,銘傳大學,臺北市,自有,914,294,620,438,142,296
,103,私立,一般大學,1016,銘傳大學,桃園縣,自有,1470,444,1026,441,307,134
,103,私立,一般大學,1016,銘傳大學,金門縣,自有,164,68,96,0,0,0
,103,私立,一般大學,1017,實踐大學,臺北市,自有,956,10,946,608,308,300
,103,私立,一般大學,1017,實踐大學,高雄市,自有,1373,0,1373,606,606,0
,103,私立,一般大學,1019,高雄醫學大學,高雄市,自有,1444,630,814,0,0,0
,103,私立,一般大學,1020,南華大學,嘉義縣,自有,1412,281,1131,542,477,65
,103,私立,一般大學,1021,真理大學,臺南市,自有,656,272,384,0,0,0
,103,私立,一般大學,1021,真理大學,新北市,自有,1088,360,728,0,0,0
,103,私立,一般大學,1022,大同大學,臺北市,自有,1070,695,375,0,0,0
,103,私立,一般大學,1027,慈濟大學,花蓮縣,自有,3521,1347,2174,0,0,0
,103,私立,一般大學,1028,臺北醫學大學,臺北市,自有,810,360,450,0,0,0
,103,私立,一般大學,1029,中山醫學大學,臺中市,自有,1672,712,960,0,0,0
,103,私立,一般大學,1033,長榮大學,臺南市,自有,2966,1365,1601,0,0,0
,103,私立,一般大學,1035,中國醫藥大學,雲林縣,自有,692,250,442,0,0,0
,103,私立,一般大學,1035,中國醫藥大學,臺中市,自有,415,210,205,0,0,0
,103,私立,一般大學,1039,玄奘大學,新竹市,自有,1304,575,729,0,0,0
,103,私立,一般大學,1048,亞洲大學,臺中市,自有,4401,1494,2907,0,0,0
,103,私立,一般大學,1049,開南大學,桃園縣,自有,1646,716,930,0,0,0
,103,私立,一般大學,1050,佛光大學,宜蘭縣,自有,782,280,502,518,248,270
,103,私立,一般大學,1058,明道大學,彰化縣,自有,976,519,457,1168,608,560
,103,私立,一般大學,1059,康寧大學,臺南市,自有,1958,832,1126,0,0,0
,103,私立,一般大學,1067,台灣首府大學,臺南市,自有,1788,1018,770,0,0,0
,103,私立,一般大學,1125,興國管理學院,臺南市,自有,1641,666,975,0,0,0
,103,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,自有,1260,736,524,0,0,0
,103,私立,一般大學,1195,馬偕醫學院,新北市,自有,688,280,408,0,0,0
,103,私立,一般大學,1196,法鼓文理學院,新北市,自有,142,42,100,0,0,0
,103,私立,一般大學,1R02,基督教台灣浸會神學院,臺北市,自有,64,32,32,0,0,0
,103,私立,一般大學,1R03,臺北基督學院,新北市,自有,562,206,356,0,0,0
,103,私立,技專校院,1018,朝陽科技大學,臺中市,自有,1012,352,660,2046,802,1244
,103,私立,技專校院,1023,南臺科技大學,臺南市,自有,3406,1472,1934,0,0,0
,103,私立,技專校院,1024,崑山科技大學,臺南市,自有,2013,1224,789,0,0,0
,103,私立,技專校院,1025,嘉南藥理大學,臺南市,自有,3436,1012,2424,46,22,24
,103,私立,技專校院,1026,樹德科技大學,高雄市,自有,2514,926,1588,0,0,0
,103,私立,技專校院,1030,龍華科技大學,桃園縣,自有,748,404,344,0,0,0
,103,私立,技專校院,1031,輔英科技大學,高雄市,自有,2550,382,2168,0,0,0
,103,私立,技專校院,1032,明新科技大學,新竹縣,自有,2171,1122,1049,0,0,0
,103,私立,技專校院,1034,弘光科技大學,臺中市,自有,364,25,339,3075,1030,2045
,103,私立,技專校院,1036,健行科技大學,桃園縣,自有,1492,934,558,0,0,0
,103,私立,技專校院,1037,正修科技大學,高雄市,自有,968,472,496,526,266,260
,103,私立,技專校院,1038,萬能科技大學,桃園縣,自有,1276,482,794,314,168,146
,103,私立,技專校院,1040,建國科技大學,彰化縣,自有,554,267,287,576,336,240
,103,私立,技專校院,1041,明志科技大學,新北市,自有,3000,2126,874,0,0,0
,103,私立,技專校院,1042,高苑科技大學,高雄市,自有,1542,1024,518,0,0,0
,103,私立,技專校院,1043,大仁科技大學,屏東縣,自有,1306,496,810,0,0,0
,103,私立,技專校院,1044,聖約翰科技大學,新北市,自有,1319,845,474,0,0,0
,103,私立,技專校院,1045,嶺東科技大學,臺中市,自有,580,0,580,0,0,0
,103,私立,技專校院,1046,中國科技大學,新竹縣,自有,1274,436,838,0,0,0
,103,私立,技專校院,1046,中國科技大學,臺北市,自有,0,0,0,0,0,0
,103,私立,技專校院,1047,中臺科技大學,臺中市,自有,1089,266,823,0,0,0
,103,私立,技專校院,1051,台南應用科技大學,臺南市,自有,1395,236,1159,0,0,0
,103,私立,技專校院,1052,遠東科技大學,臺南市,自有,1986,1184,802,0,0,0
,103,私立,技專校院,1053,元培醫事科技大學,新竹市,自有,581,13,568,734,488,246
,103,私立,技專校院,1054,景文科技大學,新北市,自有,888,248,640,0,0,0
,103,私立,技專校院,1055,中華醫事科技大學,臺南市,自有,2240,582,1658,0,0,0
,103,私立,技專校院,1056,東南科技大學,新北市,自有,770,430,340,0,0,0
,103,私立,技專校院,1057,德明財經科技大學,臺北市,自有,600,108,492,137,47,90
,103,私立,技專校院,1060,南開科技大學,南投縣,自有,880,576,304,0,0,0
,103,私立,技專校院,1061,中華科技大學,臺北市,自有,502,332,170,0,0,0
,103,私立,技專校院,1061,中華科技大學,新竹縣,自有,320,179,141,0,0,0
,103,私立,技專校院,1062,僑光科技大學,臺中市,自有,869,221,648,0,0,0
,103,私立,技專校院,1063,育達科技大學,苗栗縣,自有,1657,669,988,0,0,0
,103,私立,技專校院,1064,美和科技大學,屏東縣,自有,837,186,651,0,0,0
,103,私立,技專校院,1065,吳鳳科技大學,嘉義縣,自有,1288,880,408,0,0,0
,103,私立,技專校院,1066,環球科技大學,雲林縣,自有,1212,496,716,0,0,0
,103,私立,技專校院,1068,中州科技大學,彰化縣,自有,966,566,400,0,0,0
,103,私立,技專校院,1069,修平科技大學,臺中市,自有,1346,828,518,0,0,0
,103,私立,技專校院,1070,長庚科技大學,嘉義縣,自有,2020,212,1808,0,0,0
,103,私立,技專校院,1070,長庚科技大學,桃園縣,自有,5255,338,4917,0,0,0
,103,私立,技專校院,1071,臺北城市科技大學,臺北市,自有,625,323,302,0,0,0
,103,私立,技專校院,1072,大華科技大學,新竹縣,自有,632,426,206,0,0,0
,103,私立,技專校院,1073,醒吾科技大學,新北市,自有,447,165,282,0,0,0
,103,私立,技專校院,1074,南榮科技大學,臺南市,自有,780,374,406,0,0,0
,103,私立,技專校院,1075,文藻外語大學,高雄市,自有,736,86,650,0,0,0
,103,私立,技專校院,1076,華夏科技大學,新北市,自有,15,15,0,15,0,15
,103,私立,技專校院,1148,大漢技術學院,花蓮縣,自有,344,222,122,0,0,0
,103,私立,技專校院,1150,慈濟技術學院,花蓮縣,自有,2332,440,1892,0,0,0
,103,私立,技專校院,1159,和春技術學院,高雄市,自有,924,462,462,0,0,0
,103,私立,技專校院,1164,致理技術學院,新北市,自有,590,120,470,0,0,0
,103,私立,技專校院,1166,亞東技術學院,新北市,自有,24,12,12,0,0,0
,103,私立,技專校院,1168,桃園創新技術學院,桃園縣,自有,553,201,352,0,0,0
,103,私立,技專校院,1179,德霖技術學院,新北市,自有,396,232,164,0,0,0
,103,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,自有,739,417,322,0,0,0
,103,私立,技專校院,1183,黎明技術學院,新北市,自有,238,110,128,0,0,0
,103,私立,技專校院,1184,東方設計學院,高雄市,自有,595,232,363,0,0,0
,103,私立,技專校院,1185,經國管理暨健康學院,基隆市,自有,592,84,508,0,0,0
,103,私立,技專校院,1187,崇右技術學院,基隆市,自有,353,94,259,0,0,0
,103,私立,技專校院,1188,大同技術學院,嘉義市,自有,392,88,304,0,0,0
,103,私立,技專校院,1188,大同技術學院,嘉義縣,自有,459,259,200,0,0,0
,103,私立,技專校院,1189,亞太創意技術學院,苗栗縣,自有,1445,717,728,0,0,0
,103,私立,技專校院,1192,臺灣觀光學院,花蓮縣,自有,835,377,458,0,0,0
,103,私立,技專校院,1197,台北海洋技術學院,新北市,自有,789,372,417,0,0,0
,103,私立,技專校院,1197,台北海洋技術學院,臺北市,自有,278,198,80,0,0,0
,103,私立,技專校院,1281,康寧醫護暨管理專科學校,臺北市,自有,915,64,851,0,0,0
,103,私立,技專校院,1282,馬偕醫護管理專科學校,臺北市,自有,712,48,664,0,0,0
,103,私立,技專校院,1282,馬偕醫護管理專科學校,新北市,自有,1148,96,1052,0,0,0
,103,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,自有,2017,311,1706,0,0,0
,103,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,自有,1292,319,973,0,0,0
,103,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,自有,590,0,590,394,156,238
,103,私立,技專校院,1286,耕莘健康管理專科學校,新北市,自有,980,18,962,0,0,0
,103,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,自有,1920,240,1680,0,0,0
,103,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,自有,1109,102,1007,0,0,0
,103,私立,技專校院,1288,高美醫護管理專科學校,高雄市,自有,227,28,199,0,0,0
,103,私立,技專校院,1289,育英醫護管理專科學校,高雄市,自有,240,16,224,0,0,0
,103,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義縣,自有,709,59,650,0,0,0
,103,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義市,自有,300,66,234,0,0,0
,103,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,自有,1016,80,936,0,0,0
,103,私立,技專校院,1292,新生醫護管理專科學校,桃園縣,自有,1450,66,1384,0,0,0
,104,公立,一般大學,1,國立政治大學,臺北市,自用,6698,2419,4279,0,0,0
,104,公立,一般大學,2,國立清華大學,新竹市,自用,6691,3955,2736,0,0,0
,104,公立,一般大學,3,國立臺灣大學,臺北市,自用,8640,4965,3675,0,0,0
,104,公立,一般大學,3,國立臺灣大學,臺北市,BOT,3507,1813,1694,0,0,0
,104,公立,一般大學,4,國立臺灣師範大學,臺北市,自用,4701,1791,2910,0,0,0
,104,公立,一般大學,5,國立成功大學,臺南市,自用,6535,4082,2453,0,0,0
,104,公立,一般大學,5,國立成功大學,臺南市,BOT,648,337,311,0,0,0
,104,公立,一般大學,6,國立中興大學,臺中市,自用,3273,2013,1260,0,0,0
,104,公立,一般大學,7,國立交通大學,新竹市,自用,7613,5192,2421,0,0,0
,104,公立,一般大學,8,國立中央大學,桃園市,自用,6261,3998,2263,0,0,0
,104,公立,一般大學,9,國立中山大學,高雄市,自用,4158,2454,1704,0,0,0
,104,公立,一般大學,12,國立臺灣海洋大學,基隆市,自用,2881,1939,942,0,0,0
,104,公立,一般大學,13,國立中正大學,嘉義縣,自用,3735,2029,1706,0,0,0
,104,公立,一般大學,14,國立高雄師範大學,高雄市,自用,3550,1698,1852,0,0,0
,104,公立,一般大學,15,國立彰化師範大學,彰化縣,自用,2563,1176,1387,0,0,0
,104,公立,一般大學,16,國立陽明大學,臺北市,自用,1661,866,795,0,0,0
,104,公立,一般大學,17,國立臺北大學,臺北市,自用,587,208,379,0,0,0
,104,公立,一般大學,17,國立臺北大學,新北市,自用,1060,432,628,0,0,0
,104,公立,一般大學,18,國立嘉義大學,嘉義市,自用,2950,1456,1494,0,0,0
,104,公立,一般大學,18,國立嘉義大學,嘉義縣,自用,1283,409,874,0,0,0
,104,公立,一般大學,19,國立高雄大學,高雄市,自用,1050,686,364,0,0,0
,104,公立,一般大學,20,國立東華大學,花蓮縣,自用,6232,2936,3296,0,0,0
,104,公立,一般大學,21,國立暨南國際大學,南投縣,自用,2840,1386,1454,0,0,0
,104,公立,一般大學,28,國立臺北藝術大學,臺北市,自用,1140,377,763,0,0,0
,104,公立,一般大學,29,國立臺灣藝術大學,新北市,自用,840,208,632,0,0,0
,104,公立,一般大學,30,國立臺東大學,臺東縣,自用,2300,1061,1239,0,0,0
,104,公立,一般大學,31,國立宜蘭大學,宜蘭縣,自用,1524,788,736,0,0,0
,104,公立,一般大學,32,國立聯合大學,苗栗縣,自用,2834,1331,1503,0,0,0
,104,公立,一般大學,35,國立臺南藝術大學,臺南市,自用,1229,382,847,0,0,0
,104,公立,一般大學,36,國立臺南大學,臺南市,自用,1462,514,948,0,0,0
,104,公立,一般大學,37,國立臺北教育大學,臺北市,自用,1370,432,938,0,0,0
,104,公立,一般大學,38,國立新竹教育大學,新竹市,自用,1485,422,1063,0,0,0
,104,公立,一般大學,39,國立臺中教育大學,臺中市,自用,2010,617,1393,0,0,0
,104,公立,一般大學,44,國立體育大學,桃園市,自用,1224,726,498,0,0,0
,104,公立,一般大學,48,國立金門大學,金門縣,自用,1095,532,563,94,46,48
,104,公立,一般大學,49,國立臺灣體育運動大學,臺中市,自用,798,507,291,0,0,0
,104,公立,一般大學,52,國立屏東大學,屏東縣,自用,3990,1216,2774,0,0,0
,104,公立,一般大學,3002,臺北市立大學,臺北市,自用,1700,672,1028,0,0,0
,104,公立,技專校院,22,國立臺灣科技大學,臺北市,自用,2710,1870,840,0,0,0
,104,公立,技專校院,23,國立雲林科技大學,雲林縣,自用,2669,1303,1366,0,0,0
,104,公立,技專校院,24,國立屏東科技大學,屏東縣,自用,3188,1552,1636,0,0,0
,104,公立,技專校院,25,國立臺北科技大學,臺北市,自用,1584,1145,439,304,304,0
,104,公立,技專校院,25,國立臺北科技大學,新北市,自用,0,0,0,84,84,0
,104,公立,技專校院,26,國立高雄第一科技大學,高雄市,自用,1722,806,916,0,0,0
,104,公立,技專校院,27,國立高雄應用科技大學,高雄市,自用,1272,544,728,0,0,0
,104,公立,技專校院,33,國立虎尾科技大學,雲林縣,自用,1877,1298,579,0,0,0
,104,公立,技專校院,34,國立高雄海洋科技大學,高雄市,自用,1847,1010,837,0,0,0
,104,公立,技專校院,42,國立澎湖科技大學,澎湖縣,自用,720,410,310,0,0,0
,104,公立,技專校院,43,國立勤益科技大學,臺中市,自用,816,408,408,0,0,0
,104,公立,技專校院,46,國立臺北護理健康大學,臺北市,自用,1356,176,1180,0,0,0
,104,公立,技專校院,47,國立高雄餐旅大學,高雄市,自用,1358,400,958,0,0,0
,104,公立,技專校院,50,國立臺中科技大學,臺中市,自用,1416,220,1196,0,0,0
,104,公立,技專校院,51,國立臺北商業大學,臺北市,自用,0,0,0,0,0,0
,104,公立,技專校院,51,國立臺北商業大學,桃園市,自用,590,120,470,0,0,0
,104,公立,技專校院,144,國立臺灣戲曲學院,臺北市,自用,245,96,149,0,0,0
,104,公立,技專校院,221,國立臺南護理專科學校,臺南市,自用,504,24,480,0,0,0
,104,公立,技專校院,222,國立臺東專科學校,臺東縣,自用,594,338,256,0,0,0
,104,私立,一般大學,1001,東海大學,臺中市,自用,5200,2092,3108,0,0,0
,104,私立,一般大學,1002,輔仁大學,新北市,自用,3515,1243,2272,0,0,0
,104,私立,一般大學,1003,東吳大學,臺北市,自用,1117,414,703,692,236,456
,104,私立,一般大學,1004,中原大學,桃園市,自用,3810,2116,1694,422,245,177
,104,私立,一般大學,1005,淡江大學,宜蘭縣,自用,848,370,478,0,0,0
,104,私立,一般大學,1005,淡江大學,新北市,自用,2049,27,2022,988,658,330
,104,私立,一般大學,1006,中國文化大學,臺北市,自用,4235,1650,2585,420,168,252
,104,私立,一般大學,1007,逢甲大學,臺中市,自用,2523,891,1632,2302,2034,268
,104,私立,一般大學,1008,靜宜大學,臺中市,自用,3038,787,2251,396,396,0
,104,私立,一般大學,1009,長庚大學,桃園市,自用,6336,3467,2869,0,0,0
