學年度,設立別,學校類別,學校統計處代碼,學校名稱,課程資訊公開網址,採購案件公告網址,校務暨財務公開專區
110,私立,技專校院,1078,致理學校財團法人致理科技大學,http://coursequery.chihlee.edu.tw/CourseQuery/,https://ga100.chihlee.edu.tw/,https://financialreport.chihlee.edu.tw/
110,私立,一般大學,1079,康寧學校財團法人康寧大學,http://web2.ukn.edu.tw/academic/schedule/queryschedule.asp,https://ga.ukn.edu.tw/bin/home.php,https://web.ukn.edu.tw/files/11-1000-1925.php?Lang=zh-tw
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,http://academicaffairs.hdut.edu.tw/var/file/2/1002/img/16/168753690.html,http://generalaffairs.hdut.edu.tw/files/11-1019-483.php,http://accounting.hdut.edu.tw/p/412-1006-207.php
110,私立,技專校院,1081,東方學校財團法人東方設計大學,http://www.tf.edu.tw/tw/administrative-services/on-line-services/school-administration-system.html,http://www2.tf.edu.tw/purchaseboard/purchaseboard.asp,http://www.tf.edu.tw/tw/administrative-services/notice-information/area-public-school-financial-information/102-school-annual-report.html
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,"http://aao.cufa.edu.tw/p/406-1013-1720,r95.php?Lang=zh-tw",http://gad.cufa.edu.tw/p/426-1015-4.php?Lang=zh-tw,"http://drd.cufa.edu.tw/p/406-1016-1752,r98.php?Lang=zh-tw"
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,http://140.129.253.29/personal/CrsQuery/CourseQry4.aspx,https://gnrala.tumt.edu.tw/bin/home.php,https://stry.tumt.edu.tw/files/11-1017-3496.php?Lang=zh-tw
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,https://portal.aeust.edu.tw/?sid=CosQuery&mode=Query,https://bid.aeust.edu.tw/,https://finance-info.aeust.edu.tw/
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,http://info.ctbc.edu.tw/files/11-1027-1985.php,http://ga.ctbc.edu.tw/bin/home.php,http://info.ctbc.edu.tw/files/11-1027-1453.php
110,私立,技專校院,1148,大漢技術學院,http://e-sel.dahan.edu.tw/oty_courseAll/qallcourse.php,https://rpage.dahan.edu.tw/p/403-1000-21-1.php?Lang=zh-tw,http://happygo.dahan.edu.tw/~info/
110,私立,技專校院,1159,和春技術學院,http://my.fotech.edu.tw/conference/student_web/course/classList_open.asp,http://admin.fotech.edu.tw/files/11-1001-1867.php?Lang=zh-tw,http://moemoney.fotech.edu.tw/files/11-1002-146.php?Lang=zh-tw
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,http://www.nanya.edu.tw/guest.aspx,http://web.nanya.edu.tw/gaof/gapg01-3.asp,http://web.nanya.edu.tw/TFIP/
110,私立,技專校院,1182,蘭陽技術學院,http://www2.fit.edu.tw/department/module?did=8&dmid=86,http://campus.fit.edu.tw:81/goffice/bcpub.asp,http://campus.fit.edu.tw//fin/index.html
110,私立,技專校院,1183,黎明技術學院,http://message.lit.edu.tw/files/13-1025-1332.php,"http://oga.lit.edu.tw/files/14-1014-26917,r102-1.php?Lang=zh-tw",http://message.lit.edu.tw/files/13-1025-1332.php
110,私立,技專校院,1185,經國管理暨健康學院,http://ap4.cku.edu.tw/alltop/module/A4/A4936_CusOutlineRep.php,http://203.64.137.91/,http://www.cku.edu.tw/files/13-1000-408.php?Lang=zh-tw
110,私立,技專校院,1188,大同技術學院,http://aa.ttc.edu.tw/files/11-1002-649.php?Lang=zh-tw,http://oga.ttc.edu.tw/ezfiles/6/1006/img/97/t90_1.htm,http://public.ttc.edu.tw/bin/home.php
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,http://portal.mmc.edu.tw/VC2/global_cos.aspx,http://www.general.mmc.edu.tw/Tender.asp,https://www.mmc.edu.tw/financial.asp
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,https://ecampus.dila.edu.tw/ddb/,http://ms.dila.edu.tw/?page_id=17,https://dir.dila.edu.tw/
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,https://web.mkc.edu.tw/Site/aca?Sn=UsqnRrS9AKeEMujYfBUiPV8%2bLpVlOJGO%2b2jnDIcAPVI%3d&%E8%AA%B2%E8%A1%A8,https://web.mkc.edu.tw/Site/ga/,https://info.mkc.edu.tw/
110,私立,技專校院,1283,仁德醫護管理專科學校,http://ep2.jente.edu.tw/learningmap/intakesinfo.aspx,http://oga.jente.edu.tw/index.php/2015-07-15-07-10-2/2015-07-27-03-35-51/2015-07-27-03-39-08,http://information3.jente.edu.tw/
110,私立,技專校院,1284,樹人醫護管理專科學校,https://www.szmc.edu.tw/Academic/html/index/class/ca_new.html,https://www.szmc.edu.tw/General/html/index2/%E6%A8%99%E6%A1%88/c1-4.htm,https://www.szmc.edu.tw/DeptACC/new_DeptACC/FinanceInformation/index.html
110,私立,技專校院,1285,慈惠醫護管理專科學校,http://163.24.235.235/SC2008/Main4ST.asp?ScrX=1920&ScrY=1080&RUN=,http://163.24.235.91/tzuhui/main.php?mod=custom_page&site_id=18&page_id=52,http://www.tzuhui.edu.tw/SchoolAffairFinance/
110,私立,技專校院,1286,耕莘健康管理專科學校,http://opendata.ctcn.edu.tw/p4_06.html,http://163.21.98.14:8081/,http://opendata.ctcn.edu.tw
110,私立,技專校院,1287,敏惠醫護管理專科學校,http://b003.mhchcm.edu.tw/files/11-1003-222.php?Lang=zh-tw,http://web.pcc.gov.tw/pishtml/pisindex.html,"http://b025.mhchcm.edu.tw/files/15-1025-221,c84-1.php?Lang=zh-tw"
110,私立,技專校院,1289,育英醫護管理專科學校,http://www.yuhing.edu.tw/ischool/publish_page/11/?cid=164,http://163.15.186.9/purchase/main.html,http://www.yuhing.edu.tw/ischool/publish_page/35/?cid=593
110,私立,技專校院,1291,聖母醫護管理專科學校,http://sites.google.com/smc.edu.tw/info/%E5%85%B6%E4%BB%96%E9%87%8D%E8%A6%81%E8%B3%87%E8%A8%8A/%E9%96%8B%E8%AA%B2%E8%88%87%E5%B8%AB%E8%B3%87%E8%B3%87%E8%A8%8A?authuser=0,http://www.smc.edu.tw/web/general/,http://sites.google.com/smc.edu.tw/info/%E9%A6%96%E9%A0%81?authuser=0
110,私立,技專校院,1292,新生醫護管理專科學校,https://is.hsc.edu.tw/hsvs_all/eachOnline.asp?Type=aa&unitName=%B1%D0%B0%C8,https://web.pcc.gov.tw/pishtml/pisindex.html,https://www.web.hsc.edu.tw/files/13-1000-32883.php
110,私立,技專校院,1293,崇仁醫護管理專科學校,https://coursemap.cjc.edu.tw/coursemap,https://web.pcc.gov.tw/pishtml/pisindex.html,http://140.130.190.242/secretary.php?id=2797
110,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,https://alumnus.tbts.edu.tw/info/class.htm,https://alumnus.tbts.edu.tw/info/purchase.htm,https://alumnus.tbts.edu.tw/info/
110,私立,宗教研修學院,1R03,臺北基督學院,http://cct.edu.tw/SF/sf.html#c406,http://cct.edu.tw/Administration/gao/gao.html,http://cct.edu.tw/SF/sf.html
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,https://www.iktc.edu.tw/index.php/學術單位/一貫道學系/課程資訊/課程表,https://www.iktc.edu.tw/index.php/行政單位/總務處/採購公告,https://www.iktc.edu.tw/index.php/校務資訊公開專區
110,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,https://www.tgst.edu.tw/p/412-1001-574.php,https://www.tgst.edu.tw/var/file/1/1001/img/77/841891017.pdf,https://www.tgst.edu.tw/p/404-1001-4328.php?Lang=zh-tw
110,私立,宗教研修學院,1R06,一貫道崇德學院,https://www.iktcds.edu.tw/Chong-De-School/Office-Academic-Affairs.htm,https://www.iktcds.edu.tw/Chong-De-School/index.htm,https://www.iktcds.edu.tw/Chong-De-School/info-open-school.htm
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,http://www.ttcs.edu.tw/index.php/2019-04-18-07-02-15/2019-05-24-08-43-13,http://www.ttcs.edu.tw/index.php,http://www.ttcs.edu.tw/index.php
110,私立,宗教研修學院,1R08,中華福音神學研究學院,https://portal.ces.edu.tw/ASIS/B2KPortal/Default.aspx,https://www.ces.edu.tw/,https://www.ces.edu.tw/
110,私立,宗教研修學院,1R09,唯心聖教學院,http://www.wxc.org.tw/academics,http://www.wxc.org.tw/news?type=5,http://www.wxc.org.tw/news?type=5
110,公立,一般大學,3002,臺北市立大學,http://shcourse.utaipei.edu.tw/utaipei/ag_pro/ag304_index.jsp,http://web.pcc.gov.tw/pishtml/pisindex.html,https://finance.utaipei.edu.tw/
