學年度,設立別,學校類別,學校統計處代碼,學校名稱,負債金額,總資產金額,負債占總資產比率(%)
109,私立,技專校院,1030,龍華科技大學,289762,5235462,5.53
109,私立,技專校院,1031,輔英科技大學,196366,4358218,4.51
109,私立,技專校院,1032,明新學校財團法人明新科技大學,396217,3596552,11.02
109,私立,一般大學,1033,長榮大學,152006,4116641,3.69
109,私立,技專校院,1034,弘光科技大學,403145,3530884,11.42
109,私立,一般大學,1035,中國醫藥大學,1848713,38044857,4.86
109,私立,技專校院,1036,健行學校財團法人健行科技大學,151604,4743360,3.20
109,私立,技專校院,1037,正修學校財團法人正修科技大學,267104,5203103,5.13
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,199218,3483745,5.72
109,私立,一般大學,1039,玄奘大學,94122,2830011,3.33
109,私立,技專校院,1040,建國科技大學,351302,2392888,14.68
109,私立,技專校院,1041,明志科技大學,421855,44432621,0.95
109,私立,技專校院,1042,高苑科技大學,79507,2483751,3.20
109,私立,技專校院,1043,大仁科技大學,108989,1841262,5.92
109,私立,技專校院,1044,聖約翰科技大學,67699,1793925,3.77
109,私立,技專校院,1045,嶺東科技大學,386192,5209691,7.41
109,私立,技專校院,1046,中國科技大學,300870,5824927,5.17
109,私立,技專校院,1047,中臺科技大學,125781,3367303,3.74
109,私立,一般大學,1048,亞洲大學,403886,7496940,5.39
109,私立,一般大學,1049,開南大學,100692,3026364,3.33
109,私立,一般大學,1050,佛光大學,285050,4266290,6.68
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,233460,6679729,3.50
109,私立,技專校院,1052,遠東科技大學,112725,1712726,6.58
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,113376,2959913,3.83
109,私立,技專校院,1054,景文科技大學,148701,2717353,5.47
109,私立,技專校院,1055,中華醫事科技大學,147995,2858353,5.18
109,私立,技專校院,1056,東南科技大學,100101,2048577,4.89
109,私立,技專校院,1057,德明財經科技大學,123319,4978126,2.48
109,私立,一般大學,1058,明道學校財團法人明道大學,295698,1948823,15.17
109,私立,技專校院,1060,南開科技大學,82632,1732884,4.77
109,私立,技專校院,1061,中華學校財團法人中華科技大學,91275,1960787,4.66
109,私立,技專校院,1062,僑光科技大學,110762,4925655,2.25
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,61973,2368868,2.62
109,私立,技專校院,1064,美和學校財團法人美和科技大學,97492,1730189,5.63
109,私立,技專校院,1065,吳鳳科技大學,98343,2548333,3.86
109,私立,技專校院,1066,環球學校財團法人環球科技大學,274810,1869262,14.70
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,24543,1947321,1.26
109,私立,技專校院,1068,中州學校財團法人中州科技大學,87081,1230734,7.08
109,私立,技專校院,1069,修平學校財團法人修平科技大學,116065,1663015,6.98
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,234403,28176808,0.83
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,760963,5787110,13.15
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,25651,1399373,1.83
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,75720,1964444,3.85
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,197251,2963848,6.66
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,140327,1454308,9.65
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,104259,2280904,4.57
109,私立,技專校院,1078,致理學校財團法人致理科技大學,228703,3228968,7.08
109,私立,一般大學,1079,康寧學校財團法人康寧大學,45171,3480097,1.30
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,97057,3905001,2.49
109,私立,技專校院,1081,東方學校財團法人東方設計大學,86604,1116112,7.76
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,24776,749844,3.30
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,155065,2329292,6.66
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,47296,1112063,4.25
109,私立,技專校院,1148,大漢技術學院,23205,1156307,2.01
109,私立,技專校院,1159,和春技術學院,20520,1570465,1.31
109,私立,技專校院,1166,亞東技術學院,111251,17853241,0.62
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,47941,1501186,3.19
109,私立,技專校院,1182,蘭陽技術學院,20924,864104,2.42
109,私立,技專校院,1183,黎明技術學院,73706,1050156,7.02
109,私立,技專校院,1185,經國管理暨健康學院,125759,1327947,9.47
109,私立,技專校院,1188,大同技術學院,20889,747735,2.79
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,101619,5452006,1.86
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,29958,973428,3.08
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,241219,3012212,8.01
109,私立,技專校院,1283,仁德醫護管理專科學校,74962,1903402,3.94
109,私立,技專校院,1284,樹人醫護管理專科學校,124071,2308932,5.37
109,私立,技專校院,1285,慈惠醫護管理專科學校,56046,1351112,4.15
109,私立,技專校院,1286,耕莘健康管理專科學校,320765,2190923,14.64
109,私立,技專校院,1287,敏惠醫護管理專科學校,88353,926394,9.54
109,私立,技專校院,1289,育英醫護管理專科學校,36567,700346,5.22
109,私立,技專校院,1290,崇仁醫護管理專科學校,47370,1602856,2.96
109,私立,技專校院,1291,聖母醫護管理專科學校,52676,1049591,5.02
109,私立,技專校院,1292,新生醫護管理專科學校,143097,1752616,8.16
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,1204,1902352,0.06
109,私立,宗教研修學院,1R03,臺北基督學院,5490,92695,5.92
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,5094,70709,7.20
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,3443,203103,1.70
109,私立,宗教研修學院,1R06,一貫道崇德學院,837,478294,0.17
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,767,53797,1.43
109,私立,宗教研修學院,1R08,中華福音神學研究學院,1164,1017407,0.11
109,私立,宗教研修學院,1R09,唯心聖教學院,465,78822,0.59
