學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),性別,申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素 
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),男,51,51,0,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),女,6,6,0,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系,學士班(日間),男,9,3,0,0,0,0,6,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系,學士班(日間),女,4,0,1,0,0,0,3,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),男,17,17,0,0,0,0,0,0,0
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),女,8,8,0,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),男,10,4,1,2,3,0,0,0,0
110,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),女,13,8,3,1,1,0,0,0,0
110,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),男,81,61,13,1,0,0,0,5,1
110,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),女,7,5,1,0,0,0,0,1,0
110,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),男,18,17,1,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),女,24,18,5,1,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,學士班(日間),男,11,8,3,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,學士班(日間),女,10,6,2,0,0,0,0,2,0
110,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),男,12,9,2,1,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),女,16,11,4,0,0,0,0,1,0
110,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,學士班(日間),男,20,17,2,0,1,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,學士班(日間),女,31,25,4,0,0,0,0,2,0
110,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,學士班(日間),男,3,1,0,0,1,0,0,1,0
110,私立,一般大學,1006,中國文化大學,02152009,舞蹈學系,學士班(日間),女,12,2,1,2,0,0,0,7,0
110,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),男,27,16,11,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),女,40,22,16,0,0,0,0,2,0
110,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),男,31,25,4,1,0,0,0,1,0
110,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),女,6,4,1,1,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02231081,哲學系,學士班(日間),男,34,25,7,1,1,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02231081,哲學系,學士班(日間),女,6,4,1,0,1,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,學士班(日間),男,7,4,2,0,0,0,1,0,0
110,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,學士班(日間),女,14,5,8,0,1,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,學士班(日間),男,6,6,0,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,學士班(日間),女,23,19,4,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),男,28,21,7,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),女,56,27,28,0,0,0,0,1,0
110,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),男,23,14,6,0,1,0,1,1,0
110,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),女,40,18,18,1,0,0,3,0,0
110,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,學士班(日間),男,10,4,6,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,學士班(日間),女,26,13,8,0,1,0,0,2,2
110,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),男,10,8,0,1,0,0,1,0,0
110,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),女,42,17,13,4,0,0,6,2,0
110,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),男,53,39,11,1,1,0,0,1,0
110,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),女,67,36,19,6,1,0,2,3,0
110,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),男,34,20,13,1,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),女,7,2,5,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03121061,政治學系,學士班(日間),男,18,9,6,2,1,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03121061,政治學系,學士班(日間),女,12,9,2,1,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),男,15,11,3,1,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),女,14,3,8,1,1,0,1,0,0
110,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),男,23,9,1,1,0,0,0,12,0
110,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),女,8,2,2,1,0,0,0,3,0
110,私立,一般大學,1006,中國文化大學,03199051,勞動暨人力資源學系,學士班(日間),男,12,11,0,0,1,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03199051,勞動暨人力資源學系,學士班(日間),女,18,9,9,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),男,38,28,10,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),女,41,23,18,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),男,13,8,5,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),女,28,15,9,0,4,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,學士班(日間),男,34,25,9,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,學士班(日間),女,13,4,9,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),男,23,18,4,0,0,0,0,1,0
110,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),女,7,7,0,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),男,31,24,7,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),女,13,5,8,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),男,54,34,18,0,1,0,0,0,1
110,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),女,33,12,15,3,1,0,1,0,1
110,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),男,22,17,5,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),女,24,9,12,2,0,0,1,0,0
110,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),男,30,19,11,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),女,37,20,13,4,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),男,23,20,3,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),女,32,18,14,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),男,11,7,4,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),女,11,8,3,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,04212020,法律學系,學士班(日間),男,74,55,17,1,0,0,0,1,0
110,私立,一般大學,1006,中國文化大學,04212020,法律學系,學士班(日間),女,52,37,13,2,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,05111091,生命科學系,學士班(日間),男,22,11,4,0,0,0,0,7,0
110,私立,一般大學,1006,中國文化大學,05111091,生命科學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,05191057,保健營養學系,學士班(日間),男,8,6,2,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,05191057,保健營養學系,學士班(日間),女,13,11,1,0,0,0,0,1,0
110,私立,一般大學,1006,中國文化大學,05311026,化學系,學士班(日間),男,18,7,3,0,0,0,0,8,0
110,私立,一般大學,1006,中國文化大學,05311026,化學系,學士班(日間),女,6,1,1,0,0,0,0,4,0
110,私立,一般大學,1006,中國文化大學,05321083,土地資源學系,學士班(日間),男,20,16,4,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,05321083,土地資源學系,學士班(日間),女,6,3,3,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,05321112,地質學系,學士班(日間),男,10,5,4,0,0,0,0,1,0
110,私立,一般大學,1006,中國文化大學,05321112,地質學系,學士班(日間),女,2,0,2,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,05322097,大氣科學系,學士班(日間),男,17,10,2,0,0,0,0,5,0
110,私立,一般大學,1006,中國文化大學,05322097,大氣科學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,05331115,光電物理學系,學士班(日間),男,22,13,3,0,0,0,0,6,0
110,私立,一般大學,1006,中國文化大學,05331115,光電物理學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,05411114,應用數學系,學士班(日間),男,36,21,8,0,1,0,0,6,0
110,私立,一般大學,1006,中國文化大學,05411114,應用數學系,學士班(日間),女,11,5,4,0,0,0,0,2,0
110,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),男,40,33,6,0,0,0,0,1,0
110,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(日間),男,49,38,9,0,0,0,0,1,1
110,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(日間),女,9,7,1,1,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07111028,化學工程與材料工程學系,學士班(日間),男,27,25,2,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07111028,化學工程與材料工程學系,學士班(日間),女,4,2,1,1,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07141085,電機工程學系,學士班(日間),男,30,24,6,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07141085,電機工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07151107,機械工程學系,學士班(日間),男,40,36,4,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07192108,紡織工程學系,學士班(日間),男,14,14,0,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07192108,紡織工程學系,學士班(日間),女,7,5,2,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,學士班(日間),男,10,5,4,0,1,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,學士班(日間),女,14,10,4,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),男,16,14,1,1,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),女,15,11,4,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07313118,都市計劃與開發管理學系,學士班(日間),男,12,11,1,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,07313118,都市計劃與開發管理學系,學士班(日間),女,2,1,0,0,0,0,0,1,0
110,私立,一般大學,1006,中國文化大學,08112116,動物科學系,學士班(日間),男,23,17,4,0,0,0,0,2,0
110,私立,一般大學,1006,中國文化大學,08112116,動物科學系,學士班(日間),女,11,7,1,0,0,0,0,3,0
110,私立,一般大學,1006,中國文化大學,08121106,園藝暨生物技術學系,學士班(日間),男,17,11,3,1,1,0,0,1,0
110,私立,一般大學,1006,中國文化大學,08121106,園藝暨生物技術學系,學士班(日間),女,6,5,1,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,08211054,森林暨自然保育學系,學士班(日間),男,25,16,6,0,1,0,0,1,1
110,私立,一般大學,1006,中國文化大學,08211054,森林暨自然保育學系,學士班(日間),女,5,2,3,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,09299082,社會福利學系,學士班(日間),男,18,14,4,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,09299082,社會福利學系,學士班(日間),女,20,11,5,1,2,0,0,1,0
110,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),男,21,13,8,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,10111090,生活應用科學系,學士班(日間),女,19,11,5,1,1,0,0,1,0
110,私立,一般大學,1006,中國文化大學,10141002,技擊運動暨國術學系,學士班(日間),男,24,19,5,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,10141002,技擊運動暨國術學系,學士班(日間),女,4,4,0,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),男,34,20,9,2,1,0,0,1,1
110,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),女,16,8,8,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),男,25,20,5,0,0,0,0,0,0
110,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),女,25,22,2,0,0,0,1,0,0
110,私立,一般大學,1007,逢甲大學,02122006,創新設計學士學位學程,學士班(日間),男,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,02122006,創新設計學士學位學程,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),男,9,8,1,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),女,5,3,1,0,0,0,1,0,0
110,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),男,14,14,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),女,5,5,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),男,9,9,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),女,4,4,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),男,6,6,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),男,20,16,4,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),女,13,9,4,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),男,10,10,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),女,7,1,6,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),男,3,3,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04122032,財稅學系,學士班(日間),男,8,8,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04122032,財稅學系,學士班(日間),女,6,6,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,學士班(日間),男,8,8,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),男,14,14,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),女,6,5,1,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),男,8,8,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),男,19,14,5,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),女,10,6,3,1,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),男,9,9,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),女,9,8,0,1,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),男,1,0,0,0,0,0,1,0,0
110,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),男,1,0,0,0,0,0,1,0,0
110,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),男,19,19,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),男,13,11,2,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),女,4,4,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),男,76,71,5,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),女,3,2,1,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),男,16,16,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),女,5,5,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,學士班(日間),男,12,12,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,學士班(日間),男,14,14,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07122077,水利工程與資源保育學系,學士班(日間),男,16,16,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,學士班(日間),男,17,17,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,學士班(日間),男,8,8,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,學士班(日間),男,23,23,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07141052,自動控制工程學系,學士班(日間),男,21,21,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07141052,自動控制工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07141095,美國普渡大學電機資訊雙學士學位學程,學士班(日間),男,3,1,0,0,0,0,2,0,0
110,私立,一般大學,1007,逢甲大學,07141101,光電科學與工程學系,學士班(日間),男,15,15,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07141101,光電科學與工程學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),男,24,24,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07151061,機械與電腦輔助工程學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07151062,精密系統設計學士學位學程,學士班(日間),男,5,5,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07151062,精密系統設計學士學位學程,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,學士班(日間),男,18,18,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),男,14,11,3,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07192074,纖維與複合材料學系,學士班(日間),男,19,19,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07192074,纖維與複合材料學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07311007,室內設計學士學位學程,學士班(日間),男,4,4,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07311007,室內設計學士學位學程,學士班(日間),女,5,5,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),男,18,18,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),女,17,17,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),男,10,10,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),男,14,14,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),男,9,9,0,0,0,0,0,0,0
110,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),男,8,6,1,0,0,0,0,1,0
110,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),女,27,9,11,2,0,0,0,5,0
110,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),男,5,3,1,0,0,0,0,1,0
110,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),女,16,7,4,3,0,0,0,2,0
110,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,學士班(日間),男,23,8,5,1,0,0,8,1,0
110,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,學士班(日間),女,34,17,7,0,0,0,9,1,0
110,私立,一般大學,1008,靜宜大學,02311007,寰宇外語教育學士學位學程,學士班(日間),男,3,2,0,1,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,02311007,寰宇外語教育學士學位學程,學士班(日間),女,6,3,0,0,0,0,1,2,0
110,私立,一般大學,1008,靜宜大學,02321002,台灣文學系,學士班(日間),男,13,9,2,2,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,02321002,台灣文學系,學士班(日間),女,8,6,0,1,0,0,0,1,0
110,私立,一般大學,1008,靜宜大學,02322003,中國文學系,學士班(日間),男,13,12,1,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,02322003,中國文學系,學士班(日間),女,13,9,1,2,0,0,0,1,0
110,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),男,9,6,3,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),女,13,7,5,0,0,0,0,1,0
110,私立,一般大學,1008,靜宜大學,04111011,會計學系,學士班(日間),男,13,6,6,0,0,0,0,1,0
110,私立,一般大學,1008,靜宜大學,04111011,會計學系,學士班(日間),女,8,4,4,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,學士班(日間),男,31,10,19,1,0,0,0,1,0
110,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,學士班(日間),女,16,5,11,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),男,20,14,6,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),女,18,11,6,0,0,0,0,1,0
110,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),男,20,11,9,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),女,9,4,5,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,04191010,寰宇管理學士學位學程,學士班(日間),男,5,2,1,0,0,1,1,0,0
110,私立,一般大學,1008,靜宜大學,04191010,寰宇管理學士學位學程,學士班(日間),女,8,2,4,0,0,0,2,0,0
110,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),男,23,17,6,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),女,31,16,15,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),男,10,9,1,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),女,5,3,2,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,05212021,生態人文學系,學士班(日間),男,8,6,1,0,0,0,0,1,0
110,私立,一般大學,1008,靜宜大學,05212021,生態人文學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,05311023,應用化學系,學士班(日間),男,13,13,0,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,05311023,應用化學系,學士班(日間),女,6,4,2,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,05499036,財務工程學系,學士班(日間),男,19,16,3,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,05499036,財務工程學系,學士班(日間),女,5,3,1,1,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,05499037,資料科學暨大數據分析與應用學系,學士班(日間),男,5,3,2,0,0,0,0,0,0
110,私立,一般大學,1008,靜宜大學,05499037,資料科學暨大數據分析與應用學系,學士班(日間),女,2,1,1,0,0,0,0,0,0
