學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),性別,申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素 
107,公立,技專校院,0053,國立高雄科技大學,04121104,金融系,學士班(日間),女,4,4,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04123054,風險管理與保險系,學士班(日間),男,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04131101,企業管理系,學士班(日間),男,3,2,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04131101,企業管理系,學士班(日間),女,3,1,2,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04132004,供應鏈管理系,學士班(日間),男,3,1,2,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04132004,供應鏈管理系,學士班(日間),女,8,2,6,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04132059,行銷與流通管理系,學士班(日間),男,4,4,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04132059,行銷與流通管理系,學士班(日間),女,5,5,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04132107,運籌管理系,學士班(日間),男,8,8,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04132107,運籌管理系,學士班(日間),女,5,5,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04141023,國際企業系,學士班(日間),男,3,3,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04141023,國際企業系,學士班(日間),女,4,2,2,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,04199048,人力資源發展系,學士班(日間),女,1,0,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,05121010,海洋生物技術系,學士班(日間),男,5,5,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,05121010,海洋生物技術系,學士班(日間),女,3,3,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,06131066,海事資訊科技系,學士班(日間),男,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,06131067,資訊工程系,學士班(日間),男,6,3,3,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,06131100,資訊管理系,學士班(日間),男,40,32,8,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,06131100,資訊管理系,學士班(日間),女,20,17,3,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07111085,化學工程與材料工程系,學士班(日間),男,11,9,2,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07111085,化學工程與材料工程系,學士班(日間),女,3,3,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07121030,海洋環境工程系,學士班(日間),男,7,6,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07121030,海洋環境工程系,學士班(日間),女,4,1,3,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07121086,環境與安全衛生工程系,學士班(日間),男,6,6,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07121086,環境與安全衛生工程系,學士班(日間),女,2,2,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07141018,微電子工程系,學士班(日間),男,8,8,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07141021,電訊工程系,學士班(日間),男,18,18,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07141075,電腦與通訊工程系,學士班(日間),男,13,13,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系,學士班(日間),男,16,15,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系,學士班(日間),女,2,2,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07141105,電機工程系,學士班(日間),男,11,11,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程系,學士班(日間),男,27,26,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程系,學士班(日間),女,3,2,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程系_產學攜手專班,學士班(日間),男,14,13,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程科,五專,男,10,10,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07151072,機械工程系,學士班(日間),男,15,12,3,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07151072,機械工程系,學士班(日間),女,1,0,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程系,學士班(日間),男,24,24,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程系_精密模具產學專班,學士班(日間),男,15,15,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07151078,機械與自動化工程系,學士班(日間),男,16,16,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07151078,機械與自動化工程系_雙軌訓練旗鑑計畫,學士班(日間),男,9,9,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07163029,造船及海洋工程系,學士班(日間),男,25,21,4,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07163029,造船及海洋工程系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07191091,工業工程與管理系,學士班(日間),男,9,8,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07191091,工業工程與管理系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07211039,水產食品科學系,學士班(日間),男,7,5,2,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07211039,水產食品科學系,學士班(日間),女,5,1,4,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07321077,土木工程系,學士班(日間),男,7,7,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07321077,土木工程系,學士班(日間),女,1,0,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07321082,營建工程系,學士班(日間),男,14,14,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,07321082,營建工程系,學士班(日間),女,4,4,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,08311045,漁業生產與管理系,學士班(日間),男,6,6,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,08311045,漁業生產與管理系,學士班(日間),女,9,9,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,08312047,水產養殖系,學士班(日間),男,17,17,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,08312047,水產養殖系,學士班(日間),女,4,4,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10151055,海洋休閒管理系,學士班(日間),男,6,6,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10151055,海洋休閒管理系,學士班(日間),女,3,2,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10151096,觀光管理系,學士班(日間),男,7,6,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10151096,觀光管理系,學士班(日間),女,9,4,5,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10151096,觀光管理系_觀光管理專班,學士班(日間),男,4,4,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10151096,觀光管理系_觀光管理專班,學士班(日間),女,10,7,3,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10412060,航運管理系,學士班(日間),男,6,6,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10412060,航運管理系,學士班(日間),女,10,10,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10414061,航運技術系,學士班(日間),男,25,16,9,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10414061,航運技術系,學士班(日間),女,7,3,4,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10414061,學士後航運技術學士學位學程,學士班(日間),男,1,0,1,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10414065,航海科,五專,男,10,10,0,0,0,0,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,10414065,航海科,五專,女,5,5,0,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,02151001,戲曲音樂學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,02152004,歌仔戲學系,學士班(日間),男,2,2,0,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,02152005,京劇學系,學士班(日間),男,5,5,0,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,02152005,京劇學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,02152006,客家戲學系,學士班(日間),男,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,02152006,客家戲學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,02152007,劇場藝術學系,學士班(日間),男,2,1,0,0,0,0,0,1,0
107,公立,技專校院,0144,國立臺灣戲曲學院,02152007,劇場藝術學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,02152009,民俗技藝學系,學士班(日間),男,13,7,6,0,0,0,0,0,0
107,公立,技專校院,0144,國立臺灣戲曲學院,02152009,民俗技藝學系,學士班(日間),女,5,3,2,0,0,0,0,0,0
107,公立,技專校院,0221,國立臺南護理專科學校,09131001,護理科,五專,男,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0221,國立臺南護理專科學校,09131001,護理科,五專,女,11,10,1,0,0,0,0,0,0
107,公立,技專校院,0221,國立臺南護理專科學校,10121004,化妝品應用科,五專,女,5,5,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,02123002,文化創意設計科,五專,男,3,3,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,02123002,文化創意設計科,五專,女,2,2,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,06131003,資訊管理科,二專(日間),男,3,3,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,06131003,資訊管理科,二專(日間),女,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,07141004,電機工程科,二專(日間),男,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,07141004,電機工程科,五專,男,9,9,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,07161005,動力機械科,二專(日間),男,4,4,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,07211012,食品科技科,五專,男,3,3,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,07211012,食品科技科,五專,女,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,07311007,建築科,二專(日間),男,4,4,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,07311007,建築科,二專(日間),女,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,08121011,園藝暨景觀科,五專,男,2,2,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,08121011,園藝暨景觀科,二專(日間),女,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,08121011,園藝暨景觀科,五專,女,3,3,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,10131014,餐旅管理科,二專(日間),男,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,10131014,餐旅管理科,五專,男,2,2,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,10131014,餐旅管理科,二專(日間),女,1,1,0,0,0,0,0,0,0
107,公立,技專校院,0222,國立臺東專科學校,10131014,餐旅管理科,五專,女,9,9,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,02123011,工業設計學系,學士班(日間),男,13,12,1,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,02123011,工業設計學系,學士班(日間),女,13,9,2,0,1,0,1,0,0
107,私立,一般大學,1001,東海大學,02131002,美術學系,學士班(日間),男,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,02131002,美術學系,學士班(日間),女,5,4,0,0,0,0,0,1,0
107,私立,一般大學,1001,東海大學,02151003,音樂學系,學士班(日間),男,6,5,0,0,0,0,1,0,0
107,私立,一般大學,1001,東海大學,02151003,音樂學系,學士班(日間),女,18,17,0,0,0,0,0,1,0
107,私立,一般大學,1001,東海大學,02221009,歷史學系,學士班(日間),男,13,11,0,2,0,0,0,0,0
107,私立,一般大學,1001,東海大學,02221009,歷史學系,學士班(日間),女,5,3,0,2,0,0,0,0,0
107,私立,一般大學,1001,東海大學,02231010,哲學系,學士班(日間),男,18,8,0,5,5,0,0,0,0
107,私立,一般大學,1001,東海大學,02231010,哲學系,學士班(日間),女,10,3,1,5,1,0,0,0,0
107,私立,一般大學,1001,東海大學,02311005,外國語文學系,學士班(日間),男,5,3,0,0,0,0,1,1,0
107,私立,一般大學,1001,東海大學,02311005,外國語文學系,學士班(日間),女,12,2,1,3,3,0,3,0,0
107,私立,一般大學,1001,東海大學,02311007,日本語言文化學系,學士班(日間),男,7,5,0,0,1,0,1,0,0
107,私立,一般大學,1001,東海大學,02311007,日本語言文化學系,學士班(日間),女,13,9,0,2,2,0,0,0,0
107,私立,一般大學,1001,東海大學,02322004,中國文學系,學士班(日間),男,11,9,0,2,0,0,0,0,0
107,私立,一般大學,1001,東海大學,02322004,中國文學系,學士班(日間),女,23,11,0,9,0,0,0,3,0
107,私立,一般大學,1001,東海大學,03111012,經濟學系,學士班(日間),男,17,16,0,1,0,0,0,0,0
107,私立,一般大學,1001,東海大學,03111012,經濟學系,學士班(日間),女,10,5,2,2,1,0,0,0,0
107,私立,一般大學,1001,東海大學,03121013,政治學系,學士班(日間),男,6,3,1,1,0,0,0,1,0
107,私立,一般大學,1001,東海大學,03121013,政治學系,學士班(日間),女,14,7,1,4,2,0,0,0,0
107,私立,一般大學,1001,東海大學,03141014,社會學系,學士班(日間),男,9,4,1,4,0,0,0,0,0
107,私立,一般大學,1001,東海大學,03141014,社會學系,學士班(日間),女,15,5,1,8,0,0,1,0,0
107,私立,一般大學,1001,東海大學,04111018,會計學系,學士班(日間),男,7,3,4,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,04111018,會計學系,學士班(日間),女,9,4,3,2,0,0,0,0,0
107,私立,一般大學,1001,東海大學,04121024,財務金融學系,學士班(日間),男,4,4,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,04121024,財務金融學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,04131019,企業管理學系,學士班(日間),男,22,18,3,0,1,0,0,0,0
107,私立,一般大學,1001,東海大學,04131019,企業管理學系,學士班(日間),女,13,8,3,1,1,0,0,0,0
107,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,學士班(日間),男,2,0,2,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,04134016,行政管理暨政策學系,學士班(日間),男,3,0,2,1,0,0,0,0,0
107,私立,一般大學,1001,東海大學,04134016,行政管理暨政策學系,學士班(日間),女,3,1,0,1,1,0,0,0,0
107,私立,一般大學,1001,東海大學,04141023,國際經營與貿易學系,學士班(日間),男,8,5,2,0,1,0,0,0,0
107,私立,一般大學,1001,東海大學,04141023,國際經營與貿易學系,學士班(日間),女,13,5,7,0,1,0,0,0,0
107,私立,一般大學,1001,東海大學,04211027,法律學系,學士班(日間),男,12,8,3,1,0,0,0,0,0
107,私立,一般大學,1001,東海大學,04211027,法律學系,學士班(日間),女,4,3,0,0,0,0,1,0,0
107,私立,一般大學,1001,東海大學,05111028,生命科學系,學士班(日間),男,9,9,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,05111028,生命科學系,學士班(日間),女,4,3,1,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,05311030,化學系,學士班(日間),男,11,10,0,0,0,0,0,1,0
107,私立,一般大學,1001,東海大學,05311030,化學系,學士班(日間),女,5,5,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,05331032,應用物理學系,學士班(日間),男,11,9,2,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,05331032,應用物理學系,學士班(日間),女,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,05411034,應用數學系,學士班(日間),男,9,7,0,0,1,0,0,1,0
107,私立,一般大學,1001,東海大學,05411034,應用數學系,學士班(日間),女,6,3,1,1,1,0,0,0,0
107,私立,一般大學,1001,東海大學,05421035,統計學系,學士班(日間),男,8,8,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,05421035,統計學系,學士班(日間),女,6,3,1,1,1,0,0,0,0
107,私立,一般大學,1001,東海大學,06134036,資訊管理學系,學士班(日間),男,9,8,1,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,06134036,資訊管理學系,學士班(日間),女,4,2,1,0,1,0,0,0,0
107,私立,一般大學,1001,東海大學,07111042,化學工程與材料工程學系,學士班(日間),男,20,19,0,0,0,0,0,1,0
107,私立,一般大學,1001,東海大學,07111042,化學工程與材料工程學系,學士班(日間),女,3,1,2,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07121045,環境科學與工程學系,學士班(日間),男,11,9,1,0,1,0,0,0,0
107,私立,一般大學,1001,東海大學,07121045,環境科學與工程學系,學士班(日間),女,3,2,0,1,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07141037,電機工程學系,學士班(日間),男,13,12,1,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07141037,電機工程學系,學士班(日間),女,1,0,1,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07141039,資訊工程學系,學士班(日間),男,20,17,2,1,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07141039,資訊工程學系,學士班(日間),女,7,5,1,0,1,0,0,0,0
107,私立,一般大學,1001,東海大學,07191044,工業工程與經營資訊學系,學士班(日間),男,10,7,2,1,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07191044,工業工程與經營資訊學系,學士班(日間),女,4,4,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07211052,食品科學系,學士班(日間),男,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07211052,食品科學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07311048,建築學系,學士班(日間),男,8,8,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07311048,建築學系,學士班(日間),女,6,5,0,0,1,0,0,0,0
107,私立,一般大學,1001,東海大學,07312049,景觀學系,學士班(日間),男,12,12,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,07312049,景觀學系,學士班(日間),女,9,7,1,0,1,0,0,0,0
107,私立,一般大學,1001,東海大學,08112051,畜產與生物科技學系,學士班(日間),男,10,10,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,08112051,畜產與生物科技學系,學士班(日間),女,4,1,1,1,1,0,0,0,0
107,私立,一般大學,1001,東海大學,09231053,社會工作學系,學士班(日間),男,8,6,1,1,0,0,0,0,0
107,私立,一般大學,1001,東海大學,09231053,社會工作學系,學士班(日間),女,9,7,1,0,0,0,1,0,0
107,私立,一般大學,1001,東海大學,10131054,餐旅管理學系,學士班(日間),男,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,10131054,餐旅管理學系,學士班(日間),女,8,6,0,2,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02122078,應用美術學系,學士班(日間),男,3,3,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02122078,應用美術學系,學士班(日間),女,12,9,0,0,0,0,0,1,2
107,私立,一般大學,1002,輔仁大學,02125082,織品服裝學系,學士班(日間),男,14,10,2,1,0,0,1,0,0
107,私立,一般大學,1002,輔仁大學,02125082,織品服裝學系,學士班(日間),女,48,28,5,0,10,0,1,0,4
107,私立,一般大學,1002,輔仁大學,02151034,音樂學系,學士班(日間),男,6,5,0,0,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02151034,音樂學系,學士班(日間),女,6,5,0,0,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02211006,天主教研修學士學位學程,學士班(日間),男,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02211006,天主教研修學士學位學程,學士班(日間),女,4,0,1,3,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02211019,宗教學系,學士班(日間),男,9,7,0,0,2,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02211019,宗教學系,學士班(日間),女,11,2,0,4,4,0,0,1,0
107,私立,一般大學,1002,輔仁大學,02221074,歷史學系,學士班(日間),男,27,13,0,3,7,0,3,0,1
107,私立,一般大學,1002,輔仁大學,02221074,歷史學系,學士班(日間),女,14,4,2,2,3,0,3,0,0
107,私立,一般大學,1002,輔仁大學,02231037,哲學系,學士班(日間),男,20,13,0,2,4,0,1,0,0
107,私立,一般大學,1002,輔仁大學,02231037,哲學系,學士班(日間),女,13,7,0,1,4,0,0,0,1
107,私立,一般大學,1002,輔仁大學,02311009,日本語文學系,學士班(日間),男,8,5,0,0,1,0,1,0,1
107,私立,一般大學,1002,輔仁大學,02311009,日本語文學系,學士班(日間),女,11,3,1,2,2,0,2,1,0
107,私立,一般大學,1002,輔仁大學,02311016,西班牙語文學系,學士班(日間),男,3,0,1,0,1,0,0,0,1
107,私立,一般大學,1002,輔仁大學,02311016,西班牙語文學系,學士班(日間),女,6,1,2,2,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02311021,法國語文學系,學士班(日間),男,7,2,0,2,1,0,1,0,1
107,私立,一般大學,1002,輔仁大學,02311021,法國語文學系,學士班(日間),女,12,3,0,3,1,0,1,0,4
107,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,學士班(日間),男,9,6,1,0,1,0,1,0,0
107,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,學士班(日間),女,9,4,0,1,2,0,0,0,2
107,私立,一般大學,1002,輔仁大學,02311057,義大利語文學系,學士班(日間),男,4,4,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02311057,義大利語文學系,學士班(日間),女,21,10,0,0,9,0,0,1,1
107,私立,一般大學,1002,輔仁大學,02311072,德語語文學系,學士班(日間),男,6,2,2,1,0,0,0,0,1
107,私立,一般大學,1002,輔仁大學,02311072,德語語文學系,學士班(日間),女,19,3,5,4,5,0,0,1,1
107,私立,一般大學,1002,輔仁大學,02322003,中國文學系,學士班(日間),男,10,7,0,1,2,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02322003,中國文學系,學士班(日間),女,23,8,1,3,6,0,0,2,3
107,私立,一般大學,1002,輔仁大學,03111055,經濟學系,學士班(日間),男,17,10,6,0,0,0,0,0,1
107,私立,一般大學,1002,輔仁大學,03111055,經濟學系,學士班(日間),女,5,2,1,0,0,0,1,0,1
107,私立,一般大學,1002,輔仁大學,03131007,心理學系,學士班(日間),男,8,7,0,0,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,03131007,心理學系,學士班(日間),女,10,4,2,0,2,0,0,2,0
107,私立,一般大學,1002,輔仁大學,03131081,臨床心理學系,學士班(日間),男,1,1,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,03131081,臨床心理學系,學士班(日間),女,4,0,0,1,0,0,0,1,2
107,私立,一般大學,1002,輔仁大學,03141023,社會學系,學士班(日間),男,9,8,0,0,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,03141023,社會學系,學士班(日間),女,3,1,0,2,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,03212053,新聞傳播學系,學士班(日間),男,5,2,0,0,2,0,0,0,1
107,私立,一般大學,1002,輔仁大學,03212053,新聞傳播學系,學士班(日間),女,12,2,0,5,1,0,0,0,4
107,私立,一般大學,1002,輔仁大學,03213070,影像傳播學系,學士班(日間),男,5,3,1,0,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,03213070,影像傳播學系,學士班(日間),女,15,4,1,2,8,0,0,0,0
107,私立,一般大學,1002,輔仁大學,03222065,圖書資訊學系,學士班(日間),男,2,1,0,1,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,03222065,圖書資訊學系,學士班(日間),女,3,1,0,1,0,0,0,0,1
107,私立,一般大學,1002,輔仁大學,04111054,會計學系,學士班(日間),男,9,8,0,1,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,04111054,會計學系,學士班(日間),女,16,5,2,1,7,0,0,0,1
107,私立,一般大學,1002,輔仁大學,04121027,金融與國際企業學系,學士班(日間),男,18,8,6,1,2,0,1,0,0
107,私立,一般大學,1002,輔仁大學,04121027,金融與國際企業學系,學士班(日間),女,12,1,1,3,6,0,1,0,0
107,私立,一般大學,1002,輔仁大學,04131015,企業管理學系,學士班(日間),男,15,3,10,1,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,04131015,企業管理學系,學士班(日間),女,10,1,5,0,4,0,0,0,0
107,私立,一般大學,1002,輔仁大學,04143069,廣告傳播學系,學士班(日間),男,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,04143069,廣告傳播學系,學士班(日間),女,5,2,0,0,3,0,0,0,0
107,私立,一般大學,1002,輔仁大學,04211020,法律學系,學士班(日間),男,8,6,0,1,0,0,0,0,1
107,私立,一般大學,1002,輔仁大學,04211020,法律學系,學士班(日間),女,4,2,0,2,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,04211020,學士後法律學系,學士班(日間),男,4,4,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,04211020,學士後法律學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,04211038,財經法律學系,學士班(日間),男,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,04211038,財經法律學系,學士班(日間),女,3,2,0,0,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,05111011,生命科學系,學士班(日間),男,7,5,0,0,0,0,0,1,1
107,私立,一般大學,1002,輔仁大學,05111011,生命科學系,學士班(日間),女,11,8,0,2,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,05191080,營養科學系,學士班(日間),女,3,1,0,1,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,05311005,化學系,學士班(日間),男,14,14,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,05311005,化學系,學士班(日間),女,2,2,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,05331022,物理學系,學士班(日間),男,33,32,0,0,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,05331022,物理學系,學士班(日間),女,3,3,0,0,0,0,0,0,0
