學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,畢業總學分數
107,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),84,33,0,9,128
107,私立,一般大學,1008,靜宜大學,04111011,會計學系,學士班(日間),87,33,0,9,132
107,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,學士班(日間),85,33,0,11,132
107,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),80,33,0,12,128
107,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),71,33,0,25,132
107,私立,一般大學,1008,靜宜大學,04191010,寰宇管理學士學位學程,學士班(日間),85,33,0,10,128
107,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),93,33,0,10,138
107,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),81,33,0,10,132
107,私立,一般大學,1008,靜宜大學,05212021,生態人文學系,學士班(日間),81,33,0,12,128
107,私立,一般大學,1008,靜宜大學,05311023,應用化學系,學士班(日間),87,33,0,10,132
107,私立,一般大學,1008,靜宜大學,05499036,財務工程學系,學士班(日間),84,32,0,10,128
107,私立,一般大學,1008,靜宜大學,05499037,資料科學暨大數據分析與應用學系,學士班(日間),80,32,0,15,128
107,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),90,30,0,12,132
107,私立,一般大學,1008,靜宜大學,06132009,資訊傳播工程學系,學士班(日間),90,30,0,12,132
107,私立,一般大學,1008,靜宜大學,07141030,資訊工程學系,學士班(日間),90,30,0,12,132
107,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),87,33,0,10,132
107,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),71,33,4,20,128
107,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),72,33,0,20,128
107,私立,一般大學,1009,長庚大學,02122001,工業設計學系,學士班(日間),98,28,2,0,128
107,私立,一般大學,1009,長庚大學,04131005,工商管理學系,學士班(日間),97,28,3,0,128
107,私立,一般大學,1009,長庚大學,04133007,醫務管理學系,學士班(日間),99,28,1,0,128
107,私立,一般大學,1009,長庚大學,05123012,生物醫學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1009,長庚大學,06131013,資訊管理學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1009,長庚大學,06131018,資訊工程學系,學士班(日間),101,28,1,0,130
107,私立,一般大學,1009,長庚大學,07111025,化工與材料工程學系,學士班(日間),103,28,2,0,133
107,私立,一般大學,1009,長庚大學,07141014,電機工程學系,學士班(日間),102,28,2,0,132
107,私立,一般大學,1009,長庚大學,07141016,電子工程學系,學士班(日間),99,28,2,0,129
107,私立,一般大學,1009,長庚大學,07151022,機械工程學系,學士班(日間),99,28,2,0,129
107,私立,一般大學,1009,長庚大學,09121028,醫學系,學士班(日間),140,28,70,0,238
107,私立,一般大學,1009,長庚大學,09131040,學士後護理學系,學士班(日間),62,28,26,0,116
107,私立,一般大學,1009,長庚大學,09131040,護理學系,學士班(日間),73,28,28,0,129
107,私立,一般大學,1009,長庚大學,09141046,醫學生物技術暨檢驗學系,學士班(日間),79,28,21,0,128
107,私立,一般大學,1009,長庚大學,09141048,醫學影像暨放射科學系,學士班(日間),82,28,18,0,128
107,私立,一般大學,1009,長庚大學,09151037,物理治療學系,學士班(日間),81,28,34,0,143
107,私立,一般大學,1009,長庚大學,09152038,職能治療學系,學士班(日間),80,28,30,0,138
107,私立,一般大學,1009,長庚大學,09171031,中醫學系,學士班(日間),175,28,115,0,318
107,私立,一般大學,1009,長庚大學,09199042,呼吸治療學系,學士班(日間),84,28,18,0,130
107,私立,一般大學,1010,元智大學,02191001,藝術與設計學系,學士班(日間),80,31,0,17,128
107,私立,一般大學,1010,元智大學,02299049,人文社會學院英語學士學位學程,學士班(日間),75,31,3,19,128
107,私立,一般大學,1010,元智大學,02311007,應用外語學系,學士班(日間),80,31,2,17,130
107,私立,一般大學,1010,元智大學,02322004,中國語文學系,學士班(日間),99,31,0,0,130
107,私立,一般大學,1010,元智大學,03141009,社會暨政策科學學系,學士班(日間),67,31,4,24,128
107,私立,一般大學,1010,元智大學,04199018,管理學院,學士班(日間),80,31,0,17,128
107,私立,一般大學,1010,元智大學,06131011,資訊管理學系,學士班(日間),105,31,0,0,136
107,私立,一般大學,1010,元智大學,06131028,資訊工程學系,學士班(日間),91,31,0,6,128
107,私立,一般大學,1010,元智大學,06131051,資訊學院英語學士學位學程,學士班(日間),84,31,0,13,128
107,私立,一般大學,1010,元智大學,06133013,資訊傳播學系,學士班(日間),74,31,3,20,128
107,私立,一般大學,1010,元智大學,07111041,化學工程與材料科學學系,學士班(日間),95,31,0,0,126
107,私立,一般大學,1010,元智大學,07141032,電機通訊學院英語學士學位學程,學士班(日間),78,31,0,19,128
107,私立,一般大學,1010,元智大學,07141033,電機工程學系,學士班(日間),97,31,0,0,128
107,私立,一般大學,1010,元智大學,07151037,機械工程學系,學士班(日間),82,31,0,17,130
107,私立,一般大學,1010,元智大學,07191043,工業工程與管理學系,學士班(日間),97,31,0,0,128
107,私立,一般大學,1010,元智大學,07194050,工程學院英語學士學位學程,學士班(日間),80,31,0,17,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,02123004,工業產品設計學系,學士班(日間),89,28,2,9,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,02311001,外國語文學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,02311002,應用日語學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,04121012,財務管理學系,學士班(日間),91,28,0,9,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,企業管理學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,04131009,國際企業學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,04134006,行政管理學系,學士班(日間),88,28,0,9,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,04199014,科技管理學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,05124018,生物資訊學系,學士班(日間),91,28,0,9,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,06131021,資訊管理學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,06131025,資訊工程學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,07141022,電機工程學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,07141024,電子工程學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,07151028,機械工程學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,07191015,工業管理學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,07199053,光電與材料工程學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,07312039,景觀建築學系,學士班(日間),98,28,2,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,07321032,土木工程學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,07321032,土木工程學系原住民專班,學士班(日間),100,28,0,0,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,10131041,餐旅管理學系,學士班(日間),91,28,0,9,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,10151044,觀光與會展學系,學士班(日間),69,28,2,29,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,10151052,旅遊與休閒學系,學士班(日間),89,28,2,9,128
107,私立,一般大學,1011,中華大學學校財團法人中華大學,10411047,運輸科技與物流管理學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1012,大葉大學,02112011,視覺傳達設計學系,學士班(日間),81,28,0,9,128
107,私立,一般大學,1012,大葉大學,02112037,多媒體數位內容學位學程,學士班(日間),81,28,0,9,128
107,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,學士班(日間),89,28,0,9,128
107,私立,一般大學,1012,大葉大學,02123012,工業設計學系,學士班(日間),85,28,0,15,128
107,私立,一般大學,1012,大葉大學,02123013,綠色產品設計學士學位學程,學士班(日間),91,28,0,9,128
107,私立,一般大學,1012,大葉大學,02124014,空間設計學系,學士班(日間),90,28,0,9,128
107,私立,一般大學,1012,大葉大學,02311004,英語學系,學士班(日間),82,28,0,9,128
107,私立,一般大學,1012,大葉大學,02311006,應用日語學系,學士班(日間),80,28,0,10,128
107,私立,一般大學,1012,大葉大學,02311008,文創產業國際人才學士學位學程,學士班(日間),88,28,3,9,128
107,私立,一般大學,1012,大葉大學,02311016,歐洲文化與旅遊學士學位學程,學士班(日間),73,28,0,9,128
107,私立,一般大學,1012,大葉大學,03211018,傳播藝術學士學位學程,學士班(日間),89,28,2,9,128
107,私立,一般大學,1012,大葉大學,03211018,傳播藝術學士學位學程表演藝術原住民專班,學士班(日間),89,28,2,9,128
107,私立,一般大學,1012,大葉大學,04111020,會計資訊學系,學士班(日間),79,28,1,9,128
107,私立,一般大學,1012,大葉大學,04121025,財務金融學系,學士班(日間),75,28,0,15,128
107,私立,一般大學,1012,大葉大學,04131021,企業管理學系,學士班(日間),82,28,0,9,128
107,私立,一般大學,1012,大葉大學,04131024,國際企業管理學系,學士班(日間),81,28,0,9,128
107,私立,一般大學,1012,大葉大學,04142028,人力資源暨公共關係學系,學士班(日間),73,28,0,9,128
107,私立,一般大學,1012,大葉大學,04142028,人力資源暨公共關係學系公共事務管理原住民專班,學士班(日間),82,28,0,9,128
107,私立,一般大學,1012,大葉大學,05121033,生物資源學系,學士班(日間),71,28,0,9,128
107,私立,一般大學,1012,大葉大學,05121034,分子生物科技學系,學士班(日間),62,28,0,16,128
107,私立,一般大學,1012,大葉大學,06131036,資訊管理學系,學士班(日間),82,28,3,9,128
107,私立,一般大學,1012,大葉大學,06131039,資訊工程學系,學士班(日間),82,28,0,9,128
107,私立,一般大學,1012,大葉大學,07112050,材料科學與工程學系,學士班(日間),83,28,5,9,128
107,私立,一般大學,1012,大葉大學,07121054,環境工程學系,學士班(日間),83,28,0,9,128
107,私立,一般大學,1012,大葉大學,07141038,電機工程學系,學士班(日間),89,28,2,9,134
107,私立,一般大學,1012,大葉大學,07151046,機械與自動化工程學系,學士班(日間),69,28,9,9,128
107,私立,一般大學,1012,大葉大學,07191053,工業工程與管理學系,學士班(日間),88,28,0,9,128
107,私立,一般大學,1012,大葉大學,07193055,醫療器材設計與材料學士學位學程,學士班(日間),88,28,0,9,128
107,私立,一般大學,1012,大葉大學,07211078,食品暨應用生物科技學系,學士班(日間),80,28,0,9,128
107,私立,一般大學,1012,大葉大學,09131065,護理學系,學士班(日間),65,28,25,9,130
107,私立,一般大學,1012,大葉大學,09141066,視光學系,學士班(日間),81,28,10,9,128
107,私立,一般大學,1012,大葉大學,09161064,藥用植物與保健學系,學士班(日間),68,28,0,12,128
107,私立,一般大學,1012,大葉大學,10131067,餐旅管理學系,學士班(日間),67,28,14,9,128
107,私立,一般大學,1012,大葉大學,10151069,觀光旅遊學系,學士班(日間),73,28,0,9,128
107,私立,一般大學,1012,大葉大學,10152070,休閒事業管理學系,學士班(日間),85,28,0,9,128
107,私立,一般大學,1012,大葉大學,10152072,運動健康管理學系,學士班(日間),73,28,3,9,128
107,私立,一般大學,1012,大葉大學,10199074,烘焙暨飲料調製學士學位學程,學士班(日間),73,28,9,9,128
107,私立,一般大學,1012,大葉大學,10199075,婚禮企劃暨節慶管理學士學位學程,學士班(日間),85,28,0,9,128
107,私立,一般大學,1012,大葉大學,10321076,消防安全學士學位學程,學士班(日間),83,28,0,9,128
107,私立,一般大學,1013,華梵大學,02123008,工業設計學系,學士班(日間),68,26,0,28,128
107,私立,一般大學,1013,華梵大學,02131002,美術與文創學系,學士班(日間),68,26,0,32,128
107,私立,一般大學,1013,華梵大學,02191020,藝術設計學院學士班,學士班(日間),102,26,0,0,128
107,私立,一般大學,1013,華梵大學,02211005,佛教學系,學士班(日間),68,26,0,34,128
107,私立,一般大學,1013,華梵大學,02231006,哲學系,學士班(日間),68,26,0,32,128
107,私立,一般大學,1013,華梵大學,02311004,外國語文學系,學士班(日間),68,18,0,42,128
107,私立,一般大學,1013,華梵大學,02322003,中國文學系,學士班(日間),68,26,0,31,128
107,私立,一般大學,1013,華梵大學,06131011,資訊管理學系,學士班(日間),68,26,0,26,128
107,私立,一般大學,1013,華梵大學,07141012,電子工程學系,學士班(日間),68,26,0,28,128
107,私立,一般大學,1013,華梵大學,07151014,機電工程學系,學士班(日間),68,26,0,26,128
107,私立,一般大學,1013,華梵大學,07191015,工業工程與經營資訊學系,學士班(日間),68,26,0,29,128
107,私立,一般大學,1013,華梵大學,07311016,建築學系,學士班(日間),66,26,2,34,128
107,私立,一般大學,1013,華梵大學,07312019,景觀與環境設計學系,學士班(日間),68,26,0,30,128
107,私立,一般大學,1014,義守大學,02111001,電影與電視學系,學士班(日間),96,28,0,0,128
107,私立,一般大學,1014,義守大學,02112005,數位多媒體設計學系,學士班(日間),98,28,0,0,128
107,私立,一般大學,1014,義守大學,02122004,傳播與設計學院原住民專班,學士班(日間),98,28,0,0,128
107,私立,一般大學,1014,義守大學,02123006,創意商品設計學系,學士班(日間),92,28,8,0,128
107,私立,一般大學,1014,義守大學,02311002,應用英語學系,學士班(日間),103,22,0,0,128
107,私立,一般大學,1014,義守大學,02311003,應用日語學系,學士班(日間),96,28,0,0,128
107,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),98,28,0,0,128
107,私立,一般大學,1014,義守大學,03214063,傳播產製英語學士學位學程,學士班(日間),98,27,0,0,128
107,私立,一般大學,1014,義守大學,04111009,會計學系,學士班(日間),99,28,0,0,130
107,私立,一般大學,1014,義守大學,04121016,財務金融學系,學士班(日間),100,28,0,0,131
107,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),93,27,0,0,129
107,私立,一般大學,1014,義守大學,04131010,企業管理學系,學士班(日間),99,28,0,0,130
107,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,學士班(日間),95,27,0,0,131
107,私立,一般大學,1014,義守大學,04133018,醫務管理學系,學士班(日間),100,28,4,0,132
107,私立,一般大學,1014,義守大學,04134007,公共政策與管理學系,學士班(日間),99,28,1,0,128
107,私立,一般大學,1014,義守大學,04141015,國際商務學系,學士班(日間),94,28,0,0,129
107,私立,一般大學,1014,義守大學,04199019,工業管理學系,學士班(日間),99,28,0,0,130
107,私立,一般大學,1014,義守大學,05121020,生物科技學系,學士班(日間),104,28,0,0,135
107,私立,一般大學,1014,義守大學,05191044,營養學系,學士班(日間),96,28,2,0,132
107,私立,一般大學,1014,義守大學,05499023,財務與計算數學系,學士班(日間),104,28,0,0,135
107,私立,一般大學,1014,義守大學,06131024,資訊管理學系,學士班(日間),104,28,0,0,135
107,私立,一般大學,1014,義守大學,06131027,資訊工程學系,學士班(日間),104,28,0,0,135
107,私立,一般大學,1014,義守大學,07111033,化學工程學系,學士班(日間),104,28,0,0,135
107,私立,一般大學,1014,義守大學,07112034,材料科學與工程學系,學士班(日間),104,28,0,0,135
107,私立,一般大學,1014,義守大學,07141025,電機工程學系,學士班(日間),104,28,0,0,135
107,私立,一般大學,1014,義守大學,07141026,電子工程學系,學士班(日間),104,28,0,0,135
107,私立,一般大學,1014,義守大學,07141028,通訊工程學系,學士班(日間),104,28,0,0,135
107,私立,一般大學,1014,義守大學,07151030,機械與自動化工程學系,學士班(日間),101,28,3,0,135
107,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,學士班(日間),105,28,0,0,135
107,私立,一般大學,1014,義守大學,07194062,智慧化自動控制英語學士學位學程,學士班(日間),101,27,0,0,128
107,私立,一般大學,1014,義守大學,07321032,土木與生態工程學系,學士班(日間),100,28,2,0,133
107,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,學士班(日間),111,0,56,0,177
107,私立,一般大學,1014,義守大學,09121040,學士後中醫學系,學士班(日間),154,0,79,0,233
107,私立,一般大學,1014,義守大學,09131046,護理學系,學士班(日間),65,28,29,0,128
107,私立,一般大學,1014,義守大學,09131046,護理學系原住民專班,學士班(日間),72,28,29,0,129
107,私立,一般大學,1014,義守大學,09141050,醫學影像暨放射科學系,學士班(日間),99,28,13,0,142
107,私立,一般大學,1014,義守大學,09141061,醫學檢驗技術學系,學士班(日間),83,28,20,0,135
107,私立,一般大學,1014,義守大學,09151042,物理治療學系,學士班(日間),61,28,46,0,135
107,私立,一般大學,1014,義守大學,09152043,職能治療學系,學士班(日間),64,28,47,0,140
107,私立,一般大學,1014,義守大學,09191041,健康管理學系,學士班(日間),100,28,2,0,130
107,私立,一般大學,1014,義守大學,09211047,醫學院長期照護原住民專班,學士班(日間),96,28,4,0,128
107,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,學士班(日間),91,28,11,0,130
107,私立,一般大學,1014,義守大學,10131052,廚藝學系,學士班(日間),89,28,11,0,128
107,私立,一般大學,1014,義守大學,10151053,觀光學系,學士班(日間),80,28,11,0,128
107,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),84,27,0,0,129
107,私立,一般大學,1014,義守大學,10151057,休閒事業管理學系,學士班(日間),90,28,10,0,128
107,私立,一般大學,1014,義守大學,10199058,娛樂事業管理學系,學士班(日間),83,27,0,0,128
107,私立,一般大學,1014,義守大學,10199059,觀光餐旅學院原住民專班,學士班(日間),89,28,11,0,128
107,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),66,12,2,44,128
107,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系動畫設計組原住民專班,學士班(日間),76,40,0,10,128
107,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),76,40,0,10,128
107,私立,一般大學,1015,世新大學,02311002,英語學系,學士班(日間),98,30,0,0,128
107,私立,一般大學,1015,世新大學,02311003,日本語文學系,學士班(日間),98,30,0,0,128
107,私立,一般大學,1015,世新大學,02322001,中國文學系,學士班(日間),92,26,0,10,128
107,私立,一般大學,1015,世新大學,03111005,經濟學系,學士班(日間),104,12,0,12,128
107,私立,一般大學,1015,世新大學,03141008,社會心理學系,學士班(日間),116,12,0,0,128
107,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),58,40,0,30,128
107,私立,一般大學,1015,世新大學,03214013,資訊傳播學系,學士班(日間),77,23,0,28,132
107,私立,一般大學,1015,世新大學,03214014,口語傳播學系,學士班(日間),60,32,0,36,128
107,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),78,12,1,10,104
107,私立,一般大學,1015,世新大學,04121024,財務金融學系,學士班(日間),103,12,0,10,128
107,私立,一般大學,1015,世新大學,04131023,企業管理學系,學士班(日間),69,42,0,14,128
107,私立,一般大學,1015,世新大學,04134009,行政管理學系,學士班(日間),98,30,0,0,128
107,私立,一般大學,1015,世新大學,04142019,公共關係暨廣告學系,學士班(日間),47,40,0,41,128
107,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),88,40,0,0,128
107,私立,一般大學,1015,世新大學,04211026,法律學系,學士班(日間),100,30,0,6,136
107,私立,一般大學,1015,世新大學,06131028,資訊管理學系,學士班(日間),83,30,0,15,128
107,私立,一般大學,1015,世新大學,10151029,觀光學系,學士班(日間),68,42,8,10,128
107,私立,一般大學,1016,銘傳大學,01131042,華語文教學學系,學士班(日間),88,28,3,0,128
107,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),94,28,0,0,128
107,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),98,28,0,0,128
107,私立,一般大學,1016,銘傳大學,02121090,動漫文創設計學士學位學程,學士班(日間),94,28,6,0,128
107,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),98,28,0,0,128
107,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),91,28,0,0,128
107,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),93,20,0,0,128
107,私立,一般大學,1016,銘傳大學,02322002,應用中國文學系,學士班(日間),95,24,0,0,128
107,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,學士班(日間),92,33,0,0,128
107,私立,一般大學,1016,銘傳大學,03131054,諮商與工商心理學系,學士班(日間),96,28,4,0,128
107,私立,一般大學,1016,銘傳大學,03141088,犯罪防治學系,學士班(日間),97,28,3,0,128
107,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,學士班(日間),95,33,0,0,128
107,私立,一般大學,1016,銘傳大學,03212046,新聞學系,學士班(日間),96,28,0,0,128
107,私立,一般大學,1016,銘傳大學,03213047,廣播電視學系,學士班(日間),96,28,0,0,128
107,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理學系,學士班(日間),96,28,0,0,128
107,私立,一般大學,1016,銘傳大學,04111032,會計學系,學士班(日間),91,28,0,0,128
107,私立,一般大學,1016,銘傳大學,04121020,財務金融學系,學士班(日間),91,28,0,0,128
107,私立,一般大學,1016,銘傳大學,04121059,經濟與金融學系,學士班(日間),99,28,1,0,128
107,私立,一般大學,1016,銘傳大學,04123056,風險管理與保險學系,學士班(日間),92,28,0,0,128
107,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),86,33,0,0,128
107,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,學士班(日間),91,28,0,0,128
107,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,學士班(日間),91,28,0,0,128
107,私立,一般大學,1016,銘傳大學,04133022,醫療資訊與管理學系,學士班(日間),94,28,6,0,128
107,私立,一般大學,1016,銘傳大學,04134006,公共事務學系,學士班(日間),97,28,3,0,128
107,私立,一般大學,1016,銘傳大學,04143015,廣告暨策略行銷學系,學士班(日間),96,28,0,0,128
107,私立,一般大學,1016,銘傳大學,04199027,時尚創意管理學士學位學程,學士班(日間),95,33,0,0,128
107,私立,一般大學,1016,銘傳大學,04199089,金融科技應用學士學位學程,學士班(日間),97,28,3,0,128
107,私立,一般大學,1016,銘傳大學,04211039,法律學系,學士班(日間),91,28,0,0,128
107,私立,一般大學,1016,銘傳大學,04212024,財金法律學系,學士班(日間),91,28,0,0,128
107,私立,一般大學,1016,銘傳大學,05121009,生物科技學系,學士班(日間),91,28,0,0,128
107,私立,一般大學,1016,銘傳大學,05421079,應用統計與資料科學學系,學士班(日間),98,28,2,0,128
107,私立,一般大學,1016,銘傳大學,06131045,資訊管理學系,學士班(日間),95,24,0,0,128
107,私立,一般大學,1016,銘傳大學,06132078,資訊傳播工程學系,學士班(日間),95,24,0,0,128
107,私立,一般大學,1016,銘傳大學,06134050,電腦與通訊工程學系,學士班(日間),95,24,0,0,128
107,私立,一般大學,1016,銘傳大學,06134068,資訊科技應用學士學位學程,學士班(日間),92,33,0,0,128
107,私立,一般大學,1016,銘傳大學,07141025,電子工程學系,學士班(日間),95,24,0,0,128
107,私立,一般大學,1016,銘傳大學,07141029,資訊工程學系,學士班(日間),95,24,0,0,128
107,私立,一般大學,1016,銘傳大學,07193043,生物醫學工程學系,學士班(日間),91,28,0,0,128
107,私立,一般大學,1016,銘傳大學,07311026,建築學系,學士班(日間),122,28,0,0,150
107,私立,一般大學,1016,銘傳大學,07313048,都市規劃與防災學系,學士班(日間),99,28,1,0,128
107,私立,一般大學,1016,銘傳大學,10131044,餐旅管理學系,學士班(日間),90,28,1,0,128
107,私立,一般大學,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,學士班(日間),95,33,0,0,128
107,私立,一般大學,1016,銘傳大學,10151033,觀光事業學系,學士班(日間),90,28,1,0,128
107,私立,一般大學,1016,銘傳大學,10152076,休閒遊憩管理學系,學士班(日間),90,28,1,0,128
107,私立,一般大學,1017,實踐大學,02112012,媒體傳達設計學系,學士班(日間),82,28,0,14,128
107,私立,一般大學,1017,實踐大學,02112013,電腦動畫學士學位學程,學士班(日間),84,28,0,12,128
107,私立,一般大學,1017,實踐大學,02112039,資訊模擬與設計學系,學士班(日間),80,28,0,14,128
107,私立,一般大學,1017,實踐大學,02122009,時尚設計學系,學士班(日間),98,28,0,0,128
107,私立,一般大學,1017,實踐大學,02123014,工業產品設計學系,學士班(日間),92,28,0,6,128
107,私立,一般大學,1017,實踐大學,02125051,服裝設計學系,學士班(日間),82,28,3,9,128
107,私立,一般大學,1017,實踐大學,02125053,服飾設計與經營學系,學士班(日間),98,28,0,0,128
107,私立,一般大學,1017,實踐大學,02151001,音樂學系,學士班(日間),100,28,0,0,128
107,私立,一般大學,1017,實踐大學,02311004,應用外語學系,學士班(日間),82,28,2,12,128
107,私立,一般大學,1017,實踐大學,02311005,應用英語學系,學士班(日間),70,28,2,23,128
107,私立,一般大學,1017,實踐大學,02311006,應用日文學系,學士班(日間),80,28,0,10,128
107,私立,一般大學,1017,實踐大學,02322002,應用中文學系,學士班(日間),96,28,0,0,128
107,私立,一般大學,1017,實踐大學,04111019,會計學系,學士班(日間),74,28,0,12,128
107,私立,一般大學,1017,實踐大學,04111020,會計暨稅務學系,學士班(日間),80,28,0,17,128
107,私立,一般大學,1017,實踐大學,04121029,財務金融學系,學士班(日間),79,28,0,12,128
107,私立,一般大學,1017,實踐大學,04121032,金融管理學系,學士班(日間),80,28,0,11,128
107,私立,一般大學,1017,實踐大學,04123033,風險管理與保險學系,學士班(日間),86,28,2,12,128
107,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),86,28,0,12,128
107,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,學士班(日間),78,28,2,13,128
107,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),72,28,3,10,128
107,私立,一般大學,1017,實踐大學,04141026,國際貿易學系,學士班(日間),80,28,0,12,128
107,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),86,28,0,12,128
107,私立,一般大學,1017,實踐大學,04143035,行銷管理學系,學士班(日間),77,28,3,14,128
107,私立,一般大學,1017,實踐大學,05191043,食品營養與保健生技學系,學士班(日間),88,28,0,11,128
107,私立,一般大學,1017,實踐大學,06131037,資訊科技與管理學系,學士班(日間),84,28,0,12,128
107,私立,一般大學,1017,實踐大學,06131038,資訊管理學系,學士班(日間),80,28,0,15,128
107,私立,一般大學,1017,實踐大學,06131040,資訊科技與通訊學系,學士班(日間),80,28,0,11,128
107,私立,一般大學,1017,實踐大學,07311041,建築設計學系,學士班(日間),132,28,0,4,166
107,私立,一般大學,1017,實踐大學,09221045,家庭研究與兒童發展學系,學士班(日間),82,28,0,12,128
107,私立,一般大學,1017,實踐大學,09231044,社會工作學系,學士班(日間),82,28,6,12,128
107,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),64,28,11,16,128
107,私立,一般大學,1017,實踐大學,10151047,觀光管理學系,學士班(日間),91,28,2,0,128
107,私立,一般大學,1017,實踐大學,10152049,休閒產業管理學系,學士班(日間),64,28,9,27,128
107,私立,一般大學,1017,實踐大學,10152049,休閒產業管理學系原住民專班,學士班(日間),64,28,9,27,128
107,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,四技(日),78,30,2,6,128
107,私立,技專校院,1018,朝陽科技大學,02123004,工業設計系,四技(日),79,30,2,6,128
107,私立,技專校院,1018,朝陽科技大學,02199Y10,設計學院,四技(日),0,0,0,0,0
