學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,畢業總學分數
110,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,學士班(日間),104,24,0,0,128
110,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0049,國立臺灣體育運動大學,02112012,運動資訊與傳播學系,學士班(日間),104,28,0,0,132
110,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,學士班(日間),104,28,0,0,132
110,公立,一般大學,0049,國立臺灣體育運動大學,04199010,運動事業管理學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0049,國立臺灣體育運動大學,10141004,球類運動學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0049,國立臺灣體育運動大學,10141005,技擊運動學系,學士班(日間),100,28,0,0,136
110,公立,一般大學,0049,國立臺灣體育運動大學,10142006,運動健康科學學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0049,國立臺灣體育運動大學,10152007,休閒運動學系,學士班(日間),100,28,0,0,128
110,公立,技專校院,0050,國立臺中科技大學,02112005,多媒體設計系,四技(日),102,28,4,0,134
110,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語科,五專,142,78,0,0,220
110,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,二技(日),49,12,0,0,72
110,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,四技(日),87,32,0,0,130
110,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語科,五專,152,68,0,0,220
110,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,二技(日),62,10,9,0,83
110,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,四技(日),98,32,9,0,141
110,公立,技專校院,0050,國立臺中科技大學,02311049,語文學院_應用資訊日語技優領航專班,四技(日),98,32,0,0,141
110,公立,技專校院,0050,國立臺中科技大學,02322001,應用中文系,四技(日),96,32,0,0,130
110,公立,技專校院,0050,國立臺中科技大學,02322001,應用中文系_多元敘事專才技優領航專班,四技(日),89,32,9,0,130
110,公立,技專校院,0050,國立臺中科技大學,04121021,財務金融系,四技(日),102,28,0,0,133
110,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理科,五專,134,86,0,0,220
110,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理系,二技(日),62,10,0,0,83
110,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理系,四技(日),100,28,2,0,139
110,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營科,五專,139,81,0,0,222
110,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,二技(日),62,10,0,0,83
110,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,四技(日),102,28,0,0,141
110,公立,技專校院,0050,國立臺中科技大學,04191009,商業經營系,二技(日),62,10,0,0,74
110,公立,技專校院,0050,國立臺中科技大學,05421032,應用統計系,四技(日),102,28,0,0,130
110,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理科,五專,136,84,0,0,243
110,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系,二技(日),62,10,0,0,95
110,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系_資訊管理系技優領航專班,四技(日),102,28,0,0,153
110,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系,四技(日),102,28,0,0,153
110,公立,技專校院,0050,國立臺中科技大學,06132043,人工智慧應用工程學士學位學程,四技(日),102,28,0,0,148
110,公立,技專校院,0051,國立臺北商業大學,02112007,數位多媒體設計系,四技(日),102,26,0,0,132
110,公立,技專校院,0051,國立臺北商業大學,02122015,商業設計管理系,二技(日),62,10,0,0,74
110,公立,技專校院,0051,國立臺北商業大學,02122015,商業設計管理系,四技(日),102,26,0,0,130
110,公立,技專校院,0051,國立臺北商業大學,02122015,商業設計管理系_工商管理專班,四技(日),102,26,16,0,144
110,公立,技專校院,0051,國立臺北商業大學,02122026,創意科技與產品設計系,二技(日),62,10,0,0,72
110,公立,技專校院,0051,國立臺北商業大學,02122026,創意科技與產品設計系,四技(日),102,26,0,0,128
110,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語科,五專,140,80,0,0,222
110,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,二技(日),62,14,0,0,78
110,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,四技(日),102,30,0,0,134
110,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊系,四技(日),102,26,0,0,128
110,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊系,二技(日),62,10,0,0,72
110,公立,技專校院,0051,國立臺北商業大學,04111009,會計資訊系_會計產業實務專班,四技(日),102,26,0,0,128
110,公立,技專校院,0051,國立臺北商業大學,04111027,會計與資料科學科,五專,138,82,0,0,220
110,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融科,五專,140,80,0,0,220
110,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融系,二技(日),62,10,0,0,72
110,公立,技專校院,0051,國立臺北商業大學,04121013,財務金融系,四技(日),102,26,0,0,128
110,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務科,五專,140,80,0,0,220
110,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務系,二技(日),62,10,0,0,72
110,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務系,四技(日),102,26,0,0,128
110,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理科,五專,138,82,0,1,221
110,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系,二技(日),62,10,0,2,74
110,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系,四技(日),102,26,0,1,129
110,公立,技專校院,0051,國立臺北商業大學,04141011,國際貿易科,五專,138,82,0,0,220
110,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,二技(日),64,10,0,0,74
110,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,四技(日),102,26,0,0,128
110,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理科,五專,138,82,0,0,220
110,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系,二技(日),62,10,0,0,72
110,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系,四技(日),102,26,0,0,128
110,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系_商業科技領航專班,四技(日),102,26,0,0,128
110,公立,一般大學,0052,國立屏東大學,01111001,教育學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,01111003,教育心理與輔導學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,01113017,特殊教育學系,學士班(日間),100,28,4,0,132
110,公立,一般大學,0052,國立屏東大學,01121016,幼兒教育學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,01141014,體育學系,學士班(日間),80,28,0,20,128
110,公立,一般大學,0052,國立屏東大學,02111025,視覺藝術學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,02151024,音樂學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,02299033,文化創意產業學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,02299075,文化發展學士學位學程原住民專班,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,02311029,英語學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,02311030,應用英語學系,學士班(日間),97,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,02311031,應用日語學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,02322027,中國語文學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,03141036,社會發展學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,04111038,會計學系,學士班(日間),93,28,0,0,132
110,公立,一般大學,0052,國立屏東大學,04121045,財務金融學系,學士班(日間),104,28,0,0,132
110,公立,一般大學,0052,國立屏東大學,04131039,企業管理學系,學士班(日間),104,28,0,0,132
110,公立,一般大學,0052,國立屏東大學,04131042,商業自動化與管理學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,04132046,行銷與流通管理學系,學士班(日間),82,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,04132046,行銷與流通管理產學攜手專班,學士班(日間),82,22,24,0,128
110,公立,一般大學,0052,國立屏東大學,04141044,國際貿易學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,04199047,不動產經營學系,學士班(日間),100,28,0,0,137
110,公立,一般大學,0052,國立屏東大學,05311050,應用化學系,學士班(日間),80,28,0,20,128
110,公立,一般大學,0052,國立屏東大學,05331053,應用物理系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,05411055,應用數學系,學士班(日間),73,28,0,27,128
110,公立,一般大學,0052,國立屏東大學,06131057,資訊管理學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,06131061,資訊科學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,06199062,電腦與通訊學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,07141060,資訊工程學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,07141068,智慧機器人學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,10151065,休閒事業經營學系,學士班(日間),100,28,0,0,128
110,公立,一般大學,0052,國立屏東大學,99999071,科學傳播學系,學士班(日間),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,02121006,文化創意產業系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,02123015,工業設計系,四技(日),98,28,2,0,128
110,公立,技專校院,0053,國立高雄科技大學,02311002,應用英語系,二技(日),52,8,0,12,72
110,公立,技專校院,0053,國立高雄科技大學,02311002,應用英語系,四技(日),88,28,0,12,128
110,公立,技專校院,0053,國立高雄科技大學,02311003,應用德語系,四技(日),88,28,0,12,128
110,公立,技專校院,0053,國立高雄科技大學,02311008,應用日語系,四技(日),88,28,0,12,128
110,公立,技專校院,0053,國立高雄科技大學,02311008,應用日語系,二技(日),52,8,0,12,72
110,公立,技專校院,0053,國立高雄科技大學,04111020,會計資訊系,四技(日),104,28,0,0,132
110,公立,技專校院,0053,國立高雄科技大學,04121034,金融資訊系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,04121040,財務管理系,二技(日),64,8,0,0,72
110,公立,技專校院,0053,國立高雄科技大學,04121040,財務管理系_外國學生專班,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,04121040,財務管理系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,04121104,金融系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,04122043,財政稅務系,四技(日),107,28,0,0,135
110,公立,技專校院,0053,國立高雄科技大學,04123054,風險管理與保險系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,04131101,企業管理系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,04132004,供應鏈管理系,四技(日),98,28,2,0,128
110,公立,技專校院,0053,國立高雄科技大學,04132059,行銷與流通管理系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,04132107,運籌管理系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,04141023,國際企業系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,04199048,人力資源發展系,四技(日),89,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,05121010,海洋生物技術系,四技(日),104,28,0,0,132
110,公立,技專校院,0053,國立高雄科技大學,06131066,海事資訊科技系,四技(日),102,28,0,0,130
110,公立,技專校院,0053,國立高雄科技大學,06131067,資訊工程系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,06131080,商務資訊應用系,四技(日),98,28,3,0,129
110,公立,技專校院,0053,國立高雄科技大學,06131100,資訊管理系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,06131100,資訊管理系_香港二技專班,二技(日),68,8,0,0,76
110,公立,技專校院,0053,國立高雄科技大學,06132005,智慧商務系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,06132121,高瞻科技不分系學士學位學程,四技(日),50,28,0,50,128
110,公立,技專校院,0053,國立高雄科技大學,07111085,化學工程與材料工程系,四技(日),104,28,2,0,134
110,公立,技專校院,0053,國立高雄科技大學,07121030,海洋環境工程系,四技(日),105,28,2,0,135
110,公立,技專校院,0053,國立高雄科技大學,07121086,環境與安全衛生工程系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,07141021,電訊工程系,四技(日),105,28,1,0,134
110,公立,技專校院,0053,國立高雄科技大學,07141075,電腦與通訊工程系,四技(日),95,28,5,0,128
110,公立,技專校院,0053,國立高雄科技大學,07141075,電腦與通訊工程系_香港二技專班,二技(日),64,8,0,0,72
110,公立,技專校院,0053,國立高雄科技大學,07141081,半導體工程系,四技(日),87,28,10,0,128
110,公立,技專校院,0053,國立高雄科技大學,07141081,半導體工程系_微電子應用技優領航專班,四技(日),94,28,3,0,128
110,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系(建工校區),四技(日),94,28,6,12,140
110,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系(建工校區)_智慧資電系統技優專班,四技(日),86,28,4,0,128
110,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系(第一校區),四技(日),96,28,4,0,128
110,公立,技專校院,0053,國立高雄科技大學,07141105,電機工程系,四技(日),96,28,4,0,128
110,公立,技專校院,0053,國立高雄科技大學,07141111,電機與資訊學院_智慧系統技優專班,四技(日),88,28,12,0,128
110,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程科,五專,94,104,24,0,222
110,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程系,二技(日),64,8,0,0,72
110,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程系,四技(日),87,28,16,0,131
110,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程系_多元培力專班,二技(日),56,0,15,0,71
110,公立,技專校院,0053,國立高雄科技大學,07151071,機電工程系,四技(日),80,28,20,0,128
110,公立,技專校院,0053,國立高雄科技大學,07151072,機械工程系,四技(日),99,28,7,0,134
110,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程科,五專,97,90,38,0,225
110,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程系,二技(日),62,8,2,0,72
110,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程系,四技(日),100,28,8,0,136
110,公立,技專校院,0053,國立高雄科技大學,07151122,海事學院_智慧海事技優專班,四技(日),96,28,4,0,128
110,公立,技專校院,0053,國立高雄科技大學,07163029,造船及海洋工程系,四技(日),101,28,1,0,130
110,公立,技專校院,0053,國立高雄科技大學,07191091,工業工程與管理系,二技(日),64,8,0,0,72
110,公立,技專校院,0053,國立高雄科技大學,07191091,工業工程與管理系,四技(日),105,28,0,0,133
110,公立,技專校院,0053,國立高雄科技大學,07211039,水產食品科學系,四技(日),94,28,5,0,129
110,公立,技專校院,0053,國立高雄科技大學,07321077,土木工程科,五專,130,85,13,0,228
110,公立,技專校院,0053,國立高雄科技大學,07321077,土木工程系,四技(日),104,28,6,0,138
110,公立,技專校院,0053,國立高雄科技大學,07321082,營建工程系,四技(日),95,28,5,0,128
110,公立,技專校院,0053,國立高雄科技大學,07321082,營建工程系_香港二技專班,二技(日),63,8,1,0,72
110,公立,技專校院,0053,國立高雄科技大學,08311045,漁業生產與管理科,五專,104,104,15,0,223
110,公立,技專校院,0053,國立高雄科技大學,08311045,漁業生產與管理系,四技(日),98,28,10,0,136
110,公立,技專校院,0053,國立高雄科技大學,08311045,漁業生產與管理系_漁業公費專班,四技(日),74,28,30,0,132
110,公立,技專校院,0053,國立高雄科技大學,08312047,水產養殖系,四技(日),104,28,0,0,132
110,公立,技專校院,0053,國立高雄科技大學,10151055,海洋休閒管理系,四技(日),100,28,0,0,130
110,公立,技專校院,0053,國立高雄科技大學,10151096,觀光管理系,四技(日),93,28,10,0,131
110,公立,技專校院,0053,國立高雄科技大學,10412060,航運管理系,四技(日),100,28,0,0,128
110,公立,技專校院,0053,國立高雄科技大學,10414061,航運技術系,二技(日),64,8,0,0,72
110,公立,技專校院,0053,國立高雄科技大學,10414061,航運技術系,四技(日),108,28,1,0,137
110,公立,技專校院,0053,國立高雄科技大學,10414065,航海科,五專,135,92,0,0,227
110,公立,技專校院,0144,國立臺灣戲曲學院,02152004,歌仔戲學系,四技(日),87,42,5,0,134
110,公立,技專校院,0144,國立臺灣戲曲學院,02152005,京劇學系,四技(日),80,42,9,0,131
110,公立,技專校院,0144,國立臺灣戲曲學院,02152006,客家戲學系,四技(日),88,42,0,0,130
110,公立,技專校院,0144,國立臺灣戲曲學院,02152007,劇場藝術學系,四技(日),86,32,17,0,135
110,公立,技專校院,0144,國立臺灣戲曲學院,02152009,民俗技藝學系,四技(日),90,32,9,0,131
110,公立,技專校院,0221,國立臺南護理專科學校,09131001,護理科,五專,101,89,24,0,220
110,公立,技專校院,0221,國立臺南護理專科學校,09211003,老人服務事業科,五專,127,87,6,0,220
110,公立,技專校院,0221,國立臺南護理專科學校,10121004,化妝品應用科,二專(日間),62,20,0,0,82
110,公立,技專校院,0221,國立臺南護理專科學校,10121004,化妝品應用科,五專,126,85,9,0,220
110,公立,技專校院,0222,國立臺東專科學校,02141017,創意商品設計科,二專(日間),56,24,0,0,80
110,公立,技專校院,0222,國立臺東專科學校,04131015,行銷與流通管理科,二專(日間),56,24,0,0,80
110,公立,技專校院,0222,國立臺東專科學校,06131003,資訊管理科,二專(日間),56,24,0,0,80
110,公立,技專校院,0222,國立臺東專科學校,07141004,電機工程科,二專(日間),56,24,0,0,80
110,公立,技專校院,0222,國立臺東專科學校,07161005,動力機械科,二專(日間),56,24,0,0,80
110,公立,技專校院,0222,國立臺東專科學校,07211012,食品科技科,五專,129,82,9,0,220
110,公立,技專校院,0222,國立臺東專科學校,07311007,建築科,二專(日間),56,24,0,0,80
110,公立,技專校院,0222,國立臺東專科學校,08121011,園藝暨景觀科,二專(日間),58,22,0,0,80
110,公立,技專校院,0222,國立臺東專科學校,10131014,餐旅管理科,二專(日間),44,24,12,0,80
110,公立,技專校院,0222,國立臺東專科學校,10131014,餐旅管理科,五專,58,138,24,0,220
110,私立,一般大學,1001,東海大學,02123011,工業設計學系,學士班(日間),80,28,2,18,128
110,私立,一般大學,1001,東海大學,02131002,美術學系,學士班(日間),84,28,0,16,128
110,私立,一般大學,1001,東海大學,02151003,音樂學系,學士班(日間),76,28,0,24,128
110,私立,一般大學,1001,東海大學,02221009,歷史學系,學士班(日間),70,28,0,30,128
110,私立,一般大學,1001,東海大學,02231010,哲學系,學士班(日間),68,28,0,32,128
110,私立,一般大學,1001,東海大學,02311005,外國語文學系,學士班(日間),85,18,0,25,128
110,私立,一般大學,1001,東海大學,02311007,日本語言文化學系,學士班(日間),86,28,0,14,128
110,私立,一般大學,1001,東海大學,02322004,中國文學系,學士班(日間),87,30,0,11,128
110,私立,一般大學,1001,東海大學,03111012,經濟學系,學士班(日間),81,28,0,19,128
110,私立,一般大學,1001,東海大學,03121013,政治學系,學士班(日間),69,28,0,31,128
110,私立,一般大學,1001,東海大學,03141014,社會學系,學士班(日間),68,28,0,32,128
110,私立,一般大學,1001,東海大學,04111018,會計學系,學士班(日間),72,28,0,28,128
110,私立,一般大學,1001,東海大學,04121024,財務金融學系,學士班(日間),88,28,0,12,128
110,私立,一般大學,1001,東海大學,04131019,企業管理學系,學士班(日間),88,28,0,12,128
110,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,學士班(日間),68,28,0,32,128
110,私立,一般大學,1001,東海大學,04134016,行政管理暨政策學系,學士班(日間),82,26,0,20,128
110,私立,一般大學,1001,東海大學,04141023,國際經營與貿易學系,學士班(日間),83,28,0,17,128
110,私立,一般大學,1001,東海大學,04211027,法律學系,學士班(日間),97,28,0,13,138
110,私立,一般大學,1001,東海大學,05111028,生命科學系,學士班(日間),56,28,0,44,128
110,私立,一般大學,1001,東海大學,05211056,永續科學與工程學士學位學程,學士班(日間),74,28,0,26,128
110,私立,一般大學,1001,東海大學,05311030,化學系,學士班(日間),82,28,0,18,128
110,私立,一般大學,1001,東海大學,05331032,應用物理學系,學士班(日間),93,28,0,7,128
110,私立,一般大學,1001,東海大學,05411034,應用數學系,學士班(日間),71,26,0,31,128
110,私立,一般大學,1001,東海大學,05421035,統計學系,學士班(日間),72,26,0,30,128
110,私立,一般大學,1001,東海大學,06131039,資訊工程學系,學士班(日間),93,26,0,9,128
110,私立,一般大學,1001,東海大學,06134036,資訊管理學系,學士班(日間),91,26,0,11,128
110,私立,一般大學,1001,東海大學,07111042,化學工程與材料工程學系,學士班(日間),103,28,0,6,137
110,私立,一般大學,1001,東海大學,07121045,環境科學與工程學系,學士班(日間),80,28,0,20,128
110,私立,一般大學,1001,東海大學,07141037,電機工程學系,學士班(日間),78,26,0,24,128
110,私立,一般大學,1001,東海大學,07191044,工業工程與經營資訊學系,學士班(日間),104,26,0,1,132
110,私立,一般大學,1001,東海大學,07211052,食品科學系,學士班(日間),90,28,0,10,128
110,私立,一般大學,1001,東海大學,07311048,建築學系,學士班(日間),110,28,0,21,161
110,私立,一般大學,1001,東海大學,07312049,景觀學系,學士班(日間),76,28,3,21,128
110,私立,一般大學,1001,東海大學,08112051,畜產與生物科技學系,學士班(日間),72,28,10,18,128
110,私立,一般大學,1001,東海大學,09199063,高齡健康與運動科學學士學位學程,學士班(日間),65,28,0,35,128
110,私立,一般大學,1001,東海大學,09231053,社會工作學系,學士班(日間),87,28,6,11,132
110,私立,一般大學,1001,東海大學,10131054,餐旅管理學系,學士班(日間),75,28,4,21,128
110,私立,一般大學,1001,東海大學,99999064,國際學院不分系英語學士班,學士班(日間),72,28,0,28,128
110,私立,一般大學,1002,輔仁大學,01114046,教育領導與科技發展學士學位學程,學士班(日間),70,32,0,26,128
110,私立,一般大學,1002,輔仁大學,02122078,應用美術學系,學士班(日間),78,32,0,18,128
110,私立,一般大學,1002,輔仁大學,02125082,織品服裝學系,學士班(日間),77,32,0,19,128
110,私立,一般大學,1002,輔仁大學,02151034,音樂學系,學士班(日間),68,32,0,28,128
110,私立,一般大學,1002,輔仁大學,02211006,天主教研修學士學位學程,學士班(日間),76,32,0,20,128
110,私立,一般大學,1002,輔仁大學,02211019,宗教學系,學士班(日間),76,32,0,20,128
110,私立,一般大學,1002,輔仁大學,02221074,歷史學系,學士班(日間),70,32,0,26,128
110,私立,一般大學,1002,輔仁大學,02231037,哲學系,學士班(日間),72,32,0,24,128
110,私立,一般大學,1002,輔仁大學,02311009,日本語文學系,學士班(日間),90,32,0,6,128
110,私立,一般大學,1002,輔仁大學,02311016,西班牙語文學系,學士班(日間),96,32,0,0,128
110,私立,一般大學,1002,輔仁大學,02311021,法國語文學系,學士班(日間),96,32,0,0,128
110,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,學士班(日間),82,32,0,14,128
110,私立,一般大學,1002,輔仁大學,02311057,義大利語文學系,學士班(日間),96,32,0,0,128
110,私立,一般大學,1002,輔仁大學,02311072,德語語文學系,學士班(日間),84,32,0,12,128
110,私立,一般大學,1002,輔仁大學,02322003,中國文學系,學士班(日間),78,32,0,18,128
110,私立,一般大學,1002,輔仁大學,03111055,經濟學系,學士班(日間),74,32,0,22,128
110,私立,一般大學,1002,輔仁大學,03131007,心理學系,學士班(日間),74,32,0,22,128
110,私立,一般大學,1002,輔仁大學,03131081,臨床心理學系,學士班(日間),82,32,0,14,128
110,私立,一般大學,1002,輔仁大學,03141023,社會學系,學士班(日間),70,32,0,26,128
110,私立,一般大學,1002,輔仁大學,03212053,新聞傳播學系,學士班(日間),78,32,0,16,128
110,私立,一般大學,1002,輔仁大學,03213070,影像傳播學系,學士班(日間),72,32,0,22,128
110,私立,一般大學,1002,輔仁大學,03222065,圖書資訊學系,學士班(日間),82,32,2,12,128
110,私立,一般大學,1002,輔仁大學,04111054,會計學系,學士班(日間),84,32,0,18,134
110,私立,一般大學,1002,輔仁大學,04121027,金融與國際企業學系,學士班(日間),75,32,0,21,128
110,私立,一般大學,1002,輔仁大學,04131015,企業管理學系,學士班(日間),80,32,0,22,134
110,私立,一般大學,1002,輔仁大學,04143069,廣告傳播學系,學士班(日間),69,32,0,25,128
110,私立,一般大學,1002,輔仁大學,04211020,法律學系,學士班(日間),81,32,0,15,128
110,私立,一般大學,1002,輔仁大學,04211020,學士後法律學系,學士班(日間),82,0,0,0,82
110,私立,一般大學,1002,輔仁大學,04211038,財經法律學系,學士班(日間),80,32,0,16,128
110,私立,一般大學,1002,輔仁大學,05111011,生命科學系,學士班(日間),76,32,0,20,128
110,私立,一般大學,1002,輔仁大學,05191080,營養科學系,學士班(日間),80,32,0,10,128
110,私立,一般大學,1002,輔仁大學,05311005,化學系,學士班(日間),69,32,0,27,128
110,私立,一般大學,1002,輔仁大學,05331022,物理學系,學士班(日間),85,32,0,11,128
110,私立,一般大學,1002,輔仁大學,05411073,數學系,學士班(日間),74,32,0,22,128
110,私立,一般大學,1002,輔仁大學,05421049,統計資訊學系,學士班(日間),82,32,0,14,128
110,私立,一般大學,1002,輔仁大學,06131058,資訊工程學系,學士班(日間),86,32,0,10,128
110,私立,一般大學,1002,輔仁大學,06131059,資訊管理學系,學士班(日間),77,32,0,19,128
110,私立,一般大學,1002,輔仁大學,06131098,人工智慧與資訊安全學士學位學程,學士班(日間),82,32,0,14,128
110,私立,一般大學,1002,輔仁大學,06199086,醫學資訊與創新應用學士學位學程,學士班(日間),78,32,9,9,128
110,私立,一般大學,1002,輔仁大學,07141064,電機工程學系,學士班(日間),91,32,0,5,128
110,私立,一般大學,1002,輔仁大學,07211035,食品科學系,學士班(日間),80,32,0,10,128
110,私立,一般大學,1002,輔仁大學,07312052,景觀設計學系,學士班(日間),86,32,0,14,132
110,私立,一般大學,1002,輔仁大學,09121085,醫學系七年制,學士班(日間),207,32,35,0,288
110,私立,一般大學,1002,輔仁大學,09121085,醫學系,學士班(日間),138,32,76,0,254
110,私立,一般大學,1002,輔仁大學,09131088,護理學系,學士班(日間),58,32,28,10,128
110,私立,一般大學,1002,輔仁大學,09152084,職能治療學系,學士班(日間),74,32,30,0,136
110,私立,一般大學,1002,輔仁大學,09191004,公共衛生學系,學士班(日間),84,32,4,8,128
110,私立,一般大學,1002,輔仁大學,09199018,呼吸治療學系,學士班(日間),70,32,20,6,128
110,私立,一般大學,1002,輔仁大學,09221017,兒童與家庭學系,學士班(日間),72,32,2,22,128
110,私立,一般大學,1002,輔仁大學,09231024,社會工作學系,學士班(日間),74,32,5,17,128
110,私立,一般大學,1002,輔仁大學,10131075,餐旅管理學系,學士班(日間),76,32,6,14,128
110,私立,一般大學,1002,輔仁大學,10141089,體育學系,學士班(日間),82,32,0,14,128
110,私立,一般大學,1003,東吳大學,02151001,音樂學系,學士班(日間),84,28,0,16,128
110,私立,一般大學,1003,東吳大學,02221006,歷史學系,學士班(日間),82,28,0,18,128
110,私立,一般大學,1003,東吳大學,02231007,哲學系,學士班(日間),75,28,0,25,128
110,私立,一般大學,1003,東吳大學,02311004,英文學系,學士班(日間),84,28,0,16,128
110,私立,一般大學,1003,東吳大學,02311005,日本語文學系,學士班(日間),84,28,0,16,128
