學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),進修交流國家(地區)別,進修交流國家(地區)區域別,本國學生出國進修交流至少1學期(修讀學分)以上人數小計,本國學生出國進修交流至少1學期(修讀學分)以上人數男,本國學生出國進修交流至少1學期(修讀學分)以上人數女,本國學生出國進修交流未滿1學期(修讀學分)人數小計,本國學生出國進修交流未滿1學期(修讀學分)人數男,本國學生出國進修交流未滿1學期(修讀學分)人數女
106,2,公立,技專校院,0026,國立高雄第一科技大學,04212068,科技法律研究所,碩士班(日間),奧地利共和國,歐洲,1,0,1,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,06131100,資訊管理系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,06131100,資訊管理系,學士班(日間),奧地利共和國,歐洲,1,1,0,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,06131100,資訊管理系,碩士班(日間),奧地利共和國,歐洲,1,1,0,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,06131100,資訊管理系電子商務碩士班,碩士班(日間),奧地利共和國,歐洲,1,1,0,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,07141075,電腦與通訊工程系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,2,公立,技專校院,0026,國立高雄第一科技大學,07321082,營建工程系,學士班(日間),日本,其他亞洲地區,4,2,2,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,02311001,應用外語系,學士班(日間),越南社會主義共和國,東協,1,1,0,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,02311001,應用外語系,學士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,02311001,應用外語系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,04131101,企業管理系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,04131101,企業管理系,碩士班(日間),英國,歐洲,1,0,1,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,04199048,人力資源發展系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,07141103,電子工程系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,07141103,電子工程系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,07151074,模具工程系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,07151074,模具工程系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,07191091,工業工程與管理系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,07191091,工業工程與管理系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,07321077,土木工程系,學士班(日間),菲律賓共和國,東協,3,1,2,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,07321077,土木工程系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,10151096,觀光管理系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,技專校院,0027,國立高雄應用科技大學,10151096,觀光管理系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02131003,美術學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02131003,美術學系,碩士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02131003,美術學系,學士班(日間),英國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02131003,美術學系,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02151005,音樂學系,學士班(日間),芬蘭共和國,歐洲,2,0,2,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02151005,音樂學系,碩士班(日間),奧地利共和國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02151006,傳統音樂學系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02152008,戲劇學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02152008,戲劇學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02152011,劇場設計學系,學士班(日間),以色列,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02152013,舞蹈研究所,碩士班(日間),美國,北美洲,1,0,1,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02152013,舞蹈學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02191023,新媒體藝術學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0028,國立臺北藝術大學,02192025,藝術行政與管理研究所,碩士班(日間),芬蘭共和國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02111015,電影學系,學士班(日間),英國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02112023,多媒體動畫藝術學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02112023,多媒體動畫藝術學系新媒體藝術碩士班,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02112028,視覺傳達設計學系,碩士班(日間),英國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02131003,美術學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02131003,美術學系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02131003,美術學系,碩士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02131003,美術學系版畫藝術碩士班,碩士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02131005,書畫藝術學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02131005,書畫藝術學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02131005,書畫藝術學系造形藝術碩士班,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02132006,雕塑學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02141007,工藝設計學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02141007,工藝設計學系,碩士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02141007,工藝設計學系,碩士班(日間),捷克共和國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02152012,戲劇學系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02152012,戲劇學系,學士班(日間),英國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02152014,舞蹈學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02192026,藝術管理與文化政策研究所,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02199030,圖文傳播藝術學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,02199030,圖文傳播藝術學系,碩士班(日間),土耳其共和國,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,03213029,廣播電視學系,學士班(日間),香港,港澳,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,03213029,廣播電視學系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,03213029,廣播電視學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,03213029,廣播電視學系,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0029,國立臺灣藝術大學,03213029,廣播電視學系,學士班(日間),英國,歐洲,2,0,2,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,01116005,數位媒體與文教產業學系,學士班(日間),大陸地區,大陸地區,4,2,2,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,01141006,體育學系,學士班(日間),日本,其他亞洲地區,4,0,4,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,02323013,華語文學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,06131028,資訊管理學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,07141029,資訊工程學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,10141034,運動競技學士學位學程,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,10151031,文化資源與休閒產業學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,10151031,文化資源與休閒產業學系,學士班(日間),日本,其他亞洲地區,3,1,2,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,10152035,身心整合與運動休閒產業學系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
106,2,公立,一般大學,0030,國立臺東大學,10152035,身心整合與運動休閒產業學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0031,國立宜蘭大學,03111007,應用經濟與管理學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,2,公立,一般大學,0031,國立宜蘭大學,03111007,應用經濟與管理學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0031,國立宜蘭大學,03111007,應用經濟與管理學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0031,國立宜蘭大學,07211033,食品科學系,學士班(日間),大陸地區,大陸地區,3,3,0,0,0,0
106,2,公立,一般大學,0031,國立宜蘭大學,08121031,園藝學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0031,國立宜蘭大學,08211036,森林暨自然資源學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0031,國立宜蘭大學,10152038,休閒產業與健康促進學系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
106,2,公立,一般大學,0032,國立聯合大學,02323002,華語文學系,學士班(日間),泰國,東協,1,0,1,0,0,0
106,2,公立,一般大學,0032,國立聯合大學,04131011,經營管理學系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0032,國立聯合大學,04131011,經營管理學系,學士班(日間),德意志聯邦共和國,歐洲,1,1,0,0,0,0
106,2,公立,一般大學,0032,國立聯合大學,06131020,資訊工程學系,學士班(日間),法國,歐洲,2,1,1,0,0,0
106,2,公立,技專校院,0033,國立虎尾科技大學,02311001,應用外語系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0033,國立虎尾科技大學,02311001,應用外語系,學士班(日間),美國,北美洲,2,2,0,0,0,0
106,2,公立,技專校院,0033,國立虎尾科技大學,04121005,財務金融系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0033,國立虎尾科技大學,04131003,企業管理系,學士班(日間),匈牙利共和國,歐洲,1,1,0,0,0,0
106,2,公立,技專校院,0033,國立虎尾科技大學,06131008,資訊管理系,學士班(日間),俄羅斯聯邦,其他亞洲地區,1,1,0,0,0,0
106,2,公立,技專校院,0033,國立虎尾科技大學,07141011,光電工程系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0033,國立虎尾科技大學,07162018,飛機工程系,學士班(日間),加拿大,北美洲,0,0,0,27,18,9
106,2,公立,技專校院,0033,國立虎尾科技大學,07162018,飛機工程系,學士班(日間),美國,北美洲,2,2,0,0,0,0
106,2,公立,技專校院,0034,國立高雄海洋科技大學,07211039,水產食品科學系,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0034,國立高雄海洋科技大學,10151055,海洋休閒管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0035,國立臺南藝術大學,02151004,民族音樂學研究所,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0035,國立臺南藝術大學,02192022,博物館學與古物維護研究所,碩士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,01111001,教育學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,02111030,視覺藝術與設計學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,02151027,音樂學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,02152029,戲劇創作與應用學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,02152029,戲劇創作與應用學系,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,02322031,國語文學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,04131041,經營與管理學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,04131041,經營與管理學系,學士班(日間),德意志聯邦共和國,歐洲,2,0,2,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,04134040,行政管理學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,04134040,行政管理學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,05212063,生態暨環境資源學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,06131052,資訊工程學系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,07112055,材料科學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0036,國立臺南大學,07132058,綠色能源科技學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,01114044,教育經營與管理學系,學士班(日間),日本,其他亞洲地區,2,1,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,01121035,幼兒與家庭教育學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,01121035,幼兒與家庭教育學系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,01131001,教育學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,01131001,教育學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,01131001,教育學系,學士班(日間),法國,歐洲,2,0,2,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,01131001,教育學系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,01131038,數學暨資訊教育學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,01131038,數學暨資訊教育學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,01141002,體育學系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,02121014,藝術與造形設計學系,學士班(日間),日本,其他亞洲地區,4,0,4,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,02121028,文化創意產業經營學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,02121028,文化創意產業經營學系,學士班(日間),大韓民國(南韓),其他亞洲地區,3,0,3,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,02121028,文化創意產業經營學系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,02122011,數位科技設計學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,02311023,兒童英語教育學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,02311023,兒童英語教育學系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,02322018,語文與創作學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,02322018,語文與創作學系,學士班(日間),大韓民國(南韓),其他亞洲地區,3,0,3,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,03131007,心理與諮商學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,03143005,社會與區域發展學系,學士班(日間),日本,其他亞洲地區,2,1,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,03143005,社會與區域發展學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0037,國立臺北教育大學,03143005,社會與區域發展學系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,01121021,幼兒教育學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,博士班,大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,02122034,文化創意產業設計與營運學系,學士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,學士班(日間),荷蘭王國,歐洲,2,0,2,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,02321031,臺灣語文學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,04131039,國際企業學系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,04131039,國際企業學系,學士班(日間),捷克共和國,歐洲,2,0,2,0,0,0
106,2,公立,一般大學,0039,國立臺中教育大學,06131042,資訊工程學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0042,國立澎湖科技大學,10151016,觀光休閒系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,技專校院,0042,國立澎湖科技大學,10412025,航運管理系,學士班(日間),菲律賓共和國,東協,1,0,1,0,0,0
106,2,公立,技專校院,0042,國立澎湖科技大學,10412025,航運管理系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0043,國立勤益科技大學,02311001,應用英語系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0043,國立勤益科技大學,02311001,應用英語系,學士班(日間),捷克共和國,歐洲,2,0,2,0,0,0
106,2,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,2,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,2,公立,技專校院,0043,國立勤益科技大學,07191022,工業工程與管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0043,國立勤益科技大學,10151032,休閒產業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0044,國立體育大學,10141006,陸上運動技術學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,一般大學,0044,國立體育大學,10141007,技擊運動技術學系,學士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
106,2,公立,一般大學,0044,國立體育大學,10141007,技擊運動技術學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,1,0,0,0,0
106,2,公立,一般大學,0044,國立體育大學,10152015,休閒產業經營學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,2,公立,一般大學,0044,國立體育大學,10152016,體育推廣學系,學士班(日間),大陸地區,大陸地區,3,1,2,0,0,0
106,2,公立,一般大學,0044,國立體育大學,10152016,體育推廣學系,學士班(日間),大韓民國(南韓),其他亞洲地區,4,0,4,0,0,0
106,2,公立,一般大學,0044,國立體育大學,10152017,適應體育學系,學士班(日間),香港,港澳,1,0,1,0,0,0
106,2,公立,技專校院,0046,國立臺北護理健康大學,01141019,醫護教育暨數位學習系,學士班(日間),印度尼西亞共和國,東協,0,0,0,11,0,11
106,2,公立,技專校院,0046,國立臺北護理健康大學,03131002,生死與健康心理諮商系,學士班(日間),馬來西亞,東協,0,0,0,3,1,2
106,2,公立,技專校院,0046,國立臺北護理健康大學,09131009,學士後護理系,學士班(日間),印度尼西亞共和國,東協,0,0,0,2,1,1
106,2,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),印度尼西亞共和國,東協,0,0,0,7,0,7
106,2,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),大陸地區,大陸地區,0,0,0,18,0,18
106,2,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),美國,北美洲,0,0,0,2,0,2
106,2,公立,技專校院,0046,國立臺北護理健康大學,09131010,中西醫結合護理研究所,碩士班(日間),大陸地區,大陸地區,0,0,0,1,0,1
106,2,公立,技專校院,0046,國立臺北護理健康大學,09131011,助產及婦女健康照護系,學士班(日間),印度尼西亞共和國,東協,0,0,0,10,0,10
106,2,公立,技專校院,0046,國立臺北護理健康大學,09131011,助產及婦女健康照護系,學士班(日間),大陸地區,大陸地區,0,0,0,1,0,1
106,2,公立,技專校院,0046,國立臺北護理健康大學,09131011,助產及婦女健康照護系護理助產碩士班,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,0,1
106,2,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,學士班(日間),新加坡共和國,東協,0,0,0,8,0,8
106,2,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,學士班(日間),泰國,東協,0,0,0,6,0,6
106,2,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,碩士班(日間),泰國,東協,0,0,0,2,1,1
106,2,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,碩士班(日間),美國,北美洲,0,0,0,1,0,1
106,2,公立,技專校院,0046,國立臺北護理健康大學,09199015,高齡健康照護系,學士班(日間),日本,其他亞洲地區,0,0,0,4,0,4
106,2,公立,技專校院,0046,國立臺北護理健康大學,09211013,長期照護系,碩士班(日間),印度尼西亞共和國,東協,0,0,0,1,1,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,學士班(日間),泰國,東協,2,1,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,學士班(日間),英國,歐洲,6,1,5,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,學士班(日間),加拿大,北美洲,5,0,5,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,02311003,應用日語系,學士班(日間),日本,其他亞洲地區,12,3,9,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,04199010,餐旅暨會展行銷管理系,學士班(日間),加拿大,北美洲,3,0,3,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),加拿大,北美洲,8,2,6,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131004,旅館管理系,學士班(日間),美國,北美洲,4,1,3,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131005,中餐廚藝系,學士班(日間),加拿大,北美洲,2,0,2,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),英國,歐洲,2,1,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131006,西餐廚藝系,學士班(日間),加拿大,北美洲,1,0,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131007,烘焙管理系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),泰國,東協,1,0,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,1,0,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),法國,歐洲,3,2,1,0,0,0
106,2,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),美國,北美洲,1,0,1,0,0,0
