學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),進修交流國家(地區)別,進修交流國家(地區)區域別,本國學生出國進修交流至少1學期(修讀學分)以上人數小計,本國學生出國進修交流至少1學期(修讀學分)以上人數男,本國學生出國進修交流至少1學期(修讀學分)以上人數女,本國學生出國進修交流未滿1學期(修讀學分)人數小計,本國學生出國進修交流未滿1學期(修讀學分)人數男,本國學生出國進修交流未滿1學期(修讀學分)人數女
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),英國,歐洲,7,3,4,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),加拿大,北美洲,3,1,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),美國,北美洲,17,7,10,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),日本,其他亞洲地區,2,0,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),大韓民國(南韓),其他亞洲地區,2,2,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),波蘭共和國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),瑞典王國,歐洲,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),美國,北美洲,2,1,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143067,中國大陸研究所,碩士班(日間),大陸地區,大陸地區,3,1,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143068,歐洲研究所,碩士班(日間),日本,其他亞洲地區,0,0,0,1,1,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143068,歐洲研究所,碩士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143068,歐洲研究所,碩士班(日間),俄羅斯聯邦,其他亞洲地區,2,2,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143068,歐洲研究所,碩士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,碩士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),波蘭共和國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),大陸地區,大陸地區,3,1,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),日本,其他亞洲地區,3,1,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123033,保險學系,學士班(日間),大陸地區,大陸地區,2,2,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123033,保險學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123033,保險學系保險經營碩士班,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),大陸地區,大陸地區,8,1,7,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),日本,其他亞洲地區,3,0,3,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),芬蘭共和國,歐洲,2,1,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),法國,歐洲,4,3,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),美國,北美洲,38,13,25,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,0,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),俄羅斯聯邦,其他亞洲地區,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05421024,統計學系,學士班(日間),大陸地區,大陸地區,3,1,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系資訊網路與多媒體碩士班,碩士班(日間),法國,歐洲,2,0,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06132022,資訊創新與科技學系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06132022,資訊創新與科技學系,學士班(日間),英國,歐洲,4,2,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06132022,資訊創新與科技學系,學士班(日間),加拿大,北美洲,11,9,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06132022,資訊創新與科技學系,學士班(日間),美國,北美洲,42,22,20,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07111010,化學工程與材料工程學系,學士班(日間),大韓民國(南韓),其他亞洲地區,0,0,0,1,1,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07111010,化學工程與材料工程學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07122009,水資源及環境工程學系,學士班(日間),日本,其他亞洲地區,0,0,0,1,0,1
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,碩士班(日間),日本,其他亞洲地區,2,2,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,博士班,日本,其他亞洲地區,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系機器人工程碩士班,碩士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,學士班(日間),大陸地區,大陸地區,2,2,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,碩士班(日間),西班牙王國,歐洲,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),澳大利亞,其他亞洲地區,23,7,16,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),紐西蘭,其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),阿拉伯聯合大公國,其他亞洲地區,9,1,8,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),波蘭共和國,歐洲,6,0,6,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),英國,歐洲,6,2,4,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),加拿大,北美洲,4,3,1,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),美國,北美洲,24,7,17,0,0,0
106,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),大陸地區,大陸地區,3,2,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),澳大利亞,其他亞洲地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),大陸地區,大陸地區,2,2,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02231081,哲學系,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02311010,韓國語文學系,學士班(日間),大韓民國(南韓),其他亞洲地區,44,2,42,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,學士班(日間),俄羅斯聯邦,其他亞洲地區,13,2,11,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),日本,其他亞洲地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),日本,其他亞洲地區,32,7,25,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),大韓民國(南韓),其他亞洲地區,4,1,3,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,碩士班(日間),日本,其他亞洲地區,3,2,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,學士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02311079,德國語文學系,學士班(日間),德意志聯邦共和國,歐洲,14,5,9,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),法國,歐洲,3,0,3,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),大陸地區,大陸地區,2,1,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03121061,政治學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),大陸地區,大陸地區,3,3,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),澳大利亞,其他亞洲地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03199049,勞工關係學系,學士班(日間),大陸地區,大陸地區,4,0,4,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03199049,勞工關係學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),大陸地區,大陸地區,5,0,5,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03211101,資訊傳播學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03211101,資訊傳播學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04111065,會計學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),大陸地區,大陸地區,4,1,3,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),美國,北美洲,4,2,2,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),大陸地區,大陸地區,2,2,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,博士班,大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),大韓民國(南韓),其他亞洲地區,3,1,2,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),大陸地區,大陸地區,3,0,3,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),大陸地區,大陸地區,4,2,2,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),澳大利亞,其他亞洲地區,2,0,2,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),大韓民國(南韓),其他亞洲地區,3,0,3,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),比利時王國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),比利時王國,歐洲,2,1,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),法國,歐洲,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),西班牙王國,歐洲,4,0,4,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04211020,法律學系,學士班(日間),大陸地區,大陸地區,5,4,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04211020,法律學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04211020,法律學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,04211020,法律學系,學士班(日間),美國,北美洲,2,1,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,05311026,化學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,05322097,大氣科學系,學士班(日間),大陸地區,大陸地區,2,2,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,05411114,應用數學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,06134006,資訊管理學系,學士班(日間),大陸地區,大陸地區,3,1,2,0,0,0
106,1,私立,一般大學,1006,中國文化大學,06134006,資訊管理學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,07141115,光電物理學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,07151107,機械工程學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,07192108,紡織工程學系,學士班(日間),大陸地區,大陸地區,2,2,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,07192108,紡織工程學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,學士班(日間),大陸地區,大陸地區,7,2,5,0,0,0
106,1,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
106,1,私立,一般大學,1006,中國文化大學,08121106,園藝暨生物技術學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,09231082,社會福利學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),大韓民國(南韓),其他亞洲地區,2,0,2,0,0,0
106,1,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),美國,北美洲,2,1,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),美國,北美洲,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),越南社會主義共和國,東協,0,0,0,2,0,2
106,1,私立,一般大學,1007,逢甲大學,03111009,經濟學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),越南社會主義共和國,東協,0,0,0,3,0,3
106,1,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),大陸地區,大陸地區,5,2,3,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04111017,會計學系,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),越南社會主義共和國,東協,0,0,0,1,0,1
106,1,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),越南社會主義共和國,東協,0,0,0,2,1,1
106,1,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),越南社會主義共和國,東協,0,0,0,1,0,1
106,1,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),大陸地區,大陸地區,3,2,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),法國,歐洲,1,1,0,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),澳大利亞,其他亞洲地區,3,1,2,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),法國,歐洲,2,0,2,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),荷蘭王國,歐洲,3,0,3,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),英國,歐洲,7,1,6,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04131021,國際企業管理學士學位學程(英語專班),學士班(日間),美國,北美洲,6,2,4,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),越南社會主義共和國,東協,0,0,0,1,0,1
106,1,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),大陸地區,大陸地區,2,0,2,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04134097,公共事務與社會創新研究所,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),越南社會主義共和國,東協,0,0,0,2,0,2
106,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),大陸地區,大陸地區,4,2,2,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),日本,其他亞洲地區,2,1,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),美國,北美洲,2,0,2,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141033,行銷學系,學士班(日間),越南社會主義共和國,東協,0,0,0,2,1,1
106,1,私立,一般大學,1007,逢甲大學,04141033,行銷學系,學士班(日間),大陸地區,大陸地區,34,5,29,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141033,行銷學系,學士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141033,行銷學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141033,行銷學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141033,行銷學系,學士班(日間),法國,歐洲,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04141033,行銷學系,學士班(日間),美國,北美洲,2,1,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04199036,科技管理碩士學位學程,碩士班(日間),大陸地區,大陸地區,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,04199036,科技管理碩士學位學程,碩士班(日間),美國,北美洲,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0
106,1,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),大陸地區,大陸地區,3,2,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),越南社會主義共和國,東協,0,0,0,1,0,1
106,1,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1,0,1,0,0,0
106,1,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,學士班(日間),美國,北美洲,1,1,0,0,0,0
