學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),科目類別,必選修,每學期課程開課數,課程數-上課人數達100至199人,課程數-上課人數達200人以上
109,1,私立,技專校院,1055,中華醫事科技大學,二專(日間),通識科目,必修,3,0,0
109,1,私立,技專校院,1055,中華醫事科技大學,二專(日間),專業科目,選修,4,0,0
109,1,私立,技專校院,1055,中華醫事科技大學,二專(日間),專業科目,必修,4,0,0
109,1,私立,技專校院,1055,中華醫事科技大學,學士班(日間),通識科目,選修,7,0,0
109,1,私立,技專校院,1055,中華醫事科技大學,學士班(日間),通識科目,必修,118,0,0
109,1,私立,技專校院,1055,中華醫事科技大學,學士班(日間),專業科目,選修,194,0,0
109,1,私立,技專校院,1055,中華醫事科技大學,學士班(日間),專業科目,必修,401,1,0
109,1,私立,技專校院,1055,中華醫事科技大學,五專,通識科目,必修,240,0,0
109,1,私立,技專校院,1055,中華醫事科技大學,五專,專業科目,選修,177,1,0
109,1,私立,技專校院,1055,中華醫事科技大學,五專,專業科目,必修,233,0,2
109,2,私立,技專校院,1055,中華醫事科技大學,學士班(日間),通識科目,選修,6,0,0
109,2,私立,技專校院,1055,中華醫事科技大學,學士班(日間),通識科目,必修,92,2,0
109,2,私立,技專校院,1055,中華醫事科技大學,學士班(日間),專業科目,選修,221,0,0
109,2,私立,技專校院,1055,中華醫事科技大學,學士班(日間),專業科目,必修,352,0,0
109,2,私立,技專校院,1055,中華醫事科技大學,五專,通識科目,必修,216,0,0
109,2,私立,技專校院,1055,中華醫事科技大學,五專,專業科目,選修,170,0,0
109,2,私立,技專校院,1055,中華醫事科技大學,五專,專業科目,必修,275,0,0
109,1,私立,技專校院,1056,東南科技大學,學士班(日間),共同科目,必修,179,0,0
109,1,私立,技專校院,1056,東南科技大學,學士班(日間),通識科目,選修,25,0,0
109,1,私立,技專校院,1056,東南科技大學,學士班(日間),專業科目,選修,205,1,0
109,1,私立,技專校院,1056,東南科技大學,學士班(日間),專業科目,必修,423,0,0
109,2,私立,技專校院,1056,東南科技大學,學士班(日間),共同科目,必修,170,0,0
109,2,私立,技專校院,1056,東南科技大學,學士班(日間),通識科目,必修,18,0,0
109,2,私立,技專校院,1056,東南科技大學,學士班(日間),專業科目,選修,240,0,0
109,2,私立,技專校院,1056,東南科技大學,學士班(日間),專業科目,必修,408,0,0
109,1,私立,技專校院,1057,德明財經科技大學,學士班(日間),共同科目,必修,477,0,0
109,1,私立,技專校院,1057,德明財經科技大學,學士班(日間),通識科目,必修,65,0,0
109,1,私立,技專校院,1057,德明財經科技大學,學士班(日間),專業科目,選修,305,0,0
109,1,私立,技專校院,1057,德明財經科技大學,學士班(日間),專業科目,必修,720,0,0
109,2,私立,技專校院,1057,德明財經科技大學,學士班(日間),共同科目,必修,438,0,0
109,2,私立,技專校院,1057,德明財經科技大學,學士班(日間),通識科目,必修,46,0,0
109,2,私立,技專校院,1057,德明財經科技大學,學士班(日間),專業科目,選修,302,0,0
109,2,私立,技專校院,1057,德明財經科技大學,學士班(日間),專業科目,必修,664,0,0
109,1,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),專業科目,選修,139,0,0
109,1,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),專業科目,必修,132,0,0
109,2,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),專業科目,選修,145,0,0
109,2,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),專業科目,必修,112,0,0
109,1,私立,技專校院,1060,南開科技大學,學士班(日間),共同科目,必修,38,0,0
109,1,私立,技專校院,1060,南開科技大學,學士班(日間),通識科目,選修,17,0,0
109,1,私立,技專校院,1060,南開科技大學,學士班(日間),通識科目,必修,40,0,0
109,1,私立,技專校院,1060,南開科技大學,學士班(日間),專業科目,選修,196,1,0
109,1,私立,技專校院,1060,南開科技大學,學士班(日間),專業科目,必修,174,1,0
109,1,私立,技專校院,1060,南開科技大學,五專,共同科目,必修,50,0,0
109,1,私立,技專校院,1060,南開科技大學,五專,通識科目,選修,1,0,0
109,1,私立,技專校院,1060,南開科技大學,五專,專業科目,選修,31,0,0
109,1,私立,技專校院,1060,南開科技大學,五專,專業科目,必修,91,0,0
109,2,私立,技專校院,1060,南開科技大學,學士班(日間),共同科目,必修,28,0,0
109,2,私立,技專校院,1060,南開科技大學,學士班(日間),通識科目,選修,26,0,0
109,2,私立,技專校院,1060,南開科技大學,學士班(日間),通識科目,必修,43,1,1
109,2,私立,技專校院,1060,南開科技大學,學士班(日間),專業科目,選修,176,0,0
109,2,私立,技專校院,1060,南開科技大學,學士班(日間),專業科目,必修,145,0,0
109,2,私立,技專校院,1060,南開科技大學,五專,共同科目,必修,58,0,0
109,2,私立,技專校院,1060,南開科技大學,五專,通識科目,選修,1,0,0
109,2,私立,技專校院,1060,南開科技大學,五專,通識科目,必修,5,0,0
109,2,私立,技專校院,1060,南開科技大學,五專,專業科目,選修,40,0,0
109,2,私立,技專校院,1060,南開科技大學,五專,專業科目,必修,72,0,0
109,1,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),共同科目,選修,5,0,0
109,1,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),共同科目,必修,53,0,0
109,1,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),通識科目,選修,18,0,0
109,1,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),通識科目,必修,45,0,0
109,1,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),專業科目,選修,184,0,0
109,1,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),專業科目,必修,298,0,0
109,2,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),通識科目,選修,18,0,0
109,2,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),通識科目,必修,76,0,0
109,2,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),專業科目,選修,233,0,0
109,2,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),專業科目,必修,258,0,0
109,1,私立,技專校院,1062,僑光科技大學,學士班(日間),共同科目,選修,29,0,0
109,1,私立,技專校院,1062,僑光科技大學,學士班(日間),共同科目,必修,1,0,0
109,1,私立,技專校院,1062,僑光科技大學,學士班(日間),通識科目,選修,84,0,0
109,1,私立,技專校院,1062,僑光科技大學,學士班(日間),專業科目,選修,270,0,0
109,1,私立,技專校院,1062,僑光科技大學,學士班(日間),專業科目,必修,581,0,0
109,2,私立,技專校院,1062,僑光科技大學,學士班(日間),共同科目,選修,29,0,0
109,2,私立,技專校院,1062,僑光科技大學,學士班(日間),通識科目,選修,84,0,0
109,2,私立,技專校院,1062,僑光科技大學,學士班(日間),專業科目,選修,334,1,0
109,2,私立,技專校院,1062,僑光科技大學,學士班(日間),專業科目,必修,519,0,0
109,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),共同科目,選修,2,0,0
109,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),共同科目,必修,49,5,0
109,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),通識科目,選修,24,2,0
109,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),專業科目,選修,91,0,0
109,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),專業科目,必修,128,0,0
109,2,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),共同科目,選修,1,0,0
109,2,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),共同科目,必修,64,2,0
109,2,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),通識科目,選修,22,2,0
109,2,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),專業科目,選修,103,0,0
109,2,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),專業科目,必修,111,0,0
109,1,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),通識科目,必修,21,0,0
109,1,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),專業科目,選修,113,0,0
109,1,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),專業科目,必修,315,0,0
109,1,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,共同科目,選修,8,0,0
109,1,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,共同科目,必修,116,0,0
109,1,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,專業科目,選修,37,0,0
109,1,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,專業科目,必修,271,0,0
109,2,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),通識科目,必修,30,1,0
109,2,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),專業科目,選修,138,0,0
109,2,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),專業科目,必修,266,0,0
109,2,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,共同科目,選修,10,0,0
109,2,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,共同科目,必修,117,0,0
109,2,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,專業科目,選修,58,0,0
109,2,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,專業科目,必修,238,0,0
109,1,私立,技專校院,1065,吳鳳科技大學,學士班(日間),共同科目,選修,5,0,0
109,1,私立,技專校院,1065,吳鳳科技大學,學士班(日間),共同科目,必修,85,0,0
109,1,私立,技專校院,1065,吳鳳科技大學,學士班(日間),通識科目,選修,97,0,0
109,1,私立,技專校院,1065,吳鳳科技大學,學士班(日間),專業科目,選修,185,0,0
109,1,私立,技專校院,1065,吳鳳科技大學,學士班(日間),專業科目,必修,306,0,0
109,2,私立,技專校院,1065,吳鳳科技大學,學士班(日間),共同科目,選修,4,0,0
109,2,私立,技專校院,1065,吳鳳科技大學,學士班(日間),共同科目,必修,69,0,0
109,2,私立,技專校院,1065,吳鳳科技大學,學士班(日間),通識科目,選修,85,0,0
109,2,私立,技專校院,1065,吳鳳科技大學,學士班(日間),專業科目,選修,163,0,0
109,2,私立,技專校院,1065,吳鳳科技大學,學士班(日間),專業科目,必修,244,0,0
109,1,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),共同科目,必修,17,0,0
109,1,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),通識科目,選修,2,0,0
109,1,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),通識科目,必修,99,0,0
109,1,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),專業科目,選修,90,0,0
109,1,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),專業科目,必修,262,0,0
109,2,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),共同科目,必修,17,0,0
109,2,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),通識科目,選修,4,0,0
109,2,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),通識科目,必修,86,0,0
109,2,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),專業科目,選修,110,0,0
109,2,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),專業科目,必修,233,0,0
109,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),共同科目,必修,21,0,0
109,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),通識科目,選修,14,0,0
109,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),通識科目,必修,45,0,0
109,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),專業科目,選修,88,0,0
109,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),專業科目,必修,106,0,0
109,2,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),共同科目,必修,15,0,0
109,2,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),通識科目,選修,13,0,0
109,2,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),通識科目,必修,33,0,0
109,2,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),專業科目,選修,84,0,0
109,2,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),專業科目,必修,104,0,0
109,1,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),共同科目,必修,33,1,0
109,1,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),專業科目,選修,102,0,0
109,1,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),專業科目,必修,111,0,0
109,2,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),共同科目,必修,18,0,0
109,2,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),專業科目,選修,95,0,0
109,2,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),專業科目,必修,106,0,0
109,1,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),共同科目,必修,37,0,0
109,1,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),通識科目,選修,12,0,0
109,1,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),通識科目,必修,152,0,0
109,1,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),專業科目,選修,112,0,0
109,1,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),專業科目,必修,387,0,0
109,2,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),共同科目,必修,31,0,0
109,2,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),通識科目,選修,14,0,0
109,2,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),通識科目,必修,134,0,0
109,2,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),專業科目,選修,120,0,0
109,2,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),專業科目,必修,359,0,0
109,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),共同科目,必修,154,0,0
109,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),通識科目,選修,85,1,0
109,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),專業科目,選修,275,1,0
109,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),專業科目,必修,379,5,0
109,2,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),共同科目,必修,137,2,0
109,2,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),通識科目,選修,58,3,0
109,2,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),專業科目,選修,279,11,0
109,2,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),專業科目,必修,272,0,0
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),通識科目,選修,15,5,9
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),通識科目,必修,270,0,0
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),專業科目,選修,190,25,0
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),專業科目,必修,522,15,4
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,共同科目,必修,56,0,0
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,通識科目,選修,4,3,0
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,通識科目,必修,33,0,0
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,專業科目,選修,38,0,0
109,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,專業科目,必修,156,0,0
109,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),通識科目,選修,16,3,11
109,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),通識科目,必修,281,0,0
109,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),專業科目,選修,203,11,0
109,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),專業科目,必修,500,15,3
109,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,共同科目,必修,56,0,0
109,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,通識科目,選修,4,0,0
109,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,通識科目,必修,30,0,0
109,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,專業科目,選修,42,0,0
109,2,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,專業科目,必修,145,0,0
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),共同科目,選修,14,0,0
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),共同科目,必修,12,0,0
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),通識科目,選修,4,0,0
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),通識科目,必修,4,0,0
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),專業科目,選修,31,0,0
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),專業科目,必修,29,0,0
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,共同科目,必修,25,0,0
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,專業科目,選修,58,0,0
109,1,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,專業科目,必修,82,0,0
109,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),共同科目,選修,20,0,0
109,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),共同科目,必修,10,0,0
109,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),通識科目,選修,7,0,0
109,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),通識科目,必修,2,0,0
109,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),專業科目,選修,42,0,0
109,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,學士班(日間),專業科目,必修,18,0,0
109,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,共同科目,必修,20,0,0
109,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,專業科目,選修,49,0,0
109,2,私立,技專校院,1072,大華學校財團法人敏實科技大學,五專,專業科目,必修,59,0,0
109,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),通識科目,選修,2,0,0
109,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),通識科目,必修,258,0,0
109,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),專業科目,選修,470,1,0
109,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),專業科目,必修,274,0,0
109,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,共同科目,必修,22,0,0
109,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,專業科目,選修,64,0,0
109,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,專業科目,必修,117,0,0
109,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),通識科目,選修,1,0,0
109,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),通識科目,必修,254,0,0
109,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),專業科目,選修,454,3,0
109,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),專業科目,必修,241,1,0
109,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,共同科目,必修,23,0,0
109,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,專業科目,選修,71,0,0
109,2,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,專業科目,必修,105,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),共同科目,選修,117,4,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),共同科目,必修,275,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),通識科目,必修,48,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),專業科目,選修,387,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),專業科目,必修,503,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,共同科目,選修,11,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,共同科目,必修,209,0,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,專業科目,選修,35,1,0
109,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,專業科目,必修,145,0,0
109,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),共同科目,選修,77,2,0
109,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),共同科目,必修,273,0,0
109,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),通識科目,必修,52,0,0
109,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),專業科目,選修,405,1,0
109,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),專業科目,必修,498,0,0
109,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,共同科目,選修,11,0,0
109,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,共同科目,必修,208,0,0
109,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,專業科目,選修,32,0,0
109,2,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,專業科目,必修,145,0,0
109,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),共同科目,選修,3,0,0
109,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),共同科目,必修,40,0,0
109,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),通識科目,必修,15,0,0
109,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),專業科目,選修,149,0,0
109,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),專業科目,必修,134,0,0
109,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,共同科目,必修,71,0,0
109,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,專業科目,選修,36,0,0
109,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,專業科目,必修,86,0,0
109,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),共同科目,選修,4,0,0
109,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),共同科目,必修,42,0,0
109,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),通識科目,必修,15,0,0
109,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),專業科目,選修,138,0,0
109,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),專業科目,必修,105,0,0
109,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,共同科目,必修,80,0,0
109,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,專業科目,選修,21,0,0
109,2,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,專業科目,必修,71,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,二專(日間),通識科目,選修,2,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,二專(日間),通識科目,必修,2,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,二專(日間),專業科目,選修,4,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,二專(日間),專業科目,必修,6,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),共同科目,選修,3,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),共同科目,必修,45,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),通識科目,選修,23,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),通識科目,必修,15,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),專業科目,選修,66,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),專業科目,必修,211,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,共同科目,選修,4,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,共同科目,必修,96,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,通識科目,選修,23,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,專業科目,選修,10,0,0
109,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,專業科目,必修,170,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),共同科目,選修,4,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),共同科目,必修,50,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),通識科目,選修,17,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),通識科目,必修,21,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),專業科目,選修,77,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),專業科目,必修,252,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,共同科目,選修,7,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,共同科目,必修,123,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,通識科目,選修,24,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,專業科目,選修,13,0,0
109,2,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,專業科目,必修,220,0,0
109,1,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),共同科目,必修,63,0,0
109,1,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),通識科目,必修,6,0,0
109,1,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),專業科目,選修,317,10,0
109,1,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),專業科目,必修,590,5,0
109,1,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,共同科目,必修,29,0,0
109,1,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,專業科目,選修,54,0,0
109,1,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,專業科目,必修,251,0,0
109,2,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),共同科目,必修,73,6,0
109,2,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),專業科目,選修,361,13,0
109,2,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),專業科目,必修,455,0,0
109,2,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,共同科目,必修,29,0,0
109,2,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,專業科目,選修,64,0,0
109,2,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,專業科目,必修,250,0,0
109,1,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(日間),共同科目,必修,13,0,0
109,1,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(日間),通識科目,必修,11,0,0
109,1,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(日間),專業科目,選修,4,0,0
109,1,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(日間),專業科目,必修,14,0,0
