,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,男,女,總計
,104,私立,一般大學,1022,大同大學,460102,應用數學學系,學士班(日間),1,0,1
,104,私立,一般大學,1022,大同大學,520101,電機工程學系,學士班(日間),20,1,21
,104,私立,一般大學,1022,大同大學,520114,資訊工程學系,學士班(日間),23,2,25
,104,私立,一般大學,1022,大同大學,520201,機械工程學系,學士班(日間),16,1,17
,104,私立,一般大學,1022,大同大學,520401,化學工程學系,學士班(日間),20,3,23
,104,私立,一般大學,1022,大同大學,520501,材料工程學系,學士班(日間),16,2,18
,104,私立,一般大學,1022,大同大學,521101,生物工程學系,學士班(日間),3,3,6
,104,私立,一般大學,1027,慈濟大學,140402,兒童發展與家庭教育學系,學士班(日間),3,8,11
,104,私立,一般大學,1027,慈濟大學,220310,英美語文學系,學士班(日間),1,7,8
,104,私立,一般大學,1027,慈濟大學,220319,東方語文學系,學士班(日間),15,14,29
,104,私立,一般大學,1027,慈濟大學,221002,人類發展學系,學士班(日間),6,4,10
,104,私立,一般大學,1027,慈濟大學,320102,傳播學系,學士班(日間),2,5,7
,104,私立,一般大學,1027,慈濟大學,420103,生命科學系,學士班(日間),1,8,9
,104,私立,一般大學,1027,慈濟大學,420318,分子生物暨人類遺傳學系,學士班(日間),2,6,8
,104,私立,一般大學,1027,慈濟大學,720101,醫學系,學士班(日間),2,0,2
,104,私立,一般大學,1027,慈濟大學,720201,公共衛生學系,學士班(日間),0,8,8
,104,私立,一般大學,1027,慈濟大學,720401,物理治療學系,學士班(日間),5,3,8
,104,私立,一般大學,1027,慈濟大學,720601,護理學系,學士班(日間),1,2,3
,104,私立,一般大學,1027,慈濟大學,720714,醫學資訊學系,學士班(日間),13,3,16
,104,私立,一般大學,1027,慈濟大學,760301,社會工作學系,學士班(日間),2,3,5
,104,私立,一般大學,1028,臺北醫學大學,340901,醫務管理學系,學士班(日間),1,6,7
,104,私立,一般大學,1028,臺北醫學大學,720101,醫學系,學士班(日間),1,2,3
,104,私立,一般大學,1028,臺北醫學大學,720201,公共衛生學系,學士班(日間),3,10,13
,104,私立,一般大學,1028,臺北醫學大學,720301,藥學系,學士班(日間),11,4,15
,104,私立,一般大學,1028,臺北醫學大學,720504,保健營養學系,學士班(日間),5,4,9
,104,私立,一般大學,1028,臺北醫學大學,720601,護理學系,學士班(日間),5,1,6
,104,私立,一般大學,1028,臺北醫學大學,720601,護理學系,學士班(進修),0,4,4
,104,私立,一般大學,1028,臺北醫學大學,720613,呼吸治療學系,學士班(日間),3,2,5
,104,私立,一般大學,1028,臺北醫學大學,720708,醫學檢驗暨生物技術學系,學士班(日間),4,2,6
,104,私立,一般大學,1028,臺北醫學大學,720801,牙醫學系,學士班(日間),4,0,4
,104,私立,一般大學,1028,臺北醫學大學,720803,牙體技術學系,學士班(日間),4,1,5
,104,私立,一般大學,1028,臺北醫學大學,760219,高齡健康管理學系,學士班(日間),3,13,16
,104,私立,一般大學,1029,中山醫學大學,220102,台灣語文學系,學士班(日間),2,2,4
,104,私立,一般大學,1029,中山醫學大學,220706,應用外國語言學系,學士班(日間),1,0,1
,104,私立,一般大學,1029,中山醫學大學,220706,應用外國語言學系,學士班(進修),2,3,5
,104,私立,一般大學,1029,中山醫學大學,310501,心理學系,學士班(日間),3,2,5
,104,私立,一般大學,1029,中山醫學大學,340907,醫療產業科技管理學系,學士班(進修),5,2,7
,104,私立,一般大學,1029,中山醫學大學,420503,生物醫學科學學系,學士班(日間),10,6,16
,104,私立,一般大學,1029,中山醫學大學,449910,醫學應用化學系,學士班(日間),3,2,5
,104,私立,一般大學,1029,中山醫學大學,720101,醫學系,學士班(日間),1,0,1
,104,私立,一般大學,1029,中山醫學大學,720201,公共衛生學系,學士班(日間),3,2,5
,104,私立,一般大學,1029,中山醫學大學,720209,職業安全衛生學系,學士班(日間),2,2,4
,104,私立,一般大學,1029,中山醫學大學,720401,物理治療學系,學士班(日間),5,11,16
,104,私立,一般大學,1029,中山醫學大學,720402,職能治療學系,學士班(日間),5,3,8
,104,私立,一般大學,1029,中山醫學大學,720404,語言治療與聽力學系,學士班(日間),0,7,7
,104,私立,一般大學,1029,中山醫學大學,720507,營養學系,學士班(日間),2,1,3
,104,私立,一般大學,1029,中山醫學大學,720601,護理學系,學士班(日間),6,12,18
,104,私立,一般大學,1029,中山醫學大學,720708,醫學檢驗暨生物技術學系,學士班(日間),4,9,13
,104,私立,一般大學,1029,中山醫學大學,720712,醫學影像暨放射科學系,學士班(日間),5,9,14
,104,私立,一般大學,1029,中山醫學大學,720713,視光學系,學士班(日間),15,11,26
,104,私立,一般大學,1029,中山醫學大學,720713,視光學系,學士班(進修),1,0,1
,104,私立,一般大學,1029,中山醫學大學,720714,醫學資訊學系,學士班(日間),4,0,4
,104,私立,一般大學,1029,中山醫學大學,720714,醫學資訊學系,學士班(進修),1,0,1
,104,私立,一般大學,1029,中山醫學大學,720801,牙醫學系,學士班(日間),4,0,4
,104,私立,一般大學,1029,中山醫學大學,760303,醫學社會暨社會工作學系,學士班(日間),5,5,10
,104,私立,一般大學,1029,中山醫學大學,810107,健康餐飲暨產業管理學系,學士班(日間),3,3,6
,104,私立,一般大學,1029,中山醫學大學,810107,健康餐飲暨產業管理學系,學士班(進修),3,2,5
,104,私立,一般大學,1033,長榮大學,210101,美術學系,學士班(日間),2,3,5
,104,私立,一般大學,1033,長榮大學,210101,美術學系,學士班(進修),0,1,1
,104,私立,一般大學,1033,長榮大學,210104,書畫藝術學系,學士班(日間),0,1,1
,104,私立,一般大學,1033,長榮大學,220321,應用日語學系,學士班(日間),1,7,8
,104,私立,一般大學,1033,長榮大學,220321,應用日語學系,學士班(進修),2,2,4
,104,私立,一般大學,1033,長榮大學,220501,翻譯學系,學士班(日間),9,16,25
,104,私立,一般大學,1033,長榮大學,220807,神學系,學士班(日間),12,1,13
,104,私立,一般大學,1033,長榮大學,221105,應用哲學系,學士班(日間),15,7,22
,104,私立,一般大學,1033,長榮大學,221105,應用哲學系,學士班(進修),2,1,3
,104,私立,一般大學,1033,長榮大學,230204,媒體設計科技學系,學士班(日間),6,7,13
,104,私立,一般大學,1033,長榮大學,230204,媒體設計科技學系,學士班(進修),2,0,2
,104,私立,一般大學,1033,長榮大學,310519,健康心理學系,學士班(日間),14,8,22
,104,私立,一般大學,1033,長榮大學,320101,大眾傳播學系,學士班(日間),7,4,11
,104,私立,一般大學,1033,長榮大學,340201,會計資訊學系,學士班(日間),14,8,22
,104,私立,一般大學,1033,長榮大學,340301,企業管理學系,學士班(日間),24,4,28
,104,私立,一般大學,1033,長榮大學,340307,國際企業學系,學士班(日間),18,9,27
,104,私立,一般大學,1033,長榮大學,340501,財務金融學系,學士班(日間),10,3,13
,104,私立,一般大學,1033,長榮大學,340501,財務金融學系,學士班(進修),2,2,4
,104,私立,一般大學,1033,長榮大學,340901,醫務管理學系,學士班(日間),0,8,8
,104,私立,一般大學,1033,長榮大學,349901,科技管理學位學程,學士班(日間),1,2,3
,104,私立,一般大學,1033,長榮大學,420302,生物科技學系,學士班(日間),6,2,8
,104,私立,一般大學,1033,長榮大學,480109,資訊管理學系,學士班(日間),22,1,23
,104,私立,一般大學,1033,長榮大學,480525,數位內容創作學士學位學程,學士班(日間),1,4,5
,104,私立,一般大學,1033,長榮大學,520114,資訊工程學系,學士班(日間),13,1,14
,104,私立,一般大學,1033,長榮大學,521305,科技工程與管理學系,學士班(日間),8,1,9
,104,私立,一般大學,1033,長榮大學,580304,土地管理與開發學系,學士班(日間),12,0,12
,104,私立,一般大學,1033,長榮大學,720209,職業安全與衛生學系,學士班(日間),7,0,7
,104,私立,一般大學,1033,長榮大學,720504,保健營養學系,學士班(日間),5,1,6
,104,私立,一般大學,1033,長榮大學,720601,護理學系,學士班(日間),2,1,3
,104,私立,一般大學,1033,長榮大學,760301,社會工作學系,學士班(日間),6,9,15
,104,私立,一般大學,1033,長榮大學,810255,觀光與餐飲管理學系,學士班(日間),2,0,2
,104,私立,一般大學,1033,長榮大學,810302,運動競技學系,學士班(日間),26,1,27
,104,私立,一般大學,1033,長榮大學,810302,運動競技學系,學士班(進修),4,1,5
,104,私立,一般大學,1033,長榮大學,840106,航運管理學系,學士班(日間),10,5,15
,104,私立,一般大學,1035,中國醫藥大學,340609,健康風險管理學系,學士班(日間),2,3,5
,104,私立,一般大學,1035,中國醫藥大學,340901,醫務管理學系,學士班(日間),1,2,3
,104,私立,一般大學,1035,中國醫藥大學,420302,生物科技學系,學士班(日間),5,5,10
,104,私立,一般大學,1035,中國醫藥大學,720101,醫學系,學士班(日間),5,2,7
,104,私立,一般大學,1035,中國醫藥大學,720104,中醫學系,學士班(日間),6,0,6
,104,私立,一般大學,1035,中國醫藥大學,720201,公共衛生學系,學士班(日間),1,2,3
,104,私立,一般大學,1035,中國醫藥大學,720209,職業安全與衛生學系,學士班(日間),0,1,1
,104,私立,一般大學,1035,中國醫藥大學,720301,藥學系,學士班(日間),4,4,8
,104,私立,一般大學,1035,中國醫藥大學,720315,藥用化妝品學系,學士班(日間),2,4,6
,104,私立,一般大學,1035,中國醫藥大學,720324,中國藥學暨中藥資源學系,學士班(日間),5,8,13
,104,私立,一般大學,1035,中國醫藥大學,720401,物理治療學系,學士班(日間),7,2,9
,104,私立,一般大學,1035,中國醫藥大學,720407,運動醫學系,學士班(日間),13,16,29
,104,私立,一般大學,1035,中國醫藥大學,720507,營養學系,學士班(日間),3,0,3
,104,私立,一般大學,1035,中國醫藥大學,720601,護理學系,學士班(日間),1,1,2
,104,私立,一般大學,1035,中國醫藥大學,720708,醫學檢驗生物技術學系,學士班(日間),1,2,3
,104,私立,一般大學,1035,中國醫藥大學,720712,生物醫學影像暨放射科學學系,學士班(日間),3,2,5
,104,私立,一般大學,1035,中國醫藥大學,720801,牙醫學系,學士班(日間),1,1,2
,104,私立,一般大學,1035,中國醫藥大學,720804,口腔衛生學系,學士班(日間),0,2,2
,104,私立,一般大學,1039,玄奘大學,210522,影劇藝術學系,學士班(日間),5,2,7
,104,私立,一般大學,1039,玄奘大學,210709,藝術與創意設計學系,學士班(日間),4,2,6
,104,私立,一般大學,1039,玄奘大學,220201,中國語文學系,學士班(日間),0,1,1
,104,私立,一般大學,1039,玄奘大學,220303,應用外語學系,學士班(日間),7,7,14
,104,私立,一般大學,1039,玄奘大學,220303,應用外語學系,學士班(進修),7,7,14
,104,私立,一般大學,1039,玄奘大學,220802,宗教與文化學系,學士班(日間),4,0,4
,104,私立,一般大學,1039,玄奘大學,230104,時尚設計學系,學士班(日間),3,5,8
,104,私立,一般大學,1039,玄奘大學,230201,視覺傳達設計學系,學士班(日間),15,14,29
,104,私立,一般大學,1039,玄奘大學,230201,視覺傳達設計學系,學士班(進修),6,10,16
,104,私立,一般大學,1039,玄奘大學,310501,應用心理學系,學士班(日間),11,7,18
,104,私立,一般大學,1039,玄奘大學,310501,應用心理學系,學士班(進修),4,6,10
,104,私立,一般大學,1039,玄奘大學,320101,大眾傳播學系,學士班(日間),13,10,23
,104,私立,一般大學,1039,玄奘大學,320101,大眾傳播學系,學士班(進修),11,7,18
,104,私立,一般大學,1039,玄奘大學,320206,廣播與電視新聞學系,學士班(日間),2,1,3
,104,私立,一般大學,1039,玄奘大學,320602,圖書資訊學系,學士班(日間),1,0,1
,104,私立,一般大學,1039,玄奘大學,340301,企業管理學系,學士班(日間),12,2,14
,104,私立,一般大學,1039,玄奘大學,340301,企業管理學系,學士班(進修),10,16,26
,104,私立,一般大學,1039,玄奘大學,380101,法律學系,學士班(日間),14,5,19
,104,私立,一般大學,1039,玄奘大學,380101,法律學系,學士班(進修),4,1,5
,104,私立,一般大學,1039,玄奘大學,480109,資訊管理學系,學士班(日間),9,0,9
,104,私立,一般大學,1039,玄奘大學,760309,社會福利與社會工作學系,學士班(日間),3,4,7
,104,私立,一般大學,1039,玄奘大學,760309,社會福利與社會工作學系,學士班(進修),4,6,10
,104,私立,一般大學,1039,玄奘大學,810102,餐旅管理學系,學士班(日間),2,3,5
,104,私立,一般大學,1039,玄奘大學,819907,生命禮儀學位學程,學士班(進修),1,3,4
,104,私立,一般大學,1048,亞洲大學,140401,幼兒教育學系,學士班(日間),3,4,7
,104,私立,一般大學,1048,亞洲大學,220301,外國語文學系,學士班(日間),7,8,15
,104,私立,一般大學,1048,亞洲大學,230104,時尚設計學系,學士班(日間),7,6,13
,104,私立,一般大學,1048,亞洲大學,230201,視覺傳達設計學系,學士班(日間),9,16,25
,104,私立,一般大學,1048,亞洲大學,230203,數位媒體設計學系,學士班(日間),23,7,30
,104,私立,一般大學,1048,亞洲大學,230309,創意商品設計學系,學士班(日間),13,5,18
,104,私立,一般大學,1048,亞洲大學,230309,創意商品設計學系,學士班(進修),7,2,9
,104,私立,一般大學,1048,亞洲大學,310501,心理學系,學士班(日間),12,8,20
,104,私立,一般大學,1048,亞洲大學,320105,資訊傳播學系,學士班(日間),12,4,16
,104,私立,一般大學,1048,亞洲大學,340201,會計與資訊學系,學士班(日間),10,6,16
,104,私立,一般大學,1048,亞洲大學,340303,經營管理學系,學士班(日間),12,4,16
,104,私立,一般大學,1048,亞洲大學,340307,國際企業學系,學士班(日間),9,9,18
,104,私立,一般大學,1048,亞洲大學,340307,國際企業學系,學士班(進修),4,8,12
,104,私立,一般大學,1048,亞洲大學,340501,財務金融學系,學士班(日間),24,1,25
,104,私立,一般大學,1048,亞洲大學,340501,財務金融學系,學士班(進修),7,1,8
,104,私立,一般大學,1048,亞洲大學,340905,健康產業管理學系,學士班(日間),12,3,15
,104,私立,一般大學,1048,亞洲大學,380201,財經法律學系,學士班(日間),21,10,31
,104,私立,一般大學,1048,亞洲大學,420302,生物科技學系,學士班(日間),16,0,16
,104,私立,一般大學,1048,亞洲大學,480533,行動商務與多媒體應用學系,學士班(日間),11,6,17
,104,私立,一般大學,1048,亞洲大學,520114,資訊工程學系,學士班(日間),18,1,19
,104,私立,一般大學,1048,亞洲大學,520126,光電與通訊學系,學士班(日間),9,0,9
,104,私立,一般大學,1048,亞洲大學,521119,生物資訊與醫學工程學系,學士班(日間),6,0,6
,104,私立,一般大學,1048,亞洲大學,620616,保健營養生技學系,學士班(日間),4,4,8
,104,私立,一般大學,1048,亞洲大學,620616,保健營養生技學系,學士班(進修),22,11,33
,104,私立,一般大學,1048,亞洲大學,760301,社會工作學系,學士班(日間),5,8,13
,104,私立,一般大學,1048,亞洲大學,760301,社會工作學系,學士班(進修),4,7,11
,104,私立,一般大學,1048,亞洲大學,810210,休閒與遊憩管理學系,學士班(日間),6,7,13
,104,私立,一般大學,1048,亞洲大學,810210,休閒與遊憩管理學系,學士班(進修),20,6,26
,104,私立,一般大學,1049,開南大學,210617,創意產業與數位電影學士學位學程,學士班(日間),15,11,26
,104,私立,一般大學,1049,開南大學,220204,應用華語學系,學士班(日間),18,14,32
,104,私立,一般大學,1049,開南大學,220312,應用英語學系,學士班(日間),17,13,30
,104,私立,一般大學,1049,開南大學,220312,應用英語學系,學士班(進修),4,5,9
,104,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),22,22,44
,104,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(進修),8,4,12
,104,私立,一般大學,1049,開南大學,310808,公共事務管理學系,學士班(日間),6,1,7
,104,私立,一般大學,1049,開南大學,320105,資訊傳播學系,學士班(日間),35,12,47
,104,私立,一般大學,1049,開南大學,340201,會計學系,學士班(日間),9,1,10
,104,私立,一般大學,1049,開南大學,340307,國際企業學系,學士班(日間),19,7,26
,104,私立,一般大學,1049,開南大學,340321,企業與創業管理學系,學士班(日間),24,4,28
,104,私立,一般大學,1049,開南大學,340321,企業與創業管理學系,學士班(進修),9,2,11
,104,私立,一般大學,1049,開南大學,340501,財務金融學系,學士班(日間),51,40,91
,104,私立,一般大學,1049,開南大學,340501,財務金融學系,學士班(進修),3,5,8
,104,私立,一般大學,1049,開南大學,340801,行銷學系,學士班(日間),21,8,29
,104,私立,一般大學,1049,開南大學,340905,健康產業管理學系,學士班(日間),6,7,13
,104,私立,一般大學,1049,開南大學,349982,多媒體與行動商務學系,學士班(日間),12,2,14
,104,私立,一般大學,1049,開南大學,349982,多媒體與行動商務學系,學士班(進修),2,0,2
,104,私立,一般大學,1049,開南大學,380101,法律學系,學士班(日間),33,8,41
,104,私立,一般大學,1049,開南大學,480109,資訊管理學系,學士班(日間),20,0,20
,104,私立,一般大學,1049,開南大學,480109,資訊管理學系,學士班(進修),3,2,5
,104,私立,一般大學,1049,開南大學,720504,保健營養學系,學士班(日間),2,4,6
,104,私立,一般大學,1049,開南大學,729908,養生與健康行銷學系,學士班(日間),11,7,18
,104,私立,一般大學,1049,開南大學,810205,觀光與餐飲旅館學系,學士班(日間),48,20,68
,104,私立,一般大學,1049,開南大學,810205,觀光與餐飲旅館學系,學士班(進修),13,15,28
,104,私立,一般大學,1049,開南大學,810508,休閒事業管理學系,學士班(日間),7,8,15
,104,私立,一般大學,1049,開南大學,840102,運輸科技與管理學系,學士班(日間),11,1,12
,104,私立,一般大學,1049,開南大學,840108,物流與航運管理學系,學士班(日間),5,10,15
,104,私立,一般大學,1049,開南大學,840108,物流與航運管理學系,學士班(進修),1,0,1
,104,私立,一般大學,1049,開南大學,840203,空運管理學系,學士班(日間),10,5,15
,104,私立,一般大學,1049,開南大學,840203,空運管理學系,學士班(進修),4,1,5
,104,私立,一般大學,1050,佛光大學,220213,中國文學與應用學系,學士班(日間),6,5,11
,104,私立,一般大學,1050,佛光大學,220301,外國語文學系,學士班(日間),2,5,7
,104,私立,一般大學,1050,佛光大學,220804,佛教學系,學士班(日間),1,8,9
,104,私立,一般大學,1050,佛光大學,220901,歷史學系,學士班(日間),6,0,6
,104,私立,一般大學,1050,佛光大學,229908,文化資產與創意學系,學士班(日間),5,4,9
,104,私立,一般大學,1050,佛光大學,230312,產品與媒體設計學系,學士班(日間),3,3,6
,104,私立,一般大學,1050,佛光大學,310102,應用經濟學系,學士班(日間),8,1,9
,104,私立,一般大學,1050,佛光大學,310301,社會學系,學士班(日間),6,7,13
,104,私立,一般大學,1050,佛光大學,310311,未來與樂活產業學系,學士班(日間),6,1,7
,104,私立,一般大學,1050,佛光大學,310501,心理學系,學士班(日間),3,1,4
,104,私立,一般大學,1050,佛光大學,310808,公共事務學系,學士班(日間),10,6,16
,104,私立,一般大學,1050,佛光大學,320102,傳播學系,學士班(日間),11,5,16
,104,私立,一般大學,1050,佛光大學,340306,管理學系,學士班(日間),14,2,16
,104,私立,一般大學,1050,佛光大學,480503,資訊應用學系,學士班(日間),6,2,8
,104,私立,一般大學,1058,明道大學,220201,中國文學學系,學士班(日間),2,0,2
,104,私立,一般大學,1058,明道大學,220312,應用英語學系,學士班(日間),4,4,8
,104,私立,一般大學,1058,明道大學,220312,應用英語學系,學士班(進修),2,3,5
,104,私立,一般大學,1058,明道大學,220321,應用日語學系,學士班(日間),5,2,7
,104,私立,一般大學,1058,明道大學,220321,應用日語學系,學士班(進修),1,1,2
,104,私立,一般大學,1058,明道大學,230114,時尚造形學系,學士班(日間),0,5,5
,104,私立,一般大學,1058,明道大學,230114,時尚造形學系,學士班(進修),2,2,4
,104,私立,一般大學,1058,明道大學,230206,數位設計學系,學士班(日間),8,4,12
,104,私立,一般大學,1058,明道大學,230206,數位設計學系,學士班(進修),3,2,5
,104,私立,一般大學,1058,明道大學,320105,資訊傳播學系,學士班(日間),1,0,1
,104,私立,一般大學,1058,明道大學,320105,資訊傳播學系,學士班(進修),3,0,3
,104,私立,一般大學,1058,明道大學,340301,企業管理學系,學士班(日間),4,2,6
,104,私立,一般大學,1058,明道大學,340301,企業管理學系,學士班(進修),6,3,9
,104,私立,一般大學,1058,明道大學,340306,管理學士學位學程,學士班(進修),2,0,2
,104,私立,一般大學,1058,明道大學,340501,財務金融學系,學士班(日間),2,0,2
,104,私立,一般大學,1058,明道大學,340501,財務金融學系,學士班(進修),1,0,1
,104,私立,一般大學,1058,明道大學,340821,行銷與物流學系,學士班(日間),0,2,2
,104,私立,一般大學,1058,明道大學,340821,行銷與物流學系,學士班(進修),3,3,6
,104,私立,一般大學,1058,明道大學,420302,生物科技學系,學士班(日間),4,0,4
,104,私立,一般大學,1058,明道大學,521322,材料與能源工程學系,學士班(日間),14,0,14
,104,私立,一般大學,1058,明道大學,521322,材料與能源工程學系,學士班(進修),2,0,2
,104,私立,一般大學,1058,明道大學,580208,景觀與環境設計學系,學士班(日間),3,2,5
,104,私立,一般大學,1058,明道大學,580208,景觀與環境設計學系,學士班(進修),8,0,8
,104,私立,一般大學,1058,明道大學,620104,精緻農業學系,學士班(日間),2,2,4
,104,私立,一般大學,1058,明道大學,620104,精緻農業學系原住民專班,學士班(日間),4,2,6
,104,私立,一般大學,1058,明道大學,810102,餐旅管理學系,學士班(日間),19,3,22
,104,私立,一般大學,1058,明道大學,810102,餐旅管理學系,學士班(進修),10,8,18
,104,私立,一般大學,1058,明道大學,810509,休閒保健學系,學士班(日間),16,6,22
,104,私立,一般大學,1058,明道大學,810509,休閒保健學系,學士班(進修),12,2,14
,104,私立,一般大學,1059,康寧大學,210610,數位影視動畫科,二專(進修),0,1,1
,104,私立,一般大學,1059,康寧大學,210610,數位影視動畫科,五專,3,4,7
,104,私立,一般大學,1059,康寧大學,220303,應用外語學系,學士班(日間),4,7,11
,104,私立,一般大學,1059,康寧大學,220303,應用外語學系,學士班(進修),0,1,1
,104,私立,一般大學,1059,康寧大學,230117,時尚造型設計學系,學士班(日間),0,1,1
,104,私立,一般大學,1059,康寧大學,230117,時尚造型設計學系,學士班(進修),0,1,1
,104,私立,一般大學,1059,康寧大學,320105,資訊傳播學系,學士班(日間),2,1,3
,104,私立,一般大學,1059,康寧大學,320105,資訊傳播學系,學士班(進修),5,0,5
,104,私立,一般大學,1059,康寧大學,340301,企業管理科,五專,0,2,2
,104,私立,一般大學,1059,康寧大學,340301,企業管理學系,學士班(日間),5,2,7
,104,私立,一般大學,1059,康寧大學,480109,資訊管理科,五專,1,1,2
,104,私立,一般大學,1059,康寧大學,480517,數位應用學系,學士班(日間),5,0,5
,104,私立,一般大學,1059,康寧大學,720601,護理科,五專,2,9,11
,104,私立,一般大學,1059,康寧大學,720609,健康照護管理學系,學士班(日間),4,4,8
,104,私立,一般大學,1059,康寧大學,720609,健康照護管理學系,學士班(進修),2,0,2
,104,私立,一般大學,1059,康寧大學,760215,高齡社會健康管理科,二專(日間),0,1,1
,104,私立,一般大學,1059,康寧大學,760401,嬰幼兒保育科,二專(日間),0,2,2
,104,私立,一般大學,1059,康寧大學,760401,幼兒保育科,二專(進修),0,2,2
,104,私立,一般大學,1059,康寧大學,760401,嬰幼兒保育科,五專,1,6,7
,104,私立,一般大學,1059,康寧大學,810103,餐飲管理學系,學士班(日間),6,4,10
,104,私立,一般大學,1059,康寧大學,810103,餐飲管理學系,學士班(進修),2,0,2
,104,私立,一般大學,1059,康寧大學,810508,休閒管理學系,學士班(日間),2,2,4
,104,私立,一般大學,1059,康寧大學,810508,休閒管理學系,學士班(進修),10,2,12
,104,私立,一般大學,1059,康寧大學,810812,保健美容學系,學士班(日間),0,2,2
,104,私立,一般大學,1067,台灣首府大學,140401,幼兒教育學系,學士班(日間),2,7,9
,104,私立,一般大學,1067,台灣首府大學,140401,幼兒教育學系,學士班(進修),0,7,7
,104,私立,一般大學,1067,台灣首府大學,220303,應用外語學系,學士班(日間),7,2,9
,104,私立,一般大學,1067,台灣首府大學,230316,商品開發與設計學系,學士班(日間),2,0,2
,104,私立,一般大學,1067,台灣首府大學,340301,企業管理學系,學士班(日間),3,0,3
,104,私立,一般大學,1067,台灣首府大學,340301,企業管理學系,學士班(進修),1,0,1
,104,私立,一般大學,1067,台灣首府大學,349968,健康與美容事業管理學系,學士班(日間),0,4,4
,104,私立,一般大學,1067,台灣首府大學,349968,健康與美容事業管理學系,學士班(進修),1,0,1
,104,私立,一般大學,1067,台灣首府大學,349971,休閒資訊管理學系,學士班(日間),8,0,8
,104,私立,一般大學,1067,台灣首府大學,349971,休閒資訊管理學系,學士班(進修),6,3,9
,104,私立,一般大學,1067,台灣首府大學,480311,數位娛樂與遊戲設計學系,學士班(日間),17,1,18
,104,私立,一般大學,1067,台灣首府大學,480521,資訊與多媒體設計學系,學士班(日間),5,0,5
,104,私立,一般大學,1067,台灣首府大學,810102,餐旅管理學系,學士班(日間),25,12,37
,104,私立,一般大學,1067,台灣首府大學,810102,餐旅管理學系,學士班(進修),3,5,8
,104,私立,一般大學,1067,台灣首府大學,810114,飯店管理學系,學士班(日間),1,2,3
,104,私立,一般大學,1067,台灣首府大學,810202,觀光事業管理學系,學士班(日間),19,7,26
,104,私立,一般大學,1067,台灣首府大學,810202,觀光事業管理學系,學士班(進修),10,4,14
,104,私立,一般大學,1067,台灣首府大學,810508,休閒管理學系,學士班(日間),19,4,23
,104,私立,一般大學,1067,台灣首府大學,810508,休閒管理學系,學士班(進修),3,1,4
,104,私立,一般大學,1125,中信金融管理學院,340301,企業管理學系,學士班(進修),1,1,2
,104,私立,一般大學,1125,中信金融管理學院,380201,財經法律學系,學士班(進修),1,0,1
,104,私立,一般大學,1176,稻江科技暨管理學院,140401,幼兒教育學系,學士班(日間),0,3,3
,104,私立,一般大學,1176,稻江科技暨管理學院,140401,幼兒教育學系,學士班(進修),0,4,4
,104,私立,一般大學,1176,稻江科技暨管理學院,230104,時尚設計學系,學士班(日間),0,2,2
,104,私立,一般大學,1176,稻江科技暨管理學院,230124,動畫遊戲設計學系,學士班(日間),5,2,7
,104,私立,一般大學,1176,稻江科技暨管理學院,230124,動畫遊戲設計學系,學士班(進修),4,1,5
,104,私立,一般大學,1176,稻江科技暨管理學院,310508,諮商心理學系,學士班(日間),1,3,4
,104,私立,一般大學,1176,稻江科技暨管理學院,310508,諮商心理學系,學士班(進修),3,0,3
,104,私立,一般大學,1176,稻江科技暨管理學院,320104,傳播藝術學系,學士班(日間),6,5,11
,104,私立,一般大學,1176,稻江科技暨管理學院,380201,財經法律學系,學士班(日間),1,0,1
,104,私立,一般大學,1176,稻江科技暨管理學院,480529,數位內容設計與管理學系,學士班(進修),1,0,1
,104,私立,一般大學,1176,稻江科技暨管理學院,720507,營養科學學系,學士班(日間),1,1,2
,104,私立,一般大學,1176,稻江科技暨管理學院,760216,老人福祉與社會工作學系,學士班(日間),5,12,17
,104,私立,一般大學,1176,稻江科技暨管理學院,760216,老人福祉與社會工作學系,學士班(進修),1,2,3
,104,私立,一般大學,1176,稻江科技暨管理學院,810103,餐飲管理學系,學士班(日間),8,3,11
,104,私立,一般大學,1176,稻江科技暨管理學院,810103,餐飲管理學系,學士班(進修),4,0,4
,104,私立,一般大學,1176,稻江科技暨管理學院,810210,休閒遊憩管理學系,學士班(日間),10,4,14
,104,私立,一般大學,1176,稻江科技暨管理學院,810210,休閒遊憩管理學系,學士班(進修),9,6,15
,104,私立,一般大學,1176,稻江科技暨管理學院,840117,運輸物流管理學系,學士班(日間),4,1,5
,104,私立,一般大學,1195,馬偕醫學院,720601,護理學系,學士班(日間),1,0,1
,104,私立,技專校院,1018,朝陽科技大學,220312,應用英語系,學士班(日間),8,23,31
,104,私立,技專校院,1018,朝陽科技大學,220312,應用英語系,學士班(進修),16,13,29
,104,私立,技專校院,1018,朝陽科技大學,230201,視覺傳達設計系,學士班(日間),9,7,16
,104,私立,技專校院,1018,朝陽科技大學,230201,視覺傳達設計系,學士班(進修),6,9,15
,104,私立,技專校院,1018,朝陽科技大學,230303,工業設計系,學士班(日間),15,4,19
,104,私立,技專校院,1018,朝陽科技大學,230303,工業設計系,學士班(進修),12,2,14
,104,私立,技專校院,1018,朝陽科技大學,320104,傳播藝術系,學士班(日間),9,16,25
