,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,男,女,總計
,101,公立,技專校院,136,國立屏東商業技術學院,349916,不動產經營系,學士班(日間),1,3,4
,101,公立,技專校院,136,國立屏東商業技術學院,480109,資訊管理(學)系,學士班(日間),3,1,4
,101,公立,技專校院,136,國立屏東商業技術學院,480109,資訊管理(學)系,學士班(進修),7,4,11
,101,公立,技專校院,136,國立屏東商業技術學院,520114,資訊工程系,學士班(日間),1,1,2
,101,公立,技專校院,136,國立屏東商業技術學院,520130,電腦與通訊系,學士班(日間),4,0,4
,101,公立,技專校院,136,國立屏東商業技術學院,810512,休閒事(產)業經營系,學士班(日間),0,1,1
,101,公立,技專校院,142,國立臺北商業技術學院,220303,應用外語科,二專(進修),5,18,23
,101,公立,技專校院,142,國立臺北商業技術學院,220303,應用外語科,五專,2,6,8
,101,公立,技專校院,142,國立臺北商業技術學院,220303,應用外語系,學士班(日間),2,1,3
,101,公立,技專校院,142,國立臺北商業技術學院,340201,會計資訊系,學士班(日間),1,1,2
,101,公立,技專校院,142,國立臺北商業技術學院,340201,會計資訊系,學士班(進修),3,1,4
,101,公立,技專校院,142,國立臺北商業技術學院,340201,會計資訊系(在職專班),學士班(進修),0,2,2
,101,公立,技專校院,142,國立臺北商業技術學院,340204,會計統計科,二專(進修),3,9,12
,101,公立,技專校院,142,國立臺北商業技術學院,340204,會計統計科(在職專班),二專(進修),0,1,1
,101,公立,技專校院,142,國立臺北商業技術學院,340204,會計統計科,五專,5,3,8
,101,公立,技專校院,142,國立臺北商業技術學院,340301,企業管理科,二專(進修),1,6,7
,101,公立,技專校院,142,國立臺北商業技術學院,340301,企業管理科,五專,0,3,3
,101,公立,技專校院,142,國立臺北商業技術學院,340301,企業管理系,學士班(日間),0,3,3
,101,公立,技專校院,142,國立臺北商業技術學院,340301,企業管理系,學士班(進修),1,2,3
,101,公立,技專校院,142,國立臺北商業技術學院,340401,國際貿易科,二專(進修),0,1,1
,101,公立,技專校院,142,國立臺北商業技術學院,340401,國際貿易科,五專,4,6,10
,101,公立,技專校院,142,國立臺北商業技術學院,340403,國際商務系,學士班(日間),7,6,13
,101,公立,技專校院,142,國立臺北商業技術學院,340403,國際商務系,學士班(進修),1,1,2
,101,公立,技專校院,142,國立臺北商業技術學院,340501,財務金融科,二專(進修),3,8,11
,101,公立,技專校院,142,國立臺北商業技術學院,340501,財務金融科,五專,1,2,3
,101,公立,技專校院,142,國立臺北商業技術學院,340501,財務金融系,學士班(日間),0,1,1
,101,公立,技專校院,142,國立臺北商業技術學院,340702,財政稅務科,二專(進修),2,2,4
,101,公立,技專校院,142,國立臺北商業技術學院,340702,財政稅務科,五專,0,3,3
,101,公立,技專校院,142,國立臺北商業技術學院,340702,財政稅務系,學士班(日間),2,3,5
,101,公立,技專校院,142,國立臺北商業技術學院,340702,財政稅務系,學士班(進修),1,1,2
,101,公立,技專校院,142,國立臺北商業技術學院,340702,財政稅務系(在職專班),學士班(進修),1,0,1
,101,公立,技專校院,142,國立臺北商業技術學院,480109,資訊管理科,二專(進修),0,2,2
,101,公立,技專校院,142,國立臺北商業技術學院,480109,資訊管理科,五專,2,5,7
,101,公立,技專校院,142,國立臺北商業技術學院,480109,資訊管理系,學士班(日間),6,3,9
,101,公立,技專校院,142,國立臺北商業技術學院,480109,資訊管理系,學士班(進修),3,5,8
,101,公立,技專校院,144,國立臺灣戲曲學院,210407,戲曲音樂學系,學士班(日間),1,1,2
,101,公立,技專校院,144,國立臺灣戲曲學院,210504,京劇學系,學士班(日間),1,1,2
,101,公立,技專校院,144,國立臺灣戲曲學院,210505,客家戲學系,學士班(日間),4,2,6
,101,公立,技專校院,144,國立臺灣戲曲學院,210506,劇場藝術學系,二專(日間),1,0,1
,101,公立,技專校院,144,國立臺灣戲曲學院,210506,劇場藝術學系,學士班(日間),1,2,3
,101,公立,技專校院,144,國立臺灣戲曲學院,210802,民俗技藝學系,學士班(日間),2,1,3
,101,公立,技專校院,221,國立臺南護理專科學校,720601,護理科,五專,0,8,8
,101,公立,技專校院,221,國立臺南護理專科學校,760202,老人照顧科,二專(進修),0,1,1
,101,公立,技專校院,221,國立臺南護理專科學校,810802,化妝品應用科,二專(日間),0,4,4
,101,公立,技專校院,221,國立臺南護理專科學校,810802,化妝品應用科,二專(進修),1,1,2
,101,公立,技專校院,222,國立臺東專科學校,480109,資訊管理科,二專(進修),1,3,4
,101,公立,技專校院,222,國立臺東專科學校,520201,動力機械科,二專(進修),7,1,8
,101,公立,技專校院,222,國立臺東專科學校,580101,建築科,二專(進修),4,3,7
,101,公立,技專校院,222,國立臺東專科學校,620301,園藝科,二專(進修),1,3,4
,101,公立,技專校院,222,國立臺東專科學校,810102,餐旅管理科,二專(進修),2,4,6
,101,私立,一般大學,1001,東海大學,210101,美術學系,學士班(日間),2,6,8
,101,私立,一般大學,1001,東海大學,210101,美術學系,學士班(進修),7,9,16
,101,私立,一般大學,1001,東海大學,210401,音樂學系,學士班(日間),6,6,12
,101,私立,一般大學,1001,東海大學,220201,中國文學系,學士班(日間),10,23,33
,101,私立,一般大學,1001,東海大學,220201,中國文學系,學士班(進修),0,5,5
,101,私立,一般大學,1001,東海大學,220301,外國語文學系,學士班(日間),4,14,18
,101,私立,一般大學,1001,東海大學,220341,日本語言文化學系,學士班(日間),17,28,45
,101,私立,一般大學,1001,東海大學,220901,歷史學系,學士班(日間),18,6,24
,101,私立,一般大學,1001,東海大學,221101,哲學系,學士班(日間),10,6,16
,101,私立,一般大學,1001,東海大學,230303,工業設計學系,學士班(日間),2,4,6
,101,私立,一般大學,1001,東海大學,310101,經濟學系,學士班(日間),2,0,2
,101,私立,一般大學,1001,東海大學,310101,經濟學系一般經濟組,學士班(日間),10,5,15
,101,私立,一般大學,1001,東海大學,310101,經濟學系產業經濟組,學士班(日間),3,0,3
,101,私立,一般大學,1001,東海大學,310101,經濟學系,學士班(進修),16,9,25
,101,私立,一般大學,1001,東海大學,310201,政治學系政治理論組,學士班(日間),6,3,9
,101,私立,一般大學,1001,東海大學,310201,政治學系國際關係組,學士班(日間),11,3,14
,101,私立,一般大學,1001,東海大學,310301,社會學系,學士班(日間),10,11,21
,101,私立,一般大學,1001,東海大學,310804,行政管理暨政策學系,學士班(日間),4,4,8
,101,私立,一般大學,1001,東海大學,310804,行政管理暨政策學系,學士班(進修),15,12,27
,101,私立,一般大學,1001,東海大學,340201,會計學系,學士班(日間),5,3,8
,101,私立,一般大學,1001,東海大學,340301,企業管理學系,學士班(日間),20,11,31
,101,私立,一般大學,1001,東海大學,340408,國際經營與貿易學系,學士班(日間),21,22,43
,101,私立,一般大學,1001,東海大學,340408,國際經營與貿易學系,學士班(進修),4,0,4
,101,私立,一般大學,1001,東海大學,340501,財務金融學系,學士班(日間),9,5,14
,101,私立,一般大學,1001,東海大學,380101,法律學系,學士班(日間),12,8,20
,101,私立,一般大學,1001,東海大學,380101,法律學系,學士班(進修),7,10,17
,101,私立,一般大學,1001,東海大學,420103,生命科學系生物醫學組,學士班(日間),9,5,14
,101,私立,一般大學,1001,東海大學,420103,生命科學系生態暨生物多樣性組,學士班(日間),4,4,8
,101,私立,一般大學,1001,東海大學,440101,化學系化學生物組,學士班(日間),7,1,8
,101,私立,一般大學,1001,東海大學,440101,化學系化學組,學士班(日間),9,1,10
,101,私立,一般大學,1001,東海大學,440301,物理學系物理組,學士班(日間),18,1,19
,101,私立,一般大學,1001,東海大學,440301,物理學系應用物理組,學士班(日間),23,2,25
,101,私立,一般大學,1001,東海大學,460102,應用數學系,學士班(日間),26,2,28
,101,私立,一般大學,1001,東海大學,460201,統計學系,學士班(日間),20,13,33
,101,私立,一般大學,1001,東海大學,480109,資訊管理學系,學士班(日間),1,1,2
,101,私立,一般大學,1001,東海大學,520101,電機工程學系,學士班(日間),11,0,11
,101,私立,一般大學,1001,東海大學,520114,資訊工程學系,學士班(日間),15,3,18
,101,私立,一般大學,1001,東海大學,520114,資訊工程學系,學士班(進修),4,0,4
,101,私立,一般大學,1001,東海大學,520403,化學工程與材料工程學系,學士班(日間),23,5,28
,101,私立,一般大學,1001,東海大學,520602,工業工程與經營資訊學系,學士班(日間),31,2,33
,101,私立,一般大學,1001,東海大學,520904,環境科學與工程學系,學士班(日間),12,1,13
,101,私立,一般大學,1001,東海大學,580101,建築學系,學士班(日間),9,6,15
,101,私立,一般大學,1001,東海大學,580203,景觀學系,學士班(日間),6,12,18
,101,私立,一般大學,1001,東海大學,620202,畜產與生物科技學系,學士班(日間),18,2,20
,101,私立,一般大學,1001,東海大學,620601,食品科學系,學士班(日間),17,5,22
,101,私立,一般大學,1001,東海大學,760301,社會工作學系,學士班(日間),6,4,10
,101,私立,一般大學,1001,東海大學,810102,餐旅管理學系,學士班(日間),1,5,6
,101,私立,一般大學,1002,輔仁大學,140315,體育學系運動健康管理組,學士班(日間),14,4,18
,101,私立,一般大學,1002,輔仁大學,140315,體育學系運動競技組,學士班(日間),19,5,24
,101,私立,一般大學,1002,輔仁大學,140315,體育學系體育學組,學士班(日間),21,6,27
,101,私立,一般大學,1002,輔仁大學,210101,應用美術學系,學士班(日間),8,8,16
,101,私立,一般大學,1002,輔仁大學,210401,音樂學系,學士班(日間),7,9,16
,101,私立,一般大學,1002,輔仁大學,220201,中國文學系,學士班(日間),15,14,29
,101,私立,一般大學,1002,輔仁大學,220201,中國文學系,學士班(進修),18,33,51
,101,私立,一般大學,1002,輔仁大學,220307,英國語文學系,學士班(日間),6,7,13
,101,私立,一般大學,1002,輔仁大學,220307,英國語文學系,學士班(進修),11,27,38
,101,私立,一般大學,1002,輔仁大學,220314,法國語文學系,學士班(日間),2,10,12
,101,私立,一般大學,1002,輔仁大學,220316,德語語文學系,學士班(日間),8,8,16
,101,私立,一般大學,1002,輔仁大學,220318,西班牙語文學系,學士班(日間),6,12,18
,101,私立,一般大學,1002,輔仁大學,220320,日本語文學系,學士班(日間),5,18,23
,101,私立,一般大學,1002,輔仁大學,220320,日本語文學系,學士班(進修),9,21,30
,101,私立,一般大學,1002,輔仁大學,220325,義大利語文學系,學士班(日間),6,20,26
,101,私立,一般大學,1002,輔仁大學,220801,宗教學系,學士班(日間),10,15,25
,101,私立,一般大學,1002,輔仁大學,220901,歷史學系,學士班(日間),23,22,45
,101,私立,一般大學,1002,輔仁大學,220901,歷史學系,學士班(進修),13,15,28
,101,私立,一般大學,1002,輔仁大學,221101,哲學系,學士班(日間),13,26,39
,101,私立,一般大學,1002,輔仁大學,221101,哲學系,學士班(進修),15,16,31
,101,私立,一般大學,1002,輔仁大學,310101,經濟學系,學士班(日間),12,8,20
,101,私立,一般大學,1002,輔仁大學,310101,經濟學系,學士班(進修),24,22,46
,101,私立,一般大學,1002,輔仁大學,310301,社會學系,學士班(日間),11,8,19
,101,私立,一般大學,1002,輔仁大學,310501,心理學系,學士班(日間),13,6,19
,101,私立,一般大學,1002,輔仁大學,310505,臨床心理學系,學士班(日間),10,7,17
,101,私立,一般大學,1002,輔仁大學,320101,大眾傳播學士學位學程,學士班(進修),6,13,19
,101,私立,一般大學,1002,輔仁大學,320202,新聞傳播學系,學士班(日間),3,3,6
,101,私立,一般大學,1002,輔仁大學,320302,影像傳播學系,學士班(日間),8,11,19
,101,私立,一般大學,1002,輔仁大學,320602,圖書資訊學系,學士班(日間),6,5,11
,101,私立,一般大學,1002,輔仁大學,320602,圖書資訊學系,學士班(進修),8,18,26
,101,私立,一般大學,1002,輔仁大學,320801,廣告傳播學系,學士班(日間),2,7,9
,101,私立,一般大學,1002,輔仁大學,340201,會計學系,學士班(日間),5,5,10
,101,私立,一般大學,1002,輔仁大學,340201,會計學系,學士班(進修),14,61,75
,101,私立,一般大學,1002,輔仁大學,340301,企業管理學系,學士班(日間),11,14,25
,101,私立,一般大學,1002,輔仁大學,340301,企業管理學系,學士班(進修),23,22,45
,101,私立,一般大學,1002,輔仁大學,340522,金融與國際企業學系,學士班(日間),14,5,19
,101,私立,一般大學,1002,輔仁大學,340522,金融與國際企業學系,學士班(進修),9,11,20
,101,私立,一般大學,1002,輔仁大學,380101,法律學系,學士班(日間),34,7,41
,101,私立,一般大學,1002,輔仁大學,380101,法律學系,學士班(進修),18,15,33
,101,私立,一般大學,1002,輔仁大學,380106,學士後法律學系,學士班(日間),8,6,14
,101,私立,一般大學,1002,輔仁大學,380201,財經法律學系,學士班(日間),10,5,15
,101,私立,一般大學,1002,輔仁大學,420103,生命科學系,學士班(日間),18,4,22
,101,私立,一般大學,1002,輔仁大學,440101,化學系,學士班(日間),20,5,25
,101,私立,一般大學,1002,輔仁大學,440301,物理學系光電物理組,學士班(日間),15,0,15
,101,私立,一般大學,1002,輔仁大學,440301,物理學系物理組,學士班(日間),20,1,21
,101,私立,一般大學,1002,輔仁大學,460101,數學系純數學組,學士班(日間),21,8,29
,101,私立,一般大學,1002,輔仁大學,460101,數學系應用數學組,學士班(日間),33,5,38
,101,私立,一般大學,1002,輔仁大學,460101,數學系,學士班(進修),8,4,12
,101,私立,一般大學,1002,輔仁大學,460201,統計資訊學系,學士班(日間),23,2,25
,101,私立,一般大學,1002,輔仁大學,460201,統計資訊學系,學士班(進修),12,1,13
,101,私立,一般大學,1002,輔仁大學,480109,資訊管理學系,學士班(日間),15,3,18
,101,私立,一般大學,1002,輔仁大學,520101,電機工程學系系統與晶片設計組,學士班(日間),16,2,18
,101,私立,一般大學,1002,輔仁大學,520101,電機工程學系電腦與通訊工程組,學士班(日間),18,0,18
,101,私立,一般大學,1002,輔仁大學,520114,資訊工程學系,學士班(日間),19,0,19
,101,私立,一般大學,1002,輔仁大學,580201,景觀設計學系,學士班(日間),4,14,18
,101,私立,一般大學,1002,輔仁大學,620601,食品科學系,學士班(日間),9,5,14
,101,私立,一般大學,1002,輔仁大學,720101,醫學系,學士班(日間),3,1,4
,101,私立,一般大學,1002,輔仁大學,720201,公共衛生學系,學士班(日間),6,5,11
,101,私立,一般大學,1002,輔仁大學,720402,職能治療學系,學士班(日間),7,4,11
,101,私立,一般大學,1002,輔仁大學,720507,營養科學系,學士班(日間),2,2,4
,101,私立,一般大學,1002,輔仁大學,720601,護理學系,學士班(日間),6,6,12
,101,私立,一般大學,1002,輔仁大學,720613,呼吸治療學系,學士班(日間),4,3,7
,101,私立,一般大學,1002,輔仁大學,760301,社會工作學系,學士班(日間),5,8,13
,101,私立,一般大學,1002,輔仁大學,760403,兒童與家庭學系,學士班(日間),2,5,7
,101,私立,一般大學,1002,輔仁大學,810102,餐旅管理學系,學士班(日間),7,11,18
,101,私立,一般大學,1002,輔仁大學,810102,餐旅管理學系,學士班(進修),3,11,14
,101,私立,一般大學,1002,輔仁大學,810702,織品服裝學系服飾設計組,學士班(日間),3,15,18
,101,私立,一般大學,1002,輔仁大學,810702,織品服裝學系織品服飾行銷組,學士班(日間),11,14,25
,101,私立,一般大學,1002,輔仁大學,810702,織品服裝學系織品設計組,學士班(日間),5,19,24
,101,私立,一般大學,1003,東吳大學,210401,音樂學系,學士班(日間),12,16,28
,101,私立,一般大學,1003,東吳大學,220201,中國文學系,學士班(日間),15,45,60
,101,私立,一般大學,1003,東吳大學,220201,中國文學系,學士班(進修),2,4,6
,101,私立,一般大學,1003,東吳大學,220309,英文學系,學士班(日間),13,43,56
,101,私立,一般大學,1003,東吳大學,220309,英文學系,學士班(進修),3,5,8
,101,私立,一般大學,1003,東吳大學,220320,日本語文學系,學士班(日間),9,17,26
,101,私立,一般大學,1003,東吳大學,220320,日本語文學系,學士班(進修),1,6,7
,101,私立,一般大學,1003,東吳大學,220901,歷史學系,學士班(日間),14,6,20
,101,私立,一般大學,1003,東吳大學,221101,哲學系,學士班(日間),8,9,17
,101,私立,一般大學,1003,東吳大學,310101,經濟學系,學士班(日間),22,15,37
,101,私立,一般大學,1003,東吳大學,310201,政治學系,學士班(日間),22,13,35
,101,私立,一般大學,1003,東吳大學,310301,社會學系,學士班(日間),17,18,35
,101,私立,一般大學,1003,東吳大學,310501,心理學系,學士班(日間),11,5,16
,101,私立,一般大學,1003,東吳大學,310710,德國文化學系,學士班(日間),2,7,9
,101,私立,一般大學,1003,東吳大學,340101,商學進修學士班,學士班(進修),13,26,39
,101,私立,一般大學,1003,東吳大學,340201,會計學系,學士班(日間),12,18,30
,101,私立,一般大學,1003,東吳大學,340301,企業管理學系,學士班(日間),18,11,29
,101,私立,一般大學,1003,東吳大學,340408,國際經營與貿易學系,學士班(日間),10,5,15
,101,私立,一般大學,1003,東吳大學,380101,法律學系,學士班(日間),23,10,33
,101,私立,一般大學,1003,東吳大學,420401,微生物學系,學士班(日間),12,6,18
,101,私立,一般大學,1003,東吳大學,440101,化學系,學士班(日間),8,3,11
,101,私立,一般大學,1003,東吳大學,440301,物理學系,學士班(日間),10,1,11
,101,私立,一般大學,1003,東吳大學,460101,數學系,學士班(日間),16,4,20
,101,私立,一般大學,1003,東吳大學,469902,財務工程與精算數學系,學士班(日間),42,3,45
,101,私立,一般大學,1003,東吳大學,480109,資訊管理學系,學士班(日間),11,5,16
,101,私立,一般大學,1003,東吳大學,760301,社會工作學系,學士班(日間),7,13,20
,101,私立,一般大學,1004,中原大學,140601,特殊教育學系,學士班(日間),5,8,13
,101,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),4,11,15
,101,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),2,8,10
,101,私立,一般大學,1004,中原大學,230302,商業設計學系,學士班(日間),5,7,12
,101,私立,一般大學,1004,中原大學,230401,室內設計學系,學士班(日間),4,10,14
,101,私立,一般大學,1004,中原大學,310501,心理學系,學士班(日間),19,7,26
,101,私立,一般大學,1004,中原大學,340201,會計學系,學士班(日間),14,17,31
,101,私立,一般大學,1004,中原大學,340301,企業管理學系,學士班(日間),15,6,21
,101,私立,一般大學,1004,中原大學,340408,國際經營與貿易學系,學士班(日間),4,8,12
,101,私立,一般大學,1004,中原大學,340501,財務金融學系,學士班(日間),2,1,3
,101,私立,一般大學,1004,中原大學,380201,財經法律學系,學士班(日間),11,5,16
,101,私立,一般大學,1004,中原大學,420302,生物科技學系,學士班(日間),6,1,7
,101,私立,一般大學,1004,中原大學,440101,化學系,學士班(日間),17,3,20
,101,私立,一般大學,1004,中原大學,440301,物理學系,學士班(日間),39,0,39
,101,私立,一般大學,1004,中原大學,460102,應用數學系,學士班(日間),22,2,24
,101,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),5,2,7
,101,私立,一般大學,1004,中原大學,520101,電機工程學系,學士班(日間),20,0,20
,101,私立,一般大學,1004,中原大學,520103,電子工程學系,學士班(日間),25,0,25
,101,私立,一般大學,1004,中原大學,520114,資訊工程學系,學士班(日間),47,1,48
,101,私立,一般大學,1004,中原大學,520201,機械工程學系,學士班(日間),49,2,51
,101,私立,一般大學,1004,中原大學,520301,土木工程學系,學士班(日間),76,4,80
,101,私立,一般大學,1004,中原大學,520315,生物環境工程學系,學士班(日間),5,1,6
,101,私立,一般大學,1004,中原大學,520401,化學工程學系,學士班(日間),57,7,64
,101,私立,一般大學,1004,中原大學,520401,化學工程學系,學士班(進修),4,0,4
,101,私立,一般大學,1004,中原大學,520611,工業與系統工程學系,學士班(日間),24,4,28
,101,私立,一般大學,1004,中原大學,520611,工業與系統工程學系,學士班(進修),1,0,1
,101,私立,一般大學,1004,中原大學,521108,生物醫學工程學系,學士班(日間),22,6,28
,101,私立,一般大學,1004,中原大學,580101,建築學系,學士班(日間),10,9,19
,101,私立,一般大學,1004,中原大學,580203,景觀學系,學士班(日間),12,6,18
,101,私立,一般大學,1005,淡江大學,140801,教育科技學系（日）,學士班(日間),3,6,9
,101,私立,一般大學,1005,淡江大學,220201,中國文學學系（日）,學士班(日間),9,25,34
,101,私立,一般大學,1005,淡江大學,220201,中國文學學系（進學）,學士班(進修),5,9,14
,101,私立,一般大學,1005,淡江大學,220309,英文學系（日）,學士班(日間),11,17,28
,101,私立,一般大學,1005,淡江大學,220309,英文學系（進學）,學士班(進修),10,6,16
,101,私立,一般大學,1005,淡江大學,220314,法國語文學系（日）,學士班(日間),4,24,28
,101,私立,一般大學,1005,淡江大學,220315,德國語文學系（日）,學士班(日間),1,10,11
,101,私立,一般大學,1005,淡江大學,220318,西班牙語文學系（日）,學士班(日間),9,32,41
,101,私立,一般大學,1005,淡江大學,220320,日本語文學系（日）,學士班(日間),24,23,47
,101,私立,一般大學,1005,淡江大學,220320,日本語文學系（進學）,學士班(進修),19,38,57
,101,私立,一般大學,1005,淡江大學,220323,俄國語文學系（日）,學士班(日間),2,4,6
,101,私立,一般大學,1005,淡江大學,220901,歷史學系（日）,學士班(日間),16,7,23
,101,私立,一般大學,1005,淡江大學,310101,經濟學系（日）,學士班(日間),30,13,43
,101,私立,一般大學,1005,淡江大學,310104,產業經濟學系（日）,學士班(日間),18,3,21
,101,私立,一般大學,1005,淡江大學,310202,全球政治經濟學系（日）,學士班(日間),2,0,2
,101,私立,一般大學,1005,淡江大學,310801,公共行政學系（日）,學士班(日間),9,9,18
,101,私立,一般大學,1005,淡江大學,310801,公共行政學系（進學）,學士班(進修),11,10,21
,101,私立,一般大學,1005,淡江大學,320101,大眾傳播學系（日）,學士班(日間),3,8,11
,101,私立,一般大學,1005,淡江大學,320105,資訊傳播學系（日）,學士班(日間),6,0,6
,101,私立,一般大學,1005,淡江大學,320601,資訊與圖書館學系（日）,學士班(日間),7,3,10
,101,私立,一般大學,1005,淡江大學,340201,會計學系（日）,學士班(日間),16,16,32
,101,私立,一般大學,1005,淡江大學,340201,會計學系（進學）,學士班(進修),5,7,12
,101,私立,一般大學,1005,淡江大學,340301,企業管理學系（日）,學士班(日間),24,12,36
,101,私立,一般大學,1005,淡江大學,340301,企業管理學系（進學）,學士班(進修),10,10,20
,101,私立,一般大學,1005,淡江大學,340306,管理科學學系（日）,學士班(日間),9,1,10
,101,私立,一般大學,1005,淡江大學,340307,國際企業學系（日）,學士班(日間),12,8,20
,101,私立,一般大學,1005,淡江大學,340307,國際企業學系（進學）,學士班(進修),10,9,19
,101,私立,一般大學,1005,淡江大學,340501,財務金融學系（日）,學士班(日間),20,4,24
,101,私立,一般大學,1005,淡江大學,340501,財務金融學系（進學）,學士班(進修),8,5,13
,101,私立,一般大學,1005,淡江大學,340604,保險學系（日）,學士班(日間),11,4,15
,101,私立,一般大學,1005,淡江大學,440101,化學學系化學與生物化學組（日）,學士班(日間),13,2,15
,101,私立,一般大學,1005,淡江大學,440101,化學學系材料化學組（日）,學士班(日間),17,3,20
,101,私立,一般大學,1005,淡江大學,440301,物理學系光電物理組（日）,學士班(日間),23,1,24
,101,私立,一般大學,1005,淡江大學,440301,物理學系應用物理組（日）,學士班(日間),26,1,27
,101,私立,一般大學,1005,淡江大學,460101,數學學系資料科學與數理統計組（日）,學士班(日間),16,2,18
,101,私立,一般大學,1005,淡江大學,460101,數學學系數學組（日）,學士班(日間),21,2,23
,101,私立,一般大學,1005,淡江大學,460201,統計學系（日）,學士班(日間),21,11,32
,101,私立,一般大學,1005,淡江大學,460201,統計學系（進學）,學士班(進修),7,7,14
,101,私立,一般大學,1005,淡江大學,480109,資訊管理學系（日）,學士班(日間),22,11,33
,101,私立,一般大學,1005,淡江大學,480310,資訊創新與科技學系（日）,學士班(日間),4,1,5
,101,私立,一般大學,1005,淡江大學,520101,電機工程學系（日）,學士班(日間),39,1,40
,101,私立,一般大學,1005,淡江大學,520101,電機工程學系（進學）,學士班(進修),7,0,7
,101,私立,一般大學,1005,淡江大學,520114,資訊工程學系（日）,學士班(日間),33,2,35
,101,私立,一般大學,1005,淡江大學,520114,資訊工程學系（進學）,學士班(進修),11,1,12
,101,私立,一般大學,1005,淡江大學,520129,資訊通訊科技管理學系（日）,學士班(日間),4,0,4
,101,私立,一般大學,1005,淡江大學,520205,航空太空工程學系（日）,學士班(日間),23,1,24
,101,私立,一般大學,1005,淡江大學,520226,機械與機電工程學系（日）,學士班(日間),31,0,31
,101,私立,一般大學,1005,淡江大學,520301,土木工程學系工程設施組（日）,學士班(日間),23,3,26
,101,私立,一般大學,1005,淡江大學,520301,土木工程學系營建企業組（日）,學士班(日間),13,1,14
,101,私立,一般大學,1005,淡江大學,520403,化學工程與材料工程學系（日）,學士班(日間),38,2,40
,101,私立,一般大學,1005,淡江大學,520907,水資源及環境工程學系（日）,學士班(日間),38,4,42
,101,私立,一般大學,1005,淡江大學,580101,建築學系（日）,學士班(日間),15,5,20
,101,私立,一般大學,1005,淡江大學,810233,國際觀光管理學系（日）,學士班(日間),2,1,3
,101,私立,一般大學,1005,淡江大學,840101,運輸管理學系（日）,學士班(日間),21,4,25
,101,私立,一般大學,1006,中國文化大學,140101,教育學系,學士班(日間),7,10,17
,101,私立,一般大學,1006,中國文化大學,140315,體育學系,學士班(日間),39,4,43
,101,私立,一般大學,1006,中國文化大學,210101,美術學系,學士班(日間),6,6,12
,101,私立,一般大學,1006,中國文化大學,210401,音樂學系,學士班(日間),4,9,13
,101,私立,一般大學,1006,中國文化大學,210402,中國音樂學系,學士班(日間),3,3,6
,101,私立,一般大學,1006,中國文化大學,210501,戲劇學系,學士班(日間),14,8,22
,101,私立,一般大學,1006,中國文化大學,210502,中國戲劇學系,學士班(日間),8,13,21
,101,私立,一般大學,1006,中國文化大學,210511,舞蹈學系,學士班(日間),2,2,4
,101,私立,一般大學,1006,中國文化大學,220201,中國文學系中國文學組,學士班(日間),8,13,21
,101,私立,一般大學,1006,中國文化大學,220201,中國文學系文藝創作組,學士班(日間),9,10,19
,101,私立,一般大學,1006,中國文化大學,220307,英國語文學系,學士班(日間),14,57,71
,101,私立,一般大學,1006,中國文化大學,220314,法國語文學系,學士班(日間),3,9,12
,101,私立,一般大學,1006,中國文化大學,220315,德國語文學系,學士班(日間),2,3,5
,101,私立,一般大學,1006,中國文化大學,220320,日本語文學系,學士班(日間),11,18,29
,101,私立,一般大學,1006,中國文化大學,220323,俄國語文學系,學士班(日間),6,10,16
,101,私立,一般大學,1006,中國文化大學,220324,韓國語文學系,學士班(日間),5,13,18
,101,私立,一般大學,1006,中國文化大學,220901,史學系,學士班(日間),12,6,18
,101,私立,一般大學,1006,中國文化大學,221101,哲學系,學士班(日間),11,1,12
,101,私立,一般大學,1006,中國文化大學,310101,經濟學系,學士班(日間),14,4,18
,101,私立,一般大學,1006,中國文化大學,310201,政治學系,學士班(日間),7,3,10
,101,私立,一般大學,1006,中國文化大學,310504,心理輔導學系,學士班(日間),8,5,13
,101,私立,一般大學,1006,中國文化大學,310601,地理學系,學士班(日間),4,3,7
,101,私立,一般大學,1006,中國文化大學,310804,行政管理學系,學士班(日間),19,1,20
,101,私立,一般大學,1006,中國文化大學,311005,勞動暨人力資源學系,學士班(日間),1,1,2
,101,私立,一般大學,1006,中國文化大學,311005,勞動暨人力資源學系人力資源組,學士班(日間),6,4,10
,101,私立,一般大學,1006,中國文化大學,311005,勞動暨人力資源學系勞動法制組,學士班(日間),3,2,5
,101,私立,一般大學,1006,中國文化大學,320101,大眾傳播學系,學士班(日間),22,16,38
,101,私立,一般大學,1006,中國文化大學,320105,資訊傳播學系,學士班(日間),14,10,24
,101,私立,一般大學,1006,中國文化大學,320201,新聞學系,學士班(日間),10,16,26
,101,私立,一般大學,1006,中國文化大學,320802,廣告學系,學士班(日間),6,12,18
,101,私立,一般大學,1006,中國文化大學,320802,廣告學系,學士班(進修),36,51,87
,101,私立,一般大學,1006,中國文化大學,340201,會計學系,學士班(日間),9,5,14
,101,私立,一般大學,1006,中國文化大學,340301,企業管理學系,學士班(日間),14,8,22
,101,私立,一般大學,1006,中國文化大學,340307,國際企業管理學系,學士班(進修),21,28,49
,101,私立,一般大學,1006,中國文化大學,340401,國際貿易學系,學士班(日間),21,15,36
